|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.25/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.2969       0.565543       0.137587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.1180       0.834056       0.478954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.1269       0.826679       0.464326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.1397       0.814286       0.460123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.1414       0.814713       0.439013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.1575       0.800429       0.420264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.1644       0.794044       0.415185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.1780       0.779228       0.427320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.1814       0.778089       0.405349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.1926       0.767916       0.394776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.2014       0.758889       0.397002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        98.8453        1.10053       0.541451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.5801       0.400925       0.190065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.2246       0.739209       0.362318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.2325       0.732424       0.350792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        98.5745        1.37666       0.488411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.9077       0.861788E-001  0.615236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.2548       0.713713       0.314928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        99.2629       0.705738       0.313796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.2695       0.700445       0.300663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.2771       0.693709       0.291762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
