|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1424.74        500.000        97.9993       0.641432       0.813168                 NaN  0.546140                 NaN            NaN            NaN
  1423.60        500.000        98.0295       0.632615       0.800362                 NaN  0.537502                 NaN            NaN            NaN
  1422.47        500.000        98.0597       0.623124       0.787919                 NaN  0.529277                 NaN            NaN            NaN
  1421.34        500.000        98.0904       0.614371       0.774664                 NaN  0.520582                 NaN            NaN            NaN
  1420.21        500.000        97.8949       0.852307       0.679024                 NaN  0.573735                 NaN            NaN            NaN
  1419.07        500.000        98.3670       0.525677       0.662262                 NaN  0.445076                 NaN            NaN            NaN
  1417.94        500.000        98.1687       0.740833       0.591957                 NaN  0.498538                 NaN            NaN            NaN
  1416.81        500.000        98.2032       0.579294       0.728718                 NaN  0.488785                 NaN            NaN            NaN
  1415.68        500.000        98.2230       0.720219       0.573402                 NaN  0.483429                 NaN            NaN            NaN
  1414.54        500.000        98.2456       0.566791       0.710435       0.301504E-004  0.477125                 NaN            NaN            NaN
  1413.41        500.000        98.2739       0.568779       0.648761       0.339070E-001  0.474608                 NaN            NaN            NaN
  1412.28        500.000        98.2931       0.602435       0.466378       0.150767       0.487342                 NaN            NaN            NaN
  1411.15        500.000        98.3164       0.454455       0.595802       0.152264       0.481061                 NaN            NaN            NaN
  1410.01        500.000        98.3393       0.590336       0.442029       0.153566       0.474770                 NaN            NaN            NaN
  1408.88        500.000        98.3617       0.584411       0.430360       0.154847       0.468642                 NaN            NaN            NaN
  1407.75        500.000        98.3831       0.418877       0.578963       0.156206       0.462890                 NaN            NaN            NaN
  1406.61        500.000        98.4029       0.573910       0.408176       0.157543       0.457427                 NaN            NaN            NaN
  1405.48        500.000        98.4248       0.568471       0.396609       0.158656       0.451506                 NaN            NaN            NaN
  1404.35        500.000        98.4283       0.568007       0.389999       0.162036       0.451657                 NaN            NaN            NaN
  1403.22        500.000        98.4820       0.553577       0.370436       0.159186       0.434814                 NaN            NaN            NaN
  1402.08        500.000        98.4815       0.555063       0.364671       0.162766       0.435994                 NaN            NaN            NaN
  1400.95        500.000        98.5021       0.549773       0.354208       0.163645       0.430317                 NaN            NaN            NaN
  1399.82        500.000        98.5212       0.544816       0.344118       0.164747       0.425086                 NaN            NaN            NaN
  1398.69        500.000        98.5402       0.332327       0.540115       0.166949       0.420405                 NaN            NaN            NaN
  1397.55        500.000        98.5576       0.535902       0.324921       0.166608       0.414994                 NaN            NaN            NaN
  1396.42        500.000        98.5644       0.312704       0.537546       0.171473       0.413873                 NaN            NaN            NaN
  1395.29        500.000        98.5977       0.524811       0.307520       0.166782       0.403180                 NaN            NaN            NaN
  1394.16        500.000        98.6062       0.523823       0.296144       0.171721       0.402114                 NaN            NaN            NaN
  1393.02        500.000        98.6256       0.286975       0.519707       0.171420       0.396321                 NaN            NaN            NaN
  1391.89        500.000        98.6386       0.278429       0.517297       0.172806       0.392852                 NaN            NaN            NaN
  1390.76        500.000        98.6530       0.514636       0.269248       0.174213       0.388940                 NaN            NaN            NaN
  1389.63        500.000        98.6673       0.261869       0.511021       0.175022       0.384750                 NaN            NaN            NaN
  1388.49        500.000        98.6837       0.252385       0.507416       0.176155       0.380385                 NaN            NaN            NaN
  1387.36        500.000        98.6981       0.244292       0.504149       0.177087       0.376395                 NaN            NaN            NaN
  1386.23        500.000        98.7125       0.235905       0.500909       0.178265       0.372405                 NaN            NaN            NaN
  1385.09        500.000        98.7268       0.227861       0.497848       0.179069       0.368413                 NaN            NaN            NaN
  1383.96        500.000        98.7401       0.495358       0.219588       0.180178       0.364786                 NaN            NaN            NaN
  1382.83        500.000        98.7539       0.492109       0.212421       0.180767       0.360842                 NaN            NaN            NaN
  1381.70        500.000        98.7657       0.489439       0.205161       0.182136       0.357589                 NaN            NaN            NaN
  1380.56        500.000        98.7797       0.197805       0.486431       0.182389       0.353628                 NaN            NaN            NaN
  1379.43        500.000        98.7925       0.484013       0.190243       0.183301       0.349962                 NaN            NaN            NaN
  1378.30        500.000        98.8039       0.184143       0.481113       0.184083       0.346758                 NaN            NaN            NaN
  1377.17        500.000        98.8160       0.176729       0.479118       0.184712       0.343482                 NaN            NaN            NaN
  1376.03        500.000        98.8128       0.478609       0.177784       0.185534       0.345312                 NaN            NaN            NaN
  1374.90        500.000        98.8605       0.470771       0.152119       0.186398       0.330170                 NaN            NaN            NaN
  1373.77        500.000        98.9184       0.444927       0.143677       0.178743       0.314273                 NaN            NaN            NaN
  1372.64        500.000        99.8643       0.125660E-001            NaN  0.783430E-001  0.447712E-001            NaN            NaN            NaN
  1371.50        500.000        97.8035       0.951145       0.314085       0.301030       0.630243                 NaN            NaN            NaN
  1370.37        500.000        98.8843       0.465588       0.138545       0.187841       0.323732                 NaN            NaN            NaN
  1369.24        500.000        98.8961       0.462919       0.132581       0.188062       0.320332                 NaN            NaN            NaN
  1368.11        500.000        98.9072       0.461326       0.125003       0.189102       0.317329                 NaN            NaN            NaN
  1366.97        500.000        98.9168       0.120347       0.459363       0.189059       0.314401                 NaN            NaN            NaN
  1365.84        500.000        98.9269       0.114901       0.457307       0.189399       0.311468                 NaN            NaN            NaN
  1364.71        500.000        98.9371       0.455740       0.108840       0.189733       0.308572                 NaN            NaN            NaN
  1363.57        500.000        98.9389       0.106292       0.456935       0.190154       0.307709                 NaN            NaN            NaN
  1362.44        500.000        98.9587       0.450291       0.101514       0.187920       0.301557                 NaN            NaN            NaN
  1361.31        500.000        98.9649       0.941327E-001  0.450759       0.190004       0.300244                 NaN            NaN            NaN
  1360.18        500.000        98.9743       0.447915       0.909410E-001  0.189501       0.297375                 NaN            NaN            NaN
  1359.04        500.000        98.9850       0.446512       0.847332E-001  0.189532       0.294236                 NaN            NaN            NaN
  1357.91        500.000        98.9940       0.802252E-001  0.444306       0.189770       0.291745                 NaN            NaN            NaN
  1356.78        500.000        98.9976       0.446657       0.764500E-001  0.189129       0.290180                 NaN            NaN            NaN
  1355.65        500.000        99.0138       0.720260E-001  0.440168       0.188604       0.285432                 NaN            NaN            NaN
  1354.51        500.000        99.0211       0.439889       0.658466E-001  0.189573       0.283617                 NaN            NaN            NaN
  1353.38        500.000        99.0281       0.438626       0.637290E-001  0.188326       0.281181                 NaN            NaN            NaN
  1352.25        500.000        99.0361       0.437822       0.584272E-001  0.188685       0.278954                 NaN            NaN            NaN
  1351.12        500.000        99.0446       0.435426       0.567306E-001  0.187228       0.275979                 NaN            NaN            NaN
  1349.98        500.000        99.0530       0.523035E-001  0.434123       0.187064       0.273552                 NaN            NaN            NaN
  1348.85        500.000        99.0603       0.433098       0.486955E-001  0.186649       0.271262                 NaN            NaN            NaN
  1347.72        500.000        99.0695       0.430560       0.452669E-001  0.186104       0.268568                 NaN            NaN            NaN
  1346.59        500.000        99.0763       0.414041E-001  0.430450       0.185449       0.266369                 NaN            NaN            NaN
  1345.45        500.000        99.0837       0.400643E-001  0.427413       0.184755       0.264042                 NaN            NaN            NaN
  1344.32        500.000        99.0910       0.427044       0.365199E-001  0.183774       0.261649                 NaN            NaN            NaN
  1343.19        500.000        99.1005       0.424365       0.330114E-001  0.183296       0.258792                 NaN            NaN            NaN
  1342.05        500.000        99.1067       0.423030       0.315143E-001  0.182013       0.256707                 NaN            NaN            NaN
  1340.92        500.000        99.1124       0.288030E-001  0.423418       0.180671       0.254711                 NaN            NaN            NaN
  1339.79        500.000        99.1203       0.421842       0.251928E-001  0.180283       0.252380                 NaN            NaN            NaN
  1338.66        500.000        99.1274       0.250884E-001  0.419434       0.178190       0.249874                 NaN            NaN            NaN
  1337.52        500.000        99.1331       0.223689E-001  0.419068       0.177431       0.248081                 NaN            NaN            NaN
  1336.39        500.000        99.1405       0.205682E-001  0.417119       0.176187       0.245608                 NaN            NaN            NaN
  1335.26        500.000        99.1467       0.415856       0.194140E-001  0.174540       0.243514                 NaN            NaN            NaN
  1334.13        500.000        99.1533       0.414009       0.179990E-001  0.173283       0.241394                 NaN            NaN            NaN
  1332.99        500.000        99.1594       0.413285       0.162013E-001  0.171800       0.239315                 NaN            NaN            NaN
  1331.86        500.000        99.1652       0.149574E-001  0.412134       0.170335       0.237335                 NaN            NaN            NaN
  1330.73        500.000        99.1726       0.409731       0.136738E-001  0.168916       0.235030                 NaN            NaN            NaN
  1329.60        500.000        99.1782       0.410917       0.912845E-002  0.168456       0.233324                 NaN            NaN            NaN
  1328.46        500.000        99.1860       0.406934       0.109540E-001  0.165581       0.230575                 NaN            NaN            NaN
  1327.33        500.000        99.1901       0.406584       0.104409E-001  0.163867       0.229046                 NaN            NaN            NaN
  1326.20        500.000        99.1956       0.405094       0.998087E-002  0.162150       0.227134                 NaN            NaN            NaN
  1325.07        500.000        99.2015       0.403585       0.102816E-001  0.159659       0.225001                 NaN            NaN            NaN
  1323.93        500.000        99.2069       0.752452E-002  0.403647       0.158656       0.223247                 NaN            NaN            NaN
  1322.80        500.000        99.2125       0.896590E-002  0.401039       0.156216       0.221283                 NaN            NaN            NaN
  1321.67        500.000        99.2177       0.986335E-002  0.398791       0.154224       0.219468                 NaN            NaN            NaN
  1320.53        500.000        99.2096       0.369492       0.699988E-001  0.132029       0.218927                 NaN            NaN            NaN
  1319.40        500.000        99.2311       0.161575E-001  0.392581       0.146027       0.214089                 NaN            NaN            NaN
  1318.27        500.000        99.1357       0.443074                 NaN  0.140400       0.234477       0.463698E-001            NaN            NaN
  1317.14        500.000        99.1209       0.446190                 NaN  0.138420       0.236625       0.578572E-001            NaN            NaN
  1316.00        500.000        99.1260       0.434210                 NaN  0.145332       0.237373       0.570726E-001            NaN            NaN
  1314.87        500.000        99.1471       0.440306                 NaN  0.128183       0.228190       0.562100E-001            NaN            NaN
  1313.74        500.000        99.1477       0.433338                 NaN  0.134315       0.229318       0.553076E-001            NaN            NaN
  1312.61        500.000        99.1564       0.427317                 NaN  0.134622       0.227063       0.545786E-001            NaN            NaN
  1311.47        500.000        99.1652       0.421289                 NaN  0.134884       0.224758       0.538509E-001            NaN            NaN
  1310.34        500.000        99.1736       0.418560                 NaN  0.132556       0.222321       0.529921E-001            NaN            NaN
  1309.21        500.000        99.1823       0.412676                 NaN  0.132711       0.220008       0.522752E-001            NaN            NaN
  1308.08        500.000        99.1899       0.410254                 NaN  0.130611       0.217757       0.514564E-001            NaN            NaN
  1306.94        500.000        99.1983       0.404951                 NaN  0.130515       0.215534       0.507440E-001            NaN            NaN
  1305.81        500.000        99.2022       0.404983                 NaN  0.128164       0.214539       0.500977E-001            NaN            NaN
  1304.68        500.000        99.2168       0.396752                 NaN  0.127401       0.210033       0.489765E-001            NaN            NaN
  1303.55        500.000        99.2230       0.393840                 NaN  0.126205       0.208527       0.484735E-001            NaN            NaN
  1302.41        500.000        99.2310       0.389856                 NaN  0.124902       0.206427       0.477802E-001            NaN            NaN
  1301.28        500.000        99.2386       0.385745                 NaN  0.124293       0.204306       0.470721E-001            NaN            NaN
  1300.15        500.000        99.2458       0.382429                 NaN  0.123229       0.202173       0.463856E-001            NaN            NaN
  1299.01        500.000        99.2537       0.378765                 NaN  0.121812       0.200028       0.456930E-001            NaN            NaN
  1297.88        500.000        99.2606       0.374721                 NaN  0.121393       0.198268       0.450597E-001            NaN            NaN
  1296.75        500.000        99.2703       0.370499                 NaN  0.119410       0.195454       0.443132E-001            NaN            NaN
  1295.62        500.000        99.2754       0.369713                 NaN  0.117392       0.193833       0.436488E-001            NaN            NaN
  1294.48        500.000        99.2826       0.366368                 NaN  0.116164       0.191816       0.430032E-001            NaN            NaN
  1293.35        500.000        99.2897       0.363191                 NaN  0.114938       0.189782       0.423549E-001            NaN            NaN
  1292.22        500.000        99.2965       0.359528                 NaN  0.114267       0.187910       0.417672E-001            NaN            NaN
  1291.09        500.000        99.3038       0.357249                 NaN  0.112045       0.185808       0.410779E-001            NaN            NaN
  1289.95        500.000        99.3099       0.355380                 NaN  0.110218       0.184034       0.404432E-001            NaN            NaN
  1288.82        500.000        99.3168       0.352090                 NaN  0.109227       0.182038       0.398323E-001            NaN            NaN
  1287.69        500.000        99.3238       0.350054                 NaN  0.106823       0.180122       0.391790E-001            NaN            NaN
  1286.56        500.000        99.3299       0.346234                 NaN  0.106842       0.178328       0.386533E-001            NaN            NaN
  1285.42        500.000        99.3362       0.345421                 NaN  0.103874       0.176508       0.379927E-001            NaN            NaN
  1284.29        500.000        99.3420       0.340062                 NaN  0.104942       0.175309       0.376443E-001            NaN            NaN
  1283.16        500.000        99.3499       0.339797                 NaN  0.101327       0.172243       0.366946E-001            NaN            NaN
  1282.03        500.000        99.3553       0.336234                 NaN  0.101108       0.171056       0.363061E-001            NaN            NaN
  1280.89        500.000        99.3620       0.333368                 NaN  0.995381E-001  0.169319       0.357386E-001            NaN            NaN
  1279.76        500.000        99.3675       0.331297                 NaN  0.981760E-001  0.167802       0.352057E-001            NaN            NaN
  1278.63        500.000        99.3734       0.330270                 NaN  0.960621E-001  0.165718       0.345779E-001            NaN            NaN
  1277.49        500.000        99.3800       0.326770                 NaN  0.941309E-001  0.164869       0.342089E-001            NaN            NaN
  1276.36        500.000        98.4404       0.536705                 NaN  0.133153       0.268070       0.645060E-001  0.557136                 NaN
  1275.23        500.000        91.5614        2.09025                 NaN  0.406196        1.03747       0.286977        4.61771                 NaN
  1274.10        500.000        92.2360        1.95698                 NaN  0.358457       0.958404       0.261260        4.22894                 NaN
  1272.96        500.000        92.8275        1.83387                 NaN  0.319897       0.888992       0.239117        3.89061                 NaN
  1271.83        500.000        93.3232        1.72901                 NaN  0.289857       0.830379       0.220657        3.60687                 NaN
  1270.70        500.000        93.7744        1.63523                 NaN  0.258269       0.777218       0.203769        3.35115                 NaN
  1269.57        500.000        94.1549        1.56246                 NaN  0.227916       0.731910       0.189211        3.13363                 NaN
  1268.43        500.000        94.4984        1.48356                 NaN  0.209426       0.691106       0.176739        2.94080                 NaN
  1267.30        500.000        94.7996        1.42131                 NaN  0.187971       0.655028       0.165365        2.77070                 NaN
  1266.17        500.000        95.0710        1.35946                 NaN  0.173090       0.622327       0.155477        2.61860                 NaN
  1265.04        500.000        95.3163        1.30483                 NaN  0.158131       0.592746       0.146443        2.48151                 NaN
  1263.90        500.000        95.5402        1.25588                 NaN  0.143195       0.565637       0.138132        2.35700                 NaN
  1262.77        500.000        95.7396        1.20681                 NaN  0.135012       0.541155       0.130966        2.24640                 NaN
  1261.64        500.000        95.9127        1.16526                 NaN  0.122205       0.520648       0.124738        2.15441                 NaN
  1260.51        500.000        96.1139        1.12743                 NaN  0.110987       0.494643       0.116841        2.03619                 NaN
  1259.37        500.000        96.2538        1.08553                 NaN  0.107269       0.477827       0.112177        1.96338                 NaN
  1258.24        500.000        96.3993        1.08735                 NaN  0.588059E-001  0.461701       0.105155        1.88773                 NaN
  1257.11        500.000        96.5462        1.02186                 NaN  0.915599E-001  0.439992       0.101331        1.79906                 NaN
  1255.97        500.000        96.6588       0.982523                 NaN  0.911440E-001  0.426975       0.976330E-001   1.74297                 NaN
  1254.84        500.000        96.7777       0.953848                 NaN  0.844612E-001  0.411951       0.932347E-001   1.67882                 NaN
  1253.71        500.000        96.8882       0.926312                 NaN  0.789941E-001  0.397892       0.891908E-001   1.61938                 NaN
  1252.58        500.000        96.9885       0.897922                 NaN  0.777553E-001  0.384892       0.856486E-001   1.56528                 NaN
  1251.44        500.000        97.0886       0.875236                 NaN  0.703614E-001  0.372157       0.818799E-001   1.51176                 NaN
  1250.31        500.000        97.1789       0.851932                 NaN  0.665838E-001  0.360381       0.785941E-001   1.46361                 NaN
  1249.18        500.000        97.2700       0.830286                 NaN  0.605219E-001  0.348708       0.751546E-001   1.41532                 NaN
  1248.05        500.000        97.3472       0.811171                 NaN  0.572091E-001  0.338489       0.722694E-001   1.37370                 NaN
  1246.91        500.000        97.4237       0.788648                 NaN  0.563586E-001  0.328373       0.695539E-001   1.33336                 NaN
  1245.78        500.000        97.4983       0.769780                 NaN  0.525049E-001  0.318443       0.667994E-001   1.29418                 NaN
  1244.65        500.000        97.5695       0.754098                 NaN  0.469679E-001  0.309189       0.640266E-001   1.25619                 NaN
  1243.52        500.000        97.6384       0.738246                 NaN  0.417787E-001  0.300115       0.613036E-001   1.22015                 NaN
  1242.38        500.000        97.6999       0.723918                 NaN  0.375157E-001  0.291794       0.590450E-001   1.18784                 NaN
  1241.25        500.000        97.7592       0.707036                 NaN  0.368335E-001  0.283669       0.568342E-001   1.15647                 NaN
  1240.12        500.000        97.8210       0.696734                 NaN  0.281520E-001  0.275648       0.542911E-001   1.12413                 NaN
  1238.99        500.000        97.8725       0.679069                 NaN  0.303275E-001  0.268399       0.525109E-001   1.09717                 NaN
  1237.85        500.000        97.9270       0.666633                 NaN  0.261080E-001  0.261073       0.504061E-001   1.06882                 NaN
  1236.72        500.000        97.9772       0.655760                 NaN  0.219378E-001  0.254260       0.484154E-001   1.04241                 NaN
  1235.59        500.000        98.0242       0.639734                 NaN  0.232965E-001  0.247934       0.467208E-001   1.01809                 NaN
  1234.45        500.000        98.0733       0.637823                 NaN  0.113314E-001  0.240912       0.445629E-001  0.992052                 NaN
  1233.32        500.000        98.1184       0.624625                 NaN  0.105747E-001  0.234890       0.428740E-001  0.968626                 NaN
  1232.19        500.000        96.8603        1.00585                 NaN  0.522844E-001  0.423573       0.808654E-001   1.57710                 NaN
  1231.06        500.000        98.0571       0.665624                 NaN  0.320849E-002  0.237564       0.469645E-001  0.989572                 NaN
  1229.92        500.000        98.3280                 NaN            NaN  0.238180       0.145444       0.763693E-001   1.21200                 NaN
  1228.79        500.000        97.6894       0.947991                 NaN            NaN  0.320841       0.172298E-001   1.02452                 NaN
  1227.66        500.000        99.2742       0.253814       0.108239                 NaN  0.879448E-001  0.272163E-001  0.248537                 NaN
  1226.53        500.000        97.6990       0.113726       0.518439                 NaN  0.121829       0.638934E-001   1.48308                 NaN
  1225.39        500.000        99.3105       0.430332                 NaN  0.137780E-005  0.259203                 NaN            NaN            NaN
  1224.26        500.000        98.7339       0.428057                 NaN            NaN  0.144781                 NaN  0.693260                 NaN
  1223.13        500.000        98.6944       0.265337       0.208337                 NaN  0.149064       0.151480E-001  0.667728                 NaN
  1222.00        500.000        98.5630       0.419308                 NaN  0.490569E-001  0.187893       0.260235E-001  0.754688                 NaN
  1220.86        500.000        97.4586                 NaN            NaN  0.615165       0.390395       0.427520E-001   1.49307                 NaN
  1219.73        500.000        93.8738        1.72141       0.519038                 NaN  0.653595       0.140845        3.09131                 NaN
  1218.60        500.000        99.8697       0.344303E-001            NaN            NaN  0.132491E-001  0.434577E-002  0.738753E-001  0.443960E-002
  1217.47        500.000        99.9920                 NaN            NaN  0.114050E-002  0.107655E-002            NaN  0.339614E-002  0.241888E-002
  1216.33        500.000        99.9931       0.447769E-003            NaN            NaN  0.102790E-002            NaN  0.341372E-002  0.202448E-002
  1215.20        500.000        99.9943       0.134783E-002            NaN            NaN  0.787674E-003            NaN  0.353875E-002            NaN
  1214.07        500.000        99.9842       0.712539E-002            NaN            NaN  0.120083E-002  0.156534E-004  0.750105E-002            NaN
  1212.93        500.000        98.5687       0.232483                 NaN            NaN  0.116607       0.119839E-001  0.528884       0.541324     
  1211.80        500.000        70.2132        4.69847                 NaN            NaN   2.48655       0.228704        11.0370        11.3361     
  1210.67        500.000        81.5692        2.92415                 NaN            NaN   1.56280       0.129153        6.80526        7.00941     
  1209.54        500.000       100.0000       0.235059E-005            NaN  0.389221E-005  0.307701E-005            NaN  0.138804E-004  0.152585E-004
  1208.40        500.000        99.9989       0.118557E-003            NaN  0.403684E-004  0.929618E-004  0.100530E-004  0.416829E-003  0.435847E-003
  1207.27        500.000        69.8209        3.35500        1.39781                 NaN   2.50432       0.213768        11.1178        11.5905     
  1206.14        500.000        91.4515       0.831640                 NaN  0.353266       0.751835       0.584597E-001   3.20418        3.34913     
  1205.01        500.000        92.4772        1.37596                 NaN            NaN  0.594354       0.603970E-001   2.76118        2.73088     
  1203.87        500.000        86.8170        1.43136       0.687853                 NaN   1.09265       0.810235E-001   4.82149        5.06864     
  1202.74        500.000        86.0594        2.45913                 NaN            NaN   1.20519       0.575436E-001   4.99629        5.22243     
  1201.61        500.000        92.6489                 NaN            NaN  0.616383       0.649164       0.664268E-001   2.91386        3.10530     
  1200.48        500.000        75.2058        2.83882       0.773329                 NaN   1.94221       0.186048        9.19065        9.86316     
  1199.34        500.000        99.5294                 NaN            NaN  0.149293       0.548640E-001  0.594937E-002  0.243774       0.167024E-001
  1198.21        500.000        90.4996        1.26035       0.189775                 NaN  0.765998       0.614421E-001   3.56175        3.66107     
  1197.08        500.000        99.5709       0.186675                 NaN  0.112181       0.123871       0.636690E-002            NaN            NaN
  1195.95        500.000        95.3713       0.167036                 NaN  0.177715       0.371980       0.478550E-001   2.41411        1.45001     
  1194.81        500.000        87.0403        1.87411       0.168938                 NaN  0.949340       0.678213E-001   4.54101        5.35851     
  1193.68        500.000        97.2521                 NaN            NaN  0.238073       0.260337       0.415008E-001  0.797476        1.41048     
  1192.55        500.000        99.4994       0.310076                 NaN            NaN  0.436055E-001  0.172003E-002  0.145209                 NaN
  1191.41        500.000        89.4031        1.23687       0.201086                 NaN  0.774047       0.544152E-001   4.66904        3.66143     
  1190.28        500.000        60.7326        2.47028        2.39904                 NaN   2.95946       0.222600        15.8467        15.3694     
  1189.15        500.000                 NaN  0.963803E-001   11.6555                 NaN   7.38282       0.556303        40.8905        39.4184     
  1188.02        500.000                 NaN  0.587579E-001   11.6946                 NaN   7.38483       0.555606        40.8875        39.4186     
  1186.88        500.000                 NaN  0.130823E-001   11.7421                 NaN   7.38699       0.554831        40.8841        39.4189     
  1185.75        500.000                 NaN  0.377314E-001   11.7188                 NaN   7.38882       0.554198        40.8814        39.4190     
  1184.62        500.000                 NaN   11.7556                 NaN            NaN   7.38976       0.554430        40.8814        39.4188     
  1183.49        500.000                 NaN  0.152247        11.6070                 NaN   7.39247       0.552925        40.8759        39.4194     
  1182.35        500.000                 NaN  0.214615        11.5461                 NaN   7.39431       0.552278        40.8731        39.4196     
  1181.22        500.000                 NaN  0.276517        11.4856                 NaN   7.39613       0.551636        40.8703        39.4198     
  1180.09        500.000                 NaN  0.340671        11.4229                 NaN   7.39796       0.550990        40.8675        39.4200     
  1178.96        500.000                 NaN  0.407061        11.3579                 NaN   7.39978       0.550343        40.8647        39.4202     
  1177.82        500.000                 NaN  0.475555        11.2909                 NaN   7.40160       0.549692        40.8619        39.4204     
  1176.69        500.000                 NaN  0.547075        11.2208                 NaN   7.40342       0.549041        40.8591        39.4206     
  1175.56        500.000                 NaN  0.620549        11.1488                 NaN   7.40525       0.548386        40.8563        39.4208     
  1174.43        500.000                 NaN  0.697313        11.0734                 NaN   7.40707       0.547730        40.8535        39.4210     
  1173.29        500.000                 NaN  0.777032        10.9952       0.269210E-005   7.40889       0.547072        40.8506        39.4212     
  1172.16        500.000                 NaN   11.7753                 NaN            NaN   7.41247       0.545713        40.8449        39.4216     
  1171.03        500.000                 NaN  0.943888        10.8313       0.271102E-005   7.41253       0.545747        40.8450        39.4216     
  1169.89        500.000                 NaN   1.03218        10.7444       0.268780E-005   7.41435       0.545081        40.8421        39.4218     
  1168.76        500.000                 NaN   1.12336        10.6547       0.267251E-005   7.41617       0.544414        40.8393        39.4220     
  1167.63        500.000                 NaN   1.21615        10.5634       0.270668E-005   7.41798       0.543753        40.8365        39.4222     
  1166.50        500.000                 NaN   1.31621        10.4649                 NaN   7.41981       0.543071        40.8336        39.4225     
  1165.36        500.000                 NaN   1.41688        10.3657                 NaN   7.42163       0.542398        40.8307        39.4227     
  1164.23        500.000                 NaN   1.52255        10.2616                 NaN   7.42345       0.541724        40.8278        39.4229     
  1163.10        500.000                 NaN   1.63187        10.1538                 NaN   7.42526       0.541045        40.8250        39.4231     
  1161.97        500.000                 NaN   1.74512        10.0420                 NaN   7.42708       0.540367        40.8221        39.4233     
  1160.83        500.000                 NaN   1.86181        9.92686                 NaN   7.42891       0.539683        40.8192        39.4235     
  1159.70        500.000                 NaN   11.7691                 NaN            NaN   7.41850       0.546175        40.8475        39.4187     
  1158.57        500.000                 NaN   2.10823        9.68351                 NaN   7.43253       0.538317        40.8134        39.4240     
  1157.44        500.000                 NaN   2.23860        9.55468                 NaN   7.43435       0.537630        40.8105        39.4242     
  1156.30        500.000                 NaN   11.7977                 NaN            NaN   7.43912       0.535687        40.8028        39.4247     
  1155.17        500.000                 NaN   11.7994                 NaN            NaN   7.44110       0.534931        40.7996        39.4250     
  1154.04        500.000                 NaN   11.7878                 NaN            NaN   7.43746       0.538563        40.8156        39.4205     
  1152.91        500.000                 NaN   11.7862                 NaN            NaN   7.44072       0.538851        40.8123        39.4219     
  1151.77        500.000                 NaN   11.7896                 NaN            NaN   7.44249       0.537470        40.8083        39.4222     
  1150.64        500.000                 NaN   11.8064                 NaN            NaN   7.44882       0.531914        40.7870        39.4259     
  1149.51        500.000                 NaN   11.8080                 NaN            NaN   7.45095       0.531099        40.7838        39.4262     
