|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1152.91        500.000                 NaN   8.64908                 NaN            NaN   7.20023       0.303746        42.9267        40.9203     
  1151.77        500.000                 NaN   8.65189                 NaN            NaN   7.20191       0.302962        42.9219        40.9214     
  1150.64        500.000                 NaN   8.66639                 NaN            NaN   7.20807       0.299827        42.8993        40.9264     
  1149.51        500.000                 NaN   8.66775                 NaN            NaN   7.21010       0.299362        42.8954        40.9274     
  1148.37        500.000                 NaN   8.66932                 NaN            NaN   7.21205       0.298891        42.8913        40.9284     
  1147.24        500.000                 NaN   8.67093                 NaN            NaN   7.21402       0.298412        42.8872        40.9295     
  1146.11        500.000                 NaN   4.62334        4.04251                 NaN   7.21184       0.299654        42.8937        40.9290     
  1144.98        500.000                 NaN   8.66743                 NaN            NaN   7.21387       0.299136        42.8895        40.9301     
  1143.84        500.000                 NaN   8.67616                 NaN            NaN   7.22030       0.296865        42.8741        40.9326     
  1142.71        500.000                 NaN   8.67731                 NaN            NaN   7.22196       0.296493        42.8706        40.9336     
  1141.58        500.000                 NaN   8.67406                 NaN            NaN   7.22093       0.297242        42.8742        40.9336     
  1140.45        500.000                 NaN   8.67611                 NaN            NaN   7.22312       0.296659        42.8694        40.9347     
  1139.31        500.000                 NaN   8.68228                 NaN            NaN   7.22802       0.295009        42.8580        40.9367     
  1138.18        500.000                 NaN   8.68401                 NaN            NaN   7.23010       0.294494        42.8536        40.9378     
  1137.05        500.000                 NaN   8.68281                 NaN            NaN   7.23025       0.294740        42.8540        40.9382     
  1135.92        500.000                 NaN   8.68757                 NaN            NaN   7.23434       0.293437        42.8448        40.9399     
  1134.78        500.000                 NaN   8.68756                 NaN            NaN   7.23523       0.293383        42.8433        40.9405     
  1133.65        500.000                 NaN   4.55892        4.12391                 NaN   7.23000       0.294758        42.8514        40.9410     
  1132.52        500.000                 NaN   8.69263                 NaN            NaN   7.24181       0.291638        42.8309        40.9431     
  1131.39        500.000                 NaN   8.69501                 NaN            NaN   7.24296       0.291247        42.8267        40.9441     
  1130.25        500.000                 NaN   8.68618                 NaN            NaN   7.23846       0.293376        42.8391        40.9429     
  1129.12        500.000                 NaN   8.68337                 NaN            NaN   7.23769       0.293938        42.8418        40.9432     
  1127.99        500.000                 NaN   8.69963                 NaN            NaN   7.24856       0.289842        42.8147        40.9473     
  1126.85        500.000                 NaN   8.70135                 NaN            NaN   7.25046       0.289351        42.8105        40.9484     
  1125.72        500.000                 NaN   2.46539        6.19055                 NaN   7.21406       0.299810        42.8892        40.9410     
  1124.59        500.000                 NaN   8.70600                 NaN            NaN   7.25591       0.287937        42.7994        40.9507     
  1123.46        500.000                 NaN   8.70641                 NaN            NaN   7.25626       0.287863        42.7979        40.9515     
  1122.32        500.000                 NaN   2.28628        6.37689                 NaN   7.22186       0.297789        42.8727        40.9445     
  1121.19        500.000                 NaN   2.22021        6.44556                 NaN   7.22460       0.297072        42.8669        40.9457     
  1120.06        500.000                 NaN   2.03393        6.63724                 NaN   7.23003       0.295703        42.8557        40.9474     
  1118.93        500.000                 NaN   1.96583        6.70807                 NaN   7.23286       0.294953        42.8497        40.9486     
  1117.79        500.000                 NaN   8.71580                 NaN            NaN   7.26673       0.285133        42.7754        40.9569     
  1116.66        500.000                 NaN   6.67387        2.02893                 NaN   7.25736       0.288377        42.7953        40.9562     
  1115.53        500.000                 NaN   8.71951                 NaN            NaN   7.27091       0.284019        42.7665        40.9591     
  1114.40        500.000                 NaN   5.49536        3.21673                 NaN   7.26490       0.286254        42.7786        40.9581     
  1113.26        500.000                 NaN   8.72316                 NaN            NaN   7.27491       0.282967        42.7577        40.9612     
  1112.13        500.000                 NaN   7.23751        1.47857                 NaN   7.26928       0.284924        42.7695        40.9602     
  1111.00        500.000                 NaN   8.72780                 NaN            NaN   7.27711       0.282454        42.7501        40.9625     
  1109.87        500.000                 NaN   7.36063        1.36569       0.174656E-005   7.27541       0.283183        42.7522        40.9629     
  1108.73        500.000                 NaN   7.50348        1.22522                 NaN   7.27783       0.282529        42.7469        40.9640     
  1107.60        500.000                 NaN   7.61879        1.11257       0.720112E-005   7.28049       0.281787        42.7412        40.9652     
  1106.47        500.000                 NaN  0.827758        7.89496                 NaN   7.27536       0.283411        42.7545        40.9640     
  1105.33        500.000                 NaN  0.801645        7.93026                 NaN   7.28313       0.281339        42.7372        40.9665     
  1104.20        500.000                 NaN   8.01568       0.723651                 NaN   7.28843       0.279566        42.7241        40.9686     
  1103.07        500.000                 NaN   8.16064       0.581492                 NaN   7.29098       0.278811        42.7184        40.9697     
  1101.94        500.000                 NaN   8.32289       0.422213       0.595981E-005   7.29451       0.277992        42.7115        40.9709     
  1100.80        500.000                 NaN   8.51180       0.236187       0.308528E-003   7.29708       0.277056        42.7053        40.9723     
  1099.67        500.000                 NaN   8.69330       0.584432E-001            NaN   7.30011       0.276156        42.6986        40.9733     
  1098.54        500.000                 NaN   8.70631       0.239018E-004  0.280039E-001   7.29745       0.277344        42.7046        40.9863     
  1097.41        500.000                 NaN   8.63022                 NaN  0.736949E-001   7.29119       0.279845        42.7184        41.0067     
  1096.27        500.000                 NaN   8.53834                 NaN  0.128518        7.28309       0.283004        42.7362        41.0309     
  1095.14        500.000                 NaN   8.41900       0.189156E-004  0.199239        7.27180       0.287313        42.7609        41.0617     
  1094.01        500.000                 NaN   8.21971       0.178901E-004  0.316252        7.25124       0.294983        42.8058        41.1120     
  1092.88        500.000                 NaN  0.318267E-002   7.11461       0.950983        7.12117       0.342472        43.0886        41.3790     
  1091.74        500.000                 NaN   6.89295                 NaN   1.07962        7.09403       0.352501        43.1472        41.4337     
  1090.61        500.000                 NaN   6.75981                 NaN   1.15584        7.07815       0.358414        43.1812        41.4666     
  1089.48        500.000                 NaN   6.65843                 NaN   1.21391        7.06618       0.362902        43.2067        41.4919     
  1088.35        500.000                 NaN   6.52256                 NaN   1.28836        7.04921       0.369284        43.2461        41.5244     
  1087.21        500.000                 NaN   6.46062                 NaN   1.32394        7.04205       0.371924        43.2613        41.5402     
  1086.08        500.000                 NaN   6.40179                 NaN   1.35753        7.03533       0.374497        43.2756        41.5552     
  1084.95        500.000                 NaN   6.35318                 NaN   1.38567        7.02991       0.376577        43.2866        41.5680     
  1083.81        500.000                 NaN   6.30759                 NaN   1.41198        7.02486       0.378528        43.2970        41.5801     
  1082.68        500.000                 NaN   6.26289                 NaN   1.43774        7.01988       0.380453        43.3072        41.5918     
  1081.55        500.000                 NaN   5.68175                 NaN   1.73208        6.91930       0.416202        43.5483        41.7023     
  1080.42        500.000                 NaN   5.66505                 NaN   1.74034        6.91633       0.417235        43.5549        41.7061     
  1079.28        500.000                 NaN   6.14069                 NaN   1.50775        7.00824       0.385781        43.3337        41.6239     
  1078.15        500.000                 NaN   5.66480                 NaN   1.74025        6.91627       0.417218        43.5538        41.7077     
  1077.02        500.000                 NaN   5.62342                 NaN   1.76624        6.91419       0.418379        43.5574        41.7204     
  1075.89        500.000                 NaN   5.62254                 NaN   1.76656        6.91401       0.418420        43.5572        41.7213     
  1074.75        500.000                 NaN   5.62240                 NaN   1.76652        6.91398       0.418413        43.5566        41.7221     
  1073.62        500.000                 NaN   5.57694                 NaN   1.79473        6.91263       0.419911        43.5599        41.7359     
  1072.49        500.000                 NaN   5.57680                 NaN   1.79470        6.91260       0.419903        43.5594        41.7366     
  1071.36        500.000                 NaN   5.57667                 NaN   1.79465        6.91257       0.419895        43.5588        41.7374     
  1070.22        500.000                 NaN   5.57653                 NaN   1.79462        6.91254       0.419888        43.5583        41.7382     
  1069.09        500.000                 NaN   5.57640                 NaN   1.79457        6.91251       0.419879        43.5577        41.7389     
  1067.96        500.000                 NaN   5.50584                 NaN   1.83947        6.90809       0.421673        43.5643        41.7606     
  1066.83        500.000                 NaN   5.50571                 NaN   1.83943        6.90806       0.421665        43.5638        41.7613     
  1065.69        500.000                 NaN   5.50557                 NaN   1.83940        6.90802       0.421657        43.5633        41.7621     
  1064.56        500.000                 NaN   5.50544                 NaN   1.83935        6.90800       0.421649        43.5627        41.7629     
  1063.43        500.000                 NaN   5.47029                 NaN   1.86169        6.90640       0.422612        43.5649        41.7741     
  1062.29        500.000                 NaN   5.47015                 NaN   1.86165        6.90637       0.422604        43.5644        41.7749     
  1061.16        500.000                 NaN   5.47002                 NaN   1.86161        6.90634       0.422596        43.5638        41.7756     
  1060.03        500.000                 NaN   5.46989                 NaN   1.86157        6.90631       0.422588        43.5633        41.7764     
  1058.90        500.000                 NaN   5.46975                 NaN   1.86152        6.90628       0.422580        43.5627        41.7771     
  1057.76        500.000                 NaN   5.46962                 NaN   1.86148        6.90625       0.422572        43.5622        41.7779     
  1056.63        500.000                 NaN   5.46949                 NaN   1.86144        6.90622       0.422564        43.5616        41.7786     
  1055.50        500.000                 NaN   5.37237                 NaN   1.92374        6.90225       0.425181        43.5675        41.8090     
  1054.37        500.000                 NaN   5.37224                 NaN   1.92370        6.90222       0.425173        43.5669        41.8098     
  1053.23        500.000                 NaN   5.37211                 NaN   1.92366        6.90219       0.425166        43.5664        41.8105     
  1052.10        500.000                 NaN   5.37198                 NaN   1.92361        6.90216       0.425158        43.5658        41.8113     
  1050.97        500.000                 NaN   5.37185                 NaN   1.92357        6.90213       0.425150        43.5653        41.8120     
  1049.84        500.000                 NaN   5.37172                 NaN   1.92353        6.90210       0.425142        43.5647        41.8128     
  1048.70        500.000                 NaN   5.37159                 NaN   1.92349        6.90207       0.425134        43.5642        41.8135     
  1047.57        500.000                 NaN   5.31486                 NaN   1.96052        6.90029       0.426544        43.5655        41.8322     
  1046.44        500.000                 NaN   5.31473                 NaN   1.96048        6.90026       0.426536        43.5650        41.8330     
  1045.31        500.000                 NaN   5.31460                 NaN   1.96044        6.90024       0.426528        43.5645        41.8337     
  1044.17        500.000                 NaN   5.31447                 NaN   1.96039        6.90021       0.426520        43.5639        41.8345     
  1043.04        500.000                 NaN   5.31434                 NaN   1.96035        6.90018       0.426512        43.5634        41.8353     
  1041.91        500.000                 NaN   5.31422                 NaN   1.96030        6.90015       0.426504        43.5628        41.8360     
  1040.77        500.000                 NaN   5.31409                 NaN   1.96026        6.90012       0.426496        43.5623        41.8368     
  1039.64        500.000                 NaN   5.26152                 NaN   1.99493        6.89882       0.427750        43.5625        41.8545     
  1038.51        500.000                 NaN   5.26140                 NaN   1.99488        6.89879       0.427742        43.5619        41.8553     
  1037.38        500.000                 NaN   5.26127                 NaN   1.99484        6.89876       0.427734        43.5614        41.8560     
  1036.24        500.000                 NaN   5.26114                 NaN   1.99479        6.89873       0.427726        43.5608        41.8568     
  1035.11        500.000                 NaN   5.26102                 NaN   1.99475        6.89870       0.427718        43.5603        41.8575     
  1033.98        500.000                 NaN   5.26089                 NaN   1.99470        6.89867       0.427710        43.5597        41.8583     
  1032.85        500.000                 NaN   5.26076                 NaN   1.99466        6.89864       0.427702        43.5592        41.8590     
  1031.71        500.000                 NaN   5.26064                 NaN   1.99461        6.89861       0.427694        43.5587        41.8598     
  1030.58        500.000                 NaN   5.18972                 NaN   2.04230        6.89758       0.429258        43.5567        41.8844     
  1029.45        500.000                 NaN   5.18959                 NaN   2.04225        6.89755       0.429250        43.5562        41.8852     
  1028.32        500.000                 NaN   5.18947                 NaN   2.04221        6.89752       0.429242        43.5556        41.8859     
  1027.18        500.000                 NaN   5.18935                 NaN   2.04216        6.89749       0.429234        43.5551        41.8867     
  1026.05        500.000                 NaN   5.18922                 NaN   2.04212        6.89746       0.429226        43.5546        41.8874     
  1024.92        500.000                 NaN   5.18910                 NaN   2.04207        6.89743       0.429218        43.5540        41.8882     
  1023.79        500.000                 NaN   5.18897                 NaN   2.04202        6.89740       0.429210        43.5535        41.8889     
  1022.65        500.000                 NaN   5.18885                 NaN   2.04198        6.89737       0.429202        43.5529        41.8897     
  1021.52        500.000                 NaN   5.18873                 NaN   2.04193        6.89734       0.429194        43.5524        41.8904     
  1020.39        500.000                 NaN   5.14592                 NaN   2.07112        6.89718       0.430052        43.5496        41.9061     
  1019.25        500.000                 NaN   5.14580                 NaN   2.07107        6.89715       0.430044        43.5491        41.9069     
  1018.12        500.000                 NaN   5.14567                 NaN   2.07103        6.89712       0.430036        43.5485        41.9076     
  1016.99        500.000                 NaN   5.14555                 NaN   2.07098        6.89709       0.430028        43.5480        41.9084     
  1015.86        500.000                 NaN   5.14543                 NaN   2.07093        6.89707       0.430020        43.5474        41.9091     
  1014.72        500.000                 NaN   5.14531                 NaN   2.07089        6.89704       0.430012        43.5469        41.9099     
  1013.59        500.000                 NaN   5.14519                 NaN   2.07084        6.89701       0.430004        43.5464        41.9106     
  1012.46        500.000                 NaN   5.14506                 NaN   2.07079        6.89698       0.429996        43.5458        41.9113     
  1011.33        500.000                 NaN   5.14494                 NaN   2.07075        6.89695       0.429988        43.5453        41.9121     
  1010.19        500.000                 NaN   5.10562                 NaN   2.09818        6.89727       0.430688        43.5411        41.9271     
  1009.06        500.000                 NaN   5.10550                 NaN   2.09813        6.89724       0.430680        43.5406        41.9279     
  1007.93        500.000                 NaN   5.10538                 NaN   2.09809        6.89721       0.430672        43.5400        41.9286     
  1006.80        500.000                 NaN   5.10526                 NaN   2.09804        6.89718       0.430664        43.5395        41.9294     
  1005.66        500.000                 NaN   5.10514                 NaN   2.09799        6.89715       0.430656        43.5389        41.9301     
  1004.53        500.000                 NaN   5.10502                 NaN   2.09794        6.89713       0.430648        43.5384        41.9309     
  1003.40        500.000                 NaN   5.10490                 NaN   2.09790        6.89710       0.430640        43.5379        41.9316     
  1002.27        500.000                 NaN   5.06886                 NaN   2.12362        6.89786       0.431194        43.5324        41.9460     
  1001.13        500.000                 NaN   5.06874                 NaN   2.12357        6.89783       0.431186        43.5319        41.9468     
  1000.00        500.000                 NaN   5.06862                 NaN   2.12352        6.89781       0.431178        43.5313        41.9475     
