|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1606.09        2500.00                 NaN   99.0953       0.834998       0.697198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.51        2500.00                 NaN   99.1185       0.802797       0.787122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.93        2500.00                 NaN   99.0829       0.831365       0.857803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.34        2500.00                 NaN   99.1388       0.782547       0.786180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.76        2500.00                 NaN   99.1290       0.793419       0.775897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.18        2500.00                 NaN   99.1390       0.783807       0.772088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.60        2500.00                 NaN   99.1297       0.795668       0.746194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        2500.00                 NaN   99.1721       0.753269       0.746103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.43        2500.00                 NaN   99.1626       0.764722       0.726969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00                 NaN   99.1701       0.758026       0.718969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.27        2500.00                 NaN   99.1788       0.750965       0.702297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00                 NaN   98.4597        1.41072       0.129575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.10        2500.00                 NaN   99.8495       0.137772       0.126880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00                 NaN   99.8674       0.124764       0.786052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.94        2500.00                 NaN   98.6111        1.27475       0.114177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00                 NaN   99.2170       0.718688       0.642878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.77        2500.00                 NaN   99.2239       0.711138       0.649679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.19        2500.00                 NaN   99.3435       0.603235       0.532986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.61        2500.00                 NaN   99.1177       0.812453       0.698597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00                 NaN   99.2455       0.693208       0.613350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.44        2500.00                 NaN   99.1229       0.809594       0.675315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.3785       0.570659       0.508332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.28        2500.00                 NaN   99.2640       0.679919       0.560592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        2500.00                 NaN   98.8097        1.10509       0.852445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.11        2500.00                 NaN   99.7289       0.249863       0.212402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.53        2500.00                 NaN   99.2786       0.666927       0.544377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00                 NaN   99.2774       0.670491       0.521395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00                 NaN   99.3014       0.643280       0.552868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00                 NaN   99.2981       0.649905       0.520127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00                 NaN   99.3032       0.645997       0.507806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00                 NaN   99.3080       0.642692       0.493131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00                 NaN   99.3107       0.640908       0.484058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00                 NaN   99.3219       0.631201       0.469227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00                 NaN   99.3243       0.629026       0.466966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00                 NaN   99.2919       0.611159       0.969271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00                 NaN   99.3687       0.631185       0.151103E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00                 NaN   99.3389       0.627603       0.334725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00                 NaN   99.3440       0.612754       0.432483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00                 NaN   99.3486       0.609777       0.416621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00                 NaN   99.3548       0.604861       0.403834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00                 NaN   99.0076       0.895151       0.972950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00                 NaN   99.9068       0.929760E-001  0.203104E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00                 NaN   99.1749       0.805697       0.194105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00                 NaN   99.3712       0.592099       0.367373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00                 NaN   99.3764       0.586113       0.374869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00                 NaN   99.3795       0.586250       0.342603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00                 NaN   99.3412       0.445080       0.182109E-001  0.195555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00                 NaN   99.2063       0.293533E-001            NaN  0.764305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00                 NaN   99.1648       0.795759E-001            NaN  0.755654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00                 NaN   99.2508                 NaN  0.104453E-003  0.749080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00                 NaN   99.2031                 NaN            NaN  0.796878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00                 NaN   99.2049                 NaN            NaN  0.795079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00                 NaN   99.2023                 NaN  0.643702E-004  0.797625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00                 NaN   99.1996                 NaN            NaN  0.800382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00                 NaN   99.1964                 NaN            NaN  0.803603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00                 NaN   99.1907                 NaN            NaN  0.809349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00                 NaN   99.1902                 NaN            NaN  0.809771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00                 NaN   99.1817                 NaN            NaN  0.818290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00                 NaN   99.1760                 NaN            NaN  0.824034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00                 NaN   99.1621                 NaN            NaN  0.837881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00                 NaN   98.8895                 NaN            NaN  0.642059       0.468477                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00                 NaN   98.7044                 NaN            NaN  0.796058       0.499561                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00                 NaN   98.7170                 NaN            NaN  0.790453       0.492568                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00                 NaN   98.7318                 NaN            NaN  0.779739       0.488492                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00                 NaN   98.7485                 NaN            NaN  0.482022       0.769528                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00                 NaN   98.7579                 NaN            NaN  0.765490       0.476646                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00                 NaN   98.7715                 NaN            NaN  0.755459       0.472997                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00                 NaN   98.7858                 NaN            NaN  0.467072       0.747158                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00                 NaN   98.7959                 NaN            NaN  0.741953       0.462138                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00                 NaN   98.8074                 NaN            NaN  0.457958       0.734602                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00                 NaN   98.8216                 NaN            NaN  0.726680       0.451678                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00                 NaN   98.8330                 NaN            NaN  0.718784       0.448260                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00                 NaN   98.1854                 NaN            NaN  0.684261        1.13031                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00                 NaN   99.6920                 NaN            NaN  0.117886       0.190139                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00                 NaN   98.6940                 NaN            NaN  0.806326       0.499711                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00                 NaN   98.8773                 NaN            NaN  0.693548       0.429139                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00                 NaN   98.8864                 NaN            NaN  0.687148       0.426422                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00                 NaN   98.8974                 NaN            NaN  0.421362       0.681240                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00                 NaN   98.9071                 NaN            NaN  0.416441       0.676435                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00                 NaN   98.9158                 NaN            NaN  0.672246       0.411913                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00                 NaN   98.9257                 NaN            NaN  0.665231       0.409055                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00                 NaN   98.9351                 NaN            NaN  0.403760       0.661173                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00                 NaN   98.9446                 NaN            NaN  0.654266       0.401174                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00                 NaN   98.9509                 NaN            NaN  0.651144       0.397983                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00                 NaN   98.9626                 NaN            NaN  0.392782       0.644618                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00                 NaN   99.0301                 NaN            NaN  0.603608       0.366245                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00                 NaN   98.9203                 NaN            NaN  0.670997       0.408682                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00                 NaN   98.9885                 NaN  0.278311E-003  0.630279       0.380895                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00                 NaN   98.9960                 NaN            NaN  0.378238       0.625811                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00                 NaN   99.1497                 NaN            NaN  0.533493       0.316838                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00                 NaN   98.8621                 NaN            NaN  0.709076       0.428832                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00                 NaN   98.8637                 NaN  0.142895E-001  0.730748       0.391221                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00                 NaN   99.1813                 NaN            NaN  0.307355       0.511383                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00                 NaN   99.0335                 NaN            NaN  0.360509       0.606001                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00                 NaN   97.8377                 NaN            NaN  0.727680       0.904671       0.529938                 NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00                 NaN   97.2586                 NaN  0.880388E-001   1.04797       0.800973       0.804407                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00                 NaN   97.2747                 NaN  0.237010       0.836290       0.827653       0.824377                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00                 NaN   97.3329                 NaN  0.254702       0.815904       0.786268       0.810270                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00                 NaN   97.4008                 NaN  0.250420       0.762965       0.796482       0.789360                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00                 NaN   97.4569                 NaN  0.248822       0.781914       0.739485       0.772911                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00                 NaN   97.5162                 NaN  0.246183       0.765574       0.716663       0.755389                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00                 NaN   97.5683                 NaN  0.244568       0.696747       0.750202       0.740210                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00                 NaN   97.6253                 NaN  0.241424       0.675316       0.735014       0.722960                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00                 NaN   97.6770                 NaN  0.239427       0.656254       0.719838       0.707501                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00                 NaN   97.7264                 NaN  0.237206       0.706171       0.637357       0.692827                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00                 NaN   97.7681                 NaN  0.236170       0.618978       0.696503       0.680296                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00                 NaN   97.8223                 NaN  0.232999       0.599243       0.681621       0.663873                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00                 NaN   97.8669                 NaN  0.230744       0.584564       0.667297       0.650489                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00                 NaN   97.9066                 NaN  0.229484       0.656762       0.568313       0.638809                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00                 NaN   97.9479                 NaN  0.227544       0.553085       0.645005       0.626503                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00                 NaN   97.9871                 NaN  0.225944       0.633722       0.538597       0.614679                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00                 NaN   98.0279                 NaN  0.225294       0.521466       0.621817       0.603481                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00                 NaN   98.0693                 NaN  0.220122       0.609846       0.511433       0.589293                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00                 NaN   98.1024                 NaN  0.220672       0.495719       0.601225       0.580023                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00                 NaN   98.1353                 NaN  0.218817       0.594099       0.482023       0.569712                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00                 NaN   98.1706                 NaN  0.217901       0.469694       0.582644       0.559123                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00                 NaN   98.1997                 NaN  0.216673       0.574230       0.458931       0.550465                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00                 NaN   98.2142                 NaN  0.218341       0.446896       0.574314       0.546211                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00                 NaN   98.2837                 NaN  0.209701       0.434037       0.548631       0.523953                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00                 NaN   98.2949                 NaN  0.211524       0.547818       0.424377       0.521340                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00                 NaN   98.3239                 NaN  0.210277       0.413234       0.540116       0.512467                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00                 NaN   98.3512                 NaN  0.208954       0.403566       0.532133       0.504195                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00                 NaN   98.3798                 NaN  0.207716       0.393171       0.523539       0.495754                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00                 NaN   98.4082                 NaN  0.205743       0.383169       0.516503       0.486388                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00                 NaN   98.4324                 NaN  0.204667       0.509349       0.374153       0.479425                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00                 NaN   98.4568                 NaN  0.203506       0.502794       0.365053       0.471822                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00                 NaN   98.4815                 NaN  0.201995       0.496044       0.356284       0.464170                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00                 NaN   98.5060                 NaN  0.200532       0.348304       0.488594       0.456578                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00                 NaN   98.5285                 NaN  0.199456       0.339016       0.483397       0.449610                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00                 NaN   98.5501                 NaN  0.198323       0.331156       0.477301       0.443152                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00                 NaN   98.5754                 NaN  0.196285       0.469035       0.324297       0.434992                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00                 NaN   98.5896                 NaN  0.196859       0.463822       0.318034       0.431661                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00                 NaN   98.6228                 NaN  0.174086       0.337478       0.448643       0.417036                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00                 NaN   98.6358                 NaN  0.211368       0.460521       0.273276       0.419008                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00                 NaN   98.6505                 NaN  0.192472       0.294393       0.451124       0.411485                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00                 NaN   98.6764                 NaN  0.188891       0.290767       0.440614       0.403366                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00                 NaN   98.6935                 NaN  0.188542       0.283326       0.436511       0.398126                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00                 NaN   98.7129                 NaN  0.187303       0.277037       0.430749       0.392056                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00                 NaN   98.7305                 NaN  0.185865       0.425595       0.271513       0.386478                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00                 NaN   98.7464                 NaN  0.184917       0.423180       0.264031       0.381435                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00                 NaN   98.7653                 NaN  0.182650       0.415757       0.260829       0.375514                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00                 NaN   98.7814                 NaN  0.181358       0.256128       0.410902       0.370185                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00                 NaN   98.7984                 NaN  0.180085       0.249714       0.406864       0.364905                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00                 NaN   98.8142                 NaN  0.178919       0.244760       0.402060       0.360065                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.8292                 NaN  0.176778       0.243527       0.395370       0.355146                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00                 NaN   98.8459                 NaN  0.174964       0.236576       0.393189       0.349406                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00                 NaN   98.8602                 NaN  0.174025       0.232167       0.388462       0.345127                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00                 NaN   98.8754                 NaN  0.172370       0.228475       0.383524       0.340234                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00                 NaN   98.8495                 NaN  0.114183       0.376640       0.299029       0.343131       0.175065E-001            NaN            NaN            NaN            NaN
  1370.30        2500.00                 NaN   98.8061                 NaN  0.280059E-001  0.406558       0.366865       0.349130       0.433624E-001            NaN            NaN            NaN            NaN
  1368.72        2500.00                 NaN   98.8276                 NaN  0.330352E-001  0.360858       0.394526       0.342981       0.409910E-001            NaN            NaN            NaN            NaN
  1367.14        2500.00                 NaN   98.8483                 NaN  0.375767E-001  0.354692       0.383685       0.337118       0.386550E-001            NaN            NaN            NaN            NaN
  1365.55        2500.00                 NaN   98.8685                 NaN  0.419245E-001  0.349187       0.372874       0.331176       0.363618E-001            NaN            NaN            NaN            NaN
  1363.97        2500.00                 NaN   98.8878                 NaN  0.470954E-001  0.344766       0.360438       0.325728       0.341519E-001            NaN            NaN            NaN            NaN
  1362.39        2500.00                 NaN   98.9059                 NaN  0.509937E-001  0.339665       0.351008       0.320475       0.320082E-001            NaN            NaN            NaN            NaN
  1360.81        2500.00                 NaN   98.9260                 NaN  0.559484E-001  0.334587       0.339165       0.314644       0.296612E-001            NaN            NaN            NaN            NaN
  1359.22        2500.00                 NaN   98.9428                 NaN  0.605726E-001  0.330453       0.328722       0.309851       0.275905E-001            NaN            NaN            NaN            NaN
  1357.64        2500.00                 NaN   98.9604                 NaN  0.652509E-001  0.325784       0.318377       0.304843       0.253789E-001            NaN            NaN            NaN            NaN
  1356.06        2500.00                 NaN   98.9771                 NaN  0.701979E-001  0.321934       0.307480       0.300086       0.232270E-001            NaN            NaN            NaN            NaN
  1354.48        2500.00                 NaN   98.9939                 NaN  0.743047E-001  0.317964       0.297635       0.295075       0.211232E-001            NaN            NaN            NaN            NaN
  1352.89        2500.00                 NaN   99.0106                 NaN  0.831881E-001  0.280870       0.316360       0.290707       0.182816E-001            NaN            NaN            NaN            NaN
  1351.31        2500.00                 NaN   99.0244                 NaN  0.796966E-001  0.283283       0.309131       0.285847       0.176356E-001            NaN            NaN            NaN            NaN
  1349.73        2500.00                 NaN   99.0405                 NaN  0.885949E-001  0.266917       0.307394       0.281726       0.148334E-001            NaN            NaN            NaN            NaN
  1348.15        2500.00                 NaN   99.0556                 NaN  0.926871E-001  0.303974       0.257610       0.277162       0.129345E-001            NaN            NaN            NaN            NaN
  1346.56        2500.00                 NaN   99.0700                 NaN  0.973722E-001  0.300770       0.247917       0.273035       0.109264E-001            NaN            NaN            NaN            NaN
  1344.98        2500.00                 NaN   99.0836                 NaN  0.102186       0.237747       0.298241       0.269206       0.899264E-002            NaN            NaN            NaN            NaN
  1343.40        2500.00                 NaN   99.0980                 NaN  0.106389       0.296114       0.227945       0.264647       0.690462E-002            NaN            NaN            NaN            NaN
  1341.82        2500.00                 NaN   99.1112                 NaN  0.111582       0.218234       0.293124       0.260990       0.485342E-002            NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.1245                 NaN  0.116419       0.290859       0.208342       0.257135       0.277519E-002            NaN            NaN            NaN            NaN
  1338.65        2500.00                 NaN   99.1369                 NaN  0.120944       0.288794       0.199003       0.253455       0.876140E-003            NaN            NaN            NaN            NaN
  1337.07        2500.00                 NaN   99.1412                 NaN  0.109439       0.283006       0.211739       0.251151       0.343737E-002            NaN            NaN            NaN            NaN
  1335.49        2500.00                 NaN   99.1573                 NaN  0.120434       0.192463       0.282732       0.247059                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00                 NaN   99.1655                 NaN  0.116433       0.277278       0.196900       0.243855                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00                 NaN   99.1731                 NaN  0.114541       0.274715       0.196380       0.241263                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00                 NaN   99.1828                 NaN  0.122378       0.279462       0.176117       0.239277                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00                 NaN   99.1880                 NaN  0.995017E-001  0.259367       0.218286       0.234799                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00                 NaN   99.1962                 NaN  0.107046       0.199149       0.264431       0.233146                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00                 NaN   99.2046                 NaN  0.104306       0.202077       0.258584       0.230395                 NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00                 NaN   99.2123                 NaN  0.101949       0.202275       0.255804       0.227630                 NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00                 NaN   99.2191                 NaN  0.992182E-001  0.252108       0.204371       0.225232                 NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00                 NaN   99.2262                 NaN  0.963320E-001  0.247257       0.207484       0.222760                 NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00                 NaN   99.2334                 NaN  0.940268E-001  0.208298       0.244039       0.220206                 NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00                 NaN   99.2401                 NaN  0.914779E-001  0.240092       0.210417       0.217874                 NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00                 NaN   99.2463                 NaN  0.885499E-001  0.236377       0.213109       0.215628                 NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00                 NaN   99.2532                 NaN  0.854761E-001  0.217353       0.230751       0.213225                 NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00                 NaN   99.2586                 NaN  0.827183E-001  0.226591       0.220757       0.211382                 NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00                 NaN   99.2660                 NaN  0.798729E-001  0.221107       0.224348       0.208704                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.2720                 NaN  0.772497E-001  0.217317       0.226755       0.206660                 NaN            NaN            NaN            NaN            NaN
