|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1550.32        2500.00                 NaN   99.3377       0.595510       0.667789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00                 NaN   99.3420       0.591458       0.665093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00                 NaN   99.3440       0.592062       0.639691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00                 NaN   99.3556       0.580205       0.642300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00                 NaN   99.3565       0.581278       0.621719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00                 NaN   99.3611       0.578038       0.608540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.3649       0.575493       0.596566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00                 NaN   99.3686       0.573622       0.578120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00                 NaN   99.3753       0.566698       0.579520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00                 NaN   99.3775       0.564015       0.585065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00                 NaN   99.1270       0.785753       0.872466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00                 NaN   99.6554       0.314264       0.302923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00                 NaN   99.6181       0.332479       0.231438E-001  0.262370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00                 NaN   99.1555       0.770849       0.736422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00                 NaN   99.3979       0.550905       0.512168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00                 NaN   99.4046       0.543235       0.521451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.4081       0.543577       0.483428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00                 NaN   99.3981       0.498389       0.421963E-001  0.612893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.2498                 NaN  0.154093E-003  0.750024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00                 NaN   99.2547                 NaN  0.101072E-001  0.735192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00                 NaN   99.2541                 NaN  0.862013E-002  0.737288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.2539                 NaN  0.507998E-003  0.745602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00                 NaN   99.2534                 NaN            NaN  0.746592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.2526                 NaN            NaN  0.747389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00                 NaN   99.2521                 NaN            NaN  0.747865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00                 NaN   99.2498                 NaN            NaN  0.750200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00                 NaN   99.2476                 NaN  0.315677E-003  0.752105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00                 NaN   99.2455                 NaN            NaN  0.754467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00                 NaN   99.2432                 NaN            NaN  0.756788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00                 NaN   98.4699                 NaN            NaN   1.53015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00                 NaN   99.2286                 NaN            NaN  0.771448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00                 NaN   99.2358                 NaN            NaN  0.764172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00                 NaN   99.1938                 NaN            NaN  0.806186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00                 NaN   99.1968                 NaN            NaN  0.803235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00                 NaN   99.1792                 NaN            NaN  0.820835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00                 NaN   99.1089                 NaN            NaN  0.126091       0.765044                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00                 NaN   98.8014                 NaN            NaN  0.838029       0.360590                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00                 NaN   98.8037                 NaN            NaN  0.860791       0.335521                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00                 NaN   98.8111                 NaN            NaN  0.856653       0.332269                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   98.8213                 NaN            NaN  0.330994       0.847696                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN   98.8314                 NaN            NaN  0.840699       0.327879                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00                 NaN   98.8424                 NaN            NaN  0.832980       0.324650                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00                 NaN   98.8518                 NaN            NaN  0.827438       0.320768                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00                 NaN   98.8684                 NaN            NaN  0.318133       0.813425                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00                 NaN   98.8616                 NaN            NaN  0.820347       0.318086                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00                 NaN   98.8821                 NaN            NaN  0.803986       0.313958                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00                 NaN   98.8889                 NaN            NaN  0.312283       0.798774                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00                 NaN   98.9123                 NaN            NaN  0.783217       0.304492                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00                 NaN   98.8814                 NaN            NaN  0.308979       0.809618                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00                 NaN   98.9215                 NaN            NaN  0.301165       0.777336                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00                 NaN   98.9221                 NaN            NaN  0.301106       0.776768                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   98.9368                 NaN            NaN  0.766918       0.296305                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00                 NaN   98.9279                 NaN            NaN  0.774562       0.297530                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00                 NaN   98.9449                 NaN            NaN  0.293755       0.761350                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00                 NaN   98.9515                 NaN  0.261347E-003  0.289106       0.759154                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00                 NaN   98.9585                 NaN            NaN  0.753499       0.288038                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   98.9644                 NaN            NaN  0.285418       0.750134                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00                 NaN   98.9735                 NaN            NaN  0.744900       0.281586                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00                 NaN   98.9782                 NaN            NaN  0.742212       0.279554                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00                 NaN   98.9844                 NaN            NaN  0.738026       0.277538                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        2500.00                 NaN   98.9896                 NaN            NaN  0.273153       0.737199                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.71        2500.00                 NaN   97.0450                 NaN  0.722228E-001  0.920101        1.10804                 NaN  0.854603                 NaN            NaN            NaN            NaN
  1450.12        2500.00                 NaN   95.7193                 NaN            NaN   1.38642        1.41456                 NaN   1.27595       0.203726                 NaN            NaN            NaN
  1448.53        2500.00                 NaN   95.3058                 NaN            NaN   1.43612        1.56144                 NaN   1.41078       0.285812                 NaN            NaN            NaN
  1446.94        2500.00                 NaN   95.5265                 NaN            NaN   1.49002        1.36741                 NaN   1.34518       0.270860                 NaN            NaN            NaN
  1445.35        2500.00                 NaN   95.7440                 NaN            NaN   1.41904        1.30038                 NaN   1.28046       0.256159                 NaN            NaN            NaN
  1443.76        2500.00                 NaN   95.9295                 NaN            NaN   1.35833        1.24346                 NaN   1.22512       0.243573                 NaN            NaN            NaN
  1442.17        2500.00                 NaN   96.0990                 NaN            NaN   1.30429        1.19029                 NaN   1.17459       0.231790                 NaN            NaN            NaN
  1440.58        2500.00                 NaN   96.2649                 NaN            NaN   1.24878        1.14080                 NaN   1.12480       0.220678                 NaN            NaN            NaN
  1438.99        2500.00                 NaN   96.4128                 NaN            NaN   1.20038        1.09522                 NaN   1.08087       0.210756                 NaN            NaN            NaN
  1437.39        2500.00                 NaN   96.5516                 NaN            NaN   1.05368        1.15439                 NaN   1.03905       0.201309                 NaN            NaN            NaN
  1435.80        2500.00                 NaN   96.6819                 NaN            NaN   1.11167        1.01382                 NaN   1.00029       0.192341                 NaN            NaN            NaN
  1434.21        2500.00                 NaN   96.8011                 NaN            NaN  0.978323        1.07177                 NaN  0.964543       0.184232                 NaN            NaN            NaN
  1432.62        2500.00                 NaN   96.9123                 NaN            NaN  0.943826        1.03589                 NaN  0.931200       0.176736                 NaN            NaN            NaN
  1431.03        2500.00                 NaN   97.0203                 NaN            NaN  0.998749       0.912985                 NaN  0.898771       0.169243                 NaN            NaN            NaN
  1429.44        2500.00                 NaN   97.1173                 NaN            NaN  0.966378       0.884160                 NaN  0.869427       0.162733                 NaN            NaN            NaN
  1427.85        2500.00                 NaN   97.2114                 NaN            NaN  0.856942       0.934184                 NaN  0.841218       0.156284                 NaN            NaN            NaN
  1426.26        2500.00                 NaN   97.2986                 NaN            NaN  0.906565       0.829675                 NaN  0.814797       0.150339                 NaN            NaN            NaN
  1424.67        2500.00                 NaN   97.3810                 NaN            NaN  0.806952       0.877503                 NaN  0.789978       0.144520                 NaN            NaN            NaN
  1423.08        2500.00                 NaN   97.4596                 NaN            NaN  0.783382       0.851760                 NaN  0.766127       0.139115                 NaN            NaN            NaN
  1421.49        2500.00                 NaN   97.5336                 NaN            NaN  0.762566       0.825916                 NaN  0.743992       0.133922                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   97.5995                 NaN            NaN  0.741395       0.805545                 NaN  0.724035       0.129564                 NaN            NaN            NaN
  1418.31        2500.00                 NaN   97.6761                 NaN            NaN  0.777609       0.721614                 NaN  0.700466       0.124202                 NaN            NaN            NaN
  1416.72        2500.00                 NaN   97.7342                 NaN            NaN  0.704776       0.757650                 NaN  0.683138       0.120187                 NaN            NaN            NaN
  1415.13        2500.00                 NaN   97.7948                 NaN            NaN  0.687114       0.737196                 NaN  0.664744       0.116163                 NaN            NaN            NaN
  1413.54        2500.00                 NaN   97.8517                 NaN            NaN  0.715986       0.673127                 NaN  0.647283       0.111917                 NaN            NaN            NaN
  1411.95        2500.00                 NaN   97.8893                 NaN            NaN  0.703655       0.660245                 NaN  0.636891       0.109939                 NaN            NaN            NaN
  1410.36        2500.00                 NaN   97.9801                 NaN            NaN  0.637149       0.672626                 NaN  0.607128       0.102979                 NaN            NaN            NaN
  1408.77        2500.00                 NaN   98.0099                 NaN            NaN  0.627421       0.662581                 NaN  0.599105       0.100950                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.0565                 NaN            NaN  0.613742       0.647040                 NaN  0.585047       0.976457E-001            NaN            NaN            NaN
  1405.58        2500.00                 NaN   98.1062                 NaN            NaN  0.601976       0.628193                 NaN  0.569495       0.941685E-001            NaN            NaN            NaN
  1403.99        2500.00                 NaN   98.1447                 NaN            NaN  0.589294       0.616710                 NaN  0.557922       0.913998E-001            NaN            NaN            NaN
  1402.40        2500.00                 NaN   98.1924                 NaN            NaN  0.578531       0.597970                 NaN  0.543036       0.880389E-001            NaN            NaN            NaN
  1400.81        2500.00                 NaN   98.2304                 NaN            NaN  0.584268       0.568652                 NaN  0.531481       0.852446E-001            NaN            NaN            NaN
  1399.22        2500.00                 NaN   98.2691                 NaN            NaN  0.570866       0.558006                 NaN  0.519473       0.825573E-001            NaN            NaN            NaN
  1397.63        2500.00                 NaN   98.3067                 NaN            NaN  0.548324       0.557227                 NaN  0.507998       0.797192E-001            NaN            NaN            NaN
  1396.04        2500.00                 NaN   98.3425                 NaN            NaN  0.539623       0.543904                 NaN  0.496917       0.770870E-001            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.3773                 NaN            NaN  0.531227       0.530785                 NaN  0.486204       0.745223E-001            NaN            NaN            NaN
  1392.86        2500.00                 NaN   98.4103                 NaN            NaN  0.519599       0.522023                 NaN  0.475951       0.721147E-001            NaN            NaN            NaN
  1391.27        2500.00                 NaN   98.4423                 NaN            NaN  0.507875       0.513799                 NaN  0.466109       0.698807E-001            NaN            NaN            NaN
  1389.68        2500.00                 NaN   98.4736                 NaN            NaN  0.505988       0.496605                 NaN  0.456331       0.674339E-001            NaN            NaN            NaN
  1388.09        2500.00                 NaN   98.5038                 NaN            NaN  0.498361       0.485559                 NaN  0.446979       0.652872E-001            NaN            NaN            NaN
  1386.50        2500.00                 NaN   98.5326                 NaN            NaN  0.474677       0.491543                 NaN  0.438032       0.631434E-001            NaN            NaN            NaN
  1384.91        2500.00                 NaN   98.5600                 NaN            NaN  0.464427       0.485165                 NaN  0.429458       0.609469E-001            NaN            NaN            NaN
  1383.32        2500.00                 NaN   98.5866                 NaN            NaN  0.454676       0.478517                 NaN  0.421203       0.590009E-001            NaN            NaN            NaN
  1381.73        2500.00                 NaN   98.6132                 NaN            NaN  0.472973       0.444013                 NaN  0.412944       0.568503E-001            NaN            NaN            NaN
  1380.14        2500.00                 NaN   98.6383                 NaN            NaN  0.466423       0.435164                 NaN  0.405035       0.550561E-001            NaN            NaN            NaN
  1378.55        2500.00                 NaN   98.6617                 NaN            NaN  0.425550       0.462157                 NaN  0.397671       0.529624E-001            NaN            NaN            NaN
  1376.95        2500.00                 NaN   98.6849                 NaN            NaN  0.416546       0.457166                 NaN  0.390318       0.510405E-001            NaN            NaN            NaN
  1375.36        2500.00                 NaN   98.7090                 NaN            NaN  0.451141       0.407666                 NaN  0.382777       0.494036E-001            NaN            NaN            NaN
  1373.77        2500.00                 NaN   98.7312                 NaN            NaN  0.446255       0.399037                 NaN  0.375836       0.476616E-001            NaN            NaN            NaN
  1372.18        2500.00                 NaN   98.7523                 NaN            NaN  0.390879       0.441532                 NaN  0.369225       0.460517E-001            NaN            NaN            NaN
  1370.59        2500.00                 NaN   98.7721                 NaN            NaN  0.382923       0.437588                 NaN  0.362999       0.444050E-001            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.7939                 NaN            NaN  0.433017       0.374336                 NaN  0.356114       0.426205E-001            NaN            NaN            NaN
  1367.41        2500.00                 NaN   98.8123                 NaN            NaN  0.366157       0.430373                 NaN  0.350177       0.409757E-001            NaN            NaN            NaN
  1365.82        2500.00                 NaN   98.8315                 NaN            NaN  0.358251       0.426599                 NaN  0.344152       0.394694E-001            NaN            NaN            NaN
  1364.23        2500.00                 NaN   98.8484                 NaN            NaN  0.350761       0.424179                 NaN  0.338909       0.377716E-001            NaN            NaN            NaN
  1362.64        2500.00                 NaN   98.8686                 NaN            NaN  0.343966       0.418898                 NaN  0.332206       0.363195E-001            NaN            NaN            NaN
  1361.05        2500.00                 NaN   98.8847                 NaN            NaN  0.416047       0.336923                 NaN  0.327226       0.350598E-001            NaN            NaN            NaN
  1359.46        2500.00                 NaN   98.9017                 NaN            NaN  0.329492       0.413485                 NaN  0.321817       0.334819E-001            NaN            NaN            NaN
  1357.87        2500.00                 NaN   98.9181                 NaN            NaN  0.322227       0.411027                 NaN  0.316619       0.320585E-001            NaN            NaN            NaN
  1356.28        2500.00                 NaN   98.9338                 NaN            NaN  0.314953       0.408888                 NaN  0.311655       0.306982E-001            NaN            NaN            NaN
  1354.69        2500.00                 NaN   98.9493                 NaN            NaN  0.405699       0.309143                 NaN  0.306592       0.292806E-001            NaN            NaN            NaN
  1353.10        2500.00                 NaN   98.9642                 NaN            NaN  0.302272       0.403669                 NaN  0.301845       0.280062E-001            NaN            NaN            NaN
  1351.51        2500.00                 NaN   98.9786                 NaN            NaN  0.402969       0.294664                 NaN  0.297202       0.265301E-001            NaN            NaN            NaN
  1349.92        2500.00                 NaN   98.9928                 NaN            NaN  0.400642       0.288676                 NaN  0.292620       0.252775E-001            NaN            NaN            NaN
  1348.33        2500.00                 NaN   99.0062                 NaN            NaN  0.399766       0.281950                 NaN  0.288280       0.238269E-001            NaN            NaN            NaN
  1346.73        2500.00                 NaN   99.0197                 NaN            NaN  0.275856       0.397794                 NaN  0.283942       0.226777E-001            NaN            NaN            NaN
  1345.14        2500.00                 NaN   99.0328                 NaN            NaN  0.269781       0.396266                 NaN  0.279691       0.214470E-001            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.0453                 NaN            NaN  0.263190       0.395727                 NaN  0.275636       0.201478E-001            NaN            NaN            NaN
  1341.96        2500.00                 NaN   99.0574                 NaN            NaN  0.257231       0.394687                 NaN  0.271738       0.189422E-001            NaN            NaN            NaN
  1340.37        2500.00                 NaN   99.0699                 NaN            NaN  0.394232       0.250134                 NaN  0.267852       0.178705E-001            NaN            NaN            NaN
  1338.78        2500.00                 NaN   99.0819                 NaN            NaN  0.244023       0.393862                 NaN  0.263740       0.165194E-001            NaN            NaN            NaN
  1337.19        2500.00                 NaN   99.0924                 NaN            NaN  0.238100       0.393391                 NaN  0.260495       0.156048E-001            NaN            NaN            NaN
  1335.60        2500.00                 NaN   99.1042                 NaN            NaN  0.230992       0.394313                 NaN  0.256405       0.140667E-001            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.1142                 NaN            NaN  0.393237       0.225979                 NaN  0.253295       0.132654E-001            NaN            NaN            NaN
  1332.42        2500.00                 NaN   99.1249                 NaN            NaN  0.395257       0.218344                 NaN  0.249711       0.118076E-001            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.1344                 NaN            NaN  0.211848       0.396435                 NaN  0.246584       0.106865E-001            NaN            NaN            NaN
  1329.24        2500.00                 NaN   99.1444                 NaN            NaN  0.205431       0.397422                 NaN  0.243177       0.953361E-002            NaN            NaN            NaN
  1327.65        2500.00                 NaN   99.1538                 NaN            NaN  0.398481       0.199085                 NaN  0.240161       0.847841E-002            NaN            NaN            NaN
  1326.06        2500.00                 NaN   99.1634                 NaN            NaN  0.399970       0.192265                 NaN  0.236998       0.739755E-002            NaN            NaN            NaN
  1324.47        2500.00                 NaN   99.1721                 NaN            NaN  0.402700       0.184947                 NaN  0.234070       0.618121E-002            NaN            NaN            NaN
  1322.88        2500.00                 NaN   99.1811                 NaN            NaN  0.405008       0.177620                 NaN  0.231098       0.512500E-002            NaN            NaN            NaN
  1321.29        2500.00                 NaN   99.1897                 NaN            NaN  0.407078       0.170876                 NaN  0.228281       0.408185E-002            NaN            NaN            NaN
  1319.70        2500.00                 NaN   99.1980                 NaN            NaN  0.411378       0.162195                 NaN  0.225485       0.293518E-002            NaN            NaN            NaN
  1318.11        2500.00                 NaN   99.2057                 NaN            NaN  0.154082       0.415461                 NaN  0.222904       0.186603E-002            NaN            NaN            NaN
  1316.51        2500.00                 NaN   99.2139                 NaN            NaN  0.145973       0.419159                 NaN  0.220132       0.831117E-003            NaN            NaN            NaN
  1314.92        2500.00                 NaN   99.2217                 NaN            NaN  0.423209       0.137463                 NaN  0.217648                 NaN            NaN            NaN            NaN
  1313.33        2500.00                 NaN   95.9020                 NaN            NaN  0.808921       0.627438                 NaN  0.633033       0.782464E-001   1.95036                 NaN            NaN
