|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1553.88        500.000        99.1170                 NaN            NaN            NaN  0.518995E-001            NaN            NaN  0.831053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9685                 NaN            NaN            NaN  0.580997E-001            NaN            NaN  0.973375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9851                 NaN            NaN            NaN  0.562839E-001            NaN            NaN  0.958575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9988                 NaN            NaN            NaN  0.536961E-001            NaN            NaN  0.947535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0115                 NaN            NaN            NaN  0.499064E-001            NaN            NaN  0.938549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0271                 NaN            NaN            NaN  0.523348E-001            NaN            NaN  0.920545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0353                 NaN            NaN            NaN  0.463028E-001            NaN            NaN  0.918405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0571                 NaN            NaN            NaN  0.434799E-001            NaN            NaN  0.899432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0634                 NaN            NaN            NaN  0.437977E-001            NaN            NaN  0.892757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0809                 NaN            NaN            NaN  0.412771E-001            NaN            NaN  0.877838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0884                 NaN            NaN            NaN  0.417431E-001            NaN            NaN  0.869889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1063                 NaN            NaN            NaN  0.422234E-001            NaN            NaN  0.851452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1031                 NaN            NaN            NaN  0.269876E-001            NaN            NaN  0.869943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1286                 NaN            NaN            NaN  0.349784E-001            NaN            NaN  0.836389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1328                 NaN            NaN            NaN  0.287303E-001            NaN            NaN  0.838486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1438                 NaN            NaN            NaN  0.282482E-001            NaN            NaN  0.827970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2190                 NaN            NaN            NaN  0.301509E-001            NaN            NaN  0.750885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1018                 NaN            NaN            NaN  0.271045E-001            NaN            NaN  0.871053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1744                 NaN            NaN            NaN  0.233581E-001            NaN            NaN  0.802239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9258                 NaN            NaN            NaN  0.244476E-001            NaN            NaN   1.04971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4494                 NaN            NaN            NaN  0.158619E-001            NaN            NaN  0.534717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2005                 NaN            NaN            NaN  0.169641E-001            NaN            NaN  0.782564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2100                 NaN            NaN            NaN  0.164743E-001            NaN            NaN  0.773496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2195                 NaN            NaN            NaN  0.170481E-001            NaN            NaN  0.763429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2275                 NaN            NaN            NaN  0.151097E-001            NaN            NaN  0.757425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2346                 NaN            NaN            NaN  0.117206E-001            NaN            NaN  0.753680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2442                 NaN            NaN            NaN  0.136297E-001            NaN            NaN  0.742204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2326                 NaN            NaN            NaN  0.103306E-001            NaN            NaN  0.651479       0.105544                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1020                 NaN            NaN            NaN            NaN            NaN            NaN  0.563060E-001  0.841674                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.896632                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.887249                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.884998                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.880250                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.877169                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875868                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.872908                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.870633                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.870687                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.869272                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.870766                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.878151                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.871120                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.884003                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891365                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.902194                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.927260                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.945658                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.923446       0.897930E-001            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08469       0.265288                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.263574        1.06838                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04905       0.262090                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.261314        1.03539                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.255016        1.01548                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01436       0.246858                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.996613       0.246264                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        96.8659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10012        1.11732                 NaN  0.916664                 NaN            NaN            NaN
  1413.53        500.000        96.1614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13111        1.43122                 NaN   1.27630                 NaN            NaN            NaN
  1411.03        500.000        96.2801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09960        1.38318                 NaN   1.23711                 NaN            NaN            NaN
  1408.52        500.000        96.3942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33961        1.06646                 NaN   1.19971                 NaN            NaN            NaN
  1406.02        500.000        96.5006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30793        1.02815                 NaN   1.16334                 NaN            NaN            NaN
  1403.51        500.000        96.6072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00713        1.25851                 NaN   1.12719                 NaN            NaN            NaN
  1401.00        500.000        96.7044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22256       0.978298                 NaN   1.09475                 NaN            NaN            NaN
  1398.50        500.000        96.7962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.952502        1.18823                 NaN   1.06308                 NaN            NaN            NaN
  1395.99        500.000        96.8835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.928028        1.15502                 NaN   1.03342                 NaN            NaN            NaN
  1393.48        500.000        96.9641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.903623        1.12661                 NaN   1.00571                 NaN            NaN            NaN
  1390.98        500.000        97.0460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.879248        1.09700                 NaN  0.977757                 NaN            NaN            NaN
  1388.47        500.000        97.1213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854599        1.07186                 NaN  0.952197                 NaN            NaN            NaN
  1385.96        500.000        97.1889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05018       0.832714                 NaN  0.928199                 NaN            NaN            NaN
  1383.46        500.000        97.2535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02943       0.811483                 NaN  0.905562                 NaN            NaN            NaN
  1380.95        500.000        97.3183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00005       0.798857                 NaN  0.882809                 NaN            NaN            NaN
  1378.45        500.000        97.3807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982631       0.775634                 NaN  0.861038                 NaN            NaN            NaN
  1375.94        500.000        97.4459                 NaN            NaN            NaN  0.627697E-001            NaN            NaN            NaN  0.749702       0.891431                 NaN  0.850242                 NaN            NaN            NaN
  1373.43        500.000        97.4772                 NaN            NaN            NaN  0.382024                 NaN            NaN            NaN   1.23739                 NaN            NaN  0.903400                 NaN            NaN            NaN
  1370.93        500.000        97.5394                 NaN            NaN            NaN  0.380740                 NaN            NaN            NaN   1.19901                 NaN            NaN  0.880831                 NaN            NaN            NaN
  1368.42        500.000        97.6046                 NaN            NaN            NaN  0.388206                 NaN            NaN            NaN   1.14768                 NaN            NaN  0.859562                 NaN            NaN            NaN
  1365.91        500.000        97.6511                 NaN            NaN            NaN  0.360685                 NaN            NaN            NaN   1.14968                 NaN            NaN  0.838544                 NaN            NaN            NaN
  1363.41        500.000        97.7186                 NaN            NaN            NaN  0.384973                 NaN            NaN            NaN   1.07853                 NaN            NaN  0.817909                 NaN            NaN            NaN
  1360.90        500.000        97.7715                 NaN            NaN            NaN  0.372667                 NaN            NaN            NaN   1.05782                 NaN            NaN  0.797976                 NaN            NaN            NaN
  1358.40        500.000        97.8303                 NaN            NaN            NaN  0.377824                 NaN            NaN            NaN   1.01414                 NaN            NaN  0.777711                 NaN            NaN            NaN
  1355.89        500.000        97.8777                 NaN            NaN            NaN  0.374519                 NaN            NaN            NaN  0.987731                 NaN            NaN  0.760007                 NaN            NaN            NaN
  1353.38        500.000        97.9230                 NaN            NaN            NaN  0.371552                 NaN            NaN            NaN  0.962033                 NaN            NaN  0.743421                 NaN            NaN            NaN
  1350.88        500.000        97.9786                 NaN            NaN            NaN  0.361250                 NaN            NaN            NaN  0.938669                 NaN            NaN  0.721435                 NaN            NaN            NaN
  1348.37        500.000        98.0169                 NaN            NaN            NaN  0.366124                 NaN            NaN            NaN  0.908520                 NaN            NaN  0.708417                 NaN            NaN            NaN
  1345.86        500.000        98.0596                 NaN            NaN            NaN  0.359276                 NaN            NaN            NaN  0.890245                 NaN            NaN  0.690920                 NaN            NaN            NaN
  1343.36        500.000        98.1119                 NaN            NaN            NaN  0.342869                 NaN            NaN            NaN  0.875466                 NaN            NaN  0.669773                 NaN            NaN            NaN
  1340.85        500.000        98.1467                 NaN            NaN            NaN  0.339353                 NaN            NaN            NaN  0.857833                 NaN            NaN  0.656077                 NaN            NaN            NaN
  1338.35        500.000        98.1919                 NaN            NaN            NaN  0.333857                 NaN            NaN            NaN  0.835208                 NaN            NaN  0.639033                 NaN            NaN            NaN
  1335.84        500.000        98.2167                 NaN            NaN            NaN  0.327754                 NaN            NaN            NaN  0.827402                 NaN            NaN  0.628130                 NaN            NaN            NaN
  1333.33        500.000        98.2760                 NaN            NaN            NaN  0.321880                 NaN            NaN            NaN  0.796272                 NaN            NaN  0.605845                 NaN            NaN            NaN
  1330.83        500.000        98.3076                 NaN            NaN            NaN  0.314724                 NaN            NaN            NaN  0.784628                 NaN            NaN  0.593085                 NaN            NaN            NaN
  1328.32        500.000        98.3427                 NaN            NaN            NaN  0.307541                 NaN            NaN            NaN  0.770822                 NaN            NaN  0.578980                 NaN            NaN            NaN
  1325.81        500.000        98.3776                 NaN            NaN            NaN  0.297740                 NaN            NaN            NaN  0.759825                 NaN            NaN  0.564792                 NaN            NaN            NaN
  1323.31        500.000        98.4166                 NaN            NaN            NaN  0.294522                 NaN            NaN            NaN  0.739388                 NaN            NaN  0.549493                 NaN            NaN            NaN
  1320.80        500.000        98.4361                 NaN            NaN            NaN  0.291884                 NaN            NaN            NaN  0.731061                 NaN            NaN  0.540967                 NaN            NaN            NaN
  1318.30        500.000        98.1666                 NaN            NaN            NaN  0.365984                 NaN            NaN            NaN  0.824130                 NaN            NaN  0.643334                 NaN            NaN            NaN
  1315.79        500.000        97.0058                 NaN            NaN            NaN  0.756282                 NaN            NaN            NaN   1.04903                 NaN            NaN   1.18887                 NaN            NaN            NaN
  1313.28        500.000       100.0000                 NaN            NaN            NaN  0.113539E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.78        500.000        98.3431                 NaN            NaN            NaN  0.178325                 NaN            NaN            NaN   1.04852                 NaN            NaN  0.430061                 NaN            NaN            NaN
  1308.27        500.000        98.6139                 NaN            NaN            NaN  0.265888                 NaN            NaN            NaN  0.645349                 NaN            NaN  0.474871                 NaN            NaN            NaN
  1305.76        500.000        98.6938                 NaN            NaN            NaN  0.247111                 NaN            NaN            NaN  0.614558                 NaN            NaN  0.444511                 NaN            NaN            NaN
  1303.26        500.000        98.4664                 NaN            NaN            NaN  0.342939                 NaN            NaN            NaN  0.568591                 NaN            NaN  0.622112                 NaN            NaN            NaN
  1300.75        500.000        99.1666                 NaN            NaN            NaN  0.124349                 NaN            NaN            NaN  0.522537                 NaN            NaN  0.186478                 NaN            NaN            NaN
  1298.25        500.000        98.8330                 NaN            NaN            NaN  0.209818                 NaN            NaN            NaN  0.568211                 NaN            NaN  0.388940                 NaN            NaN            NaN
  1295.74        500.000        98.8627                 NaN            NaN            NaN  0.200439                 NaN            NaN            NaN  0.561278                 NaN            NaN  0.375543                 NaN            NaN            NaN
  1293.23        500.000        98.9495                 NaN            NaN            NaN  0.780227E-001            NaN            NaN            NaN  0.683759                 NaN            NaN  0.288733                 NaN            NaN            NaN
  1290.73        500.000        98.7898                 NaN            NaN            NaN  0.211371                 NaN            NaN            NaN  0.601478                 NaN            NaN  0.397367                 NaN            NaN            NaN
  1288.22        500.000        98.8266                 NaN            NaN            NaN  0.198459                 NaN            NaN            NaN  0.591241                 NaN            NaN  0.383736                 NaN            NaN            NaN
  1285.71        500.000        98.8495                 NaN            NaN            NaN  0.191594                 NaN            NaN            NaN  0.584295                 NaN            NaN  0.374623                 NaN            NaN            NaN
  1283.21        500.000        98.8761                 NaN            NaN            NaN  0.185125                 NaN            NaN            NaN  0.574307                 NaN            NaN  0.364440                 NaN            NaN            NaN
  1280.70        500.000        98.8996                 NaN            NaN            NaN  0.177979                 NaN            NaN            NaN  0.567183                 NaN            NaN  0.355244                 NaN            NaN            NaN
  1278.20        500.000        98.9209                 NaN            NaN            NaN  0.171640                 NaN            NaN            NaN  0.560822                 NaN            NaN  0.346639                 NaN            NaN            NaN
  1275.69        500.000        98.9448                 NaN            NaN            NaN  0.165382                 NaN            NaN            NaN  0.552564                 NaN            NaN  0.337243                 NaN            NaN            NaN
  1273.18        500.000        98.9022                 NaN            NaN            NaN  0.173301                 NaN            NaN            NaN  0.563186                 NaN            NaN  0.361335                 NaN            NaN            NaN
  1270.68        500.000        99.0494                 NaN            NaN            NaN  0.134588                 NaN            NaN            NaN  0.527518                 NaN            NaN  0.288484                 NaN            NaN            NaN
  1268.17        500.000        99.0129                 NaN            NaN            NaN  0.144784                 NaN            NaN            NaN  0.531239                 NaN            NaN  0.311112                 NaN            NaN            NaN
  1265.66        500.000        99.0325                 NaN            NaN            NaN  0.139022                 NaN            NaN            NaN  0.524668                 NaN            NaN  0.303787                 NaN            NaN            NaN
  1263.16        500.000        99.0528                 NaN            NaN            NaN  0.132059                 NaN            NaN            NaN  0.519006                 NaN            NaN  0.296131                 NaN            NaN            NaN
  1260.65        500.000        99.0728                 NaN            NaN            NaN  0.125523                 NaN            NaN            NaN  0.512978                 NaN            NaN  0.288652                 NaN            NaN            NaN
  1258.15        500.000        99.0924                 NaN            NaN            NaN  0.117919                 NaN            NaN            NaN  0.507990                 NaN            NaN  0.281660                 NaN            NaN            NaN
  1255.64        500.000        99.1097                 NaN            NaN            NaN  0.113827                 NaN            NaN            NaN  0.501383                 NaN            NaN  0.275103                 NaN            NaN            NaN
  1253.13        500.000        99.0867                 NaN            NaN            NaN  0.969635E-001            NaN            NaN            NaN  0.509367                 NaN            NaN  0.282027       0.249513E-001            NaN            NaN
  1250.63        500.000        99.1078                 NaN            NaN            NaN  0.934498E-001            NaN            NaN            NaN  0.499086                 NaN            NaN  0.274878       0.247940E-001            NaN            NaN
  1248.12        500.000        99.1328                 NaN            NaN            NaN  0.885657E-001            NaN            NaN            NaN  0.488414                 NaN            NaN  0.266614       0.236324E-001            NaN            NaN
  1245.61        500.000        97.4772                 NaN            NaN            NaN  0.104900                 NaN            NaN            NaN  0.751732                 NaN            NaN  0.422465       0.472905E-001   1.19637                 NaN
  1243.11        500.000        95.3446                 NaN            NaN            NaN  0.129297                 NaN            NaN            NaN   1.09385                 NaN            NaN  0.621317       0.764053E-001   2.73451                 NaN
  1240.60        500.000        95.7205                 NaN            NaN            NaN  0.108497                 NaN            NaN            NaN   1.02843                 NaN            NaN  0.568394       0.679576E-001   2.50617                 NaN
  1238.10        500.000        95.9456                 NaN            NaN            NaN  0.930321E-001            NaN            NaN            NaN  0.982695                 NaN            NaN  0.536857       0.627288E-001   2.37913                 NaN
  1235.59        500.000        96.1831                 NaN            NaN            NaN  0.767072E-001            NaN            NaN            NaN  0.940574                 NaN            NaN  0.503020       0.571411E-001   2.23946                 NaN
  1233.08        500.000        96.3975                 NaN            NaN            NaN  0.617429E-001            NaN            NaN            NaN  0.902657                 NaN            NaN  0.472410       0.520591E-001   2.11364                 NaN
  1230.58        500.000        96.5887                 NaN            NaN            NaN  0.450249E-001            NaN            NaN            NaN  0.874243                 NaN            NaN  0.444830       0.472956E-001   1.99988                 NaN
  1228.07        500.000        96.7633                 NaN            NaN            NaN  0.241226E-001            NaN            NaN            NaN  0.855564                 NaN            NaN  0.418988       0.428382E-001   1.89517                 NaN
  1225.56        500.000        96.9235                 NaN            NaN            NaN  0.935670E-002            NaN            NaN            NaN  0.832827                 NaN            NaN  0.397440       0.384029E-001   1.79852                 NaN
  1223.06        500.000        97.0746                 NaN            NaN            NaN  0.142058E-005            NaN            NaN            NaN  0.804784                 NaN            NaN  0.377514       0.344068E-001   1.70867                 NaN
  1220.55        500.000        97.2292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.760929                 NaN            NaN  0.355173       0.315274E-001   1.62312                 NaN
  1218.05        500.000        97.3723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.720463                 NaN            NaN  0.335905       0.285749E-001   1.54278                 NaN
  1215.54        500.000        96.5999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.779534                 NaN            NaN  0.389107       0.298482E-001   1.81285       0.388788     
  1213.03        500.000        64.4123                 NaN            NaN            NaN  0.332573E-005            NaN            NaN            NaN   4.31273                 NaN            NaN   2.97406       0.140308        13.8518        14.3087     
  1210.53        500.000        70.8435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54852                 NaN            NaN   2.43394       0.110509        11.3402        11.7233     
  1208.02        500.000        76.6636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53613       0.260437                 NaN   1.94642       0.863016E-001   9.10695        9.40014     
  1205.51        500.000        78.1272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.42662       0.245155                 NaN   1.83572       0.732382E-001   8.50903        8.78303     
  1203.01        500.000        79.7637                 NaN            NaN            NaN  0.165915                 NaN            NaN            NaN   2.13147                 NaN            NaN   1.71462       0.655092E-001   7.92872        8.23010     
  1200.50        500.000        78.7551                 NaN            NaN            NaN  0.136504                 NaN            NaN            NaN   2.24453                 NaN            NaN   1.67056       0.998997E-001   8.54860        8.54482     
  1197.99        500.000        84.2398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.513625        1.13012                 NaN   1.16544       0.671209E-001   6.17917        6.70472     
  1195.49        500.000        85.6893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.121647        1.60972                 NaN   1.18315       0.390948E-001   5.71111        5.64599     
  1192.98        500.000        82.8763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.576663        1.24950                 NaN   1.33324       0.566650E-001   7.01630        6.89137     
  1190.48        500.000        55.6989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.77128        1.27874                 NaN   3.21695       0.152195        18.8307        18.0512     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.787212        7.82563                 NaN   7.15497       0.312381        42.9469        40.9730     
  1185.46        500.000                 NaN            NaN            NaN            NaN  0.941202                 NaN            NaN            NaN   6.98892       0.131876E-003            NaN   7.01272       0.374027        43.3203        41.3627     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.36314        4.22174       0.268512E-003   7.13259       0.318152        42.9917        40.9724     
  1180.45        500.000                 NaN            NaN            NaN            NaN  0.941078                 NaN            NaN            NaN   6.98804       0.285752E-003            NaN   7.01259       0.373993        43.3179        41.3661     
  1177.94        500.000                 NaN            NaN            NaN            NaN  0.941053                 NaN            NaN            NaN   6.98772       0.172327E-003            NaN   7.01251       0.373978        43.3167        41.3679     
  1175.44        500.000                 NaN            NaN            NaN            NaN  0.941016                 NaN            NaN            NaN   6.98736       0.127479E-003            NaN   7.01244       0.373963        43.3155        41.3696     
  1172.93        500.000                 NaN            NaN            NaN            NaN  0.940958                 NaN            NaN            NaN   6.98694       0.175719E-003            NaN   7.01238       0.373946        43.3143        41.3713     
  1170.43        500.000                 NaN            NaN            NaN            NaN  0.940943                 NaN            NaN            NaN   6.98665       0.302621E-004            NaN   7.01230       0.373932        43.3131        41.3731     
  1167.92        500.000                 NaN            NaN            NaN            NaN  0.940898                 NaN            NaN            NaN   6.98626       0.203674E-004            NaN   7.01223       0.373916        43.3119        41.3748     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.08280        4.51340       0.846803E-006   7.15441       0.314042        42.9494        40.9860     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.03725        4.56085       0.127615E-005   7.15769       0.313379        42.9429        40.9880     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.98998        4.61011       0.136576E-005   7.16103       0.312694        42.9362        40.9900     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.94088        4.66129       0.152833E-005   7.16442       0.311986        42.9294        40.9920     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.88964        4.71470                 NaN   7.16786       0.311255        42.9225        40.9941     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.83648        4.77019       0.190508E-005   7.17138       0.310496        42.9153        40.9961     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.78080        4.82829       0.212163E-005   7.17496       0.309711        42.9080        40.9982     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.72247        4.88916                 NaN   7.17862       0.308896        42.9005        41.0003     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.66122        4.95307       0.261947E-005   7.18236       0.308051        42.8928        41.0025     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.59674        5.02037                 NaN   7.18618       0.307172        42.8849        41.0046     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52855        5.09152       0.321235E-005   7.19011       0.306257        42.8767        41.0068     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.45650        5.16673                 NaN   7.19415       0.305302        42.8683        41.0090     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37965        5.24689                 NaN   7.19831       0.304305        42.8596        41.0113     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.28681        5.34385                 NaN   7.20335       0.303095        42.8493        41.0136     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.26063        5.37540                 NaN   7.20921       0.301731        42.8368        41.0162     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.68424                 NaN            NaN   7.24938       0.290082        42.7535        41.0228     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.82281        5.81709                 NaN   7.21546       0.300136        42.8239        41.0206     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63140        6.01471                 NaN   7.22075       0.298418        42.8116        41.0231     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.75354        5.89730                 NaN   7.22499       0.297438        42.8001        41.0266     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.58419        6.07387                 NaN   7.23540       0.295380        42.7830        41.0281     
