|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.25/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1553.88        500.000        98.9854                 NaN            NaN            NaN  0.624721E-001            NaN            NaN  0.952095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8146                 NaN            NaN            NaN  0.699715E-001            NaN            NaN   1.11540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8328                 NaN            NaN            NaN  0.678708E-001            NaN            NaN   1.09934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8480                 NaN            NaN            NaN  0.648177E-001            NaN            NaN   1.08719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8621                 NaN            NaN            NaN  0.602970E-001            NaN            NaN   1.07757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8792                 NaN            NaN            NaN  0.633004E-001            NaN            NaN   1.05755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8882                 NaN            NaN            NaN  0.560645E-001            NaN            NaN   1.05575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9127                 NaN            NaN            NaN  0.527163E-001            NaN            NaN   1.03459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9193                 NaN            NaN            NaN  0.531533E-001            NaN            NaN   1.02751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9389                 NaN            NaN            NaN  0.501329E-001            NaN            NaN   1.01096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9464                 NaN            NaN            NaN  0.507829E-001            NaN            NaN   1.00281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9666                 NaN            NaN            NaN  0.514029E-001            NaN            NaN  0.981985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9634                 NaN            NaN            NaN  0.328753E-001            NaN            NaN   1.00375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9916                 NaN            NaN            NaN  0.426763E-001            NaN            NaN  0.965700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9961                 NaN            NaN            NaN  0.350888E-001            NaN            NaN  0.968848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0082                 NaN            NaN            NaN  0.345403E-001            NaN            NaN  0.957241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0941                 NaN            NaN            NaN  0.369057E-001            NaN            NaN  0.868975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9585                 NaN            NaN            NaN  0.332194E-001            NaN            NaN   1.00826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0422                 NaN            NaN            NaN  0.286489E-001            NaN            NaN  0.929180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7533                 NaN            NaN            NaN  0.300328E-001            NaN            NaN   1.21664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.3601                 NaN            NaN            NaN  0.195096E-001            NaN            NaN  0.620374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0710                 NaN            NaN            NaN  0.208798E-001            NaN            NaN  0.908093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0815                 NaN            NaN            NaN  0.202990E-001            NaN            NaN  0.898222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0918                 NaN            NaN            NaN  0.210351E-001            NaN            NaN  0.887195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1006                 NaN            NaN            NaN  0.186675E-001            NaN            NaN  0.880765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1086                 NaN            NaN            NaN  0.144928E-001            NaN            NaN  0.876956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1190                 NaN            NaN            NaN  0.168730E-001            NaN            NaN  0.864138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1056                 NaN            NaN            NaN  0.128038E-001            NaN            NaN  0.759065       0.122552                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9564                 NaN            NaN            NaN            NaN            NaN            NaN  0.656432E-001  0.977970                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04283                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03259                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03094                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02627                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02368                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02296                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02045                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01843                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01955                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01860                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02150                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03107                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02334                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03948                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04899                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06246                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.9075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09250                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11516                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08947       0.104602                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26434       0.313232                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.311633        1.24690                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.4643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22539       0.310280                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.4796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.309716        1.21069                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.5083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.302721        1.18897                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.5174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18919       0.293423                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.5374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16951       0.293087                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        96.5080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30991        1.31168                 NaN  0.870426                 NaN            NaN            NaN
  1413.53        500.000        95.7521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32955        1.70655                 NaN   1.21176                 NaN            NaN            NaN
  1411.03        500.000        95.8769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29525        1.65264                 NaN   1.17519                 NaN            NaN            NaN
  1408.52        500.000        95.9965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60426        1.25892                 NaN   1.14032                 NaN            NaN            NaN
  1406.02        500.000        96.1079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.56951        1.21619                 NaN   1.10643                 NaN            NaN            NaN
  1403.51        500.000        96.2197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19407        1.51350                 NaN   1.07275                 NaN            NaN            NaN
  1401.00        500.000        96.3214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.47341        1.16255                 NaN   1.04260                 NaN            NaN            NaN
  1398.50        500.000        96.4171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13445        1.43527                 NaN   1.01316                 NaN            NaN            NaN
  1395.99        500.000        96.5083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10789        1.39820                 NaN  0.985641                 NaN            NaN            NaN
  1393.48        500.000        96.5918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08132        1.36688                 NaN  0.959972                 NaN            NaN            NaN
  1390.98        500.000        96.6774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05463        1.33387                 NaN  0.934067                 NaN            NaN            NaN
  1388.47        500.000        96.7559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02750        1.30612                 NaN  0.910433                 NaN            NaN            NaN
  1385.96        500.000        96.8252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28278        1.00378                 NaN  0.888274                 NaN            NaN            NaN
  1383.46        500.000        96.8917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26030       0.980594                 NaN  0.867411                 NaN            NaN            NaN
  1380.95        500.000        96.9586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22708       0.967897                 NaN  0.846430                 NaN            NaN            NaN
  1378.45        500.000        97.0229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20863       0.942080                 NaN  0.826378                 NaN            NaN            NaN
  1375.94        500.000        97.0862                 NaN            NaN            NaN  0.868177E-001            NaN            NaN            NaN  0.924328        1.08575                 NaN  0.816903                 NaN            NaN            NaN
  1373.43        500.000        97.0905                 NaN            NaN            NaN  0.530518                 NaN            NaN            NaN   1.50980                 NaN            NaN  0.869207                 NaN            NaN            NaN
  1370.93        500.000        97.1532                 NaN            NaN            NaN  0.531057                 NaN            NaN            NaN   1.46681                 NaN            NaN  0.848976                 NaN            NaN            NaN
  1368.42        500.000        97.2190                 NaN            NaN            NaN  0.543838                 NaN            NaN            NaN   1.40714                 NaN            NaN  0.829976                 NaN            NaN            NaN
  1365.91        500.000        97.2661                 NaN            NaN            NaN  0.507421                 NaN            NaN            NaN   1.41529                 NaN            NaN  0.811156                 NaN            NaN            NaN
  1363.41        500.000        97.3340                 NaN            NaN            NaN  0.544212                 NaN            NaN            NaN   1.32912                 NaN            NaN  0.792694                 NaN            NaN            NaN
  1360.90        500.000        97.3884                 NaN            NaN            NaN  0.528903                 NaN            NaN            NaN   1.30782                 NaN            NaN  0.774868                 NaN            NaN            NaN
  1358.40        500.000        97.4481                 NaN            NaN            NaN  0.538576                 NaN            NaN            NaN   1.25661                 NaN            NaN  0.756679                 NaN            NaN            NaN
  1355.89        500.000        97.4955                 NaN            NaN            NaN  0.536217                 NaN            NaN            NaN   1.22736                 NaN            NaN  0.740933                 NaN            NaN            NaN
  1353.38        500.000        97.5405                 NaN            NaN            NaN  0.534161                 NaN            NaN            NaN   1.19906                 NaN            NaN  0.726241                 NaN            NaN            NaN
  1350.88        500.000        97.5991                 NaN            NaN            NaN  0.521634                 NaN            NaN            NaN   1.17304                 NaN            NaN  0.706231                 NaN            NaN            NaN
  1348.37        500.000        97.6356                 NaN            NaN            NaN  0.531049                 NaN            NaN            NaN   1.13841                 NaN            NaN  0.694937                 NaN            NaN            NaN
  1345.86        500.000        97.6786                 NaN            NaN            NaN  0.523463                 NaN            NaN            NaN   1.11867                 NaN            NaN  0.679222                 NaN            NaN            NaN
  1343.36        500.000        97.7348                 NaN            NaN            NaN  0.501270                 NaN            NaN            NaN   1.10407                 NaN            NaN  0.659864                 NaN            NaN            NaN
  1340.85        500.000        97.7688                 NaN            NaN            NaN  0.498431                 NaN            NaN            NaN   1.08502                 NaN            NaN  0.647767                 NaN            NaN            NaN
  1338.35        500.000        97.8160                 NaN            NaN            NaN  0.492317                 NaN            NaN            NaN   1.05930                 NaN            NaN  0.632330                 NaN            NaN            NaN
  1335.84        500.000        97.8387                 NaN            NaN            NaN  0.485452                 NaN            NaN            NaN   1.05294                 NaN            NaN  0.622909                 NaN            NaN            NaN
  1333.33        500.000        97.9032                 NaN            NaN            NaN  0.478628                 NaN            NaN            NaN   1.01601                 NaN            NaN  0.602175                 NaN            NaN            NaN
  1330.83        500.000        97.9351                 NaN            NaN            NaN  0.469841                 NaN            NaN            NaN   1.00426                 NaN            NaN  0.590814                 NaN            NaN            NaN
  1328.32        500.000        97.9713                 NaN            NaN            NaN  0.461012                 NaN            NaN            NaN  0.989644                 NaN            NaN  0.578069                 NaN            NaN            NaN
  1325.81        500.000        98.0081                 NaN            NaN            NaN  0.447996                 NaN            NaN            NaN  0.978741                 NaN            NaN  0.565188                 NaN            NaN            NaN
  1323.31        500.000        98.0489                 NaN            NaN            NaN  0.444970                 NaN            NaN            NaN  0.955036                 NaN            NaN  0.551139                 NaN            NaN            NaN
  1320.80        500.000        98.0659                 NaN            NaN            NaN  0.442982                 NaN            NaN            NaN  0.947332                 NaN            NaN  0.543827                 NaN            NaN            NaN
  1318.30        500.000        97.7238                 NaN            NaN            NaN  0.557255                 NaN            NaN            NaN   1.07086                 NaN            NaN  0.648085                 NaN            NaN            NaN
  1315.79        500.000        96.2798                 NaN            NaN            NaN   1.15543                 NaN            NaN            NaN   1.36467                 NaN            NaN   1.20006                 NaN            NaN            NaN
  1313.28        500.000       100.0000                 NaN            NaN            NaN  0.176103E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.78        500.000        97.9120                 NaN            NaN            NaN  0.275020                 NaN            NaN            NaN   1.37640                 NaN            NaN  0.436595                 NaN            NaN            NaN
  1308.27        500.000        98.2540                 NaN            NaN            NaN  0.411962                 NaN            NaN            NaN  0.850508                 NaN            NaN  0.483573                 NaN            NaN            NaN
  1305.76        500.000        98.3494                 NaN            NaN            NaN  0.384310                 NaN            NaN            NaN  0.812553                 NaN            NaN  0.453751                 NaN            NaN            NaN
  1303.26        500.000        98.0809                 NaN            NaN            NaN  0.533186                 NaN            NaN            NaN  0.749706                 NaN            NaN  0.636216                 NaN            NaN            NaN
  1300.75        500.000        98.9182                 NaN            NaN            NaN  0.194955                 NaN            NaN            NaN  0.695484                 NaN            NaN  0.191343                 NaN            NaN            NaN
  1298.25        500.000        98.5126                 NaN            NaN            NaN  0.329756                 NaN            NaN            NaN  0.757998                 NaN            NaN  0.399635                 NaN            NaN            NaN
  1295.74        500.000        98.5464                 NaN            NaN            NaN  0.316120                 NaN            NaN            NaN  0.750798                 NaN            NaN  0.386694                 NaN            NaN            NaN
  1293.23        500.000        98.6618                 NaN            NaN            NaN  0.123331                 NaN            NaN            NaN  0.916912                 NaN            NaN  0.297925                 NaN            NaN            NaN
  1290.73        500.000        98.4456                 NaN            NaN            NaN  0.335180                 NaN            NaN            NaN  0.808526                 NaN            NaN  0.410726                 NaN            NaN            NaN
  1288.22        500.000        98.4895                 NaN            NaN            NaN  0.315677                 NaN            NaN            NaN  0.797241                 NaN            NaN  0.397564                 NaN            NaN            NaN
  1285.71        500.000        98.5149                 NaN            NaN            NaN  0.305780                 NaN            NaN            NaN  0.790322                 NaN            NaN  0.389009                 NaN            NaN            NaN
  1283.21        500.000        98.5452                 NaN            NaN            NaN  0.296424                 NaN            NaN            NaN  0.779043                 NaN            NaN  0.379296                 NaN            NaN            NaN
  1280.70        500.000        98.5718                 NaN            NaN            NaN  0.285907                 NaN            NaN            NaN  0.771699                 NaN            NaN  0.370561                 NaN            NaN            NaN
  1278.20        500.000        98.5955                 NaN            NaN            NaN  0.276704                 NaN            NaN            NaN  0.765408                 NaN            NaN  0.362395                 NaN            NaN            NaN
  1275.69        500.000        98.6230                 NaN            NaN            NaN  0.267395                 NaN            NaN            NaN  0.756259                 NaN            NaN  0.353360                 NaN            NaN            NaN
  1273.18        500.000        98.5660                 NaN            NaN            NaN  0.281157                 NaN            NaN            NaN  0.773446                 NaN            NaN  0.379429                 NaN            NaN            NaN
  1270.68        500.000        98.7510                 NaN            NaN            NaN  0.218982                 NaN            NaN            NaN  0.726382                 NaN            NaN  0.303660                 NaN            NaN            NaN
  1268.17        500.000        98.7022                 NaN            NaN            NaN  0.236230                 NaN            NaN            NaN  0.733467                 NaN            NaN  0.328137                 NaN            NaN            NaN
  1265.66        500.000        98.7249                 NaN            NaN            NaN  0.227506                 NaN            NaN            NaN  0.726478                 NaN            NaN  0.321101                 NaN            NaN            NaN
  1263.16        500.000        98.7489                 NaN            NaN            NaN  0.216749                 NaN            NaN            NaN  0.720719                 NaN            NaN  0.313678                 NaN            NaN            NaN
  1260.65        500.000        98.7726                 NaN            NaN            NaN  0.206600                 NaN            NaN            NaN  0.714365                 NaN            NaN  0.306402                 NaN            NaN            NaN
  1258.15        500.000        98.7962                 NaN            NaN            NaN  0.194631                 NaN            NaN            NaN  0.709550                 NaN            NaN  0.299605                 NaN            NaN            NaN
  1255.64        500.000        98.8162                 NaN            NaN            NaN  0.188368                 NaN            NaN            NaN  0.702178                 NaN            NaN  0.293234                 NaN            NaN            NaN
  1253.13        500.000        98.7769                 NaN            NaN            NaN  0.160902                 NaN            NaN            NaN  0.715279                 NaN            NaN  0.301228       0.456892E-001            NaN            NaN
  1250.63        500.000        98.8019                 NaN            NaN            NaN  0.155527                 NaN            NaN            NaN  0.702782                 NaN            NaN  0.294246       0.455038E-001            NaN            NaN
  1248.12        500.000        98.8330                 NaN            NaN            NaN  0.147813                 NaN            NaN            NaN  0.689652                 NaN            NaN  0.286029       0.434691E-001            NaN            NaN
  1245.61        500.000        97.0271                 NaN            NaN            NaN  0.175267                 NaN            NaN            NaN   1.06322                 NaN            NaN  0.453617       0.870628E-001   1.19372                 NaN
  1243.11        500.000        94.6935                 NaN            NaN            NaN  0.216540                 NaN            NaN            NaN   1.55088                 NaN            NaN  0.667660       0.140780        2.73067                 NaN
  1240.60        500.000        95.1032                 NaN            NaN            NaN  0.182451                 NaN            NaN            NaN   1.46486                 NaN            NaN  0.612818       0.125634        2.51100                 NaN
  1238.10        500.000        95.3485                 NaN            NaN            NaN  0.157064                 NaN            NaN            NaN   1.40629                 NaN            NaN  0.580623       0.116334        2.39118                 NaN
  1235.59        500.000        95.6080                 NaN            NaN            NaN  0.130003                 NaN            NaN            NaN   1.35216                 NaN            NaN  0.545707       0.106302        2.25778                 NaN
  1233.08        500.000        95.8430                 NaN            NaN            NaN  0.105024                 NaN            NaN            NaN   1.30345                 NaN            NaN  0.514042       0.971422E-001   2.13738                 NaN
  1230.58        500.000        96.0525                 NaN            NaN            NaN  0.768599E-001            NaN            NaN            NaN   1.26833                 NaN            NaN  0.485451       0.885153E-001   2.02830                 NaN
  1228.07        500.000        96.2451                 NaN            NaN            NaN  0.413218E-001            NaN            NaN            NaN   1.24697                 NaN            NaN  0.458557       0.804050E-001   1.92763                 NaN
  1225.56        500.000        96.4211                 NaN            NaN            NaN  0.160807E-001            NaN            NaN            NaN   1.21985                 NaN            NaN  0.436187       0.722836E-001   1.83446                 NaN
  1223.06        500.000        96.5876                 NaN            NaN            NaN  0.244939E-005            NaN            NaN            NaN   1.18437                 NaN            NaN  0.415454       0.649417E-001   1.74761                 NaN
  1220.55        500.000        96.7601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12361                 NaN            NaN  0.391927       0.596703E-001   1.66465                 NaN
  1218.05        500.000        96.9197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06795                 NaN            NaN  0.371646       0.542270E-001   1.58646                 NaN
  1215.54        500.000        96.0850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15750                 NaN            NaN  0.431226       0.567396E-001   1.86729       0.402200     
  1213.03        500.000        62.1211                 NaN            NaN            NaN  0.561803E-005            NaN            NaN            NaN   6.20685                 NaN            NaN   3.19941       0.258911        13.8459        14.3679     
  1210.53        500.000        68.7419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.13929                 NaN            NaN   2.63795       0.205455        11.4163        11.8591     
  1208.02        500.000        74.8289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70265       0.375650                 NaN   2.12464       0.161600        9.23011        9.57650     
  1205.51        500.000        76.3377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54455       0.354881                 NaN   2.00931       0.137521        8.64410        8.97194     
  1203.01        500.000        78.0692                 NaN            NaN            NaN  0.286423                 NaN            NaN            NaN   3.12142                 NaN            NaN   1.88351       0.123455        8.07898        8.43697     
  1200.50        500.000        77.0286                 NaN            NaN            NaN  0.235858                 NaN            NaN            NaN   3.23052                 NaN            NaN   1.83667       0.188431        8.71336        8.76656     
  1197.99        500.000        82.9461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.758196        1.61821                 NaN   1.28996       0.127461        6.33540        6.92470     
  1195.49        500.000        84.3693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.180165        2.36377                 NaN   1.31179       0.743682E-001   5.85983        5.84081     
  1192.98        500.000        81.4383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.837771        1.83312                 NaN   1.47707       0.107713        7.18261        7.12338     
  1190.48        500.000        53.4484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.92631        1.84490                 NaN   3.48294       0.282734        18.7810        18.2337     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06428        10.6760                 NaN   7.39233       0.553793        40.8211        39.4925     
  1185.46        500.000                 NaN            NaN            NaN            NaN   1.52970                 NaN            NaN            NaN   9.45587       0.181679E-003            NaN   7.25051       0.663573        41.2058        39.8944     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89951        5.81089       0.366219E-003   7.36945       0.564081        40.8666        39.4891     
  1180.45        500.000                 NaN            NaN            NaN            NaN   1.52965                 NaN            NaN            NaN   9.45573       0.393182E-003            NaN   7.25052       0.663570        41.2058        39.8944     
  1177.94        500.000                 NaN            NaN            NaN            NaN   1.52969                 NaN            NaN            NaN   9.45583       0.237255E-003            NaN   7.25051       0.663573        41.2058        39.8944     
  1175.44        500.000                 NaN            NaN            NaN            NaN   1.52970                 NaN            NaN            NaN   9.45587       0.175471E-003            NaN   7.25051       0.663574        41.2058        39.8944     
  1172.93        500.000                 NaN            NaN            NaN            NaN   1.52969                 NaN            NaN            NaN   9.45583       0.241843E-003            NaN   7.25051       0.663572        41.2058        39.8944     
  1170.43        500.000                 NaN            NaN            NaN            NaN   1.52974                 NaN            NaN            NaN   9.45595       0.416631E-004            NaN   7.25051       0.663576        41.2058        39.8944     
  1167.92        500.000                 NaN            NaN            NaN            NaN   1.52974                 NaN            NaN            NaN   9.45596       0.280384E-004            NaN   7.25051       0.663576        41.2058        39.8944     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52262        6.20273       0.115288E-005   7.39252       0.556961        40.8344        39.4907     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.46131        6.26648       0.173711E-005   7.39599       0.555808        40.8294        39.4910     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.39766        6.33266       0.185876E-005   7.39951       0.554617        40.8242        39.4913     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.33155        6.40143       0.207957E-005   7.40308       0.553385        40.8189        39.4917     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.26251        6.47321                 NaN   7.40671       0.552113        40.8135        39.4920     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.19088        6.54773       0.259088E-005   7.41042       0.550789        40.8078        39.4923     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.11582        6.62580       0.288454E-005   7.41419       0.549420        40.8020        39.4927     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.03718        6.70759                 NaN   7.41805       0.547998        40.7961        39.4931     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.95458        6.79347       0.355893E-005   7.42198       0.546522        40.7899        39.4935     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86759        6.88391                 NaN   7.42601       0.544985        40.7835        39.4940     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.77556        6.97954       0.436065E-005   7.43014       0.543386        40.7769        39.4945     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.67831        7.08060                 NaN   7.43439       0.541713        40.7700        39.4950     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.57454        7.18835                 NaN   7.43876       0.539967        40.7629        39.4955     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.44914        7.31859                 NaN   7.44404       0.537843        40.7542        39.4961     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.41399        7.35987                 NaN   7.45016       0.535445        40.7435        39.4970     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8263                 NaN            NaN   7.49172       0.514792        40.6656        39.5016     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.82169        7.95720                 NaN   7.45678       0.532659        40.7336        39.4980     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56273        8.22374                 NaN   7.46229       0.529631        40.7230        39.4986     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.72811        8.06424                 NaN   7.46670       0.527910        40.7129        39.5001     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49901        8.30049                 NaN   7.47759       0.524284        40.6983        39.5004     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95224        8.86089                 NaN   7.48932       0.518602        40.6761        39.5029     
