|6.6.6
Archiving\03_Data\eq/QFM_m5/GRV/GRV_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1125.00        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1121.79        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1118.59        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1115.38        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1112.18        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1108.97        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1105.77        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
  1102.56        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1099.36        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1096.15        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1092.95        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1089.74        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1086.54        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1083.33        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1080.13        2500.00                 NaN  0.832866                 NaN   1.13338        30.2674        44.9258        18.2929        4.54774     
  1076.92        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1073.72        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1070.51        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1067.31        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1064.10        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1060.90        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1057.69        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1054.49        2500.00                 NaN  0.832867                 NaN   1.23165        30.1809        45.0884        4.37390        18.2923     
  1051.28        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1048.08        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1044.87        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1041.67        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1038.46        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1035.26        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1032.05        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1028.85        2500.00                 NaN  0.832867                 NaN   1.33383        30.0801        45.2683        4.20535        18.2796     
  1025.64        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1022.44        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1019.23        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1016.03        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1012.82        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1009.62        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1006.41        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1003.21        2500.00                 NaN  0.832868                 NaN   1.43936        29.9881        45.4234        18.2650        4.05129     
  1000.00        2500.00                 NaN  0.832868                 NaN   1.55099        29.8900        45.5741        18.2409        3.91106     
