|6.6.6
Archiving\03_Data\eq/QFM_m5/GRV/GRV_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1858.97        2500.00        94.5577       0.843776        4.59852                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        94.5348       0.843831        4.62139                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        94.5119       0.843885        4.64426                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        94.4889       0.843940        4.66713                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        94.4660       0.843995        4.69001                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        94.4440       0.844047        4.71195                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        94.4220       0.844099        4.73390                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        94.4000       0.844152        4.75585                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        94.3780       0.844204        4.77780                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        94.3560       0.844256        4.79976                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        94.3340       0.844309        4.82172                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        94.3120       0.844361        4.84368                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        94.2899       0.844414        4.86564                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        94.2688       0.844464        4.88674                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        94.2476       0.844514        4.90784                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        94.2265       0.844565        4.92894                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        94.2053       0.844615        4.95005                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        94.1842       0.844665        4.97116                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        94.1630       0.844716        4.99227                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        94.1418       0.844766        5.01339                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        94.1207       0.844816        5.03450                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        94.1002       0.844865        5.05493                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        94.0797       0.844914        5.07537                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        94.0476       0.844957        5.09366       0.137740E-001            NaN            NaN            NaN            NaN
  1782.05        2500.00        94.0097       0.845000        5.11153       0.338085E-001            NaN            NaN            NaN            NaN
  1778.85        2500.00        93.9738       0.845040        5.12854       0.525992E-001            NaN            NaN            NaN            NaN
  1775.64        2500.00        93.9380       0.845081        5.14554       0.713918E-001            NaN            NaN            NaN            NaN
  1772.44        2500.00        93.9021       0.845121        5.16255       0.901861E-001            NaN            NaN            NaN            NaN
  1769.23        2500.00        93.8663       0.845161        5.17957       0.108982                 NaN            NaN            NaN            NaN
  1766.03        2500.00        93.8312       0.845201        5.19633       0.127294                 NaN            NaN            NaN            NaN
  1762.82        2500.00        93.7961       0.845241        5.21309       0.145607                 NaN            NaN            NaN            NaN
  1759.62        2500.00        93.7610       0.845281        5.22985       0.163922                 NaN            NaN            NaN            NaN
  1756.41        2500.00        93.7258       0.845321        5.24661       0.182238                 NaN            NaN            NaN            NaN
  1753.21        2500.00        93.6915       0.845360        5.26309       0.200090                 NaN            NaN            NaN            NaN
  1750.00        2500.00        93.6571       0.845399        5.27957       0.217943                 NaN            NaN            NaN            NaN
  1746.79        2500.00        93.5689       0.845427        5.29149       0.235606       0.585817E-001            NaN            NaN            NaN
  1743.59        2500.00        92.8907       0.845339        5.25423       0.254224       0.755481                 NaN            NaN            NaN
  1740.38        2500.00        92.1192       0.845214        5.20167       0.272569        1.56139                 NaN            NaN            NaN
  1737.18        2500.00        91.3478       0.845089        5.14912       0.290908        2.36705                 NaN            NaN            NaN
  1733.97        2500.00        90.5767       0.844964        5.09660       0.309242        3.17248                 NaN            NaN            NaN
  1730.77        2500.00        89.8058       0.844839        5.04408       0.327571        3.97767                 NaN            NaN            NaN
  1727.56        2500.00        89.0352       0.844714        4.99158       0.345895        4.78263                 NaN            NaN            NaN
  1724.36        2500.00        88.2648       0.844589        4.93910       0.364213        5.58734                 NaN            NaN            NaN
  1721.15        2500.00        87.4946       0.844465        4.88663       0.382525        6.39182                 NaN            NaN            NaN
  1717.95        2500.00        86.7246       0.844340        4.83418       0.400832        7.19606                 NaN            NaN            NaN
  1714.74        2500.00        85.9131       0.844171        4.76308       0.418423        8.06121                 NaN            NaN            NaN
  1711.54        2500.00        85.1020       0.844002        4.69201       0.436007        8.92602                 NaN            NaN            NaN
  1708.33        2500.00        84.2911       0.843833        4.62097       0.453583        9.79048                 NaN            NaN            NaN
  1705.13        2500.00        83.4806       0.843664        4.54995       0.471153        10.6546                 NaN            NaN            NaN
  1701.92        2500.00        82.6705       0.843495        4.47896       0.488716        11.5184                 NaN            NaN            NaN
  1698.72        2500.00        81.8606       0.843326        4.40801       0.506271        12.3818                 NaN            NaN            NaN
  1695.51        2500.00        81.0511       0.843157        4.33708       0.523820        13.2449                 NaN            NaN            NaN
  1692.31        2500.00        80.2419       0.842989        4.26617       0.541361        14.1076                 NaN            NaN            NaN
  1689.10        2500.00        79.4171       0.842794        4.18452       0.558567        14.9970                 NaN            NaN            NaN
  1685.90        2500.00        77.9863       0.842644        4.12082       0.574107        15.7081       0.768038                 NaN            NaN
  1682.69        2500.00        75.3152       0.842604        4.10351       0.584522        15.9686        3.18560                 NaN            NaN
  1679.49        2500.00        72.6443       0.842565        4.08620       0.594936        16.2290        5.60294                 NaN            NaN
  1676.28        2500.00        70.3549       0.842523        4.06773       0.601971        16.4535        7.67940                 NaN            NaN
  1673.08        2500.00        68.0656       0.842481        4.04927       0.609005        16.6780        9.75565                 NaN            NaN
  1669.87        2500.00        65.7766       0.842439        4.03080       0.616039        16.9024        11.8317                 NaN            NaN
  1666.67        2500.00        63.4878       0.842396        4.01233       0.623072        17.1269        13.9075                 NaN            NaN
  1663.46        2500.00        61.7337       0.842349        3.99189       0.624669        17.3007        15.5067                 NaN            NaN
  1660.26        2500.00        59.9798       0.842302        3.97144       0.626267        17.4745        17.1058                 NaN            NaN
  1657.05        2500.00        58.2260       0.842254        3.95100       0.627864        17.6482        18.7046                 NaN            NaN
  1653.85        2500.00        56.4725       0.842207        3.93055       0.629461        17.8220        20.3033                 NaN            NaN
  1650.64        2500.00        54.7192       0.842160        3.91012       0.631058        17.9957        21.9018                 NaN            NaN
  1647.44        2500.00        52.9660       0.842113        3.88968       0.632655        18.1694        23.5001                 NaN            NaN
  1644.23        2500.00        51.2131       0.842065        3.86924       0.634251        18.3431        25.0982                 NaN            NaN
  1641.03        2500.00        49.4604       0.842018        3.84881       0.635847        18.5168        26.6962                 NaN            NaN
  1637.82        2500.00        48.1416       0.841966        3.82640       0.631393        18.6509        27.9077                 NaN            NaN
  1634.62        2500.00        46.8231       0.841913        3.80399       0.626939        18.7851        29.1190                 NaN            NaN
  1631.41        2500.00        45.5047       0.841861        3.78158       0.622485        18.9192        30.3302                 NaN            NaN
  1628.21        2500.00        44.1864       0.841809        3.75917       0.618032        19.0533        31.5413                 NaN            NaN
  1625.00        2500.00        42.8684       0.841756        3.73677       0.613580        19.1874        32.7522                 NaN            NaN
  1621.79        2500.00        41.5505       0.841704        3.71437       0.609128        19.3214        33.9629                 NaN            NaN
  1618.59        2500.00        40.2327       0.841651        3.69197       0.604677        19.4555        35.1735                 NaN            NaN
  1615.38        2500.00        38.9151       0.841599        3.66958       0.600226        19.5895        36.3839                 NaN            NaN
  1612.18        2500.00        37.8213       0.841546        3.64690       0.588399        19.7062        37.3956                 NaN            NaN
  1608.97        2500.00        36.7276       0.841493        3.62423       0.576574        19.8229        38.4072                 NaN            NaN
  1605.77        2500.00        35.6340       0.841440        3.60155       0.564750        19.9396        39.4186                 NaN            NaN
  1602.56        2500.00        34.5405       0.841387        3.57888       0.552927        20.0563        40.4299                 NaN            NaN
  1599.36        2500.00        33.4472       0.841333        3.55622       0.541106        20.1730        41.4411                 NaN            NaN
  1596.15        2500.00        32.3541       0.841280        3.53356       0.529287        20.2896        42.4522                 NaN            NaN
  1592.95        2500.00        31.2610       0.841227        3.51090       0.517469        20.4063        43.4631                 NaN            NaN
  1589.74        2500.00        30.1681       0.841174        3.48824       0.505652        20.5229        44.4739                 NaN            NaN
  1586.54        2500.00        29.1650       0.841122        3.46598       0.486375        20.6384        45.4032                 NaN            NaN
  1583.33        2500.00        28.1619       0.841069        3.44372       0.467100        20.7538        46.3324                 NaN            NaN
  1580.13        2500.00        27.1589       0.841017        3.42146       0.447827        20.8693        47.2615                 NaN            NaN
  1576.92        2500.00        26.1561       0.840965        3.39921       0.428557        20.9847        48.1905                 NaN            NaN
  1573.72        2500.00        25.1688       0.840913        3.37698       0.404385        21.1049        49.1040                 NaN            NaN
  1570.51        2500.00        24.0113       0.840861        3.35497       0.394278        21.2148        48.8936        1.29022                 NaN
  1567.31        2500.00        22.7823       0.840806        3.33147       0.388916        21.3269        48.1864        3.14317                 NaN
  1564.10        2500.00        21.5535       0.840751        3.30798       0.383555        21.4391        47.4793        4.99587                 NaN
  1560.90        2500.00        20.3419       0.840694        3.28331       0.375549        21.5612        46.8646        6.73273                 NaN
  1557.69        2500.00        19.1198       0.840644        3.26191       0.360316        21.6879        46.5841        7.92211       0.223241     
  1554.49        2500.00        19.1198       0.840644        3.26191       0.360316        21.6879        46.5841        7.92211       0.223241     
  1551.28        2500.00        16.6518       0.840586        3.23688       0.293637        21.9557        47.5996        2.49256        6.92919     
  1548.08        2500.00        16.6518       0.840586        3.23688       0.293637        21.9557        47.5996        2.49256        6.92919     
  1544.87        2500.00        16.6518       0.840586        3.23688       0.293637        21.9557        47.5996        2.49256        6.92919     
  1541.67        2500.00        16.6518       0.840586        3.23688       0.293637        21.9557        47.5996        2.49256        6.92919     
  1538.46        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1535.26        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1532.05        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1528.85        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1525.64        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1522.44        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1519.23        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1516.03        2500.00        12.7680       0.840277        3.10669       0.202369        22.5700        47.7912        5.56539        7.15608     
  1512.82        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1509.62        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1506.41        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1503.21        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1500.00        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1496.79        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1493.59        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1490.38        2500.00        7.76586       0.839102        2.61351       0.117043        24.1387        46.2360        9.51912        8.77070     
  1487.18        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1483.97        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1480.77        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1477.56        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1474.36        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1471.15        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1467.95        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1464.74        2500.00        4.86685       0.837328        1.87036       0.119394        26.2224        44.3267        12.3098        9.44715     
  1461.54        2500.00        3.05385       0.834976       0.885894       0.202833        28.9004        42.0499        14.4971        9.57508     
  1458.33        2500.00        3.05385       0.834976       0.885894       0.202833        28.9004        42.0499        14.4971        9.57508     
  1455.13        2500.00        3.05385       0.834976       0.885894       0.202833        28.9004        42.0499        14.4971        9.57508     
  1451.92        2500.00        3.05385       0.834976       0.885894       0.202833        28.9004        42.0499        14.4971        9.57508     
  1448.72        2500.00        2.37285       0.833577       0.300243       0.272550        30.4851        40.7216        15.4555        9.55852     
  1445.51        2500.00        2.21999       0.833196       0.140574       0.292971        30.9184        40.3602        15.6832        9.55138     
  1442.31        2500.00        2.06383       0.832860                 NaN  0.311772        31.2958        40.0447        15.9031        9.54801     
  1439.10        2500.00        2.06383       0.832860                 NaN  0.311772        31.2958        40.0447        15.9031        9.54801     
  1435.90        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1432.69        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1429.49        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1426.28        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1423.08        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1419.87        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1416.67        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1413.46        2500.00        1.73646       0.832860                 NaN  0.313087        31.2508        40.1855        16.2376        9.44363     
  1410.26        2500.00       0.656121       0.832858                 NaN  0.337231        31.0333        40.6555        9.11674        17.3682     
  1407.05        2500.00       0.656121       0.832858                 NaN  0.337231        31.0333        40.6555        9.11674        17.3682     
  1403.85        2500.00       0.656121       0.832858                 NaN  0.337231        31.0333        40.6555        9.11674        17.3682     
  1400.64        2500.00       0.656121       0.832858                 NaN  0.337231        31.0333        40.6555        9.11674        17.3682     
  1397.44        2500.00       0.209237       0.832857                 NaN  0.355325        30.9124        40.8821        8.96728        17.8408     
  1394.23        2500.00       0.209237       0.832857                 NaN  0.355325        30.9124        40.8821        8.96728        17.8408     
  1391.03        2500.00       0.292236E-002  0.832857                 NaN  0.365808        30.8494        40.9948        8.89613        18.0581     
  1387.82        2500.00                 NaN  0.832857                 NaN  0.374996        30.8395        41.1327        8.68643        18.1336     
  1384.62        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1381.41        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1378.21        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1375.00        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1371.79        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1368.59        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1365.38        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1362.18        2500.00                 NaN  0.832857                 NaN  0.374526        30.8428        41.1787        18.0837        8.68744     
  1358.97        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1355.77        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1352.56        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1349.36        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1346.15        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1342.95        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1339.74        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1336.54        2500.00                 NaN  0.832858                 NaN  0.413111        30.8185        41.8587        18.1409        7.93599     
  1333.33        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1330.13        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1326.92        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1323.72        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1320.51        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1317.31        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1314.10        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1310.90        2500.00                 NaN  0.832859                 NaN  0.460942        30.7865        42.4094        7.33632        18.1740     
  1307.69        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1304.49        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1301.28        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1298.08        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1294.87        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1291.67        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1288.46        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1285.26        2500.00                 NaN  0.832860                 NaN  0.515346        30.7447        42.8691        18.2085        6.82960     
  1282.05        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1278.85        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1275.64        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1272.44        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1269.23        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1266.03        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1262.82        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1259.62        2500.00                 NaN  0.832860                 NaN  0.576128        30.6978        43.2572        6.40248        18.2336     
  1256.41        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1253.21        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1250.00        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1246.79        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1243.59        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1240.38        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1237.18        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1233.97        2500.00                 NaN  0.832862                 NaN  0.642017        30.6485        43.5892        18.2542        6.03316     
  1230.77        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1227.56        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1224.36        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1221.15        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1217.95        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1214.74        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1211.54        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1208.33        2500.00                 NaN  0.832862                 NaN  0.712773        30.5926        43.8814        18.2704        5.71001     
  1205.13        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1201.92        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1198.72        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1195.51        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1192.31        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1189.10        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1185.90        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1182.69        2500.00                 NaN  0.832863                 NaN  0.788629        30.5334        44.1337        18.2843        5.42711     
  1179.49        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1176.28        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1173.08        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1169.87        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1166.67        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1163.46        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1160.26        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1157.05        2500.00                 NaN  0.832864                 NaN  0.868565        30.4704        44.3621        18.2918        5.17430     
  1153.85        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1150.64        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1147.44        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1144.23        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1141.03        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1137.82        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1134.62        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1131.41        2500.00                 NaN  0.832864                 NaN  0.953451        30.4008        44.5694        18.2993        4.94412     
  1128.21        2500.00                 NaN  0.832865                 NaN   1.04054        30.3434        44.7509        18.2948        4.73751     
