|6.6.6
Archiving\03_Data\eq/QFM_m5/GRV/GRV_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1128.21        2500.00                 NaN  0.762965                 NaN  0.816239        29.4514        45.2007        18.9152        4.85353     
  1125.00        2500.00                 NaN  0.762971                 NaN  0.816259        29.4513        45.2008        18.9151        4.85356     
  1121.79        2500.00                 NaN  0.762977                 NaN  0.816279        29.4512        45.2009        18.9151        4.85359     
  1118.59        2500.00                 NaN  0.762983                 NaN  0.816299        29.4511        45.2010        18.9151        4.85362     
  1115.38        2500.00                 NaN  0.762989                 NaN  0.816319        29.4510        45.2011        18.9150        4.85365     
  1112.18        2500.00                 NaN  0.762994                 NaN  0.816339        29.4508        45.2012        18.9150        4.85368     
  1108.97        2500.00                 NaN  0.763000                 NaN  0.816359        29.4507        45.2013        18.9149        4.85371     
  1105.77        2500.00                 NaN  0.763006                 NaN  0.816379        29.4506        45.2014        18.9149        4.85374     
  1102.56        2500.00                 NaN  0.763072                 NaN  0.890204        29.3762        45.3816        18.9266        4.66225     
  1099.36        2500.00                 NaN  0.763078                 NaN  0.890226        29.3761        45.3818        18.9266        4.66228     
  1096.15        2500.00                 NaN  0.763084                 NaN  0.890247        29.3760        45.3819        18.9265        4.66231     
  1092.95        2500.00                 NaN  0.763089                 NaN  0.890269        29.3759        45.3820        18.9265        4.66234     
  1089.74        2500.00                 NaN  0.763095                 NaN  0.890290        29.3758        45.3821        18.9264        4.66237     
  1086.54        2500.00                 NaN  0.763100                 NaN  0.890312        29.3756        45.3822        18.9264        4.66240     
  1083.33        2500.00                 NaN  0.763106                 NaN  0.890333        29.3755        45.3823        18.9263        4.66243     
  1080.13        2500.00                 NaN  0.763111                 NaN  0.890355        29.3754        45.3824        18.9263        4.66246     
  1076.92        2500.00                 NaN  0.763175                 NaN  0.968630        29.2951        45.5499        4.48616        18.9370     
  1073.72        2500.00                 NaN  0.763180                 NaN  0.968654        29.2950        45.5500        4.48619        18.9369     
  1070.51        2500.00                 NaN  0.763186                 NaN  0.968677        29.2949        45.5501        4.48622        18.9369     
  1067.31        2500.00                 NaN  0.763191                 NaN  0.968700        29.2948        45.5503        4.48625        18.9368     
  1064.10        2500.00                 NaN  0.763196                 NaN  0.968723        29.2947        45.5504        4.48628        18.9368     
  1060.90        2500.00                 NaN  0.763202                 NaN  0.968747        29.2945        45.5505        4.48631        18.9367     
  1057.69        2500.00                 NaN  0.763207                 NaN  0.968770        29.2944        45.5506        4.48634        18.9367     
  1054.49        2500.00                 NaN  0.763212                 NaN  0.968793        29.2943        45.5507        4.48637        18.9366     
  1051.28        2500.00                 NaN  0.763271                 NaN   1.05002        29.2091        45.7241        4.31659        18.9370     
  1048.08        2500.00                 NaN  0.763277                 NaN   1.05004        29.2089        45.7242        4.31662        18.9369     
  1044.87        2500.00                 NaN  0.763282                 NaN   1.05007        29.2088        45.7243        4.31665        18.9369     
  1041.67        2500.00                 NaN  0.763287                 NaN   1.05009        29.2087        45.7245        4.31668        18.9368     
  1038.46        2500.00                 NaN  0.763292                 NaN   1.05012        29.2086        45.7246        4.31671        18.9367     
  1035.26        2500.00                 NaN  0.763297                 NaN   1.05014        29.2084        45.7247        4.31674        18.9367     
  1032.05        2500.00                 NaN  0.763302                 NaN   1.05017        29.2083        45.7248        4.31677        18.9366     
  1028.85        2500.00                 NaN  0.763307                 NaN   1.05019        29.2082        45.7249        4.31680        18.9366     
  1025.64        2500.00                 NaN  0.763371                 NaN   1.13451        29.1215        45.8841        18.9348        4.16181     
  1022.44        2500.00                 NaN  0.763376                 NaN   1.13453        29.1213        45.8842        18.9347        4.16184     
  1019.23        2500.00                 NaN  0.763381                 NaN   1.13456        29.1212        45.8843        18.9347        4.16187     
  1016.03        2500.00                 NaN  0.763386                 NaN   1.13459        29.1211        45.8844        18.9346        4.16190     
  1012.82        2500.00                 NaN  0.763391                 NaN   1.13461        29.1210        45.8846        18.9345        4.16193     
  1009.62        2500.00                 NaN  0.763396                 NaN   1.13464        29.1208        45.8847        18.9345        4.16196     
  1006.41        2500.00                 NaN  0.763400                 NaN   1.13467        29.1207        45.8848        18.9344        4.16199     
  1003.21        2500.00                 NaN  0.763405                 NaN   1.13469        29.1206        45.8849        18.9344        4.16202     
  1000.00        2500.00                 NaN  0.763469                 NaN   1.22415        29.0283        46.0394        18.9234        4.02126     
