|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1532.10        2500.00                 NaN   99.1703       0.755312       0.744134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.65        2500.00                 NaN   99.8864       0.104715       0.886346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.20        2500.00                 NaN   99.5953       0.377486       0.271921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.76        2500.00                 NaN   99.5544       0.403179       0.423938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00                 NaN   99.5564       0.406608       0.369938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.5609       0.404148       0.349046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.42        2500.00                 NaN   99.5630       0.403237       0.337441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.98        2500.00                 NaN   99.5649       0.400367       0.347755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.53        2500.00                 NaN   99.5685       0.400378       0.311624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        2500.00                 NaN   99.5716       0.395495       0.328573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        2500.00                 NaN   99.5732       0.395554       0.312826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00                 NaN   99.5759       0.393602       0.305355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        2500.00                 NaN   99.5791       0.390344       0.305908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.30        2500.00                 NaN   99.5077       0.456479       0.358681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.85        2500.00                 NaN   99.6591       0.317468       0.234255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.41        2500.00                 NaN   99.5862       0.385833       0.279419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00                 NaN   99.5888       0.383770       0.274337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.52        2500.00                 NaN   99.5910       0.382347       0.266140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.07        2500.00                 NaN   99.6967       0.283630       0.196359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.62        2500.00                 NaN   99.8768       0.113517       0.970772E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        2500.00                 NaN   99.2134       0.739506       0.471158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.73        2500.00                 NaN   99.5827       0.391169       0.261453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        2500.00                 NaN   99.6207       0.356809       0.224882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.84        2500.00                 NaN   99.6029       0.375620       0.214450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.39        2500.00                 NaN   99.6071       0.370666       0.222054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.95        2500.00                 NaN   99.6079       0.371520       0.206075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.50        2500.00                 NaN   99.6097       0.370378       0.199049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00                 NaN   99.6104       0.373719       0.159191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        2500.00                 NaN   99.5725       0.251689       0.659061E-002  0.169249                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.17        2500.00                 NaN   99.4705                 NaN            NaN  0.529486                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00                 NaN   99.4687                 NaN  0.445038E-005  0.531247                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.27        2500.00                 NaN   99.4667                 NaN            NaN  0.533345                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00                 NaN   99.4640                 NaN            NaN  0.536011                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.38        2500.00                 NaN   99.3144                 NaN  0.203059E-005  0.258361       0.427247                 NaN            NaN            NaN            NaN            NaN
  1482.94        2500.00                 NaN   99.1877                 NaN            NaN  0.326299       0.485964                 NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00                 NaN   99.1918                 NaN            NaN  0.322215       0.485946                 NaN            NaN            NaN            NaN            NaN
  1480.04        2500.00                 NaN   99.2056                 NaN            NaN  0.320049       0.474356                 NaN            NaN            NaN            NaN            NaN
  1478.60        2500.00                 NaN   99.2103                 NaN            NaN  0.316520       0.473205                 NaN            NaN            NaN            NaN            NaN
  1477.15        2500.00                 NaN   99.2166                 NaN            NaN  0.470243       0.313184                 NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00                 NaN   99.2216                 NaN  0.334934E-005  0.310825       0.467589                 NaN            NaN            NaN            NaN            NaN
  1474.26        2500.00                 NaN   99.2292       0.558049E-001            NaN  0.467959       0.247005                 NaN            NaN            NaN            NaN            NaN
  1472.81        2500.00                 NaN   99.2380                 NaN  0.941532E-006  0.304412       0.457606                 NaN            NaN            NaN            NaN            NaN
  1471.37        2500.00                 NaN   99.2438                 NaN  0.718681E-002  0.291362       0.457605                 NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00                 NaN   99.2494                 NaN  0.689114E-002  0.454762       0.288913                 NaN            NaN            NaN            NaN            NaN
  1468.48        2500.00                 NaN   99.2584                 NaN  0.177262E-001  0.270052       0.453776                 NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00                 NaN   99.2645                 NaN  0.170031E-001  0.268279       0.450222                 NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00                 NaN   99.2706                 NaN  0.161040E-001  0.446947       0.266388                 NaN            NaN            NaN            NaN            NaN
  1464.14        2500.00                 NaN   99.2470                 NaN  0.890579E-001  0.159174       0.504732                 NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00                 NaN   99.3245                 NaN            NaN  0.396146       0.279314                 NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00                 NaN   99.2879                 NaN            NaN  0.282442       0.429673                 NaN            NaN            NaN            NaN            NaN
  1459.80        2500.00                 NaN   99.2899                 NaN  0.485118E-003  0.429062       0.280562                 NaN            NaN            NaN            NaN            NaN
  1458.35        2500.00                 NaN   99.3034                 NaN  0.315521E-001  0.434460       0.230631                 NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00                 NaN   99.3016                 NaN  0.581849E-002  0.424227       0.268351                 NaN            NaN            NaN            NaN            NaN
  1455.46        2500.00                 NaN   99.3062                 NaN  0.300050E-004  0.273675       0.420112                 NaN            NaN            NaN            NaN            NaN
  1454.02        2500.00                 NaN   99.3942       0.702729E-001  0.528903E-001  0.482676                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.57        2500.00                 NaN   99.7615                 NaN  0.128090E-001  0.177397       0.483126E-001            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00                 NaN   98.8120                 NaN            NaN  0.576725       0.611247                 NaN            NaN            NaN            NaN            NaN
  1449.68        2500.00                 NaN   99.3261                 NaN            NaN  0.264940       0.408971                 NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00                 NaN   99.3316                 NaN  0.804768E-006  0.405920       0.262518                 NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00                 NaN   99.3358                 NaN            NaN  0.403782       0.260449                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00                 NaN   99.3406                 NaN            NaN  0.401177       0.258190                 NaN            NaN            NaN            NaN            NaN
  1443.90        2500.00                 NaN   99.0783                 NaN            NaN  0.359277       0.562459                 NaN            NaN            NaN            NaN            NaN
  1442.45        2500.00                 NaN   99.7746                 NaN  0.325187E-001  0.400173E-001  0.152903                 NaN            NaN            NaN            NaN            NaN
  1441.00        2500.00                 NaN   99.2038                 NaN            NaN  0.310863       0.485376                 NaN            NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN   99.3588                 NaN  0.269544E-005  0.249732       0.391490                 NaN            NaN            NaN            NaN            NaN
  1438.11        2500.00                 NaN   99.3644                 NaN  0.357402E-002  0.242330       0.389681                 NaN            NaN            NaN            NaN            NaN
  1436.67        2500.00                 NaN   98.5594                 NaN  0.509139E-001  0.521592       0.433453       0.434620                 NaN            NaN            NaN            NaN
  1435.22        2500.00                 NaN   98.3404                 NaN  0.153975       0.470616       0.464700       0.570351                 NaN            NaN            NaN            NaN
  1433.77        2500.00                 NaN   98.3885                 NaN  0.149755       0.450748       0.458095       0.552880                 NaN            NaN            NaN            NaN
  1432.33        2500.00                 NaN   98.4126                 NaN  0.149409       0.448319       0.443470       0.546213                 NaN            NaN            NaN            NaN
  1430.88        2500.00                 NaN   98.4429                 NaN  0.147857       0.435935       0.437582       0.535721                 NaN            NaN            NaN            NaN
  1429.44        2500.00                 NaN   98.4697                 NaN  0.147013       0.428655       0.427617       0.527039                 NaN            NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.4956                 NaN  0.145967       0.421764       0.418137       0.518576                 NaN            NaN            NaN            NaN
  1426.54        2500.00                 NaN   98.5249                 NaN  0.144453       0.407767       0.414239       0.508635                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.5497                 NaN  0.143402       0.398616       0.407843       0.500396                 NaN            NaN            NaN            NaN
  1423.65        2500.00                 NaN   99.9259                 NaN  0.113846E-001  0.236494E-001  0.435744E-002  0.346796E-001            NaN            NaN            NaN            NaN
  1422.21        2500.00                 NaN   97.2573                 NaN  0.271681       0.762522       0.770218       0.938238                 NaN            NaN            NaN            NaN
  1420.76        2500.00                 NaN   98.6240                 NaN  0.140256       0.372252       0.387877       0.475649                 NaN            NaN            NaN            NaN
  1419.32        2500.00                 NaN   98.6472                 NaN  0.139342       0.363497       0.382106       0.467817                 NaN            NaN            NaN            NaN
  1417.87        2500.00                 NaN   99.7754                 NaN  0.690462E-001  0.688705E-001            NaN  0.867167E-001            NaN            NaN            NaN            NaN
  1416.42        2500.00                 NaN   97.5887                 NaN  0.205123       0.676867       0.703750       0.825573                 NaN            NaN            NaN            NaN
  1414.98        2500.00                 NaN   98.7145                 NaN  0.135827       0.364029       0.340455       0.445160                 NaN            NaN            NaN            NaN
  1413.53        2500.00                 NaN   98.7357                 NaN  0.117185       0.358552       0.353828       0.434757                 NaN            NaN            NaN            NaN
  1412.09        2500.00                 NaN   98.7537                 NaN  0.151889       0.358023       0.300759       0.435604                 NaN            NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.7745                 NaN  0.132968       0.319129       0.348329       0.425064                 NaN            NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.7935                 NaN  0.132072       0.343178       0.312508       0.418771                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.8118                 NaN  0.131830       0.305284       0.338436       0.412696                 NaN            NaN            NaN            NaN
  1406.30        2500.00                 NaN   98.8316                 NaN  0.129537       0.300670       0.332601       0.405567                 NaN            NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.8502                 NaN  0.129371       0.328372       0.292651       0.399430                 NaN            NaN            NaN            NaN
  1403.41        2500.00                 NaN   98.8672                 NaN  0.128341       0.287179       0.323546       0.393701                 NaN            NaN            NaN            NaN
  1401.96        2500.00                 NaN   98.8845                 NaN  0.127442       0.281566       0.318497       0.387962                 NaN            NaN            NaN            NaN
  1400.52        2500.00                 NaN   98.8958                 NaN  0.127753       0.275608       0.316107       0.384726                 NaN            NaN            NaN            NaN
  1399.07        2500.00                 NaN   98.9226                 NaN  0.124261       0.270113       0.308784       0.374277                 NaN            NaN            NaN            NaN
  1397.63        2500.00                 NaN   98.9332                 NaN  0.124863       0.306057       0.264636       0.371238                 NaN            NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.9483                 NaN  0.124021       0.259549       0.301727       0.366424                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN   98.9642                 NaN  0.122950       0.254513       0.297686       0.360611                 NaN            NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.9785                 NaN  0.122385       0.249464       0.293796       0.355902                 NaN            NaN            NaN            NaN
  1391.84        2500.00                 NaN   98.9926                 NaN  0.121695       0.244482       0.290034       0.351173                 NaN            NaN            NaN            NaN
  1390.40        2500.00                 NaN   99.0072                 NaN  0.120533       0.240108       0.286311       0.345877                 NaN            NaN            NaN            NaN
  1388.95        2500.00                 NaN   99.0215                 NaN  0.119812       0.282242       0.235338       0.341075                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0347                 NaN  0.119111       0.278672       0.230900       0.336568                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN   99.0485                 NaN  0.118174       0.274939       0.226609       0.331751                 NaN            NaN            NaN            NaN
  1384.61        2500.00                 NaN   99.0608                 NaN  0.117535       0.222175       0.271945       0.327563                 NaN            NaN            NaN            NaN
  1383.17        2500.00                 NaN   99.0740                 NaN  0.116690       0.268231       0.218125       0.322962                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   99.0866                 NaN  0.115593       0.264789       0.214439       0.318562                 NaN            NaN            NaN            NaN
  1380.28        2500.00                 NaN   99.0986                 NaN  0.115078       0.261795       0.209994       0.314504                 NaN            NaN            NaN            NaN
  1378.83        2500.00                 NaN   99.1108                 NaN  0.114050       0.258350       0.206641       0.310198                 NaN            NaN            NaN            NaN
  1377.38        2500.00                 NaN   99.1224                 NaN  0.113326       0.254970       0.202989       0.306270                 NaN            NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.1340                 NaN  0.112412       0.251944       0.199483       0.302195                 NaN            NaN            NaN            NaN
  1374.49        2500.00                 NaN   99.1442                 NaN  0.111749       0.249306       0.196191       0.298543                 NaN            NaN            NaN            NaN
  1373.05        2500.00                 NaN   99.1557                 NaN  0.110943       0.246270       0.192473       0.294633                 NaN            NaN            NaN            NaN
  1371.60        2500.00                 NaN   99.1669                 NaN  0.109782       0.243285       0.189524       0.290536                 NaN            NaN            NaN            NaN
  1370.15        2500.00                 NaN   99.1770                 NaN  0.109054       0.240526       0.186283       0.287126                 NaN            NaN            NaN            NaN
  1368.71        2500.00                 NaN   99.1879                 NaN  0.108325       0.183077       0.237447       0.283274                 NaN            NaN            NaN            NaN
  1367.26        2500.00                 NaN   99.1982                 NaN  0.107803       0.179037       0.235217       0.279760                 NaN            NaN            NaN            NaN
  1365.82        2500.00                 NaN   99.2077                 NaN  0.106598       0.177593       0.231882       0.276188                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.2175                 NaN  0.105572       0.229401       0.174756       0.272781                 NaN            NaN            NaN            NaN
  1362.92        2500.00                 NaN   99.2272                 NaN  0.104888       0.226795       0.171785       0.269336                 NaN            NaN            NaN            NaN
  1361.48        2500.00                 NaN   99.2362                 NaN  0.104055       0.224239       0.169355       0.266140                 NaN            NaN            NaN            NaN
  1360.03        2500.00                 NaN   99.2458                 NaN  0.104104       0.222414       0.164671       0.263008                 NaN            NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2554                 NaN  0.101408       0.218557       0.165511       0.259142                 NaN            NaN            NaN            NaN
  1357.14        2500.00                 NaN   99.2605                 NaN  0.101869       0.218170       0.162065       0.257350                 NaN            NaN            NaN            NaN
  1355.70        2500.00                 NaN   99.2741                 NaN  0.100137       0.213930       0.159335       0.252520                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN   99.2805                 NaN  0.995139E-001  0.211819       0.157714       0.250454                 NaN            NaN            NaN            NaN
  1352.80        2500.00                 NaN   99.2891                 NaN  0.984461E-001  0.209618       0.155628       0.247163                 NaN            NaN            NaN            NaN
  1351.36        2500.00                 NaN   99.2976                 NaN  0.978174E-001  0.206866       0.153426       0.244276                 NaN            NaN            NaN            NaN
  1349.91        2500.00                 NaN   99.3034                 NaN  0.985325E-001  0.206345       0.149162       0.242538                 NaN            NaN            NaN            NaN
  1348.47        2500.00                 NaN   99.3146                 NaN  0.940619E-001  0.152337       0.201510       0.237456                 NaN            NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.3211                 NaN  0.946300E-001  0.148479       0.200085       0.235663                 NaN            NaN            NaN            NaN
  1345.57        2500.00                 NaN   99.3261                 NaN  0.943733E-001  0.146941       0.198311       0.234236                 NaN            NaN            NaN            NaN
  1344.13        2500.00                 NaN   99.3397                 NaN  0.926127E-001  0.143322       0.195797       0.228592                 NaN            NaN            NaN            NaN
  1342.68        2500.00                 NaN   99.3432                 NaN  0.918480E-001  0.193765       0.143501       0.227731                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3514                 NaN  0.909023E-001  0.141286       0.191808       0.224603                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.3582                 NaN  0.898920E-001  0.189620       0.140063       0.222185                 NaN            NaN            NaN            NaN
  1338.34        2500.00                 NaN   99.3655                 NaN  0.886845E-001  0.138988       0.187363       0.219510                 NaN            NaN            NaN            NaN
  1336.90        2500.00                 NaN   99.3712                 NaN  0.881524E-001  0.137504       0.185496       0.217697                 NaN            NaN            NaN            NaN
  1335.45        2500.00                 NaN   99.3802                 NaN  0.863353E-001  0.183291       0.136330       0.213882                 NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.3820                 NaN  0.877046E-001  0.181477       0.134379       0.214398                 NaN            NaN            NaN            NaN
  1332.56        2500.00                 NaN   99.3955                 NaN  0.843081E-001  0.179566       0.132546       0.208107                 NaN            NaN            NaN            NaN
  1331.11        2500.00                 NaN   99.4012                 NaN  0.828228E-001  0.132990       0.176884       0.206129                 NaN            NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.4043                 NaN  0.817220E-001  0.175419       0.133654       0.204890                 NaN            NaN            NaN            NaN
  1328.22        2500.00                 NaN   99.4106                 NaN  0.813502E-001  0.131604       0.173645       0.202771                 NaN            NaN            NaN            NaN
  1326.78        2500.00                 NaN   99.4167                 NaN  0.801155E-001  0.131086       0.171582       0.200526                 NaN            NaN            NaN            NaN
  1325.33        2500.00                 NaN   99.4225                 NaN  0.789272E-001  0.169596       0.130656       0.198343                 NaN            NaN            NaN            NaN
  1323.88        2500.00                 NaN   99.4281                 NaN  0.779671E-001  0.129900       0.167824       0.196253                 NaN            NaN            NaN            NaN
  1322.44        2500.00                 NaN   99.4341                 NaN  0.765512E-001  0.129298       0.166210       0.193842                 NaN            NaN            NaN            NaN
  1320.99        2500.00                 NaN   99.4398                 NaN  0.759997E-001  0.127909       0.164383       0.191915                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN   99.4454                 NaN  0.739906E-001  0.162041       0.128988       0.189561                 NaN            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4506                 NaN  0.736196E-001  0.161063       0.126940       0.187764                 NaN            NaN            NaN            NaN
  1316.66        2500.00                 NaN   99.4563                 NaN  0.717884E-001  0.128032       0.158428       0.185485                 NaN            NaN            NaN            NaN
  1315.21        2500.00                 NaN   99.4611                 NaN  0.708653E-001  0.156676       0.127505       0.183855                 NaN            NaN            NaN            NaN
  1313.76        2500.00                 NaN   99.4668                 NaN  0.695133E-001  0.154893       0.127319       0.181492                 NaN            NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.4716                 NaN  0.684645E-001  0.153346       0.126838       0.179702                 NaN            NaN            NaN            NaN
  1310.87        2500.00                 NaN   84.6017                 NaN   1.32932        1.82194       0.226102        2.00550        10.0154                 NaN            NaN            NaN
  1309.43        2500.00                 NaN   85.3680                 NaN   1.29074        1.78880       0.120828        1.91060        9.52106                 NaN            NaN            NaN
  1307.98        2500.00                 NaN   86.8314                 NaN   1.18932       0.201389E-001   1.67436        1.72878        8.55595                 NaN            NaN            NaN
  1306.53        2500.00                 NaN   88.0531                 NaN   1.08323        1.54582                 NaN   1.57656        7.74131                 NaN            NaN            NaN
  1305.09        2500.00                 NaN   89.0708                 NaN  0.986875        1.43507                 NaN   1.44953        7.05772                 NaN            NaN            NaN
  1303.64        2500.00                 NaN   89.9592                 NaN  0.906604        1.33214                 NaN   1.33822        6.46383                 NaN            NaN            NaN
  1302.20        2500.00                 NaN   90.7346                 NaN  0.835147        1.24427                 NaN   1.24097        5.94506                 NaN            NaN            NaN
  1300.75        2500.00                 NaN   91.4234                 NaN  0.773682        1.16299                 NaN   1.15405        5.48588                 NaN            NaN            NaN
  1299.30        2500.00                 NaN   92.0307                 NaN  0.720582        1.08956                 NaN   1.07727        5.08189                 NaN            NaN            NaN
  1297.86        2500.00                 NaN   92.5724                 NaN  0.672099        1.02598                 NaN   1.00882        4.72073                 NaN            NaN            NaN
  1296.41        2500.00                 NaN   93.0519                 NaN  0.630589       0.968152                 NaN  0.948092        4.40126                 NaN            NaN            NaN
  1294.97        2500.00                 NaN   93.4922                 NaN  0.592338       0.914489                 NaN  0.892076        4.10894                 NaN            NaN            NaN
  1293.52        2500.00                 NaN   93.8854                 NaN  0.557235       0.869021                 NaN  0.842006        3.84635                 NaN            NaN            NaN
  1292.07        2500.00                 NaN   91.7950                 NaN  0.669727        1.13759                 NaN   1.11788        5.15274       0.127104                 NaN            NaN
  1290.63        2500.00       0.639523        86.4338                 NaN  0.553331        2.10261                 NaN   1.72799        8.54280                 NaN            NaN            NaN
  1289.18        2500.00       0.701131        86.3646                 NaN  0.507688        2.11248                 NaN   1.71937        8.59471                 NaN            NaN            NaN
  1287.74        2500.00       0.623123        87.9629                 NaN  0.454288        1.85494                 NaN   1.51222        7.59256                 NaN            NaN            NaN
  1286.29        2500.00       0.567500        89.0445                 NaN  0.419688        1.68813                 NaN   1.37660        6.90355                 NaN            NaN            NaN
  1284.85        2500.00       0.504468        90.3628                 NaN  0.371961        1.48000                 NaN   1.20272        6.07808                 NaN            NaN            NaN
  1283.40        2500.00       0.483202        90.8934                 NaN  0.334635        1.40591                 NaN   1.13065        5.75225                 NaN            NaN            NaN
  1281.95        2500.00       0.406536        92.4076                 NaN  0.277348        1.18729                 NaN  0.938253        4.78292                 NaN            NaN            NaN
  1280.51        2500.00       0.377609        92.7924                 NaN  0.301786        1.09758                 NaN  0.895082        4.53554                 NaN            NaN            NaN
  1279.06        2500.00       0.504721        91.5143                 NaN  0.205264        1.38976                 NaN   1.03697        5.34898                 NaN            NaN            NaN
  1277.62        2500.00       0.208016        95.2264                 NaN  0.287455       0.677674                 NaN  0.581777        3.01868                 NaN            NaN            NaN
  1276.17        2500.00       0.332392        94.2426                 NaN  0.146184       0.945004                 NaN  0.684803        3.64898                 NaN            NaN            NaN
  1274.72        2500.00       0.282856        94.3668                 NaN  0.295615       0.831042                 NaN  0.704955        3.51869                 NaN            NaN            NaN
  1273.28        2500.00       0.284531        94.8204                 NaN  0.190289       0.831428                 NaN  0.623695        3.24969                 NaN            NaN            NaN
  1271.83        2500.00       0.292093        94.7771                 NaN  0.167580       0.846878                 NaN  0.624142        3.29221                 NaN            NaN            NaN
  1270.39        2500.00       0.237470        95.6461                 NaN  0.173903       0.704654                 NaN  0.521562        2.71635                 NaN            NaN            NaN
  1268.94        2500.00       0.252213        95.5259                 NaN  0.151114       0.737208                 NaN  0.527860        2.80570                 NaN            NaN            NaN
  1267.49        2500.00       0.233423        95.8325                 NaN  0.147546       0.687646                 NaN  0.489629        2.60928                 NaN            NaN            NaN
