|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1280.83        500.000       0.181229                 NaN            NaN   99.0187                 NaN            NaN  0.386999       0.175018       0.238040                 NaN            NaN            NaN
  1279.35        500.000       0.178250                 NaN            NaN   99.0333                 NaN            NaN  0.172967       0.380531       0.234930                 NaN            NaN            NaN
  1277.87        500.000       0.175222                 NaN            NaN   99.0486                 NaN            NaN  0.170676       0.373975       0.231476                 NaN            NaN            NaN
  1276.39        500.000       0.172637                 NaN            NaN   99.0639                 NaN            NaN  0.367612       0.167832       0.228062                 NaN            NaN            NaN
  1274.92        500.000       0.169641                 NaN            NaN   99.0779                 NaN            NaN  0.166357       0.361222       0.224921                 NaN            NaN            NaN
  1273.44        500.000       0.166854                 NaN            NaN   99.0936                 NaN            NaN  0.354844       0.163309       0.221402                 NaN            NaN            NaN
  1271.96        500.000       0.163711                 NaN            NaN   99.1075                 NaN            NaN  0.348517       0.161959       0.218351                 NaN            NaN            NaN
  1270.48        500.000       0.161232                 NaN            NaN   99.1219                 NaN            NaN  0.159249       0.342590       0.214981                 NaN            NaN            NaN
  1269.00        500.000       0.158597                 NaN            NaN   99.1359                 NaN            NaN  0.156917       0.336673       0.211941                 NaN            NaN            NaN
  1267.53        500.000       0.155568                 NaN            NaN   99.1494                 NaN            NaN  0.330337       0.155849       0.208860                 NaN            NaN            NaN
  1266.05        500.000       0.153139                 NaN            NaN   99.1629                 NaN            NaN  0.324753       0.153365       0.205826                 NaN            NaN            NaN
  1264.57        500.000       0.150089                 NaN            NaN   99.1755                 NaN            NaN  0.319305       0.152123       0.202962                 NaN            NaN            NaN
  1263.09        500.000       0.147583                 NaN            NaN   99.1895                 NaN            NaN  0.313046       0.150154       0.199685                 NaN            NaN            NaN
  1261.61        500.000       0.144844                 NaN            NaN   99.2024                 NaN            NaN  0.148620       0.307260       0.196911                 NaN            NaN            NaN
  1260.14        500.000       0.403440                 NaN            NaN   94.2574                 NaN            NaN  0.829370       0.874292       0.730486        2.90498                 NaN            NaN
  1258.66        500.000       0.416670                 NaN            NaN   93.9323                 NaN            NaN  0.911691       0.854466       0.760592        3.12424                 NaN            NaN
  1257.18        500.000       0.393882                 NaN            NaN   94.3393                 NaN            NaN  0.804723       0.837168       0.711771        2.91314                 NaN            NaN
  1255.70        500.000       0.374445                 NaN            NaN   94.6904                 NaN            NaN  0.762470       0.771831       0.669381        2.73148                 NaN            NaN
  1254.22        500.000       0.356822                 NaN            NaN   95.0004                 NaN            NaN  0.714756       0.724334       0.631725        2.57194                 NaN            NaN
  1252.75        500.000       0.341689                 NaN            NaN   95.2772                 NaN            NaN  0.691553       0.662174       0.597876        2.42953                 NaN            NaN
  1251.27        500.000       0.327985                 NaN            NaN   95.5284                 NaN            NaN  0.661304       0.613652       0.567033        2.30158                 NaN            NaN
  1249.79        500.000       0.315684                 NaN            NaN   95.7538                 NaN            NaN  0.634198       0.570495       0.539046        2.18675                 NaN            NaN
  1248.31        500.000       0.303731                 NaN            NaN   95.9561                 NaN            NaN  0.609175       0.532511       0.513733        2.08473                 NaN            NaN
  1246.83        500.000       0.293642                 NaN            NaN   96.1452                 NaN            NaN  0.495575       0.586517       0.489930        1.98917                 NaN            NaN
  1245.36        500.000       0.283291                 NaN            NaN   96.3158                 NaN            NaN  0.565181       0.463893       0.468456        1.90338                 NaN            NaN
  1243.88        500.000       0.274139                 NaN            NaN   96.4735                 NaN            NaN  0.433472       0.545746       0.448366        1.82477                 NaN            NaN
  1242.40        500.000       0.265545                 NaN            NaN   96.6220                 NaN            NaN  0.405216       0.526990       0.429246        1.75097                 NaN            NaN
  1240.92        500.000       0.308763                 NaN            NaN   96.0385                 NaN            NaN  0.612269       0.469103       0.508825        2.06258                 NaN            NaN
  1239.44        500.000       0.404218                 NaN            NaN   95.7767                 NaN            NaN  0.333204       0.805140       0.593072        2.08768                 NaN            NaN
  1237.97        500.000       0.204430                 NaN            NaN   94.5754                 NaN            NaN  0.742151       0.732838       0.645675        3.09952                 NaN            NaN
  1236.49        500.000       0.215754                 NaN            NaN   98.8345                 NaN            NaN  0.323254                 NaN  0.803442E-001  0.546139                 NaN            NaN
  1235.01        500.000       0.989131E-002            NaN            NaN   98.4503                 NaN            NaN  0.592807                 NaN  0.265464       0.681488                 NaN            NaN
  1233.53        500.000       0.189384                 NaN            NaN   98.3992                 NaN            NaN  0.402246                 NaN  0.189411       0.819774                 NaN            NaN
  1232.05        500.000       0.329464                 NaN            NaN   97.1741                 NaN            NaN  0.619368                 NaN  0.350506        1.52655                 NaN            NaN
  1230.58        500.000       0.154662                 NaN            NaN   97.8761                 NaN            NaN  0.364862       0.230991       0.261343        1.11204                 NaN            NaN
  1229.10        500.000       0.289158                 NaN            NaN   97.1609                 NaN            NaN  0.307742E-001  0.581838       0.353953        1.58334                 NaN            NaN
  1227.62        500.000       0.596783                 NaN            NaN   94.6461                 NaN            NaN   1.19871                 NaN  0.661016        2.89737                 NaN            NaN
  1226.14        500.000                 NaN            NaN            NaN   97.9562                 NaN            NaN  0.526481       0.540742       0.233199       0.743417                 NaN            NaN
  1224.66        500.000       0.116813                 NaN            NaN   99.5284                 NaN            NaN            NaN            NaN  0.104958E-001  0.344331                 NaN            NaN
  1223.18        500.000       0.752947E-001            NaN            NaN   99.2733                 NaN            NaN  0.576425E-001            NaN  0.138966       0.454775                 NaN            NaN
  1221.71        500.000       0.107692                 NaN            NaN   98.2205                 NaN            NaN  0.419039                 NaN  0.238055        1.01476                 NaN            NaN
  1220.23        500.000       0.140866                 NaN            NaN   98.1666                 NaN            NaN  0.249496       0.230209       0.226841       0.985994                 NaN            NaN
  1218.75        500.000       0.152760                 NaN            NaN   98.1328                 NaN            NaN  0.310802       0.165955       0.226866        1.01081                 NaN            NaN
  1217.27        500.000       0.150715                 NaN            NaN   98.1594                 NaN            NaN  0.155842       0.302078       0.223121        1.00886                 NaN            NaN
  1215.79        500.000       0.259888                 NaN            NaN   96.9224                 NaN            NaN  0.511184       0.251490       0.371395        1.68365                 NaN            NaN
  1214.32        500.000       0.302977E-001            NaN            NaN   99.7290                 NaN            NaN  0.542743E-001            NaN  0.323643E-001  0.154052                 NaN            NaN
  1212.84        500.000       0.394221E-001            NaN            NaN   99.4614                 NaN            NaN  0.501967E-001  0.778823E-001  0.674265E-001  0.303701                 NaN            NaN
  1211.36        500.000       0.213969E-002            NaN            NaN   99.9811                 NaN            NaN  0.673480E-002  0.969469E-002            NaN  0.299334E-003            NaN            NaN
  1209.88        500.000       0.369078                 NaN            NaN   94.2576                 NaN            NaN  0.888171       0.604203       0.686109        3.19480                 NaN            NaN
  1208.40        500.000       0.109380                 NaN            NaN   99.6560                 NaN            NaN  0.190608E-001            NaN  0.390009E-001  0.982287E-001  0.783208E-001            NaN
  1206.93        500.000       0.748471                 NaN            NaN   85.1561                 NaN            NaN   1.39029                 NaN   1.23542        5.73572        5.73401                 NaN
  1205.45        500.000       0.716593                 NaN            NaN   85.7291                 NaN            NaN   1.31345                 NaN   1.17957        5.48410        5.57716                 NaN
  1203.97        500.000       0.685158                 NaN            NaN   86.4856                 NaN            NaN   1.22456                 NaN   1.11532        5.18367        5.30571                 NaN
  1202.49        500.000       0.284427                 NaN            NaN   87.9773                 NaN            NaN   1.18719                 NaN  0.966840        4.86961        4.71461                 NaN
  1201.01        500.000       0.908065                 NaN            NaN   88.7060                 NaN            NaN  0.935293                 NaN  0.959210        4.02220        4.46926                 NaN
  1199.54        500.000       0.654035                 NaN            NaN   87.4677                 NaN            NaN   1.13736                 NaN   1.02916        4.81324        4.89851                 NaN
  1198.06        500.000       0.486140                 NaN            NaN   90.5383                 NaN            NaN  0.837518                 NaN  0.773579        3.64511        3.71933                 NaN
  1196.58        500.000       0.192060       0.365862                 NaN   89.8038                 NaN            NaN  0.853015                 NaN  0.836467        3.89030        4.05853                 NaN
  1195.10        500.000       0.845272E-001            NaN            NaN   98.2604                 NaN            NaN  0.148565                 NaN  0.140053       0.677479       0.688935                 NaN
  1193.62        500.000       0.883961                 NaN            NaN   82.4747                 NaN            NaN   1.52181                 NaN   1.41265        6.76539        6.94150                 NaN
  1192.15        500.000       0.186449E-001  0.884427       0.825782E-003   82.1517                 NaN            NaN   1.47153                 NaN   1.43076        6.92111        7.12096                 NaN
  1190.67        500.000       0.341387E-001            NaN            NaN   99.3086                 NaN            NaN  0.589981E-001            NaN  0.547122E-001  0.267372       0.276169                 NaN
  1189.19        500.000       0.155240E-001            NaN            NaN   99.5830                 NaN            NaN  0.362547E-001            NaN  0.326847E-001  0.165696       0.166821                 NaN
  1187.71        500.000        1.19220                 NaN            NaN   75.0275                 NaN            NaN   1.87311                 NaN   1.92468        9.94522        10.0373                 NaN
  1186.23        500.000       0.989593                 NaN            NaN   78.0860                 NaN            NaN   1.52440                 NaN   1.63164        8.96870        8.79968                 NaN
  1184.76        500.000        4.29344                 NaN            NaN            NaN            NaN            NaN   6.20008                 NaN   7.16907        41.6599        40.6776                 NaN
  1183.28        500.000        4.30479                 NaN            NaN            NaN            NaN            NaN   6.17394                 NaN   7.17723        41.6572        40.6868                 NaN
  1181.80        500.000        4.29830                 NaN            NaN            NaN            NaN            NaN   6.19245                 NaN   7.17128        41.6559        40.6820                 NaN
  1180.32        500.000        4.30263                 NaN            NaN            NaN            NaN            NaN   6.18478                 NaN   7.17306        41.6536        40.6859                 NaN
  1178.84        500.000        4.30692                 NaN            NaN            NaN            NaN            NaN   6.17726                 NaN   7.17482        41.6512        40.6898                 NaN
  1177.37        500.000        4.35744                 NaN            NaN            NaN            NaN            NaN   6.08839                 NaN   7.20382        41.6135        40.7368                 NaN
  1175.89        500.000        4.30400                 NaN            NaN            NaN            NaN            NaN   6.18124                 NaN   7.17640        41.6511        40.6873                 NaN
  1174.41        500.000        4.30580                 NaN            NaN            NaN            NaN            NaN   6.17380                 NaN   7.18102        41.6506        40.6888                 NaN
  1172.93        500.000        4.30966                 NaN            NaN            NaN            NaN            NaN   6.16750                 NaN   7.18225        41.6483        40.6923                 NaN
  1171.45        500.000        4.35762                 NaN            NaN            NaN            NaN            NaN   6.08803                 NaN   7.20398        41.6134        40.7370                 NaN
  1169.98        500.000        4.31450                 NaN            NaN            NaN            NaN            NaN   6.15903                 NaN   7.18476        41.6455        40.6962                 NaN
  1168.50        500.000        4.31755                 NaN            NaN            NaN            NaN            NaN   6.15649                 NaN   7.18500        41.6411        40.6998                 NaN
  1167.02        500.000        4.33256                 NaN            NaN            NaN            NaN            NaN   6.13053                 NaN   7.19314        41.6300        40.7137                 NaN
  1165.54        500.000        4.32401                 NaN            NaN            NaN            NaN            NaN   6.14473                 NaN   7.18858        41.6369        40.7057                 NaN
  1164.06        500.000        4.33247                 NaN            NaN            NaN            NaN            NaN   6.13099                 NaN   7.19298        41.6299        40.7137                 NaN
  1162.58        500.000        4.33266                 NaN            NaN            NaN            NaN            NaN   6.13086                 NaN   7.19313        41.6295        40.7139                 NaN
  1161.11        500.000        4.35813                 NaN            NaN            NaN            NaN            NaN   6.08880                 NaN   7.20283        41.6127        40.7376                 NaN
  1159.63        500.000        4.35813                 NaN            NaN            NaN            NaN            NaN   6.08860                 NaN   7.20295        41.6127        40.7376                 NaN
  1158.15        500.000        4.35814                 NaN            NaN            NaN            NaN            NaN   6.08840                 NaN   7.20308        41.6128        40.7376                 NaN
  1156.67        500.000        4.35816                 NaN            NaN            NaN            NaN            NaN   6.08816                 NaN   7.20324        41.6128        40.7376                 NaN
  1155.19        500.000        4.33932                 NaN            NaN            NaN            NaN            NaN   6.11688                 NaN   7.19968        41.6236        40.7206                 NaN
  1153.72        500.000        4.35821                 NaN            NaN            NaN            NaN            NaN   6.08764                 NaN   7.20356        41.6130        40.7376                 NaN
  1152.24        500.000        4.35825                 NaN            NaN            NaN            NaN            NaN   6.08733                 NaN   7.20376        41.6130        40.7377                 NaN
  1150.76        500.000        4.35831                 NaN            NaN            NaN            NaN            NaN   6.08697                 NaN   7.20398        41.6130        40.7377                 NaN
  1149.28        500.000        4.35840                 NaN            NaN            NaN            NaN            NaN   6.08651                 NaN   7.20425        41.6130        40.7378                 NaN
  1147.80        500.000        4.35852                 NaN            NaN            NaN            NaN            NaN   6.08595                 NaN   7.20458        41.6130        40.7379                 NaN
  1146.33        500.000        4.35533                 NaN            NaN            NaN            NaN            NaN   6.08879                 NaN   7.20959        41.6100        40.7363                 NaN
  1144.85        500.000        4.35776                 NaN            NaN            NaN            NaN            NaN   6.08447                 NaN   7.21115        41.6079        40.7387                 NaN
  1143.37        500.000        4.36027                 NaN            NaN            NaN            NaN            NaN   6.08270                 NaN   7.21099        41.6042        40.7418                 NaN
  1141.89        500.000        4.36300                 NaN            NaN            NaN            NaN            NaN   6.07524                 NaN   7.21446        41.6034        40.7439                 NaN
  1140.41        500.000        4.36539                 NaN            NaN            NaN            NaN            NaN   6.07099                 NaN   7.21618        41.6011        40.7463                 NaN
  1138.94        500.000        4.36686                 NaN            NaN            NaN            NaN            NaN   6.06813                 NaN   7.21781        41.5994        40.7478                 NaN
  1137.46        500.000        4.37001                 NaN            NaN            NaN            NaN            NaN   6.06274                 NaN   7.21957        41.5967        40.7510                 NaN
  1135.98        500.000        4.37406                 NaN            NaN            NaN            NaN            NaN   6.05567                 NaN   7.22212        41.5931        40.7551                 NaN
  1134.50        500.000        4.37652                 NaN            NaN            NaN            NaN            NaN   6.05139                 NaN   7.22383        41.5906        40.7576                 NaN
  1133.02        500.000        4.37816                 NaN            NaN            NaN            NaN            NaN   6.04834                 NaN   7.22542        41.5887        40.7594                 NaN
  1131.55        500.000        4.37726                 NaN            NaN            NaN            NaN            NaN   6.04966                 NaN   7.22613        41.5883        40.7587                 NaN
  1130.07        500.000        4.37423                 NaN            NaN            NaN            NaN            NaN   6.05447                 NaN   7.22591        41.5895        40.7559                 NaN
  1128.59        500.000        4.37862                 NaN            NaN            NaN            NaN            NaN   6.04639                 NaN   7.22912        41.5857        40.7602                 NaN
  1127.11        500.000        4.38199                 NaN            NaN            NaN            NaN            NaN   6.04069                 NaN   7.23119        41.5825        40.7636                 NaN
  1125.63        500.000        4.38461                 NaN            NaN            NaN            NaN            NaN   6.03583                 NaN   7.23351        41.5797        40.7663                 NaN
  1124.16        500.000        4.38595                 NaN            NaN            NaN            NaN            NaN   6.03331                 NaN   7.23511        41.5779        40.7678                 NaN
  1122.68        500.000        4.38853                 NaN            NaN            NaN            NaN            NaN   6.02905                 NaN   7.23664        41.5752        40.7705                 NaN
  1121.20        500.000        4.39185                 NaN            NaN            NaN            NaN            NaN   6.02272                 NaN   7.23982        41.5717        40.7739                 NaN
  1119.72        500.000        4.39495                 NaN            NaN            NaN            NaN            NaN   6.01764                 NaN   7.24137        41.5689        40.7771                 NaN
  1118.24        500.000        4.39801                 NaN            NaN            NaN            NaN            NaN   6.01197                 NaN   7.24313        41.5666        40.7803                 NaN
  1116.77        500.000        4.39562                 NaN            NaN            NaN            NaN            NaN   6.01639                 NaN   7.24316        41.5665        40.7783                 NaN
  1115.29        500.000        4.40018                 NaN            NaN            NaN            NaN            NaN   6.00125                 NaN   7.25102        41.5652        40.7823                 NaN
  1113.81        500.000        4.39935                 NaN            NaN            NaN            NaN            NaN   6.00967                 NaN   7.24682        41.5618        40.7824                 NaN
  1112.33        500.000        4.40179                 NaN            NaN            NaN            NaN            NaN   6.00389                 NaN   7.24991        41.5595        40.7849                 NaN
  1110.85        500.000        4.40282                 NaN            NaN            NaN            NaN            NaN   6.00376                 NaN   7.24992        41.5571        40.7864                 NaN
  1109.38        500.000        4.40616                 NaN            NaN            NaN            NaN            NaN   5.99711                 NaN   7.25333        41.5536        40.7898                 NaN
  1107.90        500.000        4.41885                 NaN            NaN            NaN            NaN            NaN   5.97151                 NaN   7.26714        41.5389        40.8036                 NaN
  1106.42        500.000        4.41186                 NaN            NaN            NaN            NaN            NaN   5.98071                 NaN   7.26248        41.5494        40.7956                 NaN
  1104.94        500.000        4.41360                 NaN            NaN            NaN            NaN            NaN   5.97822                 NaN   7.26387        41.5467        40.7976                 NaN
  1103.46        500.000        4.41485                 NaN            NaN            NaN            NaN            NaN   5.97694                 NaN   7.26482        41.5441        40.7992                 NaN
  1101.99        500.000        4.41668                 NaN            NaN            NaN            NaN            NaN   5.97413                 NaN   7.26640        41.5414        40.8014                 NaN
  1100.51        500.000        4.42403                 NaN            NaN            NaN            NaN            NaN   5.96391                 NaN   7.27134        41.5309        40.8098                 NaN
  1099.03        500.000        4.42436                 NaN            NaN            NaN            NaN            NaN   5.96364                 NaN   7.27171        41.5300        40.8103                 NaN
  1097.55        500.000        4.42484                 NaN            NaN            NaN            NaN            NaN   5.96306                 NaN   7.27204        41.5292        40.8108                 NaN
  1096.07        500.000        4.42487                 NaN            NaN            NaN            NaN  0.817873E-003   5.96220                 NaN   7.27254        41.5282        40.8114                 NaN
  1094.59        500.000        4.42522                 NaN            NaN            NaN            NaN            NaN   5.96316                 NaN   7.27257        41.5275        40.8115                 NaN
  1093.12        500.000        4.42206                 NaN            NaN            NaN            NaN            NaN   5.96783                 NaN   7.27227        41.5290        40.8089                 NaN
  1091.64        500.000        4.41921       0.699807E-002            NaN            NaN            NaN            NaN   5.96178                 NaN   7.27317        41.5262        40.8126                 NaN
  1090.16        500.000        4.42718                 NaN            NaN            NaN            NaN            NaN   5.96042                 NaN   7.27400        41.5246        40.8138                 NaN
  1088.68        500.000        4.42793                 NaN            NaN            NaN            NaN            NaN   5.95940                 NaN   7.27469        41.5232        40.8148                 NaN
  1087.20        500.000        4.44494                 NaN            NaN            NaN            NaN            NaN   5.92266                 NaN   7.27447        41.5327        40.8252                 NaN
  1085.73        500.000        4.42954                 NaN            NaN            NaN            NaN            NaN   5.95708                 NaN   7.27630        41.5203        40.8168                 NaN
  1084.25        500.000        4.43034                 NaN            NaN            NaN            NaN            NaN   5.95586                 NaN   7.27726        41.5187        40.8179                 NaN
  1082.77        500.000        4.43666                 NaN            NaN            NaN            NaN            NaN   5.94614                 NaN   7.28394        41.5073        40.8259                 NaN
  1081.29        500.000        4.43805                 NaN            NaN            NaN            NaN            NaN   5.94201                 NaN   7.28748        41.5047        40.8278                 NaN
  1079.81        500.000        4.44495                 NaN            NaN            NaN            NaN            NaN   5.92264                 NaN   7.27448        41.5327        40.8252                 NaN
  1078.34        500.000        4.43985                 NaN            NaN            NaN            NaN            NaN   5.93977                 NaN   7.28843        41.5021        40.8298                 NaN
  1076.86        500.000        4.44346                 NaN            NaN            NaN            NaN            NaN   5.93331                 NaN   7.29292        41.4959        40.8344                 NaN
  1075.38        500.000        4.44503                 NaN            NaN            NaN            NaN            NaN   5.92990                 NaN   7.29552        41.4931        40.8365                 NaN
  1073.90        500.000        4.44625                 NaN            NaN            NaN            NaN            NaN   5.92791                 NaN   7.29756        41.4901        40.8382                 NaN
  1072.42        500.000        4.44757                 NaN            NaN            NaN            NaN            NaN   5.92523                 NaN   7.29942        41.4882        40.8396                 NaN
  1070.95        500.000        4.44919                 NaN            NaN            NaN            NaN            NaN   5.92274                 NaN   7.30162        41.4844        40.8420                 NaN
  1069.47        500.000        4.45086                 NaN            NaN            NaN            NaN            NaN   5.91996                 NaN   7.30351        41.4815        40.8442                 NaN
  1067.99        500.000        4.45213                 NaN            NaN            NaN            NaN            NaN   5.91772                 NaN   7.30563        41.4786        40.8459                 NaN
  1066.51        500.000        4.47126                 NaN            NaN            NaN            NaN            NaN   5.89047                 NaN   7.31907        41.4506        40.8686                 NaN
  1065.03        500.000        4.45511                 NaN            NaN            NaN            NaN            NaN   5.91264                 NaN   7.30978        41.4725        40.8499                 NaN
  1063.56        500.000        4.45653                 NaN            NaN            NaN            NaN            NaN   5.91042                 NaN   7.31197        41.4690        40.8521                 NaN
  1062.08        500.000        4.45782                 NaN            NaN            NaN            NaN            NaN   5.90912                 NaN   7.31338        41.4658        40.8539                 NaN
  1060.60        500.000        4.45309                 NaN            NaN            NaN            NaN            NaN   5.90650                 NaN   7.31534        41.4631        40.8557       0.633099E-002
  1059.12        500.000        4.44706                 NaN            NaN            NaN            NaN            NaN   5.90672                 NaN   7.31562        41.4599        40.8571       0.135948E-001
  1057.64        500.000        4.44137                 NaN            NaN            NaN            NaN            NaN   5.90116                 NaN   7.31895        41.4577        40.8593       0.215353E-001
  1056.17        500.000        4.42630                 NaN            NaN            NaN            NaN            NaN   5.90767                 NaN   7.31603        41.4536        40.8596       0.368883E-001
  1054.69        500.000        4.42657                 NaN            NaN            NaN            NaN            NaN   5.89777                 NaN   7.32247        41.4528        40.8616       0.387685E-001
  1053.21        500.000        4.42977                 NaN            NaN            NaN            NaN            NaN   5.88008                 NaN   7.32508        41.4491        40.8703       0.455809E-001
  1051.73        500.000        4.41400                 NaN            NaN            NaN            NaN            NaN   5.89328                 NaN   7.32577        41.4474        40.8649       0.545708E-001
  1050.25        500.000        4.40739                 NaN            NaN            NaN            NaN            NaN   5.89140                 NaN   7.32749        41.4448        40.8664       0.625497E-001
  1048.78        500.000        4.40398                 NaN            NaN            NaN            NaN            NaN   5.88182                 NaN   7.32753        41.4472        40.8690       0.704844E-001
  1047.30        500.000        4.28165                 NaN            NaN            NaN            NaN  0.130391        5.87633                 NaN   7.33673        41.4433        40.8355       0.960699E-001
  1045.82        500.000        4.11075                 NaN            NaN            NaN            NaN  0.320521        5.85847                 NaN   7.34699        41.4460        40.7877       0.129567     
  1044.34        500.000        3.95579                 NaN            NaN            NaN            NaN  0.493118        5.84208                 NaN   7.35637        41.4484        40.7443       0.159914     
  1042.86        500.000        4.26474                 NaN            NaN            NaN            NaN  0.115144        5.85434                 NaN   7.34259        41.4581        40.8370       0.128061     
  1041.39        500.000        3.66509                 NaN            NaN            NaN            NaN  0.848044        5.70826                 NaN   7.36181        41.5267        40.6613       0.228814     
  1039.91        500.000        3.30190                 NaN            NaN            NaN            NaN   1.28642        5.66996                 NaN   7.39873        41.4942        40.5672       0.281572     
  1038.43        500.000        2.55055                 NaN            NaN            NaN            NaN   2.15864        5.63237                 NaN   7.44109        41.4867        40.3431       0.387592     
  1036.95        500.000        2.52936                 NaN            NaN            NaN            NaN   2.16398        5.63023                 NaN   7.44250        41.4872        40.3413       0.405446     
  1035.47        500.000        2.52936                 NaN            NaN            NaN            NaN   2.16398        5.63023                 NaN   7.44250        41.4872        40.3413       0.405446     
  1034.00        500.000        1.84171                 NaN            NaN            NaN            NaN   2.91729        5.64705                 NaN   7.47511        41.5031        40.1150       0.500733     
  1032.52        500.000        1.84171                 NaN            NaN            NaN            NaN   2.91729        5.64705                 NaN   7.47511        41.5031        40.1150       0.500733     
  1031.04        500.000        1.84171                 NaN            NaN            NaN            NaN   2.91729        5.64705                 NaN   7.47511        41.5031        40.1150       0.500733     
  1029.56        500.000       0.218198                 NaN            NaN            NaN            NaN   4.77888        5.55866                 NaN   7.54439        41.5690        39.5998       0.731053     
  1028.08        500.000       0.218093                 NaN            NaN            NaN            NaN   4.77899        5.55866                 NaN   7.54439        41.5690        39.5998       0.731077     
  1026.60        500.000                 NaN            NaN            NaN            NaN            NaN   5.03261        5.54205                 NaN   7.55503        41.5753        39.5328       0.762197     
  1025.13        500.000                 NaN            NaN            NaN            NaN            NaN   5.03261        5.54205                 NaN   7.55503        41.5753        39.5328       0.762197     
  1023.65        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1022.17        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1020.69        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1019.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1017.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1016.26        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1014.78        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1013.30        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1011.82        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1010.35        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1008.87        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1007.39        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1005.91        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1004.43        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1002.96        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1001.48        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   5.06213        5.51134                 NaN   7.56762        41.5473        39.5498       0.761840     
