|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1576.89        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.36        500.000                 NaN   99.8872       0.103436       0.932730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        500.000                 NaN   99.7226       0.275668       0.171535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.29        500.000                 NaN   98.8290        1.14290       0.280579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000                 NaN   99.2660       0.718916       0.150954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.22        500.000                 NaN   99.2736       0.711621       0.147942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.69        500.000                 NaN   99.2796       0.704804       0.156082E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.15        500.000                 NaN   99.2882       0.698518       0.132413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.62        500.000                 NaN   99.2928       0.694991       0.122044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.08        500.000                 NaN   99.2955       0.693163       0.113130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.55        500.000                 NaN   99.3105       0.678590       0.108789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.01        500.000                 NaN   99.3079       0.684502       0.762342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        500.000                 NaN   99.3209       0.669925       0.915163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.95        500.000                 NaN   99.2446       0.746571       0.880122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.41        500.000                 NaN   99.4100       0.584019       0.594386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000                 NaN   99.3344       0.659978       0.563745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.34        500.000                 NaN   99.3432       0.650608       0.622520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.81        500.000                 NaN   99.3492       0.645389       0.539115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.27        500.000                 NaN   99.3521       0.647905       0.439141E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.74        500.000                 NaN   99.3589       0.634774       0.631882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.21        500.000                 NaN   99.3620       0.637971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.67        500.000                 NaN   99.3695       0.627748       0.270303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        500.000                 NaN   99.3744       0.621513       0.405786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.60        500.000                 NaN   99.3787       0.621194       0.579635E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.07        500.000                 NaN   99.3865       0.609218       0.430477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.53        500.000                 NaN   99.3991       0.541484       0.594199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.3954       0.604614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.47        500.000                 NaN   99.3996       0.600359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.93        500.000                 NaN   99.4038       0.595017       0.114104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.40        500.000                 NaN   99.4086       0.591415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.86        500.000                 NaN   99.4153       0.584663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.33        500.000                 NaN   99.4178       0.582206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.4239       0.576145       0.123484E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.26        500.000                 NaN   99.4270       0.573001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.73        500.000                 NaN   99.4206       0.579401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.19        500.000                 NaN   99.4456       0.553623       0.735002E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.66        500.000                 NaN   99.4426       0.557351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.12        500.000                 NaN   99.4441       0.555903       0.324076E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.59        500.000                 NaN   99.4472       0.552797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.05        500.000                 NaN   99.4525       0.547526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.52        500.000                 NaN   99.4550       0.544310       0.690698E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.99        500.000                 NaN   99.4599       0.540130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.45        500.000                 NaN   99.4626       0.537444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.92        500.000                 NaN   99.4655       0.534513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.38        500.000                 NaN   99.4697       0.530338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.85        500.000                 NaN   99.4742       0.525820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.31        500.000                 NaN   99.4768       0.523164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.78        500.000                 NaN   99.4331       0.301705                 NaN            NaN  0.265242                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.25        500.000                 NaN   99.3610                 NaN            NaN            NaN  0.639000                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.71        500.000                 NaN   99.3356       0.386761E-001            NaN            NaN  0.625725                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.18        500.000                 NaN   99.4680       0.185220E-001            NaN            NaN  0.513477                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.64        500.000                 NaN   99.2946                 NaN            NaN            NaN  0.705447                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.11        500.000                 NaN   99.3709                 NaN            NaN            NaN  0.629144                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.57        500.000                 NaN   99.3689                 NaN            NaN            NaN  0.631115                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.04        500.000                 NaN   99.3951                 NaN            NaN            NaN  0.604932                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.51        500.000                 NaN   99.3462                 NaN            NaN            NaN  0.653790                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.97        500.000                 NaN   99.3727       0.131794E-001            NaN            NaN  0.614095                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.44        500.000                 NaN   99.3367                 NaN            NaN            NaN  0.663288                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.90        500.000                 NaN   99.5992       0.591777E-001            NaN            NaN  0.341573                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.37        500.000                 NaN   99.1747                 NaN            NaN            NaN  0.825341                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.83        500.000                 NaN   99.3675                 NaN            NaN            NaN  0.632525                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.30        500.000                 NaN   99.3621                 NaN            NaN            NaN  0.637891                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.77        500.000                 NaN   99.3619                 NaN            NaN            NaN  0.638075                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.23        500.000                 NaN   99.3539                 NaN            NaN            NaN  0.646092                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000                 NaN   98.9953                 NaN            NaN            NaN  0.554558       0.450136                 NaN            NaN            NaN            NaN            NaN
  1477.16        500.000                 NaN   98.9404                 NaN            NaN            NaN  0.650482       0.409127                 NaN            NaN            NaN            NaN            NaN
  1475.63        500.000                 NaN   99.1132                 NaN            NaN            NaN  0.545725       0.341099                 NaN            NaN            NaN            NaN            NaN
  1474.09        500.000                 NaN   98.8056                 NaN            NaN            NaN  0.736242       0.458135                 NaN            NaN            NaN            NaN            NaN
  1472.56        500.000                 NaN   98.9807                 NaN            NaN            NaN  0.391580       0.627756                 NaN            NaN            NaN            NaN            NaN
  1471.03        500.000                 NaN   98.9897                 NaN            NaN            NaN  0.387687       0.622568                 NaN            NaN            NaN            NaN            NaN
  1469.49        500.000                 NaN   99.0013                 NaN            NaN            NaN  0.617270       0.381454                 NaN            NaN            NaN            NaN            NaN
  1467.96        500.000                 NaN   99.0161                 NaN            NaN            NaN  0.375669       0.608206                 NaN            NaN            NaN            NaN            NaN
  1466.42        500.000                 NaN   99.0268                 NaN            NaN            NaN  0.603707       0.369451                 NaN            NaN            NaN            NaN            NaN
  1464.89        500.000                 NaN   99.0373                 NaN            NaN            NaN  0.597101       0.365639                 NaN            NaN            NaN            NaN            NaN
  1463.35        500.000                 NaN   99.0483                 NaN            NaN            NaN  0.590276       0.361393                 NaN            NaN            NaN            NaN            NaN
  1461.82        500.000                 NaN   99.0589                 NaN            NaN            NaN  0.355323       0.585750                 NaN            NaN            NaN            NaN            NaN
  1460.29        500.000                 NaN   99.0707                 NaN            NaN            NaN  0.578042       0.351295                 NaN            NaN            NaN            NaN            NaN
  1458.75        500.000                 NaN   99.0797                 NaN            NaN            NaN  0.347141       0.573166                 NaN            NaN            NaN            NaN            NaN
  1457.22        500.000                 NaN   99.0899                 NaN            NaN            NaN  0.342717       0.567379                 NaN            NaN            NaN            NaN            NaN
  1455.68        500.000                 NaN   99.0993                 NaN            NaN            NaN  0.337752       0.562998                 NaN            NaN            NaN            NaN            NaN
  1454.15        500.000                 NaN   99.1113                 NaN            NaN            NaN  0.332916       0.555790                 NaN            NaN            NaN            NaN            NaN
  1452.61        500.000                 NaN   99.1200                 NaN            NaN            NaN  0.550755       0.329290                 NaN            NaN            NaN            NaN            NaN
  1451.08        500.000                 NaN   99.1288                 NaN            NaN            NaN  0.546222       0.324955                 NaN            NaN            NaN            NaN            NaN
  1449.55        500.000                 NaN   99.1389                 NaN            NaN            NaN  0.540396       0.320721                 NaN            NaN            NaN            NaN            NaN
  1448.01        500.000                 NaN   97.3366                 NaN            NaN            NaN  0.821433        1.04580                 NaN  0.796201                 NaN            NaN            NaN
  1446.48        500.000                 NaN   96.1744                 NaN            NaN  0.467677E-001   1.32109        1.15901                 NaN   1.29871                 NaN            NaN            NaN
  1444.94        500.000                 NaN   96.1683                 NaN            NaN  0.579939E-001   1.27534        1.18268                 NaN   1.31568                 NaN            NaN            NaN
  1443.41        500.000                 NaN   96.3560                 NaN            NaN  0.547131E-001   1.21121        1.12563                 NaN   1.25245                 NaN            NaN            NaN
  1441.87        500.000                 NaN   96.5271                 NaN            NaN  0.517731E-001   1.15258        1.07337                 NaN   1.19512                 NaN            NaN            NaN
  1440.34        500.000                 NaN   96.6852                 NaN            NaN  0.490497E-001   1.09927        1.02467                 NaN   1.14180                 NaN            NaN            NaN
  1438.81        500.000                 NaN   96.8315                 NaN            NaN  0.465418E-001  0.980716        1.04883                 NaN   1.09245                 NaN            NaN            NaN
  1437.27        500.000                 NaN   96.9619                 NaN            NaN  0.443762E-001  0.940784        1.00428                 NaN   1.04862                 NaN            NaN            NaN
  1435.74        500.000                 NaN   97.0919                 NaN            NaN  0.421745E-001  0.901392       0.959854                 NaN   1.00472                 NaN            NaN            NaN
  1434.20        500.000                 NaN   97.2033                 NaN            NaN  0.402474E-001  0.921825       0.867560                 NaN  0.967086                 NaN            NaN            NaN
  1432.67        500.000                 NaN   97.3117                 NaN            NaN  0.384151E-001  0.885134       0.834363                 NaN  0.930338                 NaN            NaN            NaN
  1431.13        500.000                 NaN   97.4114                 NaN            NaN  0.367543E-001  0.804222       0.850926                 NaN  0.896699                 NaN            NaN            NaN
  1429.60        500.000                 NaN   97.5065                 NaN            NaN  0.351469E-001  0.775069       0.819010                 NaN  0.864323                 NaN            NaN            NaN
  1428.07        500.000                 NaN   97.5940                 NaN            NaN  0.337025E-001  0.789271       0.748451                 NaN  0.834624                 NaN            NaN            NaN
  1426.53        500.000                 NaN   97.6765                 NaN            NaN  0.323156E-001  0.761407       0.723190                 NaN  0.806622                 NaN            NaN            NaN
  1425.00        500.000                 NaN   97.7545                 NaN            NaN  0.310126E-001  0.735341       0.699084                 NaN  0.780068                 NaN            NaN            NaN
  1423.46        500.000                 NaN   97.8281                 NaN            NaN  0.297913E-001  0.676482       0.710536                 NaN  0.755090                 NaN            NaN            NaN
  1421.93        500.000                 NaN   97.8982                 NaN            NaN  0.285980E-001  0.655226       0.686935                 NaN  0.731030                 NaN            NaN            NaN
  1420.39        500.000                 NaN   97.9630                 NaN            NaN  0.275263E-001  0.664995       0.635418                 NaN  0.709021                 NaN            NaN            NaN
  1418.86        500.000                 NaN   98.0253                 NaN            NaN  0.264700E-001  0.644835       0.615777                 NaN  0.687603                 NaN            NaN            NaN
  1417.33        500.000                 NaN   98.0850                 NaN            NaN  0.255126E-001  0.624289       0.597957                 NaN  0.667260                 NaN            NaN            NaN
  1415.79        500.000                 NaN   98.1410                 NaN            NaN  0.245550E-001  0.580593       0.605753                 NaN  0.648071                 NaN            NaN            NaN
  1414.26        500.000                 NaN   98.1944                 NaN            NaN  0.236985E-001  0.588213       0.563805                 NaN  0.629900                 NaN            NaN            NaN
  1412.72        500.000                 NaN   98.2457                 NaN            NaN  0.228665E-001  0.548301       0.570968                 NaN  0.612165                 NaN            NaN            NaN
  1411.19        500.000                 NaN   98.2933                 NaN            NaN  0.220393E-001  0.533744       0.555207                 NaN  0.595746                 NaN            NaN            NaN
  1409.65        500.000                 NaN   98.3407                 NaN            NaN  0.212764E-001  0.539718       0.518857                 NaN  0.579476                 NaN            NaN            NaN
  1408.12        500.000                 NaN   98.3816                 NaN            NaN  0.206658E-001  0.525261       0.506815                 NaN  0.565622                 NaN            NaN            NaN
  1406.59        500.000                 NaN   98.4298                 NaN            NaN  0.197714E-001  0.510845       0.490942                 NaN  0.548637                 NaN            NaN            NaN
  1405.05        500.000                 NaN   98.4684                 NaN            NaN  0.191583E-001  0.497877       0.479118                 NaN  0.535401                 NaN            NaN            NaN
  1403.52        500.000                 NaN   98.5065                 NaN            NaN  0.185291E-001  0.485473       0.467262                 NaN  0.522281                 NaN            NaN            NaN
  1401.98        500.000                 NaN   98.5441                 NaN            NaN  0.179269E-001  0.455648       0.473066                 NaN  0.509218                 NaN            NaN            NaN
  1400.45        500.000                 NaN   98.5804                 NaN            NaN  0.173119E-001  0.444255       0.461396                 NaN  0.496687                 NaN            NaN            NaN
  1398.91        500.000                 NaN   98.6142                 NaN            NaN  0.167457E-001  0.450327       0.433822                 NaN  0.484859                 NaN            NaN            NaN
  1397.38        500.000                 NaN   98.6479                 NaN            NaN  0.162002E-001  0.423127       0.439562                 NaN  0.473194                 NaN            NaN            NaN
  1395.85        500.000                 NaN   98.6796                 NaN            NaN  0.156553E-001  0.429403       0.413154                 NaN  0.462172                 NaN            NaN            NaN
  1394.31        500.000                 NaN   98.6952                 NaN            NaN  0.153250E-001  0.407881       0.424242                 NaN  0.457386                 NaN            NaN            NaN
  1392.78        500.000                 NaN   98.7555                 NaN            NaN  0.144106E-001  0.389410       0.405539                 NaN  0.435111                 NaN            NaN            NaN
  1391.24        500.000                 NaN   98.7681                 NaN            NaN  0.142020E-001  0.385494       0.400822                 NaN  0.431335                 NaN            NaN            NaN
  1389.71        500.000                 NaN   98.7967                 NaN            NaN  0.137118E-001  0.392125       0.376188                 NaN  0.421255                 NaN            NaN            NaN
  1388.17        500.000                 NaN   98.8229                 NaN            NaN  0.132659E-001  0.368144       0.383604                 NaN  0.412099                 NaN            NaN            NaN
  1386.64        500.000                 NaN   98.8476                 NaN            NaN  0.128423E-001  0.360131       0.375886                 NaN  0.403567                 NaN            NaN            NaN
  1385.11        500.000                 NaN   98.8709                 NaN            NaN  0.124554E-001  0.368800       0.352534                 NaN  0.395301                 NaN            NaN            NaN
  1383.57        500.000                 NaN   98.9020                 NaN            NaN  0.119657E-001  0.342925       0.358845                 NaN  0.384230                 NaN            NaN            NaN
  1382.04        500.000                 NaN   98.9213                 NaN            NaN  0.116210E-001  0.336650       0.352972                 NaN  0.377502                 NaN            NaN            NaN
  1380.50        500.000                 NaN   98.9417                 NaN            NaN  0.112532E-001  0.329799       0.346861                 NaN  0.370411                 NaN            NaN            NaN
  1378.97        500.000                 NaN   98.9667                 NaN            NaN  0.108175E-001  0.322224       0.338910                 NaN  0.361321                 NaN            NaN            NaN
  1377.43        500.000                 NaN   98.9870                 NaN            NaN  0.104864E-001  0.315547       0.332650                 NaN  0.354273                 NaN            NaN            NaN
  1375.90        500.000                 NaN   99.0072                 NaN            NaN  0.101377E-001  0.309041       0.326473                 NaN  0.347104                 NaN            NaN            NaN
  1374.37        500.000                 NaN   99.0264                 NaN            NaN  0.979471E-002  0.302928       0.320558                 NaN  0.340325                 NaN            NaN            NaN
  1372.83        500.000                 NaN   99.0467                 NaN            NaN  0.944872E-002  0.296257       0.314461                 NaN  0.333116                 NaN            NaN            NaN
  1371.30        500.000                 NaN   99.0654                 NaN            NaN  0.910147E-002  0.309189       0.289791                 NaN  0.326508                 NaN            NaN            NaN
  1369.76        500.000                 NaN   99.0837                 NaN            NaN  0.884354E-002  0.284258       0.303219                 NaN  0.319996                 NaN            NaN            NaN
  1368.23        500.000                 NaN   99.1013                 NaN            NaN  0.851788E-002  0.297939       0.278500                 NaN  0.313770                 NaN            NaN            NaN
  1366.69        500.000                 NaN   99.1184                 NaN            NaN  0.822608E-002  0.292729       0.272989                 NaN  0.307671                 NaN            NaN            NaN
  1365.16        500.000                 NaN   99.1355                 NaN            NaN  0.789578E-002  0.267224       0.287860                 NaN  0.301474                 NaN            NaN            NaN
  1363.63        500.000                 NaN   99.1510                 NaN            NaN  0.762708E-002  0.283276       0.262076                 NaN  0.296032                 NaN            NaN            NaN
  1362.09        500.000                 NaN   99.1672                 NaN            NaN  0.731685E-002  0.278555       0.256734                 NaN  0.290239                 NaN            NaN            NaN
  1360.56        500.000                 NaN   99.1832                 NaN            NaN  0.703316E-002  0.251596       0.273789                 NaN  0.284377                 NaN            NaN            NaN
  1359.02        500.000                 NaN   99.1977                 NaN            NaN  0.676976E-002  0.246669       0.269638                 NaN  0.279237                 NaN            NaN            NaN
  1357.49        500.000                 NaN   99.2117                 NaN            NaN  0.651186E-002  0.265589       0.241976                 NaN  0.274193                 NaN            NaN            NaN
  1355.95        500.000                 NaN   99.2231                 NaN            NaN  0.635901E-002  0.238181       0.262050                 NaN  0.270324                 NaN            NaN            NaN
  1354.42        500.000                 NaN   99.2390                 NaN            NaN  0.618945E-002  0.234337       0.255772                 NaN  0.264676                 NaN            NaN            NaN
  1352.89        500.000                 NaN   99.2589                 NaN            NaN  0.560787E-002  0.252829       0.225854                 NaN  0.256855                 NaN            NaN            NaN
  1351.35        500.000                 NaN   99.2662                 NaN            NaN  0.548534E-002  0.223335       0.250292                 NaN  0.254661                 NaN            NaN            NaN
  1349.82        500.000                 NaN   99.2800                 NaN            NaN  0.525612E-002  0.219027       0.246040                 NaN  0.249631                 NaN            NaN            NaN
  1348.28        500.000                 NaN   99.2923                 NaN            NaN  0.499880E-002  0.242722       0.214804                 NaN  0.245139                 NaN            NaN            NaN
  1346.75        500.000                 NaN   99.3043                 NaN            NaN  0.478353E-002  0.210742       0.239300                 NaN  0.240865                 NaN            NaN            NaN
  1345.21        500.000                 NaN   99.3161                 NaN            NaN  0.454894E-002  0.206763       0.235997                 NaN  0.236560                 NaN            NaN            NaN
  1343.68        500.000                 NaN   99.3278                 NaN            NaN  0.432388E-002  0.232873       0.202669                 NaN  0.232376                 NaN            NaN            NaN
  1342.15        500.000                 NaN   99.3388                 NaN            NaN  0.408863E-002  0.198739       0.230014                 NaN  0.228352                 NaN            NaN            NaN
  1340.61        500.000                 NaN   99.3501                 NaN            NaN  0.388264E-002  0.194994       0.226765                 NaN  0.224248                 NaN            NaN            NaN
  1339.08        500.000                 NaN   99.3607                 NaN            NaN  0.366376E-002  0.191304       0.223944                 NaN  0.220412                 NaN            NaN            NaN
  1337.54        500.000                 NaN   99.3711                 NaN            NaN  0.346311E-002  0.187585       0.221230                 NaN  0.216661                 NaN            NaN            NaN
  1336.01        500.000                 NaN   99.3816                 NaN            NaN  0.322122E-002  0.218700       0.183647                 NaN  0.212879                 NaN            NaN            NaN
  1334.47        500.000                 NaN   99.3914                 NaN            NaN  0.301465E-002  0.180533       0.215879                 NaN  0.209174                 NaN            NaN            NaN
  1332.94        500.000                 NaN   99.4009                 NaN            NaN  0.283865E-002  0.213437       0.177027                 NaN  0.205820                 NaN            NaN            NaN
  1331.41        500.000                 NaN   99.4108                 NaN            NaN  0.260857E-002  0.210973       0.173473                 NaN  0.202135                 NaN            NaN            NaN
  1329.87        500.000                 NaN   99.4198                 NaN            NaN  0.242038E-002  0.208605       0.170279                 NaN  0.198892                 NaN            NaN            NaN
  1328.34        500.000                 NaN   99.4290                 NaN            NaN  0.221447E-002  0.166862       0.206440                 NaN  0.195515                 NaN            NaN            NaN
  1326.80        500.000                 NaN   99.4378                 NaN            NaN  0.204986E-002  0.163843       0.203952                 NaN  0.192359                 NaN            NaN            NaN
  1325.27        500.000                 NaN   99.4463                 NaN            NaN  0.183770E-002  0.202046       0.160584                 NaN  0.189225                 NaN            NaN            NaN
  1323.73        500.000                 NaN   99.4548                 NaN            NaN  0.167278E-002  0.157847       0.199608                 NaN  0.186103                 NaN            NaN            NaN
  1322.20        500.000                 NaN   99.4630                 NaN            NaN  0.145649E-002  0.154486       0.197942                 NaN  0.183093                 NaN            NaN            NaN
  1320.67        500.000                 NaN   99.4713                 NaN            NaN  0.126095E-002  0.151512       0.195934                 NaN  0.179961                 NaN            NaN            NaN
  1319.13        500.000                 NaN   99.4791                 NaN            NaN  0.109310E-002  0.148618       0.194006                 NaN  0.177180                 NaN            NaN            NaN
  1317.60        500.000                 NaN   99.4867                 NaN            NaN  0.919770E-003  0.145810       0.192212                 NaN  0.174373                 NaN            NaN            NaN
  1316.06        500.000                 NaN   99.4942                 NaN            NaN  0.717849E-003  0.142712       0.190734                 NaN  0.171661                 NaN            NaN            NaN
  1314.53        500.000                 NaN   99.5014                 NaN            NaN  0.531185E-003  0.188930       0.140177                 NaN  0.168917                 NaN            NaN            NaN
  1312.99        500.000                 NaN   99.5086                 NaN            NaN  0.372906E-003  0.137423       0.187301                 NaN  0.166318                 NaN            NaN            NaN
  1311.46        500.000                 NaN   99.5156                 NaN            NaN  0.196389E-003  0.134676       0.185759                 NaN  0.163768                 NaN            NaN            NaN
  1309.93        500.000                 NaN   99.5225                 NaN            NaN  0.285862E-004  0.132021       0.184248                 NaN  0.161220                 NaN            NaN            NaN
  1308.39        500.000                 NaN   99.5288                 NaN            NaN  0.908046E-003  0.133040       0.177270                 NaN  0.159977                 NaN            NaN            NaN
  1306.86        500.000                 NaN   99.5362                 NaN            NaN            NaN  0.127443       0.179737                 NaN  0.156571                 NaN            NaN            NaN
  1305.32        500.000                 NaN   99.5422                 NaN            NaN            NaN  0.177472       0.125867                 NaN  0.154469                 NaN            NaN            NaN
  1303.79        500.000                 NaN   99.5481                 NaN            NaN  0.830525E-003  0.126662       0.171073                 NaN  0.153335                 NaN            NaN            NaN
  1302.25        500.000                 NaN   99.5547                 NaN            NaN            NaN  0.122032       0.173116                 NaN  0.150159                 NaN            NaN            NaN
  1300.72        500.000                 NaN   99.5605                 NaN            NaN            NaN  0.120005       0.171211                 NaN  0.148254                 NaN            NaN            NaN
