|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1299.19        500.000                 NaN   99.5664                 NaN            NaN            NaN  0.118307       0.169038                 NaN  0.146210                 NaN            NaN            NaN
  1297.65        500.000                 NaN   99.5724                 NaN            NaN            NaN  0.167061       0.116347                 NaN  0.144145                 NaN            NaN            NaN
  1296.12        500.000                 NaN   99.5780                 NaN            NaN            NaN  0.114786       0.164963                 NaN  0.142219                 NaN            NaN            NaN
  1294.58        500.000                 NaN   99.5835                 NaN            NaN            NaN  0.113010       0.163097                 NaN  0.140350                 NaN            NaN            NaN
  1293.05        500.000                 NaN   99.5891                 NaN            NaN            NaN  0.161223       0.111214                 NaN  0.138479                 NaN            NaN            NaN
  1291.51        500.000                 NaN   99.5944                 NaN            NaN            NaN  0.159365       0.109569                 NaN  0.136654                 NaN            NaN            NaN
  1289.98        500.000                 NaN   99.5997                 NaN            NaN            NaN  0.157539       0.107949                 NaN  0.134859                 NaN            NaN            NaN
  1288.45        500.000                 NaN   99.6051                 NaN            NaN            NaN  0.155806       0.106097                 NaN  0.133041                 NaN            NaN            NaN
  1286.91        500.000                 NaN   99.6104                 NaN            NaN            NaN  0.104372       0.153986                 NaN  0.131267                 NaN            NaN            NaN
  1285.38        500.000                 NaN   99.6152                 NaN            NaN            NaN  0.102833       0.152383                 NaN  0.129598                 NaN            NaN            NaN
  1283.84        500.000                 NaN   99.6204                 NaN            NaN            NaN  0.101039       0.150695                 NaN  0.127876                 NaN            NaN            NaN
  1282.31        500.000                 NaN   99.6246                 NaN            NaN            NaN  0.993405E-001  0.149522                 NaN  0.126521                 NaN            NaN            NaN
  1280.77        500.000                 NaN   99.6302                 NaN            NaN            NaN  0.146940       0.984638E-001            NaN  0.124417                 NaN            NaN            NaN
  1279.24        500.000                 NaN   99.6345                 NaN            NaN            NaN  0.965938E-001  0.145889                 NaN  0.123041                 NaN            NaN            NaN
  1277.71        500.000                 NaN   96.2057                 NaN            NaN            NaN  0.531223       0.341691                 NaN  0.449028        2.47237                 NaN            NaN
  1276.17        500.000                 NaN   96.1498                 NaN            NaN            NaN  0.344166       0.526698                 NaN  0.449766        2.52954                 NaN            NaN
  1274.64        500.000                 NaN   96.3700                 NaN            NaN            NaN  0.491708       0.327027                 NaN  0.424388        2.38687                 NaN            NaN
  1273.10        500.000                 NaN   96.5684                 NaN            NaN            NaN  0.311509       0.460126                 NaN  0.401389        2.25857                 NaN            NaN
  1271.57        500.000                 NaN   96.7559                 NaN            NaN            NaN  0.430715       0.295740                 NaN  0.379422        2.13827                 NaN            NaN
  1270.03        500.000                 NaN   96.9221                 NaN            NaN            NaN  0.282816       0.404594                 NaN  0.360025        2.03048                 NaN            NaN
  1268.50        500.000                 NaN   97.0701                 NaN            NaN            NaN  0.271107       0.380935                 NaN  0.342604        1.93527                 NaN            NaN
  1266.97        500.000                 NaN   97.2047                 NaN            NaN            NaN  0.359716       0.260543                 NaN  0.326814        1.84828                 NaN            NaN
  1265.43        500.000                 NaN   97.3324                 NaN            NaN            NaN  0.250048       0.339740                 NaN  0.311668        1.76618                 NaN            NaN
  1263.90        500.000                 NaN   97.4477                 NaN            NaN            NaN  0.240740       0.321474                 NaN  0.297939        1.69219                 NaN            NaN
  1262.36        500.000                 NaN   97.5577                 NaN            NaN            NaN  0.304856       0.231535                 NaN  0.284917        1.62104                 NaN            NaN
  1260.83        500.000                 NaN   97.6580                 NaN            NaN            NaN  0.223438       0.288769                 NaN  0.272757        1.55703                 NaN            NaN
  1259.29        500.000                 NaN   97.7497                 NaN            NaN            NaN  0.274767       0.215688                 NaN  0.261838        1.49800                 NaN            NaN
  1257.76        500.000                 NaN   97.8385                 NaN            NaN            NaN  0.208379       0.261136                 NaN  0.251152        1.44085                 NaN            NaN
  1256.23        500.000                 NaN   97.9181                 NaN            NaN            NaN  0.201536       0.249037                 NaN  0.241572        1.38973                 NaN            NaN
  1254.69        500.000                 NaN   97.9964                 NaN            NaN            NaN  0.236628       0.195326                 NaN  0.232025        1.33958                 NaN            NaN
  1253.16        500.000                 NaN   98.0667                 NaN            NaN            NaN  0.189349       0.226083                 NaN  0.223522        1.29431                 NaN            NaN
  1251.62        500.000                 NaN   98.1346                 NaN            NaN            NaN  0.216156       0.182780                 NaN  0.215296        1.25117                 NaN            NaN
  1250.09        500.000                 NaN   98.2006                 NaN            NaN            NaN  0.205962       0.177784                 NaN  0.207168        1.20852                 NaN            NaN
  1248.55        500.000                 NaN   98.2577                 NaN            NaN            NaN  0.173360       0.197078                 NaN  0.200235        1.17166                 NaN            NaN
  1247.02        500.000                 NaN   98.3125                 NaN            NaN            NaN  0.168168       0.189287                 NaN  0.193637        1.13639                 NaN            NaN
  1245.49        500.000                 NaN   98.3687                 NaN            NaN            NaN  0.164384       0.180149                 NaN  0.186667        1.10013                 NaN            NaN
  1243.95        500.000                 NaN   98.4189                 NaN            NaN            NaN  0.159473       0.172992                 NaN  0.180464        1.06813                 NaN            NaN
  1242.42        500.000                 NaN   98.4647                 NaN            NaN            NaN  0.155801       0.166408                 NaN  0.175032        1.03808                 NaN            NaN
  1240.88        500.000                 NaN   98.5122                 NaN            NaN            NaN  0.151379       0.159596                 NaN  0.169031        1.00775                 NaN            NaN
  1239.35        500.000                 NaN   98.5549                 NaN            NaN            NaN  0.152487       0.148291                 NaN  0.163807       0.980520                 NaN            NaN
  1237.81        500.000                 NaN   98.5973                 NaN            NaN            NaN  0.146855       0.144504                 NaN  0.158605       0.952749                 NaN            NaN
  1236.28        500.000                 NaN   98.6368                 NaN            NaN            NaN  0.140476       0.141643                 NaN  0.153687       0.927419                 NaN            NaN
  1234.75        500.000                 NaN   98.6740                 NaN            NaN            NaN  0.134403       0.139092                 NaN  0.149097       0.903363                 NaN            NaN
  1233.21        500.000                 NaN   98.7095                 NaN            NaN            NaN  0.129285       0.136061                 NaN  0.144726       0.880444                 NaN            NaN
  1231.68        500.000                 NaN   98.7074                 NaN            NaN            NaN  0.148547       0.110957                 NaN  0.144323       0.883615       0.515769E-002            NaN
  1230.14        500.000                 NaN   98.5061                 NaN            NaN            NaN  0.251240       0.138844E-001            NaN  0.164997        1.02562       0.381286E-001            NaN
  1228.61        500.000                 NaN   98.5559                 NaN            NaN            NaN  0.242625       0.121874E-001            NaN  0.158613       0.994241       0.364715E-001            NaN
  1227.07        500.000                 NaN   98.6034                 NaN            NaN            NaN  0.234499       0.105367E-001            NaN  0.152545       0.964120       0.348807E-001            NaN
  1225.54        500.000                 NaN   98.6477                 NaN            NaN            NaN  0.824781E-002  0.227978                 NaN  0.146910       0.935759       0.333621E-001            NaN
  1224.01        500.000                 NaN   98.6903                 NaN            NaN            NaN  0.221352       0.640398E-002            NaN  0.141522       0.908514       0.319074E-001            NaN
  1222.47        500.000                 NaN   98.7311                 NaN            NaN            NaN  0.497205E-002  0.214548                 NaN  0.136347       0.882475       0.305452E-001            NaN
  1220.94        500.000                 NaN   94.2886                 NaN            NaN            NaN  0.481726                 NaN            NaN  0.448697        2.67397       0.648589E-001   2.04211     
  1219.40        500.000                 NaN   88.1510                 NaN            NaN            NaN  0.851707                 NaN            NaN  0.880508        5.11622       0.108544        4.89199     
  1217.87        500.000                 NaN   89.0550                 NaN            NaN            NaN  0.798040                 NaN            NaN  0.813534        4.71376       0.972879E-001   4.52236     
  1216.33        500.000                 NaN   89.7982                 NaN            NaN            NaN  0.755124                 NaN            NaN  0.758855        4.38215       0.879113E-001   4.21772     
  1214.80        500.000                 NaN   90.4267                 NaN            NaN            NaN  0.717535                 NaN            NaN  0.711588        4.10294       0.802766E-001   3.96095     
  1213.27        500.000                 NaN   90.9183                 NaN            NaN            NaN  0.694146                 NaN            NaN  0.678342        3.87920       0.728961E-001   3.75710     
  1211.73        500.000                 NaN   90.9501                 NaN            NaN  0.136579E-001  0.660608                 NaN            NaN  0.682744        3.84595       0.678274E-001   3.77915     
  1210.20        500.000                 NaN   90.9231                 NaN            NaN  0.279739E-001  0.627212                 NaN            NaN  0.691456        3.84131       0.636053E-001   3.82535     
  1208.66        500.000                 NaN   91.2887                 NaN            NaN  0.268876E-001  0.603823                 NaN            NaN  0.658745        3.68734       0.606102E-001   3.67391     
  1207.13        500.000                 NaN   91.6036                 NaN            NaN  0.257378E-001  0.582524                 NaN            NaN  0.630742        3.55567       0.578832E-001   3.54384     
  1205.59        500.000                 NaN   91.8489                 NaN            NaN  0.245958E-001  0.566455                 NaN            NaN  0.608457        3.45464       0.555312E-001   3.44144     
  1204.06        500.000                 NaN   92.0037                 NaN            NaN  0.236309E-001  0.556724                 NaN            NaN  0.592758        3.39239       0.537145E-001   3.37705     
  1202.53        500.000                 NaN   92.0694                 NaN            NaN  0.229560E-001  0.551700                 NaN            NaN  0.583634        3.37003       0.524359E-001   3.34982     
  1200.99        500.000                 NaN   92.0081                 NaN            NaN  0.225797E-001  0.554819                 NaN            NaN  0.583409        3.40355       0.518447E-001   3.37566     
  1199.46        500.000                 NaN   89.5433                 NaN            NaN  0.380945E-001  0.586559                 NaN            NaN  0.758199        4.46066       0.654008E-001   4.54781     
  1197.92        500.000                 NaN   90.4871                 NaN            NaN  0.256814E-001  0.672132                 NaN            NaN  0.669110        4.07153       0.591253E-001   4.01527     
  1196.39        500.000                 NaN   89.8862                 NaN            NaN  0.285573E-001  0.666413                 NaN            NaN  0.702473        4.38695       0.614799E-001   4.26792     
  1194.85        500.000                 NaN   88.4096                 NaN            NaN  0.252722E-001  0.864246                 NaN            NaN  0.790953        5.08071       0.673511E-001   4.76186     
  1193.32        500.000                 NaN   66.8175                 NaN            NaN  0.962756E-001   1.92446                 NaN            NaN   2.20043        14.7333       0.178307        14.0497     
  1191.79        500.000                 NaN            NaN            NaN            NaN  0.282601        5.75285                 NaN            NaN   6.45294        44.4377       0.517829        42.5561     
  1190.25        500.000                 NaN            NaN            NaN            NaN  0.270167        5.82436                 NaN            NaN   6.45914        44.4127       0.514133        42.5195     
  1188.72        500.000                 NaN            NaN            NaN            NaN  0.261943        5.87194                 NaN            NaN   6.46470        44.3943       0.512085        42.4950     
  1187.18        500.000                 NaN            NaN            NaN            NaN  0.253021        5.92355                 NaN            NaN   6.47077        44.3746       0.509848        42.4683     
  1185.65        500.000                 NaN            NaN            NaN            NaN  0.243110        5.98095                 NaN            NaN   6.47755        44.3526       0.507333        42.4384     
  1184.11        500.000                 NaN            NaN            NaN            NaN  0.233177        6.03812                 NaN            NaN   6.48431        44.3312       0.504852        42.4083     
  1182.58        500.000                 NaN            NaN            NaN            NaN  0.221039        6.10828                 NaN            NaN   6.49267        44.3047       0.501758        42.3715     
  1181.05        500.000                 NaN            NaN            NaN            NaN  0.208197        6.18212                 NaN            NaN   6.50148        44.2774       0.498501        42.3323     
  1179.51        500.000                 NaN            NaN            NaN            NaN  0.193869        6.26452                 NaN            NaN   6.51133        44.2470       0.494853        42.2884     
  1177.98        500.000                 NaN            NaN            NaN            NaN  0.222011        6.10067                 NaN            NaN   6.48797        44.3101       0.504083        42.3751     
  1176.44        500.000                 NaN            NaN            NaN            NaN  0.164235        6.44936                 NaN            NaN   6.54336        44.1582       0.484085        42.2007     
  1174.91        500.000                 NaN            NaN            NaN            NaN  0.139316        6.57647                 NaN            NaN   6.54864        44.1349       0.481022        42.1197     
  1173.37        500.000                 NaN            NaN            NaN            NaN  0.119519        6.68748                 NaN            NaN   6.56285        44.0941       0.476511        42.0595     
  1171.84        500.000                 NaN            NaN            NaN            NaN  0.792433E-001   6.91934                 NaN            NaN   6.58951        44.0141       0.465764        41.9320     
  1170.31        500.000                 NaN            NaN            NaN            NaN  0.465232E-001   7.10384                 NaN            NaN   6.61081        43.9518       0.457733        41.8292     
  1168.77        500.000                 NaN            NaN            NaN            NaN            NaN   7.36638                 NaN            NaN   6.64118        43.8637       0.446305        41.6824     
  1167.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.31579        6.04728                 NaN   6.63882        43.8690       0.447296        41.6818     
  1165.70        500.000                 NaN            NaN            NaN            NaN            NaN   3.23986        4.11645                 NaN   6.63362        43.8808       0.449213        41.6800     
  1164.17        500.000                 NaN            NaN            NaN            NaN            NaN   7.36380                 NaN            NaN   6.64057        43.8638       0.446890        41.6850     
  1162.63        500.000                 NaN            NaN            NaN            NaN            NaN   7.37568                 NaN            NaN   6.64879        43.8427       0.444100        41.6887     
  1161.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.46505        2.89139                 NaN   6.63422        43.8775       0.449524        41.6823     
  1159.57        500.000                 NaN            NaN            NaN            NaN            NaN   3.96264        3.39827                 NaN   6.63841        43.8679       0.448191        41.6845     
  1158.03        500.000                 NaN            NaN            NaN            NaN            NaN   6.08753        1.26431                 NaN   6.63179        43.8836       0.450822        41.6820     
  1156.50        500.000                 NaN            NaN            NaN            NaN            NaN   7.34768                 NaN            NaN   6.62941        43.8893       0.451878        41.6817     
  1154.96        500.000                 NaN            NaN            NaN            NaN            NaN   7.34937                 NaN            NaN   6.63082        43.8852       0.451484        41.6831     
  1153.43        500.000                 NaN            NaN            NaN            NaN            NaN   7.07912       0.271200                 NaN   6.63159        43.8827       0.451322        41.6841     
  1151.89        500.000                 NaN            NaN            NaN            NaN            NaN   7.35269                 NaN            NaN   6.63359        43.8772       0.450705        41.6858     
  1150.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.18740       0.166470                 NaN   6.63462        43.8741       0.450450        41.6869     
  1148.83        500.000                 NaN            NaN            NaN            NaN            NaN   7.35733                 NaN            NaN   6.63734        43.8668       0.449569        41.6890     
  1147.29        500.000                 NaN            NaN            NaN            NaN            NaN   7.35836                 NaN            NaN   6.63826        43.8638       0.449351        41.6902     
  1145.76        500.000                 NaN            NaN            NaN            NaN            NaN   7.33737       0.223223E-001            NaN   6.63948        43.8605       0.448996        41.6913     
  1144.22        500.000                 NaN            NaN            NaN            NaN            NaN   7.28272       0.791179E-001            NaN   6.64124        43.8555       0.448445        41.6930     
  1142.69        500.000                 NaN            NaN            NaN            NaN            NaN   7.22902       0.134966                 NaN   6.64301        43.8505       0.447891        41.6946     
  1141.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.36880                 NaN            NaN   6.64682        43.8405       0.446651        41.6972     
  1139.62        500.000                 NaN            NaN            NaN            NaN            NaN   7.12291       0.245393                 NaN   6.64661        43.8405       0.446772        41.6978     
  1138.09        500.000                 NaN            NaN            NaN            NaN            NaN   7.07389       0.296462                 NaN   6.64842        43.8357       0.446212        41.6993     
  1136.55        500.000                 NaN            NaN            NaN            NaN            NaN   7.02081       0.351757                 NaN   6.65022        43.8306       0.445652        41.7009     
  1135.02        500.000                 NaN            NaN            NaN            NaN            NaN   6.96861       0.406126                 NaN   6.65206        43.8256       0.445083        41.7025     
  1133.48        500.000                 NaN            NaN            NaN            NaN            NaN   7.38382                 NaN            NaN   6.65933        43.8075       0.442603        41.7067     
  1131.95        500.000                 NaN            NaN            NaN            NaN            NaN   6.86073       0.518426                 NaN   6.65577        43.8154       0.443933        41.7057     
  1130.41        500.000                 NaN            NaN            NaN            NaN            NaN   6.80632       0.575025                 NaN   6.65762        43.8103       0.443356        41.7073     
  1128.88        500.000                 NaN            NaN            NaN            NaN            NaN   6.75306       0.630548                 NaN   6.65948        43.8052       0.442775        41.7089     
  1127.35        500.000                 NaN            NaN            NaN            NaN            NaN   6.69849       0.687357                 NaN   6.66137        43.8000       0.442191        41.7106     
  1125.81        500.000                 NaN            NaN            NaN            NaN            NaN   7.39915                 NaN            NaN   6.67221        43.7739       0.438442        41.7163     
  1124.28        500.000                 NaN            NaN            NaN            NaN            NaN   6.58919       0.801179                 NaN   6.66516        43.7897       0.441011        41.7138     
  1122.74        500.000                 NaN            NaN            NaN            NaN            NaN   6.53417       0.858496                 NaN   6.66708        43.7845       0.440414        41.7154     
  1121.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.47891       0.916052                 NaN   6.66902        43.7792       0.439811        41.7170     
  1119.67        500.000                 NaN            NaN            NaN            NaN            NaN   6.42361       0.973654                 NaN   6.67093        43.7740       0.439212        41.7186     
  1118.14        500.000                 NaN            NaN            NaN            NaN            NaN   7.41735                 NaN            NaN   6.68670        43.7349       0.433938        41.7271     
  1116.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.31221        1.08972                 NaN   6.67484        43.7634       0.437996        41.7218     
  1115.07        500.000                 NaN            NaN            NaN            NaN            NaN   7.42299                 NaN            NaN   6.69161        43.7230       0.432243        41.7302     
  1113.54        500.000                 NaN            NaN            NaN            NaN            NaN   7.42606                 NaN            NaN   6.69421        43.7163       0.431416        41.7321     
  1112.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.14332        1.26569                 NaN   6.68079        43.7473       0.436144        41.7267     
  1110.47        500.000                 NaN            NaN            NaN            NaN            NaN   7.42410                 NaN            NaN   6.69266        43.7182       0.432147        41.7329     
  1108.93        500.000                 NaN            NaN            NaN            NaN            NaN   7.42707                 NaN            NaN   6.69513        43.7117       0.431361        41.7347     
  1107.40        500.000                 NaN            NaN            NaN            NaN            NaN   7.43006                 NaN            NaN   6.69762        43.7052       0.430569        41.7366     
  1105.87        500.000                 NaN            NaN            NaN            NaN            NaN   7.43308                 NaN            NaN   6.70013        43.6986       0.429771        41.7384     
  1104.33        500.000                 NaN            NaN            NaN            NaN            NaN   7.43607                 NaN            NaN   6.70265        43.6921       0.428967        41.7402     
  1102.80        500.000                 NaN            NaN            NaN            NaN            NaN   6.31316        1.11799                 NaN   6.69854        43.7004       0.430472        41.7394     
  1101.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.44221                 NaN            NaN   6.70776        43.6788       0.427340        41.7439     
  1099.73        500.000                 NaN            NaN            NaN            NaN            NaN   5.65830        1.77047                 NaN   6.69731        43.7031       0.430983        41.7398     
  1098.19        500.000                 NaN            NaN            NaN            NaN            NaN   7.44843                 NaN            NaN   6.71294        43.6653       0.425688        41.7476     
  1096.66        500.000                 NaN            NaN            NaN            NaN            NaN   7.45158                 NaN            NaN   6.71556        43.6586       0.424852        41.7495     
  1095.13        500.000                 NaN            NaN            NaN            NaN            NaN   5.46023        1.97633                 NaN   6.70378        43.6859       0.428953        41.7448     
  1093.59        500.000                 NaN            NaN            NaN            NaN            NaN   7.45795                 NaN            NaN   6.72085        43.6449       0.423158        41.7532     
  1092.06        500.000                 NaN            NaN            NaN            NaN            NaN   5.32254        2.11931                 NaN   6.70818        43.6743       0.427573        41.7481     
  1090.52        500.000                 NaN            NaN            NaN            NaN            NaN   7.46442                 NaN            NaN   6.72624        43.6310       0.421434        41.7569     
  1088.99        500.000                 NaN            NaN            NaN            NaN            NaN   5.17845        2.26875                 NaN   6.71265        43.6625       0.426168        41.7515     
  1087.45        500.000                 NaN            NaN            NaN            NaN            NaN   7.47102                 NaN            NaN   6.73172        43.6169       0.419677        41.7607     
  1085.92        500.000                 NaN            NaN            NaN            NaN            NaN   5.70273        1.75968                 NaN   6.72438        43.6323       0.422316        41.7586     
  1084.39        500.000                 NaN            NaN            NaN            NaN            NaN   5.63739        1.82799                 NaN   6.72683        43.6258       0.421540        41.7604     
  1082.85        500.000                 NaN            NaN            NaN            NaN            NaN   7.47943                 NaN            NaN   6.73880        43.5984       0.417428        41.7659     
  1081.32        500.000                 NaN            NaN            NaN            NaN            NaN   4.79591        2.66524                 NaN   6.72417        43.6322       0.422536        41.7600     
  1079.78        500.000                 NaN            NaN            NaN            NaN            NaN   5.42440        2.05004                 NaN   6.73429        43.6064       0.419176        41.7657     
  1078.25        500.000                 NaN            NaN            NaN            NaN            NaN   1.70644        5.77819                 NaN   6.74363        43.5858       0.415908        41.7700     
  1076.71        500.000                 NaN            NaN            NaN            NaN            NaN   1.82732        5.65988                 NaN   6.74569        43.5802       0.415273        41.7716     
  1075.18        500.000                 NaN            NaN            NaN            NaN            NaN   1.95278        5.53702                 NaN   6.74777        43.5746       0.414632        41.7732     
  1073.65        500.000                 NaN            NaN            NaN            NaN            NaN   6.28183        1.16932       0.722150E-004   6.71536        43.6458       0.425178        41.7625     
  1072.11        500.000                 NaN            NaN            NaN            NaN            NaN   6.26155        1.19176       0.638755E-004   6.71716        43.6409       0.424617        41.7640     
  1070.58        500.000                 NaN            NaN            NaN            NaN            NaN   6.24148        1.21405                 NaN   6.71897        43.6359       0.424055        41.7655     
  1069.04        500.000                 NaN            NaN            NaN            NaN            NaN   6.22154        1.23611       0.498825E-004   6.72079        43.6310       0.423491        41.7671     
  1067.51        500.000                 NaN            NaN            NaN            NaN            NaN   6.20181        1.25802       0.440686E-004   6.72261        43.6260       0.422925        41.7686     
  1065.97        500.000                 NaN            NaN            NaN            NaN            NaN   6.18228        1.27974       0.389219E-004   6.72443        43.6210       0.422358        41.7701     
  1064.44        500.000                 NaN            NaN            NaN            NaN            NaN   6.16291        1.30129       0.343540E-004   6.72627        43.6160       0.421788        41.7717     
  1062.91        500.000                 NaN            NaN            NaN            NaN            NaN   6.14376        1.32265       0.304451E-004   6.72811        43.6111       0.421217        41.7732     
  1061.37        500.000                 NaN            NaN            NaN            NaN            NaN   6.12482        1.34379       0.269240E-004   6.72995        43.6060       0.420644        41.7747     
  1059.84        500.000                 NaN            NaN            NaN            NaN            NaN   6.10606        1.36476       0.238155E-004   6.73180        43.6010       0.420069        41.7763     
  1058.30        500.000                 NaN            NaN            NaN            NaN            NaN   6.08750        1.38554       0.210872E-004   6.73365        43.5960       0.419493        41.7778     
  1056.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.06916        1.40611       0.187056E-004   6.73551        43.5910       0.418915        41.7793     
  1055.23        500.000                 NaN            NaN            NaN            NaN            NaN   6.05100        1.42649       0.166132E-004   6.73737        43.5859       0.418335        41.7809     
  1053.70        500.000                 NaN            NaN            NaN            NaN            NaN   6.03307        1.44666       0.147908E-004   6.73924        43.5809       0.417754        41.7824     
  1052.17        500.000                 NaN            NaN            NaN            NaN            NaN   6.01534        1.46663       0.131951E-004   6.74111        43.5758       0.417171        41.7839     
  1050.63        500.000                 NaN            NaN            NaN            NaN            NaN   5.99781        1.48641       0.118005E-004   6.74299        43.5707       0.416586        41.7855     
  1049.10        500.000                 NaN            NaN            NaN            NaN            NaN   5.98049        1.50598       0.105803E-004   6.74488        43.5657       0.416000        41.7870     
  1047.56        500.000                 NaN            NaN            NaN            NaN            NaN   5.96337        1.52535       0.951237E-005   6.74676        43.5606       0.415413        41.7885     
  1046.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.94647        1.54452       0.857661E-005   6.74866        43.5555       0.414824        41.7901     
  1044.49        500.000                 NaN            NaN            NaN            NaN            NaN   5.92977        1.56349       0.775433E-005   6.75055        43.5504       0.414233        41.7916     
  1042.96        500.000                 NaN            NaN            NaN            NaN            NaN   5.91154        1.58396       0.693813E-005   6.75242        43.5453       0.413655        41.7931     
  1041.43        500.000                 NaN            NaN            NaN            NaN            NaN   5.89286        1.60488       0.619893E-005   6.75428        43.5402       0.413081        41.7947     
  1039.89        500.000                 NaN            NaN            NaN            NaN            NaN   5.87444        1.62554       0.556145E-005   6.75614        43.5352       0.412506        41.7962     
  1038.36        500.000                 NaN            NaN            NaN            NaN            NaN   5.85629        1.64594       0.500909E-005   6.75801        43.5301       0.411929        41.7977     
  1036.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.38063        3.88500        1.27741        6.79125        43.4557       0.401229        41.8087     
  1035.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.58122        3.55353        1.40852        6.79160        43.4543       0.401155        41.8097     
  1033.75        500.000                 NaN            NaN            NaN            NaN            NaN   2.78393        3.23160        1.52799        6.79199        43.4527       0.401072        41.8107     
  1032.22        500.000                 NaN            NaN            NaN            NaN            NaN   2.61347        3.55698        1.36882        6.78852        43.4589       0.402271        41.8110     
  1030.69        500.000                 NaN            NaN            NaN            NaN            NaN   5.76944        1.74412       0.684388E-005   6.76740        43.5046       0.409026        41.8054     
  1029.15        500.000                 NaN            NaN            NaN            NaN            NaN   5.75283        1.76302       0.667711E-005   6.76929        43.4994       0.408442        41.8070     
  1027.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.05076        5.59931       0.902635        6.79737        43.4323       0.399411        41.8182     
  1026.08        500.000                 NaN            NaN            NaN            NaN            NaN  0.694829        6.88524                 NaN   6.81740        43.3840       0.392809        41.8257     
  1024.55        500.000                 NaN            NaN            NaN            NaN            NaN   6.73939       0.841344                 NaN   6.81824        43.3816       0.392585        41.8269     
  1023.01        500.000                 NaN            NaN            NaN            NaN            NaN   6.66456       0.918218                 NaN   6.81980        43.3769       0.392112        41.8284     
  1021.48        500.000                 NaN            NaN            NaN            NaN            NaN   5.67338        1.85396                 NaN   6.77882        43.4737       0.405501        41.8147     
  1019.95        500.000                 NaN            NaN            NaN            NaN            NaN   6.43492        1.15060                 NaN   6.82420        43.3671       0.391268        41.8319     
  1018.41        500.000                 NaN            NaN            NaN            NaN            NaN   6.47091        1.11781                 NaN   6.82443        43.3633       0.390709        41.8328     
  1016.88        500.000                 NaN            NaN            NaN            NaN            NaN   6.10301        1.47329                 NaN   6.81566        43.3838       0.393620        41.8306     
  1015.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.24794        6.34521                 NaN   6.82750        43.3536       0.389785        41.8360     
  1013.81        500.000                 NaN            NaN            NaN            NaN            NaN   1.31014        6.28493                 NaN   6.82898        43.3492       0.389342        41.8374     
  1012.27        500.000                 NaN            NaN            NaN            NaN            NaN   1.36716        6.22964                 NaN   6.83038        43.3450       0.388930        41.8388     
  1010.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.56482        1.98060                 NaN   6.79299        43.4343       0.401209        41.8261     
  1009.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.72273        1.83062                 NaN   6.79892        43.4192       0.399255        41.8293     
  1007.67        500.000                 NaN            NaN            NaN            NaN            NaN   5.67605        1.87874                 NaN   6.80016        43.4156       0.398897        41.8306     
  1006.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.63123        1.92504                 NaN   6.80143        43.4119       0.398530        41.8319     
  1004.60        500.000                 NaN            NaN            NaN            NaN            NaN   5.58795        1.96981                 NaN   6.80273        43.4082       0.398155        41.8331     
  1003.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.68303       0.687526        2.19890        6.81385        43.3860       0.394589        41.8361     
  1001.53        500.000                 NaN            NaN            NaN            NaN            NaN   5.49868        2.04971                 NaN   6.80000        43.4189       0.399459        41.8333     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.50581       0.868845        2.20105        6.81849        43.3730       0.393155        41.8397     
