|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1299.19        500.000                 NaN   99.4541                 NaN            NaN            NaN  0.157710       0.229845                 NaN  0.158321                 NaN            NaN            NaN
  1297.65        500.000                 NaN   99.4612                 NaN            NaN            NaN  0.227380       0.155238                 NaN  0.156195                 NaN            NaN            NaN
  1296.12        500.000                 NaN   99.4677                 NaN            NaN            NaN  0.153327       0.224791                 NaN  0.154218                 NaN            NaN            NaN
  1294.58        500.000                 NaN   99.4741                 NaN            NaN            NaN  0.151124       0.222493                 NaN  0.152297                 NaN            NaN            NaN
  1293.05        500.000                 NaN   99.4806                 NaN            NaN            NaN  0.220180       0.148882                 NaN  0.150372                 NaN            NaN            NaN
  1291.51        500.000                 NaN   99.4868                 NaN            NaN            NaN  0.217881       0.146838                 NaN  0.148493                 NaN            NaN            NaN
  1289.98        500.000                 NaN   99.4929                 NaN            NaN            NaN  0.215611       0.144821                 NaN  0.146643                 NaN            NaN            NaN
  1288.45        500.000                 NaN   99.4993                 NaN            NaN            NaN  0.213466       0.142487                 NaN  0.144765                 NaN            NaN            NaN
  1286.91        500.000                 NaN   99.5056                 NaN            NaN            NaN  0.140302       0.211172                 NaN  0.142932                 NaN            NaN            NaN
  1285.38        500.000                 NaN   99.5112                 NaN            NaN            NaN  0.138388       0.209215                 NaN  0.141210                 NaN            NaN            NaN
  1283.84        500.000                 NaN   99.5174                 NaN            NaN            NaN  0.136103       0.207104                 NaN  0.139427                 NaN            NaN            NaN
  1282.31        500.000                 NaN   99.5223                 NaN            NaN            NaN  0.133965       0.205701                 NaN  0.138041                 NaN            NaN            NaN
  1280.77        500.000                 NaN   99.5288                 NaN            NaN            NaN  0.202388       0.132940                 NaN  0.135835                 NaN            NaN            NaN
  1279.24        500.000                 NaN   99.5339                 NaN            NaN            NaN  0.130551       0.201139                 NaN  0.134421                 NaN            NaN            NaN
  1277.71        500.000                 NaN   95.8139                 NaN            NaN            NaN  0.731516       0.461239                 NaN  0.489575        2.50372                 NaN            NaN
  1276.17        500.000                 NaN   95.7526                 NaN            NaN            NaN  0.465485       0.726795                 NaN  0.490884        2.56426                 NaN            NaN
  1274.64        500.000                 NaN   95.9902                 NaN            NaN            NaN  0.680074       0.443297                 NaN  0.463770        2.42268                 NaN            NaN
  1273.10        500.000                 NaN   96.2047                 NaN            NaN            NaN  0.423123       0.637699                 NaN  0.439178        2.29528                 NaN            NaN
  1271.57        500.000                 NaN   96.4082                 NaN            NaN            NaN  0.598046       0.402437                 NaN  0.415644        2.17565                 NaN            NaN
  1270.03        500.000                 NaN   96.5880                 NaN            NaN            NaN  0.385691       0.563020                 NaN  0.394855        2.06840                 NaN            NaN
  1268.50        500.000                 NaN   96.7486                 NaN            NaN            NaN  0.370451       0.531119                 NaN  0.376176        1.97365                 NaN            NaN
  1266.97        500.000                 NaN   96.8944                 NaN            NaN            NaN  0.502559       0.356745                 NaN  0.359237        1.88703                 NaN            NaN
  1265.43        500.000                 NaN   97.0333                 NaN            NaN            NaN  0.343034       0.475525                 NaN  0.342962        1.80518                 NaN            NaN
  1263.90        500.000                 NaN   97.1587                 NaN            NaN            NaN  0.330870       0.450778                 NaN  0.328204        1.73141                 NaN            NaN
  1262.36        500.000                 NaN   97.2783                 NaN            NaN            NaN  0.428285       0.318833                 NaN  0.314188        1.66035                 NaN            NaN
  1260.83        500.000                 NaN   97.3878                 NaN            NaN            NaN  0.308242       0.406417                 NaN  0.301086        1.59643                 NaN            NaN
  1259.29        500.000                 NaN   97.4877                 NaN            NaN            NaN  0.387390       0.298115                 NaN  0.289322        1.53744                 NaN            NaN
  1257.76        500.000                 NaN   97.5846                 NaN            NaN            NaN  0.288524       0.368795                 NaN  0.277787        1.48025                 NaN            NaN
  1256.23        500.000                 NaN   97.6716                 NaN            NaN            NaN  0.279578       0.352310                 NaN  0.267448        1.42911                 NaN            NaN
  1254.69        500.000                 NaN   97.7573                 NaN            NaN            NaN  0.335298       0.271419                 NaN  0.257123        1.37886                 NaN            NaN
  1253.16        500.000                 NaN   97.8341                 NaN            NaN            NaN  0.263595       0.320893                 NaN  0.247929        1.33349                 NaN            NaN
  1251.62        500.000                 NaN   97.9086                 NaN            NaN            NaN  0.307247       0.254837                 NaN  0.239024        1.29024                 NaN            NaN
  1250.09        500.000                 NaN   97.9809                 NaN            NaN            NaN  0.293256       0.248301                 NaN  0.230206        1.24738                 NaN            NaN
  1248.55        500.000                 NaN   98.0433                 NaN            NaN            NaN  0.242598       0.281055                 NaN  0.222696        1.21040                 NaN            NaN
  1247.02        500.000                 NaN   98.1034                 NaN            NaN            NaN  0.235736       0.270348                 NaN  0.215544        1.17498                 NaN            NaN
  1245.49        500.000                 NaN   98.1651                 NaN            NaN            NaN  0.230836       0.257660                 NaN  0.207963        1.13847                 NaN            NaN
  1243.95        500.000                 NaN   98.2204                 NaN            NaN            NaN  0.224279       0.247786                 NaN  0.201221        1.10629                 NaN            NaN
  1242.42        500.000                 NaN   98.2704                 NaN            NaN            NaN  0.219532       0.238722                 NaN  0.195324        1.07606                 NaN            NaN
  1240.88        500.000                 NaN   98.3229                 NaN            NaN            NaN  0.213617       0.229266                 NaN  0.188781        1.04546                 NaN            NaN
  1239.35        500.000                 NaN   98.3700                 NaN            NaN            NaN  0.219302       0.209597                 NaN  0.183092        1.01804                 NaN            NaN
  1237.81        500.000                 NaN   98.4164                 NaN            NaN            NaN  0.211539       0.204605                 NaN  0.177417       0.989991                 NaN            NaN
  1236.28        500.000                 NaN   98.4601                 NaN            NaN            NaN  0.202589       0.200864                 NaN  0.172049       0.964420                 NaN            NaN
  1234.75        500.000                 NaN   98.5012                 NaN            NaN            NaN  0.194065       0.197590                 NaN  0.167037       0.940129                 NaN            NaN
  1233.21        500.000                 NaN   98.5403                 NaN            NaN            NaN  0.186904       0.193595                 NaN  0.162262       0.916967                 NaN            NaN
  1231.68        500.000                 NaN   98.5349                 NaN            NaN            NaN  0.211651       0.160614                 NaN  0.161926       0.920936       0.992378E-002            NaN
  1230.14        500.000                 NaN   98.2931                 NaN            NaN            NaN  0.358520       0.201237E-001            NaN  0.185241        1.06963       0.734109E-001            NaN
  1228.61        500.000                 NaN   98.3489                 NaN            NaN            NaN  0.346769       0.176914E-001            NaN  0.178269        1.03805       0.702990E-001            NaN
  1227.07        500.000                 NaN   98.4024                 NaN            NaN            NaN  0.335681       0.153184E-001            NaN  0.171633        1.00768       0.673061E-001            NaN
  1225.54        500.000                 NaN   98.4521                 NaN            NaN            NaN  0.120099E-001  0.326912                 NaN  0.165466       0.979063       0.644443E-001            NaN
  1224.01        500.000                 NaN   98.4999                 NaN            NaN            NaN  0.317945       0.933961E-002            NaN  0.159560       0.951534       0.616984E-001            NaN
  1222.47        500.000                 NaN   98.5459                 NaN            NaN            NaN  0.726176E-002  0.308643                 NaN  0.153878       0.925186       0.591246E-001            NaN
  1220.94        500.000                 NaN   93.7414                 NaN            NaN            NaN  0.691109                 NaN            NaN  0.504646        2.79361       0.125114        2.14415     
  1219.40        500.000                 NaN   87.1670                 NaN            NaN            NaN   1.21749                 NaN            NaN  0.984802        5.31471       0.208224        5.10775     
  1217.87        500.000                 NaN   88.1349                 NaN            NaN            NaN   1.14355                 NaN            NaN  0.910526        4.89932       0.186765        4.72494     
  1216.33        500.000                 NaN   88.9314                 NaN            NaN            NaN   1.08447                 NaN            NaN  0.849804        4.55650       0.168862        4.40898     
  1214.80        500.000                 NaN   89.6063                 NaN            NaN            NaN   1.03230                 NaN            NaN  0.797246        4.26749       0.154273        4.14237     
  1213.27        500.000                 NaN   90.1324                 NaN            NaN            NaN   1.00128                 NaN            NaN  0.760268        4.03547       0.140142        3.93046     
  1211.73        500.000                 NaN   90.1553                 NaN            NaN  0.427120E-001  0.952737                 NaN            NaN  0.765212        4.00014       0.130402        3.95345     
  1210.20        500.000                 NaN   90.1139                 NaN            NaN  0.874988E-001  0.903966                 NaN            NaN  0.775092        3.99497       0.122305        4.00225     
  1208.66        500.000                 NaN   90.5073                 NaN            NaN  0.841599E-001  0.870413                 NaN            NaN  0.738913        3.83639       0.116625        3.84622     
  1207.13        500.000                 NaN   90.8471                 NaN            NaN  0.806144E-001  0.840003                 NaN            NaN  0.707942        3.70065       0.111450        3.71224     
  1205.59        500.000                 NaN   91.1122                 NaN            NaN  0.770837E-001  0.817174                 NaN            NaN  0.683308        3.59637       0.106983        3.60686     
  1204.06        500.000                 NaN   91.2800                 NaN            NaN  0.740975E-001  0.803446                 NaN            NaN  0.665992        3.53197       0.103534        3.54094     
  1202.53        500.000                 NaN   91.3521                 NaN            NaN  0.720121E-001  0.796458                 NaN            NaN  0.655996        3.50865       0.101111        3.51364     
  1200.99        500.000                 NaN   91.2877                 NaN            NaN  0.708540E-001  0.801151                 NaN            NaN  0.655920        3.54283       0.100000        3.54158     
  1199.46        500.000                 NaN   88.6660                 NaN            NaN  0.119314       0.844413                 NaN            NaN  0.850801        4.63148       0.125908        4.76206     
  1197.92        500.000                 NaN   89.6482                 NaN            NaN  0.805103E-001  0.969189                 NaN            NaN  0.751497        4.22866       0.113930        4.20802     
  1196.39        500.000                 NaN   89.0193                 NaN            NaN  0.895203E-001  0.960452                 NaN            NaN  0.788887        4.55118       0.118457        4.47219     
  1194.85        500.000                 NaN   87.4176                 NaN            NaN  0.791452E-001   1.24332                 NaN            NaN  0.887351        5.25834       0.129640        4.98456     
  1193.32        500.000                 NaN   64.8452                 NaN            NaN  0.296005        2.71934                 NaN            NaN   2.42345        14.9418       0.336942        14.4373     
  1191.79        500.000                 NaN            NaN            NaN            NaN  0.821054        7.67750                 NaN            NaN   6.71557        42.5408       0.924655        41.3205     
  1190.25        500.000                 NaN            NaN            NaN            NaN  0.784906        7.78052                 NaN            NaN   6.72155        42.5143       0.918010        41.2808     
  1188.72        500.000                 NaN            NaN            NaN            NaN  0.761022        7.84741                 NaN            NaN   6.72712        42.4958       0.914342        41.2543     
  1187.18        500.000                 NaN            NaN            NaN            NaN  0.735104        7.91995                 NaN            NaN   6.73320        42.4758       0.910335        41.2256     
  1185.65        500.000                 NaN            NaN            NaN            NaN  0.706310        8.00059                 NaN            NaN   6.73999        42.4536       0.905827        41.1937     
  1184.11        500.000                 NaN            NaN            NaN            NaN  0.677452        8.08090                 NaN            NaN   6.74677        42.4319       0.901380        41.1616     
  1182.58        500.000                 NaN            NaN            NaN            NaN  0.642180        8.17954                 NaN            NaN   6.75512        42.4049       0.895827        41.1224     
  1181.05        500.000                 NaN            NaN            NaN            NaN  0.604864        8.28344                 NaN            NaN   6.76392        42.3769       0.889982        41.0809     
  1179.51        500.000                 NaN            NaN            NaN            NaN  0.563225        8.39927                 NaN            NaN   6.77376        42.3458       0.883435        41.0345     
  1177.98        500.000                 NaN            NaN            NaN            NaN  0.645130        8.16404                 NaN            NaN   6.75072        42.4150       0.900099        41.1250     
  1176.44        500.000                 NaN            NaN            NaN            NaN  0.477110        8.65458                 NaN            NaN   6.80620        42.2564       0.864135        40.9415     
  1174.91        500.000                 NaN            NaN            NaN            NaN  0.404695        8.83818                 NaN            NaN   6.81100        42.2301       0.858595        40.8574     
  1173.37        500.000                 NaN            NaN            NaN            NaN  0.347174        8.99416                 NaN            NaN   6.82524        42.1883       0.850495        40.7946     
  1171.84        500.000                 NaN            NaN            NaN            NaN  0.230149        9.32029                 NaN            NaN   6.85170        42.1045       0.831176        40.6621     
  1170.31        500.000                 NaN            NaN            NaN            NaN  0.135105        9.58036                 NaN            NaN   6.87288        42.0395       0.816744        40.5554     
  1168.77        500.000                 NaN            NaN            NaN            NaN            NaN   9.94999                 NaN            NaN   6.90304        41.9472       0.796208        40.4036     
  1167.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.76462        8.18008                 NaN   6.90076        41.9538       0.798011        40.4027     
  1165.70        500.000                 NaN            NaN            NaN            NaN            NaN   4.34842        5.58630                 NaN   6.89559        41.9671       0.801475        40.4011     
  1164.17        500.000                 NaN            NaN            NaN            NaN            NaN   9.94731                 NaN            NaN   6.90257        41.9496       0.797319        40.4032     
  1162.63        500.000                 NaN            NaN            NaN            NaN            NaN   9.96106                 NaN            NaN   6.91111        41.9299       0.792356        40.4055     
  1161.10        500.000                 NaN            NaN            NaN            NaN            NaN   6.00888        3.92487                 NaN   6.89645        41.9669       0.802104        40.4008     
  1159.57        500.000                 NaN            NaN            NaN            NaN            NaN   5.33866        4.60107                 NaN   6.90079        41.9581       0.799741        40.4016     
  1158.03        500.000                 NaN            NaN            NaN            NaN            NaN   8.21188        1.71505                 NaN   6.89414        41.9751       0.804480        40.3993     
  1156.50        500.000                 NaN            NaN            NaN            NaN            NaN   9.92179                 NaN            NaN   6.89177        41.9817       0.806391        40.3983     
  1154.96        500.000                 NaN            NaN            NaN            NaN            NaN   9.92374                 NaN            NaN   6.89328        41.9786       0.805710        40.3987     
  1153.43        500.000                 NaN            NaN            NaN            NaN            NaN   9.56117       0.363242                 NaN   6.89417        41.9771       0.805446        40.3988     
  1151.89        500.000                 NaN            NaN            NaN            NaN            NaN   9.92754                 NaN            NaN   6.89626        41.9725       0.804365        40.3994     
  1150.36        500.000                 NaN            NaN            NaN            NaN            NaN   9.70556       0.223110                 NaN   6.89740        41.9704       0.803933        40.3996     
  1148.83        500.000                 NaN            NaN            NaN            NaN            NaN   9.93309                 NaN            NaN   6.90024        41.9639       0.802378        40.4004     
  1147.29        500.000                 NaN            NaN            NaN            NaN            NaN   9.93424                 NaN            NaN   6.90125        41.9619       0.802010        40.4006     
  1145.76        500.000                 NaN            NaN            NaN            NaN            NaN   9.90522       0.304489E-001            NaN   6.90258        41.9596       0.801400        40.4008     
  1144.22        500.000                 NaN            NaN            NaN            NaN            NaN   9.83048       0.107872                 NaN   6.90444        41.9555       0.800437        40.4013     
  1142.69        500.000                 NaN            NaN            NaN            NaN            NaN   9.75702       0.183999                 NaN   6.90632        41.9514       0.799468        40.4018     
  1141.15        500.000                 NaN            NaN            NaN            NaN            NaN   9.94734                 NaN            NaN   6.91026        41.9422       0.797268        40.4030     
  1139.62        500.000                 NaN            NaN            NaN            NaN            NaN   9.61189       0.334488                 NaN   6.91013        41.9432       0.797510        40.4028     
  1138.09        500.000                 NaN            NaN            NaN            NaN            NaN   9.54479       0.404176                 NaN   6.91205        41.9392       0.796531        40.4032     
  1136.55        500.000                 NaN            NaN            NaN            NaN            NaN   9.47221       0.479486                 NaN   6.91396        41.9351       0.795550        40.4037     
  1135.02        500.000                 NaN            NaN            NaN            NaN            NaN   9.40083       0.553554                 NaN   6.91590        41.9309       0.794555        40.4042     
  1133.48        500.000                 NaN            NaN            NaN            NaN            NaN   9.96668                 NaN            NaN   6.92336        41.9134       0.790131        40.4064     
  1131.95        500.000                 NaN            NaN            NaN            NaN            NaN   9.25340       0.706453                 NaN   6.91983        41.9226       0.792542        40.4052     
  1130.41        500.000                 NaN            NaN            NaN            NaN            NaN   9.17909       0.783496                 NaN   6.92178        41.9184       0.791531        40.4057     
  1128.88        500.000                 NaN            NaN            NaN            NaN            NaN   9.10632       0.859054                 NaN   6.92376        41.9141       0.790514        40.4062     
  1127.35        500.000                 NaN            NaN            NaN            NaN            NaN   9.03180       0.936345                 NaN   6.92576        41.9099       0.789490        40.4067     
  1125.81        500.000                 NaN            NaN            NaN            NaN            NaN   9.98639                 NaN            NaN   6.93684        41.8841       0.782792        40.4099     
  1124.28        500.000                 NaN            NaN            NaN            NaN            NaN   8.88258        1.09115                 NaN   6.92977        41.9014       0.787423        40.4077     
  1122.74        500.000                 NaN            NaN            NaN            NaN            NaN   8.80747        1.16908                 NaN   6.93180        41.8970       0.786377        40.4082     
  1121.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.73208        1.24732                 NaN   6.93385        41.8927       0.785319        40.4088     
  1119.67        500.000                 NaN            NaN            NaN            NaN            NaN   8.65663        1.32560                 NaN   6.93587        41.8884       0.784270        40.4093     
  1118.14        500.000                 NaN            NaN            NaN            NaN            NaN   10.0091                 NaN            NaN   6.95198        41.8495       0.774835        40.4146     
  1116.61        500.000                 NaN            NaN            NaN            NaN            NaN   8.50470        1.48328                 NaN   6.94001        41.8796       0.782137        40.4103     
  1115.07        500.000                 NaN            NaN            NaN            NaN            NaN   10.0164                 NaN            NaN   6.95714        41.8393       0.771846        40.4153     
  1113.54        500.000                 NaN            NaN            NaN            NaN            NaN   10.0203                 NaN            NaN   6.95986        41.8334       0.770386        40.4160     
  1112.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.27447        1.72221                 NaN   6.94629        41.8663       0.778887        40.4119     
  1110.47        500.000                 NaN            NaN            NaN            NaN            NaN   10.0168                 NaN            NaN   6.95844        41.8375       0.771744        40.4155     
  1108.93        500.000                 NaN            NaN            NaN            NaN            NaN   10.0205                 NaN            NaN   6.96104        41.8319       0.770358        40.4162     
  1107.40        500.000                 NaN            NaN            NaN            NaN            NaN   10.0243                 NaN            NaN   6.96365        41.8263       0.768961        40.4168     
  1105.87        500.000                 NaN            NaN            NaN            NaN            NaN   10.0280                 NaN            NaN   6.96628        41.8206       0.767554        40.4175     
  1104.33        500.000                 NaN            NaN            NaN            NaN            NaN   10.0318                 NaN            NaN   6.96893        41.8150       0.766136        40.4182     
  1102.80        500.000                 NaN            NaN            NaN            NaN            NaN   8.50480        1.51999                 NaN   6.96482        41.8245       0.768857        40.4170     
  1101.26        500.000                 NaN            NaN            NaN            NaN            NaN   10.0395                 NaN            NaN   6.97429        41.8035       0.763267        40.4195     
  1099.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.61449        2.40637                 NaN   6.96374        41.8294       0.769823        40.4162     
  1098.19        500.000                 NaN            NaN            NaN            NaN            NaN   10.0472                 NaN            NaN   6.97972        41.7918       0.760351        40.4209     
  1096.66        500.000                 NaN            NaN            NaN            NaN            NaN   10.0512                 NaN            NaN   6.98247        41.7859       0.758875        40.4216     
  1095.13        500.000                 NaN            NaN            NaN            NaN            NaN   7.34547        2.68488                 NaN   6.97058        41.8149       0.766255        40.4179     
  1093.59        500.000                 NaN            NaN            NaN            NaN            NaN   10.0591                 NaN            NaN   6.98802        41.7740       0.755884        40.4229     
  1092.06        500.000                 NaN            NaN            NaN            NaN            NaN   7.15861        2.87818                 NaN   6.97522        41.8052       0.763826        40.4190     
  1090.52        500.000                 NaN            NaN            NaN            NaN            NaN   10.0672                 NaN            NaN   6.99367        41.7620       0.752839        40.4244     
  1088.99        500.000                 NaN            NaN            NaN            NaN            NaN   6.96322        3.08010                 NaN   6.97993        41.7952       0.761354        40.4202     
  1087.45        500.000                 NaN            NaN            NaN            NaN            NaN   10.0754                 NaN            NaN   6.99941        41.7497       0.749735        40.4258     
  1085.92        500.000                 NaN            NaN            NaN            NaN            NaN   7.67516        2.38808                 NaN   6.99201        41.7664       0.754489        40.4239     
  1084.39        500.000                 NaN            NaN            NaN            NaN            NaN   7.58653        2.48034                 NaN   6.99459        41.7609       0.753121        40.4245     
  1082.85        500.000                 NaN            NaN            NaN            NaN            NaN   10.0859                 NaN            NaN   7.00686        41.7339       0.745770        40.4276     
  1081.32        500.000                 NaN            NaN            NaN            NaN            NaN   6.44511        3.61513                 NaN   6.99207        41.7696       0.754958        40.4231     
  1079.78        500.000                 NaN            NaN            NaN            NaN            NaN   7.29790        2.78006                 NaN   7.00243        41.7442       0.748950        40.4265     
  1078.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.31202        7.78010                 NaN   7.01202        41.7241       0.743113        40.4286     
  1076.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.47551        7.61963                 NaN   7.01420        41.7195       0.741997        40.4292     
  1075.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.64514        7.45305                 NaN   7.01640        41.7148       0.740871        40.4297     
  1073.65        500.000                 NaN            NaN            NaN            NaN            NaN   8.43738        1.61040       0.979233E-004   6.98330        41.7874       0.759794        40.4216     
  1072.11        500.000                 NaN            NaN            NaN            NaN            NaN   8.40915        1.64123       0.865982E-004   6.98522        41.7834       0.758812        40.4221     
  1070.58        500.000                 NaN            NaN            NaN            NaN            NaN   8.38120        1.67186                 NaN   6.98714        41.7794       0.757827        40.4226     
  1069.04        500.000                 NaN            NaN            NaN            NaN            NaN   8.35342        1.70217       0.675991E-004   6.98906        41.7754       0.756838        40.4230     
  1067.51        500.000                 NaN            NaN            NaN            NaN            NaN   8.32595        1.73227       0.597068E-004   6.99100        41.7714       0.755846        40.4235     
  1065.97        500.000                 NaN            NaN            NaN            NaN            NaN   8.29873        1.76211       0.527210E-004   6.99294        41.7673       0.754850        40.4240     
  1064.44        500.000                 NaN            NaN            NaN            NaN            NaN   8.27174        1.79173       0.465216E-004   6.99488        41.7633       0.753851        40.4245     
  1062.91        500.000                 NaN            NaN            NaN            NaN            NaN   8.24504        1.82107       0.412167E-004   6.99683        41.7592       0.752850        40.4250     
  1061.37        500.000                 NaN            NaN            NaN            NaN            NaN   8.21862        1.85012       0.364393E-004   6.99879        41.7551       0.751845        40.4255     
  1059.84        500.000                 NaN            NaN            NaN            NaN            NaN   8.19246        1.87893       0.322223E-004   7.00075        41.7510       0.750836        40.4259     
  1058.30        500.000                 NaN            NaN            NaN            NaN            NaN   8.16656        1.90748       0.285216E-004   7.00272        41.7470       0.749825        40.4264     
  1056.77        500.000                 NaN            NaN            NaN            NaN            NaN   8.14097        1.93574       0.252918E-004   7.00469        41.7429       0.748811        40.4269     
  1055.23        500.000                 NaN            NaN            NaN            NaN            NaN   8.11562        1.96375       0.224548E-004   7.00667        41.7387       0.747793        40.4274     
  1053.70        500.000                 NaN            NaN            NaN            NaN            NaN   8.09058        1.99146       0.199844E-004   7.00865        41.7346       0.746773        40.4279     
  1052.17        500.000                 NaN            NaN            NaN            NaN            NaN   8.06580        2.01891       0.178218E-004   7.01064        41.7305       0.745750        40.4284     
  1050.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.04131        2.04608       0.159325E-004   7.01264        41.7264       0.744724        40.4289     
  1049.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.01709        2.07297       0.142798E-004   7.01463        41.7222       0.743695        40.4294     
  1047.56        500.000                 NaN            NaN            NaN            NaN            NaN   7.99316        2.09960       0.128337E-004   7.01664        41.7181       0.742664        40.4299     
  1046.03        500.000                 NaN            NaN            NaN            NaN            NaN   7.96950        2.12594       0.115671E-004   7.01865        41.7139       0.741629        40.4303     
  1044.49        500.000                 NaN            NaN            NaN            NaN            NaN   7.94613        2.15202       0.104543E-004   7.02066        41.7098       0.740592        40.4308     
  1042.96        500.000                 NaN            NaN            NaN            NaN            NaN   7.92067        2.18014       0.935054E-005   7.02264        41.7056       0.739577        40.4313     
  1041.43        500.000                 NaN            NaN            NaN            NaN            NaN   7.89457        2.20889       0.835133E-005   7.02461        41.7015       0.738570        40.4318     
  1039.89        500.000                 NaN            NaN            NaN            NaN            NaN   7.86884        2.23729       0.748988E-005   7.02659        41.6974       0.737560        40.4323     
  1038.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.84346        2.26533       0.674367E-005   7.02857        41.6932       0.736547        40.4328     
  1036.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.18798        5.22909        1.74169        7.06284        41.6205       0.717398        40.4405     
  1035.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.45612        4.78140        1.92135        7.06327        41.6200       0.717287        40.4406     
  1033.75        500.000                 NaN            NaN            NaN            NaN            NaN   3.72704        4.34689        2.08512        7.06373        41.6194       0.717159        40.4407     
  1032.22        500.000                 NaN            NaN            NaN            NaN            NaN   3.49835        4.78752        1.86852        7.06017        41.6261       0.719321        40.4400     
  1030.69        500.000                 NaN            NaN            NaN            NaN            NaN   7.72190        2.40029       0.933634E-005   7.03855        41.6724       0.731450        40.4354     
  1029.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.69862        2.42626       0.911141E-005   7.04055        41.6683       0.730423        40.4359     
  1027.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.40592        7.52963        1.23561        7.06936        41.6019       0.714248        40.4433     
  1026.08        500.000                 NaN            NaN            NaN            NaN            NaN  0.949272        9.25393                 NaN   7.09009        41.5555       0.702445        40.4488     
  1024.55        500.000                 NaN            NaN            NaN            NaN            NaN   9.05503        1.14897                 NaN   7.09101        41.5540       0.702063        40.4490     
  1023.01        500.000                 NaN            NaN            NaN            NaN            NaN   8.95215        1.25419                 NaN   7.09268        41.5503       0.701236        40.4495     
  1021.48        500.000                 NaN            NaN            NaN            NaN            NaN   7.58711        2.55131                 NaN   7.05066        41.6472       0.725256        40.4384     
  1019.95        500.000                 NaN            NaN            NaN            NaN            NaN   8.63733        1.57217                 NaN   7.09735        41.5424       0.699763        40.4510     
  1018.41        500.000                 NaN            NaN            NaN            NaN            NaN   8.68560        1.52760                 NaN   7.09763        41.5395       0.698780        40.4509     
  1016.88        500.000                 NaN            NaN            NaN            NaN            NaN   8.17869        2.01943                 NaN   7.08869        41.5607       0.704016        40.4485     
  1015.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.70663        8.51155                 NaN   7.10092        41.5317       0.697163        40.4520     
  1013.81        500.000                 NaN            NaN            NaN            NaN            NaN   1.79194        8.42843                 NaN   7.10251        41.5283       0.696389        40.4525     
  1012.27        500.000                 NaN            NaN            NaN            NaN            NaN   1.87038        8.35197                 NaN   7.10400        41.5251       0.695670        40.4529     
  1010.74        500.000                 NaN            NaN            NaN            NaN            NaN   7.43456        2.72493                 NaN   7.06568        41.6146       0.717704        40.4425     
  1009.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.65096        2.51854                 NaN   7.07180        41.6003       0.714219        40.4442     
  1007.67        500.000                 NaN            NaN            NaN            NaN            NaN   7.58632        2.58473                 NaN   7.07315        41.5976       0.713597        40.4446     
  1006.14        500.000                 NaN            NaN            NaN            NaN            NaN   7.52421        2.64842                 NaN   7.07452        41.5950       0.712960        40.4449     
  1004.60        500.000                 NaN            NaN            NaN            NaN            NaN   7.46423        2.71001                 NaN   7.07593        41.5923       0.712309        40.4453     
  1003.07        500.000                 NaN            NaN            NaN            NaN            NaN   6.25208       0.922809        3.01318        7.08751        41.5715       0.705944        40.4470     
  1001.53        500.000                 NaN            NaN            NaN            NaN            NaN   7.34000        2.82436                 NaN   7.07321        41.6041       0.714682        40.4437     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.01368        1.16533        3.01637        7.09240        41.5604       0.703412        40.4484     
