|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1283.11        2500.00        82.8001                 NaN            NaN   3.43847       0.758573       0.359426                 NaN   2.55415        9.81385       0.275455                 NaN
  1281.52        2500.00        99.5816                 NaN            NaN  0.409941                 NaN            NaN            NaN  0.567163E-002            NaN  0.278052E-002            NaN
  1279.93        2500.00        89.5757                 NaN  0.311013        2.52946                 NaN            NaN            NaN   1.54294        5.84259       0.198270                 NaN
  1278.34        2500.00        95.5367                 NaN  0.119604        1.10152                 NaN            NaN            NaN  0.613931        2.56763       0.605952E-001            NaN
  1276.75        2500.00        83.7515                 NaN  0.973280        2.11333                 NaN            NaN            NaN   2.58126        10.2431       0.337508                 NaN
  1275.16        2500.00        88.3462                 NaN  0.292486        2.01992                 NaN            NaN            NaN   1.81678        7.30176       0.222826                 NaN
  1273.57        2500.00        94.0001                 NaN  0.182251       0.897445                 NaN            NaN            NaN  0.940492        3.86055       0.119136                 NaN
  1271.98        2500.00        98.3295                 NaN  0.829578E-002  0.408509                 NaN            NaN            NaN  0.249919       0.982193       0.215798E-001            NaN
  1270.39        2500.00        96.6762                 NaN            NaN  0.705191                 NaN            NaN            NaN  0.516839        2.03814       0.636739E-001            NaN
  1268.80        2500.00        98.7185                 NaN  0.159154                 NaN            NaN            NaN            NaN  0.233307       0.863428       0.255890E-001            NaN
  1267.21        2500.00        99.3613                 NaN            NaN  0.240352                 NaN            NaN            NaN  0.780704E-001  0.310642       0.967069E-002            NaN
  1265.62        2500.00        99.6823                 NaN            NaN  0.527481E-001            NaN            NaN            NaN  0.478639E-001  0.211925       0.519098E-002            NaN
  1264.03        2500.00        99.2001                 NaN            NaN  0.212962                 NaN            NaN            NaN  0.135829       0.439577       0.114970E-001            NaN
  1262.44        2500.00        99.1981                 NaN            NaN  0.160403                 NaN            NaN            NaN  0.147613       0.488795       0.509166E-002            NaN
  1260.85        2500.00        99.1899                 NaN            NaN  0.543035                 NaN            NaN            NaN  0.440746E-001  0.220889       0.205530E-002            NaN
  1259.26        2500.00        98.2066                 NaN            NaN  0.596627                 NaN            NaN            NaN  0.233828       0.934982       0.279926E-001            NaN
  1257.67        2500.00        98.9274                 NaN            NaN  0.307029                 NaN            NaN            NaN  0.186721       0.570185       0.861760E-002            NaN
  1256.07        2500.00        93.0592                 NaN            NaN   2.66955       0.469980                 NaN            NaN  0.946418        2.79871       0.561641E-001            NaN
  1254.48        2500.00        79.7021                 NaN            NaN   9.07503                 NaN            NaN            NaN   2.43579        8.60097       0.186112                 NaN
  1252.89        2500.00        97.4366                 NaN            NaN  0.704715       0.135491                 NaN            NaN  0.363118        1.31874       0.413734E-001            NaN
  1251.30        2500.00        96.9912                 NaN            NaN  0.829973                 NaN            NaN            NaN  0.387993        1.73325       0.575618E-001            NaN
  1249.71        2500.00        95.9117                 NaN            NaN   1.10907                 NaN            NaN            NaN  0.571130        2.35057       0.575286E-001            NaN
  1248.12        2500.00        97.6703                 NaN            NaN  0.758966                 NaN            NaN            NaN  0.365398        1.17609       0.292496E-001            NaN
  1246.53        2500.00        97.1417                 NaN            NaN  0.800167                 NaN            NaN            NaN  0.385431        1.63575       0.369820E-001            NaN
  1244.94        2500.00        97.2689                 NaN            NaN  0.306836       0.433702                 NaN            NaN  0.383016        1.56795       0.395512E-001            NaN
  1243.35        2500.00        97.0351                 NaN            NaN  0.900429                 NaN            NaN            NaN  0.418101        1.61086       0.355334E-001            NaN
  1241.76        2500.00        97.3604                 NaN            NaN  0.734418                 NaN            NaN            NaN  0.373261        1.49734       0.346120E-001            NaN
  1240.17        2500.00        97.4945                 NaN            NaN  0.693479                 NaN            NaN            NaN  0.349362        1.42909       0.335373E-001            NaN
  1238.58        2500.00        96.2306                 NaN            NaN  0.518535                 NaN            NaN            NaN  0.550746        2.60370       0.964178E-001            NaN
  1236.99        2500.00        95.2983                 NaN            NaN  0.924048E-001  0.374562       0.640270                 NaN  0.596605        2.88524       0.112650                 NaN
  1235.40        2500.00        99.0620                 NaN            NaN  0.726475                 NaN            NaN            NaN  0.211498                 NaN            NaN            NaN
  1233.81        2500.00        99.2144                 NaN            NaN  0.307480                 NaN            NaN            NaN  0.680497E-001  0.410076                 NaN            NaN
  1232.22        2500.00        98.2630                 NaN            NaN  0.444129                 NaN            NaN            NaN  0.143223        1.13554       0.141116E-001            NaN
  1230.63        2500.00        84.2192                 NaN            NaN   1.06809       0.261722                 NaN            NaN   1.38329        6.97639       0.950825E-001   5.99621     
  1229.04        2500.00                 NaN            NaN            NaN   12.9063                 NaN            NaN            NaN   8.54857        46.4363       0.530473        31.5783     
  1227.45        2500.00                 NaN            NaN            NaN   9.72778        2.68582       0.378955                 NaN   8.47963        46.6198       0.553434        31.5546     
  1225.85        2500.00                 NaN            NaN            NaN   9.75960        2.85081       0.181975                 NaN   8.48344        46.6150       0.553492        31.5557     
  1224.26        2500.00                 NaN            NaN            NaN   9.83645        2.95653       0.153328E-004            NaN   8.48210        46.6148       0.553033        31.5570     
  1222.67        2500.00                 NaN            NaN            NaN   3.35122        9.54350                 NaN            NaN   8.49926        46.4345       0.556034        31.6155     
  1221.08        2500.00                 NaN            NaN            NaN   11.2598       0.825589       0.742823                 NaN   8.54291        46.5233       0.544357        31.5612     
  1219.49        2500.00                 NaN            NaN            NaN   11.2077        1.67369                 NaN            NaN   8.56290        46.4463       0.533554        31.5759     
  1217.90        2500.00                 NaN            NaN            NaN   9.70532        2.78251       0.313264                 NaN   8.50533        46.5815       0.550334        31.5617     
  1216.31        2500.00                 NaN            NaN            NaN   8.57994        4.29073                 NaN            NaN   8.56709        46.4521       0.534967        31.5752     
  1214.72        2500.00                 NaN            NaN            NaN   10.7579        1.44135       0.623618                 NaN   8.60125        46.4603       0.559135        31.5565     
  1213.13        2500.00                 NaN            NaN            NaN   9.83430        2.72425       0.252037                 NaN   8.52665        46.5484       0.547264        31.5671     
  1211.54        2500.00                 NaN            NaN            NaN   9.76844        2.77241       0.266203                 NaN   8.52484        46.5539       0.548037        31.5662     
  1209.95        2500.00                 NaN            NaN            NaN   9.88305        2.84329       0.771684E-001            NaN   8.53038        46.5511       0.548835        31.5662     
  1208.36        2500.00                 NaN            NaN            NaN   9.80028        2.76879       0.241038                 NaN   8.53456        46.5400       0.546871        31.5684     
  1206.77        2500.00                 NaN            NaN            NaN   10.4609        2.34667       0.179328E-002            NaN   8.55701        46.5163       0.548265        31.5690     
  1205.18        2500.00                 NaN            NaN            NaN   11.3114       0.865901       0.668113                 NaN   8.59192        46.4521       0.537944        31.5727     
  1203.59        2500.00                 NaN            NaN            NaN   8.13288        4.71571                 NaN            NaN   8.59043        46.4418       0.540691        31.5785     
  1202.00        2500.00                 NaN            NaN            NaN   11.6568        1.18842       0.126588E-004            NaN   8.59652        46.4463       0.537283        31.5746     
  1200.41        2500.00                 NaN            NaN            NaN   10.0425        2.71089       0.596493E-001            NaN   8.57713        46.4990       0.544798        31.5661     
  1198.82        2500.00                 NaN            NaN            NaN   11.3235       0.905310       0.623564                 NaN   8.61094        46.4239       0.535372        31.5774     
  1197.23        2500.00                 NaN            NaN            NaN   8.32378        4.53467                 NaN            NaN   8.60229        46.4233       0.534395        31.5816     
  1195.63        2500.00                 NaN            NaN            NaN   11.3335       0.922733       0.600300                 NaN   8.62088        46.4088       0.533896        31.5799     
  1194.04        2500.00                 NaN            NaN            NaN   9.93523        2.88035       0.250801E-002            NaN   8.57568        46.4858       0.542948        31.5774     
  1192.45        2500.00                 NaN            NaN            NaN   11.3287       0.967822       0.563328                 NaN   8.62985        46.3953       0.532663        31.5823     
  1190.86        2500.00                 NaN            NaN            NaN   8.60947        4.25169                 NaN            NaN   8.61870        46.4022       0.532747        31.5851     
  1189.27        2500.00                 NaN            NaN            NaN   9.94483        2.83317       0.468846E-001            NaN   8.59042        46.4626       0.540758        31.5813     
  1187.68        2500.00                 NaN            NaN            NaN   10.0309        2.79441       0.522007E-005            NaN   8.60376        46.4488       0.540370        31.5818     
  1186.09        2500.00                 NaN            NaN            NaN   9.97979        2.83628       0.123218E-001            NaN   8.59992        46.4484       0.539505        31.5838     
  1184.50        2500.00                 NaN            NaN            NaN   10.0457       0.109138        2.67004                 NaN   8.60216        46.4496       0.539568        31.5838     
  1182.91        2500.00                 NaN            NaN            NaN   10.5077        2.36201       0.567107E-005            NaN   8.66277        46.3411       0.527681        31.5987     
  1181.32        2500.00                 NaN            NaN            NaN   10.0468        2.78568       0.499731E-005            NaN   8.62010        46.4229       0.537902        31.5866     
  1179.73        2500.00                 NaN            NaN            NaN   11.1688        1.43625       0.271368                 NaN   8.65243        46.3453       0.530086        31.5957     
  1178.14        2500.00                 NaN            NaN            NaN   10.0720        2.76875       0.479039E-005            NaN   8.62808        46.4052       0.535643        31.5904     
  1176.55        2500.00                 NaN            NaN            NaN   11.4936        1.38128       0.581344E-005            NaN   8.67149        46.3325       0.526743        31.5944     
  1174.96        2500.00                 NaN            NaN            NaN   10.1652       0.233760        2.43267                 NaN   8.62836        46.4139       0.536214        31.5899     
  1173.37        2500.00                 NaN            NaN            NaN   7.58127        5.32430                 NaN            NaN   8.65976        46.2799       0.533994        31.6208     
  1171.78        2500.00                 NaN            NaN            NaN   10.2115       0.342638        2.27484                 NaN   8.63582        46.4087       0.535661        31.5909     
  1170.19        2500.00                 NaN            NaN            NaN   7.56837        5.33871                 NaN            NaN   8.66532        46.2715       0.533240        31.6229     
  1168.60        2500.00                 NaN            NaN            NaN   10.2413       0.379773        2.21077                 NaN   8.64483        46.3958       0.534440        31.5931     
  1167.01        2500.00                 NaN            NaN            NaN   9.53423        3.40173                 NaN            NaN   8.71672        46.2144       0.516190        31.6167     
  1165.41        2500.00                 NaN            NaN            NaN   10.2817       0.450557        2.09976                 NaN   8.65281        46.3869       0.533535        31.5947     
  1163.82        2500.00                 NaN            NaN            NaN   3.37999        9.56452                 NaN            NaN   8.73739        46.1912       0.510833        31.6161     
  1162.23        2500.00                 NaN            NaN            NaN   10.1951        2.65617                 NaN            NaN   8.69677        46.3228       0.530549        31.5986     
  1160.64        2500.00                 NaN            NaN            NaN   3.42325        9.52797                 NaN            NaN   8.74797        46.1730       0.508750        31.6191     
  1159.05        2500.00                 NaN            NaN            NaN   10.2771        2.57714       0.150852E-004            NaN   8.71034        46.3057       0.529273        31.6004     
  1157.46        2500.00                 NaN            NaN            NaN   9.60891        3.33896                 NaN            NaN   8.75787        46.1658       0.508785        31.6197     
  1155.87        2500.00                 NaN            NaN            NaN   10.3129        2.54719       0.172481E-004            NaN   8.72359        46.2842       0.527555        31.6046     
  1154.28        2500.00                 NaN            NaN            NaN   8.98582        3.97143                 NaN            NaN   8.76285        46.1492       0.506715        31.6239     
  1152.69        2500.00                 NaN            NaN            NaN   10.1012        2.76838       0.144082E-004            NaN   8.70460        46.2902       0.525586        31.6100     
  1151.10        2500.00                 NaN            NaN            NaN   12.9953                 NaN            NaN            NaN   8.80236        46.0734       0.496455        31.6325     
  1149.51        2500.00                 NaN            NaN            NaN  0.120600        10.9636        1.69660                 NaN   8.70157        46.3958       0.535303        31.5865     
  1147.92        2500.00                 NaN            NaN            NaN   4.45495        8.51212                 NaN            NaN   8.77286        46.1274       0.503556        31.6291     
  1146.33        2500.00                 NaN            NaN            NaN   10.4107        2.46239       0.234850E-003            NaN   8.75038        46.2392       0.522987        31.6141     
  1144.74        2500.00                 NaN            NaN            NaN   9.71428        3.26279                 NaN            NaN   8.76337        46.1063       0.511388        31.6419     
  1143.15        2500.00                 NaN            NaN            NaN   11.3195        1.69545       0.583339E-003            NaN   8.78387        46.0373       0.500788        31.6625     
  1141.56        2500.00                 NaN            NaN            NaN   7.04714        5.90439                 NaN            NaN   8.78338        46.1307       0.505863        31.6285     
  1139.97        2500.00                 NaN            NaN            NaN  0.814425E-001   10.9831        1.72956                 NaN   8.73088        46.3494       0.530323        31.5953     
  1138.38        2500.00                 NaN            NaN            NaN   8.54221        4.44830                 NaN            NaN   8.81679        46.0577       0.496117        31.6389     
  1136.79        2500.00                 NaN            NaN            NaN   11.4866        1.47238       0.663537E-003            NaN   8.76799        46.1211       0.511045        31.6402     
  1135.19        2500.00                 NaN            NaN            NaN   9.87292        3.12366                 NaN            NaN   8.79352        46.0525       0.506058        31.6513     
  1133.60        2500.00                 NaN            NaN            NaN   11.4716        1.48507       0.657850E-003            NaN   8.76968        46.1215       0.509478        31.6420     
  1132.01        2500.00                 NaN            NaN            NaN   9.01325        3.97780                 NaN            NaN   8.83417        46.0389       0.494369        31.6415     
  1130.42        2500.00                 NaN            NaN            NaN   13.0404       0.145656E-004            NaN            NaN   8.87151        45.9525       0.482628        31.6529     
  1128.83        2500.00                 NaN            NaN            NaN   9.00293        4.00867                 NaN            NaN   8.85210        45.9990       0.489336        31.6479     
  1127.24        2500.00                 NaN            NaN            NaN   12.5699       0.453035       0.393431E-005            NaN   8.76705        46.0405       0.505816        31.6637     
  1125.65        2500.00                 NaN            NaN            NaN   3.49987        9.53753                 NaN            NaN   8.87586        45.9485       0.482976        31.6553     
  1124.06        2500.00                 NaN            NaN            NaN   10.3170        2.59877       0.639541E-005            NaN   8.82189        46.1167       0.511170        31.6345     
  1122.47        2500.00                 NaN            NaN            NaN   5.90739        7.09454                 NaN            NaN   8.85181        46.0085       0.488648        31.6491     
  1120.88        2500.00                 NaN            NaN            NaN   9.29418        1.92858        1.72809                 NaN   8.82781        46.0751       0.503078        31.6431     
  1119.29        2500.00                 NaN            NaN            NaN   11.4974        1.44389       0.111225E-003            NaN   8.81999        46.0981       0.503098        31.6375     
  1117.70        2500.00                 NaN            NaN            NaN   8.36008        4.61408                 NaN            NaN   8.87370        46.0129       0.494887        31.6444     
  1116.11        2500.00                 NaN            NaN            NaN   10.1441        2.78557       0.539622E-003            NaN   8.80666        46.1117       0.507229        31.6442     
  1114.52        2500.00                 NaN            NaN            NaN   10.4289        2.50198       0.360621E-003            NaN   8.85482        46.0702       0.503303        31.6404     
  1112.93        2500.00                 NaN            NaN            NaN   10.1460        2.78907       0.535781E-003            NaN   8.81578        46.0958       0.505627        31.6472     
  1111.34        2500.00                 NaN            NaN            NaN   11.4961        1.47033       0.598132E-003            NaN   8.90221        45.9838       0.497160        31.6499     
  1109.75        2500.00                 NaN            NaN            NaN   10.2324        2.71140       0.999768E-004            NaN   8.82769        46.0749       0.502923        31.6506     
  1108.16        2500.00                 NaN            NaN            NaN   10.3612        2.57891       0.519163E-003            NaN   8.86427        46.0443       0.502256        31.6486     
  1106.57        2500.00                 NaN            NaN            NaN   8.52610        1.82441        2.62658                 NaN   8.86119        46.0096       0.494964        31.6572     
  1104.97        2500.00                 NaN            NaN            NaN   10.3647        2.58468       0.506642E-003            NaN   8.87236        46.0258       0.499795        31.6522     
  1103.38        2500.00                 NaN            NaN            NaN   10.1889        2.77348       0.911422E-004            NaN   8.84633        46.0320       0.500297        31.6589     
  1101.79        2500.00                 NaN            NaN            NaN   10.3883        2.59356       0.788352E-004            NaN   8.86397        45.9924       0.498390        31.6634     
  1100.20        2500.00                 NaN            NaN            NaN   10.1549        2.80043       0.857147E-004            NaN   8.85262        46.0320       0.499816        31.6601     
  1098.61        2500.00                 NaN            NaN            NaN   9.83652        2.27961       0.870267                 NaN   8.87666        45.9771       0.494355        31.6655     
  1097.02        2500.00                 NaN            NaN            NaN   10.2297        2.73820       0.981895E-004            NaN   8.86456        46.0071       0.496432        31.6639     
  1095.43        2500.00                 NaN            NaN            NaN   10.3210        2.66406       0.488863E-004            NaN   8.87592        45.9775       0.495113        31.6664     
  1093.84        2500.00                 NaN            NaN            NaN   10.3254       0.309837        2.31745                 NaN   8.86465        46.0243       0.497190        31.6611     
  1092.25        2500.00                 NaN            NaN            NaN   10.3760        2.61035       0.416372E-005            NaN   8.88473        45.9663       0.493449        31.6692     
  1090.66        2500.00                 NaN            NaN            NaN   10.4853        2.49988       0.336551E-005            NaN   8.89134        45.9611       0.491151        31.6713     
  1089.07        2500.00                 NaN            NaN            NaN   10.3602        2.63157       0.251606E-005            NaN   8.89227        45.9521       0.491675        31.6722     
  1087.48        2500.00                 NaN            NaN            NaN   10.2387        2.74550       0.227547E-005            NaN   8.88937        45.9616       0.491794        31.6730     
  1085.89        2500.00                 NaN            NaN            NaN   4.15160        8.94254                 NaN            NaN   8.97838        45.7759       0.464641        31.6869     
  1084.30        2500.00                 NaN            NaN            NaN   3.69390        9.40306                 NaN            NaN   8.98708        45.7652       0.462658        31.6881     
  1082.71        2500.00                 NaN            NaN            NaN   7.03686        3.31032        2.71084                 NaN   8.95136        45.8319       0.473502        31.6852     
  1081.12        2500.00                 NaN            NaN            NaN   8.16265        1.52007        3.36325                 NaN   8.94043        45.8520       0.476759        31.6848     
  1079.53        2500.00                 NaN            NaN            NaN  0.831617        10.5285        1.58583                 NaN   8.90052        45.9933       0.494146        31.6661     
  1077.94        2500.00                 NaN            NaN            NaN   8.67255        2.42253        1.92445                 NaN   8.93291        45.8808       0.482076        31.6847     
  1076.35        2500.00                 NaN            NaN            NaN   10.2827        2.72401       0.677036E-005            NaN   8.93350        45.8909       0.484841        31.6840     
  1074.75        2500.00                 NaN            NaN            NaN   8.34791        2.35463        2.32738                 NaN   8.94501        45.8573       0.479230        31.6886     
  1073.16        2500.00                 NaN            NaN            NaN   10.2787        2.73493       0.493125E-005            NaN   8.93955        45.8751       0.483136        31.6886     
  1071.57        2500.00                 NaN            NaN            NaN   9.51077        1.13836        2.39266       0.348652E-005   8.95024        45.8384       0.476902        31.6926     
  1069.98        2500.00                 NaN            NaN            NaN   7.94612        2.10667        3.01612                 NaN   8.97034        45.7915       0.471342        31.6979     
  1068.39        2500.00                 NaN            NaN            NaN   13.1869                 NaN            NaN            NaN   9.07519        45.5842       0.438605        31.7151     
  1066.80        2500.00                 NaN            NaN            NaN   13.1636                 NaN            NaN            NaN   9.06463        45.6174       0.443923        31.7105     
  1065.21        2500.00                 NaN            NaN            NaN   13.1893                 NaN            NaN            NaN   9.07959        45.5767       0.437472        31.7170     
  1063.62        2500.00                 NaN            NaN            NaN   9.80115        3.25886                 NaN            NaN   8.99874        45.7711       0.469760        31.7004     
  1062.03        2500.00                 NaN            NaN            NaN   13.0895       0.114407                 NaN            NaN   9.09506        45.5448       0.433833        31.7223     
  1060.44        2500.00                 NaN            NaN            NaN   9.77739        3.26299                 NaN            NaN   8.96858        45.8200       0.474467        31.6966     
  1058.85        2500.00                 NaN            NaN            NaN  0.310144        12.8991                 NaN            NaN   9.10216        45.5305       0.432371        31.7257     
  1057.26        2500.00                 NaN            NaN            NaN   9.87157        1.28620        1.89556                 NaN   8.97587        45.7910       0.474221        31.7056     
  1055.67        2500.00                 NaN            NaN            NaN   12.4794       0.727865                 NaN            NaN   9.10344        45.5283       0.432836        31.7282     
  1054.08        2500.00                 NaN            NaN            NaN   10.1899        2.90640                 NaN            NaN   9.04012        45.6916       0.458975        31.7130     
  1052.49        2500.00                 NaN            NaN            NaN   12.3360       0.876565                 NaN            NaN   9.11041        45.5140       0.431408        31.7316     
  1050.90        2500.00                 NaN            NaN            NaN   10.0837        3.02549                 NaN            NaN   9.03512        45.6796       0.458286        31.7178     
  1049.31        2500.00                 NaN            NaN            NaN   12.3050       0.914527                 NaN            NaN   9.11807        45.4969       0.429801        31.7357     
  1047.72        2500.00                 NaN            NaN            NaN   10.1662        2.89519                 NaN            NaN   9.00944        45.7450       0.469498        31.7146     
  1046.13        2500.00                 NaN            NaN            NaN   10.0450        3.07770                 NaN            NaN   9.03833        45.6590       0.455869        31.7241     
  1044.53        2500.00                 NaN            NaN            NaN   12.1639        1.06514                 NaN            NaN   9.12833        45.4757       0.426565        31.7404     
  1042.94        2500.00                 NaN            NaN            NaN   11.7445        1.47718                 NaN            NaN   9.12117        45.4865       0.428993        31.7417     
  1041.35        2500.00                 NaN            NaN            NaN   3.80781        9.31134                 NaN            NaN   9.04494        45.6585       0.455574        31.7218     
  1039.76        2500.00                 NaN            NaN            NaN   12.0401        1.19997                 NaN            NaN   9.14306        45.4465       0.424024        31.7464     
  1038.17        2500.00                 NaN            NaN            NaN   11.7519        1.48332                 NaN            NaN   9.13760        45.4544       0.425454        31.7473     
  1036.58        2500.00                 NaN            NaN            NaN   1.34509        11.8997                 NaN            NaN   9.14937        45.4331       0.422893        31.7498     
  1034.99        2500.00                 NaN            NaN            NaN   9.50479        3.61223                 NaN            NaN   9.04784        45.6543       0.454947        31.7259     
  1033.40        2500.00                 NaN            NaN            NaN   11.8070        1.44341                 NaN            NaN   9.15640        45.4183       0.421436        31.7534     
  1031.81        2500.00                 NaN            NaN            NaN   3.59044        9.53225                 NaN            NaN   9.05212        45.6388       0.454629        31.7318     
  1030.22        2500.00                 NaN            NaN            NaN   11.5816        1.66821                 NaN            NaN   9.15818        45.4139       0.421736        31.7563     
  1028.63        2500.00                 NaN            NaN            NaN   9.57762        3.55061                 NaN            NaN   9.06202        45.6205       0.453227        31.7361     
  1027.04        2500.00                 NaN            NaN            NaN   10.2292        2.88561                 NaN            NaN   9.06118        45.6291       0.456188        31.7387     
  1025.45        2500.00                 NaN            NaN            NaN   3.34792        9.77255                 NaN            NaN   9.05960        45.6272       0.454745        31.7379     
  1023.86        2500.00                 NaN            NaN            NaN   10.1766        2.93390                 NaN            NaN   9.06212        45.6299       0.456474        31.7410     
  1022.27        2500.00                 NaN            NaN            NaN   10.1756        2.93837                 NaN            NaN   9.06643        45.6212       0.455548        31.7428     
  1020.68        2500.00                 NaN            NaN            NaN   10.1746        2.94295                 NaN            NaN   9.07073        45.6125       0.454621        31.7447     
  1019.09        2500.00                 NaN            NaN            NaN   10.1734        2.94763                 NaN            NaN   9.07502        45.6038       0.453693        31.7465     
  1017.50        2500.00                 NaN            NaN            NaN   10.7252        2.43166                 NaN            NaN   9.10362        45.5475       0.443459        31.7486     
  1015.91        2500.00                 NaN            NaN            NaN   10.2611        2.88466                 NaN            NaN   9.09979        45.5490       0.448520        31.7569     
  1014.31        2500.00                 NaN            NaN            NaN   10.1704        2.96131                 NaN            NaN   9.08794        45.5775       0.450886        31.7520     
  1012.72        2500.00                 NaN            NaN            NaN   10.1694        2.96587                 NaN            NaN   9.09225        45.5687       0.449944        31.7539     
  1011.13        2500.00                 NaN            NaN            NaN   10.0861        3.04897                 NaN            NaN   9.09340        45.5656       0.450228        31.7557     
  1009.54        2500.00                 NaN            NaN            NaN   10.2616        2.90845                 NaN            NaN   9.10833        45.5124       0.444968        31.7643     
  1007.95        2500.00                 NaN            NaN            NaN   10.2573        2.91545                 NaN            NaN   9.11243        45.5047       0.444114        31.7660     
  1006.36        2500.00                 NaN            NaN            NaN   10.1659        2.98386                 NaN            NaN   9.10953        45.5332       0.446149        31.7614     
  1004.77        2500.00                 NaN            NaN            NaN   10.0851        3.07768                 NaN            NaN   9.11749        45.5114       0.443520        31.7648     
  1003.18        2500.00                 NaN            NaN            NaN   10.0869        3.07945                 NaN            NaN   9.12171        45.5026       0.442593        31.7667     
  1001.59        2500.00                 NaN            NaN            NaN   11.2098        2.10292                 NaN            NaN   9.23142        45.2603       0.405346        31.7902     
  1000.00        2500.00                 NaN            NaN            NaN   10.1691        2.99614                 NaN            NaN   9.12731        45.4962       0.442127        31.7691     
