|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1594.86        2500.00        99.2626       0.650546       0.868710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00        99.2457       0.665368       0.889494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00        99.2537       0.658729       0.876020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00        99.2607       0.652459       0.868004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00        99.2668       0.648050       0.851767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00        99.2749       0.641239       0.838317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00        99.2810       0.636108       0.829150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00        99.2877       0.630878       0.814273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00        99.7510       0.208980       0.400086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00        98.8436        1.03776       0.118686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.3081       0.612601       0.792946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00        99.3150       0.641914       0.430958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00        99.3175       0.572954       0.109577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00        99.3241       0.601762       0.741538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00        99.3311       0.596847       0.720894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00        99.2722       0.648109       0.797252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00        99.4076       0.528755       0.636789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00        99.3452       0.585680       0.691261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00        99.3562       0.574398       0.693712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00        99.3609       0.570253       0.688167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00        99.3626       0.571263       0.661701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00        99.3721       0.561407       0.665161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00        99.3755       0.558790       0.657278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00        99.3807       0.555749       0.635197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00        99.3849       0.552728       0.623548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00        99.3895       0.549465       0.610417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00        99.3947       0.543201       0.621418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00        99.2299       0.696479       0.735797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00        99.6035       0.357816       0.386962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00        99.3787       0.559915       0.614228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00        99.4141       0.530089       0.558491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00        99.4185       0.525607       0.558442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00        99.4218       0.523765       0.544497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00        99.4268       0.519734       0.535142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00        98.5920        1.28746       0.120509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00        99.9329       0.393836E-001  0.277120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00        99.2148       0.741727       0.434619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00        99.4466       0.503801       0.495773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00        99.4501       0.503199       0.467021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00        99.4539       0.498323       0.477797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00        99.4579       0.497403       0.446919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00        99.4593       0.497217       0.435064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00        99.4655       0.490955       0.435155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00        99.5108       0.448784       0.403900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00        99.4298       0.524987       0.452112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00        99.4755       0.482644       0.419038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00        99.4795       0.479438       0.411005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00        99.4821       0.478317       0.396042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00        99.4845       0.477699       0.377869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00        99.4880       0.474549       0.374276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00        99.4654       0.382136       0.268836E-001  0.125594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00        99.3351                 NaN  0.103874E-005  0.664908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00        99.3349                 NaN  0.152896E-005  0.665078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00        99.3334                 NaN            NaN  0.666644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00        99.3318                 NaN            NaN  0.668172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00        99.3291                 NaN            NaN  0.670923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00        99.3248                 NaN            NaN  0.675244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00        99.2690                 NaN            NaN  0.730979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00        99.3764                 NaN            NaN  0.623643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00        99.3131                 NaN            NaN  0.686865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00        99.3052                 NaN            NaN  0.694771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2949                 NaN  0.194111E-003  0.704943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00        99.2865                 NaN            NaN  0.713518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.2703                 NaN            NaN  0.729728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00        99.0290                 NaN            NaN  0.457291       0.513729                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00        98.9196                 NaN            NaN  0.315856       0.764523                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00        98.9306                 NaN            NaN  0.311188       0.758262                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00        98.9394                 NaN            NaN  0.309904       0.750727                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00        98.9469                 NaN            NaN  0.748914       0.304182                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00        98.9618                 NaN            NaN  0.302898       0.735326                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00        98.9676                 NaN            NaN  0.732450       0.299981                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00        98.9767                 NaN            NaN  0.725210       0.298124                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00        98.9847                 NaN            NaN  0.720091       0.295183                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00        98.9925                 NaN            NaN  0.292761       0.714785                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00        99.0038                 NaN            NaN  0.706569       0.289624                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00        99.0103                 NaN            NaN  0.702500       0.287234                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00        99.7738                 NaN  0.225885E-001  0.709769E-001  0.132632                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00        98.2733                 NaN            NaN  0.456708        1.26995                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00        99.0346                 NaN  0.636405E-002  0.689967       0.269058                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        99.0416                 NaN  0.558054E-002  0.268051       0.684770                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00        99.0538                 NaN  0.310732E-001  0.222534       0.692546                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00        99.0613                 NaN  0.347149E-001  0.689540       0.214427                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        99.0682                 NaN  0.338372E-001  0.215468       0.682521                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00        99.0761                 NaN  0.322361E-001  0.213586       0.678035                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00        99.0808                 NaN  0.312872E-001  0.674358       0.213580                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00        99.0826                 NaN  0.301061E-001  0.214861       0.672427                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00        98.9463                 NaN  0.334384E-001  0.771979       0.248248                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00        99.2510                 NaN  0.235539E-001  0.175497       0.549956                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        2500.00        99.1037                 NaN  0.269442E-001  0.657064       0.212288                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.71        2500.00        99.1044                 NaN  0.258373E-001  0.212564       0.657172                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.12        2500.00        99.1197                 NaN  0.245816E-001  0.209591       0.646130                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.53        2500.00        97.9477                 NaN  0.201223       0.446112       0.808092                 NaN            NaN  0.596896                 NaN            NaN            NaN
  1446.94        2500.00        97.2010                 NaN  0.321402       0.584537       0.906048                 NaN            NaN  0.987029                 NaN            NaN            NaN
  1445.35        2500.00        97.2588                 NaN  0.320298       0.893768       0.559144                 NaN            NaN  0.967957                 NaN            NaN            NaN
  1443.76        2500.00        97.3237                 NaN  0.317480       0.536742       0.876341                 NaN            NaN  0.945757                 NaN            NaN            NaN
  1442.17        2500.00        97.3784                 NaN  0.316689       0.866374       0.510885                 NaN            NaN  0.927646                 NaN            NaN            NaN
  1440.58        2500.00        97.4392                 NaN  0.314094       0.850995       0.488525                 NaN            NaN  0.907146                 NaN            NaN            NaN
  1438.99        2500.00        97.4908                 NaN  0.313230       0.839669       0.466301                 NaN            NaN  0.889953                 NaN            NaN            NaN
  1437.39        2500.00        97.5412                 NaN  0.311868       0.444205       0.829774                 NaN            NaN  0.872968                 NaN            NaN            NaN
  1435.80        2500.00        97.6122                 NaN  0.308448       0.421105       0.807800                 NaN            NaN  0.850447                 NaN            NaN            NaN
  1434.21        2500.00        97.6164                 NaN  0.311717       0.406206       0.819402                 NaN            NaN  0.846231                 NaN            NaN            NaN
  1432.62        2500.00        97.6846                 NaN  0.308862       0.797124       0.384483                 NaN            NaN  0.824933                 NaN            NaN            NaN
  1431.03        2500.00        97.7351                 NaN  0.306147       0.786750       0.364691                 NaN            NaN  0.807278                 NaN            NaN            NaN
  1429.44        2500.00        97.7726                 NaN  0.306037       0.780647       0.345771                 NaN            NaN  0.794949                 NaN            NaN            NaN
  1427.85        2500.00        97.8159                 NaN  0.304984       0.770575       0.328151                 NaN            NaN  0.780342                 NaN            NaN            NaN
  1426.26        2500.00        97.8554                 NaN  0.304049       0.311172       0.762431                 NaN            NaN  0.766909                 NaN            NaN            NaN
  1424.67        2500.00        97.8965                 NaN  0.302925       0.293296       0.754362                 NaN            NaN  0.752957                 NaN            NaN            NaN
  1423.08        2500.00        97.9283                 NaN  0.302856       0.274235       0.751792                 NaN            NaN  0.742838                 NaN            NaN            NaN
  1421.49        2500.00        97.9753                 NaN  0.300264       0.259480       0.739267                 NaN            NaN  0.725677                 NaN            NaN            NaN
  1419.90        2500.00        98.0051                 NaN  0.300601       0.733601       0.244640                 NaN            NaN  0.716064                 NaN            NaN            NaN
  1418.31        2500.00        98.0433                 NaN  0.299024       0.228732       0.726011                 NaN            NaN  0.702952                 NaN            NaN            NaN
  1416.72        2500.00        98.0738                 NaN  0.298625       0.212809       0.722138                 NaN            NaN  0.692593                 NaN            NaN            NaN
  1415.13        2500.00        98.1056                 NaN  0.298301       0.715002       0.199369                 NaN            NaN  0.681694                 NaN            NaN            NaN
  1413.54        2500.00        98.1442                 NaN  0.294088       0.707525       0.186334                 NaN            NaN  0.667838                 NaN            NaN            NaN
  1411.95        2500.00        98.1651                 NaN  0.298954       0.709211       0.164243                 NaN            NaN  0.662450                 NaN            NaN            NaN
  1410.36        2500.00        98.2046                 NaN  0.293750       0.695623       0.158859                 NaN            NaN  0.647194                 NaN            NaN            NaN
  1408.77        2500.00        98.2320                 NaN  0.293456       0.694050       0.142365                 NaN            NaN  0.638094                 NaN            NaN            NaN
  1407.17        2500.00        98.2608                 NaN  0.292923       0.128854       0.689053                 NaN            NaN  0.628348                 NaN            NaN            NaN
  1405.58        2500.00        98.2888                 NaN  0.291699       0.683702       0.117367                 NaN            NaN  0.618482                 NaN            NaN            NaN
  1403.99        2500.00        98.3152                 NaN  0.291145       0.104055       0.680071                 NaN            NaN  0.609491                 NaN            NaN            NaN
  1402.40        2500.00        98.3425                 NaN  0.289682       0.675171       0.928996E-001            NaN            NaN  0.599780                 NaN            NaN            NaN
  1400.81        2500.00        98.3681                 NaN  0.288719       0.801735E-001  0.672044                 NaN            NaN  0.590957                 NaN            NaN            NaN
  1399.22        2500.00        98.3921                 NaN  0.287786       0.678589E-001  0.669573                 NaN            NaN  0.582659                 NaN            NaN            NaN
  1397.63        2500.00        98.4184                 NaN  0.286311       0.663656       0.583097E-001            NaN            NaN  0.573346                 NaN            NaN            NaN
  1396.04        2500.00        98.4423                 NaN  0.285326       0.467950E-001  0.660645                 NaN            NaN  0.564961                 NaN            NaN            NaN
  1394.45        2500.00        98.4658                 NaN  0.284364       0.656794       0.363552E-001            NaN            NaN  0.556665                 NaN            NaN            NaN
  1392.86        2500.00        98.4845                 NaN  0.283259       0.658639       0.233379E-001            NaN            NaN  0.550263                 NaN            NaN            NaN
  1391.27        2500.00        98.5120                 NaN  0.281197       0.652282       0.143348E-001            NaN            NaN  0.540189                 NaN            NaN            NaN
  1389.68        2500.00        98.5217                 NaN  0.259257       0.600925       0.845994E-001            NaN            NaN  0.533545                 NaN            NaN            NaN
  1388.09        2500.00        98.5561                 NaN  0.276958       0.642549                 NaN            NaN            NaN  0.524413                 NaN            NaN            NaN
  1386.50        2500.00        98.5770                 NaN  0.276457       0.630064                 NaN            NaN            NaN  0.516479                 NaN            NaN            NaN
  1384.91        2500.00        98.5922                 NaN  0.274172       0.622293                 NaN            NaN            NaN  0.511340                 NaN            NaN            NaN
  1383.32        2500.00        98.6138                 NaN  0.264932       0.619823                 NaN            NaN            NaN  0.501474                 NaN            NaN            NaN
  1381.73        2500.00        98.6321                 NaN  0.264783       0.607700                 NaN            NaN            NaN  0.495458                 NaN            NaN            NaN
  1380.14        2500.00        98.6244                 NaN  0.234753       0.553075       0.948616E-001            NaN            NaN  0.492897                 NaN            NaN            NaN
  1378.55        2500.00        98.6655                 NaN  0.251097       0.603269                 NaN            NaN            NaN  0.480174                 NaN            NaN            NaN
  1376.95        2500.00        98.6881                 NaN  0.254852       0.583406                 NaN            NaN            NaN  0.473685                 NaN            NaN            NaN
  1375.36        2500.00        98.7033                 NaN  0.252972       0.575422                 NaN            NaN            NaN  0.468301                 NaN            NaN            NaN
  1373.77        2500.00        98.7142                 NaN  0.242277       0.580151                 NaN            NaN            NaN  0.463352                 NaN            NaN            NaN
  1372.18        2500.00        98.7399                 NaN  0.243433       0.563814                 NaN            NaN            NaN  0.452875                 NaN            NaN            NaN
  1370.59        2500.00        98.7528                 NaN  0.244138       0.553953                 NaN            NaN            NaN  0.449129                 NaN            NaN            NaN
  1369.00        2500.00        98.7130                 NaN  0.297993       0.512623                 NaN            NaN            NaN  0.476419                 NaN            NaN            NaN
  1367.41        2500.00        98.8411                 NaN  0.184789       0.570740                 NaN            NaN            NaN  0.403389                 NaN            NaN            NaN
  1365.82        2500.00        98.8021                 NaN  0.237428       0.529743                 NaN            NaN            NaN  0.430752                 NaN            NaN            NaN
  1364.23        2500.00        98.8171                 NaN  0.232420       0.526212                 NaN            NaN            NaN  0.424285                 NaN            NaN            NaN
  1362.64        2500.00        98.8313                 NaN  0.228999       0.521011                 NaN            NaN            NaN  0.418724                 NaN            NaN            NaN
  1361.05        2500.00        98.8341                 NaN  0.237069       0.508018                 NaN            NaN            NaN  0.420827                 NaN            NaN            NaN
  1359.46        2500.00        98.8713                 NaN  0.218756       0.508877                 NaN            NaN            NaN  0.401061                 NaN            NaN            NaN
  1357.87        2500.00        98.8734                 NaN  0.218447       0.506595                 NaN            NaN            NaN  0.401562                 NaN            NaN            NaN
  1356.28        2500.00        98.8858                 NaN  0.216738       0.500589                 NaN            NaN            NaN  0.396829                 NaN            NaN            NaN
  1354.69        2500.00        98.8997                 NaN  0.214179       0.494676                 NaN            NaN            NaN  0.391489                 NaN            NaN            NaN
  1353.10        2500.00        98.9140                 NaN  0.209437       0.491251                 NaN            NaN            NaN  0.385340                 NaN            NaN            NaN
  1351.51        2500.00        98.9280                 NaN  0.208168       0.483430                 NaN            NaN            NaN  0.380434                 NaN            NaN            NaN
  1349.92        2500.00        98.9400                 NaN  0.205376       0.479167                 NaN            NaN            NaN  0.375415                 NaN            NaN            NaN
  1348.33        2500.00        98.9506                 NaN  0.202672       0.475267                 NaN            NaN            NaN  0.371464                 NaN            NaN            NaN
  1346.73        2500.00        98.9656                 NaN  0.197845       0.471588                 NaN            NaN            NaN  0.364982                 NaN            NaN            NaN
  1345.14        2500.00        98.9781                 NaN  0.195312       0.466967                 NaN            NaN            NaN  0.359639                 NaN            NaN            NaN
  1343.55        2500.00        98.9879                 NaN  0.192949       0.463085                 NaN            NaN            NaN  0.356033                 NaN            NaN            NaN
  1341.96        2500.00        99.0006                 NaN  0.190646       0.457638                 NaN            NaN            NaN  0.351078                 NaN            NaN            NaN
  1340.37        2500.00        99.0096                 NaN  0.185147       0.458356                 NaN            NaN            NaN  0.346921                 NaN            NaN            NaN
  1338.78        2500.00        99.0232                 NaN  0.184925       0.449977                 NaN            NaN            NaN  0.341848                 NaN            NaN            NaN
  1337.19        2500.00        99.0336                 NaN  0.182704       0.445849                 NaN            NaN            NaN  0.337833                 NaN            NaN            NaN
  1335.60        2500.00        99.0432                 NaN  0.176816       0.446472                 NaN            NaN            NaN  0.333474                 NaN            NaN            NaN
  1334.01        2500.00        99.0557                 NaN  0.176502       0.439127                 NaN            NaN            NaN  0.328663                 NaN            NaN            NaN
  1332.42        2500.00        99.0651                 NaN  0.174657       0.435088                 NaN            NaN            NaN  0.325165                 NaN            NaN            NaN
  1330.83        2500.00        99.0755                 NaN  0.170113       0.433927                 NaN            NaN            NaN  0.320428                 NaN            NaN            NaN
  1329.24        2500.00        99.0853                 NaN  0.167104       0.431049                 NaN            NaN            NaN  0.316502                 NaN            NaN            NaN
  1327.65        2500.00        99.0957                 NaN  0.164661       0.427116                 NaN            NaN            NaN  0.312543                 NaN            NaN            NaN
  1326.06        2500.00        99.1032                 NaN  0.160159       0.427577                 NaN            NaN            NaN  0.309107                 NaN            NaN            NaN
  1324.47        2500.00        99.1151                 NaN  0.155105       0.425916                 NaN            NaN            NaN  0.303890                 NaN            NaN            NaN
  1322.88        2500.00        99.1229                 NaN  0.156583       0.419100                 NaN            NaN            NaN  0.301456                 NaN            NaN            NaN
  1321.29        2500.00        99.1332                 NaN  0.150918       0.419331                 NaN            NaN            NaN  0.296508                 NaN            NaN            NaN
  1319.70        2500.00        99.1223                 NaN  0.147895       0.428158                 NaN            NaN            NaN  0.301635                 NaN            NaN            NaN
  1318.11        2500.00        99.1686                 NaN  0.141889       0.408195                 NaN            NaN            NaN  0.281336                 NaN            NaN            NaN
  1316.51        2500.00        99.1579                 NaN  0.141553       0.414142                 NaN            NaN            NaN  0.286365                 NaN            NaN            NaN
  1314.92        2500.00        99.1668                 NaN  0.139637       0.410606                 NaN            NaN            NaN  0.282941                 NaN            NaN            NaN
  1313.33        2500.00        99.1750                 NaN  0.135569       0.410078                 NaN            NaN            NaN  0.279352                 NaN            NaN            NaN
  1311.74        2500.00        99.1828                 NaN  0.133088       0.407976                 NaN            NaN            NaN  0.276173                 NaN            NaN            NaN
  1310.15        2500.00        99.1904                 NaN  0.128727       0.408016                 NaN            NaN            NaN  0.272810                 NaN            NaN            NaN
  1308.56        2500.00        99.1985                 NaN  0.125558       0.406277                 NaN            NaN            NaN  0.269616                 NaN            NaN            NaN
  1306.97        2500.00        99.2049                 NaN  0.121842       0.406676                 NaN            NaN            NaN  0.266626                 NaN            NaN            NaN
  1305.38        2500.00        99.2124                 NaN  0.118818       0.405231                 NaN            NaN            NaN  0.263521                 NaN            NaN            NaN
  1303.79        2500.00        99.2191                 NaN  0.115877       0.404327                 NaN            NaN            NaN  0.260723                 NaN            NaN            NaN
  1302.20        2500.00        99.2253                 NaN  0.110664       0.406322                 NaN            NaN            NaN  0.257678                 NaN            NaN            NaN
  1300.61        2500.00        99.2321                 NaN  0.107047       0.405885                 NaN            NaN            NaN  0.254919                 NaN            NaN            NaN
  1299.02        2500.00        96.7832                 NaN  0.219067       0.854118                 NaN            NaN            NaN  0.565656        1.57801                 NaN            NaN
  1297.43        2500.00        89.5826                 NaN  0.500432        2.25849                 NaN            NaN            NaN   1.48352        6.17496                 NaN            NaN
  1295.84        2500.00        90.0845                 NaN  0.424791        2.24820                 NaN            NaN            NaN   1.41959        5.82291                 NaN            NaN
  1294.25        2500.00        84.5146                 NaN  0.622077        3.26676                 NaN            NaN            NaN   2.20594        9.12528       0.265365                 NaN
  1292.66        2500.00        84.3770                 NaN  0.639086        3.27253                 NaN            NaN            NaN   2.23004        9.17471       0.306663                 NaN
  1291.07        2500.00        85.8688                 NaN  0.602110        2.96740                 NaN            NaN            NaN   2.02525        8.26147       0.274977                 NaN
  1289.48        2500.00        86.5386                 NaN  0.696657        2.63257                 NaN            NaN            NaN   1.93384        7.92344       0.274848                 NaN
  1287.89        2500.00        89.0041                 NaN  0.458938        2.43137                 NaN            NaN            NaN   1.59256        6.31094       0.202084                 NaN
  1286.29        2500.00        88.0190                 NaN  0.536692        2.46975                 NaN            NaN            NaN   1.74381        7.00000       0.230730                 NaN
  1284.70        2500.00        91.6902                 NaN  0.240373        2.04735                 NaN            NaN            NaN   1.19279        4.68205       0.147191                 NaN
