|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1271.95        2500.00       0.241111        95.1569                 NaN            NaN  0.600290       0.496314       0.715872        2.78954                 NaN            NaN            NaN
  1270.48        2500.00       0.103559        96.8873                 NaN            NaN  0.268567       0.544447       0.455346        1.74077                 NaN            NaN            NaN
  1269.01        2500.00       0.201429        96.3505                 NaN            NaN  0.381929       0.460831       0.543587        2.06177                 NaN            NaN            NaN
  1267.54        2500.00       0.102492        96.1218                 NaN            NaN  0.389921       0.586640       0.560662        2.23844                 NaN            NaN            NaN
  1266.07        2500.00       0.243034        97.0346                 NaN            NaN  0.430161       0.180679       0.457742        1.65378                 NaN            NaN            NaN
  1264.60        2500.00       0.373392        91.1939                 NaN            NaN   1.35548       0.746651        1.31705        5.01350                 NaN            NaN            NaN
  1263.13        2500.00       0.488271E-001   99.6788                 NaN            NaN            NaN            NaN  0.568075E-001  0.215565                 NaN            NaN            NaN
  1261.66        2500.00       0.324825E-001   99.5660                 NaN            NaN  0.160401                 NaN  0.589686E-001  0.182118                 NaN            NaN            NaN
  1260.19        2500.00       0.139800        98.0709                 NaN            NaN  0.380537                 NaN  0.298169        1.11056                 NaN            NaN            NaN
  1258.72        2500.00       0.480716E-001   99.8498                 NaN            NaN            NaN            NaN  0.173710E-001  0.847367E-001            NaN            NaN            NaN
  1257.25        2500.00       0.204790        94.8460                 NaN            NaN  0.636391       0.621646       0.758134        2.93304                 NaN            NaN            NaN
  1255.78        2500.00       0.136445        97.3533                 NaN            NaN  0.280376       0.317922       0.395203        1.51674                 NaN            NaN            NaN
  1254.31        2500.00       0.140035        97.4101                 NaN            NaN  0.327426       0.228600       0.385697        1.50812                 NaN            NaN            NaN
  1252.84        2500.00       0.144186        97.4861                 NaN            NaN  0.340208       0.201351       0.371212        1.45692                 NaN            NaN            NaN
  1251.37        2500.00       0.681196E-001   98.1900                 NaN            NaN  0.300391       0.172474       0.265988        1.00306                 NaN            NaN            NaN
  1249.90        2500.00       0.261263E-001   95.6849                 NaN            NaN  0.202834        1.03653       0.629738        2.40265                 NaN  0.172600E-001            NaN
  1248.43        2500.00       0.553007E-001   99.0302                 NaN            NaN  0.906913E-001  0.240243E-001  0.101726       0.389648                 NaN            NaN  0.308371     
  1246.96        2500.00       0.167620E-001   99.7202                 NaN            NaN  0.193615E-001            NaN  0.333431E-001  0.152996                 NaN            NaN  0.573110E-001
  1245.49        2500.00       0.963203        78.0809                 NaN            NaN   2.26562                 NaN   2.27459        9.95770                 NaN            NaN   6.45795     
  1244.02        2500.00       0.777835        80.9990                 NaN            NaN   1.76318                 NaN   1.87121        8.28340                 NaN            NaN   6.30535     
  1242.55        2500.00       0.585113        85.9944                 NaN            NaN  0.356877E-001   1.22883        1.38548        6.07147                 NaN            NaN   4.69903     
  1241.08        2500.00       0.783158        80.9588                 NaN            NaN   1.74168                 NaN   1.86092        8.29084                 NaN            NaN   6.36457     
  1239.61        2500.00       0.573423        86.0370                 NaN            NaN   1.26292                 NaN   1.36436        6.08691                 NaN            NaN   4.67536     
  1238.14        2500.00       0.888799        78.4132                 NaN            NaN   1.95578                 NaN   2.10159        9.36552                 NaN            NaN   7.27510     
  1236.67        2500.00       0.175368E-005  100.0000                 NaN  0.194780E-005  0.322021E-005            NaN  0.482583E-005  0.187461E-004            NaN            NaN  0.151495E-004
  1235.20        2500.00       0.952141E-005   99.9997                 NaN            NaN  0.241704E-004            NaN  0.249658E-004  0.114817E-003            NaN            NaN  0.873900E-004
  1233.73        2500.00        1.05564        74.2259                 NaN            NaN   2.19910                 NaN   2.46646        11.2978                 NaN            NaN   8.75510     
  1232.26        2500.00       0.364993        90.8464                 NaN            NaN  0.834006                 NaN  0.872191        4.03683                 NaN            NaN   3.04560     
  1230.79        2500.00       0.325909        91.7621                 NaN            NaN  0.688741                 NaN  0.773271        3.66823                 NaN            NaN   2.78177     
  1229.32        2500.00       0.216654E-002   99.9204                 NaN            NaN  0.749125E-002  0.832747E-006  0.797713E-002  0.363721E-001            NaN            NaN  0.255422E-001
  1227.85        2500.00       0.945393        75.7891                 NaN            NaN   1.97532                 NaN   2.22748        10.8252                 NaN            NaN   8.23743     
  1226.38        2500.00       0.502516        86.6908                 NaN            NaN   1.02996                 NaN   1.19429        6.04622                 NaN            NaN   4.53618     
  1224.91        2500.00       0.688204        81.2432                 NaN            NaN   1.33088                 NaN   1.61772        8.68021                 NaN            NaN   6.43975     
  1223.44        2500.00        3.49699                 NaN            NaN            NaN   6.36633                 NaN   8.18834        47.1698                 NaN            NaN   34.7785     
  1221.97        2500.00        3.49684                 NaN            NaN            NaN   6.36616                 NaN   8.18832        47.1692                 NaN            NaN   34.7795     
  1220.50        2500.00        3.49668                 NaN            NaN            NaN   6.36599                 NaN   8.18829        47.1686                 NaN            NaN   34.7805     
  1219.03        2500.00        3.49653                 NaN            NaN            NaN   6.36582                 NaN   8.18827        47.1679                 NaN            NaN   34.7814     
  1217.56        2500.00        3.49419                 NaN            NaN            NaN   6.36900                 NaN   8.18829        47.1695                 NaN            NaN   34.7791     
  1216.09        2500.00        3.49411                 NaN            NaN            NaN   6.36826                 NaN   8.18861        47.1689                 NaN            NaN   34.7801     
  1214.62        2500.00        3.49607                 NaN            NaN            NaN   6.36530                 NaN   8.18821        47.1661                 NaN            NaN   34.7843     
  1213.15        2500.00        3.49428                 NaN            NaN            NaN   6.36607                 NaN   8.18950        47.1674                 NaN            NaN   34.7828     
  1211.68        2500.00        3.50401                 NaN            NaN            NaN   6.34823                 NaN   8.19378        47.1544                 NaN            NaN   34.7996     
  1210.21        2500.00        3.50897                 NaN            NaN            NaN   6.33756                 NaN   8.19829        47.1462                 NaN            NaN   34.8090     
  1208.74        2500.00        3.49545                 NaN            NaN            NaN   6.36461                 NaN   8.18812        47.1636                 NaN            NaN   34.7882     
  1207.27        2500.00        3.51533                 NaN            NaN            NaN   6.32661                 NaN   8.20671        47.1280                 NaN            NaN   34.8234     
  1205.80        2500.00        3.51518                 NaN            NaN            NaN   6.32644                 NaN   8.20669        47.1274                 NaN            NaN   34.8243     
  1204.33        2500.00        3.51509                 NaN            NaN            NaN   6.32612                 NaN   8.20674        47.1266                 NaN            NaN   34.8254     
  1202.86        2500.00        3.51503                 NaN            NaN            NaN   6.32655                 NaN   8.20894        47.1220       0.322995E-003            NaN   34.8272     
  1201.39        2500.00        3.51688                 NaN            NaN            NaN   6.31123                 NaN   8.22025        47.1203                 NaN            NaN   34.8313     
  1199.92        2500.00        3.51688                 NaN            NaN            NaN   6.32090                 NaN   8.20908        47.1210                 NaN            NaN   34.8321     
  1198.45        2500.00        3.51994                 NaN            NaN            NaN   6.30199                 NaN   8.22291        47.1168                 NaN            NaN   34.8384     
  1196.98        2500.00        3.52116                 NaN            NaN            NaN   6.29792                 NaN   8.22488        47.1144                 NaN            NaN   34.8416     
  1195.51        2500.00        3.52216                 NaN            NaN            NaN   6.29414                 NaN   8.22640        47.1129                 NaN            NaN   34.8444     
  1194.04        2500.00        3.52254                 NaN            NaN            NaN   6.29179                 NaN   8.22768        47.1118                 NaN            NaN   34.8462     
  1192.57        2500.00        3.52377                 NaN            NaN            NaN   6.28702                 NaN   8.23070        47.1089                 NaN            NaN   34.8496     
  1191.10        2500.00        3.52439                 NaN            NaN            NaN   6.28822                 NaN   8.23237        47.1023                 NaN            NaN   34.8527     
  1189.63        2500.00        3.52073                 NaN            NaN            NaN   6.29246                 NaN   8.23126        47.1079                 NaN            NaN   34.8476     
  1188.16        2500.00        3.51915                 NaN            NaN            NaN   6.29254                 NaN   8.23534        47.1060                 NaN            NaN   34.8470     
  1186.69        2500.00        3.52891                 NaN            NaN            NaN   6.27594                 NaN   8.23944        47.0913                 NaN            NaN   34.8644     
  1185.22        2500.00        3.52184                 NaN            NaN            NaN   6.28613                 NaN   8.23439        47.1046                 NaN            NaN   34.8530     
  1183.75        2500.00        3.52248                 NaN            NaN            NaN   6.28369                 NaN   8.23603        47.1023                 NaN            NaN   34.8555     
  1182.28        2500.00        3.52109                 NaN            NaN            NaN   6.28390                 NaN   8.23454        47.1067                 NaN            NaN   34.8537     
  1180.81        2500.00        3.53280                 NaN            NaN            NaN   6.26477                 NaN   8.24820        47.0772                 NaN            NaN   34.8771     
  1179.34        2500.00        3.53326                 NaN            NaN            NaN   6.26147                 NaN   8.25092        47.0750                 NaN            NaN   34.8793     
  1177.87        2500.00        3.53808                 NaN            NaN            NaN   6.24943                 NaN   8.25353        47.0701                 NaN            NaN   34.8888     
  1176.40        2500.00        3.53475                 NaN            NaN            NaN   6.25730                 NaN   8.25481        47.0683                 NaN            NaN   34.8849     
  1174.93        2500.00        3.53582                 NaN            NaN            NaN   6.25470                 NaN   8.25700        47.0637                 NaN            NaN   34.8888     
  1173.46        2500.00        3.54149                 NaN            NaN            NaN   6.23921                 NaN   8.26124        47.0588                 NaN            NaN   34.8993     
  1171.99        2500.00        3.54266                 NaN            NaN            NaN   6.23680                 NaN   8.26324        47.0546                 NaN            NaN   34.9027     
  1170.52        2500.00        3.54123                 NaN            NaN            NaN   6.24135                 NaN   8.26449        47.0509                 NaN            NaN   34.9020     
  1169.05        2500.00        3.54497                 NaN            NaN            NaN   6.23236                 NaN   8.26736        47.0459                 NaN            NaN   34.9094     
  1167.58        2500.00        3.54597                 NaN            NaN            NaN   6.22959                 NaN   8.26969        47.0421                 NaN            NaN   34.9127     
  1166.11        2500.00        3.54782                 NaN            NaN            NaN   6.22498                 NaN   8.27200        47.0380                 NaN            NaN   34.9172     
  1164.64        2500.00        3.54755                 NaN            NaN            NaN   6.22507                 NaN   8.27422        47.0345                 NaN            NaN   34.9187     
  1163.17        2500.00        3.54878                 NaN            NaN            NaN   6.22355                 NaN   8.27861        47.0260                 NaN            NaN   34.9231     
  1161.70        2500.00        3.54870                 NaN            NaN            NaN   6.22251                 NaN   8.27942        47.0252                 NaN            NaN   34.9242     
  1160.23        2500.00        3.54861                 NaN            NaN            NaN   6.22128                 NaN   8.28022        47.0246                 NaN            NaN   34.9253     
  1158.76        2500.00        3.55228                 NaN            NaN            NaN   6.21224                 NaN   8.28364        47.0187                 NaN            NaN   34.9331     
  1157.29        2500.00        3.55453                 NaN            NaN            NaN   6.20670                 NaN   8.28600        47.0144                 NaN            NaN   34.9384     
  1155.82        2500.00        3.55678                 NaN            NaN            NaN   6.19928                 NaN   8.28903        47.0108                 NaN            NaN   34.9441     
  1154.35        2500.00        3.55875                 NaN            NaN            NaN   6.19443                 NaN   8.29129        47.0065                 NaN            NaN   34.9490     
  1152.88        2500.00        3.56098                 NaN            NaN            NaN   6.18934                 NaN   8.29327        47.0022                 NaN            NaN   34.9543     
  1151.41        2500.00        3.55930                 NaN            NaN            NaN   6.19382                 NaN   8.29570        46.9980                 NaN            NaN   34.9532     
  1149.94        2500.00        3.56029                 NaN            NaN            NaN   6.19140                 NaN   8.29775        46.9941                 NaN            NaN   34.9565     
  1148.47        2500.00        3.56079                 NaN            NaN            NaN   6.18983                 NaN   8.30015        46.9900                 NaN            NaN   34.9593     
  1147.00        2500.00        3.56254                 NaN            NaN            NaN   6.18540                 NaN   8.30266        46.9855                 NaN            NaN   34.9639     
  1145.53        2500.00        3.54691                 NaN            NaN            NaN   6.20531                 NaN   8.29219        47.0213                 NaN            NaN   34.9343     
  1144.06        2500.00        3.56377                 NaN            NaN            NaN   6.18182                 NaN   8.30702        46.9780                 NaN            NaN   34.9694     
  1142.59        2500.00        3.56829                 NaN            NaN            NaN   6.16700                 NaN   8.30992        46.9756                 NaN            NaN   34.9792     
  1141.12        2500.00        3.56500                 NaN            NaN            NaN   6.17130                 NaN   8.31595        46.9726                 NaN            NaN   34.9752     
  1139.65        2500.00        3.56809                 NaN            NaN            NaN   6.16808                 NaN   8.31500        46.9664                 NaN            NaN   34.9824     
  1138.18        2500.00        3.56886                 NaN            NaN            NaN   6.16530                 NaN   8.31646        46.9620                 NaN  0.739151E-003   34.9866     
  1136.71        2500.00        3.56073                 NaN            NaN            NaN   6.16447                 NaN   8.31858        46.9585                 NaN  0.881224E-002   34.9889     
  1135.24        2500.00        3.55330                 NaN            NaN            NaN   6.16388                 NaN   8.32044        46.9550                 NaN  0.162166E-001   34.9911     
  1133.77        2500.00        3.54611                 NaN            NaN            NaN   6.16338                 NaN   8.32230        46.9514                 NaN  0.234035E-001   34.9934     
  1132.30        2500.00        3.53895                 NaN            NaN            NaN   6.16227                 NaN   8.32450        46.9479                 NaN  0.306437E-001   34.9958     
  1130.83        2500.00        3.53133                 NaN            NaN            NaN   6.16203                 NaN   8.32630        46.9442                 NaN  0.382035E-001   34.9979     
  1129.36        2500.00        3.52401                 NaN            NaN            NaN   6.16136                 NaN   8.32836        46.9405                 NaN  0.455287E-001   35.0003     
  1127.89        2500.00        3.51679                 NaN            NaN            NaN   6.16175                 NaN   8.33051        46.9360                 NaN  0.526573E-001   35.0023     
  1126.42        2500.00        3.50933                 NaN            NaN            NaN   6.16064                 NaN   8.33227        46.9328                 NaN  0.602077E-001   35.0048     
  1124.95        2500.00        3.50209                 NaN            NaN            NaN   6.16054                 NaN   8.33412        46.9289                 NaN  0.674193E-001   35.0070     
  1123.48        2500.00        3.49477                 NaN            NaN            NaN   6.16006                 NaN   8.33618        46.9250                 NaN  0.747424E-001   35.0092     
  1122.01        2500.00        3.48710                 NaN            NaN            NaN   6.15874                 NaN   8.33890        46.9215                 NaN  0.823003E-001   35.0114     
  1120.54        2500.00        3.47880                 NaN            NaN            NaN   6.16245                 NaN   8.33974        46.9166                 NaN  0.899278E-001   35.0125     
  1119.07        2500.00        3.47172                 NaN            NaN            NaN   6.16298                 NaN   8.34168        46.9121                 NaN  0.969852E-001   35.0145     
  1117.60        2500.00        3.46384                 NaN            NaN            NaN   6.16150                 NaN   8.34435        46.9087                 NaN  0.104876        35.0167     
  1116.13        2500.00        3.45803                 NaN            NaN            NaN   6.16041                 NaN   8.34670        46.9050                 NaN  0.110790        35.0190     
  1114.66        2500.00        3.45141                 NaN            NaN            NaN   6.15905                 NaN   8.34890        46.9010                 NaN  0.117785        35.0219     
  1113.19        2500.00        3.44376                 NaN            NaN            NaN   6.15888                 NaN   8.35051        46.8971                 NaN  0.125491        35.0243     
  1111.72        2500.00        3.43915                 NaN            NaN            NaN   6.15849                 NaN   8.35189        46.8929                 NaN  0.130488        35.0271     
  1110.25        2500.00        3.43162                 NaN            NaN            NaN   6.15686                 NaN   8.35473        46.8892                 NaN  0.138114        35.0295     
  1108.78        2500.00        3.42475                 NaN            NaN            NaN   6.15630                 NaN   8.35685        46.8851                 NaN  0.145104        35.0319     
  1107.31        2500.00        3.41862                 NaN            NaN            NaN   6.15590                 NaN   8.35873        46.8807                 NaN  0.151472        35.0345     
  1105.84        2500.00        3.41464                 NaN            NaN            NaN   6.15560                 NaN   8.35999        46.8753                 NaN  0.156419        35.0381     
  1104.37        2500.00        3.40836                 NaN            NaN            NaN   6.15453                 NaN   8.36203        46.8714                 NaN  0.162957        35.0407     
  1102.90        2500.00        3.40210                 NaN            NaN            NaN   6.15353                 NaN   8.36410        46.8675                 NaN  0.169461        35.0433     
  1101.43        2500.00        3.38847                 NaN            NaN            NaN   6.14049       0.285282E-001   8.36781        46.8607                 NaN  0.176391        35.0376     
  1099.96        2500.00        3.33801                 NaN            NaN            NaN   6.08343       0.175655        8.38070        46.8435                 NaN  0.187334        34.9914     
  1098.49        2500.00        3.30407                 NaN            NaN            NaN   6.04796       0.267445        8.38956        46.8313                 NaN  0.196436        34.9632     
  1097.02        2500.00        3.25929                 NaN            NaN            NaN   5.99961       0.394928        8.40117        46.8158                 NaN  0.206446        34.9228     
  1095.55        2500.00        3.21916                 NaN            NaN            NaN   5.95637       0.508092        8.41172        46.8016                 NaN  0.215831        34.8872     
  1094.08        2500.00        3.17655                 NaN            NaN            NaN   5.91099       0.628908        8.42295        46.7866                 NaN  0.225262        34.8487     
  1092.61        2500.00        3.13371                 NaN            NaN            NaN   5.86571       0.750529        8.43428        46.7715                 NaN  0.234575        34.8097     
  1091.14        2500.00        3.09019                 NaN            NaN            NaN   5.82014       0.874279        8.44584        46.7561                 NaN  0.243761        34.7697     
  1089.67        2500.00        3.04310                 NaN            NaN            NaN   5.77073        1.00974        8.45837        46.7396                 NaN  0.253084        34.7254     
  1088.20        2500.00        3.09127                 NaN            NaN            NaN   5.82756       0.835104        8.44737        46.7557                 NaN  0.254184        34.7889     
  1086.73        2500.00        2.94926                 NaN            NaN            NaN   5.67453        1.27872        8.48358        46.7064                 NaN  0.271127        34.6364     
  1085.26        2500.00        2.90387                 NaN            NaN            NaN   5.62829        1.40881        8.49591        46.6902                 NaN  0.279744        34.5932     
  1083.79        2500.00        2.85374                 NaN            NaN            NaN   5.57758        1.55384        8.50949        46.6724                 NaN  0.288567        34.5444     
  1082.32        2500.00        2.80214                 NaN            NaN            NaN   5.52574        1.70356        8.52351        46.6541                 NaN  0.297310        34.4937     
  1080.85        2500.00        2.74876                 NaN            NaN            NaN   5.47266        1.85874        8.53803        46.6352                 NaN  0.305992        34.4406     
  1079.38        2500.00        2.68133                 NaN            NaN            NaN   5.38704        2.07351        8.55701        46.6147                 NaN  0.315508        34.3709     
  1077.91        2500.00        2.62983                 NaN            NaN            NaN   5.35480        2.20830        8.57038        46.5933                 NaN  0.323645        34.3197     
  1076.44        2500.00        2.59960                 NaN            NaN            NaN   5.32559        2.29162        8.57958        46.5814                 NaN  0.329949        34.2922     
  1074.97        2500.00        2.52206                 NaN            NaN            NaN   5.25002        2.52244        8.60027        46.5552                 NaN  0.339633        34.2104     
  1073.50        2500.00        2.44411                 NaN            NaN            NaN   5.15009        2.77787        8.62095        46.5318                 NaN  0.348777        34.1264     
  1072.03        2500.00        2.34499                 NaN            NaN            NaN   5.03751        3.09064        8.64901        46.4980                 NaN  0.360093        34.0198     
  1070.56        2500.00        2.30038                 NaN            NaN            NaN   5.03309        3.18749        8.66105        46.4774                 NaN  0.365999        33.9746     
  1069.09        2500.00        2.23227                 NaN            NaN            NaN   4.96926        3.38934        8.67991        46.4533                 NaN  0.373944        33.9020     
  1067.62        2500.00        2.19243                 NaN            NaN            NaN   4.93568        3.50001        8.69158        46.4385                 NaN  0.379846        33.8620     
  1066.15        2500.00        2.12029                 NaN            NaN            NaN   4.85639        3.72626        8.72049        46.4062                 NaN  0.387661        33.7827     
  1064.68        2500.00        2.08236                 NaN            NaN            NaN   3.83850        4.82488        8.73302        46.3838                 NaN  0.391268        33.7461     
  1063.21        2500.00        1.96936                 NaN            NaN            NaN   4.70496        4.18993        8.76134        46.3530                 NaN  0.402883        33.6185     
  1061.74        2500.00        1.87696                 NaN            NaN            NaN   4.64297        4.44631        8.77956        46.3268                 NaN  0.410791        33.5166     
  1060.27        2500.00        1.79906                 NaN            NaN            NaN   4.54850        4.70013        8.80130        46.3071                 NaN  0.417614        33.4263     
  1058.80        2500.00        1.70566                 NaN            NaN            NaN   4.45912        4.98633        8.82887        46.2740                 NaN  0.425081        33.3209     
  1057.33        2500.00        1.50043                 NaN            NaN            NaN   4.29061        5.60150        8.88260        46.1983                 NaN  0.438289        33.0883     
  1055.86        2500.00        1.38404                 NaN            NaN            NaN   4.18751        5.95314        8.91402        46.1599                 NaN  0.446489        32.9549     
  1054.39        2500.00        1.29899                 NaN            NaN            NaN   4.11055        6.21377        8.94250        46.1239                 NaN  0.452188        32.8581     
  1052.92        2500.00        1.13497                 NaN            NaN            NaN   3.96213        6.71682        8.98368        46.0726                 NaN  0.461863        32.6679     
  1051.45        2500.00       0.994366                 NaN            NaN            NaN   3.83577        7.14866        9.02258        46.0245                 NaN  0.469795        32.5043     
  1049.98        2500.00       0.843589                 NaN            NaN            NaN   7.61259        3.70076        9.06427        45.9731                 NaN  0.477747        32.3280     
  1048.51        2500.00       0.681729                 NaN            NaN            NaN   3.55635        8.11139        9.10896        45.9181                 NaN  0.485723        32.1377     
  1047.04        2500.00       0.505700                 NaN            NaN            NaN   3.39989        8.65481        9.15748        45.8585                 NaN  0.493803        31.9298     
  1045.57        2500.00       0.299196                 NaN            NaN            NaN   9.29486        3.21566        9.21425        45.7890                 NaN  0.502541        31.6845     
  1044.10        2500.00       0.111956                 NaN            NaN            NaN   9.87356        3.05142        9.26617        45.7254                 NaN  0.509980        31.4616     
  1042.63        2500.00                 NaN            NaN            NaN            NaN   2.95823        10.2150        9.29834        45.6863                 NaN  0.514131        31.3280     
  1041.16        2500.00                 NaN            NaN            NaN            NaN   2.97195        10.2011        9.30198        45.6811                 NaN  0.514149        31.3297     
  1039.69        2500.00       0.916174E-001            NaN            NaN            NaN   3.07085        9.89804        9.28177        45.7046                 NaN  0.511105        31.4420     
  1038.22        2500.00                 NaN            NaN            NaN            NaN   10.1699        3.00215        9.30870        45.6719                 NaN  0.514389        31.3330     
  1036.75        2500.00                 NaN            NaN            NaN            NaN   10.1479        3.02242        9.31112        45.6690                 NaN  0.514855        31.3346     
  1035.28        2500.00                 NaN            NaN            NaN            NaN   10.1266        3.04212        9.31359        45.6661                 NaN  0.515292        31.3363     
  1033.81        2500.00                 NaN            NaN            NaN            NaN   10.1060        3.06122        9.31613        45.6629                 NaN  0.515703        31.3380     
  1032.34        2500.00                 NaN            NaN            NaN            NaN   10.1422        3.02883        9.32696        45.6496                 NaN  0.514386        31.3380     
  1030.87        2500.00                 NaN            NaN            NaN            NaN   3.03550        10.1357        9.33149        45.6436                 NaN  0.514297        31.3394     
  1029.40        2500.00                 NaN            NaN            NaN            NaN   10.1887        2.99894        9.34133        45.6186                 NaN  0.510011        31.3424     
  1027.93        2500.00                 NaN            NaN            NaN            NaN   3.00561        10.1841        9.34727        45.6101                 NaN  0.509279        31.3436     
  1026.46        2500.00                 NaN            NaN            NaN            NaN   10.1404        3.03644        9.34677        45.6198                 NaN  0.512668        31.3438     
  1024.99        2500.00                 NaN            NaN            NaN            NaN   10.1277        3.04776        9.35036        45.6161                 NaN  0.512991        31.3451     
  1023.52        2500.00                 NaN            NaN            NaN            NaN   10.1839        3.00744        9.35852        45.5938                 NaN  0.508691        31.3476     
  1022.05        2500.00                 NaN            NaN            NaN            NaN   9.98275        3.18437        9.34063        45.6270                 NaN  0.515703        31.3496     
  1020.58        2500.00                 NaN            NaN            NaN            NaN   10.1936        2.99384        9.35342        45.6018                 NaN  0.509217        31.3481     
  1019.11        2500.00                 NaN            NaN            NaN            NaN   10.1894        2.99399        9.35050        45.6103                 NaN  0.508895        31.3469     
  1017.64        2500.00                 NaN            NaN            NaN            NaN   10.1191        3.07984        9.37551        45.5639                 NaN  0.507120        31.3545     
  1016.17        2500.00                 NaN            NaN            NaN            NaN   10.2134        2.97292        9.36066        45.5953                 NaN  0.508515        31.3492     
  1014.70        2500.00                 NaN            NaN            NaN            NaN   9.92826        3.24155        9.35044        45.6053                 NaN  0.515338        31.3591     
  1013.23        2500.00                 NaN            NaN            NaN            NaN   10.1852        2.99540        9.36209        45.5972                 NaN  0.509615        31.3505     
  1011.76        2500.00                 NaN            NaN            NaN            NaN   10.0435        3.15344        9.38506        45.5476                 NaN  0.508132        31.3623     
  1010.29        2500.00                 NaN            NaN            NaN            NaN   3.29624        9.86887        9.36347        45.5907                 NaN  0.517033        31.3637     
  1008.82        2500.00                 NaN            NaN            NaN            NaN   9.86250        3.30301        9.36544        45.5868                 NaN  0.517049        31.3652     
  1007.35        2500.00                 NaN            NaN            NaN            NaN   3.09476        10.1210        9.40641        45.5081                 NaN  0.503103        31.3667     
  1005.88        2500.00                 NaN            NaN            NaN            NaN   3.22430        9.97073        9.39447        45.5312                 NaN  0.509208        31.3701     
  1004.41        2500.00                 NaN            NaN            NaN            NaN   3.06421        10.1122        9.35242        45.5960                 NaN  0.510365        31.3647     
  1002.94        2500.00                 NaN            NaN            NaN            NaN   9.79619        3.36089        9.37880        45.5690                 NaN  0.519831        31.3753     
  1001.47        2500.00                 NaN            NaN            NaN            NaN   3.30030        9.88460        9.39402        45.5310                 NaN  0.512871        31.3773     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.14774        10.0273        9.37974        45.5706                 NaN  0.511550        31.3631     
