|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1468.67        500.000        98.3533                 NaN            NaN            NaN            NaN            NaN   1.04772       0.598976                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.3840                 NaN            NaN            NaN            NaN            NaN   1.02986       0.586128                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.4142                 NaN            NaN            NaN            NaN            NaN  0.572870        1.01296                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.4442                 NaN            NaN            NaN            NaN            NaN  0.995238       0.560551                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.4596                 NaN            NaN            NaN            NaN            NaN  0.984015       0.556425                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.5104                 NaN            NaN            NaN            NaN            NaN  0.532729       0.956852                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.5241                 NaN            NaN            NaN            NaN            NaN  0.950514       0.525361                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.5492                 NaN            NaN            NaN            NaN            NaN  0.935316       0.515442                 NaN            NaN            NaN            NaN
  1448.62        500.000        97.8513                 NaN            NaN            NaN            NaN            NaN  0.795730        1.03729       0.315675                 NaN            NaN            NaN
  1446.12        500.000        94.5587                 NaN            NaN            NaN            NaN            NaN   2.12422        1.53628        1.78080                 NaN            NaN            NaN
  1443.61        500.000        94.8285                 NaN            NaN            NaN            NaN            NaN   2.01231        1.46317        1.69598                 NaN            NaN            NaN
  1441.10        500.000        95.0707                 NaN            NaN            NaN            NaN            NaN   1.91352        1.39608        1.61969                 NaN            NaN            NaN
  1438.60        500.000        95.2925                 NaN            NaN            NaN            NaN            NaN   1.82186        1.33626        1.54935                 NaN            NaN            NaN
  1436.09        500.000        95.4994                 NaN            NaN            NaN            NaN            NaN   1.28048        1.73689        1.48319                 NaN            NaN            NaN
  1433.58        500.000        95.6926                 NaN            NaN            NaN            NaN            NaN   1.65791        1.22750        1.42203                 NaN            NaN            NaN
  1431.08        500.000        95.8635                 NaN            NaN            NaN            NaN            NaN   1.18109        1.58826        1.36710                 NaN            NaN            NaN
  1428.57        500.000        96.0463                 NaN            NaN            NaN            NaN            NaN   1.13026        1.51494        1.30849                 NaN            NaN            NaN
  1426.07        500.000        96.1956                 NaN            NaN            NaN            NaN            NaN   1.08877        1.45505        1.26053                 NaN            NaN            NaN
  1423.56        500.000        96.3388                 NaN            NaN            NaN            NaN            NaN   1.39742        1.04927        1.21452                 NaN            NaN            NaN
  1421.05        500.000        96.4780                 NaN            NaN            NaN            NaN            NaN   1.00959        1.34271        1.16974                 NaN            NaN            NaN
  1418.55        500.000        96.6071                 NaN            NaN            NaN            NaN            NaN   1.29099       0.974164        1.12773                 NaN            NaN            NaN
  1416.04        500.000        96.7286                 NaN            NaN            NaN            NaN            NaN   1.24282       0.940206        1.08838                 NaN            NaN            NaN
  1413.53        500.000        96.8407                 NaN            NaN            NaN            NaN            NaN   1.19881       0.908679        1.05180                 NaN            NaN            NaN
  1411.03        500.000        96.9475                 NaN            NaN            NaN            NaN            NaN  0.878595        1.15698        1.01695                 NaN            NaN            NaN
  1408.52        500.000        97.0493                 NaN            NaN            NaN            NaN            NaN  0.849967        1.11697       0.983717                 NaN            NaN            NaN
  1406.02        500.000        97.1446                 NaN            NaN            NaN            NaN            NaN   1.08033       0.822705       0.952345                 NaN            NaN            NaN
  1403.51        500.000        97.2365                 NaN            NaN            NaN            NaN            NaN   1.04490       0.796365       0.922219                 NaN            NaN            NaN
  1401.00        500.000        97.0953       0.361595E-001            NaN            NaN            NaN            NaN  0.930872       0.933464        1.00423                 NaN            NaN            NaN
  1398.50        500.000        97.0770       0.561291E-001            NaN            NaN            NaN            NaN  0.990175       0.846636        1.03006                 NaN            NaN            NaN
  1395.99        500.000        97.2043       0.530666E-001            NaN            NaN            NaN            NaN  0.946504       0.810488       0.985624                 NaN            NaN            NaN
  1393.48        500.000        97.3237       0.499728E-001            NaN            NaN            NaN            NaN  0.776038       0.907113       0.943163                 NaN            NaN            NaN
  1390.98        500.000        97.4331       0.471749E-001            NaN            NaN            NaN            NaN  0.745394       0.869765       0.904601                 NaN            NaN            NaN
  1388.47        500.000        97.5341       0.444603E-001            NaN            NaN            NaN            NaN  0.717675       0.834884       0.868877                 NaN            NaN            NaN
  1385.96        500.000        97.6333       0.421200E-001            NaN            NaN            NaN            NaN  0.801404       0.689456       0.833676                 NaN            NaN            NaN
  1383.46        500.000        97.7223       0.397827E-001            NaN            NaN            NaN            NaN  0.770360       0.665414       0.802170                 NaN            NaN            NaN
  1380.95        500.000        97.8063       0.375489E-001            NaN            NaN            NaN            NaN  0.642693       0.741496       0.772010                 NaN            NaN            NaN
  1378.45        500.000        97.8861       0.355127E-001            NaN            NaN            NaN            NaN  0.621058       0.713676       0.743675                 NaN            NaN            NaN
  1375.94        500.000        97.9612       0.335385E-001            NaN            NaN            NaN            NaN  0.687395       0.601169       0.716694                 NaN            NaN            NaN
  1373.43        500.000        98.0265       0.318520E-001            NaN            NaN            NaN            NaN  0.582720       0.665432       0.693463                 NaN            NaN            NaN
  1370.93        500.000        98.1027       0.297153E-001            NaN            NaN            NaN            NaN  0.636847       0.565231       0.665476                 NaN            NaN            NaN
  1368.42        500.000        98.1618       0.282209E-001            NaN            NaN            NaN            NaN  0.616568       0.548876       0.644536                 NaN            NaN            NaN
  1365.91        500.000        98.2216       0.265499E-001            NaN            NaN            NaN            NaN  0.534575       0.594437       0.622841                 NaN            NaN            NaN
  1363.41        500.000        98.2783       0.249937E-001            NaN            NaN            NaN            NaN  0.573902       0.520475       0.602289                 NaN            NaN            NaN
  1360.90        500.000        98.3318       0.234903E-001            NaN            NaN            NaN            NaN  0.554396       0.507476       0.582855                 NaN            NaN            NaN
  1358.40        500.000        98.3832       0.220014E-001            NaN            NaN            NaN            NaN  0.534800       0.495986       0.564049                 NaN            NaN            NaN
  1355.89        500.000        98.4323       0.206693E-001            NaN            NaN            NaN            NaN  0.517225       0.483637       0.546210                 NaN            NaN            NaN
  1353.38        500.000        98.4784       0.193721E-001            NaN            NaN            NaN            NaN  0.472064       0.500891       0.529313                 NaN            NaN            NaN
  1350.88        500.000        98.5226       0.180429E-001            NaN            NaN            NaN            NaN  0.462818       0.483448       0.513044                 NaN            NaN            NaN
  1348.37        500.000        98.5648       0.167535E-001            NaN            NaN            NaN            NaN  0.467368       0.453585       0.497471                 NaN            NaN            NaN
  1345.86        500.000        98.6050       0.155607E-001            NaN            NaN            NaN            NaN  0.444844       0.451901       0.482671                 NaN            NaN            NaN
  1343.36        500.000        98.6433       0.143748E-001            NaN            NaN            NaN            NaN  0.437351       0.436528       0.468443                 NaN            NaN            NaN
  1340.85        500.000        98.6797       0.131838E-001            NaN            NaN            NaN            NaN  0.429499       0.422762       0.454886                 NaN            NaN            NaN
  1338.35        500.000        98.7139       0.120356E-001            NaN            NaN            NaN            NaN  0.408769       0.423189       0.442121                 NaN            NaN            NaN
  1335.84        500.000        98.7487       0.108891E-001            NaN            NaN            NaN            NaN  0.394516       0.416847       0.429049                 NaN            NaN            NaN
  1333.33        500.000        98.7792       0.983743E-002            NaN            NaN            NaN            NaN  0.381925       0.411339       0.417677                 NaN            NaN            NaN
  1330.83        500.000        98.8104       0.883610E-002            NaN            NaN            NaN            NaN  0.369684       0.405166       0.405896                 NaN            NaN            NaN
  1328.32        500.000        98.8399       0.772308E-002            NaN            NaN            NaN            NaN  0.356745       0.400977       0.394655                 NaN            NaN            NaN
  1325.81        500.000        98.6735       0.220531E-001            NaN            NaN            NaN            NaN  0.401555       0.402922       0.499987                 NaN            NaN            NaN
  1323.31        500.000        99.0887                 NaN            NaN            NaN            NaN            NaN  0.311615       0.332177       0.267465                 NaN            NaN            NaN
  1320.80        500.000        98.6931       0.287261E-001            NaN            NaN            NaN            NaN  0.315081       0.409778       0.553285                 NaN            NaN            NaN
  1318.30        500.000        99.1800                 NaN            NaN            NaN            NaN            NaN  0.425194       0.201988       0.192798                 NaN            NaN            NaN
  1315.79        500.000        98.9736                 NaN            NaN            NaN            NaN            NaN  0.254945       0.440048       0.331358                 NaN            NaN            NaN
  1313.28        500.000        98.9959                 NaN            NaN            NaN            NaN            NaN  0.278176       0.391960       0.334000                 NaN            NaN            NaN
  1310.78        500.000        99.0157                 NaN            NaN            NaN            NaN            NaN  0.271963       0.385267       0.327021                 NaN            NaN            NaN
  1308.27        500.000        99.0360                 NaN            NaN            NaN            NaN            NaN  0.379177       0.264695       0.320153                 NaN            NaN            NaN
  1305.76        500.000        99.0553                 NaN            NaN            NaN            NaN            NaN  0.258712       0.372739       0.313275                 NaN            NaN            NaN
  1303.26        500.000        99.0736                 NaN            NaN            NaN            NaN            NaN  0.252170       0.367279       0.306994                 NaN            NaN            NaN
  1300.75        500.000        99.0911                 NaN            NaN            NaN            NaN            NaN  0.361985       0.246074       0.300861                 NaN            NaN            NaN
  1298.25        500.000        99.1090                 NaN            NaN            NaN            NaN            NaN  0.356767       0.239514       0.294712                 NaN            NaN            NaN
  1295.74        500.000        99.1267                 NaN            NaN            NaN            NaN            NaN  0.233626       0.351227       0.288480                 NaN            NaN            NaN
  1293.23        500.000        99.1425                 NaN            NaN            NaN            NaN            NaN  0.346595       0.227873       0.282996                 NaN            NaN            NaN
  1290.73        500.000        99.1589                 NaN            NaN            NaN            NaN            NaN  0.221303       0.342395       0.277358                 NaN            NaN            NaN
  1288.22        500.000        99.1752                 NaN            NaN            NaN            NaN            NaN  0.215392       0.337635       0.271778                 NaN            NaN            NaN
  1285.71        500.000        99.1906                 NaN            NaN            NaN            NaN            NaN  0.209220       0.333686       0.266449                 NaN            NaN            NaN
  1283.21        500.000        99.2054                 NaN            NaN            NaN            NaN            NaN  0.330311       0.202947       0.261335                 NaN            NaN            NaN
  1280.70        500.000        99.2198                 NaN            NaN            NaN            NaN            NaN  0.325485       0.198341       0.256383                 NaN            NaN            NaN
  1278.20        500.000        92.4904                 NaN            NaN            NaN            NaN            NaN  0.734144        1.16682       0.957865        4.65072                 NaN            NaN
  1275.69        500.000        92.0142                 NaN            NaN            NaN            NaN            NaN   1.20309       0.763591       0.996351        5.02273                 NaN            NaN
  1273.18        500.000        92.7979                 NaN            NaN            NaN            NaN            NaN  0.690664        1.08658       0.903830        4.52105                 NaN            NaN
  1270.68        500.000        93.4499                 NaN            NaN            NaN            NaN            NaN  0.624777       0.994519       0.826229        4.10453                 NaN            NaN
  1268.17        500.000        94.0019                 NaN            NaN            NaN            NaN            NaN  0.555260       0.929702       0.760020        3.75309                 NaN            NaN
  1265.66        500.000        94.4740                 NaN            NaN            NaN            NaN            NaN  0.392084       0.977799       0.702776        3.45334                 NaN            NaN
  1263.16        500.000        94.8840                 NaN            NaN            NaN            NaN            NaN   1.26897                 NaN  0.652693        3.19437                 NaN            NaN
  1260.65        500.000        95.2435                 NaN            NaN            NaN            NaN            NaN   1.18144                 NaN  0.606894        2.96815                 NaN            NaN
  1258.15        500.000        95.5553                 NaN            NaN            NaN            NaN            NaN   1.10487                 NaN  0.568336        2.77153                 NaN            NaN
  1255.64        500.000        95.8383                 NaN            NaN            NaN            NaN            NaN   1.03512                 NaN  0.531545        2.59508                 NaN            NaN
  1253.13        500.000        96.0837                 NaN            NaN            NaN            NaN            NaN  0.975200                 NaN  0.500744        2.44035                 NaN            NaN
  1250.63        500.000        96.3086                 NaN            NaN            NaN            NaN            NaN  0.919560                 NaN  0.472169        2.29970                 NaN            NaN
  1248.12        500.000        96.5119                 NaN            NaN            NaN            NaN            NaN  0.869132                 NaN  0.445643        2.17329                 NaN            NaN
  1245.61        500.000        96.6960                 NaN            NaN            NaN            NaN            NaN  0.824095                 NaN  0.421881        2.05805                 NaN            NaN
  1243.11        500.000        96.8612                 NaN            NaN            NaN            NaN            NaN  0.784217                 NaN  0.399367        1.95526                 NaN            NaN
  1240.60        500.000        97.0143                 NaN            NaN            NaN            NaN            NaN  0.746477                 NaN  0.379351        1.85988                 NaN            NaN
  1238.10        500.000        97.1554                 NaN            NaN            NaN            NaN            NaN  0.711161                 NaN  0.361964        1.77143                 NaN            NaN
  1235.59        500.000        97.2760                 NaN            NaN            NaN            NaN            NaN  0.682954                 NaN  0.346871        1.69420                 NaN            NaN
  1233.08        500.000        97.1360                 NaN            NaN            NaN            NaN            NaN  0.666293                 NaN  0.361506        1.79857       0.376293E-001            NaN
  1230.58        500.000        97.1919                 NaN            NaN            NaN            NaN            NaN  0.638011                 NaN  0.350795        1.77184       0.474615E-001            NaN
  1228.07        500.000        97.3331                 NaN            NaN            NaN            NaN            NaN  0.605949                 NaN  0.330879        1.68603       0.440141E-001            NaN
  1225.56        500.000        97.4665                 NaN            NaN            NaN            NaN            NaN  0.573985                 NaN  0.308058        1.60956       0.418610E-001            NaN
  1223.06        500.000        97.5872                 NaN            NaN            NaN            NaN            NaN  0.547436                 NaN  0.293272        1.53379       0.382762E-001            NaN
  1220.55        500.000        97.7004                 NaN            NaN            NaN            NaN            NaN  0.521271                 NaN  0.275518        1.46688       0.359761E-001            NaN
  1218.05        500.000        97.8035                 NaN            NaN            NaN            NaN            NaN  0.498465                 NaN  0.261158        1.40348       0.333870E-001            NaN
  1215.54        500.000        97.9006                 NaN            NaN            NaN            NaN            NaN  0.476937                 NaN  0.247308        1.34410       0.310233E-001            NaN
  1213.03        500.000        85.7272                 NaN            NaN            NaN            NaN            NaN   1.50813                 NaN   1.15958        5.93650       0.818477E-001   5.58677     
  1210.53        500.000        81.2924                 NaN            NaN            NaN            NaN            NaN   1.93495                 NaN   1.48699        7.53651       0.938685E-001   7.65530     
  1208.02        500.000        82.3061                 NaN            NaN            NaN            NaN            NaN   1.88154                 NaN   1.41215        7.08636       0.817348E-001   7.23216     
  1205.51        500.000        83.2933                 NaN            NaN            NaN            NaN            NaN  0.813926       0.958102        1.31855        6.68869       0.756560E-001   6.85183     
  1203.01        500.000        83.8698                 NaN            NaN            NaN            NaN            NaN  0.754983       0.964264        1.26877        6.45732       0.698854E-001   6.61496     
  1200.50        500.000        84.8111                 NaN            NaN            NaN            NaN            NaN   1.75237                 NaN   1.24959        6.01860       0.478530E-001   6.12047     
  1197.99        500.000        84.5136                 NaN            NaN            NaN            NaN            NaN  0.572014        1.09992        1.23654        6.20669       0.527941E-001   6.31840     
  1195.49        500.000        83.2143                 NaN            NaN            NaN            NaN            NaN   1.79454                 NaN   1.32017        6.78783       0.543980E-001   6.82878     
  1192.98        500.000        77.9248                 NaN            NaN            NaN            NaN            NaN   2.15768       0.214478E-005   1.66970        9.11455       0.712971E-001   9.06194     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.39983       0.128922        7.04697        42.9406       0.334138        41.1495     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.10520        1.42769        7.04950        42.9307       0.332559        41.1544     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.54114                 NaN   7.05067        42.9183       0.331828        41.1581     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.02448       0.510373        7.05260        42.9242       0.331119        41.1572     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.55277                 NaN   7.06056        42.8939       0.328760        41.1641     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.30947       0.224417        7.05406        42.9200       0.332277        41.1597     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.53636                 NaN   7.05693        42.9131       0.331553        41.1621     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.35673       0.180833        7.05870        42.9085       0.331127        41.1641     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.51855       0.202439E-001   7.06047        42.9039       0.330695        41.1662     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.54331                 NaN   7.06435        42.8939       0.329467        41.1690     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.54939                 NaN   7.06918        42.8814       0.327863        41.1722     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.55418                 NaN   7.07358        42.8706       0.326582        41.1750     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.55861                 NaN   7.07799        42.8603       0.325397        41.1777     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.56567       0.507636E-004   7.08449        42.8452       0.323601        41.1810     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.58257                 NaN   7.09505        42.8149       0.320189        41.1873     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.57156                 NaN   7.08837        42.8318       0.322453        41.1858     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.57795                 NaN   7.09472        42.8178       0.320782        41.1888     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.34415       0.221161        7.08833        42.8359       0.322997        41.1874     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.05086       0.518429        7.09101        42.8275       0.322109        41.1900     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.86133       0.709452        7.09295        42.8225       0.321601        41.1922     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.89219       0.679855        7.09535        42.8177       0.320939        41.1940     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.11627        2.43786        7.08144        42.8479       0.325132        41.1914     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.37620        4.20306        7.10194        42.8005       0.319183        41.1992     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.19841        2.35447        7.08116        42.8461       0.325171        41.1947     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.21248        2.33996        7.08116        42.8448       0.325151        41.1964     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.25976        2.29189        7.08089        42.8442       0.325205        41.1981     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.28371        2.26735        7.08076        42.8432       0.325218        41.1998     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.30512        2.24536        7.08063        42.8422       0.325231        41.2015     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.63909                 NaN   7.15266        42.6810       0.304502        41.2227     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.28356        6.34824        7.14681        42.6923       0.306377        41.2228     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64446                 NaN   7.15868        42.6668       0.302942        41.2271     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64997                 NaN   7.16372        42.6549       0.301444        41.2300     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64340                 NaN   7.16009        42.6633       0.303064        41.2301     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.65383                 NaN   7.16845        42.6433       0.300348        41.2341     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66380                 NaN   7.17676        42.6238       0.297744        41.2379     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.65727                 NaN   7.17294        42.6324       0.299336        41.2381     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66233                 NaN   7.17753        42.6214       0.297974        41.2408     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67049                 NaN   7.18441        42.6050       0.295819        41.2442     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68266                 NaN   7.19435        42.5819       0.292675        41.2484     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68631                 NaN   7.19783        42.5734       0.291690        41.2508     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68496                 NaN   7.19755        42.5733       0.291968        41.2522     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.80192        5.88486        7.19811        42.5692       0.291623        41.2543     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69831                 NaN   7.20915        42.5457       0.288400        41.2584     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70397                 NaN   7.21429        42.5336       0.286889        41.2612     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.96568        3.67476        7.16651        42.6426       0.301140        41.2493     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.01258        3.63277        7.17144        42.6315       0.299765        41.2520     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.06652        3.58444        7.17700        42.6191       0.298215        41.2547     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.13000        3.52748        7.18335        42.6051       0.296441        41.2577     
  1070.18        500.000                 NaN            NaN            NaN  0.640213E-001            NaN            NaN   3.71827        4.82929        7.17128        42.6306       0.300651        41.2859     
  1067.67        500.000                 NaN            NaN            NaN  0.222931                 NaN            NaN   4.01991        4.25523        7.13997        42.6972       0.311385        41.3534     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.96902        5.71369        7.20518        42.5544       0.290005        41.2677     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.80718        5.92966        7.24431        42.4594       0.278170        41.2813     
  1060.15        500.000                 NaN            NaN            NaN  0.854686E-001            NaN            NaN   2.67208        5.86656        7.19783        42.5749       0.295487        41.3076     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75616                 NaN   7.26033        42.4219       0.273139        41.2885     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.93514       0.825201        7.26422        42.4125       0.271993        41.2910     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.79810        1.96085        7.26377        42.4126       0.272270        41.2924     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.75177        1.01675        7.27182        42.3940       0.269753        41.2959     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.00261       0.775455        7.27939        42.3758       0.267342        41.2994     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.72542        4.05730        7.28301        42.3658       0.266260        41.3022     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.84465        4.93631        7.28182        42.3668       0.266752        41.3036     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.61365        5.17468        7.28806        42.3520       0.264836        41.3068     
  1037.59        500.000                 NaN            NaN            NaN  0.817810                 NaN            NaN   7.35115                 NaN   7.08619        42.7698       0.331581        41.6434     
  1035.09        500.000                 NaN            NaN            NaN  0.775005                 NaN            NaN   7.43325                 NaN   7.10219        42.7340       0.326339        41.6292     
  1032.58        500.000                 NaN            NaN            NaN  0.939475                 NaN            NaN   7.14107                 NaN   7.05915        42.8219       0.340660        41.6977     
  1030.08        500.000                 NaN            NaN            NaN  0.922986                 NaN            NaN   7.17566                 NaN   7.06770        42.8017       0.337875        41.6941     
  1027.57        500.000                 NaN            NaN            NaN   1.03580                 NaN            NaN   6.97514                 NaN   7.03818        42.8615       0.347726        41.7417     
  1025.06        500.000                 NaN            NaN            NaN   1.07629                 NaN            NaN   6.90597                 NaN   7.02970        42.8769       0.350594        41.7606     
  1022.56        500.000                 NaN            NaN            NaN   1.06386                 NaN            NaN   6.93402                 NaN   7.03745        42.8582       0.348038        41.7585     
  1020.05        500.000                 NaN            NaN            NaN   1.14840                 NaN            NaN   6.78314                 NaN   7.01490        42.9033       0.355614        41.7947     
  1017.54        500.000                 NaN            NaN            NaN   1.21318                 NaN            NaN   6.63213                 NaN   6.97521        42.9962       0.368485        41.8148     
  1015.04        500.000                 NaN            NaN            NaN   1.23013                 NaN            NaN   6.64453                 NaN   6.99507        42.9339       0.362133        41.8342     
  1012.53        500.000                 NaN            NaN            NaN   1.25067                 NaN            NaN   6.57362                 NaN   6.97114        42.9992       0.369935        41.8354     
  1010.03        500.000                 NaN            NaN            NaN   1.28003                 NaN            NaN   6.43770                 NaN   6.90953        43.1526       0.389485        41.8307     
  1007.52        500.000                 NaN            NaN            NaN   1.28786                 NaN            NaN   6.51634                 NaN   6.96759        43.0008       0.371231        41.8561     
  1005.01        500.000                 NaN            NaN            NaN   1.30634                 NaN            NaN   6.48845                 NaN   6.96608        43.0007       0.371802        41.8666     
  1002.51        500.000                 NaN            NaN            NaN   1.33098                 NaN            NaN   6.46297                 NaN   6.97207        42.9816       0.370116        41.8823     
  1000.00        500.000                 NaN            NaN            NaN   1.35733                 NaN            NaN   6.43101                 NaN   6.97439        42.9692       0.369495        41.8986     
