|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1580.13        2500.00       0.117458E-001   99.6595       0.327554       0.124628E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.68        2500.00       0.690442E-003   99.3463       0.584534       0.684824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.22        2500.00                 NaN   99.3468       0.581936       0.712492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.3534       0.575821       0.707937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.31        2500.00                 NaN   99.3586       0.571620       0.697772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.3588       0.573573       0.676534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.41        2500.00                 NaN   99.3720       0.559962       0.680780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.3718       0.562234       0.659721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.50        2500.00                 NaN   99.3477       0.586133       0.661672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.04        2500.00                 NaN   99.5975       0.358531       0.439555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.59        2500.00                 NaN   99.2020       0.716462       0.815043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.14        2500.00                 NaN   99.3931       0.543154       0.637199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.68        2500.00                 NaN   99.4002       0.537414       0.623594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00                 NaN   99.4031       0.534946       0.619593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.77        2500.00                 NaN   99.4027       0.537803       0.594917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.32        2500.00                 NaN   99.4165       0.523012       0.604735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.87        2500.00                 NaN   99.4141       0.526184       0.596917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.41        2500.00                 NaN   99.4222       0.520352       0.574247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.96        2500.00                 NaN   99.4271       0.515036       0.578321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        2500.00                 NaN   99.4302       0.512934       0.568411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.05        2500.00                 NaN   99.3587       0.573788       0.675002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00                 NaN   99.5148       0.440443       0.448018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.14        2500.00                 NaN   99.4422       0.504090       0.537414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.69        2500.00                 NaN   98.9996       0.898377       0.102017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.23        2500.00                 NaN   99.9077       0.833767E-001  0.890237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.4542       0.493093       0.526594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.33        2500.00                 NaN   99.4600       0.488228       0.517684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00                 NaN   99.4620       0.487606       0.503511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.42        2500.00                 NaN   99.4662       0.484585       0.492352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00                 NaN   99.7173       0.256278       0.264125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.51        2500.00                 NaN   99.2258       0.705128       0.691006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.06        2500.00                 NaN   99.4767       0.475257       0.480025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.60        2500.00                 NaN   99.4815       0.471923       0.465842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00                 NaN   99.4841       0.470237       0.457096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00                 NaN   99.4862       0.469624       0.441695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00                 NaN   99.4893       0.467863       0.428178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        2500.00                 NaN   99.4958       0.461418       0.428057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.33        2500.00                 NaN   99.4975       0.459503       0.430311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.88        2500.00                 NaN   99.5004       0.458146       0.414473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.43        2500.00                 NaN   99.5045       0.454299       0.412129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.97        2500.00                 NaN   99.5058       0.454137       0.400217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        2500.00                 NaN   99.5109       0.449441       0.396750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.06        2500.00                 NaN   99.5128       0.448567       0.386144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        2500.00                 NaN   99.5157       0.446615       0.377246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.16        2500.00                 NaN   99.5189       0.443899       0.371693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        2500.00                 NaN   99.5218       0.441017       0.371788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.25        2500.00                 NaN   99.5249       0.439074       0.360297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00                 NaN   99.3241       0.675861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.34        2500.00                 NaN   99.7346       0.195623       0.698166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        2500.00                 NaN   99.5320       0.435136       0.328793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.43        2500.00                 NaN   99.5354       0.432526       0.320568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.98        2500.00                 NaN   99.1100       0.827726       0.622738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.52        2500.00                 NaN   99.9694       0.286835E-001  0.190720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        2500.00                 NaN   99.5426       0.427638       0.297119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.62        2500.00                 NaN   99.4303       0.816778E-001            NaN            NaN  0.488062                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        2500.00                 NaN   99.3989       0.296111E-001            NaN            NaN  0.571510                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.71        2500.00                 NaN   99.4020       0.910596E-001            NaN            NaN  0.506971                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.25        2500.00                 NaN   99.3978                 NaN            NaN            NaN  0.602238                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.80        2500.00                 NaN   99.3981       0.587094E-001  0.201168E-005            NaN  0.543177                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.35        2500.00                 NaN   99.3996       0.108943                 NaN            NaN  0.491481                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.89        2500.00                 NaN   99.3940                 NaN            NaN            NaN  0.606050                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        2500.00                 NaN   99.3932                 NaN  0.188825E-004            NaN  0.606752                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.98        2500.00                 NaN   99.3881                 NaN            NaN            NaN  0.611929                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.53        2500.00                 NaN   99.3864                 NaN            NaN            NaN  0.613623                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00                 NaN   99.3357                 NaN            NaN            NaN  0.664329                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.62        2500.00                 NaN   99.4179                 NaN            NaN            NaN  0.222683E-001  0.559831                 NaN            NaN            NaN            NaN            NaN
  1484.17        2500.00                 NaN   99.0586                 NaN            NaN            NaN  0.375006       0.566408                 NaN            NaN            NaN            NaN            NaN
  1482.71        2500.00                 NaN   99.2672                 NaN            NaN            NaN  0.732798                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.26        2500.00                 NaN   98.8941                 NaN            NaN            NaN  0.412512       0.693388                 NaN            NaN            NaN            NaN            NaN
  1479.81        2500.00                 NaN   99.0893                 NaN            NaN            NaN  0.354597       0.556130                 NaN            NaN            NaN            NaN            NaN
  1478.35        2500.00                 NaN   99.0985                 NaN            NaN            NaN  0.551472       0.350066                 NaN            NaN            NaN            NaN            NaN
  1476.90        2500.00                 NaN   99.1064                 NaN            NaN            NaN  0.546082       0.347491                 NaN            NaN            NaN            NaN            NaN
  1475.44        2500.00                 NaN   98.7667                 NaN            NaN            NaN  0.475927       0.757357                 NaN            NaN            NaN            NaN            NaN
  1473.99        2500.00                 NaN   99.4701                 NaN            NaN            NaN  0.323190       0.206736                 NaN            NaN            NaN            NaN            NaN
  1472.54        2500.00                 NaN   99.1252                 NaN            NaN            NaN  0.536132       0.338659                 NaN            NaN            NaN            NaN            NaN
  1471.08        2500.00                 NaN   99.1354                 NaN            NaN            NaN  0.335534       0.529072                 NaN            NaN            NaN            NaN            NaN
  1469.63        2500.00                 NaN   99.1421                 NaN            NaN            NaN  0.332726       0.525163                 NaN            NaN            NaN            NaN            NaN
  1468.18        2500.00                 NaN   99.1483                 NaN            NaN            NaN  0.521986       0.329751                 NaN            NaN            NaN            NaN            NaN
  1466.72        2500.00                 NaN   99.1553                 NaN            NaN            NaN  0.326956       0.517777                 NaN            NaN            NaN            NaN            NaN
  1465.27        2500.00                 NaN   99.1612                 NaN            NaN            NaN  0.514320       0.324522                 NaN            NaN            NaN            NaN            NaN
  1463.81        2500.00                 NaN   98.8546                 NaN            NaN            NaN  0.702684       0.442686                 NaN            NaN            NaN            NaN            NaN
  1462.36        2500.00                 NaN   99.5667                 NaN            NaN            NaN  0.167710       0.265628                 NaN            NaN            NaN            NaN            NaN
  1460.91        2500.00                 NaN   99.0993                 NaN            NaN            NaN  0.554361       0.346299                 NaN            NaN            NaN            NaN            NaN
  1459.45        2500.00                 NaN   99.1877                 NaN            NaN            NaN  0.500161       0.312186                 NaN            NaN            NaN            NaN            NaN
  1458.00        2500.00                 NaN   99.1935                 NaN            NaN            NaN  0.310311       0.496162                 NaN            NaN            NaN            NaN            NaN
  1456.54        2500.00                 NaN   99.1990                 NaN            NaN            NaN  0.307515       0.493482                 NaN            NaN            NaN            NaN            NaN
  1455.09        2500.00                 NaN   99.2035                 NaN            NaN            NaN  0.305665       0.490800                 NaN            NaN            NaN            NaN            NaN
  1453.64        2500.00                 NaN   99.2097                 NaN            NaN            NaN  0.303397       0.486898                 NaN            NaN            NaN            NaN            NaN
  1452.18        2500.00                 NaN   99.2147                 NaN            NaN            NaN  0.300512       0.484783                 NaN            NaN            NaN            NaN            NaN
  1450.73        2500.00                 NaN   99.2209                 NaN            NaN            NaN  0.481107       0.298012                 NaN            NaN            NaN            NaN            NaN
  1449.27        2500.00                 NaN   99.2259                 NaN            NaN            NaN  0.295204       0.478940                 NaN            NaN            NaN            NaN            NaN
  1447.82        2500.00                 NaN   99.2313                 NaN            NaN            NaN  0.475180       0.293521                 NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00                 NaN   99.2370                 NaN            NaN            NaN  0.290814       0.472165                 NaN            NaN            NaN            NaN            NaN
  1444.91        2500.00                 NaN   99.3279                 NaN            NaN            NaN  0.255838       0.416258                 NaN            NaN            NaN            NaN            NaN
  1443.46        2500.00                 NaN   99.1573                 NaN            NaN            NaN  0.320228       0.522481                 NaN            NaN            NaN            NaN            NaN
  1442.00        2500.00                 NaN   98.1975                 NaN            NaN            NaN  0.522347       0.781386       0.498790                 NaN            NaN            NaN            NaN
  1440.55        2500.00                 NaN   98.0875                 NaN            NaN            NaN  0.834507       0.522544       0.555485                 NaN            NaN            NaN            NaN
  1439.10        2500.00                 NaN   98.0988                 NaN  0.131379                 NaN  0.549663       0.647691       0.572451                 NaN            NaN            NaN            NaN
  1437.64        2500.00                 NaN   98.1172                 NaN  0.186966                 NaN  0.560107       0.560038       0.575737                 NaN            NaN            NaN            NaN
  1436.19        2500.00                 NaN   98.1651                 NaN  0.182326                 NaN  0.549402       0.542292       0.560866                 NaN            NaN            NaN            NaN
  1434.73        2500.00                 NaN   98.1931                 NaN  0.182504                 NaN  0.534990       0.536791       0.552581                 NaN            NaN            NaN            NaN
  1433.28        2500.00                 NaN   98.2284                 NaN  0.180694                 NaN  0.522398       0.526435       0.542043                 NaN            NaN            NaN            NaN
  1431.83        2500.00                 NaN   98.2592                 NaN  0.179408                 NaN  0.510449       0.518130       0.532849                 NaN            NaN            NaN            NaN
  1430.37        2500.00                 NaN   98.2901                 NaN  0.178128                 NaN  0.509824       0.498441       0.523524                 NaN            NaN            NaN            NaN
  1428.92        2500.00                 NaN   98.3186                 NaN  0.176962                 NaN  0.487893       0.501573       0.514942                 NaN            NaN            NaN            NaN
  1427.46        2500.00                 NaN   98.3494                 NaN  0.175249                 NaN  0.492884       0.476752       0.505735                 NaN            NaN            NaN            NaN
  1426.01        2500.00                 NaN   98.3744                 NaN  0.174635                 NaN  0.484939       0.467390       0.498616                 NaN            NaN            NaN            NaN
  1424.56        2500.00                 NaN   98.4077                 NaN  0.172457                 NaN  0.454750       0.477234       0.487891                 NaN            NaN            NaN            NaN
  1423.10        2500.00                 NaN   98.4324                 NaN  0.171244                 NaN  0.445916       0.469922       0.480558                 NaN            NaN            NaN            NaN
  1421.65        2500.00                 NaN   98.4633                 NaN  0.169785                 NaN  0.433481       0.461890       0.471562                 NaN            NaN            NaN            NaN
  1420.19        2500.00                 NaN   98.4771                 NaN  0.169608                 NaN  0.457187       0.429010       0.467078                 NaN            NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.4976                 NaN  0.169876                 NaN  0.450744       0.420179       0.461571                 NaN            NaN            NaN            NaN
  1417.29        2500.00                 NaN   98.5407                 NaN  0.165013                 NaN  0.439582       0.407539       0.447123                 NaN            NaN            NaN            NaN
  1415.83        2500.00                 NaN   98.5543                 NaN  0.166080                 NaN  0.399697       0.436268       0.443654                 NaN            NaN            NaN            NaN
  1414.38        2500.00                 NaN   98.5778                 NaN  0.164606                 NaN  0.429472       0.391748       0.436325                 NaN            NaN            NaN            NaN
  1412.92        2500.00                 NaN   98.5995                 NaN  0.163442                 NaN  0.423560       0.383609       0.429863                 NaN            NaN            NaN            NaN
  1411.47        2500.00                 NaN   98.6205                 NaN  0.162571                 NaN  0.375874       0.417455       0.423563                 NaN            NaN            NaN            NaN
  1410.02        2500.00                 NaN   98.6420                 NaN  0.161357                 NaN  0.367967       0.411895       0.416795                 NaN            NaN            NaN            NaN
  1408.56        2500.00                 NaN   98.6628                 NaN  0.160153                 NaN  0.405873       0.360670       0.410548                 NaN            NaN            NaN            NaN
  1407.11        2500.00                 NaN   98.6819                 NaN  0.159323                 NaN  0.400492       0.353480       0.404853                 NaN            NaN            NaN            NaN
  1405.65        2500.00                 NaN   98.7025                 NaN  0.150539                 NaN  0.357200       0.392582       0.397206                 NaN            NaN            NaN            NaN
  1404.20        2500.00                 NaN   98.7195                 NaN  0.165685                 NaN  0.392419       0.327887       0.394486                 NaN            NaN            NaN            NaN
  1402.75        2500.00                 NaN   98.7408                 NaN  0.155738                 NaN  0.384642       0.332266       0.386557                 NaN            NaN            NaN            NaN
  1401.29        2500.00                 NaN   98.7451                 NaN  0.159741                 NaN  0.384288       0.324846       0.386072                 NaN            NaN            NaN            NaN
  1399.84        2500.00                 NaN   98.7885                 NaN  0.150117                 NaN  0.321324       0.369332       0.370712                 NaN            NaN            NaN            NaN
  1398.39        2500.00                 NaN   98.7921                 NaN  0.153168                 NaN  0.369910       0.314075       0.370711                 NaN            NaN            NaN            NaN
  1396.93        2500.00                 NaN   98.8095                 NaN  0.152397                 NaN  0.365331       0.307391       0.365388                 NaN            NaN            NaN            NaN
  1395.48        2500.00                 NaN   98.8254                 NaN  0.151036                 NaN  0.302389       0.360762       0.360366                 NaN            NaN            NaN            NaN
  1394.02        2500.00                 NaN   98.8414                 NaN  0.150240                 NaN  0.296781       0.356128       0.355470                 NaN            NaN            NaN            NaN
  1392.57        2500.00                 NaN   98.8573                 NaN  0.149292                 NaN  0.291353       0.351496       0.350515                 NaN            NaN            NaN            NaN
  1391.12        2500.00                 NaN   98.8725                 NaN  0.148213                 NaN  0.286424       0.346951       0.345934                 NaN            NaN            NaN            NaN
  1389.66        2500.00                 NaN   98.8880                 NaN  0.147158                 NaN  0.343054       0.280817       0.340927                 NaN            NaN            NaN            NaN
  1388.21        2500.00                 NaN   98.9025                 NaN  0.146237                 NaN  0.276099       0.338730       0.336390                 NaN            NaN            NaN            NaN
  1386.75        2500.00                 NaN   98.9166                 NaN  0.145299                 NaN  0.271135       0.334951       0.331978                 NaN            NaN            NaN            NaN
  1385.30        2500.00                 NaN   98.9304                 NaN  0.144473                 NaN  0.330922       0.266476       0.327731                 NaN            NaN            NaN            NaN
  1383.85        2500.00                 NaN   98.9445                 NaN  0.143142                 NaN  0.262385       0.326827       0.323160                 NaN            NaN            NaN            NaN
  1382.39        2500.00                 NaN   98.9567                 NaN  0.143007                 NaN  0.323843       0.256945       0.319482                 NaN            NaN            NaN            NaN
  1380.94        2500.00                 NaN   98.9717                 NaN  0.140774                 NaN  0.254274       0.318741       0.314537                 NaN            NaN            NaN            NaN
  1379.48        2500.00                 NaN   98.9836                 NaN  0.140394                 NaN  0.249002       0.316100       0.310867                 NaN            NaN            NaN            NaN
  1378.03        2500.00                 NaN   98.9971                 NaN  0.139139                 NaN  0.311868       0.245227       0.306640                 NaN            NaN            NaN            NaN
  1376.58        2500.00                 NaN   99.0085                 NaN  0.138415                 NaN  0.240782       0.309261       0.303056                 NaN            NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.0224                 NaN  0.136945                 NaN  0.304333       0.237639       0.298677                 NaN            NaN            NaN            NaN
  1373.67        2500.00                 NaN   99.0336                 NaN  0.136140                 NaN  0.233870       0.301316       0.295072                 NaN            NaN            NaN            NaN
  1372.21        2500.00                 NaN   99.0448                 NaN  0.136069                 NaN  0.299185       0.228331       0.291630                 NaN            NaN            NaN            NaN
  1370.76        2500.00                 NaN   99.0567                 NaN  0.132959                 NaN  0.294159       0.228707       0.287470                 NaN            NaN            NaN            NaN
  1369.31        2500.00                 NaN   99.0680                 NaN  0.132862                 NaN  0.223505       0.291538       0.284100                 NaN            NaN            NaN            NaN
  1367.85        2500.00                 NaN   99.0726                 NaN  0.134031                 NaN  0.219425       0.290550       0.283434                 NaN            NaN            NaN            NaN
  1366.40        2500.00                 NaN   99.0939                 NaN  0.128001                 NaN  0.282644       0.220361       0.275099                 NaN            NaN            NaN            NaN
  1364.94        2500.00                 NaN   98.5899                 NaN  0.205477                 NaN  0.456208       0.318835       0.429542                 NaN            NaN            NaN            NaN
  1363.49        2500.00                 NaN   99.6219                 NaN  0.523853E-001            NaN  0.116186       0.959491E-001  0.113556                 NaN            NaN            NaN            NaN
  1362.04        2500.00                 NaN   99.1206                 NaN  0.127658                 NaN  0.276371       0.208090       0.267265                 NaN            NaN            NaN            NaN
  1360.58        2500.00                 NaN   99.1309                 NaN  0.125593                 NaN  0.272236       0.207520       0.263730                 NaN            NaN            NaN            NaN
  1359.13        2500.00                 NaN   99.1403                 NaN  0.125307                 NaN  0.270265       0.203285       0.260880                 NaN            NaN            NaN            NaN
