|6.6.6
Archiving\03_Data\eq/QFM_m1.5/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1681       0.831947                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1681       0.831946                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1681       0.831945                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1681       0.831943                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1681       0.831942                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1681       0.831940                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1681       0.831939                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1681       0.831938                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1681       0.831936                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1681       0.831935                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1681       0.831933                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1681       0.831932                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1681       0.831930                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1681       0.831929                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1681       0.831927                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1681       0.831925                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1681       0.831924                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1681       0.831922                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1681       0.831921                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1681       0.831919                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1681       0.831917                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1681       0.831916                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1681       0.831914                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1681       0.831912                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1681       0.831911                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1681       0.831909                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1681       0.831907                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1681       0.831905                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1681       0.831903                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1681       0.831901                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1681       0.831900                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1681       0.831898                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1681       0.831896                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1681       0.831894                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1681       0.831892                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1681       0.831890                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1681       0.831888                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1681       0.831886                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1681       0.831884                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1681       0.831882                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1681       0.831880                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1681       0.831878                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1681       0.831876                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1681       0.831874                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1681       0.831871                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1681       0.831869                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1681       0.831867                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1681       0.831865                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1681       0.831863                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1681       0.831860                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1681       0.831858                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1681       0.831856                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1681       0.831854                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1681       0.831851                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1671       0.831849       0.104836E-002            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1457       0.831846       0.224100E-001            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1244       0.831843       0.437715E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1039       0.831840       0.642231E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0835       0.831837       0.846746E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0630       0.831833       0.105126                 NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0426       0.831830       0.125577                 NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0221       0.831827       0.146028                 NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0017       0.831824       0.166479                 NaN            NaN            NaN            NaN
  1798.08        2500.00        98.9812       0.831821       0.186930                 NaN            NaN            NaN            NaN
  1794.87        2500.00        98.9608       0.831818       0.207380                 NaN            NaN            NaN            NaN
  1791.67        2500.00        98.9417       0.831814       0.226456                 NaN            NaN            NaN            NaN
  1788.46        2500.00        98.9227       0.831811       0.245532                 NaN            NaN            NaN            NaN
  1785.26        2500.00        98.9036       0.831807       0.264608                 NaN            NaN            NaN            NaN
  1782.05        2500.00        98.8845       0.831804       0.283684                 NaN            NaN            NaN            NaN
  1778.85        2500.00        98.8654       0.831801       0.302760                 NaN            NaN            NaN            NaN
  1775.64        2500.00        98.8464       0.831797       0.321835                 NaN            NaN            NaN            NaN
  1772.44        2500.00        98.8273       0.831794       0.340910                 NaN            NaN            NaN            NaN
  1769.23        2500.00        98.8082       0.831791       0.359985                 NaN            NaN            NaN            NaN
  1766.03        2500.00        98.7900       0.831787       0.378257                 NaN            NaN            NaN            NaN
  1762.82        2500.00        98.0496       0.831794       0.396274       0.722355                 NaN            NaN            NaN
  1759.62        2500.00        97.2141       0.831803       0.413712        1.54039                 NaN            NaN            NaN
  1756.41        2500.00        96.3786       0.831812       0.431150        2.35844                 NaN            NaN            NaN
  1753.21        2500.00        95.5345       0.831821       0.448160        3.18552                 NaN            NaN            NaN
  1750.00        2500.00        94.6904       0.831831       0.465170        4.01262                 NaN            NaN            NaN
  1746.79        2500.00        93.8462       0.831840       0.482181        4.83974                 NaN            NaN            NaN
  1743.59        2500.00        93.0021       0.831850       0.499192        5.66688                 NaN            NaN            NaN
  1740.38        2500.00        92.1488       0.831860       0.515231        6.50413                 NaN            NaN            NaN
  1737.18        2500.00        91.2954       0.831870       0.531272        7.34141                 NaN            NaN            NaN
