|6.6.6
Archiving\03_Data\Deq/QFM_m0.5/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.6808       0.319207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.6591       0.340904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.6374       0.362601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.6157       0.384299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5940       0.405995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5723       0.427692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5506       0.449389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5289       0.471085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5072       0.492781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.4271       0.572931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3469       0.653080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2668       0.733229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1866       0.813377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1065       0.893524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0263       0.973672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.9462        1.05382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.8660        1.13396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.4416        1.55841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.0171        1.98287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        97.5927        2.40733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        97.1682        2.83180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        96.7437        3.25627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        96.3193        3.68074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        95.8948        4.10522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        95.4703        4.52971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        94.7831        5.21690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        94.0959        5.90410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        93.3694        6.61728       0.133566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        92.6341        7.33503       0.308717E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        91.8933        8.05884       0.478436E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        91.1525        8.78267       0.648161E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        90.4117        9.50652       0.817890E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        89.6708        10.2304       0.987624E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        88.9508        10.9346       0.114628                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        88.2307        11.6388       0.130494                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        87.5107        12.3430       0.146360                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        86.7905        13.0472       0.162227                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        86.0704        13.7515       0.178094                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.3503        14.4558       0.193962                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        84.6301        15.1601       0.209830                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        83.9099        15.8644       0.225699                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.2271        16.5326       0.240249                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        82.5443        17.2009       0.254799                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        81.8615        17.8691       0.269350                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        81.1787        18.5374       0.283901                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        80.4959        19.2057       0.298452                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        79.8130        19.8740       0.313005                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        79.1301        20.5424       0.327557                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        78.4472        21.2107       0.342110                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        77.7947        21.8498       0.355496                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        77.1423        22.4888       0.368881                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        76.4898        23.1279       0.382267                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        75.8373        23.7670       0.395654                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        75.1848        24.4062       0.409041                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        74.5322        25.0453       0.422429                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        73.8797        25.6845       0.435817                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        73.2271        26.3237       0.449205                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        72.5988        26.9396       0.461550                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        71.9705        27.5556       0.473896                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        71.3422        28.1715       0.486241                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        70.7139        28.7875       0.498587                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        70.0855        29.4035       0.510934                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        69.4571        30.0196       0.523281                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        68.8287        30.6356       0.535629                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        68.2003        31.2517       0.547977                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        67.5956        31.8451       0.559354                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        66.9908        32.4384       0.570732                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        66.3861        33.0318       0.582111                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        65.7813        33.6252       0.593489                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        65.1765        34.2187       0.604869                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        64.5716        34.8121       0.616248                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        63.9668        35.4056       0.627628                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        63.3619        35.9991       0.639009                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        62.7758        36.5746       0.649546                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        62.1898        37.1502       0.660083                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        61.6037        37.7257       0.670621                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        61.0175        38.3013       0.681159                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        60.4314        38.8769       0.691698                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        59.8452        39.4525       0.702237                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        59.2591        40.0282       0.712776                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        58.6729        40.6038       0.723316                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        58.1132        41.1537       0.733005                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        57.5536        41.7037       0.742694                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        56.9940        42.2537       0.752384                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        56.4343        42.8036       0.762074                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        55.8746        43.3536       0.771764                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        55.3149        43.9037       0.781455                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        54.7552        44.4537       0.791146                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        54.1954        45.0038       0.800837                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        53.6675        45.5227       0.809824                 NaN            NaN            NaN            NaN            NaN            NaN
