|6.6.6
Archiving\03_Data\Deq/QFM_m0.5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7102       0.289780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.6897       0.310309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.6692       0.330843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.6486       0.351382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.6281       0.371926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.6075       0.392474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5870       0.413028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5664       0.433586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5459       0.454149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.4700       0.529975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3942       0.605824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3183       0.681696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2424       0.757592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1665       0.833511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0905       0.909454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0146       0.985420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.9386        1.06141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.5375        1.46254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.1360        1.86396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        97.7343        2.26568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        97.3323        2.66769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        96.9300        3.07000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        96.5274        3.47260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        96.1245        3.87550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        95.7213        4.27868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        95.0702        4.92981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        94.4184        5.58163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        93.7333        6.25743       0.927364E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        93.0405        6.93809       0.214358E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        92.3435        7.62326       0.332064E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        91.6458        8.30921       0.449909E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        90.9473        8.99593       0.567892E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        90.2480        9.68342       0.686013E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        89.5720        10.3485       0.795881E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        88.8952        11.0142       0.905874E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        88.2177        11.6807       0.101599                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        87.5395        12.3479       0.112623                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        86.8605        13.0158       0.123660                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        86.1808        13.6845       0.134709                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        85.5004        14.3538       0.145771                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        84.8193        15.0239       0.156844                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        84.1785        15.6546       0.166928                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        83.5371        16.2859       0.177023                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        82.8950        16.9178       0.187129                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        82.2523        17.5504       0.197245                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        81.6090        18.1836       0.207372                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.9650        18.8175       0.217510                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        80.3204        19.4519       0.227658                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        79.6752        20.0870       0.237816                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        79.0636        20.6893       0.247102                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.4515        21.2921       0.256396                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        77.8388        21.8955       0.265700                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        77.2255        22.4995       0.275013                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        76.6117        23.1040       0.284335                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        75.9973        23.7091       0.293666                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        75.3823        24.3147       0.303007                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        74.7668        24.9208       0.312356                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        74.1785        25.5006       0.320941                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        73.5896        26.0808       0.329534                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        73.0003        26.6616       0.338135                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        72.4104        27.2428       0.346744                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        71.8201        27.8245       0.355360                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        71.2292        28.4068       0.363984                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        70.6379        28.9895       0.372616                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        70.0461        29.5727       0.381256                 NaN            NaN            NaN            NaN            NaN            NaN
