|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1362.70        500.000                 NaN   98.8492                 NaN            NaN  0.358773       0.492603       0.299377                 NaN            NaN            NaN
  1361.39        500.000                 NaN   98.8605                 NaN            NaN  0.488246       0.355155       0.296132                 NaN            NaN            NaN
  1360.08        500.000                 NaN   98.8714                 NaN            NaN  0.351027       0.484619       0.292985                 NaN            NaN            NaN
  1358.77        500.000                 NaN   98.8819                 NaN            NaN  0.347822       0.480450       0.289842                 NaN            NaN            NaN
  1357.46        500.000                 NaN   98.8930                 NaN            NaN  0.476599       0.343439       0.286979                 NaN            NaN            NaN
  1356.15        500.000                 NaN   98.9036                 NaN            NaN  0.472038       0.340538       0.283873                 NaN            NaN            NaN
  1354.84        500.000                 NaN   98.9134                 NaN            NaN  0.337134       0.468475       0.280990                 NaN            NaN            NaN
  1353.53        500.000                 NaN   98.9227                 NaN            NaN  0.333850       0.465215       0.278220                 NaN            NaN            NaN
  1352.22        500.000                 NaN   98.9301                 NaN            NaN  0.463148       0.330642       0.276113                 NaN            NaN            NaN
  1350.91        500.000                 NaN   98.9412                 NaN            NaN  0.327033       0.458925       0.272862                 NaN            NaN            NaN
  1349.60        500.000                 NaN   98.9509                 NaN            NaN  0.455046       0.323913       0.270141                 NaN            NaN            NaN
  1348.29        500.000                 NaN   98.9594                 NaN            NaN  0.320633       0.452433       0.267504                 NaN            NaN            NaN
  1346.98        500.000                 NaN   98.9681                 NaN            NaN  0.449469       0.317344       0.265104                 NaN            NaN            NaN
  1345.67        500.000                 NaN   98.9768                 NaN            NaN  0.446217       0.314331       0.262646                 NaN            NaN            NaN
  1344.37        500.000                 NaN   98.9849                 NaN            NaN  0.443664       0.311171       0.260247                 NaN            NaN            NaN
  1343.06        500.000                 NaN   98.9929                 NaN            NaN  0.308473       0.440737       0.257846                 NaN            NaN            NaN
  1341.75        500.000                 NaN   99.0011                 NaN            NaN  0.438177       0.305218       0.255517                 NaN            NaN            NaN
  1340.44        500.000                 NaN   99.0082                 NaN            NaN  0.302864       0.435578       0.253353                 NaN            NaN            NaN
  1339.13        500.000                 NaN   99.0154       0.216435E-005            NaN  0.433425       0.299921       0.251264                 NaN            NaN            NaN
  1337.82        500.000                 NaN   99.0252                 NaN            NaN  0.296718       0.429644       0.248439                 NaN            NaN            NaN
  1336.51        500.000                 NaN   99.0310                 NaN            NaN  0.294139       0.428114       0.246752                 NaN            NaN            NaN
  1335.20        500.000                 NaN   99.0394       0.187234E-001            NaN  0.396104       0.298635       0.247174                 NaN            NaN            NaN
  1333.89        500.000                 NaN   99.0524       0.194685                 NaN  0.114785       0.371505       0.266664                 NaN            NaN            NaN
  1332.58        500.000                 NaN   99.0662       0.191289                 NaN  0.366671       0.113943       0.261850                 NaN            NaN            NaN
  1331.27        500.000                 NaN   99.0719       0.191055                 NaN  0.366025       0.110778       0.260208                 NaN            NaN            NaN
  1329.96        500.000                 NaN   99.0791       0.191034                 NaN  0.107883       0.363811       0.258174                 NaN            NaN            NaN
  1328.65        500.000                 NaN   99.0857       0.190142                 NaN  0.105663       0.362457       0.256009                 NaN            NaN            NaN
  1327.34        500.000                 NaN   99.0947       0.188706                 NaN  0.359553       0.103803       0.253259                 NaN            NaN            NaN
  1326.03        500.000                 NaN   99.1017       0.188126                 NaN  0.101760       0.357228       0.251151                 NaN            NaN            NaN
  1324.72        500.000                 NaN   99.1102       0.185956                 NaN  0.354250       0.101310       0.248321                 NaN            NaN            NaN
  1323.42        500.000                 NaN   99.1159       0.185081                 NaN  0.100111       0.352380       0.246485                 NaN            NaN            NaN
  1322.11        500.000                 NaN   99.1232       0.183777                 NaN  0.350866       0.979710E-001  0.244201                 NaN            NaN            NaN
  1320.80        500.000                 NaN   99.1308       0.182920                 NaN  0.348274       0.961278E-001  0.241846                 NaN            NaN            NaN
  1319.49        500.000                 NaN   99.1374       0.180260                 NaN  0.974318E-001  0.345531       0.239424                 NaN            NaN            NaN
  1318.18        500.000                 NaN   99.1449       0.181197                 NaN  0.926208E-001  0.343595       0.237733                 NaN            NaN            NaN
  1316.87        500.000                 NaN   99.1495       0.175041                 NaN  0.100440       0.339888       0.235126                 NaN            NaN            NaN
  1315.56        500.000                 NaN   99.1576       0.176038                 NaN  0.338962       0.943719E-001  0.233065                 NaN            NaN            NaN
  1314.25        500.000                 NaN   99.1641       0.173433                 NaN  0.336257       0.954486E-001  0.230778                 NaN            NaN            NaN
  1312.94        500.000                 NaN   99.1695       0.171720                 NaN  0.333921       0.959278E-001  0.228962                 NaN            NaN            NaN
  1311.63        500.000                 NaN   99.1759       0.169637                 NaN  0.331531       0.961385E-001  0.226828                 NaN            NaN            NaN
  1310.32        500.000                 NaN   99.1810       0.168126                 NaN  0.329284       0.963904E-001  0.225197                 NaN            NaN            NaN
  1309.01        500.000                 NaN   99.1881       0.164539                 NaN  0.326414       0.984014E-001  0.222523                 NaN            NaN            NaN
  1307.70        500.000                 NaN   99.1930       0.162740                 NaN  0.323360       0.998700E-001  0.220990                 NaN            NaN            NaN
  1306.39        500.000                 NaN   99.2002       0.161698                 NaN  0.321390       0.978286E-001  0.218894                 NaN            NaN            NaN
  1305.08        500.000                 NaN   99.2046       0.159458                 NaN  0.991781E-001  0.319530       0.217267                 NaN            NaN            NaN
  1303.77        500.000                 NaN   99.2117       0.155362                 NaN  0.315622       0.102680       0.214621                 NaN            NaN            NaN
  1302.47        500.000                 NaN   99.2140       0.152929                 NaN  0.314407       0.105123       0.213508                 NaN            NaN            NaN
  1301.16        500.000                 NaN   99.2166       0.154493                 NaN  0.317671       0.955723E-001  0.212543       0.311262E-002            NaN            NaN
  1299.85        500.000                 NaN   99.1210       0.185433                 NaN  0.395485                 NaN  0.234105       0.639588E-001            NaN            NaN
  1298.54        500.000                 NaN   99.1308       0.182536                 NaN  0.392500                 NaN  0.231319       0.628637E-001            NaN            NaN
  1297.23        500.000                 NaN   99.1410       0.180785                 NaN  0.387708                 NaN  0.228645       0.618939E-001            NaN            NaN
  1295.92        500.000                 NaN   99.1506       0.178566                 NaN  0.383971                 NaN  0.225976       0.608513E-001            NaN            NaN
  1294.61        500.000                 NaN   99.1594       0.176634                 NaN  0.380542                 NaN  0.223560       0.598859E-001            NaN            NaN
  1293.30        500.000                 NaN   99.1688       0.174366                 NaN  0.376959                 NaN  0.220936       0.589041E-001            NaN            NaN
  1291.99        500.000                 NaN   99.1781       0.172992                 NaN  0.372422                 NaN  0.218478       0.579867E-001            NaN            NaN
  1290.68        500.000                 NaN   99.1863       0.170832                 NaN  0.369598                 NaN  0.216256       0.570283E-001            NaN            NaN
  1289.37        500.000                 NaN   99.1953       0.168323                 NaN  0.366781                 NaN  0.213540       0.560747E-001            NaN            NaN
  1288.06        500.000                 NaN   99.2054       0.167027                 NaN  0.361415                 NaN  0.211006       0.552021E-001            NaN            NaN
  1286.75        500.000                 NaN   99.2134       0.164838                 NaN  0.358682                 NaN  0.208775       0.543258E-001            NaN            NaN
  1285.44        500.000                 NaN   99.2225       0.162506                 NaN  0.355238                 NaN  0.206359       0.534392E-001            NaN            NaN
  1284.13        500.000                 NaN   99.2289       0.158932                 NaN  0.354820                 NaN  0.204606       0.526953E-001            NaN            NaN
  1282.82        500.000                 NaN   99.2411       0.157941                 NaN  0.348486                 NaN  0.200970       0.515275E-001            NaN            NaN
  1281.52        500.000                 NaN   99.2481       0.156691                 NaN  0.344761                 NaN  0.199506       0.509029E-001            NaN            NaN
  1280.21        500.000                 NaN   99.2552       0.154803                 NaN  0.342827                 NaN  0.197144       0.500619E-001            NaN            NaN
  1278.90        500.000                 NaN   99.2633       0.153317                 NaN  0.338980                 NaN  0.195085       0.492898E-001            NaN            NaN
  1277.59        500.000                 NaN   99.2715       0.151376                 NaN  0.335712                 NaN  0.192870       0.485083E-001            NaN            NaN
  1276.28        500.000                 NaN   99.2789       0.149496                 NaN  0.332648                 NaN  0.191064       0.478862E-001            NaN            NaN
  1274.97        500.000                 NaN   99.2884       0.147970                 NaN  0.328554                 NaN  0.188192       0.468483E-001            NaN            NaN
  1273.66        500.000                 NaN   92.0561       0.690723                 NaN   1.69897                 NaN   1.01264       0.319260        4.22232                 NaN
  1272.35        500.000                 NaN   87.9288       0.971076                 NaN   2.51563                 NaN   1.47837       0.466981        6.63918                 NaN
  1271.04        500.000                 NaN   89.1999       0.843377                 NaN   2.30879                 NaN   1.32910       0.412758        5.90602                 NaN
  1269.73        500.000                 NaN   90.2650       0.715622                 NaN   2.05077       0.110366        1.20391       0.365494        5.28888                 NaN
  1268.42        500.000                 NaN   91.0105       0.495048                 NaN  0.543077        1.68147        1.11414       0.322046        4.83375                 NaN
  1267.11        500.000                 NaN   91.7306       0.444968                 NaN  0.524920        1.55080        1.02963       0.293135        4.42595                 NaN
  1265.80        500.000                 NaN   92.3617       0.409533                 NaN   1.44395       0.489192       0.955369       0.268632        4.07165                 NaN
  1264.49        500.000                 NaN   92.8960       0.376433                 NaN   1.34968       0.465637       0.892235       0.247786        3.77224                 NaN
  1263.18        500.000                 NaN   93.3662       0.349893                 NaN   1.26892       0.438635       0.836416       0.229693        3.51028                 NaN
  1261.87        500.000                 NaN   93.7763       0.326781                 NaN   1.19704       0.415959       0.787540       0.213918        3.28250                 NaN
  1260.57        500.000                 NaN   94.2169       0.425114                 NaN   1.35527                 NaN  0.736141       0.206711        3.05989                 NaN
  1259.26        500.000                 NaN   94.4124       0.175152                 NaN  0.876481       0.731982       0.709941       0.180891        2.91319                 NaN
  1257.95        500.000                 NaN   94.7688       0.279943                 NaN   1.03732       0.331637       0.668080       0.176779        2.73743                 NaN
  1256.64        500.000                 NaN   95.0358       0.267834                 NaN  0.308248       0.993177       0.635635       0.166869        2.59246                 NaN
  1255.33        500.000                 NaN   95.2769       0.257729                 NaN  0.957812       0.281934       0.606082       0.157915        2.46164                 NaN
  1254.02        500.000                 NaN   95.4964       0.247595                 NaN  0.263473       0.920233       0.579105       0.149765        2.34341                 NaN
  1252.71        500.000                 NaN   95.7006       0.240243                 NaN  0.237757       0.891560       0.553803       0.142271        2.23379                 NaN
  1251.40        500.000                 NaN   95.8860       0.230617                 NaN  0.858164       0.224433       0.530683       0.135326        2.13476                 NaN
  1250.09        500.000                 NaN   96.0602       0.226983                 NaN  0.837680       0.194933       0.508866       0.129058        2.04228                 NaN
  1248.78        500.000                 NaN   96.2173       0.217483                 NaN  0.807095       0.187192       0.488930       0.123024        1.95902                 NaN
  1247.47        500.000                 NaN   96.3658       0.210945                 NaN  0.172683       0.782479       0.470159       0.117452        1.88049                 NaN
  1246.16        500.000                 NaN   96.5024       0.196674                 NaN  0.737360       0.190653       0.452574       0.111898        1.80846                 NaN
  1244.85        500.000                 NaN   96.6331       0.204797                 NaN  0.751393       0.126654       0.435781       0.107733        1.74053                 NaN
  1243.54        500.000                 NaN   96.7540       0.191574                 NaN  0.711176       0.142959       0.420191       0.102713        1.67743                 NaN
  1242.23        500.000                 NaN   96.8675       0.185110                 NaN  0.134496       0.691153       0.405257       0.983731E-001   1.61807                 NaN
  1240.92        500.000                 NaN   96.9736       0.176961                 NaN  0.664611       0.136607       0.391321       0.940745E-001   1.56282                 NaN
  1239.62        500.000                 NaN   97.0749       0.172814                 NaN  0.127060       0.646235       0.377973       0.902389E-001   1.51079                 NaN
  1238.31        500.000                 NaN   97.1707       0.164931                 NaN  0.621173       0.130422       0.365263       0.863808E-001   1.46116                 NaN
  1237.00        500.000                 NaN   97.2593       0.156646                 NaN  0.594878       0.137855       0.353446       0.826588E-001   1.41521                 NaN
  1235.69        500.000                 NaN   97.3475       0.152582                 NaN  0.577873       0.130999       0.341538       0.793284E-001   1.37017                 NaN
  1234.38        500.000                 NaN   97.4264       0.143324                 NaN  0.144184       0.549991       0.330901       0.758595E-001   1.32938                 NaN
  1233.07        500.000                 NaN   97.5040       0.136129                 NaN  0.151196       0.526090       0.320407       0.726496E-001   1.28949                 NaN
  1231.76        500.000                 NaN   97.5769       0.128090                 NaN  0.499880       0.163239       0.310579       0.695072E-001   1.25185                 NaN
  1230.45        500.000                 NaN   97.6483       0.120021                 NaN  0.174596       0.474799       0.300635       0.664549E-001   1.21516                 NaN
  1229.14        500.000                 NaN   97.7122       0.111709                 NaN  0.448240       0.190132       0.291953       0.635933E-001   1.18216                 NaN
  1227.83        500.000                 NaN   97.7758       0.101853                 NaN  0.418866       0.210508       0.283077       0.606608E-001   1.14920                 NaN
  1226.52        500.000                 NaN   97.1050       0.136265                 NaN  0.733764                 NaN  0.383707       0.118992        1.52228                 NaN
  1225.21        500.000                 NaN   98.5729       0.272772                 NaN  0.181776                 NaN  0.174502       0.205405E-001  0.777512                 NaN
  1223.90        500.000                 NaN   97.5642       0.213654                 NaN  0.539929                 NaN  0.303242       0.556173E-001   1.32333                 NaN
  1222.59        500.000                 NaN   98.5265                 NaN            NaN  0.369038       0.202802       0.177181       0.377021E-001  0.686806                 NaN
  1221.28        500.000                 NaN   98.0401       0.136466E-001            NaN  0.423930       0.225858       0.245044       0.461333E-001   1.00534                 NaN
  1219.97        500.000                 NaN   95.4466       0.193481                 NaN   1.12291                 NaN  0.547509       0.140171        2.54929                 NaN
  1218.67        500.000                 NaN   99.6771       0.116671E-005            NaN  0.290294                 NaN  0.326142E-001            NaN            NaN            NaN
