|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1493.63        500.000                 NaN   99.5766                 NaN  0.423375                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000                 NaN   99.5774                 NaN  0.422602                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.02        500.000                 NaN   99.5841       0.258741E-001  0.390003                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.71        500.000                 NaN   99.5812                 NaN  0.418846                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.40        500.000                 NaN   99.5886       0.345260E-001  0.376873                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.09        500.000                 NaN   99.5882                 NaN  0.411767                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.78        500.000                 NaN   99.4753                 NaN  0.284200E-001  0.496329                 NaN            NaN            NaN            NaN            NaN
  1484.47        500.000                 NaN   99.4746                 NaN            NaN  0.525401                 NaN            NaN            NaN            NaN            NaN
  1483.16        500.000                 NaN   99.4695                 NaN  0.346412E-001  0.495842                 NaN            NaN            NaN            NaN            NaN
  1481.85        500.000                 NaN   99.4754                 NaN  0.523944E-001  0.472241                 NaN            NaN            NaN            NaN            NaN
  1480.54        500.000                 NaN   99.4693                 NaN            NaN  0.530651                 NaN            NaN            NaN            NaN            NaN
  1479.23        500.000                 NaN   99.4705                 NaN            NaN  0.529540                 NaN            NaN            NaN            NaN            NaN
  1477.92        500.000                 NaN   99.4689                 NaN            NaN  0.531058                 NaN            NaN            NaN            NaN            NaN
  1476.61        500.000                 NaN   99.4667                 NaN            NaN  0.533311                 NaN            NaN            NaN            NaN            NaN
  1475.30        500.000                 NaN   99.4511                 NaN  0.156989E-002  0.547374                 NaN            NaN            NaN            NaN            NaN
  1473.99        500.000                 NaN   99.4806                 NaN            NaN  0.519420                 NaN            NaN            NaN            NaN            NaN
  1472.68        500.000                 NaN   99.4652                 NaN            NaN  0.534848                 NaN            NaN            NaN            NaN            NaN
  1471.37        500.000                 NaN   99.4595                 NaN            NaN  0.540475                 NaN            NaN            NaN            NaN            NaN
  1470.07        500.000                 NaN   99.4332                 NaN            NaN  0.566842                 NaN            NaN            NaN            NaN            NaN
  1468.76        500.000                 NaN   99.4757                 NaN            NaN  0.524288                 NaN            NaN            NaN            NaN            NaN
  1467.45        500.000                 NaN   99.4445                 NaN            NaN  0.113937E-001  0.544135                 NaN            NaN            NaN            NaN
  1466.14        500.000                 NaN   99.1455                 NaN            NaN  0.496175       0.358373                 NaN            NaN            NaN            NaN
  1464.83        500.000                 NaN   99.1243                 NaN            NaN  0.345643       0.530089                 NaN            NaN            NaN            NaN
  1463.52        500.000                 NaN   99.3025                 NaN  0.710466E-001  0.626452                 NaN            NaN            NaN            NaN            NaN
  1462.21        500.000                 NaN   98.9953                 NaN            NaN  0.421896       0.582852                 NaN            NaN            NaN            NaN
  1460.90        500.000                 NaN   99.1568                 NaN            NaN  0.511040       0.332198                 NaN            NaN            NaN            NaN
  1459.59        500.000                 NaN   99.1626                 NaN            NaN  0.507250       0.330146                 NaN            NaN            NaN            NaN
  1458.28        500.000                 NaN   99.1689                 NaN            NaN  0.503372       0.327680                 NaN            NaN            NaN            NaN
  1456.97        500.000                 NaN   99.1761                 NaN            NaN  0.325009       0.498940                 NaN            NaN            NaN            NaN
  1455.66        500.000                 NaN   99.1847                 NaN            NaN  0.321133       0.494215                 NaN            NaN            NaN            NaN
  1454.35        500.000                 NaN   99.1916                 NaN            NaN  0.317778       0.490594                 NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.1976                 NaN            NaN  0.487057       0.315388                 NaN            NaN            NaN            NaN
  1451.73        500.000                 NaN   99.2054                 NaN            NaN  0.481577       0.313040                 NaN            NaN            NaN            NaN
  1450.42        500.000                 NaN   99.2125                 NaN            NaN  0.310508       0.476959                 NaN            NaN            NaN            NaN
  1449.12        500.000                 NaN   99.2169                 NaN            NaN  0.474841       0.308240                 NaN            NaN            NaN            NaN
  1447.81        500.000                 NaN   99.2243                 NaN            NaN  0.470340       0.305316                 NaN            NaN            NaN            NaN
  1446.50        500.000                 NaN   99.2318                 NaN            NaN  0.465946       0.302301                 NaN            NaN            NaN            NaN
  1445.19        500.000                 NaN   99.2382                 NaN            NaN  0.462138       0.299632                 NaN            NaN            NaN            NaN
  1443.88        500.000                 NaN   99.2435                 NaN            NaN  0.297607       0.458867                 NaN            NaN            NaN            NaN
  1442.57        500.000                 NaN   99.2494                 NaN            NaN  0.295103       0.455534                 NaN            NaN            NaN            NaN
  1441.26        500.000                 NaN   99.2558                 NaN            NaN  0.452024       0.292142                 NaN            NaN            NaN            NaN
  1439.95        500.000                 NaN   99.2617                 NaN            NaN  0.448128       0.290214                 NaN            NaN            NaN            NaN
  1438.64        500.000                 NaN   99.1722                 NaN            NaN  0.502755       0.325012                 NaN            NaN            NaN            NaN
  1437.33        500.000                 NaN   99.3685                 NaN            NaN  0.383410       0.248097                 NaN            NaN            NaN            NaN
  1436.02        500.000       0.350104E-003   99.2780                 NaN            NaN  0.437635       0.284060                 NaN            NaN            NaN            NaN
  1434.71        500.000                 NaN   99.2848                 NaN            NaN  0.280717       0.434491                 NaN            NaN            NaN            NaN
  1433.40        500.000                 NaN   99.2907                 NaN            NaN  0.430693       0.278611                 NaN            NaN            NaN            NaN
  1432.09        500.000                 NaN   99.2956                 NaN            NaN  0.276365       0.428023                 NaN            NaN            NaN            NaN
  1430.78        500.000       0.708718E-003   99.2992                 NaN            NaN  0.275617       0.424498                 NaN            NaN            NaN            NaN
  1429.47        500.000       0.976035E-003   99.3038                 NaN            NaN  0.274387       0.420789                 NaN            NaN            NaN            NaN
  1428.17        500.000       0.925207E-003   99.3155                 NaN            NaN  0.269829       0.413734                 NaN            NaN            NaN            NaN
  1426.86        500.000       0.890670E-003   99.3185                 NaN            NaN  0.268435       0.412146                 NaN            NaN            NaN            NaN
  1425.55        500.000       0.853981E-003   99.3226                 NaN            NaN  0.266456       0.410097                 NaN            NaN            NaN            NaN
  1424.24        500.000       0.818342E-003   99.3274                 NaN            NaN  0.407293       0.264459                 NaN            NaN            NaN            NaN
  1422.93        500.000       0.776695E-003   99.3329                 NaN            NaN  0.262062       0.404296                 NaN            NaN            NaN            NaN
  1421.62        500.000       0.744658E-003   99.3381                 NaN            NaN  0.260102       0.401059                 NaN            NaN            NaN            NaN
  1420.31        500.000       0.711593E-003   99.3421                 NaN            NaN  0.258490       0.398650                 NaN            NaN            NaN            NaN
  1419.00        500.000       0.685000E-003   99.3483                 NaN            NaN  0.255926       0.395076                 NaN            NaN            NaN            NaN
  1417.69        500.000       0.649597E-003   99.3525                 NaN            NaN  0.254043       0.392829                 NaN            NaN            NaN            NaN
  1416.38        500.000       0.619854E-003   99.3571                 NaN            NaN  0.390165       0.252077                 NaN            NaN            NaN            NaN
  1415.07        500.000       0.590589E-003   99.3616                 NaN            NaN  0.387542       0.250291                 NaN            NaN            NaN            NaN
  1413.76        500.000       0.558243E-003   99.3655                 NaN            NaN  0.385311       0.248588                 NaN            NaN            NaN            NaN
  1412.45        500.000       0.525832E-003   99.3707                 NaN            NaN  0.382391       0.246351                 NaN            NaN            NaN            NaN
  1411.14        500.000       0.500889E-003   99.3752                 NaN            NaN  0.244427       0.379905                 NaN            NaN            NaN            NaN
  1409.83        500.000       0.248197E-003   99.1550                 NaN            NaN  0.330678       0.401611       0.112506                 NaN            NaN            NaN
  1408.52        500.000       0.736170E-004   98.4172                 NaN            NaN  0.621143       0.473439       0.488173                 NaN            NaN            NaN
  1407.22        500.000       0.591754E-003   98.4404                 NaN            NaN  0.612369       0.465690       0.480948                 NaN            NaN            NaN
  1405.91        500.000                 NaN   98.4674                 NaN            NaN  0.459107       0.600590       0.472908                 NaN            NaN            NaN
  1404.60        500.000       0.571298E-004   98.4913                 NaN            NaN  0.591678       0.451659       0.465304                 NaN            NaN            NaN
  1403.29        500.000                 NaN   98.5126                 NaN            NaN  0.445678       0.583044       0.458639                 NaN            NaN            NaN
  1401.98        500.000                 NaN   98.5351                 NaN            NaN  0.439321       0.573931       0.451634                 NaN            NaN            NaN
  1400.67        500.000                 NaN   98.5558                 NaN            NaN  0.565897       0.433131       0.445137                 NaN            NaN            NaN
  1399.36        500.000                 NaN   98.5792                 NaN            NaN  0.425809       0.557075       0.437879                 NaN            NaN            NaN
  1398.05        500.000                 NaN   98.5993                 NaN            NaN  0.548843       0.420066       0.431799                 NaN            NaN            NaN
  1396.74        500.000                 NaN   98.6196                 NaN            NaN  0.414113       0.540847       0.425434                 NaN            NaN            NaN
  1395.43        500.000                 NaN   98.6396                 NaN            NaN  0.533629       0.407578       0.419232                 NaN            NaN            NaN
  1394.12        500.000                 NaN   98.6567                 NaN            NaN  0.526100       0.403153       0.414081                 NaN            NaN            NaN
  1392.81        500.000                 NaN   98.6763                 NaN            NaN  0.396785       0.519036       0.407884                 NaN            NaN            NaN
  1391.50        500.000                 NaN   98.6939                 NaN            NaN  0.512103       0.391958       0.402069                 NaN            NaN            NaN
  1390.19        500.000                 NaN   98.7127                 NaN            NaN  0.385897       0.505090       0.396332                 NaN            NaN            NaN
  1388.88        500.000                 NaN   98.7288                 NaN            NaN  0.498728       0.381204       0.391312                 NaN            NaN            NaN
  1387.57        500.000                 NaN   98.7468                 NaN            NaN  0.492226       0.375181       0.385779                 NaN            NaN            NaN
  1386.27        500.000                 NaN   98.7633                 NaN            NaN  0.370550       0.485656       0.380511                 NaN            NaN            NaN
  1384.96        500.000                 NaN   98.7790                 NaN            NaN  0.479560       0.365820       0.375637                 NaN            NaN            NaN
  1383.65        500.000                 NaN   98.7948                 NaN            NaN  0.360673       0.473925       0.370619                 NaN            NaN            NaN
  1382.34        500.000                 NaN   98.8099                 NaN            NaN  0.467955       0.356295       0.365823                 NaN            NaN            NaN
  1381.03        500.000                 NaN   98.8245                 NaN            NaN  0.462699       0.351571       0.361227                 NaN            NaN            NaN
  1379.72        500.000                 NaN   98.8395                 NaN            NaN  0.347189       0.456780       0.356551                 NaN            NaN            NaN
  1378.41        500.000                 NaN   98.8542                 NaN            NaN  0.342375       0.451341       0.352074                 NaN            NaN            NaN
  1377.10        500.000                 NaN   98.8686                 NaN            NaN  0.337983       0.446027       0.347428                 NaN            NaN            NaN
  1375.79        500.000                 NaN   98.8814                 NaN            NaN  0.333923       0.441485       0.343196                 NaN            NaN            NaN
  1374.48        500.000                 NaN   98.8947                 NaN            NaN  0.329952       0.436331       0.339064                 NaN            NaN            NaN
  1373.17        500.000                 NaN   98.9076                 NaN            NaN  0.431765       0.325695       0.334948                 NaN            NaN            NaN
  1371.86        500.000                 NaN   98.9206                 NaN            NaN  0.426801       0.321795       0.330813                 NaN            NaN            NaN
  1370.55        500.000                 NaN   98.9324                 NaN            NaN  0.422854       0.317665       0.327113                 NaN            NaN            NaN
  1369.24        500.000                 NaN   98.9439                 NaN            NaN  0.313885       0.418696       0.323550                 NaN            NaN            NaN
  1367.93        500.000                 NaN   98.9584                 NaN            NaN  0.309931       0.413010       0.318677                 NaN            NaN            NaN
  1366.62        500.000                 NaN   98.9679                 NaN            NaN  0.409603       0.306793       0.315655                 NaN            NaN            NaN
  1365.32        500.000                 NaN   98.9794                 NaN            NaN  0.405522       0.302915       0.312119                 NaN            NaN            NaN
  1364.01        500.000                 NaN   98.9912                 NaN            NaN  0.401382       0.299182       0.308224                 NaN            NaN            NaN
  1362.70        500.000                 NaN   99.0013                 NaN            NaN  0.295804       0.397808       0.305107                 NaN            NaN            NaN
  1361.39        500.000                 NaN   99.0120                 NaN            NaN  0.393850       0.292534       0.301650                 NaN            NaN            NaN
  1360.08        500.000                 NaN   99.0223                 NaN            NaN  0.288865       0.390521       0.298295                 NaN            NaN            NaN
  1358.77        500.000                 NaN   99.0324                 NaN            NaN  0.285930       0.386728       0.294946                 NaN            NaN            NaN
  1357.46        500.000                 NaN   99.0428                 NaN            NaN  0.383237       0.282076       0.291883                 NaN            NaN            NaN
  1356.15        500.000                 NaN   99.0528                 NaN            NaN  0.379182       0.279445       0.288577                 NaN            NaN            NaN
  1354.84        500.000                 NaN   99.0622                 NaN            NaN  0.276372       0.375928       0.285498                 NaN            NaN            NaN
  1353.53        500.000                 NaN   99.0712                 NaN            NaN  0.273409       0.372877       0.282538                 NaN            NaN            NaN
  1352.22        500.000                 NaN   99.0785                 NaN            NaN  0.370786       0.270495       0.280252                 NaN            NaN            NaN
  1350.91        500.000                 NaN   99.0889                 NaN            NaN  0.267270       0.367013       0.276806                 NaN            NaN            NaN
  1349.60        500.000                 NaN   99.0980                 NaN            NaN  0.363577       0.264480       0.273900                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.1063                 NaN            NaN  0.261543       0.361051       0.271082                 NaN            NaN            NaN
  1346.98        500.000                 NaN   99.1146                 NaN            NaN  0.358306       0.258605       0.268505                 NaN            NaN            NaN
  1345.67        500.000                 NaN   99.1229                 NaN            NaN  0.355345       0.255910       0.265871                 NaN            NaN            NaN
  1344.37        500.000                 NaN   99.1307                 NaN            NaN  0.352905       0.253064       0.263300                 NaN            NaN            NaN
  1343.06        500.000                 NaN   99.1384                 NaN            NaN  0.250622       0.350203       0.260728                 NaN            NaN            NaN
  1341.75        500.000                 NaN   99.1463                 NaN            NaN  0.347792       0.247727       0.258230                 NaN            NaN            NaN
  1340.44        500.000                 NaN   99.1532                 NaN            NaN  0.245560       0.345339       0.255902                 NaN            NaN            NaN
  1339.13        500.000                 NaN   99.1602       0.154509E-005            NaN  0.343259       0.242924       0.253650                 NaN            NaN            NaN
  1337.82        500.000                 NaN   99.1693                 NaN            NaN  0.240119       0.339928       0.250657                 NaN            NaN            NaN
  1336.51        500.000                 NaN   99.1751                 NaN            NaN  0.237766       0.338324       0.248814                 NaN            NaN            NaN
  1335.20        500.000                 NaN   99.1837       0.133061E-001            NaN  0.312745       0.241187       0.249094                 NaN            NaN            NaN
  1333.89        500.000                 NaN   99.2032       0.138089                 NaN  0.905019E-001  0.299641       0.268546                 NaN            NaN            NaN
  1332.58        500.000                 NaN   99.2160       0.135405                 NaN  0.295371       0.897196E-001  0.263491                 NaN            NaN            NaN
  1331.27        500.000                 NaN   99.2217       0.135019                 NaN  0.294531       0.871286E-001  0.261634                 NaN            NaN            NaN
  1329.96        500.000                 NaN   99.2287       0.134744                 NaN  0.847494E-001  0.292406       0.259385                 NaN            NaN            NaN
  1328.65        500.000                 NaN   99.2353       0.133863                 NaN  0.829023E-001  0.290970       0.257008                 NaN            NaN            NaN
  1327.34        500.000                 NaN   99.2437       0.132613                 NaN  0.288299       0.813446E-001  0.254046                 NaN            NaN            NaN
  1326.03        500.000                 NaN   99.2505       0.131973                 NaN  0.796478E-001  0.286102       0.251731                 NaN            NaN            NaN
  1324.72        500.000                 NaN   99.2585       0.130204                 NaN  0.283360       0.791941E-001  0.248696                 NaN            NaN            NaN
  1323.42        500.000                 NaN   99.2643       0.129331                 NaN  0.781616E-001  0.281539       0.246661                 NaN            NaN            NaN
  1322.11        500.000                 NaN   99.2712       0.128212                 NaN  0.279979       0.764059E-001  0.244178                 NaN            NaN            NaN
  1320.80        500.000                 NaN   99.2785       0.127369                 NaN  0.277617       0.748785E-001  0.241629                 NaN            NaN            NaN
  1319.49        500.000                 NaN   99.2848       0.125294                 NaN  0.757903E-001  0.275060       0.239016                 NaN            NaN            NaN
  1318.18        500.000                 NaN   99.2919       0.125724                 NaN  0.719739E-001  0.273238       0.237136                 NaN            NaN            NaN
  1316.87        500.000                 NaN   99.2966       0.121214                 NaN  0.779361E-001  0.269900       0.234347                 NaN            NaN            NaN
  1315.56        500.000                 NaN   99.3042       0.121717                 NaN  0.268869       0.731477E-001  0.232103                 NaN            NaN            NaN
  1314.25        500.000                 NaN   99.3104       0.119691                 NaN  0.266382       0.738873E-001  0.229639                 NaN            NaN            NaN
  1312.94        500.000                 NaN   99.3157       0.118287                 NaN  0.264227       0.741681E-001  0.227646                 NaN            NaN            NaN
  1311.63        500.000                 NaN   99.3218       0.116658                 NaN  0.262002       0.742428E-001  0.225341                 NaN            NaN            NaN
  1310.32        500.000                 NaN   99.3268       0.115392                 NaN  0.259916       0.743500E-001  0.223538                 NaN            NaN            NaN
  1309.01        500.000                 NaN   99.3334       0.112748                 NaN  0.257334       0.758097E-001  0.220703                 NaN            NaN            NaN
  1307.70        500.000                 NaN   99.3382       0.111291                 NaN  0.254635       0.768475E-001  0.219004                 NaN            NaN            NaN
  1306.39        500.000                 NaN   99.3448       0.110422                 NaN  0.252808       0.752007E-001  0.216748                 NaN            NaN            NaN
  1305.08        500.000                 NaN   99.3492       0.108699                 NaN  0.761287E-001  0.251034       0.214961                 NaN            NaN            NaN
  1303.77        500.000                 NaN   99.3557       0.105729                 NaN  0.247626       0.787355E-001  0.212169                 NaN            NaN            NaN
  1302.47        500.000                 NaN   99.3584       0.103848                 NaN  0.246356       0.805095E-001  0.210897                 NaN            NaN            NaN
  1301.16        500.000                 NaN   99.3619       0.104759                 NaN  0.248622       0.731133E-001  0.209771       0.179303E-002            NaN            NaN
  1299.85        500.000                 NaN   99.2976       0.125525                 NaN  0.309199                 NaN  0.230862       0.368127E-001            NaN            NaN
  1298.54        500.000                 NaN   99.3063       0.123323                 NaN  0.306405                 NaN  0.227854       0.361405E-001            NaN            NaN
  1297.23        500.000                 NaN   99.3153       0.121928                 NaN  0.302254                 NaN  0.224964       0.355419E-001            NaN            NaN
  1295.92        500.000                 NaN   99.3239       0.120200                 NaN  0.298893                 NaN  0.222087       0.349030E-001            NaN            NaN
  1294.61        500.000                 NaN   99.3318       0.118658                 NaN  0.295794                 NaN  0.219465       0.343100E-001            NaN            NaN
  1293.30        500.000                 NaN   99.3401       0.116929                 NaN  0.292576                 NaN  0.216646       0.337090E-001            NaN            NaN
  1291.99        500.000                 NaN   99.3484       0.115782                 NaN  0.288673                 NaN  0.213995       0.331463E-001            NaN            NaN
  1290.68        500.000                 NaN   99.3557       0.114111                 NaN  0.286019                 NaN  0.211583       0.325615E-001            NaN            NaN
  1289.37        500.000                 NaN   99.3637       0.112223                 NaN  0.283442                 NaN  0.208693       0.319809E-001            NaN            NaN
  1288.06        500.000                 NaN   99.3724       0.111167                 NaN  0.278972                 NaN  0.205988       0.314478E-001            NaN            NaN
  1286.75        500.000                 NaN   99.3795       0.109508                 NaN  0.276449                 NaN  0.203586       0.309139E-001            NaN            NaN
  1285.44        500.000                 NaN   99.3874       0.107776                 NaN  0.273412                 NaN  0.201009       0.303755E-001            NaN            NaN
  1284.13        500.000                 NaN   99.3931       0.105235                 NaN  0.272664                 NaN  0.199084       0.299195E-001            NaN            NaN
  1282.82        500.000                 NaN   99.4036       0.104370                 NaN  0.267480                 NaN  0.195333       0.292240E-001            NaN            NaN
  1281.52        500.000                 NaN   99.4098       0.103368                 NaN  0.264251                 NaN  0.193701       0.288381E-001            NaN            NaN
  1280.21        500.000                 NaN   99.4161       0.101934                 NaN  0.262422                 NaN  0.191203       0.283307E-001            NaN            NaN
  1278.90        500.000                 NaN   99.4232       0.100768                 NaN  0.259127                 NaN  0.189002       0.278634E-001            NaN            NaN
  1277.59        500.000                 NaN   99.4303       0.993273E-001            NaN  0.256297                 NaN  0.186657       0.273918E-001            NaN            NaN
  1276.28        500.000                 NaN   99.4367       0.979569E-001            NaN  0.253643                 NaN  0.184713       0.270113E-001            NaN            NaN
  1274.97        500.000                 NaN   99.4449       0.967636E-001            NaN  0.250168                 NaN  0.181744       0.263975E-001            NaN            NaN
  1273.66        500.000                 NaN   92.6797       0.452534                 NaN   1.29735                 NaN  0.982075       0.180649        4.40767                 NaN
  1272.35        500.000                 NaN   88.7966       0.635592                 NaN   1.92121                 NaN   1.43671       0.264777        6.94510                 NaN
  1271.04        500.000                 NaN   90.0051       0.549431                 NaN   1.75621                 NaN   1.28917       0.233579        6.16646                 NaN
  1269.73        500.000                 NaN   91.0153       0.464029                 NaN   1.55460       0.819532E-001   1.16559       0.206448        5.51203                 NaN
  1268.42        500.000                 NaN   91.7193       0.319630                 NaN  0.402057        1.27063        1.07697       0.181615        5.02981                 NaN
  1267.11        500.000                 NaN   92.4012       0.286099                 NaN  0.387475        1.16826       0.993680       0.165044        4.59820                 NaN
  1265.80        500.000                 NaN   92.9982       0.262305                 NaN   1.08449       0.360076       0.920540       0.151004        4.22342                 NaN
  1264.49        500.000                 NaN   93.5031       0.240195                 NaN   1.01074       0.341796       0.858345       0.139062        3.90673                 NaN
  1263.18        500.000                 NaN   93.9471       0.222456                 NaN  0.947523       0.321106       0.803370       0.128701        3.62972                 NaN
  1261.87        500.000                 NaN   94.3341       0.207000                 NaN  0.891399       0.303723       0.755227       0.119671        3.38887                 NaN
  1260.57        500.000                 NaN   94.7517       0.268430                 NaN   1.00603                 NaN  0.704723       0.115438        3.15367                 NaN
  1259.26        500.000                 NaN   94.9312       0.110232                 NaN  0.649117       0.531741       0.678651       0.100869        2.99814                 NaN
  1257.95        500.000                 NaN   95.2691       0.175616                 NaN  0.766186       0.240312       0.637600       0.984154E-001   2.81274                 NaN
  1256.64        500.000                 NaN   95.5201       0.167503                 NaN  0.222812       0.731644       0.605659       0.927470E-001   2.65954                 NaN
  1255.33        500.000                 NaN   95.7467       0.160689                 NaN  0.703783       0.203304       0.576568       0.876274E-001   2.52130                 NaN
  1254.02        500.000                 NaN   95.9528       0.153912                 NaN  0.189540       0.674458       0.550013       0.829687E-001   2.39636                 NaN
  1252.71        500.000                 NaN   96.1442       0.148906                 NaN  0.170643       0.651820       0.525128       0.786881E-001   2.28059                 NaN
  1251.40        500.000                 NaN   96.3178       0.142535                 NaN  0.625881       0.160713       0.502389       0.747238E-001   2.17596                 NaN
  1250.09        500.000                 NaN   96.4810       0.139893                 NaN  0.609442       0.139264       0.480951       0.711454E-001   2.07834                 NaN
  1248.78        500.000                 NaN   96.6276       0.133672                 NaN  0.585788       0.133432       0.461357       0.677077E-001   1.99041                 NaN
  1247.47        500.000                 NaN   96.7663       0.129304                 NaN  0.122813       0.566581       0.442924       0.645350E-001   1.90754                 NaN
  1246.16        500.000                 NaN   96.8932       0.120238                 NaN  0.532690       0.135298       0.425669       0.613831E-001   1.83154                 NaN
  1244.85        500.000                 NaN   97.0158       0.124879                 NaN  0.541565       0.896822E-001  0.409210       0.590016E-001   1.75991                 NaN
  1243.54        500.000                 NaN   97.1276       0.116519                 NaN  0.511431       0.101010       0.393932       0.561604E-001   1.69338                 NaN
  1242.23        500.000                 NaN   97.2331       0.112303                 NaN  0.948273E-001  0.495923       0.379320       0.536999E-001   1.63085                 NaN
  1240.92        500.000                 NaN   97.3313       0.107095                 NaN  0.475824       0.961093E-001  0.365691       0.512704E-001   1.57266                 NaN
  1239.62        500.000                 NaN   97.4251       0.104332                 NaN  0.892077E-001  0.461682       0.352654       0.491008E-001   1.51791                 NaN
  1238.31        500.000                 NaN   97.5135       0.993358E-001            NaN  0.442828       0.913765E-001  0.340256       0.469262E-001   1.46573                 NaN
  1237.00        500.000                 NaN   97.5953       0.941263E-001            NaN  0.423206       0.963891E-001  0.328731       0.448329E-001   1.41743                 NaN
  1235.69        500.000                 NaN   97.6766       0.914721E-001            NaN  0.410260       0.914086E-001  0.317159       0.429585E-001   1.37019                 NaN
  1234.38        500.000                 NaN   97.7490       0.857275E-001            NaN  0.100410       0.389685       0.306806       0.410157E-001   1.32736                 NaN
  1233.07        500.000                 NaN   97.8203       0.812441E-001            NaN  0.105086       0.372014       0.296619       0.392191E-001   1.28556                 NaN
  1231.76        500.000                 NaN   97.8870       0.762782E-001            NaN  0.352804       0.113239       0.287083       0.374650E-001   1.24614                 NaN
  1230.45        500.000                 NaN   97.9523       0.713196E-001            NaN  0.120879       0.334452       0.277472       0.357652E-001   1.20781                 NaN
  1229.14        500.000                 NaN   98.0107       0.662406E-001            NaN  0.315163       0.131390       0.269057       0.341735E-001   1.17327                 NaN
  1227.83        500.000                 NaN   98.0686       0.602708E-001            NaN  0.293960       0.145193       0.260493       0.325490E-001   1.13889                 NaN
  1226.52        500.000                 NaN   97.4764       0.804407E-001            NaN  0.518960                 NaN  0.352772       0.637885E-001   1.50766                 NaN
  1225.21        500.000                 NaN   98.7739       0.160412                 NaN  0.127134                 NaN  0.159955       0.109782E-001  0.767654                 NaN
  1223.90        500.000                 NaN   97.8831       0.125499                 NaN  0.377987                 NaN  0.277846       0.297126E-001   1.30587                 NaN
  1222.59        500.000                 NaN   98.7477                 NaN            NaN  0.252640       0.141315       0.161993       0.200980E-001  0.676240                 NaN
  1221.28        500.000                 NaN   98.3077       0.799393E-002            NaN  0.289591       0.157165       0.223854       0.245718E-001  0.989129                 NaN
