|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        Sp(TH)         ilm            q             
  1307.79        2500.00        99.2392                 NaN  0.167068                 NaN  0.265890       0.111251                 NaN  0.216575                 NaN            NaN            NaN            NaN            NaN
  1306.29        2500.00        99.2451                 NaN  0.164466                 NaN  0.263668       0.112330                 NaN  0.214436                 NaN            NaN            NaN            NaN            NaN
  1304.80        2500.00        99.2503                 NaN  0.162109                 NaN  0.113856       0.261083                 NaN  0.212615                 NaN            NaN            NaN            NaN            NaN
  1303.30        2500.00        98.3778                 NaN  0.260990                 NaN  0.139238       0.376575                 NaN  0.319319       0.526088                 NaN            NaN            NaN            NaN
  1301.81        2500.00        86.4108                 NaN   1.61965                 NaN   1.98685       0.513331                 NaN   1.80018        7.66916                 NaN            NaN            NaN            NaN
  1300.32        2500.00        87.3584                 NaN   1.52080                 NaN   1.89315       0.449830                 NaN   1.68245        7.09537                 NaN            NaN            NaN            NaN
  1298.82        2500.00        88.1751                 NaN   1.43295                 NaN   1.81310       0.397999                 NaN   1.58069        6.60013                 NaN            NaN            NaN            NaN
  1297.33        2500.00        88.9120                 NaN   1.35456                 NaN   1.74007       0.348012                 NaN   1.48844        6.15689                 NaN            NaN            NaN            NaN
  1295.83        2500.00        89.5395                 NaN   1.28406                 NaN   1.67853       0.311497                 NaN   1.40990        5.77651                 NaN            NaN            NaN            NaN
  1294.34        2500.00        90.1081                 NaN   1.21883                 NaN  0.280436        1.62214                 NaN   1.33850        5.43201                 NaN            NaN            NaN            NaN
  1292.85        2500.00        90.6173                 NaN   1.16073                 NaN  0.249671        1.57217                 NaN   1.27434        5.12577                 NaN            NaN            NaN            NaN
  1291.35        2500.00        75.8002                 NaN  0.560281                 NaN   4.28957        1.59718                 NaN   3.00039        12.8529                 NaN   1.89955                 NaN            NaN
  1289.86        2500.00        78.5822                 NaN  0.369176                 NaN   3.69763        1.68691                 NaN   2.65701        11.3230                 NaN   1.68404                 NaN            NaN
  1288.36        2500.00        81.0481                 NaN  0.239366                 NaN   3.16737        1.73677                 NaN   2.35521        9.98139                 NaN   1.47178                 NaN            NaN
  1286.87        2500.00        82.9300                 NaN  0.158885                 NaN   1.75026        2.76589                 NaN   2.12623        8.96203                 NaN   1.30668                 NaN            NaN
  1285.38        2500.00        82.2369                 NaN   1.13761                 NaN  0.305604        3.31855                 NaN   2.30551        9.45761                 NaN   1.23820                 NaN            NaN
  1283.88        2500.00        88.5692                 NaN            NaN            NaN   1.77944        1.39805                 NaN   1.42060        5.96538                 NaN  0.867319                 NaN            NaN
  1282.39        2500.00        84.2942                 NaN            NaN            NaN   1.96283        2.37569                 NaN   2.00015        8.17425                 NaN   1.19291                 NaN            NaN
  1280.89        2500.00        89.9713                 NaN            NaN            NaN   1.35673        1.44239                 NaN   1.23008        5.32160                 NaN  0.677897                 NaN            NaN
  1279.40        2500.00        88.0321                 NaN            NaN            NaN   1.61226        1.75472                 NaN   1.50949        6.25219                 NaN  0.839216                 NaN            NaN
  1277.90        2500.00        88.3843                 NaN            NaN            NaN   1.50157        1.77400                 NaN   1.46784        6.07939                 NaN  0.792917                 NaN            NaN
  1276.41        2500.00        88.2031                 NaN            NaN            NaN   1.89548        1.46401                 NaN   1.49877        6.15914                 NaN  0.779488                 NaN            NaN
  1274.92        2500.00        89.3659                 NaN            NaN            NaN   1.22234        1.80766                 NaN   1.34280        5.58320                 NaN  0.678133                 NaN            NaN
  1273.42        2500.00        88.5039                 NaN            NaN            NaN   1.99563        1.24664                 NaN   1.45305        6.07721                 NaN  0.723540                 NaN            NaN
  1271.93        2500.00        90.2498                 NaN            NaN            NaN   1.82371       0.967946                 NaN   1.23012        5.13811                 NaN  0.590275                 NaN            NaN
  1270.43        2500.00        87.8398                 NaN            NaN            NaN   2.31723        1.16541                 NaN   1.57905        6.33154                 NaN  0.766907                 NaN            NaN
  1268.94        2500.00        92.1203                 NaN            NaN            NaN   1.46525       0.722839                 NaN  0.950185        4.30571                 NaN  0.435661                 NaN            NaN
  1267.45        2500.00        90.2488                 NaN            NaN            NaN   2.06043       0.718472                 NaN   1.23200        5.18421                 NaN  0.556059                 NaN            NaN
  1265.95        2500.00        90.8186                 NaN            NaN            NaN   2.03948       0.597925                 NaN   1.16201        4.87218                 NaN  0.509803                 NaN            NaN
  1264.46        2500.00        91.4648                 NaN            NaN            NaN   1.89333       0.544567                 NaN   1.08189        4.53785                 NaN  0.477523                 NaN            NaN
  1262.96        2500.00        91.5235                 NaN            NaN            NaN  0.348289        2.09922                 NaN   1.07687        4.50450                 NaN  0.447664                 NaN            NaN
  1261.47        2500.00        92.4829                 NaN            NaN            NaN  0.280474        1.88878                 NaN  0.965230        3.96085                 NaN  0.421775                 NaN            NaN
  1259.98        2500.00        88.2062                 NaN            NaN            NaN   3.46328       0.419279       0.900866E-005   1.49236        6.10674                 NaN  0.312167                 NaN            NaN
  1258.48        2500.00        98.0747                 NaN            NaN            NaN  0.636796       0.679762E-005            NaN  0.246786       0.889936                 NaN  0.151820                 NaN            NaN
  1256.99        2500.00        92.9938                 NaN            NaN            NaN  0.908478       0.950307                 NaN  0.861321        3.82151                 NaN  0.464543                 NaN            NaN
  1255.49        2500.00        94.2777                 NaN            NaN            NaN   1.50459       0.142278                 NaN  0.737036        3.02405                 NaN  0.314319                 NaN            NaN
  1254.00        2500.00        94.5392                 NaN            NaN            NaN   1.12590       0.404464                 NaN  0.741370        3.14609                 NaN  0.430029E-001            NaN            NaN
  1252.50        2500.00        96.3514                 NaN            NaN            NaN  0.682216       0.325165                 NaN  0.442844        1.62417                 NaN  0.546620       0.275911E-001            NaN
  1251.01        2500.00        93.9392                 NaN            NaN            NaN   1.82176       0.761719E-001            NaN  0.751513        3.25050                 NaN            NaN  0.160891                 NaN
  1249.52        2500.00        87.4705                 NaN            NaN            NaN  0.183285        3.52587       0.278126        1.58249        6.57160                 NaN            NaN  0.388126                 NaN
  1248.02        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1246.53        2500.00       100.0000                 NaN  0.357147E-005            NaN            NaN            NaN            NaN  0.193421E-005  0.513367E-005  0.129543E-005            NaN            NaN            NaN
  1245.03        2500.00       100.0000                 NaN            NaN            NaN  0.417950E-005  0.271336E-005            NaN  0.276472E-005  0.108830E-004            NaN            NaN            NaN            NaN
  1243.54        2500.00        90.5842                 NaN            NaN            NaN   3.04155                 NaN            NaN   1.20893        4.90548                 NaN            NaN  0.259849                 NaN
  1242.05        2500.00        95.7975                 NaN            NaN            NaN   1.39232                 NaN            NaN  0.601367        2.05380                 NaN            NaN  0.154994                 NaN
  1240.55        2500.00        97.4659                 NaN            NaN            NaN  0.860597                 NaN            NaN  0.330950        1.28590                 NaN            NaN  0.566774E-001            NaN
  1239.06        2500.00        98.5670                 NaN            NaN            NaN  0.395973E-001            NaN            NaN  0.983689E-001   1.26908                 NaN            NaN  0.259974E-001            NaN
  1237.56        2500.00        93.2829                 NaN            NaN            NaN   2.36180       0.139805                 NaN  0.871257        3.18640                 NaN            NaN  0.157841                 NaN
  1236.07        2500.00        93.4357                 NaN            NaN            NaN   2.19295                 NaN            NaN  0.859275        3.34596                 NaN  0.353700E-001  0.130768                 NaN
  1234.58        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1233.08        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1231.59        2500.00       100.0000                 NaN            NaN            NaN  0.336554E-005            NaN            NaN            NaN  0.337398E-005            NaN            NaN            NaN            NaN
  1230.09        2500.00        91.1345                 NaN            NaN            NaN   2.84732                 NaN            NaN   1.11745        4.66242                 NaN            NaN  0.238323                 NaN
  1228.60        2500.00        97.1559                 NaN            NaN            NaN  0.568230       0.366534                 NaN  0.352305        1.47603                 NaN            NaN  0.809685E-001            NaN
  1227.10        2500.00        99.9488                 NaN            NaN            NaN  0.298147E-001            NaN            NaN  0.623143E-002  0.140158E-001            NaN            NaN            NaN  0.111411E-002
  1225.61        2500.00        99.3872                 NaN            NaN            NaN  0.168672                 NaN            NaN  0.562401E-001  0.266540                 NaN            NaN  0.653556E-002  0.114848     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   17.7214                 NaN            NaN   9.02086        43.8262                 NaN            NaN   1.21609        28.2155     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   17.7213                 NaN            NaN   9.02045        43.8309                 NaN            NaN   1.21333        28.2139     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   17.7214                 NaN            NaN   9.02164        43.8255                 NaN            NaN   1.21599        28.2154     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   17.7214                 NaN            NaN   9.02202        43.8252                 NaN            NaN   1.21595        28.2154     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   17.7214                 NaN            NaN   9.02240        43.8249                 NaN            NaN   1.21590        28.2154     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   17.7214                 NaN            NaN   9.02277        43.8246                 NaN            NaN   1.21586        28.2153     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   17.7215                 NaN            NaN   9.02312        43.8243                 NaN            NaN   1.21581        28.2153     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   17.7215                 NaN            NaN   9.02348        43.8240                 NaN            NaN   1.21577        28.2153     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   17.7215                 NaN            NaN   9.02383        43.8237                 NaN            NaN   1.21572        28.2153     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   17.7215                 NaN            NaN   9.02417        43.8234                 NaN            NaN   1.21568        28.2152     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   17.7215                 NaN            NaN   9.02450        43.8231                 NaN            NaN   1.21564        28.2152     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   17.7216                 NaN            NaN   9.02490        43.8228                 NaN            NaN   1.21557        28.2152     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   17.7216                 NaN            NaN   9.02515        43.8226                 NaN            NaN   1.21556        28.2151     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   17.7415                 NaN            NaN   9.05807        43.7797                 NaN            NaN   1.20566        28.2151     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   17.5185       0.221320                 NaN   9.06141        43.7776                 NaN            NaN   1.20589        28.2153     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   17.7435                 NaN            NaN   9.07050        43.7680                 NaN            NaN   1.20370        28.2143     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   17.7440                 NaN            NaN   9.07673        43.7627                 NaN            NaN   1.20276        28.2138     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   17.7217                 NaN            NaN   9.02668        43.8213                 NaN            NaN   1.21536        28.2150     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   17.7466                 NaN            NaN   9.08905        43.7504                 NaN            NaN   1.20069        28.2132     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   17.7290                 NaN            NaN   9.07426        43.7767                 NaN            NaN   1.20775        28.2122     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   17.7290                 NaN            NaN   9.07426        43.7767                 NaN            NaN   1.20775        28.2122     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   17.7498                 NaN            NaN   9.10852        43.7322                 NaN            NaN   1.19749        28.2120     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   4.48051        12.8512       0.409735        9.15140        43.7015                 NaN            NaN   1.19566        28.2100     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   17.5578       0.191863                 NaN   9.11831        43.7234                 NaN            NaN   1.19659        28.2120     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   17.5403       0.214347                 NaN   9.14032        43.7048                 NaN            NaN   1.19212        28.2082     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   16.4614        1.28529                 NaN   9.16448        43.6830                 NaN            NaN   1.19299        28.2128     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   16.9733       0.750215                 NaN   9.13036        43.7333                 NaN            NaN   1.20392        28.2090     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   16.8519       0.896925                 NaN   9.15121        43.6938                 NaN            NaN   1.19357        28.2126     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   16.6548        1.09318                 NaN   9.15913        43.6868                 NaN            NaN   1.19318        28.2129     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   16.4231        1.31879                 NaN   9.17109        43.6796                 NaN            NaN   1.19412        28.2133     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   16.5099        1.23769                 NaN   9.16662        43.6800                 NaN            NaN   1.19261        28.2132     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   16.5665        1.18181                 NaN   9.16840        43.6772                 NaN            NaN   1.19235        28.2137     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   16.3867        1.35469                 NaN   9.17279        43.6784                 NaN            NaN   1.19412        28.2133     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   16.7243        1.02570                 NaN   9.16293        43.6817                 NaN            NaN   1.19220        28.2131     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   16.3633        1.37703                 NaN   9.17412        43.6781                 NaN            NaN   1.19431        28.2131     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   16.5866        1.16346                 NaN   9.17169        43.6734                 NaN            NaN   1.19137        28.2135     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   16.4388        1.30991                 NaN   9.17694        43.6692                 NaN            NaN   1.19135        28.2138     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   16.4036        1.34441                 NaN   9.17996        43.6663                 NaN            NaN   1.19131        28.2144     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   16.3684        1.38039                 NaN   9.18292        43.6635                 NaN            NaN   1.19076        28.2140     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   16.3604        1.38783                 NaN   9.18368        43.6627                 NaN            NaN   1.19084        28.2145     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   16.2754        1.47470                 NaN   9.19340        43.6527                 NaN            NaN   1.18934        28.2144     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   16.2833        1.46532                 NaN   9.19025        43.6565                 NaN            NaN   1.19002        28.2146     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   1.60240        16.1484                 NaN   9.20112        43.6446                 NaN            NaN   1.18824        28.2152     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   16.1176        1.63276                 NaN   9.20640        43.6402                 NaN            NaN   1.18803        28.2150     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   16.0701        1.68055                 NaN   9.21104        43.6356                 NaN            NaN   1.18753        28.2152     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   16.0254        1.72568                 NaN   9.21525        43.6312                 NaN            NaN   1.18708        28.2155     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   1.77191        15.9794                 NaN   9.21959        43.6268                 NaN            NaN   1.18662        28.2157     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   15.9332        1.81832                 NaN   9.22394        43.6225                 NaN            NaN   1.18617        28.2159     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   1.86543        15.8865                 NaN   9.22808        43.6178                 NaN            NaN   1.18584        28.2164     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   15.8781        1.84628                 NaN   9.20914        43.6612                 NaN            NaN   1.19501        28.2102     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   15.8861        1.83823                 NaN   9.20930        43.6610                 NaN            NaN   1.19505        28.2103     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   15.8660        1.85836                 NaN   9.20609        43.6647                 NaN            NaN   1.19502        28.2099     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   15.9039        1.82040                 NaN   9.20962        43.6605                 NaN            NaN   1.19507        28.2105     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   1.81560        15.9087                 NaN   9.20957        43.6605                 NaN            NaN   1.19510        28.2106     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   1.80882        15.9156                 NaN   9.20977        43.6600                 NaN            NaN   1.19507        28.2107     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   15.9344        1.78896                 NaN   9.21387        43.6569                 NaN            NaN   1.19503        28.2108     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   15.9330        1.79035                 NaN   9.21392        43.6570                 NaN            NaN   1.19505        28.2108     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   15.9317        1.79157                 NaN   9.21396        43.6570                 NaN            NaN   1.19506        28.2107     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   15.9307        1.79248                 NaN   9.21398        43.6571                 NaN            NaN   1.19508        28.2107     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   2.32407        15.4254                 NaN   9.27432        43.5758                 NaN            NaN   1.18217        28.2183     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   15.4316        2.32363                 NaN   9.27943        43.5655                 NaN            NaN   1.18015        28.2196     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   15.3996        2.35612                 NaN   9.28365        43.5611                 NaN            NaN   1.17963        28.2199     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   15.3692        2.38698                 NaN   9.28793        43.5565                 NaN            NaN   1.17912        28.2202     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   2.35786        15.3999                 NaN   9.29491        43.5491                 NaN            NaN   1.17768        28.2205     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   15.2922        2.46622                 NaN   9.29428        43.5481                 NaN            NaN   1.17785        28.2214     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   14.1980        3.46464                 NaN   9.27041        43.6424                 NaN            NaN   1.20891        28.2156     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   15.2759        2.48307                 NaN   9.30597        43.5367                 NaN            NaN   1.17670        28.2217     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   2.52785        15.2313                 NaN   9.30902        43.5334                 NaN            NaN   1.17643        28.2220     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   15.1912        2.56761                 NaN   9.31304        43.5292                 NaN            NaN   1.17642        28.2225     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   2.63403        15.1178                 NaN   9.31881        43.5286                 NaN            NaN   1.17781        28.2230     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   2.64862        15.1037                 NaN   9.32348        43.5247                 NaN            NaN   1.17681        28.2228     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   2.66193        15.0903                 NaN   9.32533        43.5240                 NaN            NaN   1.17645        28.2220     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   2.70711        15.0472                 NaN   9.32837        43.5172                 NaN            NaN   1.17645        28.2237     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   15.0861        2.67648                 NaN   9.33533        43.5043                 NaN            NaN   1.17331        28.2245     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   2.68661        15.0773                 NaN   9.34027        43.4988                 NaN            NaN   1.17230        28.2247     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   15.0408        2.72179                 NaN   9.34372        43.4962                 NaN            NaN   1.17250        28.2250     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   15.0637        2.70401                 NaN   9.36348        43.4728                 NaN            NaN   1.17027        28.2257     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   14.9986        2.76333                 NaN   9.35388        43.4874                 NaN            NaN   1.17200        28.2248     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   14.9540        2.81427                 NaN   9.34320        43.4892                 NaN            NaN   1.17232        28.2270     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   14.9001        2.86243                 NaN   9.37650        43.4513                 NaN            NaN   1.17920        28.2305     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   2.89124        14.8721                 NaN   9.37874        43.4482                 NaN            NaN   1.17852        28.2312     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   2.96758        14.8102                 NaN   9.36675        43.4422                 NaN            NaN   1.17644        28.2369     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   14.8749        2.88846                 NaN   9.37189        43.4670                 NaN            NaN   1.17019        28.2275     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   2.88748        14.8825                 NaN   9.37890        43.4551                 NaN            NaN   1.16723        28.2288     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   14.8739        2.89730                 NaN   9.38286        43.4504                 NaN            NaN   1.16654        28.2290     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   14.8650        2.90820                 NaN   9.38798        43.4436                 NaN            NaN   1.16556        28.2296     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   14.8487        2.92558                 NaN   9.39236        43.4384                 NaN            NaN   1.16489        28.2301     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   14.8276        2.94661                 NaN   9.39604        43.4349                 NaN            NaN   1.16453        28.2303     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   14.8167        2.95956                 NaN   9.40111        43.4280                 NaN            NaN   1.16356        28.2311     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   14.7986        2.97774                 NaN   9.40488        43.4244                 NaN            NaN   1.16316        28.2312     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   14.7861        2.99236                 NaN   9.40985        43.4175                 NaN            NaN   1.16222        28.2321     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   14.7712        3.00827                 NaN   9.41423        43.4122                 NaN            NaN   1.16154        28.2326     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   14.7567        3.02385                 NaN   9.41861        43.4069                 NaN            NaN   1.16085        28.2331     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   14.7426        3.03910                 NaN   9.42299        43.4015                 NaN            NaN   1.16016        28.2336     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   14.7288        3.05402                 NaN   9.42738        43.3962                 NaN            NaN   1.15946        28.2341     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   14.7130        3.07089                 NaN   9.43162        43.3910                 NaN            NaN   1.15882        28.2347     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   14.6938        3.09045                 NaN   9.43542        43.3869                 NaN            NaN   1.15839        28.2351     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   14.6855        3.10115                 NaN   9.44018        43.3801                 NaN            NaN   1.15735        28.2358     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   14.6725        3.11537                 NaN   9.44457        43.3746                 NaN            NaN   1.15662        28.2363     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   14.6601        3.12912                 NaN   9.44897        43.3691                 NaN            NaN   1.15588        28.2369     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   14.6458        3.14425                 NaN   9.45276        43.3641                 NaN            NaN   1.15531        28.2378     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   14.5728        3.20766                 NaN   9.45752        43.3656                 NaN            NaN   1.15886        28.2376     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   3.17576        14.6219                 NaN   9.47128        43.3399                 NaN            NaN   1.15138        28.2398     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   3.24748        14.5585                 NaN   9.46394        43.3389                 NaN            NaN   1.14811        28.2431     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   14.6000        3.19592                 NaN   9.47127        43.3407                 NaN            NaN   1.15213        28.2400     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   14.5889        3.20823                 NaN   9.47564        43.3353                 NaN            NaN   1.15140        28.2405     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   14.5787        3.21978                 NaN   9.48004        43.3298                 NaN            NaN   1.15064        28.2411     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   14.5692        3.23062                 NaN   9.48449        43.3242                 NaN            NaN   1.14986        28.2416     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   14.5611        3.23955                 NaN   9.48842        43.3199                 NaN            NaN   1.14921        28.2418     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   14.5531        3.24901                 NaN   9.49290        43.3142                 NaN            NaN   1.14836        28.2424     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   14.5450        3.25874                 NaN   9.49735        43.3085                 NaN            NaN   1.14753        28.2429     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   3.27258        14.5323                 NaN   9.50171        43.3026                 NaN            NaN   1.14702        28.2437     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   14.5248        3.28195                 NaN   9.50647        43.2965                 NaN            NaN   1.14597        28.2443     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   14.5164        3.29216                 NaN   9.51125        43.2901                 NaN            NaN   1.14506        28.2450     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   14.5036        3.30832                 NaN   9.51619        43.2817                 NaN            NaN   1.14387        28.2464     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   14.4972        3.31493                 NaN   9.52867        43.2699                 NaN            NaN   1.14291        28.2463     
  1050.80        2500.00                 NaN            NaN            NaN            NaN   14.4848        3.33085                 NaN   9.52426        43.2701                 NaN            NaN   1.14216        28.2479     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   14.4545        3.36023                 NaN   9.52724        43.2677                 NaN            NaN   1.14164        28.2486     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   3.35265        14.4660                 NaN   9.53392        43.2576                 NaN            NaN   1.14055        28.2492     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   14.4584        3.36161                 NaN   9.53816        43.2523                 NaN            NaN   1.13978        28.2498     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   3.37313        14.4491                 NaN   9.54287        43.2454                 NaN            NaN   1.13882        28.2507     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   14.4412        3.38267                 NaN   9.54775        43.2392                 NaN            NaN   1.13788        28.2513     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   14.4007        3.42098                 NaN   9.54912        43.2386                 NaN            NaN   1.13870        28.2519     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   14.4417        3.38202                 NaN   9.55559        43.2323                 NaN            NaN   1.13676        28.2517     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   14.4139        3.41464                 NaN   9.56044        43.2220                 NaN            NaN   1.13557        28.2535     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   3.42097        14.4106                 NaN   9.56539        43.2143                 NaN            NaN   1.13435        28.2544     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   14.3955        3.43621                 NaN   9.56898        43.2104                 NaN            NaN   1.13398        28.2549     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   14.3961        3.43950                 NaN   9.57451        43.2015                 NaN            NaN   1.13251        28.2559     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   14.3891        3.44864                 NaN   9.57929        43.1947                 NaN            NaN   1.13149        28.2568     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   14.3730        3.46519                 NaN   9.58288        43.1903                 NaN            NaN   1.13105        28.2576     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   14.3732        3.46798                 NaN   9.58788        43.1828                 NaN            NaN   1.12984        28.2582     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   14.3693        3.47452                 NaN   9.59275        43.1756                 NaN            NaN   1.12873        28.2591     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   14.3588        3.48630                 NaN   9.59679        43.1703                 NaN            NaN   1.12804        28.2598     
