|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1532.78        500.000                 NaN   99.1213                 NaN  0.171142E-001            NaN  0.861621                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.0565                 NaN  0.244940E-001            NaN  0.919007                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   99.0253                 NaN            NaN            NaN  0.974708                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000       0.131143E-002   98.9910                 NaN            NaN            NaN   1.00770                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.16        500.000       0.677384E-002   98.4973                 NaN            NaN            NaN  0.870477       0.625449                 NaN            NaN            NaN            NaN            NaN
  1525.76        500.000       0.666695E-002   98.4132                 NaN            NaN            NaN   1.06604       0.514060                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.653121E-002   98.4377                 NaN            NaN            NaN  0.505002        1.05081                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.121683E-002   98.4303                 NaN  0.410028                 NaN   1.15847                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.933792E-003   98.4508                 NaN  0.415518                 NaN   1.13274                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.778626E-003   98.4763                 NaN  0.410347                 NaN   1.11261                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.615497E-003   98.5011                 NaN  0.404830                 NaN   1.09348                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.457677E-003   98.5273                 NaN  0.399228                 NaN   1.07301                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.331696E-003   98.5506                 NaN  0.392954                 NaN   1.05609                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.188658E-003   98.5718                 NaN  0.387423                 NaN   1.04056                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.868121E-004   98.5949                 NaN  0.380440                 NaN   1.02452                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000       0.603891E-003   98.6205                 NaN  0.372715                 NaN   1.00618                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000       0.695282E-003   98.6464                 NaN  0.363305                 NaN  0.989609                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000       0.250997E-003   98.6644                 NaN  0.360358                 NaN  0.974987                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   98.6829                 NaN  0.352416                 NaN  0.964655                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000       0.536322E-002   98.7106                 NaN  0.309765                 NaN  0.974251                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   98.7344                 NaN  0.335127                 NaN  0.930448                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   98.7439                 NaN  0.329555                 NaN  0.926555                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   98.7618                 NaN  0.321265                 NaN  0.916956                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   98.7799                 NaN  0.315854                 NaN  0.904231                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   98.7977                 NaN  0.310279                 NaN  0.892004                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   98.8137                 NaN  0.302889                 NaN  0.883455                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN   98.8329                 NaN  0.296598                 NaN  0.870513                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN   98.8477                 NaN  0.289695                 NaN  0.862621                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN   98.7731                 NaN  0.309074                 NaN  0.917854                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN   98.9702                 NaN  0.252172                 NaN  0.777588                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN   98.8944                 NaN  0.270048                 NaN  0.835525                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN   98.9115                 NaN  0.268212                 NaN  0.820329                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   98.9236                 NaN  0.258133                 NaN  0.818227                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.9381                 NaN  0.253739                 NaN  0.808135                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN   98.9542                 NaN  0.249754                 NaN  0.796058                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   98.9652                 NaN  0.241704                 NaN  0.793143                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN   98.9799                 NaN  0.236461                 NaN  0.783682                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   98.9920                 NaN  0.228808                 NaN  0.270364E-002  0.776445                 NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN   99.0009                 NaN  0.208707                 NaN  0.264830E-001  0.763865                 NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN   98.9948                 NaN  0.936885E-001            NaN  0.198648       0.712819                 NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN   99.0083                 NaN  0.859271E-001            NaN  0.204401       0.701403                 NaN            NaN            NaN            NaN            NaN
  1475.15        500.000                 NaN   99.0168                 NaN  0.774078E-001            NaN  0.212202       0.693577                 NaN            NaN            NaN            NaN            NaN
  1473.74        500.000                 NaN   99.0268                 NaN  0.706227E-001            NaN  0.217839       0.684693                 NaN            NaN            NaN            NaN            NaN
  1472.34        500.000                 NaN   99.0363                 NaN  0.629704E-001            NaN  0.224594       0.676147                 NaN            NaN            NaN            NaN            NaN
  1470.93        500.000                 NaN   99.0237                 NaN  0.577283E-001            NaN  0.683178       0.235390                 NaN            NaN            NaN            NaN            NaN
  1469.53        500.000                 NaN   99.3697                 NaN  0.322135E-001            NaN  0.440933       0.157137                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000                 NaN   98.7735                 NaN  0.540655E-001            NaN  0.851646       0.320745                 NaN            NaN            NaN            NaN            NaN
  1466.71        500.000                 NaN   99.0769                 NaN  0.351831E-001            NaN  0.247639       0.640309                 NaN            NaN            NaN            NaN            NaN
  1465.31        500.000                 NaN   98.9016                 NaN  0.395575E-001            NaN  0.295774       0.763102                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000                 NaN   99.2775                 NaN  0.189492E-001            NaN  0.204263       0.499274                 NaN            NaN            NaN            NaN            NaN
  1462.50        500.000                 NaN   99.1005                 NaN  0.201116E-001            NaN  0.620601       0.258760                 NaN            NaN            NaN            NaN            NaN
  1461.09        500.000                 NaN   99.1099                 NaN  0.142381E-001            NaN  0.612617       0.263251                 NaN            NaN            NaN            NaN            NaN
  1459.68        500.000                 NaN   98.9367                 NaN  0.585268E-001            NaN  0.267323       0.737402                 NaN            NaN            NaN            NaN            NaN
  1458.28        500.000       0.798699E-003   99.4972                 NaN            NaN            NaN  0.342831       0.159137                 NaN            NaN            NaN            NaN            NaN
  1456.87        500.000       0.171795E-002   98.9412                 NaN            NaN            NaN  0.718865       0.338172                 NaN            NaN            NaN            NaN            NaN
  1455.47        500.000       0.184627E-002   99.1450                 NaN            NaN            NaN  0.273838       0.579290                 NaN            NaN            NaN            NaN            NaN
  1454.06        500.000       0.180416E-002   99.1497                 NaN            NaN            NaN  0.271591       0.576856                 NaN            NaN            NaN            NaN            NaN
  1452.66        500.000       0.174715E-002   99.1579                 NaN            NaN            NaN  0.269439       0.570877                 NaN            NaN            NaN            NaN            NaN
  1451.25        500.000       0.168806E-002   99.1627                 NaN            NaN            NaN  0.267084       0.568533                 NaN            NaN            NaN            NaN            NaN
  1449.84        500.000       0.163152E-002   99.1759                 NaN            NaN            NaN  0.264774       0.557648                 NaN            NaN            NaN            NaN            NaN
  1448.44        500.000       0.158945E-002   99.1796                 NaN            NaN            NaN  0.262886       0.555894                 NaN            NaN            NaN            NaN            NaN
  1447.03        500.000       0.153327E-002   99.1878                 NaN            NaN            NaN  0.260844       0.549789                 NaN            NaN            NaN            NaN            NaN
  1445.63        500.000       0.147381E-002   99.1962                 NaN            NaN            NaN  0.258221       0.544118                 NaN            NaN            NaN            NaN            NaN
  1444.22        500.000       0.142369E-002   99.2032                 NaN            NaN            NaN  0.256411       0.538942                 NaN            NaN            NaN            NaN            NaN
  1442.82        500.000       0.138123E-002   99.2097                 NaN            NaN            NaN  0.534477       0.254402                 NaN            NaN            NaN            NaN            NaN
  1441.41        500.000       0.133763E-002   99.2162                 NaN            NaN            NaN  0.530036       0.252455                 NaN            NaN            NaN            NaN            NaN
  1440.00        500.000       0.127927E-002   99.2240                 NaN            NaN            NaN  0.250536       0.524222                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000       0.123302E-002   99.2302                 NaN            NaN            NaN  0.520187       0.248384                 NaN            NaN            NaN            NaN            NaN
  1437.19        500.000       0.118567E-002   99.2375                 NaN            NaN            NaN  0.515108       0.246228                 NaN            NaN            NaN            NaN            NaN
  1435.79        500.000       0.114010E-002   99.2437                 NaN            NaN            NaN  0.510413       0.244781                 NaN            NaN            NaN            NaN            NaN
  1434.38        500.000       0.109538E-002   99.2498                 NaN            NaN            NaN  0.242708       0.506443                 NaN            NaN            NaN            NaN            NaN
  1432.98        500.000       0.105012E-002   99.2559                 NaN            NaN            NaN  0.240767       0.502303                 NaN            NaN            NaN            NaN            NaN
  1431.57        500.000       0.100653E-002   99.2620                 NaN            NaN            NaN  0.498008       0.239025                 NaN            NaN            NaN            NaN            NaN
  1430.16        500.000       0.972427E-003   99.2675                 NaN            NaN            NaN  0.494071       0.237490                 NaN            NaN            NaN            NaN            NaN
  1428.76        500.000       0.928052E-003   99.2744                 NaN            NaN            NaN  0.235817       0.488822                 NaN            NaN            NaN            NaN            NaN
  1427.35        500.000       0.881662E-003   99.2817                 NaN            NaN            NaN  0.483531       0.233897                 NaN            NaN            NaN            NaN            NaN
  1425.95        500.000       0.846200E-003   99.2860                 NaN            NaN            NaN  0.480915       0.232223                 NaN            NaN            NaN            NaN            NaN
  1424.54        500.000       0.801408E-003   99.2920                 NaN            NaN            NaN  0.476753       0.230452                 NaN            NaN            NaN            NaN            NaN
  1423.14        500.000       0.770510E-003   99.2962                 NaN            NaN            NaN  0.473716       0.229339                 NaN            NaN            NaN            NaN            NaN
  1421.73        500.000       0.725449E-003   99.3015                 NaN            NaN            NaN  0.227739       0.469993                 NaN            NaN            NaN            NaN            NaN
  1420.32        500.000       0.693450E-003   99.3078                 NaN            NaN            NaN  0.465673       0.225796                 NaN            NaN            NaN            NaN            NaN
  1418.92        500.000       0.655226E-003   99.3128                 NaN            NaN            NaN  0.224235       0.462315                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000       0.612521E-003   99.3193                 NaN            NaN            NaN  0.457484       0.222619                 NaN            NaN            NaN            NaN            NaN
  1416.11        500.000       0.587783E-003   99.3215                 NaN            NaN            NaN  0.456341       0.221541                 NaN            NaN            NaN            NaN            NaN
  1414.70        500.000       0.541945E-003   99.3302                 NaN            NaN            NaN  0.219485       0.449724                 NaN            NaN            NaN            NaN            NaN
  1413.29        500.000       0.510545E-003   99.3329                 NaN            NaN            NaN  0.218630       0.447972                 NaN            NaN            NaN            NaN            NaN
  1411.89        500.000       0.475898E-003   99.3389                 NaN            NaN            NaN  0.443576       0.217004                 NaN            NaN            NaN            NaN            NaN
  1410.48        500.000       0.445456E-003   99.3430                 NaN            NaN            NaN  0.441242       0.215328                 NaN            NaN            NaN            NaN            NaN
  1409.08        500.000       0.412286E-003   99.3475                 NaN            NaN  0.424164E-005  0.438220       0.213897                 NaN            NaN            NaN            NaN            NaN
  1407.67        500.000       0.378467E-003   99.3521                 NaN            NaN            NaN  0.212646       0.434864                 NaN            NaN            NaN            NaN            NaN
  1406.27        500.000       0.348754E-003   99.3571                 NaN            NaN            NaN  0.431324       0.211253                 NaN            NaN            NaN            NaN            NaN
  1404.86        500.000       0.308517E-003   99.3586                 NaN            NaN            NaN  0.210498       0.430606                 NaN            NaN            NaN            NaN            NaN
  1403.45        500.000       0.281815E-003   99.3682                 NaN            NaN            NaN  0.208007       0.423469                 NaN            NaN            NaN            NaN            NaN
  1402.05        500.000       0.259543E-003   99.3698                 NaN            NaN            NaN  0.422521       0.207461                 NaN            NaN            NaN            NaN            NaN
  1400.64        500.000       0.221821E-003   99.3747                 NaN            NaN            NaN  0.205859       0.419178                 NaN            NaN            NaN            NaN            NaN
  1399.24        500.000       0.192779E-003   99.3786                 NaN            NaN            NaN  0.204642       0.416592                 NaN            NaN            NaN            NaN            NaN
  1397.83        500.000       0.317047E-003   99.2226                 NaN            NaN            NaN  0.269836       0.425444                 NaN  0.817703E-001            NaN            NaN            NaN
  1396.43        500.000                 NaN   98.4055                 NaN            NaN            NaN  0.608376       0.479644                 NaN  0.506462                 NaN            NaN            NaN
  1395.02        500.000                 NaN   98.4279                 NaN            NaN            NaN  0.472990       0.599810                 NaN  0.499339                 NaN            NaN            NaN
  1393.61        500.000                 NaN   98.4510                 NaN            NaN            NaN  0.591440       0.465805                 NaN  0.491706                 NaN            NaN            NaN
  1392.21        500.000                 NaN   98.4740                 NaN            NaN            NaN  0.458933       0.582681                 NaN  0.484431                 NaN            NaN            NaN
  1390.80        500.000                 NaN   98.4967                 NaN            NaN            NaN  0.573825       0.452400                 NaN  0.477057                 NaN            NaN            NaN
  1389.40        500.000                 NaN   98.5117                 NaN            NaN            NaN  0.567737       0.448801                 NaN  0.471788                 NaN            NaN            NaN
  1387.99        500.000                 NaN   98.5442                 NaN            NaN            NaN  0.438418       0.556091                 NaN  0.461294                 NaN            NaN            NaN
  1386.59        500.000                 NaN   98.5600                 NaN            NaN            NaN  0.433508       0.550037                 NaN  0.456501                 NaN            NaN            NaN
  1385.18        500.000                 NaN   98.5805                 NaN            NaN            NaN  0.427042       0.542753                 NaN  0.449689                 NaN            NaN            NaN
  1383.77        500.000                 NaN   98.5985                 NaN            NaN            NaN  0.421777       0.535996                 NaN  0.443691                 NaN            NaN            NaN
  1382.37        500.000                 NaN   98.6168                 NaN            NaN            NaN  0.529160       0.416212                 NaN  0.437792                 NaN            NaN            NaN
  1380.96        500.000                 NaN   98.6358                 NaN            NaN            NaN  0.409778       0.522925                 NaN  0.431502                 NaN            NaN            NaN
  1379.56        500.000                 NaN   98.6554                 NaN            NaN            NaN  0.515502       0.404029                 NaN  0.425054                 NaN            NaN            NaN
  1378.15        500.000                 NaN   98.6719                 NaN            NaN            NaN  0.399062       0.509356                 NaN  0.419662                 NaN            NaN            NaN
  1376.74        500.000                 NaN   98.6886                 NaN            NaN            NaN  0.503206       0.394019                 NaN  0.414144                 NaN            NaN            NaN
  1375.34        500.000                 NaN   98.7048                 NaN            NaN            NaN  0.497188       0.389181                 NaN  0.408846                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.7205                 NaN            NaN            NaN  0.384186       0.491675                 NaN  0.403637                 NaN            NaN            NaN
  1372.53        500.000                 NaN   98.7375                 NaN            NaN            NaN  0.485972       0.378508                 NaN  0.398003                 NaN            NaN            NaN
  1371.12        500.000                 NaN   98.7507                 NaN            NaN            NaN  0.373985       0.481769                 NaN  0.393560                 NaN            NaN            NaN
  1369.72        500.000                 NaN   98.7679                 NaN            NaN            NaN  0.474944       0.369335                 NaN  0.387778                 NaN            NaN            NaN
  1368.31        500.000                 NaN   98.7817                 NaN            NaN            NaN  0.470109       0.364904                 NaN  0.383274                 NaN            NaN            NaN
  1366.90        500.000                 NaN   98.7956                 NaN            NaN            NaN  0.465521       0.360261                 NaN  0.378613                 NaN            NaN            NaN
  1365.50        500.000                 NaN   98.8093                 NaN            NaN            NaN  0.460781       0.355843                 NaN  0.374112                 NaN            NaN            NaN
  1364.09        500.000                 NaN   98.8233                 NaN            NaN            NaN  0.455761       0.351602                 NaN  0.369370                 NaN            NaN            NaN
  1362.69        500.000                 NaN   98.8369                 NaN            NaN            NaN  0.347333       0.451018                 NaN  0.364707                 NaN            NaN            NaN
  1361.28        500.000                 NaN   98.8492                 NaN            NaN            NaN  0.343357       0.446820                 NaN  0.360607                 NaN            NaN            NaN
  1359.88        500.000                 NaN   98.8607                 NaN            NaN            NaN  0.339293       0.443348                 NaN  0.356617                 NaN            NaN            NaN
  1358.47        500.000                 NaN   98.8750                 NaN            NaN            NaN  0.438230       0.334692                 NaN  0.352123                 NaN            NaN            NaN
  1357.06        500.000                 NaN   98.8859                 NaN            NaN            NaN  0.331334       0.434639                 NaN  0.348178                 NaN            NaN            NaN
  1355.66        500.000                 NaN   98.8970                 NaN            NaN            NaN  0.327587       0.431041                 NaN  0.344403                 NaN            NaN            NaN
  1354.25        500.000                 NaN   98.9082                 NaN            NaN            NaN  0.427246       0.323974                 NaN  0.340615                 NaN            NaN            NaN
  1352.85        500.000                 NaN   98.9193                 NaN            NaN            NaN  0.320001       0.424009                 NaN  0.336681                 NaN            NaN            NaN
  1351.44        500.000                 NaN   98.9243                 NaN            NaN            NaN  0.318712       0.422168                 NaN  0.334800                 NaN            NaN            NaN
  1350.04        500.000                 NaN   98.9448                 NaN            NaN            NaN  0.311642       0.415578                 NaN  0.327965                 NaN            NaN            NaN
  1348.63        500.000                 NaN   98.9507                 NaN            NaN            NaN  0.309900       0.413426                 NaN  0.325936                 NaN            NaN            NaN
  1347.22        500.000                 NaN   98.9621                 NaN            NaN            NaN  0.305568       0.410063                 NaN  0.322308                 NaN            NaN            NaN
  1345.82        500.000                 NaN   98.9709                 NaN            NaN            NaN  0.302632       0.407468                 NaN  0.319012                 NaN            NaN            NaN
  1344.41        500.000                 NaN   98.9789                 NaN            NaN            NaN  0.299789       0.405082                 NaN  0.316236                 NaN            NaN            NaN
  1343.01        500.000                 NaN   98.9899                 NaN            NaN            NaN  0.401396       0.296250                 NaN  0.312411                 NaN            NaN            NaN
  1341.60        500.000                 NaN   99.0027                 NaN            NaN  0.576066E-001  0.336464       0.283584                 NaN  0.319640                 NaN            NaN            NaN
  1340.19        500.000                 NaN   99.0189                 NaN            NaN  0.198509       0.492860E-002  0.435300                 NaN  0.342364                 NaN            NaN            NaN
  1338.79        500.000                 NaN   99.0195                 NaN            NaN  0.175454       0.601900E-001  0.407376                 NaN  0.337526                 NaN            NaN            NaN
  1337.38        500.000                 NaN   99.0425                 NaN            NaN  0.195949       0.427797                 NaN            NaN  0.333722                 NaN            NaN            NaN
  1335.98        500.000                 NaN   99.0512                 NaN            NaN  0.192651       0.425952                 NaN            NaN  0.330181                 NaN            NaN            NaN
  1334.57        500.000                 NaN   99.0631                 NaN            NaN  0.193004       0.417587                 NaN            NaN  0.326329                 NaN            NaN            NaN
  1333.17        500.000                 NaN   99.0737                 NaN            NaN  0.187850       0.416731                 NaN            NaN  0.321737                 NaN            NaN            NaN
  1331.76        500.000                 NaN   99.0831                 NaN            NaN  0.186969       0.411535                 NaN            NaN  0.318430                 NaN            NaN            NaN
  1330.35        500.000                 NaN   99.0942                 NaN            NaN  0.184089       0.407892                 NaN            NaN  0.313846                 NaN            NaN            NaN
  1328.95        500.000                 NaN   99.1003                 NaN            NaN  0.185059       0.402464                 NaN            NaN  0.312164                 NaN            NaN            NaN
  1327.54        500.000                 NaN   99.1133                 NaN            NaN  0.178073       0.402703                 NaN            NaN  0.305894                 NaN            NaN            NaN
  1326.14        500.000                 NaN   1.26648        97.6093                 NaN  0.260498       0.464067                 NaN            NaN  0.399633                 NaN            NaN            NaN
  1324.73        500.000                 NaN   4.98476        93.4611                 NaN  0.413037       0.572027                 NaN            NaN  0.569064                 NaN            NaN            NaN
  1323.33        500.000                 NaN   8.44979        90.1108                 NaN  0.383315       0.530648                 NaN            NaN  0.525486                 NaN            NaN            NaN
  1321.92        500.000                 NaN   11.3052        87.4417                 NaN  0.331713       0.466719                 NaN            NaN  0.454646                 NaN            NaN            NaN
  1320.51        500.000                 NaN   13.9719        84.8528                 NaN  0.310488       0.439744                 NaN            NaN  0.425153                 NaN            NaN            NaN
  1319.11        500.000                 NaN   16.3924        82.5180                 NaN  0.286650       0.410553                 NaN            NaN  0.392480                 NaN            NaN            NaN
  1317.70        500.000                 NaN   18.4940        80.5123                 NaN  0.258760       0.378961                 NaN            NaN  0.355905                 NaN            NaN            NaN
  1316.30        500.000                 NaN   20.4136        78.6540                 NaN  0.241394       0.358283                 NaN            NaN  0.332736                 NaN            NaN            NaN
  1314.89        500.000                 NaN   22.1391        76.9890                 NaN  0.223866       0.338328                 NaN            NaN  0.309780                 NaN            NaN            NaN
  1313.49        500.000                 NaN   23.6832        75.4988                 NaN  0.208115       0.320575                 NaN            NaN  0.289283                 NaN            NaN            NaN
  1312.08        500.000                 NaN   25.0638        74.1656                 NaN  0.194187       0.305086                 NaN            NaN  0.271351                 NaN            NaN            NaN
  1310.67        500.000                 NaN   26.2972        72.9735                 NaN  0.182056       0.291531                 NaN            NaN  0.255675                 NaN            NaN            NaN
  1309.27        500.000                 NaN   27.4083        71.8959                 NaN  0.171596       0.281433                 NaN            NaN  0.242751                 NaN            NaN            NaN
  1307.86        500.000                 NaN   28.3664        70.9743                 NaN  0.160227       0.270504                 NaN            NaN  0.228646                 NaN            NaN            NaN
  1306.46        500.000                 NaN   29.2243        70.1425                 NaN  0.152382       0.261956                 NaN            NaN  0.218794                 NaN            NaN            NaN
  1305.05        500.000                 NaN   29.9700        69.4221                 NaN  0.144229       0.254716                 NaN            NaN  0.208898                 NaN            NaN            NaN
  1303.65        500.000                 NaN   30.6163        68.7981                 NaN  0.137314       0.247909                 NaN            NaN  0.200414                 NaN            NaN            NaN
  1302.24        500.000                 NaN   31.1682        68.2653                 NaN  0.130925       0.242591                 NaN            NaN  0.192922                 NaN            NaN            NaN
  1300.83        500.000                 NaN   31.6253        67.8259                 NaN  0.124786       0.238084                 NaN            NaN  0.185965                 NaN            NaN            NaN
  1299.43        500.000                 NaN   31.9965        67.4691                 NaN  0.119608       0.234600                 NaN            NaN  0.180132                 NaN            NaN            NaN
  1298.02        500.000                 NaN   99.4789                 NaN            NaN  0.114868       0.231365                 NaN            NaN  0.174889                 NaN            NaN            NaN
  1296.62        500.000                 NaN   99.4797                 NaN            NaN  0.110458       0.232580                 NaN            NaN  0.173515       0.375893E-002            NaN            NaN
  1295.21        500.000                 NaN   99.4402                 NaN            NaN  0.988231E-001  0.255809                 NaN            NaN  0.180665       0.245487E-001            NaN            NaN
  1293.80        500.000                 NaN   99.4476                 NaN            NaN  0.958447E-001  0.254096                 NaN            NaN  0.177941       0.244917E-001            NaN            NaN
  1292.40        500.000                 NaN   99.4546                 NaN            NaN  0.924681E-001  0.253368                 NaN            NaN  0.174998       0.245376E-001            NaN            NaN
  1290.99        500.000                 NaN   99.4594                 NaN            NaN  0.893428E-001  0.253770                 NaN            NaN  0.172759       0.247014E-001            NaN            NaN
  1289.59        500.000                 NaN   99.4626                 NaN            NaN  0.860421E-001  0.255613                 NaN            NaN  0.170783       0.249332E-001            NaN            NaN
  1288.18        500.000                 NaN   99.4630                 NaN            NaN  0.836990E-001  0.257967                 NaN            NaN  0.170023       0.252856E-001            NaN            NaN
  1286.78        500.000                 NaN   99.4604                 NaN            NaN  0.816240E-001  0.261991                 NaN            NaN  0.170166       0.258318E-001            NaN            NaN
  1285.37        500.000                 NaN   99.4569                 NaN            NaN  0.795899E-001  0.266458                 NaN            NaN  0.170639       0.263702E-001            NaN            NaN
  1283.96        500.000                 NaN   99.4517                 NaN            NaN  0.770134E-001  0.272829                 NaN            NaN  0.171311       0.271924E-001            NaN            NaN
  1282.56        500.000                 NaN   99.4390                 NaN            NaN  0.888085E-001  0.266029                 NaN            NaN  0.179417       0.267123E-001            NaN            NaN
  1281.15        500.000                 NaN   99.4405                 NaN            NaN  0.607584E-001  0.299325                 NaN            NaN  0.169046       0.303278E-001            NaN            NaN
  1279.75        500.000                 NaN   99.4233                 NaN            NaN  0.737455E-001  0.293882                 NaN            NaN  0.179241       0.298671E-001            NaN            NaN
  1278.34        500.000                 NaN   99.4020                 NaN            NaN  0.682694E-001  0.314927                 NaN            NaN  0.182826       0.320166E-001            NaN            NaN
  1276.94        500.000                 NaN   99.3845                 NaN            NaN  0.683252E-001  0.325376                 NaN            NaN  0.188504       0.332867E-001            NaN            NaN
  1275.53        500.000                 NaN   99.3594                 NaN            NaN  0.662324E-001  0.343865                 NaN            NaN  0.195259       0.352735E-001            NaN            NaN
