|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1532.78        500.000                 NaN   99.0012                 NaN  0.195489E-001            NaN  0.979300                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   98.9274                 NaN  0.279806E-001            NaN   1.04461                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   98.8917                 NaN            NaN            NaN   1.10827                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000       0.210647E-002   98.8517                 NaN            NaN            NaN   1.14621                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.16        500.000       0.108712E-001   98.2920                 NaN            NaN            NaN  0.985888       0.711260                 NaN            NaN            NaN            NaN            NaN
  1525.76        500.000       0.106969E-001   98.1969                 NaN            NaN            NaN   1.20763       0.584766                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.104778E-001   98.2240                 NaN            NaN            NaN  0.574742        1.19081                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.195183E-002   98.2155                 NaN  0.469270                 NaN   1.31324                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.149760E-002   98.2382                 NaN  0.475793                 NaN   1.28449                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.124866E-002   98.2665                 NaN  0.470125                 NaN   1.26210                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.986919E-003   98.2941                 NaN  0.464062                 NaN   1.24081                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.733762E-003   98.3233                 NaN  0.457885                 NaN   1.21804                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.531746E-003   98.3492                 NaN  0.450953                 NaN   1.19929                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.302421E-003   98.3727                 NaN  0.444854                 NaN   1.18210                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.139154E-003   98.3983                 NaN  0.437119                 NaN   1.16440                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000       0.967492E-003   98.4269                 NaN  0.428396                 NaN   1.14375                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000       0.111401E-002   98.4556                 NaN  0.417848                 NaN   1.12547                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000       0.402083E-003   98.4757                 NaN  0.414687                 NaN   1.10922                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   98.4962                 NaN  0.405779                 NaN   1.09800                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000       0.859097E-002   98.5253                 NaN  0.356904                 NaN   1.10916                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   98.5538                 NaN  0.386317                 NaN   1.05990                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   98.5640                 NaN  0.380112                 NaN   1.05592                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   98.5839                 NaN  0.370761                 NaN   1.04538                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   98.6039                 NaN  0.364729                 NaN   1.03133                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   98.6238                 NaN  0.358471                 NaN   1.01778                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   98.6412                 NaN  0.350197                 NaN   1.00856                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN   98.6629                 NaN  0.343052                 NaN  0.994070                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN   98.6792                 NaN  0.335273                 NaN  0.985544                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN   98.5932                 NaN  0.357880                 NaN   1.04890                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN   98.8183                 NaN  0.292261                 NaN  0.889427                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN   98.7312                 NaN  0.313040                 NaN  0.955789                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN   98.7501                 NaN  0.311135                 NaN  0.938784                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   98.7634                 NaN  0.299627                 NaN  0.936992                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.7795                 NaN  0.294688                 NaN  0.925831                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN   98.7975                 NaN  0.290241                 NaN  0.912284                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   98.8095                 NaN  0.281041                 NaN  0.909457                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN   98.8260                 NaN  0.275132                 NaN  0.898904                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   98.8394                 NaN  0.266364                 NaN  0.313003E-002  0.891067                 NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN   98.8492                 NaN  0.243111                 NaN  0.306763E-001  0.877054                 NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN   98.8417                 NaN  0.109206                 NaN  0.230252       0.818851                 NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN   98.8566                 NaN  0.100221                 NaN  0.237060       0.806088                 NaN            NaN            NaN            NaN            NaN
  1475.15        500.000                 NaN   98.8659                 NaN  0.903448E-001            NaN  0.246257       0.797494                 NaN            NaN            NaN            NaN            NaN
  1473.74        500.000                 NaN   98.8769                 NaN  0.824757E-001            NaN  0.252960       0.787638                 NaN            NaN            NaN            NaN            NaN
  1472.34        500.000                 NaN   98.8872                 NaN  0.735831E-001            NaN  0.260962       0.778213                 NaN            NaN            NaN            NaN            NaN
  1470.93        500.000                 NaN   98.8723                 NaN  0.674987E-001            NaN  0.786587       0.273662                 NaN            NaN            NaN            NaN            NaN
  1469.53        500.000                 NaN   99.2711                 NaN  0.377142E-001            NaN  0.508257       0.182914                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000                 NaN   98.5824                 NaN  0.632743E-001            NaN  0.981130       0.373215                 NaN            NaN            NaN            NaN            NaN
  1466.71        500.000                 NaN   98.9319                 NaN  0.412231E-001            NaN  0.288484       0.738369                 NaN            NaN            NaN            NaN            NaN
  1465.31        500.000                 NaN   98.7289                 NaN  0.463568E-001            NaN  0.344633       0.880121                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000                 NaN   99.1629                 NaN  0.222390E-001            NaN  0.238337       0.576475                 NaN            NaN            NaN            NaN            NaN
  1462.50        500.000                 NaN   98.9577                 NaN  0.236112E-001            NaN  0.716698       0.302024                 NaN            NaN            NaN            NaN            NaN
  1461.09        500.000                 NaN   98.9679                 NaN  0.167277E-001            NaN  0.707863       0.307482                 NaN            NaN            NaN            NaN            NaN
  1459.68        500.000                 NaN   98.7666                 NaN  0.687900E-001            NaN  0.312389       0.852247                 NaN            NaN            NaN            NaN            NaN
  1458.28        500.000       0.127235E-002   99.4157                 NaN            NaN            NaN  0.396766       0.186233                 NaN            NaN            NaN            NaN            NaN
  1456.87        500.000       0.273249E-002   98.7699                 NaN            NaN            NaN  0.831633       0.395693                 NaN            NaN            NaN            NaN            NaN
  1455.47        500.000       0.293621E-002   99.0057                 NaN            NaN            NaN  0.320668       0.670660                 NaN            NaN            NaN            NaN            NaN
  1454.06        500.000       0.286945E-002   99.0105                 NaN            NaN            NaN  0.318304       0.668285                 NaN            NaN            NaN            NaN            NaN
  1452.66        500.000       0.277796E-002   99.0196                 NaN            NaN            NaN  0.315976       0.661664                 NaN            NaN            NaN            NaN            NaN
  1451.25        500.000       0.268353E-002   99.0245                 NaN            NaN            NaN  0.313460       0.659356                 NaN            NaN            NaN            NaN            NaN
  1449.84        500.000       0.259339E-002   99.0394                 NaN            NaN            NaN  0.310955       0.647046                 NaN            NaN            NaN            NaN            NaN
  1448.44        500.000       0.252572E-002   99.0431                 NaN            NaN            NaN  0.308973       0.645395                 NaN            NaN            NaN            NaN            NaN
  1447.03        500.000       0.243620E-002   99.0522                 NaN            NaN            NaN  0.306774       0.638624                 NaN            NaN            NaN            NaN            NaN
  1445.63        500.000       0.234121E-002   99.0614                 NaN            NaN            NaN  0.303885       0.632352                 NaN            NaN            NaN            NaN            NaN
  1444.22        500.000       0.226116E-002   99.0690                 NaN            NaN            NaN  0.301988       0.626707                 NaN            NaN            NaN            NaN            NaN
  1442.82        500.000       0.219328E-002   99.0761                 NaN            NaN            NaN  0.621894       0.299844                 NaN            NaN            NaN            NaN            NaN
  1441.41        500.000       0.212354E-002   99.0831                 NaN            NaN            NaN  0.617050       0.297764                 NaN            NaN            NaN            NaN            NaN
  1440.00        500.000       0.203042E-002   99.0917                 NaN            NaN            NaN  0.295695       0.610582                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000       0.195660E-002   99.0984                 NaN            NaN            NaN  0.606256       0.293366                 NaN            NaN            NaN            NaN            NaN
  1437.19        500.000       0.188110E-002   99.1064                 NaN            NaN            NaN  0.600655       0.291028                 NaN            NaN            NaN            NaN            NaN
  1435.79        500.000       0.180866E-002   99.1131                 NaN            NaN            NaN  0.595501       0.289544                 NaN            NaN            NaN            NaN            NaN
  1434.38        500.000       0.173712E-002   99.1197                 NaN            NaN            NaN  0.287301       0.591222                 NaN            NaN            NaN            NaN            NaN
  1432.98        500.000       0.166513E-002   99.1263                 NaN            NaN            NaN  0.285221       0.586770                 NaN            NaN            NaN            NaN            NaN
  1431.57        500.000       0.159574E-002   99.1330                 NaN            NaN            NaN  0.582074       0.283373                 NaN            NaN            NaN            NaN            NaN
  1430.16        500.000       0.154111E-002   99.1389                 NaN            NaN            NaN  0.577800       0.281712                 NaN            NaN            NaN            NaN            NaN
  1428.76        500.000       0.147077E-002   99.1466                 NaN            NaN            NaN  0.279979       0.571992                 NaN            NaN            NaN            NaN            NaN
  1427.35        500.000       0.139699E-002   99.1546                 NaN            NaN            NaN  0.566115       0.277901                 NaN            NaN            NaN            NaN            NaN
  1425.95        500.000       0.134033E-002   99.1591                 NaN            NaN            NaN  0.563392       0.276118                 NaN            NaN            NaN            NaN            NaN
  1424.54        500.000       0.126932E-002   99.1656                 NaN            NaN            NaN  0.558870       0.274230                 NaN            NaN            NaN            NaN            NaN
  1423.14        500.000       0.122007E-002   99.1700                 NaN            NaN            NaN  0.555659       0.273128                 NaN            NaN            NaN            NaN            NaN
  1421.73        500.000       0.114863E-002   99.1758                 NaN            NaN            NaN  0.271434       0.551626                 NaN            NaN            NaN            NaN            NaN
  1420.32        500.000       0.109784E-002   99.1827                 NaN            NaN            NaN  0.546907       0.269330                 NaN            NaN            NaN            NaN            NaN
  1418.92        500.000       0.103717E-002   99.1880                 NaN            NaN            NaN  0.267676       0.543298                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000       0.969184E-003   99.1952                 NaN            NaN            NaN  0.537920       0.265937                 NaN            NaN            NaN            NaN            NaN
  1416.11        500.000       0.930053E-003   99.1972                 NaN            NaN            NaN  0.536947       0.264875                 NaN            NaN            NaN            NaN            NaN
  1414.70        500.000       0.857094E-003   99.2071                 NaN            NaN            NaN  0.262592       0.529434                 NaN            NaN            NaN            NaN            NaN
  1413.29        500.000       0.807317E-003   99.2097                 NaN            NaN            NaN  0.261786       0.527708                 NaN            NaN            NaN            NaN            NaN
  1411.89        500.000       0.752410E-003   99.2163                 NaN            NaN            NaN  0.522868       0.260049                 NaN            NaN            NaN            NaN            NaN
  1410.48        500.000       0.704176E-003   99.2206                 NaN            NaN            NaN  0.520473       0.258249                 NaN            NaN            NaN            NaN            NaN
  1409.08        500.000       0.651558E-003   99.2254                 NaN            NaN  0.554745E-005  0.517238       0.256736                 NaN            NaN            NaN            NaN            NaN
  1407.67        500.000       0.598089E-003   99.2304                 NaN            NaN            NaN  0.255442       0.513606                 NaN            NaN            NaN            NaN            NaN
  1406.27        500.000       0.550942E-003   99.2357                 NaN            NaN            NaN  0.509744       0.253967                 NaN            NaN            NaN            NaN            NaN
  1404.86        500.000       0.487319E-003   99.2370                 NaN            NaN            NaN  0.253269       0.509259                 NaN            NaN            NaN            NaN            NaN
  1403.45        500.000       0.444994E-003   99.2480                 NaN            NaN            NaN  0.250472       0.501131                 NaN            NaN            NaN            NaN            NaN
  1402.05        500.000       0.409765E-003   99.2493                 NaN            NaN            NaN  0.500323       0.250016                 NaN            NaN            NaN            NaN            NaN
  1400.64        500.000       0.350158E-003   99.2547                 NaN            NaN            NaN  0.248287       0.496697                 NaN            NaN            NaN            NaN            NaN
  1399.24        500.000       0.304254E-003   99.2587                 NaN            NaN            NaN  0.247028       0.493971                 NaN            NaN            NaN            NaN            NaN
  1397.83        500.000       0.500299E-003   99.0900                 NaN            NaN            NaN  0.325988       0.504794                 NaN  0.786783E-001            NaN            NaN            NaN
  1396.43        500.000                 NaN   98.2083                 NaN            NaN            NaN  0.735285       0.569254                 NaN  0.487169                 NaN            NaN            NaN
  1395.02        500.000                 NaN   98.2317                 NaN            NaN            NaN  0.561952       0.725810                 NaN  0.480509                 NaN            NaN            NaN
  1393.61        500.000                 NaN   98.2561                 NaN            NaN            NaN  0.716549       0.553981                 NaN  0.473358                 NaN            NaN            NaN
  1392.21        500.000                 NaN   98.2802                 NaN            NaN            NaN  0.546416       0.706792                 NaN  0.466550                 NaN            NaN            NaN
  1390.80        500.000                 NaN   98.3044                 NaN            NaN            NaN  0.696846       0.539104                 NaN  0.459644                 NaN            NaN            NaN
  1389.40        500.000                 NaN   98.3194                 NaN            NaN            NaN  0.690348       0.535469                 NaN  0.454761                 NaN            NaN            NaN
  1387.99        500.000                 NaN   98.3545                 NaN            NaN            NaN  0.523641       0.676968                 NaN  0.444848                 NaN            NaN            NaN
  1386.59        500.000                 NaN   98.3709                 NaN            NaN            NaN  0.518314       0.670367                 NaN  0.440421                 NaN            NaN            NaN
  1385.18        500.000                 NaN   98.3925                 NaN            NaN            NaN  0.511140       0.662302                 NaN  0.434047                 NaN            NaN            NaN
  1383.77        500.000                 NaN   98.4113                 NaN            NaN            NaN  0.505396       0.654873                 NaN  0.428454                 NaN            NaN            NaN
  1382.37        500.000                 NaN   98.4305                 NaN            NaN            NaN  0.647276       0.499309                 NaN  0.422958                 NaN            NaN            NaN
  1380.96        500.000                 NaN   98.4503                 NaN            NaN            NaN  0.492077       0.640521                 NaN  0.417079                 NaN            NaN            NaN
  1379.56        500.000                 NaN   98.4711                 NaN            NaN            NaN  0.632156       0.485741                 NaN  0.411048                 NaN            NaN            NaN
  1378.15        500.000                 NaN   98.4883                 NaN            NaN            NaN  0.480304       0.625371                 NaN  0.406032                 NaN            NaN            NaN
  1376.74        500.000                 NaN   98.5057                 NaN            NaN            NaN  0.618591       0.474780                 NaN  0.400894                 NaN            NaN            NaN
  1375.34        500.000                 NaN   98.5226                 NaN            NaN            NaN  0.611956       0.469487                 NaN  0.395966                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.5389                 NaN            NaN            NaN  0.464007       0.605940                 NaN  0.391121                 NaN            NaN            NaN
  1372.53        500.000                 NaN   98.5569                 NaN            NaN            NaN  0.599619       0.457642                 NaN  0.385863                 NaN            NaN            NaN
  1371.12        500.000                 NaN   98.5703                 NaN            NaN            NaN  0.452722       0.595232                 NaN  0.381756                 NaN            NaN            NaN
  1369.72        500.000                 NaN   98.5886                 NaN            NaN            NaN  0.587494       0.447593                 NaN  0.376349                 NaN            NaN            NaN
  1368.31        500.000                 NaN   98.6028                 NaN            NaN            NaN  0.582245       0.442742                 NaN  0.372179                 NaN            NaN            NaN
  1366.90        500.000                 NaN   98.6172                 NaN            NaN            NaN  0.577317       0.437603                 NaN  0.367854                 NaN            NaN            NaN
  1365.50        500.000                 NaN   98.6315                 NaN            NaN            NaN  0.572138       0.432727                 NaN  0.363682                 NaN            NaN            NaN
  1364.09        500.000                 NaN   98.6460                 NaN            NaN            NaN  0.566631       0.428141                 NaN  0.359274                 NaN            NaN            NaN
  1362.69        500.000                 NaN   98.6602                 NaN            NaN            NaN  0.423421       0.561416                 NaN  0.354940                 NaN            NaN            NaN
  1361.28        500.000                 NaN   98.6728                 NaN            NaN            NaN  0.419092       0.556913                 NaN  0.351151                 NaN            NaN            NaN
  1359.88        500.000                 NaN   98.6845                 NaN            NaN            NaN  0.414664       0.553327                 NaN  0.347467                 NaN            NaN            NaN
  1358.47        500.000                 NaN   98.6996                 NaN            NaN            NaN  0.547578       0.409496                 NaN  0.343291                 NaN            NaN            NaN
  1357.06        500.000                 NaN   98.7106                 NaN            NaN            NaN  0.405909       0.543824                 NaN  0.339645                 NaN            NaN            NaN
  1355.66        500.000                 NaN   98.7220                 NaN            NaN            NaN  0.401820       0.540023                 NaN  0.336164                 NaN            NaN            NaN
  1354.25        500.000                 NaN   98.7335                 NaN            NaN            NaN  0.535951       0.397876                 NaN  0.332670                 NaN            NaN            NaN
  1352.85        500.000                 NaN   98.7449                 NaN            NaN            NaN  0.393498       0.532596                 NaN  0.329029                 NaN            NaN            NaN
  1351.44        500.000                 NaN   98.7492                 NaN            NaN            NaN  0.392413       0.530984                 NaN  0.327393                 NaN            NaN            NaN
  1350.04        500.000                 NaN   98.7716                 NaN            NaN            NaN  0.384182       0.523352                 NaN  0.320914                 NaN            NaN            NaN
  1348.63        500.000                 NaN   98.7771                 NaN            NaN            NaN  0.382509       0.521305                 NaN  0.319129                 NaN            NaN            NaN
  1347.22        500.000                 NaN   98.7889                 NaN            NaN            NaN  0.377609       0.517705                 NaN  0.315780                 NaN            NaN            NaN
  1345.82        500.000                 NaN   98.7976                 NaN            NaN            NaN  0.374496       0.515144                 NaN  0.312751                 NaN            NaN            NaN
  1344.41        500.000                 NaN   98.8055                 NaN            NaN            NaN  0.371471       0.512816                 NaN  0.310231                 NaN            NaN            NaN
  1343.01        500.000                 NaN   98.8170                 NaN            NaN            NaN  0.508778       0.367554                 NaN  0.306683                 NaN            NaN            NaN
  1341.60        500.000                 NaN   98.8259                 NaN            NaN  0.821104E-001  0.417994       0.359951                 NaN  0.314004                 NaN            NaN            NaN
  1340.19        500.000                 NaN   98.8320                 NaN            NaN  0.283522       0.626497E-002  0.541543                 NaN  0.336627                 NaN            NaN            NaN
  1338.79        500.000                 NaN   98.8325                 NaN            NaN  0.251065       0.766179E-001  0.507595                 NaN  0.332193                 NaN            NaN            NaN
  1337.38        500.000                 NaN   98.8564                 NaN            NaN  0.281092       0.533771                 NaN            NaN  0.328782                 NaN            NaN            NaN
  1335.98        500.000                 NaN   98.8651                 NaN            NaN  0.276960       0.532352                 NaN            NaN  0.325622                 NaN            NaN            NaN
  1334.57        500.000                 NaN   98.8773                 NaN            NaN  0.278034       0.522504                 NaN            NaN  0.322152                 NaN            NaN            NaN
  1333.17        500.000                 NaN   98.8885                 NaN            NaN  0.271170       0.522386                 NaN            NaN  0.317944                 NaN            NaN            NaN
  1331.76        500.000                 NaN   98.8979                 NaN            NaN  0.270499       0.516602                 NaN            NaN  0.314998                 NaN            NaN            NaN
  1330.35        500.000                 NaN   98.9095                 NaN            NaN  0.266895       0.512787                 NaN            NaN  0.310784                 NaN            NaN            NaN
  1328.95        500.000                 NaN   98.9149                 NaN            NaN  0.268963       0.506672                 NaN            NaN  0.309437                 NaN            NaN            NaN
  1327.54        500.000                 NaN   98.9293                 NaN            NaN  0.259254       0.507945                 NaN            NaN  0.303540                 NaN            NaN            NaN
  1326.14        500.000                 NaN   1.20107        97.4360                 NaN  0.380128       0.585916                 NaN            NaN  0.396902                 NaN            NaN            NaN
  1324.73        500.000                 NaN   4.73279        93.3738                 NaN  0.604590       0.722993                 NaN            NaN  0.565812                 NaN            NaN            NaN
  1323.33        500.000                 NaN   8.04099        90.1996                 NaN  0.563371       0.672417                 NaN            NaN  0.523659                 NaN            NaN            NaN
  1321.92        500.000                 NaN   10.7822        87.6817                 NaN  0.489361       0.592707                 NaN            NaN  0.454058                 NaN            NaN            NaN
  1320.51        500.000                 NaN   13.3508        85.2044                 NaN  0.459709       0.559699                 NaN            NaN  0.425395                 NaN            NaN            NaN
  1319.11        500.000                 NaN   15.6922        82.9646                 NaN  0.426020       0.523772                 NaN            NaN  0.393406                 NaN            NaN            NaN
  1317.70        500.000                 NaN   17.7347        81.0378                 NaN  0.385716       0.484465                 NaN            NaN  0.357350                 NaN            NaN            NaN
  1316.30        500.000                 NaN   19.6063        79.2393                 NaN  0.360942       0.458929                 NaN            NaN  0.334602                 NaN            NaN            NaN
  1314.89        500.000                 NaN   21.2953        77.6228                 NaN  0.335693       0.434217                 NaN            NaN  0.311973                 NaN            NaN            NaN
  1313.49        500.000                 NaN   22.8128        76.1703                 NaN  0.312931       0.412178                 NaN            NaN  0.291734                 NaN            NaN            NaN
  1312.08        500.000                 NaN   24.1749        74.8654                 NaN  0.292720       0.392921                 NaN            NaN  0.274007                 NaN            NaN            NaN
  1310.67        500.000                 NaN   25.3968        73.6935                 NaN  0.275120       0.376125                 NaN            NaN  0.258496                 NaN            NaN            NaN
  1309.27        500.000                 NaN   26.5016        72.6290                 NaN  0.259947       0.363645                 NaN            NaN  0.245718                 NaN            NaN            NaN
  1307.86        500.000                 NaN   27.4599        71.7150                 NaN  0.243275       0.350129                 NaN            NaN  0.231702                 NaN            NaN            NaN
  1306.46        500.000                 NaN   28.3216        70.8850                 NaN  0.231855       0.339570                 NaN            NaN  0.221955                 NaN            NaN            NaN
  1305.05        500.000                 NaN   29.0751        70.1621                 NaN  0.219921       0.330708                 NaN            NaN  0.212134                 NaN            NaN            NaN
  1303.65        500.000                 NaN   29.7325        69.5317                 NaN  0.209792       0.322322                 NaN            NaN  0.203721                 NaN            NaN            NaN
  1302.24        500.000                 NaN   30.2985        68.9889                 NaN  0.200422       0.315858                 NaN            NaN  0.196294                 NaN            NaN            NaN
  1300.83        500.000                 NaN   30.7725        68.5364                 NaN  0.191337       0.310419                 NaN            NaN  0.189390                 NaN            NaN            NaN
  1299.43        500.000                 NaN   31.1627        68.1636                 NaN  0.183758       0.306298                 NaN            NaN  0.183616                 NaN            NaN            NaN
  1298.02        500.000                 NaN   99.3424                 NaN            NaN  0.176763       0.302459                 NaN            NaN  0.178426                 NaN            NaN            NaN
  1296.62        500.000                 NaN   99.3416                 NaN            NaN  0.170278       0.304395                 NaN            NaN  0.177175       0.657648E-002            NaN            NaN
  1295.21        500.000                 NaN   99.2846                 NaN            NaN  0.152553       0.335246                 NaN            NaN  0.184631       0.429862E-001            NaN            NaN
  1293.80        500.000                 NaN   99.2934                 NaN            NaN  0.148209       0.333442                 NaN            NaN  0.182033       0.429311E-001            NaN            NaN
  1292.40        500.000                 NaN   99.3011                 NaN            NaN  0.143311       0.333147                 NaN            NaN  0.179329       0.430862E-001            NaN            NaN
  1290.99        500.000                 NaN   99.3064                 NaN            NaN  0.138715       0.334211                 NaN            NaN  0.177271       0.434324E-001            NaN            NaN
  1289.59        500.000                 NaN   99.3088                 NaN            NaN  0.133984       0.337597                 NaN            NaN  0.175668       0.439471E-001            NaN            NaN
  1288.18        500.000                 NaN   99.3087                 NaN            NaN  0.130515       0.341139                 NaN            NaN  0.175051       0.446109E-001            NaN            NaN
  1286.78        500.000                 NaN   99.3067                 NaN            NaN  0.127081       0.345902                 NaN            NaN  0.174865       0.454888E-001            NaN            NaN
  1285.37        500.000                 NaN   99.3016                 NaN            NaN  0.124085       0.352272                 NaN            NaN  0.175524       0.464834E-001            NaN            NaN
  1283.96        500.000                 NaN   99.2943                 NaN            NaN  0.120203       0.361129                 NaN            NaN  0.176387       0.479807E-001            NaN            NaN
  1282.56        500.000                 NaN   99.2766                 NaN            NaN  0.138732       0.352603                 NaN            NaN  0.184923       0.471829E-001            NaN            NaN
  1281.15        500.000                 NaN   99.2797                 NaN            NaN  0.950670E-001  0.397208                 NaN            NaN  0.174400       0.536211E-001            NaN            NaN
  1279.75        500.000                 NaN   99.2561                 NaN            NaN  0.115526       0.390436                 NaN            NaN  0.185098       0.528588E-001            NaN            NaN
  1278.34        500.000                 NaN   99.2283                 NaN            NaN  0.107048       0.418962                 NaN            NaN  0.188982       0.567189E-001            NaN            NaN
  1276.94        500.000                 NaN   99.2047                 NaN            NaN  0.107315       0.433711                 NaN            NaN  0.195179       0.590693E-001            NaN            NaN
  1275.53        500.000                 NaN   99.1715                 NaN            NaN  0.104175       0.459171                 NaN            NaN  0.202463       0.626859E-001            NaN            NaN
