|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1274.12        500.000                 NaN   99.1307                 NaN            NaN  0.100410       0.490323                 NaN            NaN  0.211545       0.669921E-001            NaN            NaN
  1272.72        500.000                 NaN   99.0802                 NaN            NaN  0.958808E-001  0.528868                 NaN            NaN  0.222879       0.722050E-001            NaN            NaN
  1271.31        500.000                 NaN   99.0156                 NaN            NaN  0.892920E-001  0.579236                 NaN            NaN  0.237315       0.786010E-001            NaN            NaN
  1269.91        500.000                 NaN   98.9314                 NaN            NaN  0.790221E-001  0.646799                 NaN            NaN  0.256077       0.866536E-001            NaN            NaN
  1268.50        500.000                 NaN   98.8156                 NaN            NaN  0.609945E-001  0.744214                 NaN            NaN  0.281755       0.974052E-001            NaN            NaN
  1267.10        500.000                 NaN   98.6298                 NaN            NaN  0.127605E-001  0.923584                 NaN            NaN  0.321596       0.112240                 NaN            NaN
  1265.69        500.000                 NaN   93.1991                 NaN            NaN            NaN   1.32521        1.01753                 NaN  0.901352       0.234579        3.32222                 NaN
  1264.28        500.000                 NaN   93.6711                 NaN            NaN  0.381523E-001   1.02557       0.964745                 NaN  0.798129       0.197794        3.30446                 NaN
  1262.88        500.000                 NaN   94.0651                 NaN            NaN  0.222175       0.339625        1.31573                 NaN  0.757827       0.193209        3.10631                 NaN
  1261.47        500.000                 NaN   94.4253                 NaN            NaN  0.230562       0.194658        1.34109                 NaN  0.714021       0.181667        2.91274                 NaN
  1260.07        500.000                 NaN   94.7403                 NaN            NaN  0.218233       0.157071        1.29744                 NaN  0.675349       0.170175        2.74147                 NaN
  1258.66        500.000                 NaN   95.0241                 NaN            NaN  0.216608       0.665312E-001   1.30312                 NaN  0.640400       0.160411        2.58884                 NaN
  1257.25        500.000                 NaN   95.2353                 NaN            NaN  0.279240E-001  0.944167       0.581674                 NaN  0.612861       0.140599        2.45750                 NaN
  1255.85        500.000                 NaN   95.5092                 NaN            NaN  0.227988        1.21402                 NaN            NaN  0.578577       0.144256        2.32591                 NaN
  1254.44        500.000                 NaN   95.7224                 NaN            NaN  0.194337        1.18010                 NaN            NaN  0.552761       0.135085        2.21527                 NaN
  1253.04        500.000                 NaN   95.9130                 NaN            NaN  0.200737        1.11417                 NaN            NaN  0.528204       0.128920        2.11500                 NaN
  1251.63        500.000                 NaN   96.0887                 NaN            NaN  0.186828        1.07589                 NaN            NaN  0.505655       0.121939        2.02100                 NaN
  1250.23        500.000                 NaN   96.2517                 NaN            NaN  0.179443        1.03346                 NaN            NaN  0.484582       0.115771        1.93509                 NaN
  1248.82        500.000                 NaN   96.4044                 NaN            NaN  0.160366        1.00739                 NaN            NaN  0.464861       0.109254        1.85377                 NaN
  1247.41        500.000                 NaN   96.5580                 NaN            NaN  0.167794       0.947931                 NaN            NaN  0.445174       0.104351        1.77675                 NaN
  1246.01        500.000                 NaN   96.6624                 NaN            NaN  0.154714       0.935609                 NaN            NaN  0.430184       0.997646E-001   1.71733                 NaN
  1244.60        500.000                 NaN   96.7993                 NaN            NaN  0.147418       0.897826                 NaN            NaN  0.412632       0.945062E-001   1.64830                 NaN
  1243.20        500.000                 NaN   96.9165                 NaN            NaN  0.141017       0.867456                 NaN            NaN  0.397050       0.900246E-001   1.58799                 NaN
  1241.79        500.000                 NaN   97.0241                 NaN            NaN  0.140366       0.834499                 NaN            NaN  0.382427       0.861402E-001   1.53252                 NaN
  1240.39        500.000                 NaN   97.1224                 NaN            NaN  0.129815       0.815120                 NaN            NaN  0.369129       0.819132E-001   1.48158                 NaN
  1238.98        500.000                 NaN   97.2249                 NaN            NaN  0.124751       0.788236                 NaN            NaN  0.355266       0.780300E-001   1.42878                 NaN
  1237.57        500.000                 NaN   97.3150                 NaN            NaN  0.119823       0.764563                 NaN            NaN  0.342881       0.745105E-001   1.38325                 NaN
  1236.17        500.000                 NaN   97.4021                 NaN            NaN  0.112731       0.744693                 NaN            NaN  0.330994       0.709858E-001   1.33852                 NaN
  1234.76        500.000                 NaN   97.4832                 NaN            NaN  0.106649       0.725743                 NaN            NaN  0.319793       0.676920E-001   1.29693                 NaN
  1233.36        500.000                 NaN   97.5603                 NaN            NaN  0.904743E-001  0.719678                 NaN            NaN  0.309226       0.638930E-001   1.25638                 NaN
  1231.95        500.000                 NaN   97.6324                 NaN            NaN  0.807451E-001  0.708154                 NaN            NaN  0.299216       0.607088E-001   1.21876                 NaN
  1230.55        500.000                 NaN   97.6990                 NaN            NaN  0.690448E-001  0.700960                 NaN            NaN  0.289963       0.574957E-001   1.18355                 NaN
  1229.14        500.000                 NaN   97.7660                 NaN            NaN  0.662952E-001  0.682776                 NaN            NaN  0.280440       0.549590E-001   1.14948                 NaN
  1227.73        500.000                 NaN   97.8230                 NaN            NaN  0.423453E-001  0.693550                 NaN            NaN  0.272570       0.512812E-001   1.11723                 NaN
  1226.33        500.000                 NaN   97.8854                 NaN            NaN  0.399078E-001  0.675915                 NaN            NaN  0.263859       0.489654E-001   1.08598                 NaN
  1224.92        500.000                 NaN   97.9267                 NaN            NaN  0.460275E-002  0.707090                 NaN            NaN  0.258165       0.448949E-001   1.05859                 NaN
  1223.52        500.000                 NaN   98.0010                 NaN            NaN            NaN  0.668109E-001  0.615589                 NaN  0.246849       0.433291E-001   1.02638                 NaN
  1222.11        500.000                 NaN   98.0232                 NaN            NaN            NaN  0.686198                 NaN            NaN  0.245052       0.402195E-001   1.00534                 NaN
  1220.71        500.000                 NaN   98.0880                 NaN            NaN  0.411246E-005  0.660631                 NaN            NaN  0.235888       0.385185E-001  0.976962                 NaN
  1219.30        500.000                 NaN   98.1570                 NaN            NaN  0.141794E-005  0.195613E-001  0.612383                 NaN  0.227720       0.364163E-001  0.946948                 NaN
  1217.89        500.000                 NaN   98.1825                 NaN            NaN            NaN  0.207702       0.423443                 NaN  0.220386       0.360316E-001  0.929921                 NaN
  1216.49        500.000                 NaN   98.2399                 NaN            NaN            NaN  0.609199                 NaN            NaN  0.214776       0.334165E-001  0.902734                 NaN
  1215.08        500.000                 NaN   89.3382                 NaN            NaN  0.232236        1.64918                 NaN            NaN  0.947772       0.110297        4.11941        3.60295     
  1213.68        500.000                 NaN   71.2152                 NaN            NaN  0.936324        3.55743                 NaN            NaN   2.44626       0.266904        10.6308        10.9470     
  1212.27        500.000                 NaN   74.5496                 NaN            NaN  0.861436        3.13126                 NaN            NaN   2.15817       0.233954        9.38264        9.68289     
  1210.86        500.000                 NaN   75.1826                 NaN            NaN   1.11303        2.55328                 NaN            NaN   2.07764       0.250333        9.24295        9.58017     
  1209.46        500.000                 NaN   81.9054                 NaN            NaN  0.655772        2.32235                 NaN            NaN   1.53817       0.156680        6.60326        6.81834     
  1208.05        500.000                 NaN   78.8082                 NaN            NaN  0.666370        2.57129                 NaN            NaN   1.78825       0.188496        7.80782        8.16961     
  1206.65        500.000                 NaN   94.0488                 NaN            NaN  0.506541                 NaN            NaN            NaN  0.527452       0.658951E-001   2.43346        2.41780     
  1205.24        500.000                 NaN   81.9591                 NaN            NaN  0.239248        3.12769                 NaN            NaN   1.49807       0.140717        6.45006        6.58512     
  1203.84        500.000                 NaN   88.4073                 NaN            NaN  0.536430        1.09598                 NaN            NaN  0.979135       0.108532        4.35491        4.51774     
  1202.43        500.000                 NaN   71.8699                 NaN            NaN  0.967069        3.27918                 NaN            NaN   2.40098       0.243840        10.5366        10.7025     
  1201.02        500.000                 NaN   93.6931                 NaN            NaN  0.210447       0.838482                 NaN            NaN  0.520748       0.562104E-001   2.36985        2.31117     
  1199.62        500.000                 NaN   93.1886                 NaN            NaN  0.206937       0.903390                 NaN            NaN  0.559302       0.586397E-001   2.56774        2.51536     
  1198.21        500.000                 NaN   92.1419                 NaN            NaN  0.199866       0.935737                 NaN            NaN  0.580115       0.584975E-001   2.66008        3.42376     
  1196.81        500.000                 NaN   92.9663                 NaN            NaN  0.167943       0.972481                 NaN            NaN  0.585315       0.555732E-001   2.65107        2.60130     
  1195.40        500.000                 NaN   92.4405                 NaN            NaN  0.758184E-001   1.16465       0.191785E-005            NaN  0.632509       0.515490E-001   2.83864        2.79633     
  1194.00        500.000                 NaN   92.5567                 NaN            NaN            NaN   1.31475                 NaN            NaN  0.631927       0.400858E-001   2.77293        2.68360     
  1192.59        500.000                 NaN   80.3388                 NaN            NaN            NaN   2.30433       0.311567                 NaN   1.64041       0.114454        7.47089        7.81954     
  1191.18        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.78        500.000                 NaN   86.3911                 NaN            NaN            NaN   1.59779       0.857740       0.863723E-004   1.11058       0.703073E-001   5.24760        4.72484     
  1188.37        500.000                 NaN   68.5864                 NaN            NaN            NaN   4.13846                 NaN            NaN   2.41056       0.190743        12.5483        12.1255     
  1186.97        500.000                 NaN            NaN            NaN            NaN            NaN   2.62112        9.61867                 NaN   7.54916       0.569605        40.6732        38.9682     
  1185.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.62111        9.61868                 NaN   7.54916       0.569605        40.6732        38.9682     
  1184.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.62110        9.61869                 NaN   7.54916       0.569605        40.6732        38.9682     
  1182.75        500.000                 NaN            NaN            NaN            NaN            NaN   2.88702        9.35245                 NaN   7.54806       0.569916        40.6743        38.9682     
  1181.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.70991        9.52981                 NaN   7.54882       0.569700        40.6735        38.9682     
  1179.94        500.000                 NaN            NaN            NaN            NaN            NaN   12.2376                 NaN            NaN   7.53684       0.573025        40.6847        38.9678     
  1178.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.62138        9.61841                 NaN   7.54916       0.569605        40.6732        38.9682     
  1177.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.62546        9.61433                 NaN   7.54914       0.569608        40.6732        38.9682     
  1175.72        500.000                 NaN            NaN            NaN            NaN  0.187459E-004   2.62177        9.61799                 NaN   7.54915       0.569606        40.6732        38.9682     
  1174.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.62134        9.61845                 NaN   7.54916       0.569605        40.6732        38.9682     
  1172.91        500.000                 NaN            NaN            NaN            NaN            NaN   12.2432                 NaN            NaN   7.54716       0.569972        40.6713        38.9684     
  1171.50        500.000                 NaN            NaN            NaN            NaN  0.173168E-004   12.2409                 NaN            NaN   7.53266       0.572969        40.6848        38.9686     
  1170.10        500.000                 NaN            NaN            NaN            NaN  0.150898E-004   12.2429                 NaN            NaN   7.53535       0.572094        40.6807        38.9689     
  1168.69        500.000                 NaN            NaN            NaN            NaN            NaN   9.91979        2.32387                 NaN   7.55146       0.569287        40.6670        38.9686     
  1167.29        500.000                 NaN            NaN            NaN            NaN            NaN   10.3737        1.86915                 NaN   7.55172       0.569505        40.6671        38.9688     
  1165.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.61893        9.62086                 NaN   7.54916       0.569604        40.6732        38.9682     
  1164.47        500.000                 NaN            NaN            NaN            NaN            NaN   2.62095        9.61884                 NaN   7.54916       0.569605        40.6732        38.9682     
  1163.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.62102        9.61876       0.125713E-004   7.54916       0.569605        40.6732        38.9682     
  1161.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.56572        9.64387       0.302467E-001   7.54922       0.569607        40.6731        38.9683     
  1160.26        500.000                 NaN            NaN            NaN            NaN            NaN   10.8607        1.38129                 NaN   7.55240       0.569738        40.6668        38.9691     
  1158.85        500.000                 NaN            NaN            NaN            NaN            NaN   2.60738        9.62545       0.697108E-002   7.54917       0.569605        40.6732        38.9682     
  1157.45        500.000                 NaN            NaN            NaN            NaN            NaN   10.9287        1.31329                 NaN   7.55259       0.569739        40.6665        38.9692     
  1156.04        500.000                 NaN            NaN            NaN            NaN            NaN   10.9630        1.27891                 NaN   7.55269       0.569745        40.6664        38.9692     
  1154.63        500.000                 NaN            NaN            NaN            NaN            NaN   10.9937        1.24821                 NaN   7.55279       0.569748        40.6662        38.9693     
  1153.23        500.000                 NaN            NaN            NaN            NaN            NaN   11.0214        1.22051                 NaN   7.55289       0.569750        40.6661        38.9693     
  1151.82        500.000                 NaN            NaN            NaN            NaN            NaN   11.0299        1.21221                 NaN   7.55306       0.569692        40.6658        38.9694     
  1150.42        500.000                 NaN            NaN            NaN            NaN            NaN   11.0438        1.19836                 NaN   7.55320       0.569655        40.6655        38.9694     
  1149.01        500.000                 NaN            NaN            NaN            NaN            NaN   1.18489        11.0574                 NaN   7.55333       0.569619        40.6653        38.9695     
  1147.61        500.000                 NaN            NaN            NaN            NaN            NaN   1.17179        11.0706                 NaN   7.55346       0.569585        40.6651        38.9695     
  1146.20        500.000                 NaN            NaN            NaN            NaN   2.65883        8.29583                 NaN            NaN   7.32222       0.763928        41.2646        39.6946     
  1144.79        500.000                 NaN            NaN            NaN            NaN   2.68041        8.26446                 NaN            NaN   7.32123       0.765278        41.2679        39.7008     
  1143.39        500.000                 NaN            NaN            NaN            NaN   2.70168        8.23355                 NaN            NaN   7.32025       0.766611        41.2710        39.7069     
  1141.98        500.000                 NaN            NaN            NaN            NaN   2.73971        8.17656                 NaN            NaN   7.31730       0.769575        41.2794        39.7175     
  1140.58        500.000                 NaN            NaN            NaN            NaN   2.90536        7.86321                 NaN            NaN   7.26279       0.804649        41.4091        39.7548     
  1139.17        500.000                 NaN            NaN            NaN            NaN   2.82990        8.04241                 NaN            NaN   7.31045       0.776424        41.2977        39.7431     
  1137.76        500.000                 NaN            NaN            NaN            NaN   2.87060        7.98146                 NaN            NaN   7.30726       0.779592        41.3065        39.7546     
  1136.36        500.000                 NaN            NaN            NaN            NaN   2.90835        7.92496                 NaN            NaN   7.30435       0.782523        41.3145        39.7653     
  1134.95        500.000                 NaN            NaN            NaN            NaN   3.17607        7.44577                 NaN            NaN   7.24732       0.829956        41.4716        39.8293     
  1133.55        500.000                 NaN            NaN            NaN            NaN   2.97402        7.82663                 NaN            NaN   7.29963       0.787602        41.3283        39.7839     
  1132.14        500.000                 NaN            NaN            NaN            NaN   3.00286        7.78403                 NaN            NaN   7.29762       0.789676        41.3336        39.7922     
  1130.74        500.000                 NaN            NaN            NaN            NaN   3.02981        7.74416                 NaN            NaN   7.29616       0.791654        41.3381        39.8001     
  1129.33        500.000                 NaN            NaN            NaN            NaN   3.05776        7.70240                 NaN            NaN   7.29386       0.793775        41.3442        39.8080     
  1127.92        500.000                 NaN            NaN            NaN            NaN   3.08278        7.66538                 NaN            NaN   7.29232       0.795605        41.3487        39.8153     
  1126.52        500.000                 NaN            NaN            NaN            NaN   3.20062        7.44495                 NaN            NaN   7.26490       0.817605        41.4309        39.8410     
  1125.11        500.000                 NaN            NaN            NaN            NaN   3.28599        7.30118                 NaN            NaN   7.25193       0.829095        41.4688        39.8630     
  1123.71        500.000                 NaN            NaN            NaN            NaN   3.28248        7.30975                 NaN            NaN   7.25364       0.827842        41.4637        39.8626     
  1122.30        500.000                 NaN            NaN            NaN            NaN   3.30241        7.27217                 NaN            NaN   7.24886       0.831678        41.4779        39.8669     
  1120.90        500.000                 NaN            NaN            NaN            NaN   3.31428        7.24869                 NaN            NaN   7.24552       0.834287        41.4879        39.8693     
  1119.49        500.000                 NaN            NaN            NaN            NaN   3.31771        7.24175                 NaN            NaN   7.24448       0.835087        41.4910        39.8700     
  1118.08        500.000                 NaN            NaN            NaN            NaN   3.46839        7.02903                 NaN            NaN   7.24070       0.842294        41.5034        39.9161     
  1116.68        500.000                 NaN            NaN            NaN            NaN   3.46839        7.02903                 NaN            NaN   7.24070       0.842294        41.5034        39.9161     
  1115.27        500.000                 NaN            NaN            NaN            NaN   3.46914        7.02785                 NaN            NaN   7.24063       0.842369        41.5037        39.9164     
  1113.87        500.000                 NaN            NaN            NaN            NaN   3.28649        7.36490                 NaN            NaN   7.28093       0.810106        41.3827        39.8749     
  1112.46        500.000                 NaN            NaN            NaN            NaN   3.30325        7.34036                 NaN            NaN   7.28016       0.811250        41.3851        39.8799     
  1111.06        500.000                 NaN            NaN            NaN            NaN   3.31960        7.31645                 NaN            NaN   7.27942       0.812362        41.3874        39.8848     
  1109.65        500.000                 NaN            NaN            NaN            NaN   3.33556        7.29313                 NaN            NaN   7.27873       0.813441        41.3896        39.8895     
  1108.24        500.000                 NaN            NaN            NaN            NaN   3.35114        7.27037                 NaN            NaN   7.27807       0.814492        41.3917        39.8942     
  1106.84        500.000                 NaN            NaN            NaN            NaN   3.50584        7.00492                 NaN            NaN   7.24978       0.835075        41.4726        39.9317     
  1105.43        500.000                 NaN            NaN            NaN            NaN   3.53890        6.94776                 NaN            NaN   7.24350       0.839583        41.4906        39.9397     
  1104.03        500.000                 NaN            NaN            NaN            NaN   3.39463        7.20719                 NaN            NaN   7.27647       0.817339        41.3970        39.9074     
  1102.62        500.000                 NaN            NaN            NaN            NaN   3.55930        6.91188                 NaN            NaN   7.23929       0.842522        41.5026        39.9444     
  1101.22        500.000                 NaN            NaN            NaN            NaN   3.55930        6.91188                 NaN            NaN   7.23929       0.842522        41.5026        39.9444     
  1099.81        500.000                 NaN            NaN            NaN            NaN   3.43560        7.14779                 NaN            NaN   7.27507       0.819995        41.4017        39.9198     
  1098.40        500.000                 NaN            NaN            NaN            NaN   3.44872        7.12880                 NaN            NaN   7.27467       0.820837        41.4031        39.9239     
  1097.00        500.000                 NaN            NaN            NaN            NaN   3.46158        7.11020                 NaN            NaN   7.27428       0.821661        41.4045        39.9278     
  1095.59        500.000                 NaN            NaN            NaN            NaN   3.47407        7.09219                 NaN            NaN   7.27394       0.822447        41.4057        39.9317     
  1094.19        500.000                 NaN            NaN            NaN            NaN   3.54656        6.95645                 NaN            NaN   7.25459       0.834942        41.4608        39.9466     
  1092.78        500.000                 NaN            NaN            NaN            NaN   3.59227        6.86700                 NaN            NaN   7.24024       0.843803        41.5015        39.9552     
  1091.37        500.000                 NaN            NaN            NaN            NaN   3.62705        6.81874                 NaN            NaN   7.24075       0.845405        41.5016        39.9664     
  1089.97        500.000                 NaN            NaN            NaN            NaN   3.52169        7.02366                 NaN            NaN   7.27281       0.825410        41.4100        39.9464     
  1088.56        500.000                 NaN            NaN            NaN            NaN   3.53302        7.00741                 NaN            NaN   7.27259       0.826101        41.4109        39.9500     
  1087.16        500.000                 NaN            NaN            NaN            NaN   3.54418        6.99143                 NaN            NaN   7.27238       0.826779        41.4118        39.9535     
  1085.75        500.000                 NaN            NaN            NaN            NaN   3.65911        6.77311                 NaN            NaN   7.24062       0.847189        41.5034        39.9765     
  1084.35        500.000                 NaN            NaN            NaN            NaN   3.65911        6.77310                 NaN            NaN   7.24062       0.847189        41.5034        39.9765     
  1082.94        500.000                 NaN            NaN            NaN            NaN   3.65911        6.77310                 NaN            NaN   7.24062       0.847189        41.5034        39.9765     
  1081.53        500.000                 NaN            NaN            NaN            NaN   3.68930        6.73166                 NaN            NaN   7.24143       0.848490        41.5026        39.9865     
  1080.13        500.000                 NaN            NaN            NaN            NaN   3.68929        6.73168                 NaN            NaN   7.24143       0.848486        41.5026        39.9865     
  1078.72        500.000                 NaN            NaN            NaN            NaN   3.68929        6.73167                 NaN            NaN   7.24143       0.848488        41.5026        39.9865     
  1077.32        500.000                 NaN            NaN            NaN            NaN   3.68930        6.73166                 NaN            NaN   7.24143       0.848489        41.5026        39.9865     
  1075.91        500.000                 NaN            NaN            NaN            NaN   3.68930        6.73166                 NaN            NaN   7.24143       0.848489        41.5026        39.9865     
  1074.51        500.000                 NaN            NaN            NaN            NaN   3.74409        6.65766                 NaN            NaN   7.24365       0.850582        41.4990        40.0050     
  1073.10        500.000                 NaN            NaN            NaN            NaN   3.74409        6.65766                 NaN            NaN   7.24365       0.850582        41.4990        40.0050     
  1071.69        500.000                 NaN            NaN            NaN            NaN   3.74409        6.65766                 NaN            NaN   7.24365       0.850582        41.4990        40.0050     
  1070.29        500.000                 NaN            NaN            NaN            NaN   3.74409        6.65766                 NaN            NaN   7.24365       0.850582        41.4990        40.0050     
  1068.88        500.000                 NaN            NaN            NaN            NaN   3.74409        6.65766                 NaN            NaN   7.24365       0.850582        41.4990        40.0050     
  1067.48        500.000                 NaN            NaN            NaN            NaN   3.74409        6.65766                 NaN            NaN   7.24365       0.850582        41.4990        40.0050     
  1066.07        500.000                 NaN            NaN            NaN            NaN   3.77220        6.61884                 NaN            NaN   7.24491       0.851817        41.4980        40.0142     
  1064.67        500.000                 NaN            NaN            NaN            NaN   3.77220        6.61884                 NaN            NaN   7.24491       0.851817        41.4980        40.0142     
  1063.26        500.000                 NaN            NaN            NaN            NaN   3.77220        6.61884                 NaN            NaN   7.24491       0.851817        41.4980        40.0142     
  1061.85        500.000                 NaN            NaN            NaN            NaN   3.79825        6.58399                 NaN            NaN   7.24617       0.852792        41.4954        40.0234     
  1060.45        500.000                 NaN            NaN            NaN            NaN   3.79826        6.58398                 NaN            NaN   7.24617       0.852793        41.4954        40.0234     
  1059.04        500.000                 NaN            NaN            NaN            NaN   3.79826        6.58398                 NaN            NaN   7.24617       0.852793        41.4954        40.0234     
  1057.64        500.000                 NaN            NaN            NaN            NaN   3.79826        6.58398                 NaN            NaN   7.24617       0.852793        41.4954        40.0234     
  1056.23        500.000                 NaN            NaN            NaN            NaN   3.82287        6.55138                 NaN            NaN   7.24736       0.853658        41.4927        40.0321     
  1054.82        500.000                 NaN            NaN            NaN            NaN   3.82288        6.55138                 NaN            NaN   7.24736       0.853658        41.4927        40.0321     
  1053.42        500.000                 NaN            NaN            NaN            NaN   3.82288        6.55138                 NaN            NaN   7.24736       0.853658        41.4927        40.0321     
  1052.01        500.000                 NaN            NaN            NaN            NaN   3.82288        6.55138                 NaN            NaN   7.24736       0.853658        41.4927        40.0321     
  1050.61        500.000                 NaN            NaN            NaN            NaN   3.82288        6.55138                 NaN            NaN   7.24736       0.853658        41.4927        40.0321     
  1049.20        500.000                 NaN            NaN            NaN            NaN   3.86919        6.49052                 NaN            NaN   7.25040       0.855109        41.4861        40.0486     
  1047.80        500.000                 NaN            NaN            NaN            NaN   3.86919        6.49052                 NaN            NaN   7.25040       0.855109        41.4861        40.0486     
  1046.39        500.000                 NaN            NaN            NaN            NaN   3.86919        6.49052                 NaN            NaN   7.25040       0.855109        41.4861        40.0486     
  1044.98        500.000                 NaN            NaN            NaN            NaN   3.86919        6.49052                 NaN            NaN   7.25040       0.855109        41.4861        40.0486     
  1043.58        500.000                 NaN            NaN            NaN            NaN   3.86919        6.49052                 NaN            NaN   7.25040       0.855109        41.4861        40.0486     
  1042.17        500.000                 NaN            NaN            NaN            NaN   3.86919        6.49052                 NaN            NaN   7.25040       0.855109        41.4861        40.0486     
  1040.77        500.000                 NaN            NaN            NaN            NaN   3.90798        6.48501                 NaN            NaN   7.27906       0.845626        41.4071        40.0752     
  1039.36        500.000                 NaN            NaN            NaN            NaN   3.90798        6.48501                 NaN            NaN   7.27906       0.845626        41.4071        40.0752     
  1037.96        500.000                 NaN            NaN            NaN            NaN   3.90798        6.48501                 NaN            NaN   7.27906       0.845626        41.4071        40.0752     
  1036.55        500.000                 NaN            NaN            NaN            NaN   3.90798        6.48501                 NaN            NaN   7.27906       0.845626        41.4071        40.0752     
  1035.14        500.000                 NaN            NaN            NaN            NaN   3.90798        6.48501                 NaN            NaN   7.27906       0.845626        41.4071        40.0752     
  1033.74        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1032.33        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1030.93        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1029.52        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1028.12        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1026.71        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1025.30        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1023.90        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1022.49        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1021.09        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1019.68        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1018.27        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1016.87        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1015.46        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1014.06        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1012.65        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1011.25        500.000                 NaN            NaN            NaN            NaN   3.90799        6.48500                 NaN            NaN   7.27906       0.845627        41.4071        40.0753     
  1009.84        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1008.43        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1007.03        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1005.62        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1004.22        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1002.81        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1001.41        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
  1000.00        500.000                 NaN            NaN            NaN            NaN   4.00964        6.32338                 NaN            NaN   7.27226       0.855871        41.4334        40.1054     
