|6.6.6
Archiving\03_Data\eq/QFM_m1.5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5356       0.440815       0.236176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5356       0.440814       0.236175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5356       0.440813       0.236174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5356       0.440811       0.236174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5356       0.440810       0.236173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5356       0.440809       0.236172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5356       0.440808       0.236172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5356       0.440807       0.236171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5356       0.440806       0.236171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5356       0.440804       0.236170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5356       0.440803       0.236169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5356       0.440802       0.236168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5356       0.440800       0.236168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5356       0.440799       0.236167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5356       0.440798       0.236166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5356       0.440796       0.236166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3420       0.440787       0.159883E-001  0.201245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.8964       0.440769                 NaN  0.662826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.8136       0.440768                 NaN  0.745597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.7350       0.440768                 NaN  0.824219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.6564       0.440767                 NaN  0.902841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.4646       0.440767                 NaN   1.09464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.2728       0.440766                 NaN   1.28643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.0810       0.440766                 NaN   1.47823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.8892       0.440766                 NaN   1.67002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.3417       0.440769                 NaN   2.21756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.7941       0.440771                 NaN   2.76511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.2466       0.440774                 NaN   3.31267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.6990       0.440776                 NaN   3.86023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.1514       0.440779                 NaN   4.40780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.6038       0.440781                 NaN   4.95537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        94.0563       0.440783                 NaN   5.50295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        93.5087       0.440786                 NaN   6.05054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        92.7957       0.440790                 NaN   6.76348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.0828       0.440794                 NaN   7.47643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        91.3698       0.440798                 NaN   8.18940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        90.6568       0.440802                 NaN   8.90238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        89.4409       0.317871                 NaN   10.0142                 NaN  0.227063                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        87.4148                 NaN            NaN   11.7414       0.295932E-001  0.814183                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        86.6855                 NaN            NaN   12.4540       0.463079E-001  0.814191                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        85.9561                 NaN            NaN   13.1667       0.630230E-001  0.814198                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        85.2475                 NaN            NaN   13.8594       0.788911E-001  0.814207                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        84.5389                 NaN            NaN   14.5522       0.947595E-001  0.814215                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        83.8302                 NaN            NaN   15.2449       0.110628       0.814223                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        83.1216                 NaN            NaN   15.9377       0.126497       0.814231                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        82.4129                 NaN            NaN   16.6305       0.142367       0.814239                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        81.7042                 NaN            NaN   17.3233       0.158236       0.814247                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        80.9956                 NaN            NaN   18.0161       0.174106       0.814256                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        80.2869                 NaN            NaN   18.7089       0.189977       0.814264                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        79.6099                 NaN            NaN   19.3712       0.204576       0.814273                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.9329                 NaN            NaN   20.0336       0.219175       0.814281                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        78.2560                 NaN            NaN   20.6960       0.233775       0.814290                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        77.5790                 NaN            NaN   21.3583       0.248375       0.814299                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        76.9020                 NaN            NaN   22.0207       0.262975       0.814307                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        76.2250                 NaN            NaN   22.6831       0.277576       0.814316                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        75.5479                 NaN            NaN   23.3456       0.292177       0.814325                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        74.8709                 NaN            NaN   24.0080       0.306778       0.814334                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        74.2284                 NaN            NaN   24.6370       0.320220       0.814342                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        73.5860                 NaN            NaN   25.2660       0.333662       0.814351                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        72.9435                 NaN            NaN   25.8950       0.347104       0.814360                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        72.3010                 NaN            NaN   26.5240       0.360547       0.814369                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        71.6585                 NaN            NaN   27.1531       0.373989       0.814378                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        71.0160                 NaN            NaN   27.7821       0.387433       0.814387                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        70.3735                 NaN            NaN   28.4112       0.400876       0.814396                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        69.7310                 NaN            NaN   29.0403       0.414320       0.814405                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        69.1186                 NaN            NaN   29.6403       0.426647       0.814414                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        68.5063                 NaN            NaN   30.2403       0.438974       0.814423                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        67.8939                 NaN            NaN   30.8403       0.451301       0.814432                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        67.2815                 NaN            NaN   31.4404       0.463629       0.814442                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        66.6691                 NaN            NaN   32.0404       0.475957       0.814451                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        66.0567                 NaN            NaN   32.6405       0.488286       0.814460                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        65.4443                 NaN            NaN   33.2406       0.500614       0.814469                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        64.8319                 NaN            NaN   33.8407       0.512943       0.814478                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        64.2493                 NaN            NaN   34.4119       0.524279       0.814487                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        63.6668                 NaN            NaN   34.9831       0.535615       0.814496                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        63.0842                 NaN            NaN   35.5544       0.546952       0.814505                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        62.5016                 NaN            NaN   36.1256       0.558288       0.814514                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        61.9190                 NaN            NaN   36.6969       0.569625       0.814523                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        61.3363                 NaN            NaN   37.2682       0.580963       0.814533                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        60.7537                 NaN            NaN   37.8395       0.592300       0.814542                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        60.1710                 NaN            NaN   38.4108       0.603638       0.814551                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        59.6233                 NaN            NaN   38.9479       0.614208       0.814560                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        59.0756                 NaN            NaN   39.4851       0.624779       0.814569                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        58.5278                 NaN            NaN   40.0223       0.635350       0.814577                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        57.9801                 NaN            NaN   40.5594       0.645921       0.814586                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        57.4323                 NaN            NaN   41.0966       0.656492       0.814595                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        56.8845                 NaN            NaN   41.6339       0.667064       0.814604                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        56.3367                 NaN            NaN   42.1711       0.677636       0.814613                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        55.7889                 NaN            NaN   42.7083       0.688208       0.814622                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        55.2797                 NaN            NaN   43.2078       0.697933       0.814630                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        54.7704                 NaN            NaN   43.7073       0.707658       0.814638                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        54.2612                 NaN            NaN   44.2068       0.717384       0.814647                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        53.7520                 NaN            NaN   44.7063       0.727109       0.814655                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        53.2427                 NaN            NaN   45.2058       0.736835       0.814664                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        52.7334                 NaN            NaN   45.7053       0.746561       0.814672                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        52.2242                 NaN            NaN   46.2049       0.756288       0.814681                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        51.7149                 NaN            NaN   46.7044       0.766014       0.814689                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        51.2480                 NaN            NaN   47.1622       0.775112       0.814697                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        50.7811                 NaN            NaN   47.6200       0.784209       0.814705                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        50.3142                 NaN            NaN   48.0778       0.793307       0.814712                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        49.8473                 NaN            NaN   48.5356       0.802405       0.814720                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        49.3803                 NaN            NaN   48.9934       0.811503       0.814728                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        48.9134                 NaN            NaN   49.4513       0.820602       0.814736                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        48.4465                 NaN            NaN   49.9091       0.829700       0.814744                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        47.9795                 NaN            NaN   50.3669       0.838799       0.814752                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        47.5570                 NaN            NaN   50.7808       0.847433       0.814759                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        47.1345                 NaN            NaN   51.1947       0.856066       0.814766                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        46.7120                 NaN            NaN   51.6085       0.864700       0.814773                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        46.2895                 NaN            NaN   52.0224       0.873334       0.814780                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        45.8669                 NaN            NaN   52.4363       0.881968       0.814787                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        45.4444                 NaN            NaN   52.8502       0.890602       0.814794                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        45.0218                 NaN            NaN   53.2641       0.899237       0.814802                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        44.5993                 NaN            NaN   53.6781       0.907871       0.814809                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        44.2112                 NaN            NaN   54.0583       0.915689       0.814815                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        43.8231                 NaN            NaN   54.4386       0.923508       0.814822                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        43.4349                 NaN            NaN   54.8189       0.931326       0.814829                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        43.0468                 NaN            NaN   55.1992       0.939145       0.814835                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        42.6747                 NaN            NaN   55.5631       0.947415       0.814842                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        42.3025                 NaN            NaN   55.9269       0.955685       0.814848                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        41.6531                 NaN            NaN   56.1525       0.955909       0.814854       0.423625                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        40.7750                 NaN            NaN   56.2599       0.952513       0.814861        1.19775                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        40.0273                 NaN            NaN   56.3470       0.947366       0.814867        1.86349                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        39.2796                 NaN            NaN   56.4341       0.942219       0.814873        2.52924                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        38.5318                 NaN            NaN   56.5212       0.937073       0.814879        3.19499                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        37.7841                 NaN            NaN   56.6083       0.931926       0.814885        3.86076                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        37.0363                 NaN            NaN   56.6955       0.926779       0.814890        4.52654                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        36.2886                 NaN            NaN   56.7826       0.921631       0.814896        5.19232                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        35.5408                 NaN            NaN   56.8697       0.916484       0.814902        5.85812                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        34.7930                 NaN            NaN   56.9568       0.911337       0.814908        6.52392                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        34.2091                 NaN            NaN   57.0153       0.905623       0.814912        7.05506                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        33.6251                 NaN            NaN   57.0738       0.899909       0.814917        7.58620                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        33.0412                 NaN            NaN   57.1323       0.894194       0.814921        8.11734                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        32.4573                 NaN            NaN   57.1908       0.888480       0.814925        8.64849                 NaN            NaN            NaN            NaN            NaN
