|6.6.6
Archiving\03_Data\fracLP/QFM/GRV/GRV_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1664.16        500.000        99.2040                 NaN  0.136500E-001  0.782366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2040                 NaN  0.135969E-001  0.782401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1955                 NaN  0.136596E-001  0.790848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1836                 NaN  0.137865E-001  0.802578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1987                 NaN  0.134673E-001  0.787835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1839                 NaN  0.136864E-001  0.802440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1801                 NaN  0.136735E-001  0.806184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1851                 NaN  0.135291E-001  0.801358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1752                 NaN  0.136527E-001  0.811192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1716                 NaN  0.136710E-001  0.814774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1754                 NaN  0.135487E-001  0.811006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1692                 NaN  0.136038E-001  0.817223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1678                 NaN  0.136111E-001  0.818544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1618                 NaN  0.136432E-001  0.824582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.2085                 NaN  0.288536E-001   1.76266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9972                 NaN            NaN  0.280040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2960                 NaN  0.116310E-001  0.692416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1672                 NaN  0.135150E-001  0.819249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.5224                 NaN  0.105141E-001  0.466330        1.00077                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        97.8185                 NaN  0.687815E-002  0.527435E-001   2.12192                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        97.8542                 NaN  0.657370E-002  0.469424E-001   2.09228                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        97.8913                 NaN  0.626930E-002  0.412032E-001   2.06124                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        97.9259                 NaN  0.589718E-002  0.355007E-001   2.03273                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        97.9608                 NaN  0.563321E-002  0.299104E-001   2.00361                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        97.9917                 NaN  0.531265E-002  0.241399E-001   1.97881                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.0234                 NaN  0.500979E-002  0.185457E-001   1.95303                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.0562                 NaN  0.479453E-002  0.136259E-001   1.92537                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.0859                 NaN  0.440862E-002  0.817848E-002   1.90151                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.1132                 NaN  0.413465E-002  0.275008E-002   1.87995                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.1432                 NaN  0.416535E-002  0.363587E-001   1.81631                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.1722                 NaN  0.363265E-002            NaN   1.82418                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.1971                 NaN  0.334836E-002            NaN   1.79959                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.2194                 NaN  0.314461E-002  0.843358E-005   1.77741                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.2460                 NaN  0.280329E-002            NaN   1.75123                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.2691                 NaN  0.265343E-002            NaN   1.72827                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.2937                 NaN  0.238461E-002            NaN   1.70392                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.3136                 NaN  0.213871E-002  0.192315E-004   1.68428                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.3360                 NaN  0.193085E-002            NaN   1.66205                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.3605                 NaN  0.165968E-002            NaN   1.63781                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.3791                 NaN  0.144914E-002            NaN   1.61940                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.3983                 NaN  0.127268E-002            NaN   1.60048                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.4164                 NaN  0.882598E-003  0.895879E-005   1.58268                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.4368                 NaN  0.829839E-003            NaN   1.56240                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.4538                 NaN  0.412586E-003            NaN   1.54575                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.4694                 NaN  0.225957E-003            NaN   1.53033                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.4852                 NaN  0.132315E-003            NaN   1.51465                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5075                 NaN  0.160240E-002            NaN   1.49089                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5197                 NaN  0.285347E-002            NaN   1.47740                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.5315                 NaN            NaN            NaN   1.46846                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.5482                 NaN  0.183659E-002            NaN   1.44993                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.5600                 NaN            NaN            NaN   1.44001                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.5731                 NaN            NaN            NaN   1.42688                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.5852                 NaN  0.564553E-004            NaN   1.41476                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.5950                 NaN            NaN            NaN   1.40504                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.6047                 NaN            NaN            NaN   1.39531                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.6162                 NaN            NaN            NaN   1.38382                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.6224                 NaN            NaN            NaN   1.37762                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.6297                 NaN            NaN            NaN   1.37026                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.6401                 NaN            NaN            NaN   1.35989                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.6438                 NaN            NaN            NaN   1.35619                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.1581                 NaN            NaN            NaN  0.651413       0.352081       0.838396                 NaN            NaN            NaN            NaN
  1511.28        500.000        96.9415                 NaN            NaN            NaN  0.873173        2.18531                 NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.0174                 NaN            NaN            NaN  0.859818        2.12278                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.0918                 NaN            NaN            NaN  0.847932        2.06023                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.1605                 NaN            NaN            NaN  0.830938        2.00856                 NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.2316                 NaN  0.218949E-003            NaN  0.812429        1.95571                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.2959                 NaN  0.279413E-003            NaN  0.794655        1.90915                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.3577                 NaN  0.532869E-003            NaN  0.776769        1.86503                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.4211                 NaN  0.102323E-002            NaN  0.751734        1.82610                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.4789                 NaN  0.331222E-003            NaN  0.739380        1.78138                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.5345                 NaN  0.621099E-003            NaN  0.716334        1.74857                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.5881                 NaN            NaN            NaN  0.701764        1.71014                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.6395                 NaN            NaN            NaN  0.686152        1.67432                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.6927                 NaN  0.247938E-002            NaN  0.655931        1.64892                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.7361                 NaN            NaN            NaN  0.650812        1.61309                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.7833                 NaN            NaN            NaN  0.629868        1.58683                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.8259                 NaN            NaN            NaN  0.614182        1.55994                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        97.8700                 NaN            NaN            NaN  0.596811        1.53316                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        97.9102                 NaN            NaN            NaN  0.585147        1.50462                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        97.9505                 NaN            NaN            NaN  0.565949        1.48354                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        97.9885                 NaN            NaN            NaN  0.551570        1.45993                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.0248                 NaN            NaN            NaN  0.534576        1.44060                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.0587                 NaN            NaN            NaN  0.520940        1.42038                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.0933                 NaN            NaN            NaN  0.506605        1.40009                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1254                 NaN            NaN            NaN  0.493456        1.38118                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.1471                 NaN            NaN            NaN  0.480922        1.37196                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.1859                 NaN            NaN            NaN  0.466500        1.34758                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2164                 NaN            NaN            NaN  0.453105        1.33050                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.2409                 NaN            NaN            NaN  0.441037        1.31811                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.2687                 NaN            NaN            NaN  0.428244        1.30302                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.2966                 NaN            NaN            NaN  0.416379        1.28703                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.3180                 NaN            NaN            NaN  0.404739        1.27722                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3396                 NaN            NaN            NaN  0.393225        1.26716                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.3619                 NaN            NaN            NaN  0.381252        1.25681                 NaN            NaN            NaN            NaN            NaN
