|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1554.49        500.000       0.995297E-002   99.3247       0.552668       0.112635                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.10        500.000                 NaN   99.2497       0.750300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.71        500.000       0.189042E-002   99.9981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        500.000                 NaN   98.5240        1.46571       0.103010E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.93        500.000                 NaN   99.2482       0.751774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        500.000                 NaN   99.2823       0.717682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.15        500.000                 NaN   99.2723       0.727671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        500.000                 NaN   99.2743       0.725657       0.247310E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1543.37        500.000                 NaN   99.2771       0.722889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.98        500.000                 NaN   99.2830       0.716969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.59        500.000                 NaN   99.2849       0.715053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        500.000                 NaN   99.2883       0.711725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.81        500.000                 NaN   99.2909       0.709138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        500.000                 NaN   99.2943       0.705728       0.137550E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1535.03        500.000                 NaN   99.2973       0.702731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        500.000                 NaN   99.2990       0.700960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.25        500.000                 NaN   99.3026       0.697447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.87        500.000                 NaN   99.3044       0.695588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.48        500.000                 NaN   99.3069       0.693084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.09        500.000                 NaN   99.3073       0.692706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.70        500.000                 NaN   99.2832       0.642029                 NaN  0.747653E-001            NaN            NaN            NaN            NaN            NaN
  1525.31        500.000                 NaN   99.0015                 NaN            NaN  0.970944       0.275719E-001            NaN            NaN            NaN            NaN
  1523.92        500.000                 NaN   98.4270       0.445210                 NaN   1.12783                 NaN            NaN            NaN            NaN            NaN
  1522.53        500.000                 NaN   98.3939       0.484772                 NaN   1.12130                 NaN            NaN            NaN            NaN            NaN
  1521.14        500.000                 NaN   98.2799       0.519315                 NaN   1.20077                 NaN            NaN            NaN            NaN            NaN
  1519.75        500.000                 NaN   98.5872       0.425381                 NaN  0.987398                 NaN            NaN            NaN            NaN            NaN
  1518.36        500.000                 NaN   98.4733       0.465839                 NaN   1.06082                 NaN            NaN            NaN            NaN            NaN
  1516.97        500.000                 NaN   98.4963       0.457224                 NaN   1.04651                 NaN            NaN            NaN            NaN            NaN
  1515.58        500.000                 NaN   98.5216       0.451353                 NaN   1.02704                 NaN            NaN            NaN            NaN            NaN
  1514.19        500.000                 NaN   98.5437       0.443977                 NaN   1.01237                 NaN            NaN            NaN            NaN            NaN
  1512.80        500.000                 NaN   98.5675       0.435916                 NaN  0.996588                 NaN            NaN            NaN            NaN            NaN
  1511.41        500.000                 NaN   98.5902       0.427336                 NaN  0.982489                 NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN   98.6109       0.419165                 NaN  0.969900                 NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN   98.6305       0.412899                 NaN  0.956579                 NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN   98.6522       0.410346                 NaN  0.937408                 NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN   98.6738       0.398470                 NaN  0.927720                 NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN   98.6929       0.392956                 NaN  0.914110                 NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN   98.7123       0.387352                 NaN  0.900310                 NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN   98.7281       0.376044                 NaN  0.895844                 NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   98.7503       0.372428                 NaN  0.877250                 NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN   98.6979       0.384595                 NaN  0.917460                 NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN   98.8528       0.339272                 NaN  0.807963                 NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN   98.8007       0.355670                 NaN  0.843660                 NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   98.7841       0.340029                 NaN  0.875867                 NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN   98.8693       0.339095                 NaN  0.791588                 NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   98.8504       0.334109                 NaN  0.815530                 NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN   98.8644       0.326431                 NaN  0.809161                 NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   98.8800       0.320701                 NaN  0.799343                 NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN   98.8951       0.315242                 NaN  0.789631                 NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.9094       0.310072                 NaN  0.780532                 NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   98.9218       0.304084                 NaN  0.774119                 NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN   98.9383       0.296430                 NaN  0.765279                 NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN   98.9484       0.292582                 NaN  0.758973                 NaN            NaN            NaN            NaN            NaN
  1480.84        500.000                 NaN   98.9639       0.284648                 NaN  0.751458                 NaN            NaN            NaN            NaN            NaN
  1479.45        500.000                 NaN   98.9754       0.280590                 NaN  0.744060                 NaN            NaN            NaN            NaN            NaN
  1478.06        500.000                 NaN   98.9873       0.274034                 NaN  0.738652                 NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.0001       0.269230                 NaN  0.730650                 NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN   99.0118       0.263827                 NaN  0.724374                 NaN            NaN            NaN            NaN            NaN
  1473.89        500.000                 NaN   99.0225       0.259183                 NaN  0.718307                 NaN            NaN            NaN            NaN            NaN
  1472.50        500.000                 NaN   99.0359       0.253576                 NaN  0.710529                 NaN            NaN            NaN            NaN            NaN
  1471.11        500.000                 NaN   99.0451       0.249225                 NaN  0.705651                 NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN   99.0541       0.243844                 NaN  0.702019                 NaN            NaN            NaN            NaN            NaN
  1468.33        500.000                 NaN   99.0652       0.239804                 NaN  0.694990                 NaN            NaN            NaN            NaN            NaN
  1466.94        500.000                 NaN   99.0796       0.234505                 NaN  0.685900                 NaN            NaN            NaN            NaN            NaN
  1465.55        500.000                 NaN   99.0343                 NaN            NaN  0.605285       0.360394                 NaN            NaN            NaN            NaN
  1464.16        500.000                 NaN   99.1096       0.214578                 NaN  0.675783                 NaN            NaN            NaN            NaN            NaN
  1462.77        500.000                 NaN   99.1070       0.222465                 NaN  0.670546                 NaN            NaN            NaN            NaN            NaN
  1461.38        500.000                 NaN   99.1071       0.170018                 NaN  0.710518E-001  0.651814                 NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN   99.0922       0.457975E-001            NaN  0.608073       0.253936                 NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN   99.1036       0.370507E-001            NaN  0.597617       0.261736                 NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN   99.1094       0.315682E-001            NaN  0.592684       0.266302                 NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN   99.1169       0.256701E-001            NaN  0.271385       0.586013                 NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN   99.1247       0.219641E-001            NaN  0.272548       0.580795                 NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.1303       0.156371E-001            NaN  0.278571       0.575487                 NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN   99.1407       0.121712E-001            NaN  0.567562       0.279570                 NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN   99.1457       0.823340E-002            NaN  0.282087       0.564001                 NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN   99.1516       0.104299E-002            NaN  0.557402       0.289981                 NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN   99.4987       0.983954E-002            NaN  0.396459       0.949821E-001            NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN   98.8268       0.337057E-001            NaN  0.429893       0.709577                 NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN   99.1739                 NaN            NaN  0.542103       0.283951                 NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN   99.1816       0.523607E-002            NaN  0.538040       0.275126                 NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN   99.1867       0.643242E-003            NaN  0.279353       0.533316                 NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN   99.1939       0.838493E-003            NaN  0.276584       0.528698                 NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN   99.1998                 NaN            NaN  0.275758       0.524481                 NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN   99.2064                 NaN            NaN  0.519640       0.273938                 NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN   99.2120                 NaN            NaN  0.515406       0.272553                 NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN   99.2185                 NaN            NaN  0.270730       0.510789                 NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN   99.2235                 NaN            NaN  0.507535       0.268977                 NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN   99.2297                 NaN            NaN  0.503114       0.267151                 NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.2360                 NaN            NaN  0.498706       0.265307                 NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN   99.2414                 NaN            NaN  0.264311       0.494302                 NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN   99.2474                 NaN            NaN  0.491374       0.261234                 NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN   99.2522                 NaN            NaN  0.259845       0.488000                 NaN            NaN            NaN            NaN
  1425.25        500.000       0.389977E-003   99.2584                 NaN            NaN  0.481809       0.259407                 NaN            NaN            NaN            NaN
  1423.86        500.000       0.948506E-003   99.2632                 NaN            NaN  0.477105       0.258719                 NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN   99.2689                 NaN            NaN  0.255179       0.475971                 NaN            NaN            NaN            NaN
  1421.08        500.000       0.342801E-003   99.2727                 NaN            NaN  0.472498       0.254428                 NaN            NaN            NaN            NaN
  1419.69        500.000       0.194978E-003   99.2807                 NaN            NaN  0.466657       0.252476                 NaN            NaN            NaN            NaN
  1418.30        500.000       0.814107E-003   99.2841                 NaN            NaN  0.462734       0.252304                 NaN            NaN            NaN            NaN
  1416.91        500.000       0.782303E-003   99.2885                 NaN            NaN  0.251061       0.459626                 NaN            NaN            NaN            NaN
  1415.52        500.000       0.735526E-003   99.2948                 NaN            NaN  0.455448       0.248982                 NaN            NaN            NaN            NaN
  1414.13        500.000       0.705552E-003   99.2992                 NaN            NaN  0.452270       0.247802                 NaN            NaN            NaN            NaN
  1412.74        500.000       0.668676E-003   99.3037                 NaN            NaN  0.246227       0.449426                 NaN            NaN            NaN            NaN
  1411.35        500.000       0.632773E-003   99.3088                 NaN            NaN  0.244604       0.445989                 NaN            NaN            NaN            NaN
  1409.96        500.000       0.600991E-003   99.3129                 NaN            NaN  0.243404       0.443139                 NaN            NaN            NaN            NaN
  1408.57        500.000       0.562800E-003   99.3176                 NaN            NaN  0.439849       0.241957                 NaN            NaN            NaN            NaN
  1407.18        500.000       0.531102E-003   99.3224                 NaN            NaN  0.240523       0.436527                 NaN            NaN            NaN            NaN
  1405.79        500.000       0.501444E-003   99.3266                 NaN            NaN  0.239176       0.433684                 NaN            NaN            NaN            NaN
  1404.40        500.000       0.473457E-003   99.3298                 NaN            NaN  0.238119       0.431584                 NaN            NaN            NaN            NaN
  1403.01        500.000       0.440478E-003   99.3360                 NaN            NaN  0.427175       0.236411                 NaN            NaN            NaN            NaN
  1401.62        500.000       0.404346E-003   99.3384                 NaN            NaN  0.425684       0.235530                 NaN            NaN            NaN            NaN
  1400.23        500.000       0.375318E-003   99.3429                 NaN            NaN  0.233875       0.422834                 NaN            NaN            NaN            NaN
  1398.84        500.000       0.347532E-003   99.3477                 NaN            NaN  0.232495       0.419452                 NaN            NaN            NaN            NaN
  1397.45        500.000       0.324958E-003   99.3510                 NaN            NaN  0.417284       0.231384                 NaN            NaN            NaN            NaN
  1396.06        500.000       0.300413E-003   99.3514                 NaN            NaN  0.416490       0.231852                 NaN            NaN            NaN            NaN
  1394.67        500.000       0.262972E-003   99.3615                 NaN            NaN  0.409966       0.228278                 NaN            NaN            NaN            NaN
