|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1554.49        500.000       0.159217E-001   99.2247       0.626994       0.132397                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.10        500.000                 NaN   99.1487       0.851266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.71        500.000       0.303088E-002   99.9970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        500.000                 NaN   98.3259        1.66201       0.121073E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.93        500.000                 NaN   99.1465       0.853470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        500.000                 NaN   99.1851       0.814906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.15        500.000                 NaN   99.1735       0.826481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        500.000                 NaN   99.1756       0.824348       0.291627E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1543.37        500.000                 NaN   99.1785       0.821494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.98        500.000                 NaN   99.1851       0.814890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.59        500.000                 NaN   99.1871       0.812925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        500.000                 NaN   99.1908       0.809219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.81        500.000                 NaN   99.1935       0.806505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        500.000                 NaN   99.1973       0.802732       0.162693E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1535.03        500.000                 NaN   99.2005       0.799480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        500.000                 NaN   99.2025       0.797547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.25        500.000                 NaN   99.2061       0.793856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.87        500.000                 NaN   99.2081       0.791899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.48        500.000                 NaN   99.2107       0.789268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.09        500.000                 NaN   99.2111       0.788945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.70        500.000                 NaN   99.1839       0.731337                 NaN  0.847369E-001            NaN            NaN            NaN            NaN            NaN
  1525.31        500.000                 NaN   98.8685                 NaN            NaN   1.10035       0.311284E-001            NaN            NaN            NaN            NaN
  1523.92        500.000                 NaN   98.2204       0.506950                 NaN   1.27269                 NaN            NaN            NaN            NaN            NaN
  1522.53        500.000                 NaN   98.1822       0.552224                 NaN   1.26553                 NaN            NaN            NaN            NaN            NaN
  1521.14        500.000                 NaN   98.0528       0.591760                 NaN   1.35543                 NaN            NaN            NaN            NaN            NaN
  1519.75        500.000                 NaN   98.3996       0.485060                 NaN   1.11535                 NaN            NaN            NaN            NaN            NaN
  1518.36        500.000                 NaN   98.2704       0.531377                 NaN   1.19821                 NaN            NaN            NaN            NaN            NaN
  1516.97        500.000                 NaN   98.2958       0.521814                 NaN   1.18238                 NaN            NaN            NaN            NaN            NaN
  1515.58        500.000                 NaN   98.3240       0.515326                 NaN   1.16067                 NaN            NaN            NaN            NaN            NaN
  1514.19        500.000                 NaN   98.3484       0.507122                 NaN   1.14444                 NaN            NaN            NaN            NaN            NaN
  1512.80        500.000                 NaN   98.3749       0.498174                 NaN   1.12692                 NaN            NaN            NaN            NaN            NaN
  1511.41        500.000                 NaN   98.4000       0.488625                 NaN   1.11134                 NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN   98.4231       0.479494                 NaN   1.09743                 NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN   98.4447       0.472657                 NaN   1.08268                 NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN   98.4688       0.469934                 NaN   1.06129                 NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN   98.4928       0.456523                 NaN   1.05068                 NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN   98.5140       0.450415                 NaN   1.03558                 NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN   98.5356       0.444199                 NaN   1.02022                 NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN   98.5530       0.431436                 NaN   1.01560                 NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   98.5778       0.427497                 NaN  0.994742                 NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN   98.5177       0.441682                 NaN   1.04060                 NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN   98.6933       0.389878                 NaN  0.916862                 NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN   98.6337       0.408827                 NaN  0.957457                 NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   98.6143       0.391081                 NaN  0.994607                 NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN   98.7105       0.390267                 NaN  0.899197                 NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   98.6886       0.384702                 NaN  0.926663                 NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN   98.7042       0.376042                 NaN  0.919780                 NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   98.7214       0.369650                 NaN  0.908932                 NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN   98.7383       0.363524                 NaN  0.898187                 NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.7540       0.357785                 NaN  0.888214                 NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   98.7677       0.351030                 NaN  0.881224                 NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN   98.7861       0.342366                 NaN  0.871486                 NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN   98.7973       0.338095                 NaN  0.864600                 NaN            NaN            NaN            NaN            NaN
