|6.6.6
Archiving\03_Data\frac/QFM_m4.75/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60144        3.78453       0.873066E-006   8.51196        46.0358       0.553360        33.5129     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.41307        3.98123       0.880902E-006   8.51472        46.0227       0.551551        33.5167     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42396        3.97504       0.859440E-006   8.52032        46.0111       0.550241        33.5193     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28908        4.11851       0.863234E-006   8.52415        45.9970       0.548259        33.5231     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29761        4.11492       0.861130E-006   8.52972        45.9851       0.546928        33.5257     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.83389        3.58854                 NaN   8.55518        45.9514       0.543085        33.5279     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.85551        3.57227                 NaN   8.56135        45.9386       0.541659        33.5306     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.86543        3.56758                 NaN   8.56704        45.9265       0.540182        33.5333     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87188        3.56635                 NaN   8.57274        45.9142       0.538782        33.5360     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87900        3.56450                 NaN   8.57835        45.9021       0.537366        33.5387     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.88629        3.56249                 NaN   8.58404        45.8898       0.535934        33.5415     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.88653        3.56766                 NaN   8.58949        45.8776       0.534517        33.5442     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.89199        3.56761                 NaN   8.59510        45.8652       0.533093        33.5470     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18518        3.26463                 NaN   8.59562        45.8737       0.534876        33.5460     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.16804        3.28692                 NaN   8.60070        45.8621       0.533547        33.5487     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.15082        3.30936                 NaN   8.60586        45.8502       0.532219        33.5515     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.32091        3.14257                 NaN   8.63352        45.8213       0.529839        33.5518     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.11735        3.35342                 NaN   8.61600        45.8266       0.529553        33.5571     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.10093        3.37509                 NaN   8.62108        45.8148       0.528223        33.5599     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.08470        3.39671                 NaN   8.62610        45.8030       0.526866        33.5627     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.06872        3.41807                 NaN   8.63127        45.7910       0.525514        33.5655     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.22461        3.26719                 NaN   8.64023        45.7766       0.523721        33.5677     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13816        3.35859       0.377839E-003   8.64347        45.7661       0.522645        33.5707     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.20403        3.29853       0.223797E-003   8.65075        45.7522       0.520946        33.5733     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.20186        3.30623       0.169202E-003   8.65621        45.7399       0.519534        33.5761     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43094        10.2062                 NaN   8.84456        45.4218       0.492148        33.6043     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2664       0.387926                 NaN   8.85962        45.3885       0.487856        33.6098     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6088       0.566611E-001            NaN   8.87035        45.3658       0.484806        33.6136     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2867       0.383789                 NaN   8.87514        45.3546       0.483528        33.6163     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9853       0.689860                 NaN   8.87940        45.3442       0.482361        33.6188     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7350       0.944875                 NaN   8.88372        45.3337       0.481191        33.6215     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.514520E-001   10.5436        1.08910        8.88767        45.3241       0.480135        33.6240     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2242        1.47375                 NaN   8.89879        45.2980       0.476746        33.6286     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02052        10.6622       0.367810E-003   8.89076        45.3198       0.479634        33.6267     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90328        1.80532                 NaN   8.90798        45.2751       0.474187        33.6342     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26836        10.4218       0.902524E-005   8.89808        45.3027       0.477719        33.6314     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38570        10.3082       0.373274E-004   8.90194        45.2935       0.476721        33.6338     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.48597        10.2118       0.401195E-003   8.90584        45.2840       0.475682        33.6364     
