|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1541.48        500.000                 NaN   99.2912       0.688079                 NaN  0.207300E-001            NaN            NaN            NaN            NaN            NaN
  1540.07        500.000                 NaN   99.1172                 NaN            NaN  0.882777                 NaN            NaN            NaN            NaN            NaN
  1538.65        500.000                 NaN   99.1043                 NaN            NaN  0.895701                 NaN            NaN            NaN            NaN            NaN
  1537.24        500.000                 NaN   99.0920                 NaN            NaN  0.908031                 NaN            NaN            NaN            NaN            NaN
  1535.82        500.000       0.377795E-002   98.9738                 NaN            NaN   1.02247                 NaN            NaN            NaN            NaN            NaN
  1534.41        500.000       0.618266E-002   99.1180                 NaN            NaN  0.875844                 NaN            NaN            NaN            NaN            NaN
  1533.00        500.000       0.681149E-002   98.9945                 NaN            NaN  0.998698                 NaN            NaN            NaN            NaN            NaN
  1531.58        500.000       0.684028E-002   98.9515                 NaN            NaN   1.04164                 NaN            NaN            NaN            NaN            NaN
  1530.17        500.000       0.682903E-002   98.4277                 NaN            NaN   1.03044       0.535053                 NaN            NaN            NaN            NaN
  1528.76        500.000       0.666764E-002   98.4007                 NaN            NaN  0.470167        1.12249                 NaN            NaN            NaN            NaN
  1527.34        500.000       0.651985E-002   98.4262                 NaN            NaN  0.462093        1.10523                 NaN            NaN            NaN            NaN
  1525.93        500.000       0.636938E-002   98.4550                 NaN            NaN   1.08614       0.452459                 NaN            NaN            NaN            NaN
  1524.51        500.000       0.625203E-002   98.4777                 NaN            NaN  0.445765        1.07024                 NaN            NaN            NaN            NaN
  1523.10        500.000       0.610311E-002   98.5012                 NaN            NaN  0.436342        1.05634                 NaN            NaN            NaN            NaN
  1521.69        500.000       0.596259E-002   98.5254                 NaN            NaN   1.03927       0.429378                 NaN            NaN            NaN            NaN
  1520.27        500.000       0.582426E-002   98.5490                 NaN            NaN  0.421573        1.02365                 NaN            NaN            NaN            NaN
  1518.86        500.000       0.569081E-002   98.5704                 NaN            NaN  0.414749        1.00918                 NaN            NaN            NaN            NaN
  1517.45        500.000       0.556365E-002   98.5921                 NaN            NaN  0.407673       0.994705                 NaN            NaN            NaN            NaN
  1516.03        500.000       0.178705E-002   98.6136       0.237391                 NaN   1.06327       0.839826E-001            NaN            NaN            NaN            NaN
  1514.62        500.000       0.402981E-003   98.6250       0.317347                 NaN   1.05720                 NaN            NaN            NaN            NaN            NaN
  1513.20        500.000       0.322439E-003   98.6489       0.309662                 NaN   1.04114                 NaN            NaN            NaN            NaN            NaN
  1511.79        500.000       0.186584E-003   98.6706       0.305238                 NaN   1.02399                 NaN            NaN            NaN            NaN            NaN
  1510.38        500.000       0.723916E-004   98.6913       0.300549                 NaN   1.00811                 NaN            NaN            NaN            NaN            NaN
  1508.96        500.000       0.575968E-003   98.7124       0.292188                 NaN  0.994796                 NaN            NaN            NaN            NaN            NaN
  1507.55        500.000       0.203612E-002   98.7416       0.269805                 NaN  0.986554                 NaN            NaN            NaN            NaN            NaN
  1506.13        500.000                 NaN   98.7509       0.276210                 NaN  0.972857                 NaN            NaN            NaN            NaN            NaN
  1504.72        500.000                 NaN   98.7709       0.272162                 NaN  0.956931                 NaN            NaN            NaN            NaN            NaN
  1503.31        500.000                 NaN   98.7888       0.264567                 NaN  0.946661                 NaN            NaN            NaN            NaN            NaN
  1501.89        500.000                 NaN   98.8084       0.259409                 NaN  0.932219                 NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   98.8265       0.258391                 NaN  0.915095                 NaN            NaN            NaN            NaN            NaN
  1499.07        500.000                 NaN   98.8428       0.247154                 NaN  0.910010                 NaN            NaN            NaN            NaN            NaN
  1497.65        500.000                 NaN   98.8593       0.244109                 NaN  0.896584                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000                 NaN   98.8687       0.177134                 NaN  0.858482       0.956865E-001            NaN            NaN            NaN            NaN
  1494.82        500.000                 NaN   98.8834       0.163048                 NaN  0.843831       0.109701                 NaN            NaN            NaN            NaN
  1493.41        500.000                 NaN   98.8969       0.151262                 NaN  0.830336       0.121457                 NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   98.9110       0.140027                 NaN  0.816449       0.132497                 NaN            NaN            NaN            NaN
  1490.58        500.000                 NaN   98.9246       0.128663                 NaN  0.803785       0.142956                 NaN            NaN            NaN            NaN
  1489.17        500.000       0.156557E-002   98.9341       0.616557E-001            NaN  0.776412       0.226259                 NaN            NaN            NaN            NaN
  1487.76        500.000       0.328948E-002   98.9442                 NaN            NaN  0.303202       0.749265                 NaN            NaN            NaN            NaN
  1486.34        500.000       0.320122E-002   98.9570                 NaN            NaN  0.740360       0.299451                 NaN            NaN            NaN            NaN
  1484.93        500.000       0.311448E-002   98.9698                 NaN            NaN  0.730949       0.296152                 NaN            NaN            NaN            NaN
  1483.51        500.000       0.302774E-002   98.9823                 NaN            NaN  0.722089       0.292580                 NaN            NaN            NaN            NaN
  1482.10        500.000       0.294720E-002   98.9931                 NaN            NaN  0.290066       0.713912                 NaN            NaN            NaN            NaN
  1480.69        500.000       0.286772E-002   99.0074                 NaN            NaN  0.286663       0.703053                 NaN            NaN            NaN            NaN
  1479.27        500.000       0.279213E-002   99.0173                 NaN            NaN  0.696855       0.283093                 NaN            NaN            NaN            NaN
  1477.86        500.000       0.271490E-002   99.0288                 NaN            NaN  0.688096       0.280439                 NaN            NaN            NaN            NaN
  1476.45        500.000       0.263330E-002   99.0405                 NaN            NaN  0.679741       0.277173                 NaN            NaN            NaN            NaN
  1475.03        500.000       0.256869E-002   99.0497                 NaN            NaN  0.673539       0.274143                 NaN            NaN            NaN            NaN
  1473.62        500.000       0.248820E-002   99.0623                 NaN            NaN  0.663912       0.271284                 NaN            NaN            NaN            NaN
  1472.20        500.000       0.241849E-002   99.0720                 NaN            NaN  0.656905       0.268647                 NaN            NaN            NaN            NaN
  1470.79        500.000       0.234571E-002   99.0831                 NaN            NaN  0.265223       0.649335                 NaN            NaN            NaN            NaN
  1469.38        500.000       0.227754E-002   99.0903                 NaN            NaN  0.262741       0.644717                 NaN            NaN            NaN            NaN
  1467.96        500.000       0.220687E-002   99.1045                 NaN            NaN  0.260694       0.632603                 NaN            NaN            NaN            NaN
  1466.55        500.000       0.214861E-002   99.1117                 NaN            NaN  0.628697       0.257495                 NaN            NaN            NaN            NaN
  1465.14        500.000       0.207877E-002   99.1225                 NaN            NaN  0.619757       0.255623                 NaN            NaN            NaN            NaN
  1463.72        500.000       0.201421E-002   99.1309                 NaN            NaN  0.252129       0.614940                 NaN            NaN            NaN            NaN
  1462.31        500.000       0.195524E-002   99.1403                 NaN            NaN  0.250230       0.607474                 NaN            NaN            NaN            NaN
  1460.89        500.000       0.189469E-002   99.1488                 NaN            NaN  0.601245       0.248088                 NaN            NaN            NaN            NaN
  1459.48        500.000       0.183203E-002   99.1581                 NaN            NaN  0.245383       0.594687                 NaN            NaN            NaN            NaN
  1458.07        500.000       0.177596E-002   99.1661                 NaN            NaN  0.243269       0.588825                 NaN            NaN            NaN            NaN
  1456.65        500.000       0.171381E-002   99.1749                 NaN            NaN  0.240936       0.582424                 NaN            NaN            NaN            NaN
  1455.24        500.000       0.166549E-002   99.1824                 NaN            NaN  0.238890       0.577016                 NaN            NaN            NaN            NaN
  1453.82        500.000       0.160825E-002   99.1924                 NaN            NaN  0.236908       0.569061                 NaN            NaN            NaN            NaN
  1452.41        500.000       0.154909E-002   99.1999                 NaN            NaN  0.564251       0.234262                 NaN            NaN            NaN            NaN
  1451.00        500.000       0.149524E-002   99.2068                 NaN            NaN  0.559601       0.232111                 NaN            NaN            NaN            NaN
  1449.58        500.000       0.144347E-002   99.2154                 NaN            NaN  0.553508       0.229604                 NaN            NaN            NaN            NaN
  1448.17        500.000       0.139092E-002   99.2220                 NaN            NaN  0.547925       0.228671                 NaN            NaN            NaN            NaN
  1446.76        500.000       0.134007E-002   99.2311                 NaN            NaN  0.225668       0.541864                 NaN            NaN            NaN            NaN
  1445.34        500.000       0.128826E-002   99.2376                 NaN            NaN  0.223882       0.537218                 NaN            NaN            NaN            NaN
  1443.93        500.000       0.124107E-002   99.2447                 NaN            NaN  0.532222       0.221881                 NaN            NaN            NaN            NaN
  1442.51        500.000       0.119677E-002   99.2516                 NaN            NaN  0.220109       0.527093                 NaN            NaN            NaN            NaN
  1441.10        500.000       0.114353E-002   99.2590                 NaN            NaN  0.521882       0.217992                 NaN            NaN            NaN            NaN
  1439.69        500.000       0.110289E-002   99.2653                 NaN            NaN  0.216381       0.517195                 NaN            NaN            NaN            NaN
  1438.27        500.000       0.105607E-002   99.2716                 NaN            NaN  0.214343       0.513026                 NaN            NaN            NaN            NaN
  1436.86        500.000       0.101608E-002   99.2782                 NaN            NaN  0.508553       0.212221                 NaN            NaN            NaN            NaN
  1435.45        500.000       0.969505E-003   99.2855                 NaN            NaN  0.210792       0.502730                 NaN            NaN            NaN            NaN
  1434.03        500.000       0.927956E-003   99.2913                 NaN            NaN  0.208910       0.498868                 NaN            NaN            NaN            NaN
  1432.62        500.000       0.884498E-003   99.2977                 NaN            NaN  0.494132       0.207326                 NaN            NaN            NaN            NaN
  1431.20        500.000       0.848751E-003   99.3019                 NaN            NaN  0.491436       0.205793                 NaN            NaN            NaN            NaN
  1429.79        500.000       0.798466E-003   99.3112                 NaN            NaN  0.203952       0.484015                 NaN            NaN            NaN            NaN
  1428.38        500.000       0.761142E-003   99.3164                 NaN            NaN  0.202208       0.480629                 NaN            NaN            NaN            NaN
  1426.96        500.000       0.723926E-003   99.3216                 NaN            NaN  0.200600       0.477041                 NaN            NaN            NaN            NaN
  1425.55        500.000       0.689954E-003   99.3267                 NaN            NaN  0.198995       0.473662                 NaN            NaN            NaN            NaN
  1424.14        500.000       0.642995E-003   99.3327                 NaN            NaN  0.197479       0.469205                 NaN            NaN            NaN            NaN
  1422.72        500.000       0.610034E-003   99.3387                 NaN            NaN  0.464923       0.195812                 NaN            NaN            NaN            NaN
  1421.31        500.000       0.572352E-003   99.3440                 NaN            NaN  0.460945       0.194522                 NaN            NaN            NaN            NaN
  1419.89        500.000       0.540725E-003   99.3493                 NaN            NaN  0.192440       0.457704                 NaN            NaN            NaN            NaN
  1418.48        500.000       0.502767E-003   99.3518                 NaN            NaN  0.456620       0.191075                 NaN            NaN            NaN            NaN
  1417.07        500.000       0.469461E-003   99.3627                 NaN            NaN  0.189454       0.447388                 NaN            NaN            NaN            NaN
  1415.65        500.000       0.434597E-003   99.3649                 NaN            NaN  0.188344       0.446292                 NaN            NaN            NaN            NaN
  1414.24        500.000       0.405043E-003   99.3695                 NaN            NaN  0.443478       0.186625                 NaN            NaN            NaN            NaN
  1412.83        500.000       0.363015E-003   99.3752                 NaN            NaN  0.185587       0.438840                 NaN            NaN            NaN            NaN
  1411.41        500.000       0.338377E-003   99.3798                 NaN            NaN  0.435992       0.183878                 NaN            NaN            NaN            NaN
  1410.00        500.000       0.309715E-003   99.3841                 NaN            NaN  0.182730       0.432822                 NaN            NaN            NaN            NaN
  1408.58        500.000       0.273153E-003   99.3889                 NaN            NaN  0.181296       0.429527                 NaN            NaN            NaN            NaN
  1407.17        500.000       0.246139E-003   99.3940                 NaN            NaN  0.425593       0.180158                 NaN            NaN            NaN            NaN
  1405.76        500.000                 NaN   98.7155                 NaN            NaN  0.484332       0.453893       0.346276                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.3327                 NaN            NaN  0.512035       0.609921       0.545341                 NaN            NaN            NaN
  1402.93        500.000       0.463358E-003   98.3630                 NaN            NaN  0.501537       0.599582       0.535444                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.3921                 NaN            NaN  0.586536       0.495413       0.525991                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.4168                 NaN            NaN  0.488100       0.577022       0.518033                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.4435                 NaN            NaN  0.480299       0.566973       0.509273                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.4512                 NaN            NaN  0.478226       0.562712       0.507854                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.5128                 NaN            NaN  0.460563       0.540726       0.485943                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.5178                 NaN            NaN  0.538282       0.458896       0.485005                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.5393                 NaN            NaN  0.529935       0.452850       0.477868                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.5642                 NaN            NaN  0.444841       0.521126       0.469836                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.5857                 NaN            NaN  0.512373       0.439204       0.462727                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.6064                 NaN            NaN  0.432284       0.505493       0.455829                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.6269                 NaN            NaN  0.426624       0.497308       0.449201                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.6484                 NaN            NaN  0.489592       0.419902       0.442128                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.6671                 NaN            NaN  0.414547       0.482642       0.435717                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.6863                 NaN            NaN  0.408720       0.475567       0.429444                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.7055                 NaN            NaN  0.403177       0.468188       0.423164                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.7236                 NaN            NaN  0.461713       0.397695       0.417014                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.7415                 NaN            NaN  0.392133       0.455331       0.411082                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.7583                 NaN            NaN  0.387731       0.448514       0.405437                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.7754                 NaN            NaN  0.381842       0.443053       0.399709                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.7926                 NaN            NaN  0.376751       0.436500       0.394113                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.8083                 NaN            NaN  0.372067       0.430976       0.388683                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.8236                 NaN            NaN  0.367687       0.425094       0.383615                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.8376                 NaN            NaN  0.420151       0.363616       0.378610                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.8544                 NaN            NaN  0.357981       0.414517       0.373139                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.8671                 NaN            NaN  0.409840       0.354325       0.368775                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.8821                 NaN            NaN  0.404710       0.349413       0.363750                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.8956                 NaN            NaN  0.345367       0.399881       0.359177                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.9106                 NaN            NaN  0.340398       0.394709       0.354261                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.9223                 NaN            NaN  0.390388       0.337242       0.350057                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9362                 NaN            NaN  0.385913       0.332525       0.345363                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.9479                 NaN            NaN  0.329344       0.381374       0.341343                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.9599                 NaN            NaN  0.325118       0.377739       0.337289                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.9723                 NaN            NaN  0.320767       0.373924       0.333012                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.9842                 NaN            NaN  0.369301       0.317543       0.328963                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.9955                 NaN            NaN  0.314197       0.365277       0.325042                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.0073                 NaN            NaN  0.309321       0.362231       0.321147                 NaN            NaN            NaN
  1350.62        500.000                 NaN   99.0166                 NaN            NaN  0.357330       0.308330       0.317694                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.0288                 NaN            NaN  0.354077       0.303596       0.313547                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.0382                 NaN            NaN  0.351263       0.300222       0.310309                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.0478                 NaN            NaN  0.296470       0.348830       0.306850                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.0596                 NaN            NaN  0.292860       0.344505       0.303053                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.0686                 NaN            NaN  0.290515       0.341148       0.299734                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.0787                 NaN            NaN  0.286769       0.338264       0.296264                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.0868                 NaN            NaN  0.335708       0.284091       0.293425                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.0965                 NaN            NaN  0.332827       0.280532       0.290105                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.1053                 NaN            NaN  0.330033       0.277672       0.286978                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.1131                 NaN            NaN  0.327843       0.274867       0.284174                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.1220                 NaN            NaN  0.326128       0.270614       0.281303                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.1309                 NaN            NaN  0.322519       0.268594       0.278004                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.1387                 NaN            NaN  0.265623       0.320353       0.275293                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.1466                 NaN            NaN  0.262817       0.318107       0.272498                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.1533                 NaN            NaN  0.260400       0.316222       0.270104                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.1617                 NaN            NaN  0.257072       0.314098       0.267104                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.1688                 NaN            NaN  0.254325       0.312222       0.264625                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.1751                 NaN            NaN  0.251145       0.311374       0.262382                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.1820                 NaN            NaN  0.310274       0.247741       0.259936                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.1907                 NaN            NaN  0.244888       0.307421       0.256972                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.1974                 NaN            NaN  0.305979       0.241977       0.254662                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.2039                 NaN            NaN  0.305428       0.238258       0.252431                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.2097                 NaN            NaN  0.235506       0.304555       0.250194                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.2165                 NaN            NaN  0.232710       0.302864       0.247900                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.2231                 NaN            NaN  0.302744       0.228525       0.245632                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.2292                 NaN            NaN  0.303791       0.223510       0.243523                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.2345                 NaN            NaN  0.218729       0.305249       0.241554                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.2410                 NaN            NaN  0.213019       0.306571       0.239369                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.2445                 NaN            NaN  0.206998       0.310545       0.237982                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.2522                 NaN            NaN  0.200068       0.312387       0.235389                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.2579                 NaN            NaN  0.192466       0.316024       0.233560                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.2630                 NaN            NaN  0.214457       0.290854       0.231691                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.2751                 NaN  0.240993E-001  0.469114                 NaN  0.231683                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.2887                 NaN  0.640644E-001  0.412109                 NaN  0.235114                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.2962                 NaN  0.686992E-001  0.401762                 NaN  0.233301                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.3080                 NaN  0.723861E-001  0.390662                 NaN  0.228927                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.3128                 NaN  0.690694E-001  0.391047                 NaN  0.227069                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.3126                 NaN  0.532423E-001  0.408907                 NaN  0.225283                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.3294                 NaN  0.707697E-001  0.378715                 NaN  0.221144                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.3345                 NaN  0.672296E-001  0.379199                 NaN  0.219100                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.3397                 NaN  0.624231E-001  0.381123                 NaN  0.216721                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.3167                 NaN  0.633608E-001  0.380107                 NaN  0.224232       0.155940E-001            NaN            NaN
  1289.83        500.000                 NaN   99.3036                 NaN  0.582362E-001  0.385447                 NaN  0.227598       0.250781E-001            NaN            NaN
  1288.41        500.000                 NaN   99.3145                 NaN  0.605457E-001  0.375986                 NaN  0.224281       0.247259E-001            NaN            NaN
  1287.00        500.000                 NaN   99.3241                 NaN  0.596740E-001  0.371013                 NaN  0.221016       0.242352E-001            NaN            NaN
  1285.58        500.000                 NaN   99.3340                 NaN  0.593293E-001  0.365179                 NaN  0.217762       0.237598E-001            NaN            NaN
  1284.17        500.000                 NaN   99.3432                 NaN  0.593136E-001  0.359711                 NaN  0.214519       0.232954E-001            NaN            NaN
  1282.76        500.000                 NaN   99.3521                 NaN  0.591535E-001  0.354392                 NaN  0.211468       0.228617E-001            NaN            NaN
  1281.34        500.000                 NaN   99.3622                 NaN  0.579216E-001  0.349286                 NaN  0.208231       0.223707E-001            NaN            NaN
  1279.93        500.000                 NaN   99.3699                 NaN  0.567887E-001  0.346205                 NaN  0.205196       0.218761E-001            NaN            NaN
  1278.52        500.000                 NaN   99.3784                 NaN  0.567040E-001  0.341109                 NaN  0.202327       0.214631E-001            NaN            NaN
  1277.10        500.000                 NaN   99.3871                 NaN  0.554468E-001  0.337145                 NaN  0.199312       0.209858E-001            NaN            NaN
  1275.69        500.000                 NaN   99.3960                 NaN  0.555914E-001  0.331299                 NaN  0.196527       0.205993E-001            NaN            NaN
  1274.27        500.000                 NaN   99.4032                 NaN  0.529526E-001  0.330527                 NaN  0.193331       0.200377E-001            NaN            NaN
  1272.86        500.000                 NaN   99.4117                 NaN  0.529041E-001  0.325046                 NaN  0.190729       0.196652E-001            NaN            NaN
  1271.45        500.000                 NaN   99.4199                 NaN  0.518574E-001  0.321156                 NaN  0.187838       0.192176E-001            NaN            NaN
  1270.03        500.000                 NaN   99.4283                 NaN  0.500379E-001  0.317889                 NaN  0.185021       0.187632E-001            NaN            NaN
  1268.62        500.000                 NaN   99.4353                 NaN  0.486723E-001  0.315314                 NaN  0.182372       0.183183E-001            NaN            NaN
  1267.21        500.000                 NaN   95.2158                 NaN  0.886061E-001   1.12081                 NaN  0.646629       0.897765E-001   2.83838                 NaN
  1265.79        500.000                 NaN   95.0453                 NaN  0.828990E-001   1.15384                 NaN  0.659964       0.912181E-001   2.96679                 NaN
  1264.38        500.000                 NaN   95.3261                 NaN  0.710304E-001   1.10357                 NaN  0.624185       0.849155E-001   2.79021                 NaN
  1262.96        500.000                 NaN   95.5868                 NaN  0.608821E-001   1.05360                 NaN  0.590516       0.792363E-001   2.62901                 NaN
  1261.55        500.000                 NaN   95.8184                 NaN  0.533117E-001   1.00775                 NaN  0.560488       0.742078E-001   2.48581                 NaN
  1260.14        500.000                 NaN   96.0225                 NaN  0.488027E-001  0.965368                 NaN  0.533611       0.698474E-001   2.35986                 NaN
  1258.72        500.000                 NaN   96.2181                 NaN  0.408291E-001  0.927637                 NaN  0.508011       0.655192E-001   2.23992                 NaN
  1257.31        500.000                 NaN   96.3921                 NaN  0.366709E-001  0.890875                 NaN  0.484870       0.617866E-001   2.13373                 NaN
  1255.89        500.000                 NaN   96.5525                 NaN  0.327671E-001  0.856692                 NaN  0.463441       0.583197E-001   2.03628                 NaN
  1254.48        500.000                 NaN   96.6997                 NaN  0.266706E-001  0.828987                 NaN  0.443562       0.550072E-001   1.94604                 NaN
  1253.07        500.000                 NaN   96.8366                 NaN  0.251658E-001  0.797368                 NaN  0.424991       0.521301E-001   1.86378                 NaN
  1251.65        500.000                 NaN   96.9661                 NaN  0.205463E-001  0.771232                 NaN  0.407449       0.492437E-001   1.78547                 NaN
  1250.24        500.000                 NaN   97.0822                 NaN  0.196374E-001  0.744165                 NaN  0.391391       0.467899E-001   1.71580                 NaN
  1248.83        500.000                 NaN   97.1953                 NaN  0.160925E-001  0.720318                 NaN  0.375964       0.442437E-001   1.64804                 NaN
  1247.41        500.000                 NaN   97.3012                 NaN  0.140535E-001  0.694407                 NaN  0.361284       0.420844E-001   1.58696                 NaN
  1246.00        500.000                 NaN   97.3918                 NaN  0.711029E-002  0.685598                 NaN  0.348014       0.397318E-001   1.52773                 NaN
  1244.58        500.000                 NaN   97.4928                 NaN  0.374626E-002  0.661293                 NaN  0.334438       0.375638E-001   1.47012                 NaN
  1243.17        500.000                 NaN   97.5729                 NaN  0.327369E-002  0.643221                 NaN  0.322979       0.357918E-001   1.42185                 NaN
  1241.76        500.000                 NaN   97.6576                 NaN  0.627652E-002  0.617883                 NaN  0.312038       0.338876E-001   1.37233                 NaN
  1240.34        500.000                 NaN   97.7345                 NaN  0.837443E-002  0.596221                 NaN  0.301808       0.321522E-001   1.32696                 NaN
  1238.93        500.000                 NaN   97.8083                 NaN  0.301919E-004  0.587643                 NaN  0.289333       0.307774E-001   1.28395                 NaN
