|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1237.52        500.000                 NaN   97.8792                 NaN            NaN  0.569541                 NaN  0.279274       0.292912E-001   1.24271                 NaN
  1236.10        500.000                 NaN   97.9446                 NaN  0.319402E-003  0.553176                 NaN  0.271273       0.275447E-001   1.20312                 NaN
  1234.69        500.000                 NaN   98.0123                 NaN  0.556925E-003  0.534763                 NaN  0.260869       0.263860E-001   1.16515                 NaN
  1233.27        500.000                 NaN   98.0773                 NaN  0.603419E-004  0.517669                 NaN  0.251080       0.252282E-001   1.12868                 NaN
  1231.86        500.000                 NaN   98.1352                 NaN  0.210627E-003  0.502708                 NaN  0.243592       0.238052E-001   1.09447                 NaN
  1230.45        500.000                 NaN   98.1929                 NaN            NaN  0.487565                 NaN  0.234709       0.227903E-001   1.06204                 NaN
  1229.03        500.000                 NaN   98.2472                 NaN            NaN  0.473088                 NaN  0.226445       0.218014E-001   1.03144                 NaN
  1227.62        500.000                 NaN   98.3004                 NaN            NaN  0.458783                 NaN  0.219001       0.207247E-001   1.00113                 NaN
  1226.21        500.000                 NaN   98.3587                 NaN            NaN  0.440435                 NaN  0.208323       0.204032E-001  0.972151                 NaN
  1224.79        500.000                 NaN   98.3963                 NaN            NaN  0.433979                 NaN  0.206227       0.184969E-001  0.945022                 NaN
  1223.38        500.000                 NaN   98.4475                 NaN            NaN  0.418738                 NaN  0.197514       0.179425E-001  0.918325                 NaN
  1221.96        500.000                 NaN   98.4935                 NaN            NaN  0.405959                 NaN  0.191584       0.169501E-001  0.892017                 NaN
  1220.55        500.000                 NaN   98.5394                 NaN            NaN  0.392507                 NaN  0.185124       0.161175E-001  0.866874                 NaN
  1219.14        500.000                 NaN   98.5768                 NaN            NaN  0.383433                 NaN  0.180676       0.151145E-001  0.843973                 NaN
  1217.72        500.000                 NaN   75.2748                 NaN            NaN   2.99199                 NaN   2.06151       0.104508        9.71269        9.85448     
  1216.31        500.000                 NaN   71.5757                 NaN            NaN   3.42851                 NaN   2.35832       0.112580        11.0490        11.4759     
  1214.90        500.000                 NaN   75.6692                 NaN            NaN   2.94874                 NaN   2.01597       0.944707E-001   9.44882        9.82278     
  1213.48        500.000                 NaN   61.2525                 NaN  0.298972        3.98913                 NaN   3.24612       0.155891        15.2586        15.7987     
  1212.07        500.000                 NaN   96.9805                 NaN            NaN  0.683174                 NaN  0.170438       0.103684E-001  0.867903        1.28758     
  1210.65        500.000                 NaN   85.5177                 NaN  0.277610E-001   1.76496                 NaN   1.21237       0.511990E-001   5.62435        5.80171     
  1209.24        500.000                 NaN   89.3972                 NaN            NaN   1.31135                 NaN  0.887624       0.367161E-001   4.14275        4.22435     
  1207.83        500.000                 NaN   85.6862                 NaN  0.182955        1.38885                 NaN   1.22776       0.461306E-001   5.58391        5.88414     
  1206.41        500.000                 NaN   89.4307                 NaN            NaN  0.848775       0.419932       0.865065       0.386891E-001   4.13999        4.25688     
  1205.00        500.000                 NaN   41.0083                 NaN            NaN   4.94699        1.72695        4.75030       0.201177        22.6507        24.7156     
  1203.58        500.000                 NaN   88.2711                 NaN            NaN  0.656063       0.583898       0.873370       0.480784E-001   4.99953        4.56798     
  1202.17        500.000                 NaN   99.0745                 NaN            NaN  0.280529E-003  0.105284       0.230479E-001  0.977198E-002  0.787087                 NaN
  1200.76        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.34        500.000                 NaN   99.0407                 NaN  0.160109E-001            NaN            NaN  0.436015E-001  0.352395E-002  0.896183                 NaN
  1197.93        500.000                 NaN   99.5352                 NaN            NaN  0.204430       0.166317       0.860899E-001  0.800913E-002            NaN            NaN
  1196.52        500.000                 NaN   93.1943                 NaN  0.365715E-002  0.772930                 NaN  0.558661       0.206579E-001   2.67997        2.76978     
  1195.10        500.000                 NaN   99.3365                 NaN  0.104715E-001  0.438004E-001            NaN  0.104284E-001  0.807682E-002  0.590704                 NaN
  1193.69        500.000                 NaN   97.3132                 NaN            NaN  0.126033                 NaN  0.741511E-001            NaN   1.45375        1.03289     
  1192.27        500.000                 NaN   99.0428                 NaN  0.376660E-001  0.197045                 NaN  0.117901       0.668729E-002  0.597905                 NaN
  1190.86        500.000                 NaN   94.9877                 NaN            NaN  0.590294                 NaN  0.402736       0.207349E-001   2.39536        1.60315     
  1189.45        500.000                 NaN            NaN            NaN            NaN   8.29872                 NaN   6.95704       0.336465        43.1327        41.2751     
  1188.03        500.000                 NaN            NaN            NaN            NaN   8.30030                 NaN   6.95887       0.336066        43.1285        41.2762     
  1186.62        500.000                 NaN            NaN            NaN            NaN   2.38336        5.89842        6.95174       0.338798        43.1523        41.2754     
  1185.21        500.000                 NaN            NaN            NaN            NaN   2.35665        5.92670        6.95245       0.338415        43.1491        41.2767     
  1183.79        500.000                 NaN            NaN            NaN            NaN   2.28927        5.99548        6.95397       0.338036        43.1453        41.2779     
  1182.38        500.000                 NaN            NaN            NaN            NaN   2.87527        5.41351        6.95847       0.336054        43.1353        41.2814     
  1180.96        500.000                 NaN            NaN            NaN            NaN   2.81713        5.47301        6.95998       0.335666        43.1316        41.2826     
  1179.55        500.000                 NaN            NaN            NaN            NaN   2.75444        5.53715        6.96148       0.335280        43.1278        41.2839     
  1178.14        500.000                 NaN            NaN            NaN            NaN   2.67511        5.61745        6.96278       0.335003        43.1246        41.2851     
  1176.72        500.000                 NaN            NaN            NaN            NaN   2.61207        5.68216        6.96443       0.334552        43.1204        41.2864     
  1175.31        500.000                 NaN            NaN            NaN            NaN   4.28667        4.05612        7.00922       0.322062        43.0273        41.2986     
  1173.90        500.000                 NaN            NaN            NaN            NaN   4.28654        4.05599        7.00919       0.322054        43.0266        41.2996     
  1172.48        500.000                 NaN            NaN            NaN            NaN   2.40147        5.89815        6.96993       0.333104        43.1071        41.2903     
  1171.07        500.000                 NaN            NaN            NaN            NaN   2.31030        5.99093        6.97169       0.332664        43.1029        41.2916     
  1169.65        500.000                 NaN            NaN            NaN            NaN   2.22031        6.08284        6.97369       0.332148        43.0981        41.2929     
  1168.24        500.000                 NaN            NaN            NaN            NaN   2.12414        6.18104        6.97577       0.331614        43.0932        41.2942     
  1166.83        500.000                 NaN            NaN            NaN            NaN   2.02107        6.28624        6.97794       0.331057        43.0881        41.2956     
  1165.41        500.000                 NaN            NaN            NaN            NaN   8.30953                 NaN   6.98022       0.330473        43.0828        41.2970     
  1164.00        500.000                 NaN            NaN            NaN            NaN   8.31190                 NaN   6.98263       0.329857        43.0773        41.2983     
  1162.59        500.000                 NaN            NaN            NaN            NaN   8.31441                 NaN   6.98516       0.329211        43.0715        41.2997     
  1161.17        500.000                 NaN            NaN            NaN            NaN   8.31710                 NaN   6.98786       0.328523        43.0654        41.3012     
  1159.76        500.000                 NaN            NaN            NaN            NaN   2.11298        6.24344        7.02241       0.319290        42.9925        41.3094     
  1158.34        500.000                 NaN            NaN            NaN            NaN   2.11581        6.24194        7.02403       0.318883        42.9887        41.3106     
  1156.93        500.000                 NaN            NaN            NaN            NaN   2.11873        6.24035        7.02564       0.318474        42.9849        41.3119     
  1155.52        500.000                 NaN            NaN            NaN            NaN   2.11861        6.24178        7.02725       0.318071        42.9812        41.3131     
  1154.10        500.000                 NaN            NaN            NaN            NaN   2.12118        6.24056        7.02887       0.317658        42.9774        41.3143     
  1152.69        500.000                 NaN            NaN            NaN            NaN   2.12368        6.23942        7.03048       0.317244        42.9736        41.3156     
  1151.27        500.000                 NaN            NaN            NaN            NaN   2.12748        6.23699        7.03213       0.316825        42.9698        41.3168     
  1149.86        500.000                 NaN            NaN            NaN            NaN   2.12993        6.23591        7.03375       0.316407        42.9660        41.3181     
  1148.45        500.000                 NaN            NaN            NaN            NaN   2.13066        6.23655        7.03537       0.315991        42.9621        41.3193     
  1147.03        500.000                 NaN            NaN            NaN            NaN   2.13494        6.23366        7.03701       0.315565        42.9583        41.3205     
  1145.62        500.000                 NaN            NaN            NaN            NaN   2.13660        6.23340        7.03864       0.315143        42.9544        41.3218     
  1144.21        500.000                 NaN            NaN            NaN            NaN   2.13722        6.23417        7.04026       0.314720        42.9506        41.3230     
  1142.79        500.000                 NaN            NaN            NaN            NaN   2.13752        6.23528        7.04189       0.314295        42.9467        41.3243     
  1141.38        500.000                 NaN            NaN            NaN            NaN   2.13754        6.23667        7.04352       0.313869        42.9429        41.3255     
  1139.96        500.000                 NaN            NaN            NaN            NaN   2.14050        6.23515        7.04516       0.313436        42.9390        41.3268     
  1138.55        500.000                 NaN            NaN            NaN            NaN   2.14302        6.23407        7.04682       0.313000        42.9351        41.3280     
  1137.14        500.000                 NaN            NaN            NaN            NaN   2.14069        6.23783        7.04844       0.312570        42.9312        41.3293     
  1135.72        500.000                 NaN            NaN            NaN            NaN   2.14190        6.23808        7.05009       0.312133        42.9273        41.3305     
  1134.31        500.000                 NaN            NaN            NaN            NaN   2.13998        6.24144        7.05173       0.311697        42.9234        41.3318     
  1132.90        500.000                 NaN            NaN            NaN            NaN   2.14019        6.24271        7.05337       0.311256        42.9194        41.3330     
  1131.48        500.000                 NaN            NaN            NaN            NaN   2.13800        6.24637        7.05501       0.310816        42.9155        41.3343     
  1130.07        500.000                 NaN            NaN            NaN            NaN   2.13791        6.24796        7.05668       0.310368        42.9115        41.3355     
  1128.65        500.000                 NaN            NaN            NaN            NaN   2.13566        6.25170        7.05833       0.309923        42.9076        41.3368     
  1127.24        500.000                 NaN            NaN            NaN            NaN   2.13339        6.25547        7.05998       0.309474        42.9036        41.3381     
  1125.83        500.000                 NaN            NaN            NaN            NaN   2.12801        6.26236        7.06164       0.309026        42.8996        41.3393     
  1124.41        500.000                 NaN            NaN            NaN            NaN   2.12473        6.26717        7.06330       0.308572        42.8956        41.3406     
  1123.00        500.000                 NaN            NaN            NaN            NaN   2.11809        6.27535        7.06497       0.308119        42.8916        41.3419     
  1121.59        500.000                 NaN            NaN            NaN            NaN   2.11295        6.28204        7.06664       0.307657        42.8876        41.3431     
  1120.17        500.000                 NaN            NaN            NaN            NaN   2.10583        6.29071        7.06832       0.307198        42.8835        41.3444     
  1118.76        500.000                 NaN            NaN            NaN            NaN   2.09726        6.30086        7.06999       0.306736        42.8795        41.3457     
  1117.34        500.000                 NaN            NaN            NaN            NaN   2.08890        6.31080        7.07168       0.306269        42.8754        41.3469     
  1115.93        500.000                 NaN            NaN            NaN            NaN   2.07571        6.32558        7.07336       0.305802        42.8713        41.3482     
  1114.52        500.000                 NaN            NaN            NaN            NaN   2.06245        6.34046        7.07507       0.305329        42.8672        41.3495     
  1113.10        500.000                 NaN            NaN            NaN            NaN   2.04785        6.35670        7.07677       0.304853        42.8631        41.3508     
  1111.69        500.000                 NaN            NaN            NaN            NaN   2.03516        6.37104        7.07850       0.304371        42.8589        41.3520     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.01619        6.39168        7.08022       0.303887        42.8547        41.3533     
  1108.86        500.000                 NaN            NaN            NaN            NaN   1.99588        6.41368        7.08196       0.303398        42.8505        41.3546     
  1107.45        500.000                 NaN            NaN            NaN            NaN   1.97467        6.43661        7.08372       0.302901        42.8462        41.3559     
  1106.03        500.000                 NaN            NaN            NaN            NaN   1.94920        6.46382        7.08548       0.302403        42.8419        41.3572     
  1104.62        500.000                 NaN            NaN            NaN            NaN   1.92128        6.49351        7.08726       0.301896        42.8375        41.3585     
  1103.21        500.000                 NaN            NaN            NaN            NaN   1.88758        6.52903        7.08906       0.301382        42.8331        41.3598     
  1101.79        500.000                 NaN            NaN            NaN            NaN   1.85446        6.56397        7.09089       0.300861        42.8287        41.3611     
  1100.38        500.000                 NaN            NaN            NaN            NaN   1.81483        6.60551        7.09275       0.300327        42.8242        41.3624     
  1098.96        500.000                 NaN            NaN            NaN            NaN   1.76997        6.65231        7.09463       0.299785        42.8196        41.3637     
  1097.55        500.000                 NaN            NaN            NaN            NaN   1.71949        6.70477        7.09654       0.299234        42.8149        41.3651     
  1096.14        500.000                 NaN            NaN            NaN            NaN   1.66224        6.76406        7.09849       0.298670        42.8101        41.3664     
  1094.72        500.000                 NaN            NaN            NaN            NaN   1.59588        6.83254        7.10049       0.298089        42.8052        41.3678     
  1093.31        500.000                 NaN            NaN            NaN            NaN   1.52284        6.90778        7.10254       0.297493        42.8002        41.3691     
  1091.90        500.000                 NaN            NaN            NaN            NaN   1.43842        6.99449        7.10465       0.296876        42.7951        41.3705     
  1090.48        500.000                 NaN            NaN            NaN            NaN   1.34196        7.09336        7.10683       0.296237        42.7897        41.3719     
  1089.07        500.000                 NaN            NaN            NaN            NaN   1.23056        7.20730        7.10910       0.295569        42.7842        41.3733     
  1087.65        500.000                 NaN            NaN            NaN            NaN   1.10343        7.33711        7.11146       0.294871        42.7784        41.3747     
  1086.24        500.000                 NaN            NaN            NaN            NaN  0.951501        7.49192        7.11396       0.294130        42.7723        41.3762     
  1084.83        500.000                 NaN            NaN            NaN            NaN  0.771981        7.67457        7.11662       0.293341        42.7658        41.3776     
  1083.41        500.000                 NaN            NaN            NaN            NaN  0.556007        7.89398        7.11947       0.292488        42.7589        41.3792     
  1082.00        500.000                 NaN            NaN            NaN            NaN  0.293031        8.16078        7.12259       0.291555        42.7513        41.3808     
  1080.59        500.000                 NaN            NaN            NaN  0.168719E-004   8.45727                 NaN   7.12543       0.290728        42.7443        41.3823     
  1079.17        500.000                 NaN            NaN            NaN            NaN  0.159096        8.29857        7.12727       0.290184        42.7410        41.3839     
  1077.76        500.000                 NaN            NaN            NaN            NaN   4.59537        3.83396        7.10616       0.296670        42.7873        41.3806     
  1076.34        500.000                 NaN            NaN            NaN            NaN   4.55812        3.87273        7.10773       0.296216        42.7834        41.3818     
  1074.93        500.000                 NaN            NaN            NaN            NaN   4.51906        3.91334        7.10930       0.295755        42.7795        41.3830     
  1073.52        500.000                 NaN            NaN            NaN            NaN   4.47723        3.95681        7.11093       0.295276        42.7755        41.3843     
  1072.10        500.000                 NaN            NaN            NaN            NaN   4.43309        4.00267        7.11263       0.294781        42.7713        41.3856     
  1070.69        500.000                 NaN            NaN            NaN            NaN   4.38524        4.05229        7.11436       0.294264        42.7670        41.3868     
  1069.28        500.000                 NaN            NaN            NaN            NaN   4.33351        4.10589        7.11617       0.293729        42.7626        41.3881     
  1067.86        500.000                 NaN            NaN            NaN            NaN   4.27757        4.16380        7.11804       0.293174        42.7580        41.3894     
  1066.45        500.000                 NaN            NaN            NaN            NaN   4.21676        4.22670        7.11999       0.292590        42.7532        41.3907     
  1065.03        500.000                 NaN            NaN            NaN            NaN   4.14869        4.29700        7.12205       0.291974        42.7482        41.3921     
  1063.62        500.000                 NaN            NaN            NaN            NaN   4.07416        4.37390        7.12420       0.291328        42.7430        41.3935     
  1062.21        500.000                 NaN            NaN            NaN            NaN   3.98934        4.46130        7.12650       0.290634        42.7374        41.3949     
  1060.79        500.000                 NaN            NaN            NaN  0.157578E-004   3.89181        4.56162        7.12897       0.289888        42.7314        41.3963     
  1059.38        500.000                 NaN            NaN            NaN  0.504544E-004   4.46463        3.99389        7.13080       0.289309        42.7242        41.3971     
  1057.97        500.000                 NaN            NaN            NaN            NaN   3.63790        4.82227        7.13468       0.288153        42.7177        41.3993     
  1056.55        500.000                 NaN            NaN            NaN  0.513194E-004   4.68348        3.78147        7.13617       0.287672        42.7111        41.4001     
  1055.14        500.000                 NaN            NaN            NaN  0.505424E-004   4.82993        3.63894        7.13936       0.286698        42.7034        41.4017     
  1053.72        500.000                 NaN            NaN            NaN  0.496447E-004   3.45509        5.01849        7.14309       0.285555        42.6944        41.4034     
  1052.31        500.000                 NaN            NaN            NaN  0.592226        7.38476                 NaN   6.97116       0.342288        43.0678        41.6418     
  1050.90        500.000                 NaN            NaN            NaN  0.593689        7.38218                 NaN   6.97093       0.342362        43.0674        41.6434     
  1049.48        500.000                 NaN            NaN            NaN  0.592194        7.38431                 NaN   6.97109       0.342272        43.0664        41.6437     
  1048.07        500.000                 NaN            NaN            NaN  0.592178        7.38409                 NaN   6.97105       0.342264        43.0658        41.6447     
  1046.65        500.000                 NaN            NaN            NaN  0.592363        7.38358                 NaN   6.97102       0.342257        43.0651        41.6457     
  1045.24        500.000                 NaN            NaN            NaN  0.592146        7.38364                 NaN   6.97098       0.342248        43.0644        41.6465     
  1043.83        500.000                 NaN            NaN            NaN  0.592130        7.38341                 NaN   6.97094       0.342240        43.0638        41.6475     
  1042.41        500.000                 NaN            NaN            NaN  0.949215        6.84557                 NaN   6.94769       0.352673        43.0944        41.8105     
  1041.00        500.000                 NaN            NaN            NaN  0.976309        6.79888                 NaN   6.94206       0.354656        43.1052        41.8229     
  1039.59        500.000                 NaN            NaN            NaN   1.34237        6.06860                 NaN   6.80475       0.400638        43.4260        41.9576     
  1038.17        500.000                 NaN            NaN            NaN   1.34233        6.06842                 NaN   6.80472       0.400628        43.4254        41.9586     
  1036.76        500.000                 NaN            NaN            NaN   1.37208        6.02276                 NaN   6.80223       0.401662        43.4280        41.9733     
  1035.34        500.000                 NaN            NaN            NaN   1.37204        6.02259                 NaN   6.80220       0.401652        43.4273        41.9742     
  1033.93        500.000                 NaN            NaN            NaN   1.37200        6.02240                 NaN   6.80216       0.401644        43.4266        41.9752     
  1032.52        500.000                 NaN            NaN            NaN   1.36295        6.04101                 NaN   6.80597       0.400353        43.4167        41.9730     
  1031.10        500.000                 NaN            NaN            NaN   1.37193        6.02203                 NaN   6.80209       0.401625        43.4253        41.9771     
  1029.69        500.000                 NaN            NaN            NaN   1.42797        5.93684                 NaN   6.79791       0.403580        43.4296        42.0041     
  1028.28        500.000                 NaN            NaN            NaN   1.42794        5.93666                 NaN   6.79787       0.403570        43.4289        42.0051     
  1026.86        500.000                 NaN            NaN            NaN   1.42789        5.93649                 NaN   6.79784       0.403560        43.4282        42.0060     
  1025.45        500.000                 NaN            NaN            NaN   1.42786        5.93630                 NaN   6.79780       0.403552        43.4276        42.0069     
  1024.03        500.000                 NaN            NaN            NaN   1.42782       0.765903E-005   5.93612        6.79777       0.403542        43.4269        42.0079     
  1022.62        500.000                 NaN            NaN            NaN   1.45382        5.89699                 NaN   6.79604       0.404360        43.4277        42.0211     
  1021.21        500.000                 NaN            NaN            NaN   1.45378        5.89681                 NaN   6.79600       0.404350        43.4270        42.0220     
  1019.79        500.000                 NaN            NaN            NaN   1.45374        5.89663                 NaN   6.79597       0.404341        43.4263        42.0230     
  1018.38        500.000                 NaN            NaN            NaN   1.45369        5.89648                 NaN   6.79594       0.404330        43.4257        42.0239     
  1016.97        500.000                 NaN            NaN            NaN   1.26612        6.30959                 NaN   6.88815       0.373715        43.1979        41.9646     
  1015.55        500.000                 NaN            NaN            NaN   1.50261        5.82378                 NaN   6.79317       0.405736        43.4255        42.0492     
  1014.14        500.000                 NaN            NaN            NaN   1.50257        5.82359                 NaN   6.79313       0.405727        43.4249        42.0501     
  1012.72        500.000                 NaN            NaN            NaN   1.50254        5.82339                 NaN   6.79309       0.405720        43.4242        42.0510     
  1011.31        500.000                 NaN            NaN            NaN   1.50250        5.82321                 NaN   6.79306       0.405711        43.4235        42.0520     
  1009.90        500.000                 NaN            NaN            NaN   1.50189        5.82436                 NaN   6.79333       0.405602        43.4221        42.0528     
  1008.48        500.000                 NaN            NaN            NaN   1.33410        6.19714                 NaN   6.87693       0.377741        43.2137        42.0004     
  1007.07        500.000                 NaN            NaN            NaN   1.54656        5.75891                 NaN   6.79126       0.406781        43.4202        42.0763     
  1005.66        500.000                 NaN            NaN            NaN   1.54721        5.75776                 NaN   6.79122       0.406767        43.4195        42.0775     
  1004.24        500.000                 NaN            NaN            NaN   1.54718        5.75756                 NaN   6.79118       0.406760        43.4189        42.0785     
  1002.83        500.000                 NaN            NaN            NaN   1.54714        5.75737                 NaN   6.79114       0.406752        43.4182        42.0794     
  1001.41        500.000                 NaN            NaN            NaN   1.54709        5.75722                 NaN   6.79111       0.406741        43.4175        42.0803     
  1000.00        500.000                 NaN            NaN            NaN   1.39227        6.10298                 NaN   6.86878       0.380782        43.2226        42.0326     
