|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1236.10        500.000                 NaN   97.6271                 NaN  0.544020E-003  0.804906                 NaN  0.295926       0.515262E-001   1.21996                 NaN
  1234.69        500.000                 NaN   97.7018                 NaN  0.950511E-003  0.779427                 NaN  0.285026       0.494376E-001   1.18335                 NaN
  1233.27        500.000                 NaN   97.7738                 NaN  0.103182E-003  0.755886                 NaN  0.274758       0.473429E-001   1.14811                 NaN
  1231.86        500.000                 NaN   97.8370                 NaN  0.360938E-003  0.735899                 NaN  0.266974       0.447421E-001   1.11503                 NaN
  1230.45        500.000                 NaN   97.9009                 NaN            NaN  0.714937                 NaN  0.257632       0.429010E-001   1.08366                 NaN
  1229.03        500.000                 NaN   97.9610                 NaN            NaN  0.694914                 NaN  0.248937       0.411024E-001   1.05404                 NaN
  1227.62        500.000                 NaN   98.0199                 NaN            NaN  0.675278                 NaN  0.241114       0.391316E-001   1.02461                 NaN
  1226.21        500.000                 NaN   98.0866                 NaN            NaN  0.648654                 NaN  0.229699       0.385826E-001  0.996450                 NaN
  1224.79        500.000                 NaN   98.1255                 NaN            NaN  0.641661                 NaN  0.227715       0.350286E-001  0.970046                 NaN
  1223.38        500.000                 NaN   98.1838                 NaN            NaN  0.619708                 NaN  0.218413       0.340291E-001  0.944031                 NaN
  1221.96        500.000                 NaN   98.2351                 NaN            NaN  0.602196                 NaN  0.212158       0.321936E-001  0.918311                 NaN
  1220.55        500.000                 NaN   98.2869                 NaN            NaN  0.583413                 NaN  0.205294       0.306561E-001  0.893701                 NaN
  1219.14        500.000                 NaN   98.3280                 NaN            NaN  0.571255                 NaN  0.200640       0.287887E-001  0.871311                 NaN
  1217.72        500.000                 NaN   73.4124                 NaN            NaN   4.35162                 NaN   2.23951       0.194732        9.80834        9.99339     
  1216.31        500.000                 NaN   69.5441                 NaN            NaN   4.97080                 NaN   2.55391       0.209117        11.1212        11.6008     
  1214.90        500.000                 NaN   73.8101                 NaN            NaN   4.29173                 NaN   2.19329       0.176297        9.55315        9.97548     
  1213.48        500.000                 NaN   58.9631                 NaN  0.504190        5.68592                 NaN   3.48721       0.287263        15.2303        15.8420     
  1212.07        500.000                 NaN   96.5603                 NaN            NaN  0.996983                 NaN  0.189560       0.197808E-001  0.896683        1.33665     
  1210.65        500.000                 NaN   84.2138                 NaN  0.480338E-001   2.59152                 NaN   1.33500       0.967090E-001   5.75216        5.96279     
  1209.24        500.000                 NaN   88.3929                 NaN            NaN   1.93587                 NaN  0.982180       0.696926E-001   4.25666        4.36272     
  1207.83        500.000                 NaN   84.4065                 NaN  0.317305        2.05138                 NaN   1.35506       0.873398E-001   5.72127        6.06111     
  1206.41        500.000                 NaN   88.4314                 NaN            NaN   1.25865       0.611749       0.959165       0.735899E-001   4.26039        4.40501     
  1205.00        500.000                 NaN   38.6159                 NaN            NaN   6.90596        2.39531        5.03228       0.365608        22.2499        24.4350     
  1203.58        500.000                 NaN   87.2346                 NaN            NaN  0.961706       0.844473       0.971502       0.917480E-001   5.15403        4.74192     
  1202.17        500.000                 NaN   98.9840                 NaN            NaN  0.410271E-003  0.152324       0.259245E-001  0.188569E-001  0.818439                 NaN
  1200.76        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.34        500.000                 NaN   98.9846                 NaN  0.283125E-001            NaN            NaN  0.490591E-001  0.680256E-002  0.931212                 NaN
  1197.93        500.000                 NaN   99.3371                 NaN            NaN  0.303163       0.247445       0.968692E-001  0.154615E-001            NaN            NaN
  1196.52        500.000                 NaN   92.5121                 NaN  0.643816E-002   1.14476                 NaN  0.625753       0.396992E-001   2.77647        2.89481     
  1195.10        500.000                 NaN   99.2755                 NaN  0.185622E-001  0.653214E-001            NaN  0.117615E-001  0.156291E-001  0.613273                 NaN
  1193.69        500.000                 NaN   97.1418                 NaN            NaN  0.182036                 NaN  0.834841E-001            NaN   1.50766        1.08501     
  1192.27        500.000                 NaN   98.8732                 NaN  0.667276E-001  0.293685                 NaN  0.132886       0.129324E-001  0.620558                 NaN
  1190.86        500.000                 NaN   94.4699                 NaN            NaN  0.877467                 NaN  0.452707       0.399920E-001   2.47861        1.68128     
  1189.45        500.000                 NaN            NaN            NaN            NaN   11.2780                 NaN   7.20100       0.597571        41.0657        39.8578     
  1188.03        500.000                 NaN            NaN            NaN            NaN   11.2797                 NaN   7.20295       0.596878        41.0625        39.8580     
  1186.62        500.000                 NaN            NaN            NaN            NaN   3.26252        8.00027        7.19546       0.601732        41.0846        39.8554     
  1185.21        500.000                 NaN            NaN            NaN            NaN   3.22607        8.03880        7.19622       0.601066        41.0822        39.8557     
  1183.79        500.000                 NaN            NaN            NaN            NaN   3.13393        8.13263        7.19784       0.600408        41.0792        39.8560     
  1182.38        500.000                 NaN            NaN            NaN            NaN   3.93617        7.33817        7.20235       0.596886        41.0690        39.8574     
  1180.96        500.000                 NaN            NaN            NaN            NaN   3.85670        7.41933        7.20396       0.596213        41.0662        39.8576     
  1179.55        500.000                 NaN            NaN            NaN            NaN   3.77099        7.50679        7.20555       0.595540        41.0632        39.8579     
  1178.14        500.000                 NaN            NaN            NaN            NaN   3.66251        7.61650        7.20694       0.595063        41.0609        39.8581     
  1176.72        500.000                 NaN            NaN            NaN            NaN   3.57630        7.70474        7.20870       0.594277        41.0576        39.8584     
  1175.31        500.000                 NaN            NaN            NaN            NaN   5.86911        5.46717        7.25491       0.572088        40.9684        39.8683     
  1173.90        500.000                 NaN            NaN            NaN            NaN   5.86913        5.46716        7.25491       0.572088        40.9684        39.8683     
  1172.48        500.000                 NaN            NaN            NaN            NaN   3.28823        7.99926        7.21451       0.591749        41.0468        39.8594     
  1171.07        500.000                 NaN            NaN            NaN            NaN   3.16354        8.12589        7.21638       0.590980        41.0435        39.8598     
  1169.65        500.000                 NaN            NaN            NaN            NaN   3.04043        8.25129        7.21849       0.590079        41.0396        39.8601     
  1168.24        500.000                 NaN            NaN            NaN            NaN   2.90882        8.38526        7.22069       0.589145        41.0356        39.8605     
  1166.83        500.000                 NaN            NaN            NaN            NaN   2.76776        8.52880        7.22297       0.588170        41.0314        39.8609     
  1165.41        500.000                 NaN            NaN            NaN            NaN   11.2992                 NaN   7.22539       0.587145        41.0270        39.8613     
  1164.00        500.000                 NaN            NaN            NaN            NaN   11.3019                 NaN   7.22792       0.586065        41.0224        39.8617     
  1162.59        500.000                 NaN            NaN            NaN            NaN   11.3048                 NaN   7.23059       0.584932        41.0176        39.8621     
  1161.17        500.000                 NaN            NaN            NaN            NaN   11.3078                 NaN   7.23342       0.583724        41.0124        39.8626     
  1159.76        500.000                 NaN            NaN            NaN            NaN   2.84910        8.50075        7.26924       0.567333        40.9439        39.8697     
  1158.34        500.000                 NaN            NaN            NaN            NaN   2.85300        8.49852        7.27096       0.566623        40.9410        39.8699     
  1156.93        500.000                 NaN            NaN            NaN            NaN   2.85703        8.49617        7.27267       0.565911        40.9380        39.8702     
  1155.52        500.000                 NaN            NaN            NaN            NaN   2.85696        8.49790        7.27437       0.565209        40.9351        39.8705     
  1154.10        500.000                 NaN            NaN            NaN            NaN   2.86052        8.49604        7.27609       0.564488        40.9321        39.8707     
  1152.69        500.000                 NaN            NaN            NaN            NaN   2.86397        8.49429        7.27780       0.563766        40.9292        39.8710     
  1151.27        500.000                 NaN            NaN            NaN            NaN   2.86919        8.49080        7.27955       0.563036        40.9262        39.8713     
  1149.86        500.000                 NaN            NaN            NaN            NaN   2.87258        8.48913        7.28127       0.562306        40.9232        39.8715     
  1148.45        500.000                 NaN            NaN            NaN            NaN   2.87365        8.48978        7.28298       0.561580        40.9202        39.8718     
  1147.03        500.000                 NaN            NaN            NaN            NaN   2.87952        8.48567        7.28472       0.560837        40.9172        39.8721     
  1145.62        500.000                 NaN            NaN            NaN            NaN   2.88184        8.48510        7.28645       0.560100        40.9142        39.8724     
  1144.21        500.000                 NaN            NaN            NaN            NaN   2.88276        8.48592        7.28817       0.559362        40.9112        39.8726     
  1142.79        500.000                 NaN            NaN            NaN            NaN   2.88326        8.48718        7.28990       0.558619        40.9081        39.8729     
  1141.38        500.000                 NaN            NaN            NaN            NaN   2.88337        8.48884        7.29163       0.557875        40.9051        39.8732     
  1139.96        500.000                 NaN            NaN            NaN            NaN   2.88745        8.48656        7.29337       0.557119        40.9020        39.8735     
  1138.55        500.000                 NaN            NaN            NaN            NaN   2.89095        8.48487        7.29513       0.556358        40.8989        39.8738     
  1137.14        500.000                 NaN            NaN            NaN            NaN   2.88789        8.48971        7.29685       0.555608        40.8959        39.8740     
  1135.72        500.000                 NaN            NaN            NaN            NaN   2.88961        8.48981        7.29860       0.554843        40.8928        39.8743     
  1134.31        500.000                 NaN            NaN            NaN            NaN   2.88712        8.49411        7.30033       0.554082        40.8898        39.8746     
  1132.90        500.000                 NaN            NaN            NaN            NaN   2.88748        8.49558        7.30207       0.553311        40.8867        39.8749     
  1131.48        500.000                 NaN            NaN            NaN            NaN   2.88461        8.50028        7.30381       0.552542        40.8836        39.8752     
  1130.07        500.000                 NaN            NaN            NaN            NaN   2.88458        8.50218        7.30558       0.551758        40.8804        39.8755     
  1128.65        500.000                 NaN            NaN            NaN            NaN   2.88164        8.50698        7.30732       0.550980        40.8773        39.8758     
  1127.24        500.000                 NaN            NaN            NaN            NaN   2.87867        8.51182        7.30908       0.550197        40.8742        39.8761     
  1125.83        500.000                 NaN            NaN            NaN            NaN   2.87150        8.52086        7.31083       0.549412        40.8710        39.8764     
  1124.41        500.000                 NaN            NaN            NaN            NaN   2.86716        8.52710        7.31260       0.548618        40.8679        39.8767     
  1123.00        500.000                 NaN            NaN            NaN            NaN   2.85828        8.53788        7.31436       0.547826        40.8647        39.8770     
  1121.59        500.000                 NaN            NaN            NaN            NaN   2.85144        8.54665        7.31614       0.547017        40.8615        39.8773     
  1120.17        500.000                 NaN            NaN            NaN            NaN   2.84191        8.55809        7.31791       0.546214        40.8583        39.8776     
  1118.76        500.000                 NaN            NaN            NaN            NaN   2.83043        8.57151        7.31969       0.545407        40.8551        39.8779     
  1117.34        500.000                 NaN            NaN            NaN            NaN   2.81924        8.58466        7.32148       0.544590        40.8518        39.8782     
  1115.93        500.000                 NaN            NaN            NaN            NaN   2.80154        8.60433        7.32326       0.543772        40.8486        39.8785     
  1114.52        500.000                 NaN            NaN            NaN            NaN   2.78373        8.62413        7.32506       0.542944        40.8453        39.8788     
  1113.10        500.000                 NaN            NaN            NaN            NaN   2.76410        8.64576        7.32687       0.542110        40.8420        39.8791     
  1111.69        500.000                 NaN            NaN            NaN            NaN   2.74706        8.66483        7.32870       0.541266        40.8387        39.8795     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.72152        8.69241        7.33052       0.540419        40.8353        39.8798     
  1108.86        500.000                 NaN            NaN            NaN            NaN   2.69420        8.72180        7.33236       0.539562        40.8320        39.8801     
  1107.45        500.000                 NaN            NaN            NaN            NaN   2.66565        8.75245        7.33422       0.538690        40.8285        39.8805     
  1106.03        500.000                 NaN            NaN            NaN            NaN   2.63135        8.78887        7.33609       0.537817        40.8251        39.8808     
  1104.62        500.000                 NaN            NaN            NaN            NaN   2.59374        8.82862        7.33798       0.536929        40.8216        39.8811     
  1103.21        500.000                 NaN            NaN            NaN            NaN   2.54831        8.87623        7.33989       0.536028        40.8181        39.8815     
  1101.79        500.000                 NaN            NaN            NaN            NaN   2.50369        8.92308        7.34181       0.535113        40.8145        39.8818     
  1100.38        500.000                 NaN            NaN            NaN            NaN   2.45026        8.97879        7.34378       0.534176        40.8108        39.8822     
  1098.96        500.000                 NaN            NaN            NaN            NaN   2.38975        9.04161        7.34577       0.533225        40.8071        39.8826     
  1097.55        500.000                 NaN            NaN            NaN            NaN   2.32168        9.11205        7.34779       0.532258        40.8033        39.8829     
  1096.14        500.000                 NaN            NaN            NaN            NaN   2.24445        9.19171        7.34985       0.531267        40.7994        39.8833     
  1094.72        500.000                 NaN            NaN            NaN            NaN   2.15491        9.28375        7.35197       0.530246        40.7954        39.8837     
  1093.31        500.000                 NaN            NaN            NaN            NaN   2.05635        9.38490        7.35413       0.529198        40.7913        39.8841     
  1091.90        500.000                 NaN            NaN            NaN            NaN   1.94242        9.50151        7.35636       0.528114        40.7871        39.8845     
  1090.48        500.000                 NaN            NaN            NaN            NaN   1.81221        9.63451        7.35866       0.526989        40.7827        39.8850     
  1089.07        500.000                 NaN            NaN            NaN            NaN   1.66182        9.78782        7.36105       0.525814        40.7780        39.8854     
  1087.65        500.000                 NaN            NaN            NaN            NaN   1.49018        9.96254        7.36354       0.524585        40.7732        39.8859     
  1086.24        500.000                 NaN            NaN            NaN            NaN   1.28505        10.1710        7.36617       0.523280        40.7681        39.8865     
  1084.83        500.000                 NaN            NaN            NaN            NaN   1.04263        10.4169        7.36897       0.521888        40.7626        39.8870     
  1083.41        500.000                 NaN            NaN            NaN            NaN  0.750960        10.7124        7.37197       0.520384        40.7567        39.8876     
  1082.00        500.000                 NaN            NaN            NaN            NaN  0.395790        11.0718        7.37525       0.518737        40.7501        39.8883     
  1080.59        500.000                 NaN            NaN            NaN  0.275128E-004   11.4713                 NaN   7.37824       0.517278        40.7442        39.8889     
  1079.17        500.000                 NaN            NaN            NaN            NaN  0.214898        11.2582        7.38013       0.516317        40.7413        39.8892     
  1077.76        500.000                 NaN            NaN            NaN            NaN   6.20736        5.23575        7.35829       0.527870        40.7857        39.8850     
  1076.34        500.000                 NaN            NaN            NaN            NaN   6.15723        5.28777        7.35995       0.527073        40.7827        39.8853     
  1074.93        500.000                 NaN            NaN            NaN            NaN   6.10466        5.34226        7.36162       0.526266        40.7796        39.8856     
  1073.52        500.000                 NaN            NaN            NaN            NaN   6.04833        5.40058        7.36335       0.525427        40.7764        39.8859     
  1072.10        500.000                 NaN            NaN            NaN            NaN   5.98889        5.46213        7.36515       0.524557        40.7731        39.8862     
  1070.69        500.000                 NaN            NaN            NaN            NaN   5.92443        5.52873        7.36698       0.523651        40.7697        39.8865     
  1069.28        500.000                 NaN            NaN            NaN            NaN   5.85472        5.60070        7.36889       0.522710        40.7661        39.8869     
  1067.86        500.000                 NaN            NaN            NaN            NaN   5.77932        5.67845        7.37087       0.521736        40.7624        39.8872     
  1066.45        500.000                 NaN            NaN            NaN            NaN   5.69733        5.76292        7.37293       0.520709        40.7585        39.8876     
  1065.03        500.000                 NaN            NaN            NaN            NaN   5.60553        5.85735        7.37511       0.519624        40.7544        39.8880     
  1063.62        500.000                 NaN            NaN            NaN            NaN   5.50501        5.96065        7.37738       0.518486        40.7501        39.8884     
  1062.21        500.000                 NaN            NaN            NaN            NaN   5.39056        6.07809        7.37980       0.517265        40.7454        39.8889     
  1060.79        500.000                 NaN            NaN            NaN  0.257058E-004   5.25894        6.21292        7.38240       0.515948        40.7404        39.8894     
  1059.38        500.000                 NaN            NaN            NaN  0.823125E-004   6.07833        5.39714        7.38446       0.514939        40.7351        39.8900     
  1057.97        500.000                 NaN            NaN            NaN            NaN   4.91614        6.56336        7.38840       0.512886        40.7287        39.8905     
  1056.55        500.000                 NaN            NaN            NaN  0.837237E-004   6.37230        5.11040        7.39012       0.512051        40.7240        39.8911     
  1055.14        500.000                 NaN            NaN            NaN  0.824588E-004   6.56910        4.91794        7.39347       0.510329        40.7173        39.8918     
  1053.72        500.000                 NaN            NaN            NaN  0.809968E-004   4.66963        6.82256        7.39738       0.508308        40.7095        39.8926     
  1052.31        500.000                 NaN            NaN            NaN  0.966526        9.98473                 NaN   7.22209       0.609540        41.0806        40.1365     
  1050.90        500.000                 NaN            NaN            NaN  0.968941        9.98130                 NaN   7.22190       0.609687        41.0810        40.1372     
  1049.48        500.000                 NaN            NaN            NaN  0.966527        9.98473                 NaN   7.22209       0.609539        41.0806        40.1365     
  1048.07        500.000                 NaN            NaN            NaN  0.966528        9.98473                 NaN   7.22209       0.609540        41.0806        40.1365     
  1046.65        500.000                 NaN            NaN            NaN  0.966857        9.98430                 NaN   7.22209       0.609542        41.0806        40.1366     
  1045.24        500.000                 NaN            NaN            NaN  0.966530        9.98473                 NaN   7.22209       0.609540        41.0806        40.1365     
  1043.83        500.000                 NaN            NaN            NaN  0.966531        9.98472                 NaN   7.22209       0.609540        41.0806        40.1365     
  1042.41        500.000                 NaN            NaN            NaN   1.54992        9.19236                 NaN   7.20027       0.628330        41.1239        40.3052     
  1041.00        500.000                 NaN            NaN            NaN   1.59424        9.12642                 NaN   7.19462       0.631891        41.1358        40.3171     
  1039.59        500.000                 NaN            NaN            NaN   2.19267        8.12782                 NaN   7.05436       0.714036        41.4536        40.4575     
  1038.17        500.000                 NaN            NaN            NaN   2.19267        8.12782                 NaN   7.05436       0.714036        41.4536        40.4575     
  1036.76        500.000                 NaN            NaN            NaN   2.24138        8.06114                 NaN   7.05199       0.715913        41.4578        40.4718     
  1035.34        500.000                 NaN            NaN            NaN   2.24138        8.06115                 NaN   7.05199       0.715912        41.4578        40.4718     
  1033.93        500.000                 NaN            NaN            NaN   2.24138        8.06114                 NaN   7.05199       0.715912        41.4578        40.4718     
  1032.52        500.000                 NaN            NaN            NaN   2.22663        8.08661                 NaN   7.05593       0.713624        41.4487        40.4685     
  1031.10        500.000                 NaN            NaN            NaN   2.24138        8.06114                 NaN   7.05199       0.715913        41.4578        40.4718     
  1029.69        500.000                 NaN            NaN            NaN   2.33312        7.93605                 NaN   7.04802       0.719446        41.4645        40.4989     
  1028.28        500.000                 NaN            NaN            NaN   2.33313        7.93604                 NaN   7.04802       0.719447        41.4645        40.4989     
  1026.86        500.000                 NaN            NaN            NaN   2.33312        7.93605                 NaN   7.04802       0.719446        41.4645        40.4989     
  1025.45        500.000                 NaN            NaN            NaN   2.33313        7.93604                 NaN   7.04802       0.719447        41.4645        40.4989     
  1024.03        500.000                 NaN            NaN            NaN   2.33313       0.103547E-004   7.93603        7.04802       0.719447        41.4645        40.4989     
  1022.62        500.000                 NaN            NaN            NaN   2.37574        7.87847                 NaN   7.04642       0.720937        41.4669        40.5116     
  1021.21        500.000                 NaN            NaN            NaN   2.37574        7.87847                 NaN   7.04642       0.720937        41.4669        40.5116     
  1019.79        500.000                 NaN            NaN            NaN   2.37574        7.87847                 NaN   7.04642       0.720937        41.4669        40.5116     
  1018.38        500.000                 NaN            NaN            NaN   2.37572        7.87850                 NaN   7.04642       0.720933        41.4669        40.5116     
  1016.97        500.000                 NaN            NaN            NaN   2.06893        8.43211                 NaN   7.14099       0.666261        41.2444        40.4473     
  1015.55        500.000                 NaN            NaN            NaN   2.45590        7.77115                 NaN   7.04391       0.723503        41.4698        40.5357     
  1014.14        500.000                 NaN            NaN            NaN   2.45591        7.77113                 NaN   7.04391       0.723504        41.4698        40.5357     
  1012.72        500.000                 NaN            NaN            NaN   2.45593        7.77109                 NaN   7.04390       0.723508        41.4698        40.5357     
  1011.31        500.000                 NaN            NaN            NaN   2.45593        7.77109                 NaN   7.04390       0.723508        41.4698        40.5357     
  1009.90        500.000                 NaN            NaN            NaN   2.45500        7.77285                 NaN   7.04422       0.723330        41.4690        40.5355     
  1008.48        500.000                 NaN            NaN            NaN   2.18050        8.27173                 NaN   7.12997       0.673568        41.2656        40.4786     
  1007.07        500.000                 NaN            NaN            NaN   2.52826        7.67567                 NaN   7.04241       0.725494        41.4702        40.5579     
  1005.66        500.000                 NaN            NaN            NaN   2.52939        7.67423                 NaN   7.04241       0.725486        41.4702        40.5583     
  1004.24        500.000                 NaN            NaN            NaN   2.52942        7.67418                 NaN   7.04240       0.725491        41.4702        40.5583     
  1002.83        500.000                 NaN            NaN            NaN   2.52942        7.67417                 NaN   7.04240       0.725492        41.4703        40.5583     
  1001.41        500.000                 NaN            NaN            NaN   2.52941        7.67419                 NaN   7.04240       0.725490        41.4702        40.5583     
  1000.00        500.000                 NaN            NaN            NaN   2.27605        8.13673                 NaN   7.12206       0.679115        41.2800        40.5061     
