T(K)	P(bar)	SiO2	TiO2	Al2O3	Cr2O3	FeO	MnO	MgO	CaO	Na2O	K2O	NiO
  1812.03      500.000     0.800546     0.225377E-02 0.179471E-01 0.680629E-02 0.236597     0.634366E-02 0.662447     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1809.52      500.000     0.800546     0.225377E-02 0.179471E-01 0.680629E-02 0.236597     0.634366E-02 0.662447     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1807.02      500.000     0.800546     0.225377E-02 0.179469E-01 0.679912E-02 0.236591     0.634366E-02 0.662443     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1804.51      500.000     0.800546     0.225377E-02 0.179450E-01 0.672637E-02 0.236536     0.634366E-02 0.662406     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1802.01      500.000     0.800546     0.225377E-02 0.179432E-01 0.665431E-02 0.236482     0.634366E-02 0.662370     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1799.50      500.000     0.800546     0.225376E-02 0.179413E-01 0.658283E-02 0.236428     0.634366E-02 0.662333     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1796.99      500.000     0.800546     0.225376E-02 0.179394E-01 0.651195E-02 0.236374     0.634366E-02 0.662297     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1794.49      500.000     0.800546     0.225375E-02 0.179376E-01 0.644161E-02 0.236320     0.634366E-02 0.662262     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1791.98      500.000     0.800546     0.225375E-02 0.179357E-01 0.637175E-02 0.236267     0.634366E-02 0.662226     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1789.47      500.000     0.800546     0.225375E-02 0.179338E-01 0.630258E-02 0.236214     0.634366E-02 0.662192     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1786.97      500.000     0.800546     0.225374E-02 0.179319E-01 0.623410E-02 0.236161     0.634366E-02 0.662157     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1784.46      500.000     0.800546     0.225374E-02 0.179301E-01 0.616603E-02 0.236109     0.634366E-02 0.662123     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1781.95      500.000     0.800546     0.225374E-02 0.179282E-01 0.609852E-02 0.236057     0.634366E-02 0.662089     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1779.45      500.000     0.800546     0.225373E-02 0.179263E-01 0.603159E-02 0.236005     0.634366E-02 0.662055     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1776.94      500.000     0.800546     0.225373E-02 0.179244E-01 0.596524E-02 0.235954     0.634366E-02 0.662022     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1774.44      500.000     0.800546     0.225372E-02 0.179226E-01 0.589934E-02 0.235903     0.634366E-02 0.661988     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1771.93      500.000     0.800546     0.225372E-02 0.179207E-01 0.583417E-02 0.235852     0.634366E-02 0.661956     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1769.42      500.000     0.800546     0.225372E-02 0.179188E-01 0.576920E-02 0.235801     0.634366E-02 0.661923     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1766.92      500.000     0.800546     0.225371E-02 0.179170E-01 0.570530E-02 0.235751     0.634366E-02 0.661891     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1764.41      500.000     0.800546     0.225371E-02 0.179152E-01 0.564160E-02 0.235701     0.634366E-02 0.661859     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1761.90      500.000     0.800546     0.225370E-02 0.179133E-01 0.557857E-02 0.235652     0.634366E-02 0.661828     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1759.40      500.000     0.800546     0.225370E-02 0.179115E-01 0.551601E-02 0.235602     0.634366E-02 0.661796     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1756.89      500.000     0.800546     0.225369E-02 0.179096E-01 0.545383E-02 0.235553     0.634366E-02 0.661765     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1754.39      500.000     0.790897     0.225369E-02 0.179078E-01 0.539303E-02 0.234338      0.00000     0.656292     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1751.88      500.000     0.786652     0.225368E-02 0.179060E-01 0.533265E-02 0.232778      0.00000     0.649283     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1749.37      500.000     0.780587     0.225368E-02 0.179034E-01 0.524704E-02 0.230547      0.00000     0.639275     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1746.87      500.000     0.778347     0.225368E-02 0.179024E-01 0.521574E-02 0.229714      0.00000     0.635588     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1744.36      500.000     0.773916     0.225367E-02 0.179006E-01 0.515428E-02 0.228053      0.00000     0.628307     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1741.85      500.000     0.769664     0.225367E-02 0.178987E-01 0.509581E-02 0.226447      0.00000     0.621334     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1739.35      500.000     0.765410     0.225366E-02 0.178969E-01 0.503775E-02 0.224833      0.00000     0.614364     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1736.84      500.000     0.761155     0.225366E-02 0.178952E-01 0.498017E-02 0.223210      0.00000     0.607404     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1734.34      500.000     0.756895     0.225366E-02 0.178934E-01 0.492298E-02 0.221572      0.00000     0.600447     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1731.83      500.000     0.752633     0.225365E-02 0.178916E-01 0.486633E-02 0.219921      0.00000     0.593503     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1729.32      500.000     0.748362     0.225365E-02 0.178899E-01 0.480986E-02 0.218264      0.00000     0.586544     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1726.82      500.000     0.744106     0.225364E-02 0.178881E-01 0.475424E-02 0.216594      0.00000     0.579630     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1724.31      500.000     0.743504     0.225364E-02 0.178878E-01 0.474557E-02 0.216355      0.00000     0.578656     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1721.80      500.000     0.735566     0.225363E-02 0.178846E-01 0.464405E-02 0.213203      0.00000     0.565801     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
  1719.30      500.000     0.731308     0.225363E-02 0.178828E-01 0.458969E-02 0.211504      0.00000     0.558913     0.745404E-01 0.484035E-02 0.106162E-03  0.00000    
