|6.6.6
Archiving\03_Data\fracLP/QFM_m1.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1468.67        500.000        98.0821                 NaN            NaN            NaN            NaN  0.223969        1.55912       0.134860                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.1007                 NaN            NaN  0.592121E-002            NaN  0.654335E-002   1.44347       0.443387                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.1319                 NaN            NaN  0.633301E-002            NaN            NaN   1.41369       0.448038                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.1643                 NaN            NaN  0.602606E-002            NaN            NaN   1.38736       0.442299                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.1977                 NaN            NaN  0.570644E-002            NaN            NaN   1.36324       0.433330                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.2262                 NaN            NaN  0.541042E-002            NaN            NaN  0.428862        1.33955                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.2560                 NaN            NaN  0.511885E-002            NaN            NaN   1.31385       0.424997                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2840                 NaN            NaN  0.483892E-002            NaN            NaN   1.29114       0.419984                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.3117                 NaN            NaN  0.456584E-002            NaN            NaN   1.26832       0.415449                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.3379                 NaN            NaN  0.430000E-002            NaN            NaN  0.409740        1.24810                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.3600                 NaN            NaN  0.404575E-002            NaN            NaN   1.23061       0.405348                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3881                 NaN            NaN  0.379481E-002            NaN            NaN   1.20743       0.400683                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3991                 NaN            NaN  0.361636E-002            NaN            NaN  0.400767        1.19653                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.4427                 NaN            NaN  0.332324E-002            NaN            NaN  0.391864        1.16212                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4558                 NaN            NaN  0.309715E-002            NaN            NaN   1.15228       0.388852                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4784                 NaN            NaN  0.288226E-002            NaN            NaN   1.13231       0.386373                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4985                 NaN            NaN  0.267920E-002            NaN            NaN   1.11571       0.383150                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5186                 NaN            NaN  0.246937E-002            NaN            NaN   1.09966       0.379259                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.5385                 NaN            NaN  0.226853E-002            NaN            NaN   1.08344       0.375788                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5558                 NaN            NaN  0.206691E-002            NaN            NaN  0.372651        1.06944                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.5764                 NaN            NaN  0.187888E-002            NaN            NaN   1.05161       0.370121                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.5928                 NaN            NaN  0.169932E-002            NaN            NaN   1.03881       0.366736                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6103                 NaN            NaN  0.152245E-002            NaN            NaN  0.363882        1.02434                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6245                 NaN            NaN  0.136347E-002            NaN            NaN   1.01278       0.361315                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.6408                 NaN            NaN  0.118839E-002            NaN            NaN  0.999341       0.358720                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.6588                 NaN            NaN  0.101915E-002            NaN            NaN  0.355513       0.984682                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6731                 NaN            NaN  0.876524E-003            NaN            NaN  0.354381       0.971606                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6826                 NaN            NaN  0.704108E-003            NaN            NaN  0.351617       0.965073                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7058                 NaN            NaN  0.566807E-003            NaN            NaN  0.944791       0.348841                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.7150                 NaN            NaN  0.416929E-003            NaN            NaN  0.347304       0.937309                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.7274                 NaN            NaN  0.280027E-003            NaN            NaN  0.345217       0.927140                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.7398                 NaN            NaN  0.146928E-003            NaN            NaN  0.916534       0.343516                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.7088                 NaN            NaN            NaN            NaN            NaN  0.950288       0.854927       0.486001                 NaN            NaN            NaN
  1385.96        500.000        97.0243                 NaN            NaN            NaN            NaN            NaN  0.956920        1.20156       0.817237                 NaN            NaN            NaN
  1383.46        500.000        97.0865                 NaN            NaN            NaN            NaN            NaN   1.17722       0.937789       0.798537                 NaN            NaN            NaN
  1380.95        500.000        97.1516                 NaN            NaN            NaN            NaN            NaN   1.15132       0.917713       0.779351                 NaN            NaN            NaN
  1378.45        500.000        97.2167                 NaN            NaN            NaN            NaN            NaN  0.898660        1.12460       0.760064                 NaN            NaN            NaN
  1375.94        500.000        97.2746                 NaN            NaN            NaN            NaN            NaN  0.880575        1.10238       0.742480                 NaN            NaN            NaN
  1373.43        500.000        97.3297                 NaN            NaN            NaN            NaN            NaN  0.862486        1.08213       0.725716                 NaN            NaN            NaN
  1370.93        500.000        97.3831                 NaN            NaN            NaN            NaN            NaN  0.845591        1.06203       0.709309                 NaN            NaN            NaN
  1368.42        500.000        97.4348                 NaN            NaN            NaN            NaN            NaN   1.04301       0.828604       0.693570                 NaN            NaN            NaN
  1365.91        500.000        97.4858                 NaN            NaN            NaN            NaN            NaN   1.02338       0.812547       0.678281                 NaN            NaN            NaN
  1363.41        500.000        97.5268                 NaN            NaN            NaN            NaN            NaN  0.799838        1.00850       0.664845                 NaN            NaN            NaN
  1360.90        500.000        97.5714                 NaN            NaN            NaN            NaN            NaN  0.784243       0.993483       0.650909                 NaN            NaN            NaN
  1358.40        500.000        97.6151                 NaN            NaN            NaN            NaN            NaN  0.976671       0.770760       0.637475                 NaN            NaN            NaN
  1355.89        500.000        97.6532                 NaN            NaN            NaN            NaN            NaN  0.963564       0.758171       0.625111                 NaN            NaN            NaN
  1353.38        500.000        97.6908                 NaN            NaN            NaN            NaN            NaN  0.745722       0.950375       0.613100                 NaN            NaN            NaN
  1350.88        500.000        97.7258                 NaN            NaN            NaN            NaN            NaN  0.937659       0.734870       0.601696                 NaN            NaN            NaN
  1348.37        500.000        97.7620                 NaN            NaN            NaN            NaN            NaN  0.720881       0.926946       0.590171                 NaN            NaN            NaN
  1345.86        500.000        97.7928                 NaN            NaN            NaN            NaN            NaN  0.710461       0.916879       0.579852                 NaN            NaN            NaN
  1343.36        500.000        97.8211                 NaN            NaN            NaN            NaN            NaN  0.909008       0.699812       0.570045                 NaN            NaN            NaN
  1340.85        500.000        97.8534                 NaN            NaN            NaN            NaN            NaN  0.688176       0.898721       0.559716                 NaN            NaN            NaN
  1338.35        500.000        97.8792                 NaN            NaN            NaN            NaN            NaN  0.678445       0.891744       0.550651                 NaN            NaN            NaN
  1335.84        500.000        97.9040                 NaN            NaN            NaN            NaN            NaN  0.668278       0.885769       0.541947                 NaN            NaN            NaN
  1333.33        500.000        97.9344                 NaN            NaN            NaN            NaN            NaN  0.877258       0.655868       0.532475                 NaN            NaN            NaN
  1330.83        500.000        97.9549                 NaN            NaN            NaN            NaN            NaN  0.872975       0.647593       0.524524                 NaN            NaN            NaN
  1328.32        500.000        97.9757                 NaN            NaN            NaN            NaN            NaN  0.638697       0.868624       0.516960                 NaN            NaN            NaN
  1325.81        500.000        97.9986                 NaN            NaN            NaN            NaN            NaN  0.863859       0.628479       0.509108                 NaN            NaN            NaN
  1323.31        500.000        98.0175                 NaN            NaN            NaN            NaN            NaN  0.619099       0.861387       0.501990                 NaN            NaN            NaN
  1320.80        500.000        98.0365                 NaN            NaN            NaN  0.254007E-005            NaN  0.858352       0.610076       0.495027                 NaN            NaN            NaN
  1318.30        500.000        98.0573                 NaN            NaN            NaN  0.884084E-005            NaN  0.599982       0.854751       0.487998                 NaN            NaN            NaN
  1315.79        500.000        98.0699                 NaN            NaN            NaN  0.414464                 NaN  0.988423                 NaN  0.527166                 NaN            NaN            NaN
  1313.28        500.000        98.0813                 NaN            NaN            NaN  0.440631                 NaN  0.953429                 NaN  0.524613                 NaN            NaN            NaN
  1310.78        500.000        96.9811                 NaN            NaN            NaN  0.856040                 NaN   1.30633                 NaN  0.856528                 NaN            NaN            NaN
  1308.27        500.000        97.2817                 NaN            NaN            NaN  0.808367                 NaN   1.18537                 NaN  0.724528                 NaN            NaN            NaN
  1305.76        500.000        99.9958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.419454E-002            NaN            NaN            NaN
  1303.26        500.000        98.5806                 NaN            NaN            NaN  0.216984                 NaN  0.811835                 NaN  0.390568                 NaN            NaN            NaN
  1300.75        500.000        98.4999                 NaN            NaN            NaN  0.571990                 NaN  0.320457                 NaN  0.607622                 NaN            NaN            NaN
  1298.25        500.000        98.5869                 NaN            NaN            NaN  0.339276E-004            NaN   1.04325                 NaN  0.352961       0.168037E-001            NaN            NaN
  1295.74        500.000        30.7702        67.9115                 NaN            NaN  0.842133                 NaN  0.128298E-001            NaN  0.404314       0.590592E-001            NaN            NaN
  1293.23        500.000        97.1087                 NaN            NaN            NaN  0.206479                 NaN   2.06535                 NaN  0.535832       0.836192E-001            NaN            NaN
  1290.73        500.000        98.1222                 NaN            NaN            NaN  0.363803                 NaN  0.927554                 NaN  0.485788       0.100627                 NaN            NaN
  1288.22        500.000        98.1663                 NaN            NaN            NaN  0.360355                 NaN  0.902413                 NaN  0.473567       0.973332E-001            NaN            NaN
  1285.71        500.000        98.2067                 NaN            NaN            NaN  0.357257                 NaN  0.879148                 NaN  0.462513       0.944167E-001            NaN            NaN
  1283.21        500.000        98.2502                 NaN            NaN            NaN  0.347865                 NaN  0.860486                 NaN  0.450289       0.911517E-001            NaN            NaN
  1280.70        500.000        98.2874                 NaN            NaN            NaN  0.343056                 NaN  0.841495                 NaN  0.439850       0.882350E-001            NaN            NaN
  1278.20        500.000        98.3345                 NaN            NaN            NaN  0.331595                 NaN  0.822333                 NaN  0.426646       0.849523E-001            NaN            NaN
  1275.69        500.000        98.3746                 NaN            NaN            NaN  0.323366                 NaN  0.804216                 NaN  0.415760       0.820791E-001            NaN            NaN
  1273.18        500.000        98.4142                 NaN            NaN            NaN  0.315417                 NaN  0.786601                 NaN  0.404607       0.791971E-001            NaN            NaN
  1270.68        500.000        98.4513                 NaN            NaN            NaN  0.308677                 NaN  0.769387                 NaN  0.394159       0.764579E-001            NaN            NaN
  1268.17        500.000        98.4903                 NaN            NaN            NaN  0.299546                 NaN  0.753198                 NaN  0.383311       0.736665E-001            NaN            NaN
  1265.66        500.000        98.5283                 NaN            NaN            NaN  0.289888                 NaN  0.738145                 NaN  0.372747       0.709476E-001            NaN            NaN
  1263.16        500.000        98.5682                 NaN            NaN            NaN  0.281571                 NaN  0.719891                 NaN  0.362010       0.683157E-001            NaN            NaN
  1260.65        500.000        98.6043                 NaN            NaN            NaN  0.274463                 NaN  0.703034                 NaN  0.352374       0.658748E-001            NaN            NaN
  1258.15        500.000        98.6401                 NaN            NaN            NaN  0.265949                 NaN  0.688509                 NaN  0.342065       0.633401E-001            NaN            NaN
  1255.64        500.000        98.6756                 NaN            NaN            NaN  0.258314                 NaN  0.672461                 NaN  0.332657       0.609559E-001            NaN            NaN
  1253.13        500.000        98.7112                 NaN            NaN            NaN  0.249693                 NaN  0.657302                 NaN  0.323143       0.586203E-001            NaN            NaN
  1250.63        500.000        98.7464                 NaN            NaN            NaN  0.241150                 NaN  0.642353                 NaN  0.313779       0.563271E-001            NaN            NaN
  1248.12        500.000        98.7789                 NaN            NaN            NaN  0.233220                 NaN  0.628918                 NaN  0.304840       0.541279E-001            NaN            NaN
  1245.61        500.000        95.9692                 NaN            NaN            NaN  0.378982                 NaN   1.13213                 NaN  0.578447       0.131109        1.81016                 NaN
  1243.11        500.000        94.3625                 NaN            NaN            NaN  0.449704                 NaN   1.40947                 NaN  0.724627       0.171717        2.88196                 NaN
  1240.60        500.000        94.7597                 NaN            NaN            NaN  0.405738                 NaN   1.32046                 NaN  0.671228       0.156788        2.68612                 NaN
  1238.10        500.000        95.0288                 NaN            NaN            NaN  0.384806                 NaN   1.26499                 NaN  0.633583       0.144937        2.54291                 NaN
  1235.59        500.000        95.3435                 NaN            NaN            NaN  0.352672                 NaN   1.19111                 NaN  0.590446       0.133047        2.38921                 NaN
  1233.08        500.000        95.6084                 NaN            NaN            NaN  0.326847                 NaN   1.13164                 NaN  0.553504       0.122489        2.25708                 NaN
  1230.58        500.000        95.8583                 NaN            NaN            NaN  0.300499                 NaN   1.07565                 NaN  0.518697       0.112628        2.13419                 NaN
  1228.07        500.000        96.0889                 NaN            NaN            NaN  0.275138                 NaN   1.02486                 NaN  0.486600       0.103541        2.02101                 NaN
  1225.56        500.000        96.2860                 NaN            NaN            NaN  0.981621E-001            NaN   1.12648                 NaN  0.449134       0.963350E-001   1.94391                 NaN
  1223.06        500.000        96.4634                 NaN            NaN            NaN  0.333642                 NaN  0.872546                 NaN  0.444069       0.832443E-001   1.80310                 NaN
  1220.55        500.000        96.6693                 NaN            NaN            NaN  0.204697                 NaN  0.905465                 NaN  0.405039       0.802702E-001   1.73524                 NaN
  1218.05        500.000        96.8312                 NaN            NaN            NaN  0.173776                 NaN  0.885305                 NaN  0.382427       0.731362E-001   1.65412                 NaN
  1215.54        500.000        50.9921                 NaN            NaN            NaN   1.76789                 NaN   6.10600                 NaN   4.20086       0.479905        18.2469        18.2063     
  1213.03        500.000        46.0032                 NaN            NaN            NaN   1.94683                 NaN   6.56784                 NaN   4.57446       0.501169        19.8620        20.5445     
  1210.53        500.000        59.1128                 NaN            NaN            NaN   1.49940                 NaN   4.89734                 NaN   3.45534       0.375017        15.0585        15.6016     
  1208.02        500.000        70.0399                 NaN            NaN            NaN   1.08769                 NaN   3.60920                 NaN   2.53348       0.269145        11.0522        11.4084     
  1205.51        500.000        73.6753                 NaN            NaN            NaN  0.916558                 NaN   3.21313                 NaN   2.21123       0.233109        9.71698        10.0337     
  1203.01        500.000        77.4786                 NaN            NaN            NaN  0.655774                 NaN   2.87693                 NaN   1.89672       0.187399        8.32618        8.57839     
  1200.50        500.000        75.0786                 NaN            NaN            NaN  0.904925                 NaN   2.87369                 NaN   2.18824       0.214274        9.14790        9.59237     
  1197.99        500.000        84.7866                 NaN            NaN            NaN  0.386639                 NaN   1.96747                 NaN   1.21915       0.124555        5.90785        5.60772     
  1195.49        500.000        85.9180                 NaN            NaN            NaN            NaN            NaN   1.78955       0.426689        1.07539       0.858994E-001   5.19996        5.50452     
  1192.98        500.000        80.8795                 NaN            NaN            NaN  0.253107                 NaN   2.77304                 NaN   1.69791       0.128264        6.27658        7.99158     
  1190.48        500.000        78.5437                 NaN            NaN            NaN            NaN            NaN   3.00742                 NaN   1.60838       0.118954        9.43087        7.29066     
  1187.97        500.000        24.6585                 NaN            NaN            NaN            NaN            NaN   9.64841                 NaN   5.76467       0.440014        30.3248        29.1636     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36658        3.76150        7.47338       0.589243        40.7946        39.0147     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.1548                 NaN   7.49146       0.580167        40.7580        39.0156     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.54231        3.58699        7.47433       0.588800        40.7928        39.0148     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76157        7.47338       0.589243        40.7946        39.0147     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76157        7.47338       0.589243        40.7946        39.0147     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76157        7.47338       0.589243        40.7946        39.0147     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76158        7.47338       0.589243        40.7946        39.0147     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76158        7.47338       0.589243        40.7946        39.0147     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76158        7.47338       0.589243        40.7946        39.0147     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36651        3.76158        7.47338       0.589243        40.7946        39.0147     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36649        3.76159        7.47338       0.589243        40.7946        39.0147     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36649        3.76159        7.47338       0.589243        40.7946        39.0147     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36649        3.76159        7.47338       0.589243        40.7946        39.0147     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.36649        3.76159        7.47338       0.589243        40.7946        39.0147     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.38062        3.74784        7.47383       0.589081        40.7939        39.0147     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.0845        1.11416        7.55653       0.558969        40.6650        39.0208     
  1145.36        500.000                 NaN            NaN            NaN            NaN  0.274990E-004            NaN   11.9106       0.297269        7.56522       0.554839        40.6511        39.0209     
  1142.86        500.000                 NaN            NaN            NaN            NaN   2.76552                 NaN   8.06631                 NaN   7.29659       0.771399        41.3276        39.7726     
  1140.35        500.000                 NaN            NaN            NaN            NaN   2.80552                 NaN   8.00856                 NaN   7.29468       0.773889        41.3331        39.7843     
  1137.84        500.000                 NaN            NaN            NaN            NaN   3.19565                 NaN   7.34231                 NaN   7.22969       0.828611        41.5232        39.8806     
  1135.34        500.000                 NaN            NaN            NaN            NaN   3.27885                 NaN   7.22519                 NaN   7.22767       0.832334        41.5302        39.9058     
  1132.83        500.000                 NaN            NaN            NaN            NaN   3.27884                 NaN   7.22521                 NaN   7.22767       0.832332        41.5302        39.9058     
  1130.33        500.000                 NaN            NaN            NaN            NaN   3.27884                 NaN   7.22520                 NaN   7.22767       0.832333        41.5302        39.9058     
  1127.82        500.000                 NaN            NaN            NaN            NaN   3.27884                 NaN   7.22520                 NaN   7.22767       0.832334        41.5302        39.9058     
  1125.31        500.000                 NaN            NaN            NaN            NaN   3.27885                 NaN   7.22519                 NaN   7.22767       0.832334        41.5302        39.9058     
  1122.81        500.000                 NaN            NaN            NaN            NaN   3.27885                 NaN   7.22519                 NaN   7.22767       0.832334        41.5302        39.9058     
  1120.30        500.000                 NaN            NaN            NaN            NaN   3.27884                 NaN   7.22520                 NaN   7.22767       0.832333        41.5302        39.9058     
  1117.79        500.000                 NaN            NaN            NaN            NaN   3.23353                 NaN   7.37255                 NaN   7.26608       0.805674        41.4148        39.9074     
  1115.29        500.000                 NaN            NaN            NaN            NaN   3.27885                 NaN   7.22519                 NaN   7.22767       0.832334        41.5302        39.9058     
  1112.78        500.000                 NaN            NaN            NaN            NaN   3.28962                 NaN   7.21243                 NaN   7.22873       0.832241        41.5273        39.9097     
  1110.28        500.000                 NaN            NaN            NaN            NaN   3.32799                 NaN   7.23365                 NaN   7.26136       0.812301        41.4293        39.9354     
  1107.77        500.000                 NaN            NaN            NaN            NaN   3.35634                 NaN   7.19207                 NaN   7.26011       0.814243        41.4334        39.9438     
  1105.26        500.000                 NaN            NaN            NaN            NaN   3.27895                 NaN   7.22507                 NaN   7.22768       0.832333        41.5301        39.9058     
  1102.76        500.000                 NaN            NaN            NaN            NaN   3.41096                 NaN   7.11212                 NaN   7.25743       0.818280        41.4409        39.9603     
  1100.25        500.000                 NaN            NaN            NaN            NaN   3.43375                 NaN   7.07909                 NaN   7.25699       0.819457        41.4435        39.9672     
  1097.74        500.000                 NaN            NaN            NaN            NaN   3.45494                 NaN   7.04873                 NaN   7.25652       0.820732        41.4453        39.9738     
  1095.24        500.000                 NaN            NaN            NaN            NaN   3.46297                 NaN   7.03970                 NaN   7.25781       0.820538        41.4421        39.9768     
  1092.73        500.000                 NaN            NaN            NaN            NaN   3.75587                 NaN   6.57111                 NaN   7.22682       0.850274        41.5387        40.0572     
  1090.23        500.000                 NaN            NaN            NaN            NaN   3.75632                 NaN   6.57038                 NaN   7.22677       0.850321        41.5389        40.0574     
  1087.72        500.000                 NaN            NaN            NaN            NaN   3.75634                 NaN   6.57036                 NaN   7.22677       0.850323        41.5389        40.0574     
  1085.21        500.000                 NaN            NaN            NaN            NaN   3.75634                 NaN   6.57035                 NaN   7.22677       0.850323        41.5389        40.0574     
  1082.71        500.000                 NaN            NaN            NaN            NaN   3.75632                 NaN   6.57038                 NaN   7.22677       0.850321        41.5389        40.0574     
  1080.20        500.000                 NaN            NaN            NaN            NaN   3.58791                 NaN   6.85948                 NaN   7.25477       0.828470        41.4537        40.0157     
  1077.69        500.000                 NaN            NaN            NaN            NaN   3.75634                 NaN   6.57036                 NaN   7.22677       0.850322        41.5389        40.0574     
  1075.19        500.000                 NaN            NaN            NaN            NaN   3.63205                 NaN   6.79704                 NaN   7.25729       0.831981        41.4513        40.0303     
  1072.68        500.000                 NaN            NaN            NaN            NaN   3.63800                 NaN   6.78889                 NaN   7.25475       0.831245        41.4553        40.0319     
  1070.18        500.000                 NaN            NaN            NaN            NaN   3.65392                 NaN   6.76652                 NaN   7.25482       0.832111        41.4556        40.0370     
  1067.67        500.000                 NaN            NaN            NaN            NaN   3.73228                 NaN   6.61864                 NaN   7.23456       0.845511        41.5159        40.0531     
  1065.16        500.000                 NaN            NaN            NaN            NaN   3.75519                 NaN   6.57280                 NaN   7.22722       0.850058        41.5375        40.0572     
  1062.66        500.000                 NaN            NaN            NaN            NaN   3.69956                 NaN   6.70270                 NaN   7.25527       0.834548        41.4558        40.0521     
  1060.15        500.000                 NaN            NaN            NaN            NaN   3.71416                 NaN   6.68236                 NaN   7.25550       0.835302        41.4557        40.0569     
  1057.64        500.000                 NaN            NaN            NaN            NaN   3.72894                 NaN   6.66149                 NaN   7.25562       0.836137        41.4560        40.0618     
  1055.14        500.000                 NaN            NaN            NaN            NaN   3.74244                 NaN   6.64300                 NaN   7.25600       0.836770        41.4554        40.0664     
  1052.63        500.000                 NaN            NaN            NaN            NaN   3.75551                 NaN   6.62512                 NaN   7.25644       0.837376        41.4547        40.0709     
  1050.13        500.000                 NaN            NaN            NaN            NaN   3.76834                 NaN   6.60763                 NaN   7.25690       0.837962        41.4539        40.0753     
  1047.62        500.000                 NaN            NaN            NaN            NaN   3.78093                 NaN   6.59049                 NaN   7.25739       0.838530        41.4530        40.0796     
  1045.11        500.000                 NaN            NaN            NaN            NaN   3.79330                 NaN   6.57370                 NaN   7.25792       0.839080        41.4521        40.0840     
  1042.61        500.000                 NaN            NaN            NaN            NaN   3.80544                 NaN   6.55727                 NaN   7.25847       0.839612        41.4510        40.0882     
  1040.10        500.000                 NaN            NaN            NaN            NaN   3.81738                 NaN   6.54114                 NaN   7.25906       0.840127        41.4499        40.0924     
  1037.59        500.000                 NaN            NaN            NaN            NaN   3.82911                 NaN   6.52535                 NaN   7.25967       0.840624        41.4487        40.0966     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.84063                 NaN   6.50988                 NaN   7.26031       0.841105        41.4474        40.1007     
  1032.58        500.000                 NaN            NaN            NaN            NaN   3.88231                 NaN   6.40397                 NaN   7.23473       0.854462        41.5225        40.1021     
  1030.08        500.000                 NaN            NaN            NaN            NaN   3.88224                 NaN   6.40440                 NaN   7.23492       0.854424        41.5219        40.1022     
  1027.57        500.000                 NaN            NaN            NaN            NaN   3.88230                 NaN   6.40432                 NaN   7.23493       0.854426        41.5218        40.1022     
  1025.06        500.000                 NaN            NaN            NaN            NaN   3.88237                 NaN   6.40425                 NaN   7.23494       0.854427        41.5218        40.1022     
  1022.56        500.000                 NaN            NaN            NaN            NaN   3.88243                 NaN   6.40417                 NaN   7.23495       0.854427        41.5218        40.1022     
  1020.05        500.000                 NaN            NaN            NaN            NaN   3.90506                 NaN   6.42466                 NaN   7.26503       0.843453        41.4376        40.1241     
  1017.54        500.000                 NaN            NaN            NaN            NaN   3.91612                 NaN   6.41049                 NaN   7.26573       0.843868        41.4355        40.1283     
  1015.04        500.000                 NaN            NaN            NaN            NaN   3.92575                 NaN   6.39780                 NaN   7.26623       0.844275        41.4339        40.1320     
  1012.53        500.000                 NaN            NaN            NaN            NaN   3.89631                 NaN   6.39147                 NaN   7.24007       0.853489        41.5096        40.1090     
  1010.03        500.000                 NaN            NaN            NaN            NaN   3.88311                 NaN   6.40323                 NaN   7.23502       0.854415        41.5218        40.1024     
  1007.52        500.000                 NaN            NaN            NaN            NaN   3.88322                 NaN   6.40310                 NaN   7.23504       0.854415        41.5217        40.1025     
  1005.01        500.000                 NaN            NaN            NaN            NaN   3.88333                 NaN   6.40297                 NaN   7.23506       0.854415        41.5217        40.1025     
  1002.51        500.000                 NaN            NaN            NaN            NaN   3.88311                 NaN   6.40342                 NaN   7.23509       0.854431        41.5214        40.1026     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.98304                 NaN   6.32357                 NaN   7.27160       0.846152        41.4216        40.1540     
