|6.6.6
Archiving\03_Data\fracLP/QFM_m1.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1468.67        500.000        98.3433                 NaN            NaN            NaN            NaN  0.190869        1.35025       0.115634                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.3621                 NaN            NaN  0.370138E-002            NaN  0.556988E-002   1.24895       0.379717                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.3909                 NaN            NaN  0.395909E-002            NaN            NaN   1.22191       0.383198                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.4204                 NaN            NaN  0.376853E-002            NaN            NaN   1.19799       0.377823                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.4510                 NaN            NaN  0.356870E-002            NaN            NaN   1.17578       0.369645                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.4771                 NaN            NaN  0.338435E-002            NaN            NaN  0.365349        1.15416                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.5043                 NaN            NaN  0.320295E-002            NaN            NaN   1.13091       0.361599                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.5299                 NaN            NaN  0.302834E-002            NaN            NaN   1.11018       0.356852                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.5552                 NaN            NaN  0.285794E-002            NaN            NaN   1.08940       0.352531                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.5792                 NaN            NaN  0.269232E-002            NaN            NaN  0.347216        1.07086                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.5999                 NaN            NaN  0.253296E-002            NaN            NaN   1.05461       0.342963                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.6255                 NaN            NaN  0.237641E-002            NaN            NaN   1.03355       0.338558                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.6366                 NaN            NaN  0.226473E-002            NaN            NaN  0.338132        1.02305                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6752                 NaN            NaN  0.208210E-002            NaN            NaN  0.330181       0.992530                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6878                 NaN            NaN  0.194089E-002            NaN            NaN  0.983038       0.327190                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.7086                 NaN            NaN  0.180667E-002            NaN            NaN  0.964926       0.324666                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.7272                 NaN            NaN  0.167968E-002            NaN            NaN  0.949674       0.321479                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.7458                 NaN            NaN  0.154830E-002            NaN            NaN  0.934877       0.317742                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7642                 NaN            NaN  0.142275E-002            NaN            NaN  0.920023       0.314388                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7804                 NaN            NaN  0.129652E-002            NaN            NaN  0.311283       0.906995                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.7993                 NaN            NaN  0.117882E-002            NaN            NaN  0.890839       0.308723                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.8146                 NaN            NaN  0.106635E-002            NaN            NaN  0.878887       0.305436                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.8309                 NaN            NaN  0.955433E-003            NaN            NaN  0.302601       0.865567                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.8445                 NaN            NaN  0.855738E-003            NaN            NaN  0.854650       0.299982                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.8596                 NaN            NaN  0.746118E-003            NaN            NaN  0.842228       0.297380                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.8761                 NaN            NaN  0.640018E-003            NaN            NaN  0.294299       0.828927                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.8897                 NaN            NaN  0.550551E-003            NaN            NaN  0.292894       0.816853                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.8991                 NaN            NaN  0.442307E-003            NaN            NaN  0.290147       0.810262                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.9200                 NaN            NaN  0.356095E-003            NaN            NaN  0.792245       0.287403                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.9291                 NaN            NaN  0.261974E-003            NaN            NaN  0.285691       0.784900                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.9410                 NaN            NaN  0.175982E-003            NaN            NaN  0.283520       0.775318                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.9528                 NaN            NaN  0.923430E-004            NaN            NaN  0.765402       0.281660                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.0012                 NaN            NaN            NaN            NaN            NaN  0.792909       0.700260       0.505627                 NaN            NaN            NaN
  1385.96        500.000        97.3705                 NaN            NaN            NaN            NaN            NaN  0.797107       0.982372       0.849999                 NaN            NaN            NaN
  1383.46        500.000        97.4307                 NaN            NaN            NaN            NaN            NaN  0.960137       0.779404       0.829791                 NaN            NaN            NaN
  1380.95        500.000        97.4931                 NaN            NaN            NaN            NaN            NaN  0.936785       0.761010       0.809085                 NaN            NaN            NaN
  1378.45        500.000        97.5552                 NaN            NaN            NaN            NaN            NaN  0.743582       0.912909       0.788291                 NaN            NaN            NaN
  1375.94        500.000        97.6111                 NaN            NaN            NaN            NaN            NaN  0.726936       0.892706       0.769287                 NaN            NaN            NaN
  1373.43        500.000        97.6644                 NaN            NaN            NaN            NaN            NaN  0.710302       0.874128       0.751150                 NaN            NaN            NaN
  1370.93        500.000        97.7161                 NaN            NaN            NaN            NaN            NaN  0.694713       0.855830       0.733397                 NaN            NaN            NaN
  1368.42        500.000        97.7661                 NaN            NaN            NaN            NaN            NaN  0.838401       0.679179       0.716352                 NaN            NaN            NaN
  1365.91        500.000        97.8151                 NaN            NaN            NaN            NaN            NaN  0.820651       0.664484       0.699788                 NaN            NaN            NaN
  1363.41        500.000        97.8558                 NaN            NaN            NaN            NaN            NaN  0.652421       0.806616       0.685161                 NaN            NaN            NaN
  1360.90        500.000        97.8992                 NaN            NaN            NaN            NaN            NaN  0.638165       0.792619       0.670026                 NaN            NaN            NaN
  1358.40        500.000        97.9416                 NaN            NaN            NaN            NaN            NaN  0.777291       0.625666       0.655425                 NaN            NaN            NaN
  1355.89        500.000        97.9793                 NaN            NaN            NaN            NaN            NaN  0.764875       0.613881       0.641944                 NaN            NaN            NaN
  1353.38        500.000        98.0164                 NaN            NaN            NaN            NaN            NaN  0.602289       0.752489       0.628839                 NaN            NaN            NaN
  1350.88        500.000        98.0511                 NaN            NaN            NaN            NaN            NaN  0.740517       0.592015       0.616372                 NaN            NaN            NaN
  1348.37        500.000        98.0868                 NaN            NaN            NaN            NaN            NaN  0.579252       0.730200       0.603794                 NaN            NaN            NaN
  1345.86        500.000        98.1177                 NaN            NaN            NaN            NaN            NaN  0.569399       0.720389       0.592467                 NaN            NaN            NaN
  1343.36        500.000        98.1467                 NaN            NaN            NaN            NaN            NaN  0.712300       0.559358       0.581677                 NaN            NaN            NaN
  1340.85        500.000        98.1785                 NaN            NaN            NaN            NaN            NaN  0.548660       0.702448       0.570362                 NaN            NaN            NaN
  1338.35        500.000        98.2051                 NaN            NaN            NaN            NaN            NaN  0.539438       0.695144       0.560354                 NaN            NaN            NaN
  1335.84        500.000        98.2307                 NaN            NaN            NaN            NaN            NaN  0.529901       0.688645       0.550723                 NaN            NaN            NaN
  1333.33        500.000        98.2607                 NaN            NaN            NaN            NaN            NaN  0.680270       0.518736       0.540320                 NaN            NaN            NaN
  1330.83        500.000        98.2826                 NaN            NaN            NaN            NaN            NaN  0.675134       0.510742       0.531481                 NaN            NaN            NaN
  1328.32        500.000        98.3046                 NaN            NaN            NaN            NaN            NaN  0.502361       0.669972       0.523040                 NaN            NaN            NaN
  1325.81        500.000        98.3282                 NaN            NaN            NaN            NaN            NaN  0.664533       0.492974       0.514317                 NaN            NaN            NaN
  1323.31        500.000        98.3485                 NaN            NaN            NaN            NaN            NaN  0.484261       0.660846       0.506347                 NaN            NaN            NaN
  1320.80        500.000        98.3688                 NaN            NaN            NaN  0.170453E-005            NaN  0.656761       0.475864       0.498542                 NaN            NaN            NaN
  1318.30        500.000        98.3903                 NaN            NaN            NaN  0.591137E-005            NaN  0.466704       0.652280       0.490678                 NaN            NaN            NaN
  1315.79        500.000        98.4278                 NaN            NaN            NaN  0.276241                 NaN  0.766857                 NaN  0.529071                 NaN            NaN            NaN
  1313.28        500.000        98.4442                 NaN            NaN            NaN  0.292455                 NaN  0.737995                 NaN  0.525380                 NaN            NaN            NaN
  1310.78        500.000        97.5615                 NaN            NaN            NaN  0.566835                 NaN   1.01502                 NaN  0.856656                 NaN            NaN            NaN
  1308.27        500.000        97.8212                 NaN            NaN            NaN  0.534374                 NaN  0.920694                 NaN  0.723698                 NaN            NaN            NaN
  1305.76        500.000        99.9958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.415471E-002            NaN            NaN            NaN
  1303.26        500.000        98.8506                 NaN            NaN            NaN  0.141776                 NaN  0.620345                 NaN  0.387319                 NaN            NaN            NaN
  1300.75        500.000        98.7799                 NaN            NaN            NaN  0.373436                 NaN  0.245163                 NaN  0.601516                 NaN            NaN            NaN
  1298.25        500.000        98.8412                 NaN            NaN            NaN  0.221502E-004            NaN  0.799872                 NaN  0.349223       0.970350E-002            NaN            NaN
  1295.74        500.000        30.9096        68.1009                 NaN            NaN  0.546847                 NaN  0.978484E-002            NaN  0.398868       0.340039E-001            NaN            NaN
  1293.23        500.000        97.7251                 NaN            NaN            NaN  0.133341                 NaN   1.56528                 NaN  0.528148       0.481005E-001            NaN            NaN
  1290.73        500.000        98.5333                 NaN            NaN            NaN  0.233493                 NaN  0.699179                 NaN  0.476467       0.575977E-001            NaN            NaN
  1288.22        500.000        98.5728                 NaN            NaN            NaN  0.230351                 NaN  0.678156                 NaN  0.463173       0.555534E-001            NaN            NaN
  1285.71        500.000        98.6090                 NaN            NaN            NaN  0.227460                 NaN  0.658671                 NaN  0.451095       0.537361E-001            NaN            NaN
  1283.21        500.000        98.6471                 NaN            NaN            NaN  0.220609                 NaN  0.642567                 NaN  0.437948       0.517314E-001            NaN            NaN
  1280.70        500.000        98.6805                 NaN            NaN            NaN  0.216642                 NaN  0.626342                 NaN  0.426613       0.499361E-001            NaN            NaN
  1278.20        500.000        98.7205                 NaN            NaN            NaN  0.208704                 NaN  0.610169                 NaN  0.412666       0.479441E-001            NaN            NaN
  1275.69        500.000        98.7552                 NaN            NaN            NaN  0.202764                 NaN  0.594837                 NaN  0.401045       0.461953E-001            NaN            NaN
  1273.18        500.000        98.7892                 NaN            NaN            NaN  0.197067                 NaN  0.579998                 NaN  0.389237       0.444520E-001            NaN            NaN
  1270.68        500.000        98.8213                 NaN            NaN            NaN  0.192139                 NaN  0.565567                 NaN  0.378178       0.427989E-001            NaN            NaN
  1268.17        500.000        98.8543                 NaN            NaN            NaN  0.185796                 NaN  0.551943                 NaN  0.366800       0.411263E-001            NaN            NaN
  1265.66        500.000        98.8864                 NaN            NaN            NaN  0.179160                 NaN  0.539222                 NaN  0.355764       0.395041E-001            NaN            NaN
  1263.16        500.000        98.9196                 NaN            NaN            NaN  0.173477                 NaN  0.524377                 NaN  0.344627       0.379396E-001            NaN            NaN
  1260.65        500.000        98.9498                 NaN            NaN            NaN  0.168529                 NaN  0.510563                 NaN  0.334606       0.364903E-001            NaN            NaN
  1258.15        500.000        98.9796                 NaN            NaN            NaN  0.162768                 NaN  0.498611                 NaN  0.324007       0.349975E-001            NaN            NaN
  1255.64        500.000        99.0089                 NaN            NaN            NaN  0.157582                 NaN  0.485588                 NaN  0.314321       0.335962E-001            NaN            NaN
  1253.13        500.000        99.0381                 NaN            NaN            NaN  0.151847                 NaN  0.473270                 NaN  0.304591       0.322296E-001            NaN            NaN
  1250.63        500.000        99.0666                 NaN            NaN            NaN  0.146211                 NaN  0.461244                 NaN  0.295061       0.308941E-001            NaN            NaN
  1248.12        500.000        99.0931                 NaN            NaN            NaN  0.140974                 NaN  0.450336                 NaN  0.285986       0.296175E-001            NaN            NaN
  1245.61        500.000        96.5209                 NaN            NaN            NaN  0.228781                 NaN  0.809697                 NaN  0.542514       0.717164E-001   1.82635                 NaN
  1243.11        500.000        95.0494                 NaN            NaN            NaN  0.270723                 NaN   1.00505                 NaN  0.678442       0.937643E-001   2.90267                 NaN
  1240.60        500.000        95.4125                 NaN            NaN            NaN  0.243155                 NaN  0.936985                 NaN  0.626226       0.853070E-001   2.69578                 NaN
  1238.10        500.000        95.6655                 NaN            NaN            NaN  0.229606                 NaN  0.893709                 NaN  0.589122       0.785922E-001   2.54345                 NaN
  1235.59        500.000        95.9522                 NaN            NaN            NaN  0.209540                 NaN  0.837696                 NaN  0.547145       0.718969E-001   2.38152                 NaN
  1233.08        500.000        96.1946                 NaN            NaN            NaN  0.193391                 NaN  0.792392                 NaN  0.511228       0.659722E-001   2.24238                 NaN
  1230.58        500.000        96.4216                 NaN            NaN            NaN  0.177117                 NaN  0.749914                 NaN  0.477537       0.604638E-001   2.11340                 NaN
  1228.07        500.000        96.6300                 NaN            NaN            NaN  0.161559                 NaN  0.711448                 NaN  0.446583       0.554091E-001   1.99499                 NaN
  1225.56        500.000        96.7908                 NaN            NaN            NaN  0.574135E-001            NaN  0.776174                 NaN  0.410988       0.513999E-001   1.91326                 NaN
  1223.06        500.000        96.9856                 NaN            NaN            NaN  0.194554                 NaN  0.600824                 NaN  0.405196       0.442873E-001   1.76952                 NaN
  1220.55        500.000        97.1518                 NaN            NaN            NaN  0.118942                 NaN  0.620674                 NaN  0.368438       0.425715E-001   1.69761                 NaN
  1218.05        500.000        97.2961                 NaN            NaN            NaN  0.100643                 NaN  0.603997                 NaN  0.346901       0.386786E-001   1.61370                 NaN
  1215.54        500.000        53.4083                 NaN            NaN            NaN   1.06396                 NaN   4.34968                 NaN   3.96648       0.264174        18.5314        18.4161     
  1213.03        500.000        48.4130                 NaN            NaN            NaN   1.17465                 NaN   4.70219                 NaN   4.33401       0.276814        20.2460        20.8533     
  1210.53        500.000        61.4423                 NaN            NaN            NaN  0.892102                 NaN   3.46825                 NaN   3.22887       0.204291        15.1441        15.6201     
  1208.02        500.000        72.0676                 NaN            NaN            NaN  0.639370                 NaN   2.52627                 NaN   2.34018       0.144925        10.9907        11.2910     
  1205.51        500.000        75.5612                 NaN            NaN            NaN  0.536150                 NaN   2.24217                 NaN   2.03266       0.124910        9.61993        9.88298     
  1203.01        500.000        79.1771                 NaN            NaN            NaN  0.381649                 NaN   1.99423                 NaN   1.73473       0.999065E-001   8.20505        8.40730     
  1200.50        500.000        76.9246                 NaN            NaN            NaN  0.526869                 NaN   2.00262                 NaN   2.00227       0.114282        9.02356        9.40582     
  1197.99        500.000        86.0464                 NaN            NaN            NaN  0.222666                 NaN   1.35436                 NaN   1.10347       0.657096E-001   5.76801        5.43944     
  1195.49        500.000        87.0748                 NaN            NaN            NaN            NaN            NaN   1.21424       0.294578       0.971414       0.452254E-001   5.07072        5.32902     
  1192.98        500.000        82.4262                 NaN            NaN            NaN  0.146050                 NaN   1.89976                 NaN   1.53993       0.678002E-001   6.15190        7.76837     
  1190.48        500.000        80.0879                 NaN            NaN            NaN            NaN            NaN   2.05783                 NaN   1.45767       0.628314E-001   9.25146        7.08226     
  1187.97        500.000        26.3846                 NaN            NaN            NaN            NaN            NaN   6.93037                 NaN   5.47475       0.243538        31.2783        29.6885     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.10130        2.78963        7.24454       0.332877        42.9900        40.5416     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.92146                 NaN   7.26159       0.327717        42.9472        40.5420     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.23139        2.65992        7.24531       0.332598        42.9857        40.5450     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.10023        2.78923        7.24434       0.332835        42.9865        40.5468     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09989        2.78908        7.24427       0.332821        42.9854        40.5485     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09955        2.78893        7.24421       0.332807        42.9842        40.5503     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09921        2.78878        7.24414       0.332793        42.9831        40.5520     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09888        2.78863        7.24407       0.332779        42.9819        40.5537     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09854        2.78848        7.24401       0.332765        42.9808        40.5554     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09820        2.78833        7.24394       0.332752        42.9796        40.5571     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09786        2.78819        7.24387       0.332738        42.9785        40.5589     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09752        2.78804        7.24381       0.332724        42.9773        40.5606     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09718        2.78789        7.24374       0.332710        42.9762        40.5623     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09684        2.78774        7.24368       0.332696        42.9750        40.5640     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.10710        2.77739        7.24404       0.332590        42.9731        40.5657     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.12755       0.830756        7.32357       0.315551        42.8320        40.5706     
  1145.36        500.000                 NaN            NaN            NaN            NaN  0.169431E-004            NaN   8.74401       0.222028        7.33195       0.313208        42.8163        40.5725     
  1142.86        500.000                 NaN            NaN            NaN            NaN   1.70165                 NaN   6.02733                 NaN   7.06237       0.434874        43.4715        41.3022     
  1140.35        500.000                 NaN            NaN            NaN            NaN   1.72614                 NaN   5.98676                 NaN   7.06031       0.436251        43.4753        41.3153     
  1137.84        500.000                 NaN            NaN            NaN            NaN   1.96569                 NaN   5.49629                 NaN   6.99598       0.466988        43.6662        41.4089     
  1135.34        500.000                 NaN            NaN            NaN            NaN   2.01668                 NaN   5.41513                 NaN   6.99366       0.469046        43.6704        41.4350     
  1132.83        500.000                 NaN            NaN            NaN            NaN   2.01657                 NaN   5.41485                 NaN   6.99359       0.469025        43.6692        41.4367     
  1130.33        500.000                 NaN            NaN            NaN            NaN   2.01648                 NaN   5.41455                 NaN   6.99352       0.469006        43.6680        41.4384     
  1127.82        500.000                 NaN            NaN            NaN            NaN   2.01638                 NaN   5.41426                 NaN   6.99345       0.468986        43.6668        41.4401     
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.01628                 NaN   5.41396                 NaN   6.99338       0.468966        43.6656        41.4418     
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.01618                 NaN   5.41367                 NaN   6.99331       0.468947        43.6644        41.4435     
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.01607                 NaN   5.41338                 NaN   6.99325       0.468926        43.6632        41.4452     
  1117.79        500.000                 NaN            NaN            NaN            NaN   1.98815                 NaN   5.53734                 NaN   7.03048       0.453896        43.5408        41.4493     
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.01587                 NaN   5.41279                 NaN   6.99311       0.468887        43.6607        41.4486     
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.02239                 NaN   5.40437                 NaN   6.99403       0.468813        43.6562        41.4542     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.04582                 NaN   5.43970                 NaN   7.02535       0.457549        43.5502        41.4814     
  1107.77        500.000                 NaN            NaN            NaN            NaN   2.06311                 NaN   5.41047                 NaN   7.02396       0.458616        43.5527        41.4912     
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.01554                 NaN   5.41154                 NaN   6.99285       0.468808        43.6559        41.4554     
  1102.76        500.000                 NaN            NaN            NaN            NaN   2.09642                 NaN   5.35425                 NaN   7.02104       0.460839        43.5569        41.5105     
  1100.25        500.000                 NaN            NaN            NaN            NaN   2.11029                 NaN   5.33118                 NaN   7.02044       0.461476        43.5578        41.5188     
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.12319                 NaN   5.30998                 NaN   7.01984       0.462169        43.5580        41.5269     
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.12801                 NaN   5.30402                 NaN   7.02100       0.462039        43.5533        41.5316     
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.30754                 NaN   4.96580                 NaN   6.98992       0.478692        43.6474        41.6107     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.30770                 NaN   4.96501                 NaN   6.98980       0.478698        43.6463        41.6125     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.30759                 NaN   4.96473                 NaN   6.98973       0.478679        43.6451        41.6141     
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.30748                 NaN   4.96446                 NaN   6.98966       0.478659        43.6439        41.6158     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.30735                 NaN   4.96423                 NaN   6.98959       0.478638        43.6427        41.6175     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.20397                 NaN   5.17825                 NaN   7.01717       0.466356        43.5551        41.5792     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.30713                 NaN   4.96369                 NaN   6.98946       0.478599        43.6403        41.6208     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.23081                 NaN   5.13603                 NaN   7.01929       0.468281        43.5489        41.5967     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.23434                 NaN   5.12934                 NaN   7.01675       0.467847        43.5519        41.5999     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.24399                 NaN   5.11387                 NaN   7.01669       0.468310        43.5506        41.6066     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.29192                 NaN   5.00034                 NaN   6.99680       0.475816        43.6116        41.6236     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.30586                 NaN   4.96433                 NaN   6.98956       0.478350        43.6328        41.6291     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.27162                 NaN   5.06981                 NaN   7.01675       0.469611        43.5461        41.6262     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.28046                 NaN   5.05580                 NaN   7.01684       0.470012        43.5444        41.6325     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.28940                 NaN   5.04129                 NaN   7.01684       0.470459        43.5431        41.6389     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.29756                 NaN   5.02862                 NaN   7.01709       0.470792        43.5409        41.6451     
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.30545                 NaN   5.01639                 NaN   7.01739       0.471110        43.5386        41.6511     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.31319                 NaN   5.00444                 NaN   7.01772       0.471417        43.5362        41.6570     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.32079                 NaN   4.99275                 NaN   7.01808       0.471713        43.5338        41.6629     
  1045.11        500.000                 NaN            NaN            NaN            NaN   2.32825                 NaN   4.98131                 NaN   7.01847       0.472000        43.5312        41.6688     
  1042.61        500.000                 NaN            NaN            NaN            NaN   2.33557                 NaN   4.97012                 NaN   7.01890       0.472276        43.5286        41.6745     
  1040.10        500.000                 NaN            NaN            NaN            NaN   2.34277                 NaN   4.95916                 NaN   7.01935       0.472543        43.5259        41.6803     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.34983                 NaN   4.94845                 NaN   7.01983       0.472800        43.5231        41.6860     
  1035.09        500.000                 NaN            NaN            NaN            NaN   2.35677                 NaN   4.93796                 NaN   7.02034       0.473048        43.5202        41.6916     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.38220                 NaN   4.84992                 NaN   6.99544       0.480534        43.5977        41.6942     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.38203                 NaN   4.85009                 NaN   6.99556       0.480492        43.5959        41.6959     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.38195                 NaN   4.84979                 NaN   6.99550       0.480474        43.5947        41.6976     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.38187                 NaN   4.84950                 NaN   6.99544       0.480454        43.5934        41.6993     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.38180                 NaN   4.84920                 NaN   6.99539       0.480435        43.5922        41.7010     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.39550                 NaN   4.88068                 NaN   7.02423       0.474233        43.5010        41.7244     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.40215                 NaN   4.87119                 NaN   7.02481       0.474444        43.4973        41.7301     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.40793                 NaN   4.86270                 NaN   7.02519       0.474651        43.4941        41.7354     
  1012.53        500.000                 NaN            NaN            NaN            NaN   2.38981                 NaN   4.84228                 NaN   6.99999       0.479823        43.5739        41.7141     
  1010.03        500.000                 NaN            NaN            NaN            NaN   2.38162                 NaN   4.84732                 NaN   6.99513       0.480329        43.5861        41.7095     
  1007.52        500.000                 NaN            NaN            NaN            NaN   2.38157                 NaN   4.84700                 NaN   6.99508       0.480310        43.5849        41.7111     
  1005.01        500.000                 NaN            NaN            NaN            NaN   2.38152                 NaN   4.84667                 NaN   6.99504       0.480290        43.5836        41.7128     
  1002.51        500.000                 NaN            NaN            NaN            NaN   2.38127                 NaN   4.84678                 NaN   6.99501       0.480279        43.5821        41.7145     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.44226                 NaN   4.81342                 NaN   7.02974       0.475572        43.4723        41.7667     
