|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1388.48        500.000        98.7078       0.272404       0.479818                 NaN  0.366182       0.173807                 NaN            NaN            NaN
  1387.38        500.000        98.7184       0.477872       0.264024                 NaN  0.363574       0.176171                 NaN            NaN            NaN
  1386.28        500.000        98.7305       0.475076       0.256533                 NaN  0.360388       0.177493                 NaN            NaN            NaN
  1385.18        500.000        98.7432       0.248828       0.472150                 NaN  0.356923       0.178884                 NaN            NaN            NaN
  1384.07        500.000        98.7578       0.241629       0.468481                 NaN  0.352843       0.179205                 NaN            NaN            NaN
  1382.97        500.000        98.7566       0.235782       0.472458                 NaN  0.353313       0.181867                 NaN            NaN            NaN
  1381.87        500.000        98.7842       0.460989       0.229697                 NaN  0.345137       0.179997                 NaN            NaN            NaN
  1380.77        500.000        98.7943       0.220950       0.459539                 NaN  0.342896       0.182343                 NaN            NaN            NaN
  1379.67        500.000        98.7943       0.460965       0.217147                 NaN  0.342779       0.184760                 NaN            NaN            NaN
  1378.57        500.000        98.8225       0.452514       0.206083                 NaN  0.334932       0.183962                 NaN            NaN            NaN
  1377.47        500.000        98.8285       0.451521       0.202051                 NaN  0.333342       0.184620                 NaN            NaN            NaN
  1376.37        500.000        98.8393       0.449973       0.193993                 NaN  0.330578       0.186202                 NaN            NaN            NaN
  1375.27        500.000        98.8483       0.448177       0.187787                 NaN  0.328084       0.187641                 NaN            NaN            NaN
  1374.17        500.000        98.8612       0.182943       0.444204                 NaN  0.324289       0.187376                 NaN            NaN            NaN
  1373.07        500.000        98.8673       0.175052       0.443982                 NaN  0.323038       0.190649                 NaN            NaN            NaN
  1371.97        500.000        98.8847       0.172090       0.438218                 NaN  0.317397       0.187606                 NaN            NaN            NaN
  1370.87        500.000        98.8919       0.437740       0.164383                 NaN  0.315809       0.190168                 NaN            NaN            NaN
  1369.77        500.000        98.9014       0.158545       0.435842                 NaN  0.313196       0.191050                 NaN            NaN            NaN
  1368.67        500.000        98.9123       0.433198       0.152971                 NaN  0.310084       0.191442                 NaN            NaN            NaN
  1367.57        500.000        98.9207       0.147871       0.431521                 NaN  0.307730       0.192191                 NaN            NaN            NaN
  1366.47        500.000        98.9309       0.429280       0.141858                 NaN  0.304975       0.192957                 NaN            NaN            NaN
  1365.37        500.000        98.9403       0.426997       0.137397                 NaN  0.302159       0.193155                 NaN            NaN            NaN
  1364.27        500.000        98.9500       0.425232       0.131302                 NaN  0.299519       0.193909                 NaN            NaN            NaN
  1363.17        500.000        98.9587       0.422896       0.127181                 NaN  0.296999       0.194251                 NaN            NaN            NaN
  1362.06        500.000        98.9676       0.421002       0.122407                 NaN  0.294388       0.194565                 NaN            NaN            NaN
  1360.96        500.000        98.9734       0.117063       0.420846                 NaN  0.292922       0.195753                 NaN            NaN            NaN
  1359.86        500.000        98.9867       0.416343       0.114025                 NaN  0.288657       0.194265                 NaN            NaN            NaN
  1358.76        500.000        98.9932       0.108446       0.415731                 NaN  0.286991       0.195594                 NaN            NaN            NaN
  1357.66        500.000        99.0003       0.414457       0.103222                 NaN  0.285153       0.196838                 NaN            NaN            NaN
  1356.56        500.000        99.0114       0.101583       0.410826                 NaN  0.281468       0.194737                 NaN            NaN            NaN
  1355.46        500.000        99.0178       0.960096E-001  0.410162                 NaN  0.279855       0.196130                 NaN            NaN            NaN
  1354.36        500.000        99.0264       0.408425       0.915775E-001            NaN  0.277304       0.196254                 NaN            NaN            NaN
  1353.26        500.000        99.0342       0.406816       0.874117E-001            NaN  0.275067       0.196501                 NaN            NaN            NaN
  1352.16        500.000        99.0418       0.405306       0.841172E-001            NaN  0.272714       0.196071                 NaN            NaN            NaN
  1351.06        500.000        99.0432       0.831495E-001  0.404716                 NaN  0.272267       0.196645                 NaN            NaN            NaN
  1349.96        500.000        99.0594       0.771642E-001  0.401357                 NaN  0.267045       0.195043                 NaN            NaN            NaN
  1348.86        500.000        99.0644       0.400082       0.741231E-001            NaN  0.265891       0.195492                 NaN            NaN            NaN
  1347.76        500.000        99.0711       0.399126       0.703488E-001            NaN  0.263867       0.195553                 NaN            NaN            NaN
  1346.66        500.000        99.0716       0.399776       0.643739E-001            NaN  0.264806       0.199411                 NaN            NaN            NaN
  1345.56        500.000        99.0941       0.391124       0.676973E-001            NaN  0.256139       0.190956                 NaN            NaN            NaN
  1344.46        500.000        99.0924       0.394038       0.615584E-001            NaN  0.257408       0.194608                 NaN            NaN            NaN
  1343.36        500.000        99.0994       0.392393       0.590565E-001            NaN  0.255232       0.193952                 NaN            NaN            NaN
  1342.26        500.000        99.1060       0.390755       0.564915E-001            NaN  0.253173       0.193579                 NaN            NaN            NaN
  1341.16        500.000        99.1127       0.389407       0.536624E-001            NaN  0.251129       0.193075                 NaN            NaN            NaN
  1340.05        500.000        99.1190       0.387652       0.520182E-001            NaN  0.249066       0.192223                 NaN            NaN            NaN
  1338.95        500.000        99.1241       0.387616       0.481518E-001            NaN  0.247621       0.192532                 NaN            NaN            NaN
  1337.85        500.000        99.1335       0.480044E-001  0.383920                 NaN  0.244429       0.190178                 NaN            NaN            NaN
  1336.75        500.000        99.1371       0.383695       0.456179E-001            NaN  0.243320       0.190275                 NaN            NaN            NaN
  1335.65        500.000        99.1447       0.381580       0.437682E-001            NaN  0.240955       0.189043                 NaN            NaN            NaN
  1334.55        500.000        99.1504       0.420038E-001  0.380049                 NaN  0.239104       0.188396                 NaN            NaN            NaN
  1333.45        500.000        99.1569       0.378202       0.404632E-001            NaN  0.237074       0.187384                 NaN            NaN            NaN
  1332.35        500.000        99.1624       0.377202       0.387344E-001            NaN  0.235262       0.186420                 NaN            NaN            NaN
  1331.25        500.000        99.1675       0.375973E-001  0.376016                 NaN  0.233552       0.185288                 NaN            NaN            NaN
  1330.15        500.000        99.1745       0.329459E-001  0.375078                 NaN  0.231595       0.185840                 NaN            NaN            NaN
  1329.05        500.000        99.1800       0.371369       0.371769E-001            NaN  0.229374       0.182116                 NaN            NaN            NaN
  1327.95        500.000        99.1851       0.370922       0.346661E-001            NaN  0.227724       0.181570                 NaN            NaN            NaN
  1326.85        500.000        99.1279       0.645819E-001  0.381000                 NaN  0.237182       0.165092       0.242258E-001            NaN            NaN
  1325.75        500.000        99.0337       0.450396                 NaN            NaN  0.258487       0.187029       0.704317E-001            NaN            NaN
  1324.65        500.000        99.0438       0.446066                 NaN            NaN  0.255750       0.185000       0.693860E-001            NaN            NaN
  1323.55        500.000        99.0547       0.441503                 NaN            NaN  0.252825       0.182641       0.683041E-001            NaN            NaN
  1322.45        500.000        99.0635       0.434355                 NaN            NaN  0.250601       0.184119       0.674099E-001            NaN            NaN
  1321.35        500.000        99.0736       0.430211                 NaN            NaN  0.247876       0.181838       0.664384E-001            NaN            NaN
  1320.25        500.000        99.0826       0.426549                 NaN            NaN  0.245304       0.180093       0.654205E-001            NaN            NaN
  1319.15        500.000        99.0919       0.421022                 NaN            NaN  0.242925       0.179585       0.645329E-001            NaN            NaN
  1318.04        500.000        99.1013       0.417318                 NaN            NaN  0.240360       0.177497       0.635723E-001            NaN            NaN
  1316.94        500.000        99.1106       0.412201                 NaN            NaN  0.237957       0.176549       0.627303E-001            NaN            NaN
  1315.84        500.000        99.1190       0.408973                 NaN            NaN  0.235457       0.174810       0.617563E-001            NaN            NaN
  1314.74        500.000        99.1273       0.404092                 NaN            NaN  0.233366       0.174228       0.609647E-001            NaN            NaN
  1313.64        500.000        99.1359       0.400489                 NaN            NaN  0.230853       0.172718       0.600293E-001            NaN            NaN
  1312.54        500.000        99.1442       0.396758                 NaN            NaN  0.228626       0.171180       0.592185E-001            NaN            NaN
  1311.44        500.000        99.1533       0.393222                 NaN            NaN  0.226119       0.169056       0.583311E-001            NaN            NaN
  1310.34        500.000        99.1610       0.389314                 NaN            NaN  0.223995       0.168101       0.575434E-001            NaN            NaN
  1309.24        500.000        99.1698       0.385177                 NaN            NaN  0.221628       0.166640       0.567217E-001            NaN            NaN
  1308.14        500.000        99.1778       0.382027                 NaN            NaN  0.219422       0.164792       0.559146E-001            NaN            NaN
  1307.04        500.000        99.1852       0.378534                 NaN            NaN  0.217332       0.163804       0.551494E-001            NaN            NaN
  1305.94        500.000        99.1935       0.374863                 NaN            NaN  0.215078       0.162149       0.543703E-001            NaN            NaN
  1304.84        500.000        99.2016       0.371124                 NaN            NaN  0.212903       0.160765       0.536091E-001            NaN            NaN
  1303.74        500.000        99.2095       0.367822                 NaN            NaN  0.210699       0.159149       0.528708E-001            NaN            NaN
  1302.64        500.000        99.2159       0.364805                 NaN            NaN  0.208989       0.158099       0.521912E-001            NaN            NaN
  1301.54        500.000        99.2247       0.360829                 NaN            NaN  0.206521       0.156566       0.514091E-001            NaN            NaN
  1300.44        500.000        99.2321       0.357237                 NaN            NaN  0.204435       0.155555       0.506403E-001            NaN            NaN
  1299.34        500.000        99.2388       0.354825                 NaN            NaN  0.202515       0.153876       0.499790E-001            NaN            NaN
  1298.24        500.000        99.2463       0.351647                 NaN            NaN  0.200524       0.152302       0.492612E-001            NaN            NaN
  1297.14        500.000        99.2536       0.348481                 NaN            NaN  0.198508       0.150799       0.486094E-001            NaN            NaN
  1296.03        500.000        99.2595       0.343479                 NaN            NaN  0.197148       0.151773       0.481342E-001            NaN            NaN
  1294.93        500.000        99.2684       0.342990                 NaN            NaN  0.194103       0.147377       0.471143E-001            NaN            NaN
  1293.83        500.000        99.2741       0.340099                 NaN            NaN  0.194491       0.144055       0.472613E-001            NaN            NaN
  1292.73        500.000        99.2863       0.335900                 NaN            NaN  0.188333       0.144319       0.451212E-001            NaN            NaN
  1291.63        500.000        99.2879       0.334376                 NaN            NaN  0.188895       0.143484       0.452970E-001            NaN            NaN
  1290.53        500.000        99.2942       0.330628                 NaN            NaN  0.187218       0.143232       0.447189E-001            NaN            NaN
  1289.43        500.000        99.3016       0.329119                 NaN            NaN  0.185025       0.140273       0.440253E-001            NaN            NaN
  1288.33        500.000        99.3080       0.325637                 NaN            NaN  0.183338       0.139538       0.434577E-001            NaN            NaN
  1287.23        500.000        99.3145       0.323533                 NaN            NaN  0.181492       0.137680       0.428192E-001            NaN            NaN
  1286.13        500.000        99.3205       0.321011                 NaN            NaN  0.179835       0.136434       0.422552E-001            NaN            NaN
  1285.03        500.000        99.3276       0.318543                 NaN            NaN  0.177787       0.134412       0.416081E-001            NaN            NaN
  1283.93        500.000        99.3333       0.315657                 NaN            NaN  0.176286       0.133656       0.410912E-001            NaN            NaN
  1282.83        500.000        99.3405       0.312841                 NaN            NaN  0.174264       0.131889       0.404616E-001            NaN            NaN
  1281.73        500.000        99.3462       0.310717                 NaN            NaN  0.172640       0.130487       0.399067E-001            NaN            NaN
  1280.63        500.000        99.3520       0.308778                 NaN            NaN  0.170995       0.128843       0.393407E-001            NaN            NaN
  1279.53        500.000        99.3580       0.306372                 NaN            NaN  0.169316       0.127520       0.387837E-001            NaN            NaN
  1278.43        500.000        99.3647       0.303484                 NaN            NaN  0.167607       0.126008       0.382132E-001            NaN            NaN
  1277.33        500.000        99.3707       0.300620                 NaN            NaN  0.166158       0.124716       0.378054E-001            NaN            NaN
  1276.23        500.000        99.3759       0.300406                 NaN            NaN  0.163980       0.122606       0.370804E-001            NaN            NaN
  1275.13        500.000        99.3819       0.297222                 NaN            NaN  0.162673       0.121569       0.366313E-001            NaN            NaN
  1274.02        500.000        99.3876       0.294813                 NaN            NaN  0.161103       0.120336       0.361186E-001            NaN            NaN
  1272.92        500.000        93.3319        1.50677                 NaN            NaN  0.846685       0.522453       0.247623        3.54453                 NaN
  1271.82        500.000        91.8730        1.81053                 NaN            NaN   1.00829       0.605388       0.295139        4.40761                 NaN
  1270.72        500.000        92.5176        1.68775                 NaN            NaN  0.931985       0.551568       0.269864        4.04123                 NaN
  1269.62        500.000        93.0581        1.58319                 NaN            NaN  0.867846       0.507768       0.248701        3.73442                 NaN
  1268.52        500.000        93.5427        1.48793                 NaN            NaN  0.810140       0.467534       0.230011        3.46170                 NaN
  1267.42        500.000        93.9649        1.40822                 NaN            NaN  0.759577       0.429365       0.213477        3.22449                 NaN
  1266.32        500.000        94.3219        1.33562                 NaN            NaN  0.716819       0.402022       0.199717        3.02388                 NaN
  1265.22        500.000        94.6444        1.27247                 NaN            NaN  0.678049       0.374498       0.187108        2.84350                 NaN
  1264.12        500.000        94.9363        1.21294                 NaN            NaN  0.642807       0.350565       0.175896        2.68151                 NaN
  1263.02        500.000        95.1928        1.16158                 NaN            NaN  0.611669       0.329164       0.165925        2.53891                 NaN
  1261.92        500.000        95.4293        1.11454                 NaN            NaN  0.582802       0.308442       0.156679        2.40828                 NaN
  1260.82        500.000        95.6465        1.07192                 NaN            NaN  0.556314       0.288191       0.148170        2.28890                 NaN
  1259.72        500.000        95.8353        1.03039                 NaN            NaN  0.533080       0.275239       0.140941        2.18500                 NaN
  1258.62        500.000        96.0132       0.993662                 NaN            NaN  0.511124       0.260424       0.133972        2.08765                 NaN
  1257.52        500.000        96.1751       0.955978                 NaN            NaN  0.490933       0.250303       0.127949        1.99978                 NaN
  1256.42        500.000        96.3248       0.930165                 NaN            NaN  0.472445       0.233899       0.121590        1.91714                 NaN
  1255.32        500.000        96.4710       0.897623                 NaN            NaN  0.454101       0.221872       0.116072        1.83931                 NaN
  1254.22        500.000        96.6001       0.867961                 NaN            NaN  0.437731       0.213306       0.111118        1.76975                 NaN
  1253.12        500.000        96.7207       0.845395                 NaN            NaN  0.422561       0.200714       0.106227        1.70439                 NaN
  1252.01        500.000        96.8349       0.819466                 NaN            NaN  0.408001       0.192307       0.101750        1.64353                 NaN
  1250.91        500.000        96.9431       0.796146                 NaN            NaN  0.394129       0.183220       0.974880E-001   1.58594                 NaN
  1249.81        500.000        97.0444       0.774054                 NaN            NaN  0.381159       0.174726       0.935031E-001   1.53218                 NaN
  1248.71        500.000        97.1358       0.753507                 NaN            NaN  0.369423       0.168035       0.897721E-001   1.48342                 NaN
  1247.61        500.000        97.2268       0.729911                 NaN            NaN  0.357363       0.163312       0.864423E-001   1.43612                 NaN
  1246.51        500.000        97.3123       0.712695                 NaN            NaN  0.346389       0.155168       0.829068E-001   1.39055                 NaN
  1245.41        500.000        97.3915       0.694457                 NaN            NaN  0.335881       0.149393       0.797739E-001   1.34897                 NaN
  1244.31        500.000        97.4687       0.677531                 NaN            NaN  0.325812       0.142436       0.766390E-001   1.30892                 NaN
  1243.21        500.000        97.5418       0.655864                 NaN            NaN  0.315978       0.140700       0.740968E-001   1.27156                 NaN
  1242.11        500.000        97.6083       0.645462                 NaN            NaN  0.307230       0.132415       0.710658E-001   1.23557                 NaN
  1241.01        500.000        97.6742       0.628134                 NaN            NaN  0.298437       0.128819       0.684987E-001   1.20189                 NaN
  1239.91        500.000        97.7392       0.617085                 NaN            NaN  0.289682       0.119834       0.657777E-001   1.16846                 NaN
  1238.81        500.000        97.7985       0.599581                 NaN            NaN  0.281575       0.118785       0.635649E-001   1.13799                 NaN
  1237.71        500.000        97.8571       0.589995                 NaN            NaN  0.273812       0.110697       0.610125E-001   1.10735                 NaN
  1236.61        500.000        97.9118       0.578783                 NaN            NaN  0.266379       0.105080       0.587239E-001   1.07926                 NaN
  1235.51        500.000        97.9645       0.565446                 NaN            NaN  0.259129       0.101681       0.566853E-001   1.05255                 NaN
  1234.41        500.000        98.0156       0.554988                 NaN            NaN  0.252138       0.967966E-001  0.545319E-001   1.02597                 NaN
  1233.31        500.000        98.0638       0.542993                 NaN            NaN  0.245580       0.937402E-001  0.526103E-001   1.00128                 NaN
  1232.21        500.000        98.1720       0.510759                 NaN            NaN  0.214147                 NaN  0.640757E-001   1.03904                 NaN
  1231.11        500.000        96.3712       0.568086       0.610280                 NaN  0.532306                 NaN  0.125370        1.79273                 NaN
  1230.00        500.000        98.3527       0.283096       0.486427                 NaN  0.235106       0.124051E-005  0.224022E-001  0.620265                 NaN
  1228.90        500.000        98.7584       0.291252       0.195694                 NaN  0.365393E-001            NaN  0.529792E-002  0.712790                 NaN
  1227.80        500.000        97.4716       0.256661       0.441696                 NaN  0.375765                 NaN  0.947212E-001   1.35959                 NaN
  1226.70        500.000        99.2640       0.193218E-001            NaN            NaN  0.105800       0.207613                 NaN  0.403258                 NaN
  1225.60        500.000        98.8384                 NaN            NaN            NaN  0.114061       0.258375       0.503642E-002  0.784103                 NaN
  1224.50        500.000        98.8599       0.481064                 NaN            NaN  0.122639       0.129241E-005  0.316106E-001  0.504799                 NaN
  1223.40        500.000        98.4041       0.354282                 NaN            NaN  0.202852       0.900877E-001  0.445875E-001  0.904049                 NaN
  1222.30        500.000        98.5253       0.504895E-002  0.566456                 NaN  0.169955       0.262992E-004  0.320067E-001  0.701235                 NaN
  1221.20        500.000        98.5002       0.487328                 NaN            NaN  0.180339       0.227628E-001  0.349840E-001  0.774414                 NaN
  1220.10        500.000        98.4810       0.398424                 NaN            NaN  0.189693       0.971080E-001  0.362962E-001  0.797478                 NaN
  1219.00        500.000        97.5223       0.719570                 NaN            NaN  0.303689                 NaN  0.758296E-001   1.37859                 NaN
  1217.90        500.000        98.4390       0.589255                 NaN            NaN  0.213567                 NaN  0.955228E-002  0.748619                 NaN
  1216.80        500.000        99.5903       0.151941E-001  0.261151                 NaN  0.225678E-001            NaN  0.180717E-004  0.110743                 NaN
  1215.70        500.000        98.6216       0.409997       0.604048E-001            NaN  0.170412       0.243007E-005  0.261744E-001  0.711411                 NaN
  1214.60        500.000        98.6216       0.432429                 NaN            NaN  0.157039                 NaN  0.352276E-001  0.753736                 NaN
  1213.50        500.000        98.5942       0.540768                 NaN            NaN  0.178204       0.103081E-001  0.164507E-001  0.660119                 NaN
  1212.40        500.000        98.7068       0.312910       0.733472E-001            NaN  0.154089                 NaN  0.328779E-001  0.719999                 NaN
  1211.30        500.000        87.8744        1.56768       0.331534E-005            NaN   1.03714       0.318849       0.108962        4.51955        4.57344     
  1210.20        500.000        87.6631        1.57404                 NaN            NaN   1.05169       0.374630       0.109266        4.58007        4.64722     
  1209.10        500.000        80.5743        1.38130       0.926844                 NaN   1.64773       0.687639       0.177505        7.19793        7.40673     
  1207.99        500.000        99.9974       0.305973E-003            NaN            NaN  0.235703E-003  0.129258E-003  0.166020E-004  0.937076E-003  0.970822E-003
  1206.89        500.000        99.9950       0.556230E-003            NaN            NaN  0.412229E-003  0.136208E-003  0.531330E-004  0.191866E-002  0.197006E-002
  1205.79        500.000        65.7799       0.742613        2.75267                 NaN   2.88193        1.42581       0.327683        12.8496        13.2398     
  1204.69        500.000        99.9996       0.102038E-003            NaN            NaN  0.373727E-004  0.285273E-004            NaN  0.122075E-003  0.128559E-003
  1203.59        500.000        99.9979       0.202787E-003            NaN            NaN  0.172281E-003  0.774656E-004  0.225471E-004  0.796247E-003  0.844576E-003
  1202.49        500.000        99.9919       0.101818E-002  0.408958E-003            NaN  0.690744E-003            NaN  0.499229E-004  0.292297E-002  0.297840E-002
  1201.39        500.000        72.5866        3.40498        1.48916                 NaN   2.32671                 NaN  0.172843        9.88528        10.1344     
  1200.29        500.000        91.9742        1.19468                 NaN            NaN  0.673860       0.108878       0.592814E-001   2.96844        3.02064     
  1199.19        500.000        89.7915        1.03960                 NaN            NaN  0.855829       0.429865       0.866777E-001   3.81773        3.97884     
  1198.09        500.000        93.7520        1.10493                 NaN            NaN  0.534932                 NaN  0.376837E-001   2.30414        2.26632     
  1196.99        500.000        92.2645        1.14102       0.923943E-001            NaN  0.635978                 NaN  0.560335E-001   2.87855        2.93156     
  1195.89        500.000        92.8058       0.788892       0.138566E-003            NaN  0.605108       0.232608       0.564133E-001   2.73032        2.78073     
  1194.79        500.000        91.8722        1.31675                 NaN            NaN  0.674777                 NaN  0.509350E-001   3.02565        3.05969     
  1193.69        500.000        91.6031        1.36629                 NaN            NaN  0.704835                 NaN  0.469178E-001   3.12916        3.14970     
  1192.59        500.000        87.4222       0.236870E-002   1.72211                 NaN   1.04100       0.944728E-001  0.773264E-001   4.75068        4.88989     
  1191.49        500.000        93.7449       0.466824       0.457063                 NaN  0.497555                 NaN  0.452628E-001   2.42878        2.35966     
  1190.39        500.000        90.5495       0.316199        1.06921       0.590362E-005  0.764149                 NaN  0.562581E-001   3.66086        3.58380     
  1189.29        500.000        89.2242       0.335346        1.18684                 NaN  0.855507                 NaN  0.643246E-001   4.24009        4.09366     
  1188.19        500.000        56.6598        1.20883        4.33137                 NaN   3.31104                 NaN  0.255011        17.4865        16.7475     
  1187.09        500.000                 NaN   2.29834        9.90054                 NaN   7.46287                 NaN  0.587510        40.8367        38.9140     
  1185.98        500.000                 NaN   9.24708        2.97568                 NaN   7.48576                 NaN  0.581412        40.7943        38.9158     
  1184.88        500.000                 NaN   2.21718        9.98558                 NaN   7.46824                 NaN  0.585729        40.8291        38.9142     
  1183.78        500.000                 NaN   2.17643        10.0282                 NaN   7.47089                 NaN  0.584846        40.8254        38.9143     
  1182.68        500.000                 NaN   5.52693        6.70771                 NaN   7.49757                 NaN  0.574450        40.7790        38.9144     
  1181.58        500.000                 NaN   12.2534                 NaN            NaN   7.50465                 NaN  0.567345        40.7579        38.9167     
  1180.48        500.000                 NaN   11.0677        1.23416                 NaN   7.45567                 NaN  0.577583        40.7344        38.9305     
  1179.38        500.000                 NaN   3.84663        6.96374                 NaN   7.38393       0.898599       0.676454        41.0670        39.1636     
  1178.28        500.000                 NaN   10.1850        2.04132       0.161135E-004   7.51180                 NaN  0.575035        40.7742        38.9125     
  1177.18        500.000                 NaN   1.69658        10.5291                 NaN   7.49392                 NaN  0.575026        40.7906        38.9148     
  1176.08        500.000                 NaN   9.55557        2.68316                 NaN   7.52441                 NaN  0.573399        40.7510        38.9125     
  1174.98        500.000                 NaN   3.46205        8.80261                 NaN   7.50303                 NaN  0.569887        40.7422        38.9202     
  1173.88        500.000                 NaN  0.841093        11.4389                 NaN   7.45160                 NaN  0.584813        40.7583        38.9253     
  1172.78        500.000                 NaN   7.53238       0.392105                 NaN   7.23620        2.85524       0.796982        41.5078        39.6792     
  1171.68        500.000                 NaN   7.69376       0.956542E-001            NaN   7.22840        2.94546       0.803688        41.5296        39.7035     
  1170.58        500.000                 NaN   7.71831       0.654643E-001            NaN   7.22785        2.94902       0.804057        41.5309        39.7044     
  1169.48        500.000                 NaN   7.69720       0.880756E-001            NaN   7.22819        2.94825       0.803877        41.5302        39.7042     
  1168.38        500.000                 NaN   7.59542       0.274201                 NaN   7.23339        2.89227       0.799501        41.5160        39.6892     
