|6.6.6
Archiving\03_Data\frac/QFM/GRV/GRV_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1481.20        2500.00        98.2805                 NaN  0.133692E-002  0.231378                 NaN  0.141542        1.34523                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3079                 NaN  0.119215E-002  0.230423                 NaN  0.135769        1.32469                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3333                 NaN  0.108735E-002  0.229340                 NaN  0.128819        1.30745                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3578                 NaN  0.100274E-002  0.228473                 NaN  0.121816        1.29093                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3801                 NaN  0.905967E-003  0.227227                 NaN  0.115462        1.27628                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4064                 NaN  0.825222E-003  0.227145                 NaN  0.108221        1.25742                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        97.4280                 NaN  0.136187E-002  0.255540       0.126311       0.171306        2.01747                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.3930                 NaN  0.841367E-003  0.838383E-001            NaN  0.136929E-002  0.520979                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4695                 NaN  0.547686E-003  0.224369                 NaN  0.929027E-001   1.21271                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4888                 NaN  0.518313E-003  0.223783                 NaN  0.860138E-001   1.20093                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5091                 NaN  0.436228E-003  0.223039                 NaN  0.811775E-001   1.18624                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5270                 NaN  0.438463E-003  0.222464                 NaN  0.738402E-001   1.17625                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4314                 NaN  0.732980E-002  0.279600                 NaN            NaN   1.28169                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7062                 NaN            NaN  0.215688                 NaN  0.262993E-001   1.05178                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5770                 NaN            NaN  0.217277                 NaN  0.621134E-001   1.14360                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5932                 NaN            NaN  0.217565                 NaN  0.563391E-001   1.13292                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6084                 NaN  0.495729E-003  0.219656                 NaN  0.439009E-001   1.12750                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6238                 NaN            NaN  0.217268                 NaN  0.409768E-001   1.11799                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6357                 NaN            NaN  0.214972                 NaN  0.399244E-001   1.10945                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6496                 NaN            NaN  0.214741                 NaN  0.343933E-001   1.10131                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6616                 NaN            NaN  0.212855                 NaN  0.300439E-001   1.09549                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6729                 NaN            NaN  0.211780                 NaN  0.258975E-001   1.08945                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6798                 NaN            NaN  0.201007                 NaN  0.433336E-001   1.07582                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6982                 NaN  0.460998E-002  0.223684                 NaN            NaN   1.07346                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7139                 NaN            NaN  0.213732                 NaN            NaN   1.07241                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7152                 NaN            NaN  0.210356                 NaN            NaN   1.07442                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7168                 NaN  0.416573E-003  0.196849                 NaN  0.269968E-001   1.05898                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7267                 NaN            NaN  0.194530                 NaN            NaN   1.04893       0.298393E-001            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7111                 NaN  0.203212E-003  0.142292                 NaN            NaN  0.979362       0.167052                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.6998                 NaN  0.396202E-002  0.117516                 NaN            NaN  0.942821       0.235881                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7069                 NaN            NaN  0.119041                 NaN            NaN  0.947683       0.226354                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7105                 NaN  0.218859E-002  0.113102                 NaN            NaN  0.238214       0.935996                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.7094                 NaN  0.732226E-002  0.101759                 NaN            NaN  0.921561       0.259989                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.7023                 NaN  0.124582E-001  0.897626E-001            NaN            NaN  0.914715       0.280757                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.6941                 NaN  0.205330E-001  0.706529E-001            NaN            NaN  0.907572       0.307161                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.6630                 NaN  0.361632E-001  0.374135E-001            NaN            NaN  0.908328       0.355134                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.5976                 NaN  0.674573E-001            NaN            NaN            NaN  0.399063       0.935832                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.0782                 NaN  0.191130       0.132457                 NaN            NaN   1.09482       0.741723       0.761720                 NaN            NaN            NaN
  1385.96        2500.00        96.0141                 NaN  0.408823                 NaN            NaN            NaN   1.08427        1.37936        1.11342                 NaN            NaN            NaN
  1383.46        2500.00        95.6799                 NaN  0.520799                 NaN            NaN            NaN   1.57506        1.03080        1.19339                 NaN            NaN            NaN
  1380.95        2500.00        95.6706                 NaN  0.551801                 NaN            NaN            NaN   1.61485       0.967986        1.19479                 NaN            NaN            NaN
  1378.45        2500.00        95.8087                 NaN  0.544149                 NaN            NaN            NaN   1.57412       0.911908        1.16110                 NaN            NaN            NaN
  1375.94        2500.00        95.9735                 NaN  0.528378                 NaN            NaN            NaN   1.51964       0.857798        1.12068                 NaN            NaN            NaN
  1373.43        2500.00        96.1486                 NaN  0.508535                 NaN            NaN            NaN   1.45793       0.807244        1.07768                 NaN            NaN            NaN
  1370.93        2500.00        96.3188                 NaN  0.487987                 NaN            NaN            NaN   1.39316       0.764144        1.03596                 NaN            NaN            NaN
  1368.42        2500.00        96.4795                 NaN  0.468183                 NaN            NaN            NaN   1.33281       0.723422       0.996070                 NaN            NaN            NaN
  1365.91        2500.00        96.6329                 NaN  0.448934                 NaN            NaN            NaN  0.685375        1.27490       0.957934                 NaN            NaN            NaN
  1363.41        2500.00        96.7759                 NaN  0.430833                 NaN            NaN            NaN  0.650809        1.22033       0.922157                 NaN            NaN            NaN
  1360.90        2500.00        96.9107                 NaN  0.413625                 NaN            NaN            NaN  0.619202        1.16832       0.888143                 NaN            NaN            NaN
  1358.40        2500.00        97.0368                 NaN  0.397144                 NaN            NaN            NaN   1.11989       0.589964       0.856208                 NaN            NaN            NaN
  1355.89        2500.00        97.1582                 NaN  0.381595                 NaN            NaN            NaN  0.561531        1.07337       0.825285                 NaN            NaN            NaN
  1353.38        2500.00        97.2707                 NaN  0.366866                 NaN            NaN            NaN  0.536433        1.02958       0.796452                 NaN            NaN            NaN
  1350.88        2500.00        97.3770                 NaN  0.353285                 NaN            NaN            NaN  0.989425       0.511228       0.769076                 NaN            NaN            NaN
  1348.37        2500.00        97.4770                 NaN  0.339908                 NaN            NaN            NaN  0.490091       0.949804       0.743227                 NaN            NaN            NaN
  1345.86        2500.00        97.5709                 NaN  0.327394                 NaN            NaN            NaN  0.469124       0.913883       0.718728                 NaN            NaN            NaN
  1343.36        2500.00        97.6624                 NaN  0.315352                 NaN            NaN            NaN  0.878222       0.449222       0.694763                 NaN            NaN            NaN
  1340.85        2500.00        97.7472                 NaN  0.304207                 NaN            NaN            NaN  0.845684       0.430402       0.672469                 NaN            NaN            NaN
  1338.35        2500.00        97.8272                 NaN  0.293077                 NaN            NaN            NaN  0.813770       0.414649       0.651309                 NaN            NaN            NaN
  1335.84        2500.00        97.9045                 NaN  0.282937                 NaN            NaN            NaN  0.783954       0.397798       0.630764                 NaN            NaN            NaN
  1333.33        2500.00        97.9771                 NaN  0.272778                 NaN            NaN            NaN  0.755001       0.383647       0.611459                 NaN            NaN            NaN
  1330.83        2500.00        98.0472                 NaN  0.263505                 NaN            NaN            NaN  0.727990       0.368716       0.592595                 NaN            NaN            NaN
  1328.32        2500.00        98.1129                 NaN  0.254188                 NaN            NaN            NaN  0.701785       0.356270       0.574899                 NaN            NaN            NaN
  1325.81        2500.00        98.1764                 NaN  0.245573                 NaN            NaN            NaN  0.677059       0.343323       0.557674                 NaN            NaN            NaN
  1323.31        2500.00        98.2368                 NaN  0.237238                 NaN            NaN            NaN  0.331444       0.653201       0.541322                 NaN            NaN            NaN
  1320.80        2500.00        98.2947                 NaN  0.228969                 NaN            NaN            NaN  0.320722       0.630299       0.525300                 NaN            NaN            NaN
  1318.30        2500.00        98.3498                 NaN  0.220941                 NaN            NaN            NaN  0.608446       0.310800       0.510059                 NaN            NaN            NaN
  1315.79        2500.00        98.4014                 NaN  0.213411                 NaN            NaN            NaN  0.587065       0.302164       0.495948                 NaN            NaN            NaN
  1313.28        2500.00        98.4526                 NaN  0.205978                 NaN            NaN            NaN  0.292864       0.566936       0.481637                 NaN            NaN            NaN
  1310.78        2500.00        98.5005                 NaN  0.199374                 NaN            NaN            NaN  0.547997       0.283677       0.468444                 NaN            NaN            NaN
  1308.27        2500.00        98.5487                 NaN  0.192072                 NaN            NaN            NaN  0.276262       0.528312       0.454653                 NaN            NaN            NaN
  1305.76        2500.00        98.5921                 NaN  0.185786                 NaN            NaN            NaN  0.511561       0.268057       0.442493                 NaN            NaN            NaN
  1303.26        2500.00        98.6343                 NaN  0.179240                 NaN            NaN            NaN  0.262584       0.493068       0.430773                 NaN            NaN            NaN
  1300.75        2500.00        98.6773                 NaN  0.172710                 NaN            NaN            NaN  0.255327       0.476489       0.418127                 NaN            NaN            NaN
  1298.25        2500.00        98.7158                 NaN  0.166844                 NaN            NaN            NaN  0.249683       0.460468       0.407239                 NaN            NaN            NaN
  1295.74        2500.00        98.7540                 NaN  0.161054                 NaN            NaN            NaN  0.243386       0.445207       0.396326                 NaN            NaN            NaN
  1293.23        2500.00        98.7905                 NaN  0.155407                 NaN            NaN            NaN  0.238393       0.429920       0.385818                 NaN            NaN            NaN
  1290.73        2500.00        98.8263                 NaN  0.150264                 NaN            NaN            NaN  0.416083       0.231889       0.375436                 NaN            NaN            NaN
  1288.22        2500.00        98.7170                 NaN  0.148640                 NaN            NaN            NaN  0.248933       0.411565       0.383024       0.908410E-001            NaN            NaN
  1285.71        2500.00        88.6105                 NaN  0.422039                 NaN            NaN            NaN   1.73290        1.05608        1.61312        6.56533                 NaN            NaN
  1283.21        2500.00        89.0782                 NaN  0.422709                 NaN            NaN            NaN   1.05472        1.58010        1.56424        6.30004                 NaN            NaN
  1280.70        2500.00        89.7044                 NaN  0.391308                 NaN            NaN            NaN  0.945660        1.54778        1.48873        5.92216                 NaN            NaN
  1278.20        2500.00        94.4941                 NaN  0.234028                 NaN            NaN            NaN  0.569933       0.771836       0.795951        3.13411                 NaN            NaN
  1275.69        2500.00        87.5186                 NaN  0.297997                 NaN            NaN            NaN   1.44160        1.51982        1.73467        7.48728                 NaN            NaN
  1273.18        2500.00        93.8793                 NaN  0.253029                 NaN            NaN            NaN  0.863089       0.625224       0.888032        3.49135                 NaN            NaN
  1270.68        2500.00        98.5986                 NaN  0.283235                 NaN            NaN            NaN  0.329260       0.202662E-002  0.279623       0.507294                 NaN            NaN
  1268.17        2500.00        95.9474                 NaN  0.288594                 NaN            NaN            NaN  0.488375       0.412053       0.626063        2.23753                 NaN            NaN
  1265.66        2500.00        94.9252                 NaN  0.249886                 NaN            NaN            NaN  0.569944       0.580737       0.749572        2.92467                 NaN            NaN
  1263.16        2500.00        92.7370                 NaN            NaN            NaN            NaN            NaN   1.16472       0.708183       0.987672        4.40238                 NaN            NaN
  1260.65        2500.00        98.1168                 NaN  0.484124                 NaN            NaN            NaN            NaN            NaN  0.414699       0.984330                 NaN            NaN
  1258.15        2500.00        96.2037                 NaN  0.237314                 NaN            NaN            NaN  0.121055       0.727788       0.535448        2.17467                 NaN            NaN
  1255.64        2500.00        95.7358                 NaN  0.215427                 NaN            NaN            NaN  0.630265       0.404775       0.619572        2.39412                 NaN            NaN
  1253.13        2500.00        95.8462                 NaN  0.247999                 NaN            NaN            NaN  0.311400       0.544587       0.612923        2.43690                 NaN            NaN
  1250.63        2500.00        87.4297                 NaN  0.501080                 NaN            NaN            NaN  0.504084       0.765219        1.31274        5.69955        3.78764                 NaN
  1248.12        2500.00        49.4371                 NaN   2.24808                 NaN            NaN            NaN   4.36721                 NaN   5.02910        22.4992        16.4194                 NaN
  1245.61        2500.00        64.2546                 NaN   1.54424                 NaN            NaN            NaN   2.96153                 NaN   3.49078        15.7345        12.0143                 NaN
  1243.11        2500.00        63.3549                 NaN   1.55813                 NaN            NaN            NaN   2.99636                 NaN   3.56720        16.1030        12.3947       0.257677E-001
  1240.60        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1238.10        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.59        2500.00        48.3435                 NaN   2.14182                 NaN            NaN            NaN   4.09876                 NaN   4.92467        23.0931        17.3981                 NaN
  1233.08        2500.00        81.6586                 NaN  0.742603                 NaN            NaN            NaN   1.29884                 NaN   1.72352        8.33101        6.22641       0.190560E-001
  1230.58        2500.00        87.7015                 NaN  0.433976                 NaN            NaN            NaN  0.869383                 NaN   1.12373        5.50494        4.32881       0.376756E-001
  1228.07        2500.00        72.3868                 NaN  0.964267                 NaN            NaN            NaN   2.26923                 NaN   2.47139        12.8130        9.02584       0.694744E-001
  1225.56        2500.00        31.6557                 NaN   2.22859                 NaN            NaN            NaN   4.19684                 NaN   5.64916        32.7970        23.3004       0.172381     
  1223.06        2500.00                 NaN            NaN   3.09407                 NaN            NaN            NaN   5.84831                 NaN   8.01441        48.4221        34.3417       0.279395     
  1220.55        2500.00                 NaN            NaN   3.09400                 NaN            NaN            NaN   5.84920                 NaN   8.01707        48.4164        34.3441       0.279231     
  1218.05        2500.00                 NaN            NaN   3.06456                 NaN            NaN            NaN   5.86068                 NaN   8.02368        48.4120        34.3378       0.301295     
  1215.54        2500.00                 NaN            NaN   3.05822                 NaN            NaN            NaN   5.85897                 NaN   8.02492        48.4051        34.3434       0.309364     
  1213.03        2500.00                 NaN            NaN   3.14202                 NaN            NaN            NaN   5.80639                 NaN   8.10217        48.2613        34.4244       0.263763     
  1210.53        2500.00                 NaN            NaN   3.03704                 NaN            NaN            NaN   5.86185                 NaN   8.03058        48.3932        34.3481       0.329251     
  1208.02        2500.00                 NaN            NaN   3.02625                 NaN            NaN            NaN   5.86062                 NaN   8.03391        48.3888        34.3506       0.339827     
  1205.51        2500.00                 NaN            NaN   3.02348                 NaN            NaN            NaN   5.85406                 NaN   8.03456        48.3829        34.3586       0.346372     
  1203.01        2500.00                 NaN            NaN   3.00641                 NaN            NaN            NaN   5.86033                 NaN   8.04012        48.3773        34.3565       0.359310     
  1200.50        2500.00                 NaN            NaN   2.99593                 NaN            NaN            NaN   5.86156                 NaN   8.04240        48.3720        34.3588       0.369270     
  1197.99        2500.00                 NaN            NaN   2.99122                 NaN            NaN            NaN   5.85644                 NaN   8.04380        48.3664        34.3654       0.376728     
  1195.49        2500.00                 NaN            NaN   2.98054                 NaN            NaN            NaN   5.85724                 NaN   8.04689        48.3608        34.3677       0.386769     
  1192.98        2500.00                 NaN            NaN   2.97005                 NaN            NaN            NaN   5.85794                 NaN   8.04997        48.3553        34.3701       0.396677     
  1190.48        2500.00                 NaN            NaN   2.95963                 NaN            NaN            NaN   5.85861                 NaN   8.05306        48.3497        34.3725       0.406524     
  1187.97        2500.00                 NaN            NaN   2.95383                 NaN            NaN            NaN   5.84264                 NaN   8.05515        48.3514        34.3799       0.417091     
  1185.46        2500.00                 NaN            NaN   2.93503                 NaN            NaN            NaN   5.86384                 NaN   8.06055        48.3384        34.3745       0.427693     
  1182.96        2500.00                 NaN            NaN   2.92850                 NaN            NaN            NaN   5.85867                 NaN   8.06032        48.3365        34.3795       0.436488     
  1180.45        2500.00                 NaN            NaN   2.90874                 NaN            NaN            NaN   5.85579                 NaN   8.06941        48.3300        34.3814       0.454697     
  1177.94        2500.00                 NaN            NaN   2.89989                 NaN            NaN            NaN   5.85668                 NaN   8.07211        48.3235        34.3845       0.463340     
  1175.44        2500.00                 NaN            NaN   2.89083                 NaN            NaN            NaN   5.85491                 NaN   8.07224        48.3211        34.3881       0.472809     
  1172.93        2500.00                 NaN            NaN   2.89010                 NaN            NaN            NaN   5.85697                 NaN   8.07825        48.3094        34.3910       0.474193     
  1170.43        2500.00                 NaN            NaN   2.87812                 NaN            NaN            NaN   5.86181                 NaN   8.07859        48.3054        34.3923       0.483786     
  1167.92        2500.00                 NaN            NaN   2.86760                 NaN            NaN            NaN   5.86107                 NaN   8.08215        48.3010        34.3944       0.493746     
  1165.41        2500.00                 NaN            NaN   2.85878                 NaN            NaN            NaN   5.86063                 NaN   8.08505        48.2952        34.3977       0.502609     
  1162.91        2500.00                 NaN            NaN   2.85367                 NaN            NaN            NaN   5.85686                 NaN   8.08707        48.2885        34.4039       0.509973     
  1160.40        2500.00                 NaN            NaN   2.87637                 NaN            NaN            NaN   5.82939                 NaN   8.12684        48.2003        34.4579       0.509172     
  1157.89        2500.00                 NaN            NaN   2.86557                 NaN            NaN            NaN   5.82974                 NaN   8.12728        48.2005        34.4582       0.518720     
  1155.39        2500.00                 NaN            NaN   2.85485                 NaN            NaN            NaN   5.83010                 NaN   8.12773        48.2007        34.4584       0.528182     
  1152.88        2500.00                 NaN            NaN   2.84423                 NaN            NaN            NaN   5.83045                 NaN   8.12819        48.2009        34.4587       0.537550     
  1150.38        2500.00                 NaN            NaN   2.83371                 NaN            NaN            NaN   5.83080                 NaN   8.12866        48.2011        34.4589       0.546824     
  1147.87        2500.00                 NaN            NaN   2.80064                 NaN            NaN            NaN   5.85456                 NaN   8.10503        48.2547        34.4227       0.562385     
  1145.36        2500.00                 NaN            NaN   2.79099                 NaN            NaN            NaN   5.85559                 NaN   8.10855        48.2487        34.4250       0.571207     
  1142.86        2500.00                 NaN            NaN   2.78257                 NaN            NaN            NaN   5.85449                 NaN   8.11203        48.2431        34.4282       0.579612     
  1140.35        2500.00                 NaN            NaN   2.72991                 NaN            NaN            NaN   5.82680                 NaN   8.13519        48.2136        34.4536       0.640893     
  1137.84        2500.00                 NaN            NaN   2.79139                 NaN            NaN            NaN   5.80073                 NaN   8.12542        48.2179        34.4705       0.594096     
  1135.34        2500.00                 NaN            NaN   2.77417                 NaN            NaN            NaN   5.82335                 NaN   8.12853        48.2121        34.4610       0.600898     
  1132.83        2500.00                 NaN            NaN   2.75389                 NaN            NaN            NaN   5.84827                 NaN   8.12255        48.2192        34.4451       0.610979     
  1130.33        2500.00                 NaN            NaN   2.74522                 NaN            NaN            NaN   5.84767                 NaN   8.12616        48.2139        34.4478       0.619245     
  1127.82        2500.00                 NaN            NaN   2.73828                 NaN            NaN            NaN   5.84625                 NaN   8.12896        48.2079        34.4519       0.626780     
  1125.31        2500.00                 NaN            NaN   2.73078                 NaN            NaN            NaN   5.84493                 NaN   8.13209        48.2022        34.4555       0.634545     
  1122.81        2500.00                 NaN            NaN   2.72160                 NaN            NaN            NaN   5.83980       0.724730E-002   8.13576        48.1958        34.4573       0.642456     
  1120.30        2500.00                 NaN            NaN   2.69966                 NaN            NaN            NaN   5.81212       0.641046E-001   8.14336        48.1838        34.4456       0.651406     
  1117.79        2500.00                 NaN            NaN   2.67907                 NaN            NaN            NaN   5.78423       0.118558        8.15060        48.1725        34.4349       0.660098     
  1115.29        2500.00                 NaN            NaN   2.65799                 NaN            NaN            NaN   5.75678       0.173966        8.15814        48.1608        34.4237       0.668683     
  1112.78        2500.00                 NaN            NaN   2.63724                 NaN            NaN            NaN   5.72987       0.228703        8.16565        48.1490        34.4125       0.677031     
  1110.28        2500.00                 NaN            NaN   2.61653                 NaN            NaN            NaN  0.283211        5.70340        8.17326        48.1371        34.4012       0.685242     
  1107.77        2500.00                 NaN            NaN   2.59568                 NaN            NaN            NaN  0.337887        5.67749        8.18098        48.1250        34.3897       0.693324     
  1105.26        2500.00                 NaN            NaN   2.57471                 NaN            NaN            NaN   5.65151       0.393282        8.18880        48.1127        34.3778       0.701252     
  1102.76        2500.00                 NaN            NaN   2.55429                 NaN            NaN            NaN   5.62616       0.447282        8.19664        48.1005        34.3662       0.708943     
  1100.25        2500.00                 NaN            NaN   2.53389                 NaN            NaN            NaN  0.501277        5.60114        8.20452        48.0881        34.3545       0.716498     
  1097.74        2500.00                 NaN            NaN   2.50538                 NaN            NaN            NaN   5.52574       0.639372        8.22375        48.0613        34.3284       0.716082     
  1095.24        2500.00                 NaN            NaN   2.47081                 NaN            NaN            NaN   5.51371       0.661844        8.22958        48.0599        34.3213       0.742907     
  1092.73        2500.00                 NaN            NaN   2.47060                 NaN            NaN            NaN   5.51346       0.661833        8.22955        48.0588        34.3228       0.742909     
  1090.23        2500.00                 NaN            NaN   2.47040                 NaN            NaN            NaN   5.51321       0.661819        8.22952        48.0578        34.3244       0.742893     
  1087.72        2500.00                 NaN            NaN   2.43199                 NaN            NaN            NaN   5.48067       0.772233        8.24530        48.0243        34.2935       0.751955     
  1085.21        2500.00                 NaN            NaN   2.41156                 NaN            NaN            NaN   5.45721       0.827075        8.25375        48.0111        34.2807       0.758590     
  1082.71        2500.00                 NaN            NaN   2.40160                 NaN            NaN            NaN   5.43089       0.840625        8.25923        48.0128        34.2858       0.769045     
  1080.20        2500.00                 NaN            NaN   2.37180                 NaN            NaN            NaN   5.41183       0.934073        8.27063        47.9846        34.2558       0.771303     
  1077.69        2500.00                 NaN            NaN   2.35147                 NaN            NaN            NaN  0.988885        5.38939        8.27932        47.9709        34.2425       0.777477     
  1075.19        2500.00                 NaN            NaN   2.33120                 NaN            NaN            NaN   1.04394        5.36695        8.28812        47.9571        34.2292       0.783493     
  1072.68        2500.00                 NaN            NaN   2.31149                 NaN            NaN            NaN   5.34517        1.09752        8.29684        47.9434        34.2163       0.789308     
  1070.18        2500.00                 NaN            NaN   2.29174                 NaN            NaN            NaN   1.15132        5.32357        8.30565        47.9296        34.2031       0.794992     
  1067.67        2500.00                 NaN            NaN   2.27498                 NaN            NaN            NaN   5.27413        1.23880        8.32297        47.9051        34.1901       0.793916     
  1065.16        2500.00                 NaN            NaN   2.24720                 NaN            NaN            NaN   5.26362        1.25768        8.32854        47.9039        34.1840       0.815022     
  1062.66        2500.00                 NaN            NaN   2.23104                 NaN            NaN            NaN   5.25870        1.31845        8.33315        47.8863        34.1611       0.811227     
  1060.15        2500.00                 NaN            NaN   2.21203                 NaN            NaN            NaN   5.23925        1.37007        8.34206        47.8721        34.1482       0.816307     
  1057.64        2500.00                 NaN            NaN   2.19212                 NaN            NaN            NaN   5.21836        1.42492        8.35156        47.8575        34.1342       0.821267     
  1055.14        2500.00                 NaN            NaN   2.17129                 NaN            NaN            NaN   5.19736        1.48344        8.36114        47.8420        34.1186       0.826112     
  1052.63        2500.00                 NaN            NaN   2.15133                 NaN            NaN            NaN   5.17698        1.53916        8.37069        47.8270        34.1041       0.830792     
  1050.13        2500.00                 NaN            NaN   2.13196                 NaN            NaN            NaN   5.15689        1.59314        8.38023        47.8122        34.0902       0.835319     
  1047.62        2500.00                 NaN            NaN   2.11134                 NaN            NaN            NaN   5.13673        1.65137        8.39009        47.7963        34.0744       0.839734     
  1045.11        2500.00                 NaN            NaN   2.09131                 NaN            NaN            NaN   1.70787        5.11679        8.39994        47.7808        34.0593       0.843997     
  1042.61        2500.00                 NaN            NaN   2.06839                 NaN            NaN            NaN   5.09706        1.76126        8.41025        47.7657        34.0453       0.851994     
  1040.10        2500.00                 NaN            NaN   2.05076                 NaN            NaN            NaN   5.07663        1.82357        8.42011        47.7488        34.0280       0.852105     
  1037.59        2500.00                 NaN            NaN   2.03046                 NaN            NaN            NaN   5.05734        1.88100        8.43036        47.7328        34.0121       0.855957     
  1035.09        2500.00                 NaN            NaN   2.01124                 NaN            NaN            NaN   5.03916        1.93549        8.44025        47.7168        33.9974       0.859707     
  1032.58        2500.00                 NaN            NaN   1.99115                 NaN            NaN            NaN   5.01995        1.99331        8.45060        47.7003        33.9814       0.863275     
  1030.08        2500.00                 NaN            NaN   1.97079                 NaN            NaN            NaN   2.05201        5.00077        8.46115        47.6836        33.9650       0.866737     
  1027.57        2500.00                 NaN            NaN   1.94993                 NaN            NaN            NaN   2.11241        4.98145        8.47191        47.6664        33.9478       0.870066     
  1025.06        2500.00                 NaN            NaN   1.92916                 NaN            NaN            NaN   4.96235        2.17271        8.48276        47.6492        33.9306       0.873266     
  1022.56        2500.00                 NaN            NaN   1.90893                 NaN            NaN            NaN   2.23162        4.94379        8.49352        47.6320        33.9138       0.876320     
  1020.05        2500.00                 NaN            NaN   1.88854                 NaN            NaN            NaN   4.92527        2.29115        8.50442        47.6146        33.8968       0.879261     
  1017.54        2500.00                 NaN            NaN   1.86761                 NaN            NaN            NaN   4.90673        2.35236        8.51558        47.5967        33.8789       0.882071     
  1015.04        2500.00                 NaN            NaN   1.84621                 NaN            NaN            NaN   4.88768        2.41550        8.52702        47.5785        33.8604       0.884754     
  1012.53        2500.00                 NaN            NaN   1.82535                 NaN            NaN            NaN   4.86922        2.47715        8.53838        47.5603        33.8423       0.887300     
  1010.03        2500.00                 NaN            NaN   1.80423                 NaN            NaN            NaN   4.84991        2.54063        8.55000        47.5418        33.8237       0.889724     
  1007.52        2500.00                 NaN            NaN   1.78312                 NaN            NaN            NaN   2.60282        4.83253        8.56154        47.5229        33.8051       0.892021     
  1005.01        2500.00                 NaN            NaN   1.76186                 NaN            NaN            NaN   4.81415        2.66627        8.57329        47.5041        33.7861       0.894214     
  1002.51        2500.00                 NaN            NaN   1.74046                 NaN            NaN            NaN   4.79579        2.73037        8.58517        47.4851        33.7668       0.896284     
  1000.00        2500.00                 NaN            NaN   1.71788                 NaN            NaN            NaN   4.77679        2.79831        8.59746        47.4654        33.7460       0.898187     
