|6.6.6
Archiving\03_Data\frac/QFM/GRV/GRV_1.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1481.20        2500.00        98.0703                 NaN  0.207757E-002  0.277532                 NaN  0.159646        1.49042                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.0996                 NaN  0.185209E-002  0.276799                 NaN  0.153270        1.46845                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1266                 NaN  0.168888E-002  0.275945                 NaN  0.145556        1.45023                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1525                 NaN  0.155742E-002  0.275348                 NaN  0.137775        1.43280                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.1761                 NaN  0.140643E-002  0.274286                 NaN  0.130704        1.41747                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2040                 NaN  0.128106E-002  0.274688                 NaN  0.122628        1.39743                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        97.0917                 NaN  0.211593E-002  0.317116       0.153055       0.194172        2.24189                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.3148                 NaN  0.130697E-002  0.101839                 NaN  0.155660E-002  0.580513                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2703                 NaN  0.849551E-003  0.272681                 NaN  0.105588        1.35059                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2904                 NaN  0.803874E-003  0.272450                 NaN  0.978611E-001   1.33848                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3119                 NaN  0.676306E-003  0.271966                 NaN  0.924450E-001   1.32303                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3304                 NaN  0.679735E-003  0.271756                 NaN  0.841804E-001   1.31298                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2156                 NaN  0.113493E-001  0.342015                 NaN            NaN   1.43100                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5292                 NaN            NaN  0.264514                 NaN  0.300569E-001   1.17627                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3822                 NaN            NaN  0.266873                 NaN  0.710487E-001   1.27985                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3989                 NaN            NaN  0.267697                 NaN  0.645126E-001   1.26888                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4141                 NaN  0.768245E-003  0.270823                 NaN  0.503290E-001   1.26397                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4302                 NaN            NaN  0.268296                 NaN  0.470325E-001   1.25448                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4421                 NaN            NaN  0.265998                 NaN  0.458765E-001   1.24600                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4562                 NaN            NaN  0.266219                 NaN  0.395686E-001   1.23804                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4684                 NaN            NaN  0.264324                 NaN  0.346051E-001   1.23270                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4795                 NaN            NaN  0.263565                 NaN  0.298684E-001   1.22712                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.4863                 NaN            NaN  0.250584                 NaN  0.500410E-001   1.21306                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5019                 NaN  0.714574E-002  0.279463                 NaN            NaN   1.21145                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5208                 NaN            NaN  0.267464                 NaN            NaN   1.21169                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5208                 NaN            NaN  0.263793                 NaN            NaN   1.21538                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5213                 NaN  0.648268E-003  0.247391                 NaN  0.313397E-001   1.19931                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5320                 NaN            NaN  0.244912                 NaN            NaN   1.18867       0.343825E-001            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.5161                 NaN  0.317348E-003  0.179466                 NaN            NaN   1.11141       0.192728                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.5022                 NaN  0.620541E-002  0.148475                 NaN            NaN   1.07068       0.272455                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.5100                 NaN            NaN  0.150740                 NaN            NaN   1.07753       0.261781                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.5120                 NaN  0.345388E-002  0.143449                 NaN            NaN  0.275842        1.06521                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.5078                 NaN  0.115993E-001  0.129338                 NaN            NaN   1.04984       0.301410                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.4971                 NaN  0.197921E-001  0.114302                 NaN            NaN   1.04295       0.325846                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.4841                 NaN  0.326611E-001  0.901785E-001            NaN            NaN   1.03609       0.356996                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.4434                 NaN  0.575950E-001  0.478384E-001            NaN            NaN   1.03789       0.413252                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3571                 NaN  0.107531                 NaN            NaN            NaN  0.464959        1.07042                 NaN            NaN            NaN            NaN
  1388.47        2500.00        96.7113                 NaN  0.304911       0.170039                 NaN            NaN   1.25280       0.864798       0.696171                 NaN            NaN            NaN
  1385.96        2500.00        95.4834                 NaN  0.652934                 NaN            NaN            NaN   1.26580        1.58004        1.01779                 NaN            NaN            NaN
  1383.46        2500.00        95.0579                 NaN  0.833847                 NaN            NaN            NaN   1.80886        1.20665        1.09277                 NaN            NaN            NaN
  1380.95        2500.00        95.0181                 NaN  0.886630                 NaN            NaN            NaN   1.86099        1.13728        1.09703                 NaN            NaN            NaN
  1378.45        2500.00        95.1556                 NaN  0.877838                 NaN            NaN            NaN   1.82121        1.07583        1.06948                 NaN            NaN            NaN
  1375.94        2500.00        95.3268                 NaN  0.855844                 NaN            NaN            NaN   1.76536        1.01628        1.03569                 NaN            NaN            NaN
  1373.43        2500.00        95.5125                 NaN  0.827044                 NaN            NaN            NaN   1.70071       0.960416       0.999336                 NaN            NaN            NaN
  1370.93        2500.00        95.6942                 NaN  0.796934                 NaN            NaN            NaN   1.63178       0.913088       0.963947                 NaN            NaN            NaN
  1368.42        2500.00        95.8666                 NaN  0.767706                 NaN            NaN            NaN   1.56752       0.868124       0.930019                 NaN            NaN            NaN
  1365.91        2500.00        96.0319                 NaN  0.739094                 NaN            NaN            NaN  0.825972        1.50557       0.897491                 NaN            NaN            NaN
  1363.41        2500.00        96.1863                 NaN  0.712146                 NaN            NaN            NaN  0.787622        1.44695       0.866940                 NaN            NaN            NaN
  1360.90        2500.00        96.3324                 NaN  0.686440                 NaN            NaN            NaN  0.752513        1.39086       0.837823                 NaN            NaN            NaN
  1358.40        2500.00        96.4694                 NaN  0.661655                 NaN            NaN            NaN   1.33855       0.719990       0.810452                 NaN            NaN            NaN
  1355.89        2500.00        96.6018                 NaN  0.638230                 NaN            NaN            NaN  0.688100        1.28801       0.783835                 NaN            NaN            NaN
  1353.38        2500.00        96.7247                 NaN  0.615975                 NaN            NaN            NaN  0.660027        1.24027       0.759002                 NaN            NaN            NaN
  1350.88        2500.00        96.8412                 NaN  0.595383                 NaN            NaN            NaN   1.19648       0.631542       0.735370                 NaN            NaN            NaN
  1348.37        2500.00        96.9512                 NaN  0.575021                 NaN            NaN            NaN  0.607857        1.15295       0.713018                 NaN            NaN            NaN
  1345.86        2500.00        97.0546                 NaN  0.555903                 NaN            NaN            NaN  0.584171        1.11358       0.691792                 NaN            NaN            NaN
  1343.36        2500.00        97.1560                 NaN  0.537428                 NaN            NaN            NaN   1.07410       0.561564       0.670917                 NaN            NaN            NaN
  1340.85        2500.00        97.2500                 NaN  0.520316                 NaN            NaN            NaN   1.03808       0.540102       0.651496                 NaN            NaN            NaN
  1338.35        2500.00        97.3389                 NaN  0.503078                 NaN            NaN            NaN   1.00261       0.522358       0.633024                 NaN            NaN            NaN
  1335.84        2500.00        97.4254                 NaN  0.487370                 NaN            NaN            NaN  0.969263       0.503005       0.615010                 NaN            NaN            NaN
  1333.33        2500.00        97.5066                 NaN  0.471556                 NaN            NaN            NaN  0.936833       0.486925       0.598066                 NaN            NaN            NaN
  1330.83        2500.00        97.5854                 NaN  0.457083                 NaN            NaN            NaN  0.906408       0.469670       0.581424                 NaN            NaN            NaN
  1328.32        2500.00        97.6595                 NaN  0.442423                 NaN            NaN            NaN  0.876826       0.455484       0.565801                 NaN            NaN            NaN
  1325.81        2500.00        97.7313                 NaN  0.428852                 NaN            NaN            NaN  0.848801       0.440488       0.550522                 NaN            NaN            NaN
  1323.31        2500.00        97.8000                 NaN  0.415664                 NaN            NaN            NaN  0.426724       0.821587       0.535990                 NaN            NaN            NaN
  1320.80        2500.00        97.8660                 NaN  0.402505                 NaN            NaN            NaN  0.414373       0.795436       0.521674                 NaN            NaN            NaN
  1318.30        2500.00        97.9290                 NaN  0.389624                 NaN            NaN            NaN  0.770373       0.402941       0.508026                 NaN            NaN            NaN
  1315.79        2500.00        97.9882                 NaN  0.377572                 NaN            NaN            NaN  0.745699       0.393077       0.495402                 NaN            NaN            NaN
  1313.28        2500.00        98.0473                 NaN  0.365540                 NaN            NaN            NaN  0.382241       0.722423       0.482483                 NaN            NaN            NaN
  1310.78        2500.00        98.1027                 NaN  0.354890                 NaN            NaN            NaN  0.700386       0.371431       0.470590                 NaN            NaN            NaN
  1308.27        2500.00        98.1588                 NaN  0.342952                 NaN            NaN            NaN  0.362907       0.677355       0.458006                 NaN            NaN            NaN
  1305.76        2500.00        98.2093                 NaN  0.332712                 NaN            NaN            NaN  0.657818       0.353240       0.446977                 NaN            NaN            NaN
  1303.26        2500.00        98.2587                 NaN  0.321942                 NaN            NaN            NaN  0.347117       0.635919       0.436312                 NaN            NaN            NaN
  1300.75        2500.00        98.3094                 NaN  0.311113                 NaN            NaN            NaN  0.338557       0.616341       0.424630                 NaN            NaN            NaN
  1298.25        2500.00        98.3546                 NaN  0.301389                 NaN            NaN            NaN  0.332056       0.597309       0.414652                 NaN            NaN            NaN
  1295.74        2500.00        98.3999                 NaN  0.291753                 NaN            NaN            NaN  0.324641       0.579148       0.404579                 NaN            NaN            NaN
  1293.23        2500.00        98.4432                 NaN  0.282282                 NaN            NaN            NaN  0.318920       0.560800       0.394849                 NaN            NaN            NaN
  1290.73        2500.00        98.4860                 NaN  0.273638                 NaN            NaN            NaN  0.544167       0.311041       0.385180                 NaN            NaN            NaN
  1288.22        2500.00        98.3732                 NaN  0.271412                 NaN            NaN            NaN  0.334856       0.539720       0.393884       0.869525E-001            NaN            NaN
  1285.71        2500.00        87.6252                 NaN  0.766408                 NaN            NaN            NaN   2.32434        1.38044        1.65060        6.25305                 NaN            NaN
  1283.21        2500.00        88.0917                 NaN  0.768648                 NaN            NaN            NaN   1.38538        2.12994        1.60556        6.01878                 NaN            NaN
  1280.70        2500.00        88.7261                 NaN  0.714908                 NaN            NaN            NaN   1.24878        2.09866        1.53345        5.67809                 NaN            NaN
  1278.20        2500.00        93.9019                 NaN  0.431509                 NaN            NaN            NaN  0.759002        1.05618       0.825536        3.02584                 NaN            NaN
  1275.69        2500.00        86.4643                 NaN  0.546315                 NaN            NaN            NaN   1.96954        2.02084        1.79344        7.20557                 NaN            NaN
  1273.18        2500.00        93.1848                 NaN  0.470231                 NaN            NaN            NaN   1.19274       0.840547       0.925155        3.38650                 NaN            NaN
  1270.68        2500.00        98.2262                 NaN  0.525319                 NaN            NaN            NaN  0.457143       0.273775E-002  0.293278       0.495281                 NaN            NaN
  1268.17        2500.00        95.3849                 NaN  0.534661                 NaN            NaN            NaN  0.678926       0.557286       0.657320        2.18690                 NaN            NaN
  1265.66        2500.00        94.2991                 NaN  0.463787                 NaN            NaN            NaN  0.773317       0.809965       0.788789        2.86508                 NaN            NaN
  1263.16        2500.00        92.0493                 NaN            NaN            NaN            NaN            NaN   1.63053       0.963408        1.04023        4.31658                 NaN            NaN
  1260.65        2500.00        97.6790                 NaN  0.909292                 NaN            NaN            NaN            NaN            NaN  0.439833       0.971895                 NaN            NaN
  1258.15        2500.00        95.6640                 NaN  0.444957                 NaN            NaN            NaN  0.171150       0.999632       0.568943        2.15128                 NaN            NaN
  1255.64        2500.00        95.1213                 NaN  0.403231                 NaN            NaN            NaN  0.867703       0.573334       0.660015        2.37438                 NaN            NaN
  1253.13        2500.00        95.2540                 NaN  0.468000                 NaN            NaN            NaN  0.443043       0.753934       0.655311        2.42573                 NaN            NaN
  1250.63        2500.00        86.4804                 NaN  0.934764                 NaN            NaN            NaN  0.714452        1.04946        1.39811        5.65110        3.77175                 NaN
  1248.12        2500.00        47.3486                 NaN   4.07831                 NaN            NaN            NaN   5.82427                 NaN   5.20298        21.6638        15.8820                 NaN
  1245.61        2500.00        62.3277                 NaN   2.84491                 NaN            NaN            NaN   4.00301                 NaN   3.66463        15.3682        11.7916                 NaN
  1243.11        2500.00        61.4013                 NaN   2.87482                 NaN            NaN            NaN   4.00023                 NaN   3.75023        15.7453        12.1817       0.464026E-001
  1240.60        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1238.10        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.59        2500.00        46.2140                 NaN   3.91218                 NaN            NaN            NaN   5.45902                 NaN   5.13071        22.3416        16.9424                 NaN
  1233.08        2500.00        80.3806                 NaN   1.39818                 NaN            NaN            NaN   1.77765                 NaN   1.85161        8.30487        6.25204       0.350719E-001
  1230.58        2500.00        86.8123                 NaN  0.824072                 NaN            NaN            NaN   1.19310                 NaN   1.21451        5.51370        4.37260       0.697607E-001
  1228.07        2500.00        70.6504                 NaN   1.80741                 NaN            NaN            NaN   3.08355                 NaN   2.64133        12.6749        9.01520       0.127212     
  1225.56        2500.00        30.0454                 NaN   4.07271                 NaN            NaN            NaN   5.53100                 NaN   5.88109        31.4940        22.6683       0.307468     
  1223.06        2500.00                 NaN            NaN   5.54214                 NaN            NaN            NaN   7.55194                 NaN   8.17514        45.5079        32.7346       0.488307     
  1220.55        2500.00                 NaN            NaN   5.54244                 NaN            NaN            NaN   7.55277                 NaN   8.17789        45.5036        32.7353       0.488040     
  1218.05        2500.00                 NaN            NaN   5.49524                 NaN            NaN            NaN   7.56755                 NaN   8.18447        45.4993        32.7269       0.526609     
  1215.54        2500.00                 NaN            NaN   5.48471                 NaN            NaN            NaN   7.56486                 NaN   8.18571        45.4935        32.7305       0.540729     
  1213.03        2500.00                 NaN            NaN   5.62981                 NaN            NaN            NaN   7.47535                 NaN   8.26494        45.3612        32.8076       0.461062     
  1210.53        2500.00                 NaN            NaN   5.45044                 NaN            NaN            NaN   7.56786                 NaN   8.19141        45.4834        32.7313       0.575522     
  1208.02        2500.00                 NaN            NaN   5.43341                 NaN            NaN            NaN   7.56574                 NaN   8.19480        45.4801        32.7320       0.594026     
  1205.51        2500.00                 NaN            NaN   5.42873                 NaN            NaN            NaN   7.55661                 NaN   8.19551        45.4756        32.7380       0.605490     
  1203.01        2500.00                 NaN            NaN   5.40161                 NaN            NaN            NaN   7.56443                 NaN   8.20110        45.4707        32.7340       0.628122     
  1200.50        2500.00                 NaN            NaN   5.38468                 NaN            NaN            NaN   7.56568                 NaN   8.20339        45.4663        32.7344       0.645551     
  1197.99        2500.00                 NaN            NaN   5.37703                 NaN            NaN            NaN   7.55836                 NaN   8.20485        45.4620        32.7392       0.658612     
  1195.49        2500.00                 NaN            NaN   5.35993                 NaN            NaN            NaN   7.55895                 NaN   8.20797        45.4574        32.7396       0.676186     
  1192.98        2500.00                 NaN            NaN   5.34313                 NaN            NaN            NaN   7.55939                 NaN   8.21109        45.4528        32.7400       0.693530     
  1190.48        2500.00                 NaN            NaN   5.32645                 NaN            NaN            NaN   7.55978                 NaN   8.21422        45.4482        32.7405       0.710766     
  1187.97        2500.00                 NaN            NaN   5.31944                 NaN            NaN            NaN   7.53737                 NaN   8.21645        45.4512        32.7463       0.729273     
  1185.46        2500.00                 NaN            NaN   5.28727                 NaN            NaN            NaN   7.56572                 NaN   8.22177        45.4387        32.7387       0.747818     
  1182.96        2500.00                 NaN            NaN   5.27740                 NaN            NaN            NaN   7.55793                 NaN   8.22156        45.4380        32.7419       0.763224     
  1180.45        2500.00                 NaN            NaN   5.24554                 NaN            NaN            NaN   7.55411                 NaN   8.23082        45.4325        32.7420       0.795087     
  1177.94        2500.00                 NaN            NaN   5.23112                 NaN            NaN            NaN   7.55486                 NaN   8.23355        45.4271        32.7432       0.810225     
  1175.44        2500.00                 NaN            NaN   5.21705                 NaN            NaN            NaN   7.55182                 NaN   8.23369        45.4257        32.7450       0.826810     
  1172.93        2500.00                 NaN            NaN   5.21592                 NaN            NaN            NaN   7.55354                 NaN   8.23981        45.4154        32.7460       0.829257     
  1170.43        2500.00                 NaN            NaN   5.19673                 NaN            NaN            NaN   7.55978                 NaN   8.24009        45.4121        32.7453       0.846052     
  1167.92        2500.00                 NaN            NaN   5.18026                 NaN            NaN            NaN   7.55824                 NaN   8.24371        45.4087        32.7456       0.863498     
  1165.41        2500.00                 NaN            NaN   5.16620                 NaN            NaN            NaN   7.55710                 NaN   8.24666        45.4040        32.7470       0.879025     
  1162.91        2500.00                 NaN            NaN   5.15795                 NaN            NaN            NaN   7.55148                 NaN   8.24873        45.3986        32.7514       0.891935     
  1160.40        2500.00                 NaN            NaN   5.19914                 NaN            NaN            NaN   7.50498                 NaN   8.28918        45.3156        32.8006       0.890551     
  1157.89        2500.00                 NaN            NaN   5.18176                 NaN            NaN            NaN   7.50581                 NaN   8.28961        45.3164        32.7991       0.907277     
  1155.39        2500.00                 NaN            NaN   5.16451                 NaN            NaN            NaN   7.50663                 NaN   8.29006        45.3173        32.7976       0.923854     
  1152.88        2500.00                 NaN            NaN   5.14743                 NaN            NaN            NaN   7.50744                 NaN   8.29051        45.3182        32.7961       0.940268     
  1150.38        2500.00                 NaN            NaN   5.13051                 NaN            NaN            NaN   7.50823                 NaN   8.29098        45.3191        32.7946       0.956519     
  1147.87        2500.00                 NaN            NaN   5.07413                 NaN            NaN            NaN   7.54462                 NaN   8.26701        45.3714        32.7590       0.983787     
  1145.36        2500.00                 NaN            NaN   5.05880                 NaN            NaN            NaN   7.54548                 NaN   8.27058        45.3664        32.7595       0.999249     
  1142.86        2500.00                 NaN            NaN   5.04561                 NaN            NaN            NaN   7.54332                 NaN   8.27413        45.3621        32.7609        1.01399     
  1140.35        2500.00                 NaN            NaN   4.96176                 NaN            NaN            NaN   7.50789                 NaN   8.29713        45.3311        32.7809        1.12114     
  1137.84        2500.00                 NaN            NaN   5.06457                 NaN            NaN            NaN   7.46876                 NaN   8.28798        45.3407        32.7986        1.03941     
  1135.34        2500.00                 NaN            NaN   5.03507                 NaN            NaN            NaN   7.50353                 NaN   8.29069        45.3333        32.7861        1.05129     
  1132.83        2500.00                 NaN            NaN   5.00044                 NaN            NaN            NaN   7.53227                 NaN   8.28488        45.3430        32.7704        1.06900     
  1130.33        2500.00                 NaN            NaN   4.98701                 NaN            NaN            NaN   7.53084                 NaN   8.28856        45.3388        32.7713        1.08350     
  1127.82        2500.00                 NaN            NaN   4.97612                 NaN            NaN            NaN   7.52813                 NaN   8.29143        45.3340        32.7736        1.09672     
  1125.31        2500.00                 NaN            NaN   4.96447                 NaN            NaN            NaN   7.52558                 NaN   8.29464        45.3295        32.7755        1.11034     
  1122.81        2500.00                 NaN            NaN   4.94975                 NaN            NaN            NaN   7.51807       0.977919E-002   8.29837        45.3243        32.7755        1.12422     
  1120.30        2500.00                 NaN            NaN   4.91170                 NaN            NaN            NaN   7.48139       0.865118E-001   8.30592        45.3127        32.7619        1.13989     
  1117.79        2500.00                 NaN            NaN   4.87610                 NaN            NaN            NaN   7.44413       0.160018        8.31313        45.3020        32.7495        1.15511     
  1115.29        2500.00                 NaN            NaN   4.83955                 NaN            NaN            NaN   7.40756       0.234839        8.32065        45.2908        32.7365        1.17015     
  1112.78        2500.00                 NaN            NaN   4.80355                 NaN            NaN            NaN   7.37169       0.308772        8.32813        45.2796        32.7235        1.18477     
  1110.28        2500.00                 NaN            NaN   4.76760                 NaN            NaN            NaN  0.382408        7.33643        8.33571        45.2683        32.7104        1.19915     
  1107.77        2500.00                 NaN            NaN   4.73136                 NaN            NaN            NaN  0.456290        7.30188        8.34340        45.2567        32.6971        1.21331     
  1105.26        2500.00                 NaN            NaN   4.69487                 NaN            NaN            NaN   7.26726       0.531167        8.35119        45.2449        32.6834        1.22719     
  1102.76        2500.00                 NaN            NaN   4.65934                 NaN            NaN            NaN   7.23343       0.604176        8.35900        45.2333        32.6701        1.24066     
  1100.25        2500.00                 NaN            NaN   4.62381                 NaN            NaN            NaN  0.677195        7.20005        8.36686        45.2215        32.6566        1.25390     
  1097.74        2500.00                 NaN            NaN   4.57120                 NaN            NaN            NaN   7.10639       0.864715        8.38564        45.1921        32.6269        1.25308     
  1095.24        2500.00                 NaN            NaN   4.51398                 NaN            NaN            NaN   7.09105       0.895128        8.39140        45.1906        32.6178        1.30004     
  1092.73        2500.00                 NaN            NaN   4.51392                 NaN            NaN            NaN   7.09103       0.895156        8.39140        45.1906        32.6178        1.30009     
  1090.23        2500.00                 NaN            NaN   4.51390                 NaN            NaN            NaN   7.09102       0.895179        8.39141        45.1906        32.6178        1.30011     
  1087.72        2500.00                 NaN            NaN   4.44580                 NaN            NaN            NaN   7.03930        1.04389        8.40750        45.1606        32.5869        1.31601     
  1085.21        2500.00                 NaN            NaN   4.41001                 NaN            NaN            NaN   7.00795        1.11816        8.41593        45.1479        32.5724        1.32763     
  1082.71        2500.00                 NaN            NaN   4.39414                 NaN            NaN            NaN   6.97964        1.13743        8.42112        45.1477        32.5741        1.34591     
  1080.20        2500.00                 NaN            NaN   4.34031                 NaN            NaN            NaN   6.94721        1.26310        8.43276        45.1227        32.5440        1.34991     
  1077.69        2500.00                 NaN            NaN   4.30459                 NaN            NaN            NaN   1.33737        6.91718        8.44143        45.1096        32.5291        1.36073     
  1075.19        2500.00                 NaN            NaN   4.26893                 NaN            NaN            NaN   1.41198        6.88716        8.45020        45.0964        32.5140        1.37127     
  1072.68        2500.00                 NaN            NaN   4.23427                 NaN            NaN            NaN   6.85797        1.48462        8.45890        45.0834        32.4994        1.38146     
  1070.18        2500.00                 NaN            NaN   4.19952                 NaN            NaN            NaN   1.55756        6.82902        8.46769        45.0702        32.4846        1.39142     
  1067.67        2500.00                 NaN            NaN   4.16848                 NaN            NaN            NaN   6.76705        1.67733        8.48477        45.0445        32.4684        1.38948     
  1065.16        2500.00                 NaN            NaN   4.12253                 NaN            NaN            NaN   6.75372        1.70295        8.49032        45.0435        32.4606        1.42645     
  1062.66        2500.00                 NaN            NaN   4.09235                 NaN            NaN            NaN   6.74209        1.78423        8.49512        45.0288        32.4376        1.41986     
  1060.15        2500.00                 NaN            NaN   4.05882                 NaN            NaN            NaN   6.71586        1.85426        8.50401        45.0153        32.4230        1.42877     
  1057.64        2500.00                 NaN            NaN   4.02357                 NaN            NaN            NaN   6.68842        1.92878        8.51346        45.0011        32.4073        1.43746     
  1055.14        2500.00                 NaN            NaN   3.98662                 NaN            NaN            NaN   6.65972        2.00810        8.52305        44.9864        32.3902        1.44595     
  1052.63        2500.00                 NaN            NaN   3.95123                 NaN            NaN            NaN   6.63236        2.08374        8.53257        44.9720        32.3740        1.45415     
  1050.13        2500.00                 NaN            NaN   3.91690                 NaN            NaN            NaN   6.60584        2.15703        8.54206        44.9577        32.3584        1.46208     
  1047.62        2500.00                 NaN            NaN   3.88023                 NaN            NaN            NaN   6.57827        2.23608        8.55192        44.9426        32.3411        1.46982     
  1045.11        2500.00                 NaN            NaN   3.84461                 NaN            NaN            NaN   2.31280        6.55151        8.56175        44.9277        32.3243        1.47730     
  1042.61        2500.00                 NaN            NaN   3.80449                 NaN            NaN            NaN   6.52486        2.38530        8.57205        44.9133        32.3087        1.49130     
  1040.10        2500.00                 NaN            NaN   3.77239                 NaN            NaN            NaN   6.49743        2.46990        8.58187        44.8971        32.2898        1.49151     
  1037.59        2500.00                 NaN            NaN   3.73621                 NaN            NaN            NaN   6.47155        2.54795        8.59209        44.8816        32.2723        1.49826     
  1035.09        2500.00                 NaN            NaN   3.70194                 NaN            NaN            NaN   6.44692        2.62196        8.60197        44.8664        32.2560        1.50483     
  1032.58        2500.00                 NaN            NaN   3.66604                 NaN            NaN            NaN   6.42104        2.70051        8.61229        44.8506        32.2384        1.51109     
  1030.08        2500.00                 NaN            NaN   3.62963                 NaN            NaN            NaN   2.78026        6.39520        8.62281        44.8345        32.2204        1.51715     
  1027.57        2500.00                 NaN            NaN   3.59227                 NaN            NaN            NaN   2.86235        6.36919        8.63354        44.8180        32.2017        1.52298     
  1025.06        2500.00                 NaN            NaN   3.55504                 NaN            NaN            NaN   6.34346        2.94430        8.64435        44.8014        32.1829        1.52859     
  1022.56        2500.00                 NaN            NaN   3.51876                 NaN            NaN            NaN   3.02436        6.31841        8.65509        44.7849        32.1646        1.53394     
  1020.05        2500.00                 NaN            NaN   3.48217                 NaN            NaN            NaN   6.29343        3.10527        8.66595        44.7681        32.1460        1.53910     
  1017.54        2500.00                 NaN            NaN   3.44454                 NaN            NaN            NaN   6.26840        3.18850        8.67708        44.7509        32.1265        1.54402     
  1015.04        2500.00                 NaN            NaN   3.40602                 NaN            NaN            NaN   6.24273        3.27433        8.68848        44.7333        32.1065        1.54872     
  1012.53        2500.00                 NaN            NaN   3.36848                 NaN            NaN            NaN   6.21780        3.35814        8.69979        44.7157        32.0869        1.55318     
  1010.03        2500.00                 NaN            NaN   3.33040                 NaN            NaN            NaN   6.19157        3.44446        8.71139        44.6979        32.0668        1.55743     
  1007.52        2500.00                 NaN            NaN   3.29235                 NaN            NaN            NaN   3.52890        6.16795        8.72290        44.6798        32.0466        1.56145     
  1005.01        2500.00                 NaN            NaN   3.25397                 NaN            NaN            NaN   6.14313        3.61517        8.73461        44.6617        32.0262        1.56529     
  1002.51        2500.00                 NaN            NaN   3.21529                 NaN            NaN            NaN   6.11835        3.70235        8.74645        44.6433        32.0054        1.56892     
  1000.00        2500.00                 NaN            NaN   3.17439                 NaN            NaN            NaN   6.09273        3.79487        8.75867        44.6241        31.9830        1.57225     
