|6.6.6
Archiving\03_Data\DfracLP/QFM_m3/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1804.51        500.000        99.3068                 NaN            NaN  0.680651       0.125776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4400                 NaN            NaN  0.545222       0.147331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4393                 NaN            NaN  0.545998       0.147118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4379                 NaN            NaN  0.547383       0.146799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4365                 NaN            NaN  0.548854       0.146934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4354                 NaN            NaN  0.549980       0.146456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4338                 NaN            NaN  0.551553       0.146109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4323                 NaN            NaN  0.553061       0.145901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4303                 NaN            NaN  0.555104       0.145832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4273                 NaN            NaN  0.558089       0.145753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4281                 NaN            NaN  0.557411       0.144920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4245                 NaN            NaN  0.560971       0.145183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4213                 NaN            NaN  0.564215       0.145187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4209                 NaN            NaN  0.564709       0.144209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4183                 NaN            NaN  0.567261       0.144350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4840                 NaN            NaN  0.503247       0.127417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3446                 NaN            NaN  0.639306       0.160944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4093                 NaN            NaN  0.576224       0.144355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2217                 NaN            NaN  0.759398       0.188653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.6510                 NaN            NaN  0.340538       0.842353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.9243                 NaN            NaN  0.738566E-001  0.182453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.8175                 NaN            NaN   1.15420       0.282821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3957                 NaN            NaN  0.589961       0.143104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4842                 NaN            NaN  0.503649       0.121618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2964                 NaN            NaN  0.687108       0.164590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3814                 NaN            NaN  0.604112       0.144675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3872                 NaN            NaN  0.598692       0.141405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4733                 NaN            NaN  0.514657       0.120738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2800                 NaN            NaN  0.703578       0.164164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3695                 NaN            NaN  0.616150       0.143385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3700                 NaN            NaN  0.615763       0.142031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4324                 NaN            NaN  0.555234       0.124103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2839                 NaN            NaN  0.700095       0.159615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3563                 NaN            NaN  0.629443       0.142310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3447                 NaN            NaN  0.640954       0.143826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3560                 NaN            NaN  0.629956       0.140157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3426                 NaN            NaN  0.643105       0.142994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3437                 NaN            NaN  0.642180       0.141385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3371                 NaN            NaN  0.648678       0.141840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3772                 NaN            NaN  0.609580       0.132297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2866                 NaN            NaN  0.698341       0.150924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3253                 NaN            NaN  0.660538       0.141787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3233                 NaN            NaN  0.662539       0.141408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3161                 NaN            NaN  0.669753       0.141917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3106                 NaN            NaN  0.675140       0.142410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3145                 NaN            NaN  0.671402       0.140596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3097                 NaN            NaN  0.676190       0.141031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3045                 NaN            NaN  0.681395       0.141387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3015                 NaN            NaN  0.684405       0.141439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2983                 NaN            NaN  0.687612       0.141305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2907                 NaN            NaN  0.695078       0.142110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2959                 NaN            NaN  0.690017       0.140406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2899                 NaN            NaN  0.696002       0.141047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2866                 NaN            NaN  0.699306       0.141101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2834                 NaN            NaN  0.702462       0.141240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2825                 NaN            NaN  0.703398       0.141010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2774                 NaN            NaN  0.708396       0.141561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2799                 NaN            NaN  0.706084       0.140429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2752                 NaN            NaN  0.710735       0.140948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2653                 NaN            NaN  0.720443       0.142748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.6411                 NaN            NaN  0.351978       0.690478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        98.9098                 NaN            NaN   1.06916       0.210537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2734                 NaN            NaN  0.712620       0.139908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2696                 NaN            NaN  0.716356       0.140461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2601                 NaN            NaN  0.725847       0.140425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2779                 NaN            NaN  0.708040       0.140132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2673                 NaN            NaN  0.718740       0.139971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2682                 NaN            NaN  0.717847       0.139800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2647                 NaN            NaN  0.721303       0.140393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3819                 NaN            NaN  0.606014       0.120689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1586                 NaN            NaN  0.825635       0.157922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2391                 NaN            NaN  0.746394       0.145171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.6294                 NaN            NaN  0.363362       0.728045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.9431                 NaN            NaN   1.03700       0.199186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2758                 NaN            NaN  0.710362       0.138078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2748                 NaN            NaN  0.711361       0.138677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.0261                 NaN            NaN  0.561215       0.729516E-002  0.405400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.2047                 NaN            NaN  0.898407E-001            NaN   1.70550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2449                 NaN            NaN  0.818227E-001            NaN   1.67331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2727                 NaN            NaN  0.859883E-001            NaN   1.64129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3105                 NaN            NaN  0.745688E-001            NaN   1.61492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3337                 NaN            NaN  0.700202E-001            NaN   1.59626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3668                 NaN            NaN  0.711204E-001            NaN   1.56208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3937                 NaN            NaN  0.683149E-001            NaN   1.53803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4209                 NaN            NaN  0.600391E-001            NaN   1.51909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4519                 NaN            NaN  0.609013E-001            NaN   1.48722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4771                 NaN            NaN  0.581682E-001            NaN   1.46472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4991                 NaN            NaN  0.532199E-001            NaN   1.44770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5270                 NaN            NaN  0.524448E-001            NaN   1.42057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5157                 NaN            NaN  0.301103E-001            NaN   1.45423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6076                 NaN            NaN  0.643897E-001            NaN   1.32803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5979                 NaN            NaN  0.425916E-001            NaN   1.35951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6177                 NaN            NaN  0.393168E-001            NaN   1.34298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6421                 NaN            NaN  0.405085E-001            NaN   1.31742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        97.8043                 NaN            NaN  0.702397E-001            NaN   2.12546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.5603                 NaN            NaN  0.107942E-001            NaN  0.428939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7005                 NaN            NaN  0.284220E-001            NaN   1.27110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7196                 NaN            NaN  0.256218E-001            NaN   1.25477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7348                 NaN            NaN  0.221513E-001            NaN   1.24305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7545                 NaN            NaN  0.206435E-001            NaN   1.22483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7764                 NaN            NaN  0.197887E-001            NaN   1.20376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7900                 NaN            NaN  0.160779E-001            NaN   1.19395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8061                 NaN            NaN  0.130671E-001            NaN   1.18083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8249                 NaN            NaN  0.114426E-001            NaN   1.16369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8384                 NaN            NaN  0.102600E-001            NaN   1.15137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8551                 NaN            NaN  0.600826E-002            NaN   1.13888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8689                 NaN            NaN  0.303599E-002            NaN   1.12802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8838                 NaN            NaN  0.588337E-002            NaN   1.11032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9111                 NaN            NaN  0.724423E-001            NaN   1.01648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9144                 NaN            NaN            NaN            NaN   1.08558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9244                 NaN            NaN            NaN            NaN   1.07556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.7314                 NaN            NaN  0.429270E-001            NaN   1.22572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4535                 NaN            NaN            NaN            NaN  0.546535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.6780                 NaN            NaN            NaN            NaN   1.32198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9753                 NaN            NaN            NaN            NaN   1.02466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9863                 NaN            NaN            NaN            NaN   1.01367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9990                 NaN            NaN            NaN            NaN   1.00096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0108                 NaN            NaN            NaN            NaN  0.989174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0212                 NaN            NaN  0.200230E-005            NaN  0.978793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0339                 NaN            NaN            NaN            NaN  0.966072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
