|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1456.14        500.000        99.2849                 NaN            NaN            NaN  0.763502E-003  0.714288                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2333                 NaN            NaN            NaN            NaN  0.480682       0.286012                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0662                 NaN            NaN            NaN            NaN            NaN  0.933849                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0545                 NaN            NaN            NaN            NaN            NaN  0.945479                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0475                 NaN            NaN            NaN            NaN            NaN  0.952470                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0263                 NaN            NaN            NaN            NaN            NaN  0.973695                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6186                 NaN            NaN            NaN            NaN  0.476404E-002  0.570939       0.805672                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5871                 NaN            NaN            NaN            NaN            NaN  0.903647       0.509217                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6038                 NaN            NaN            NaN            NaN            NaN  0.504721       0.891480                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6232                 NaN            NaN            NaN            NaN            NaN  0.498320       0.878459                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6405                 NaN            NaN            NaN            NaN            NaN  0.492790       0.866752                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6584                 NaN            NaN            NaN            NaN            NaN  0.855238       0.486354                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6763                 NaN            NaN            NaN            NaN            NaN  0.842140       0.481524                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6924                 NaN            NaN            NaN            NaN            NaN  0.476818       0.830783                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7095                 NaN            NaN            NaN            NaN            NaN  0.472140       0.818316                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.7256                 NaN            NaN            NaN            NaN            NaN  0.466192       0.808223                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.7384                 NaN            NaN            NaN            NaN            NaN  0.799308       0.462294                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.7552                 NaN            NaN            NaN            NaN            NaN  0.787862       0.456984                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.7693                 NaN            NaN            NaN            NaN            NaN  0.778448       0.452260                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.7842                 NaN            NaN            NaN            NaN            NaN  0.768660       0.447179                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.7982                 NaN            NaN            NaN            NaN            NaN  0.758245       0.443535                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.8112                 NaN            NaN            NaN            NaN            NaN  0.749380       0.439382                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.8212                 NaN            NaN            NaN            NaN            NaN  0.437061       0.741711                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.8383                 NaN            NaN            NaN            NaN            NaN  0.430849       0.730845                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.8492                 NaN            NaN            NaN            NaN            NaN  0.427507       0.723311                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.8600                 NaN            NaN            NaN            NaN            NaN  0.715283       0.424754                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.8733                 NaN            NaN            NaN  0.138852E-005            NaN  0.420275       0.706433                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.8837                 NaN            NaN            NaN            NaN            NaN  0.699074       0.417245                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.8950                 NaN            NaN            NaN            NaN            NaN  0.413053       0.691958                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.9037                 NaN            NaN            NaN            NaN            NaN  0.684739       0.411523                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.9162                 NaN            NaN            NaN            NaN            NaN  0.678051       0.405756                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.7520                 NaN            NaN            NaN            NaN            NaN  0.478552       0.675722       0.936846E-001            NaN            NaN            NaN
  1375.94        500.000        97.5968                 NaN            NaN            NaN            NaN            NaN  0.977388       0.698206       0.727609                 NaN            NaN            NaN
  1373.43        500.000        97.6492                 NaN            NaN            NaN            NaN            NaN  0.682496       0.957712       0.710582                 NaN            NaN            NaN
  1370.93        500.000        97.6965                 NaN            NaN            NaN            NaN            NaN  0.940073       0.668601       0.694822                 NaN            NaN            NaN
  1368.42        500.000        97.7469                 NaN            NaN            NaN            NaN            NaN  0.921459       0.652930       0.678724                 NaN            NaN            NaN
  1365.91        500.000        97.7887                 NaN            NaN            NaN  0.105891                 NaN  0.743406       0.675279       0.686678                 NaN            NaN            NaN
  1363.41        500.000        97.8275                 NaN            NaN            NaN  0.373590                 NaN  0.318811       0.752108       0.727946                 NaN            NaN            NaN
  1360.90        500.000        97.8738                 NaN            NaN            NaN  0.377233                 NaN  0.741901       0.293150       0.713893                 NaN            NaN            NaN
  1358.40        500.000        97.9210                 NaN            NaN            NaN  0.381245                 NaN  0.266231       0.731719       0.699827                 NaN            NaN            NaN
  1355.89        500.000        97.9662                 NaN            NaN            NaN  0.383297                 NaN  0.244725       0.720208       0.685523                 NaN            NaN            NaN
  1353.38        500.000        98.0076                 NaN            NaN            NaN  0.385762                 NaN  0.711330       0.222754       0.672542                 NaN            NaN            NaN
  1350.88        500.000        98.0486                 NaN            NaN            NaN  0.387957                 NaN  0.201446       0.702182       0.659839                 NaN            NaN            NaN
  1348.37        500.000        98.0807                 NaN            NaN            NaN  0.390116                 NaN  0.695774       0.183435       0.650012                 NaN            NaN            NaN
  1345.86        500.000        98.1318                 NaN            NaN            NaN  0.394677                 NaN  0.683977       0.154846       0.634676                 NaN            NaN            NaN
  1343.36        500.000        98.1697                 NaN            NaN            NaN  0.388771                 NaN  0.148280       0.672707       0.620517                 NaN            NaN            NaN
  1340.85        500.000        98.1991                 NaN            NaN            NaN  0.392135                 NaN  0.667244       0.129668       0.611817                 NaN            NaN            NaN
  1338.35        500.000        98.2350                 NaN            NaN            NaN  0.394665                 NaN  0.657915       0.110928       0.601508                 NaN            NaN            NaN
  1335.84        500.000        98.2720                 NaN            NaN            NaN  0.390295                 NaN  0.101125       0.649351       0.587276                 NaN            NaN            NaN
  1333.33        500.000        98.3028                 NaN            NaN            NaN  0.390811                 NaN  0.641422       0.871962E-001  0.577741                 NaN            NaN            NaN
  1330.83        500.000        98.3323                 NaN            NaN            NaN  0.388899                 NaN  0.633710       0.776155E-001  0.567453                 NaN            NaN            NaN
  1328.32        500.000        98.3644                 NaN            NaN            NaN  0.387101                 NaN  0.657022E-001  0.626132       0.556663                 NaN            NaN            NaN
  1325.81        500.000        98.3947                 NaN            NaN            NaN  0.384726                 NaN  0.617602       0.567472E-001  0.546270                 NaN            NaN            NaN
  1323.31        500.000        98.3359                 NaN  0.522933E-001            NaN  0.297422                 NaN  0.148929       0.615649       0.549784                 NaN            NaN            NaN
  1320.80        500.000        98.3270                 NaN  0.800566E-001            NaN  0.250381                 NaN  0.617850       0.181259       0.543500                 NaN            NaN            NaN
  1318.30        500.000        98.2290                 NaN  0.137366                 NaN  0.103572                 NaN  0.355728       0.629564       0.544803                 NaN            NaN            NaN
  1315.79        500.000        98.2723                 NaN  0.156945                 NaN  0.173546                 NaN  0.678653       0.176077       0.542484                 NaN            NaN            NaN
  1313.28        500.000        98.2195                 NaN  0.191331                 NaN  0.571683E-001            NaN  0.671859       0.322573       0.537553                 NaN            NaN            NaN
  1310.78        500.000        98.2324                 NaN  0.204891                 NaN  0.264766E-001            NaN  0.670352       0.337396       0.528469                 NaN            NaN            NaN
  1308.27        500.000        98.2628                 NaN  0.209805                 NaN  0.852727E-002            NaN  0.660098       0.341708       0.517086                 NaN            NaN            NaN
  1305.76        500.000        98.3006                 NaN  0.210008                 NaN  0.420850E-005            NaN  0.337107       0.646975       0.505258                 NaN            NaN            NaN
  1303.26        500.000        98.3438                 NaN  0.207328                 NaN  0.304753E-005            NaN  0.633497       0.321856       0.493482                 NaN            NaN            NaN
  1300.75        500.000        98.3896                 NaN  0.203061                 NaN  0.265235E-002            NaN  0.618469       0.304745       0.481453                 NaN            NaN            NaN
  1298.25        500.000        98.4335                 NaN  0.198981                 NaN            NaN            NaN  0.601128       0.297345       0.469077                 NaN            NaN            NaN
  1295.74        500.000        98.4769                 NaN  0.194186                 NaN            NaN            NaN  0.584531       0.287217       0.457199                 NaN            NaN            NaN
  1293.23        500.000        98.5207                 NaN  0.189162                 NaN            NaN            NaN  0.567494       0.277560       0.445127                 NaN            NaN            NaN
  1290.73        500.000        98.5627                 NaN  0.183758                 NaN            NaN            NaN  0.549989       0.269939       0.433663                 NaN            NaN            NaN
  1288.22        500.000        98.6046                 NaN  0.179090                 NaN            NaN            NaN  0.260173       0.534133       0.422014                 NaN            NaN            NaN
  1285.71        500.000        98.6440                 NaN  0.173934                 NaN            NaN            NaN  0.517638       0.253292       0.411173                 NaN            NaN            NaN
  1283.21        500.000        98.6826                 NaN  0.169067                 NaN            NaN            NaN  0.502291       0.245650       0.400365                 NaN            NaN            NaN
  1280.70        500.000        98.7212                 NaN  0.163959                 NaN            NaN            NaN  0.485909       0.239228       0.389674                 NaN            NaN            NaN
  1278.20        500.000        98.7568                 NaN  0.158610                 NaN            NaN            NaN  0.470167       0.234677       0.379790                 NaN            NaN            NaN
  1275.69        500.000        98.7930                 NaN  0.154462                 NaN            NaN            NaN  0.456925       0.226223       0.369435                 NaN            NaN            NaN
  1273.18        500.000        98.8264                 NaN  0.149396                 NaN            NaN            NaN  0.441905       0.222167       0.360091                 NaN            NaN            NaN
  1270.68        500.000        98.8603                 NaN  0.144798                 NaN            NaN            NaN  0.428028       0.216411       0.350455                 NaN            NaN            NaN
  1268.17        500.000        98.8924                 NaN  0.140171                 NaN            NaN            NaN  0.414299       0.211732       0.341413                 NaN            NaN            NaN
  1265.66        500.000        98.9239                 NaN  0.135650                 NaN            NaN            NaN  0.207173       0.400899       0.332414                 NaN            NaN            NaN
  1263.16        500.000        98.9533                 NaN  0.131066                 NaN            NaN            NaN  0.203384       0.388302       0.323927                 NaN            NaN            NaN
  1260.65        500.000        90.1093                 NaN  0.403529                 NaN            NaN            NaN   1.23953        1.14905        1.31537        5.78324                 NaN            NaN
  1258.15        500.000        90.4928                 NaN  0.385480                 NaN            NaN            NaN   1.09050        1.16603        1.25583        5.60937                 NaN            NaN
  1255.64        500.000        91.5641                 NaN  0.349778                 NaN            NaN            NaN  0.981684        1.00845        1.12060        4.97538                 NaN            NaN
  1253.13        500.000        92.4121                 NaN  0.320745                 NaN            NaN            NaN  0.883969       0.894764        1.01258        4.47581                 NaN            NaN
  1250.63        500.000        93.1230                 NaN  0.298127                 NaN            NaN            NaN  0.824448       0.773401       0.920698        4.06029                 NaN            NaN
  1248.12        500.000        93.7135                 NaN  0.278577                 NaN            NaN            NaN  0.764426       0.682623       0.843630        3.71728                 NaN            NaN
  1245.61        500.000        94.2169                 NaN  0.261498                 NaN            NaN            NaN  0.713378       0.605734       0.776990        3.42549                 NaN            NaN
  1243.11        500.000        94.6544                 NaN  0.246119                 NaN            NaN            NaN  0.667923       0.539353       0.718481        3.17374                 NaN            NaN
  1240.60        500.000        95.0339                 NaN  0.232369                 NaN            NaN            NaN  0.627695       0.482500       0.666985        2.95651                 NaN            NaN
  1238.10        500.000        95.3744                 NaN  0.219809                 NaN            NaN            NaN  0.591231       0.431538       0.620278        2.76269                 NaN            NaN
  1235.59        500.000        95.6779                 NaN  0.207760                 NaN            NaN            NaN  0.388403       0.557674       0.578214        2.59003                 NaN            NaN
  1233.08        500.000        95.9520                 NaN  0.196931                 NaN            NaN            NaN  0.349216       0.526432       0.539695        2.43568                 NaN            NaN
  1230.58        500.000        96.1984                 NaN  0.186238                 NaN            NaN            NaN  0.497166       0.316309       0.504933        2.29696                 NaN            NaN
  1228.07        500.000        96.4255                 NaN  0.176168                 NaN            NaN            NaN  0.286935       0.470168       0.472429        2.16878                 NaN            NaN
  1225.56        500.000        96.6342                 NaN  0.166549                 NaN            NaN            NaN  0.443881       0.261294       0.442543        2.05155                 NaN            NaN
  1223.06        500.000        96.8253                 NaN  0.157095                 NaN            NaN            NaN  0.239592       0.419091       0.414950        1.94400                 NaN            NaN
  1220.55        500.000        96.9978                 NaN  0.148457                 NaN            NaN            NaN  0.219983       0.395925       0.389636        1.84815                 NaN            NaN
  1218.05        500.000        97.1668                 NaN  0.140042                 NaN            NaN            NaN  0.374147       0.201227       0.365277        1.75250                 NaN            NaN
  1215.54        500.000        97.3150                 NaN  0.132139                 NaN            NaN            NaN  0.186839       0.353687       0.343630        1.66869                 NaN            NaN
  1213.03        500.000        97.4534                 NaN  0.123930                 NaN            NaN            NaN  0.333050       0.175228       0.323268        1.59116                 NaN            NaN
  1210.53        500.000        97.5876                 NaN  0.117101                 NaN            NaN            NaN  0.314493       0.162670       0.303906        1.51426                 NaN            NaN
  1208.02        500.000        97.4444                 NaN  0.129082                 NaN            NaN            NaN  0.316470       0.124850       0.322832        1.66234                 NaN            NaN
  1205.51        500.000        98.0928                 NaN  0.883874E-001            NaN            NaN            NaN  0.160000       0.261799       0.230955        1.16610                 NaN            NaN
  1203.01        500.000        91.8182                 NaN  0.256936       0.316904E-002            NaN            NaN  0.695284                 NaN  0.705221        3.68047        2.84070                 NaN
  1200.50        500.000        83.1345                 NaN  0.452398                 NaN            NaN            NaN   1.09752       0.107397        1.37456        6.91045        6.92321                 NaN
  1197.99        500.000        84.0981                 NaN  0.434257                 NaN            NaN            NaN   1.08019                 NaN   1.27724        6.52461        6.58565                 NaN
  1195.49        500.000        84.8519                 NaN  0.416630                 NaN            NaN            NaN  0.993030                 NaN   1.20520        6.23368        6.29957                 NaN
  1192.98        500.000        84.6448                 NaN  0.434214                 NaN            NaN            NaN  0.951197                 NaN   1.21376        6.32627        6.42975                 NaN
  1190.48        500.000        82.8755                 NaN  0.473988                 NaN            NaN            NaN   1.01094                 NaN   1.33524        7.08454        7.21977                 NaN
  1187.97        500.000        83.3708                 NaN  0.428039                 NaN            NaN            NaN   1.00333                 NaN   1.25450        7.07286        6.87044                 NaN
  1185.46        500.000        16.3817                 NaN   1.98278                 NaN            NaN            NaN   4.05554                 NaN   5.88450        36.5372        35.1583                 NaN
  1182.96        500.000                 NaN            NaN   2.31699                 NaN            NaN            NaN   4.63485                 NaN   6.89864        43.8948        42.2548                 NaN
  1180.45        500.000                 NaN            NaN   2.32836                 NaN            NaN            NaN   4.60718                 NaN   6.89897        43.8941        42.2714                 NaN
  1177.94        500.000                 NaN            NaN   2.33735                 NaN            NaN            NaN   4.58553                 NaN   6.90146        43.8899        42.2858                 NaN
  1175.44        500.000                 NaN            NaN   2.33892                 NaN            NaN            NaN   4.58120                 NaN   6.90230        43.8870        42.2906                 NaN
  1172.93        500.000                 NaN            NaN   2.32530                 NaN            NaN            NaN   4.61381                 NaN   6.90812        43.8753        42.2775                 NaN
  1170.43        500.000                 NaN            NaN   2.34098                 NaN            NaN            NaN   4.57473                 NaN   6.90643        43.8799        42.2980                 NaN
  1167.92        500.000                 NaN            NaN   2.32881                 NaN            NaN            NaN   4.60430                 NaN   6.91302        43.8660        42.2879                 NaN
  1165.41        500.000                 NaN            NaN   2.35083                 NaN            NaN            NaN   4.54932                 NaN   6.90850        43.8766        42.3148                 NaN
  1162.91        500.000                 NaN            NaN   2.33551                 NaN            NaN            NaN   4.58811                 NaN   6.91879        43.8539        42.3036                 NaN
  1160.40        500.000                 NaN            NaN   2.35477                 NaN            NaN            NaN   4.54042                 NaN   6.91704        43.8590        42.3288                 NaN
  1157.89        500.000                 NaN            NaN   2.33644                 NaN            NaN            NaN   4.58470                 NaN   6.92265        43.8463        42.3099                 NaN
  1155.39        500.000                 NaN            NaN   2.36017                 NaN            NaN            NaN   4.52864                 NaN   6.92054        43.8493        42.3414                 NaN
  1152.88        500.000                 NaN            NaN   2.34004                 NaN            NaN            NaN   4.57478                 NaN   6.92812        43.8363        42.3207                 NaN
  1150.38        500.000                 NaN            NaN   2.34124                 NaN            NaN            NaN   4.57136                 NaN   6.92992        43.8323        42.3252                 NaN
  1147.87        500.000                 NaN            NaN   2.36260                 NaN            NaN            NaN   4.52212                 NaN   6.92387        43.8393        42.3521                 NaN
  1145.36        500.000                 NaN            NaN   2.36472                 NaN            NaN            NaN   4.51645                 NaN   6.92594        43.8353        42.3576                 NaN
  1142.86        500.000                 NaN            NaN   2.35010                 NaN            NaN            NaN   4.55131                 NaN   6.93991        43.8106        42.3480                 NaN
  1140.35        500.000                 NaN            NaN   2.35148                 NaN            NaN            NaN   4.54762                 NaN   6.94275        43.8050        42.3532                 NaN
  1137.84        500.000                 NaN            NaN   2.35273                 NaN            NaN            NaN   4.54260                 NaN   6.94610        43.8010        42.3576                 NaN
  1135.34        500.000                 NaN            NaN   2.35371                 NaN            NaN            NaN   4.54028                 NaN   6.94799        43.7963        42.3617                 NaN
  1132.83        500.000                 NaN            NaN   2.35495                 NaN            NaN            NaN   4.53478                 NaN   6.95221        43.7917        42.3663                 NaN
  1130.33        500.000                 NaN            NaN   2.35335                 NaN            NaN            NaN   4.53763                 NaN   6.95102        43.7931        42.3649                 NaN
  1127.82        500.000                 NaN            NaN   2.35583                 NaN            NaN            NaN   4.53045                 NaN   6.95616        43.7852        42.3723                 NaN
  1125.31        500.000                 NaN            NaN   2.35722                 NaN            NaN            NaN   4.52727                 NaN   6.95834        43.7799        42.3773                 NaN
  1122.81        500.000                 NaN            NaN   2.35962                 NaN            NaN            NaN   4.52143                 NaN   6.96108        43.7741        42.3838                 NaN
  1120.30        500.000                 NaN            NaN   2.36042                 NaN            NaN            NaN   4.51954                 NaN   6.96366        43.7683        42.3881                 NaN
  1117.79        500.000                 NaN            NaN   2.36162                 NaN            NaN            NaN   4.51752                 NaN   6.96530        43.7626        42.3929                 NaN
  1115.29        500.000                 NaN            NaN   2.36304                 NaN            NaN            NaN   4.51397                 NaN   6.96788        43.7572        42.3980                 NaN
  1112.78        500.000                 NaN            NaN   2.36463                 NaN            NaN            NaN   4.50872                 NaN   6.97140        43.7521        42.4032                 NaN
  1110.28        500.000                 NaN            NaN   2.36575                 NaN            NaN            NaN   4.50706                 NaN   6.97305        43.7462        42.4079                 NaN
  1107.77        500.000                 NaN            NaN   2.36710                 NaN            NaN            NaN   4.50365                 NaN   6.97566        43.7407        42.4129                 NaN
  1105.26        500.000                 NaN            NaN   2.36840                 NaN            NaN            NaN   4.50039                 NaN   6.97830        43.7350        42.4179                 NaN
  1102.76        500.000                 NaN            NaN   2.36974                 NaN            NaN            NaN   4.49707                 NaN   6.98088        43.7294        42.4229                 NaN
  1100.25        500.000                 NaN            NaN   2.37103                 NaN            NaN            NaN   4.49378                 NaN   6.98356        43.7238        42.4279                 NaN
  1097.74        500.000                 NaN            NaN   2.37228                 NaN            NaN            NaN   4.49080                 NaN   6.98609        43.7180        42.4328                 NaN
  1095.24        500.000                 NaN            NaN   2.37481                 NaN            NaN            NaN   4.48554                 NaN   6.99038        43.7085        42.4407                 NaN
  1092.73        500.000                 NaN            NaN   2.37596                 NaN            NaN            NaN   4.48256                 NaN   6.99318        43.7027        42.4456                 NaN
  1090.23        500.000                 NaN            NaN   2.37725                 NaN            NaN            NaN   4.47944                 NaN   6.99606        43.6965        42.4507                 NaN
  1087.72        500.000                 NaN            NaN   2.38031                 NaN            NaN            NaN   4.47308                 NaN   7.00222        43.6839        42.4605                 NaN
  1085.21        500.000                 NaN            NaN   2.37876                 NaN            NaN            NaN   4.47469                 NaN   7.00114        43.6867        42.4587                 NaN
  1082.71        500.000                 NaN            NaN   2.38010                 NaN            NaN            NaN   4.47144                 NaN   7.00450        43.6798        42.4641                 NaN
  1080.20        500.000                 NaN            NaN   2.38129                 NaN            NaN            NaN   4.46846                 NaN   7.00769        43.6733        42.4692                 NaN
  1077.69        500.000                 NaN            NaN   2.38247                 NaN            NaN            NaN   4.46553                 NaN   7.01093        43.6667        42.4744                 NaN
  1075.19        500.000                 NaN            NaN   2.38353                 NaN            NaN            NaN   4.46245                 NaN   7.01437        43.6604        42.4793                 NaN
  1072.68        500.000                 NaN            NaN   2.38468                 NaN            NaN            NaN   4.46061                 NaN   7.01628        43.6544        42.4841                 NaN
  1070.18        500.000                 NaN            NaN   2.38591                 NaN            NaN            NaN   4.45901                 NaN   7.01955        43.6465        42.4891                 NaN
  1067.67        500.000                 NaN            NaN   2.38692                 NaN            NaN            NaN   4.45638                 NaN   7.02303        43.6397        42.4940                 NaN
  1065.16        500.000                 NaN            NaN   2.38792                 NaN            NaN            NaN   4.45389                 NaN   7.02649        43.6328        42.4989                 NaN
  1062.66        500.000                 NaN            NaN   2.38876                 NaN            NaN            NaN   4.45060                 NaN   7.02938        43.6273        42.5040                 NaN
  1060.15        500.000                 NaN            NaN   2.38804                 NaN            NaN            NaN   4.44937                 NaN   7.03242        43.6200        42.5086       0.160078E-002
  1057.64        500.000                 NaN            NaN   2.38350                 NaN            NaN            NaN   4.44629                 NaN   7.03521        43.6151        42.5131       0.678451E-002
  1055.14        500.000                 NaN            NaN   2.37632                 NaN            NaN            NaN   4.44628                 NaN   7.03837        43.6069        42.5175       0.145859E-001
  1052.63        500.000                 NaN            NaN   2.36950                 NaN            NaN            NaN   4.44481                 NaN   7.04113        43.6004        42.5220       0.221197E-001
  1050.13        500.000                 NaN            NaN   2.29722                 NaN  0.863763E-001            NaN   4.43134                 NaN   7.04950        43.6041        42.4907       0.407999E-001
  1047.62        500.000                 NaN            NaN   2.28250                 NaN  0.980701E-001            NaN   4.42671                 NaN   7.05319        43.5988        42.4912       0.494560E-001
  1045.11        500.000                 NaN            NaN   1.97129                 NaN  0.500830                 NaN   4.38699                 NaN   7.08522        43.6228        42.3265       0.106369     
  1042.61        500.000                 NaN            NaN   1.77118                 NaN  0.758359                 NaN   4.36341                 NaN   7.10615        43.6362        42.2214       0.143359     
  1040.10        500.000                 NaN            NaN   1.44352                 NaN   1.18417                 NaN   4.32949                 NaN   7.13798        43.6645        42.0415       0.198839     
  1037.59        500.000                 NaN            NaN   2.13402                 NaN  0.332667                 NaN   4.36218                 NaN   7.07547        43.5966        42.4312       0.678707E-001
  1035.09        500.000                 NaN            NaN  0.979174                 NaN   1.79532                 NaN   4.27382                 NaN   7.18570        43.6986        41.7910       0.276341     
  1032.58        500.000                 NaN            NaN  0.822871                 NaN   2.00085                 NaN   4.25686                 NaN   7.20279        43.7068        41.7076       0.302190     
  1030.08        500.000                 NaN            NaN  0.320315                 NaN   2.66659                 NaN   4.21341                 NaN   7.24866        43.7556        41.4191       0.376255     
  1027.57        500.000                 NaN            NaN  0.610190                 NaN   2.28400                 NaN   4.23201                 NaN   7.22728        43.7139        41.5963       0.336321     
  1025.06        500.000                 NaN            NaN  0.551646                 NaN   2.36241                 NaN   4.22550                 NaN   7.23520        43.7119        41.5676       0.345729     
  1022.56        500.000                 NaN            NaN            NaN            NaN   3.10077                 NaN   4.17760                 NaN   7.28477        43.7674        41.2470       0.422383     
  1020.05        500.000                 NaN            NaN            NaN            NaN   3.10397                 NaN   4.17367                 NaN   7.28557        43.7639        41.2506       0.422296     
  1017.54        500.000                 NaN            NaN  0.280042                 NaN   2.73104                 NaN   4.19238                 NaN   7.26719        43.7189        41.4247       0.385732     
  1015.04        500.000                 NaN            NaN            NaN            NaN   3.12956                 NaN   4.08084                 NaN   7.26954        43.8359        41.2547       0.429404     
  1012.53        500.000                 NaN            NaN            NaN            NaN   3.12940                 NaN   4.08065                 NaN   7.26947        43.8347        41.2564       0.429387     
  1010.03        500.000                 NaN            NaN            NaN            NaN   3.12925                 NaN   4.08046                 NaN   7.26940        43.8335        41.2580       0.429369     
  1007.52        500.000                 NaN            NaN            NaN            NaN   3.12909                 NaN   4.08027                 NaN   7.26934        43.8323        41.2596       0.429352     
  1005.01        500.000                 NaN            NaN            NaN            NaN   3.12030                 NaN   4.15645                 NaN   7.29834        43.7255        41.2771       0.422309     
  1002.51        500.000                 NaN            NaN            NaN            NaN   3.12290                 NaN   4.15368                 NaN   7.30018        43.7197        41.2813       0.422279     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.12557                 NaN   4.15099                 NaN   7.30241        43.7131        41.2857       0.422264     
