|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.25/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00       0.707915E-002   99.2878       0.645836       0.592352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00                 NaN   98.9275        1.02153       0.509653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00                 NaN   98.9103       0.953713       0.136021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00                 NaN   98.9605       0.900829       0.138622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00                 NaN   98.9301       0.936325       0.133564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00                 NaN   98.9849       0.882607       0.132533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   98.9742       0.894100       0.131705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   98.9888       0.883918       0.127279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00                 NaN   98.9963       0.873146       0.130593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00                 NaN   99.0079       0.865337       0.126736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00                 NaN   99.0181       0.857653       0.124210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00                 NaN   99.0291       0.847977       0.122919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00                 NaN   99.0349       0.843766       0.121380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00                 NaN   99.0531       0.827418       0.119491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00                 NaN   99.0582       0.823227       0.118530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00                 NaN   98.5222        1.29524       0.182524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00                 NaN   99.6278       0.325010       0.471565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00                 NaN   99.0877       0.798090       0.114258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00                 NaN   99.0972       0.790332       0.112435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00                 NaN   99.1062       0.783025       0.110758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.81        2500.00                 NaN   99.1131       0.778328       0.108553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00                 NaN   99.1213       0.770903       0.107828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00                 NaN   99.1329       0.761802       0.105267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00                 NaN   99.1395       0.756502       0.103977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00                 NaN   99.1483       0.748212       0.103519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00                 NaN   99.1571       0.739759       0.103163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00                 NaN   99.1618       0.736302       0.101910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00                 NaN   99.1754       0.725199       0.994314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00                 NaN   99.1716       0.730682       0.977090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.1943       0.709706       0.960393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00                 NaN   99.1951       0.710192       0.947353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN   99.2023       0.704368       0.932834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00                 NaN   99.0503       0.840608       0.109087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN   99.3700       0.556768       0.732275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00                 NaN   99.2332       0.677106       0.896578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00                 NaN   99.2272       0.684956       0.878598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00                 NaN   99.2399       0.672737       0.873413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.6739       0.288943       0.371856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00                 NaN   98.8207        1.04536       0.133929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00                 NaN   99.2562       0.660184       0.836457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00                 NaN   99.2642       0.653548       0.822053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00                 NaN   99.3273       0.597628       0.750921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00                 NaN   99.2125       0.703262       0.842240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00                 NaN   99.2845       0.636814       0.786666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00                 NaN   99.2872       0.635787       0.769896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00                 NaN   99.3720       0.561904       0.660773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00                 NaN   99.2163       0.701096       0.825982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00                 NaN   99.3042       0.622517       0.732677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00                 NaN   99.3080       0.620813       0.712113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00                 NaN   99.3150       0.614040       0.709842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00                 NaN   99.7241       0.299813E-001  0.245877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00                 NaN   98.9210        1.07902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00                 NaN   99.3313       0.667189       0.148926E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00                 NaN   99.5240       0.467431       0.856378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00                 NaN   99.1533       0.761517       0.851477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00                 NaN   99.3456       0.591215       0.631967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00                 NaN   99.3512       0.584252       0.645083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00                 NaN   99.3546       0.583111       0.622510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00                 NaN   99.3589       0.579917       0.612121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.3641       0.576699       0.592112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00                 NaN   99.3682       0.571489       0.603134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00                 NaN   99.3739       0.567801       0.583448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00                 NaN   99.3774       0.565981       0.565710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00                 NaN   99.3807       0.563583       0.557137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00                 NaN   99.3851       0.560982       0.538867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00                 NaN   99.3945       0.551696       0.538374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00                 NaN   99.3881       0.531491       0.804545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00                 NaN   99.3980       0.578559       0.233968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00                 NaN   99.4014       0.548056       0.505663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.4049       0.546199       0.489477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00                 NaN   99.3969       0.535314       0.677548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.3774       0.361651       0.102013E-001  0.250712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00                 NaN   99.2532       0.378208E-001            NaN  0.708954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00                 NaN   99.2528                 NaN  0.197770E-005  0.747225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.2595       0.117025                 NaN  0.623488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00                 NaN   99.2520                 NaN            NaN  0.747956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.2120                 NaN  0.282081E-003  0.787762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00                 NaN   99.2911                 NaN            NaN  0.708945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00                 NaN   99.2503                 NaN            NaN  0.749712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00                 NaN   99.2483                 NaN            NaN  0.751689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00                 NaN   99.2455                 NaN            NaN  0.754508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00                 NaN   99.2510                 NaN            NaN  0.748955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00                 NaN   99.2319                 NaN            NaN  0.768093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00                 NaN   99.2340                 NaN            NaN  0.765963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00                 NaN   99.0118                 NaN            NaN  0.988179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00                 NaN   99.4313                 NaN            NaN  0.568747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00                 NaN   99.2182                 NaN            NaN  0.781780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00                 NaN   99.2019                 NaN            NaN  0.798126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00                 NaN   99.1846                 NaN            NaN  0.815422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00                 NaN   99.1872                 NaN            NaN  0.793882       0.188997E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00                 NaN   98.7472                 NaN            NaN  0.887430       0.365416                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00                 NaN   98.8005                 NaN            NaN  0.339208       0.860268                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00                 NaN   98.8099                 NaN            NaN  0.853012       0.337064                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   98.8187                 NaN            NaN  0.848261       0.333070                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN   98.8305                 NaN            NaN  0.330461       0.839022                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00                 NaN   98.8394                 NaN            NaN  0.328012       0.832558                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00                 NaN   98.8494                 NaN            NaN  0.825822       0.324806                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00                 NaN   98.8583                 NaN            NaN  0.818456       0.323276                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00                 NaN   98.8658                 NaN            NaN  0.814234       0.319963                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00                 NaN   98.8794                 NaN            NaN  0.804939       0.315664                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00                 NaN   98.8865                 NaN  0.194548E-003  0.799939       0.313341                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00                 NaN   98.8948                 NaN            NaN  0.312013       0.793199                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00                 NaN   98.9019                 NaN  0.212573E-003  0.788689       0.309209                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00                 NaN   98.9121                 NaN            NaN  0.780044       0.307813                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00                 NaN   98.9166                 NaN  0.755731E-004  0.780347       0.302965                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   98.9276                 NaN            NaN  0.299756       0.772680                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00                 NaN   98.9339                 NaN            NaN  0.298506       0.767554                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00                 NaN   98.9434                 NaN            NaN  0.761613       0.294974                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00                 NaN   98.9497                 NaN            NaN  0.293222       0.757089                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00                 NaN   98.9550                 NaN            NaN  0.754936       0.290020                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   98.9638                 NaN            NaN  0.747840       0.288353                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00                 NaN   98.9701                 NaN            NaN  0.286445       0.743427                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00                 NaN   98.9757                 NaN            NaN  0.740807       0.283515                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00                 NaN   99.0139                 NaN            NaN  0.714016       0.272045                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        2500.00                 NaN   98.9527                 NaN            NaN  0.284010       0.763249                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.71        2500.00                 NaN   97.7869                 NaN  0.571779E-001  0.853655       0.771630                 NaN            NaN  0.530685                 NaN            NaN            NaN
  1450.12        2500.00                 NaN   96.8783                 NaN  0.402016        1.07563       0.680502                 NaN            NaN  0.963558                 NaN            NaN            NaN
  1448.53        2500.00                 NaN   96.9553                 NaN  0.383145       0.671980        1.05151                 NaN            NaN  0.938109                 NaN            NaN            NaN
  1446.94        2500.00                 NaN   97.0192                 NaN  0.381912       0.645876        1.03414                 NaN            NaN  0.918852                 NaN            NaN            NaN
  1445.35        2500.00                 NaN   97.0888                 NaN  0.380110        1.02334       0.609877                 NaN            NaN  0.897875                 NaN            NaN            NaN
  1443.76        2500.00                 NaN   97.1476                 NaN  0.377617        1.00602       0.589026                 NaN            NaN  0.879686                 NaN            NaN            NaN
  1442.17        2500.00                 NaN   97.2086                 NaN  0.377931       0.994683       0.556963                 NaN            NaN  0.861850                 NaN            NaN            NaN
