|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.08502                 NaN            NaN   5.42202                 NaN            NaN   7.01112       0.456449        43.3609        41.6645     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.09400                 NaN            NaN   5.40809                 NaN            NaN   7.01107       0.456777        43.3593        41.6708     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.10282                 NaN            NaN   5.39447                 NaN            NaN   7.01107       0.457095        43.3575        41.6771     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.11138                 NaN            NaN   5.38129                 NaN            NaN   7.01119       0.457394        43.3555        41.6832     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.12002                 NaN            NaN   5.36800                 NaN            NaN   7.01114       0.457703        43.3537        41.6895     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.12842                 NaN            NaN   5.35514                 NaN            NaN   7.01122       0.457994        43.3516        41.6956     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.13668                 NaN            NaN   5.34252                 NaN            NaN   7.01133       0.458275        43.3495        41.7017     
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.14481                 NaN            NaN   5.33013                 NaN            NaN   7.01146       0.458547        43.3474        41.7077     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.15281                 NaN            NaN   5.31798                 NaN            NaN   7.01162       0.458811        43.3451        41.7137     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.16069                 NaN            NaN   5.30605                 NaN            NaN   7.01181       0.459066        43.3428        41.7196     
  1045.11        500.000                 NaN            NaN            NaN            NaN   2.16844                 NaN            NaN   5.29435                 NaN            NaN   7.01202       0.459313        43.3404        41.7255     
  1042.61        500.000                 NaN            NaN            NaN            NaN   2.17607                 NaN            NaN   5.28287                 NaN            NaN   7.01226       0.459551        43.3379        41.7313     
  1040.10        500.000                 NaN            NaN            NaN            NaN   2.18359                 NaN            NaN   5.27159                 NaN            NaN   7.01253       0.459781        43.3354        41.7371     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.19101                 NaN            NaN   5.26052                 NaN            NaN   7.01282       0.460003        43.3328        41.7428     
  1035.09        500.000                 NaN            NaN            NaN            NaN   2.19830                 NaN            NaN   5.24966                 NaN            NaN   7.01315       0.460217        43.3301        41.7486     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.20548                 NaN            NaN   5.23901                 NaN            NaN   7.01349       0.460424        43.3274        41.7542     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.21256                 NaN            NaN   5.22855                 NaN            NaN   7.01386       0.460622        43.3246        41.7599     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.21952                 NaN            NaN   5.21831                 NaN            NaN   7.01427       0.460812        43.3217        41.7654     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.22639                 NaN            NaN   5.20823                 NaN            NaN   7.01469       0.460995        43.3187        41.7710     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.23317                 NaN            NaN   5.19834                 NaN            NaN   7.01514       0.461171        43.3157        41.7765     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.23983                 NaN            NaN   5.18867                 NaN            NaN   7.01563       0.461336        43.3125        41.7820     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.24642                 NaN            NaN   5.17911                 NaN            NaN   7.01613       0.461499        43.3094        41.7875     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.25291                 NaN            NaN   5.16977                 NaN            NaN   7.01666       0.461653        43.3061        41.7929     
  1012.53        500.000                 NaN            NaN            NaN            NaN   2.25932                 NaN            NaN   5.16058                 NaN            NaN   7.01722       0.461799        43.3028        41.7983     
  1010.03        500.000                 NaN            NaN            NaN            NaN   2.26562                 NaN            NaN   5.15158                 NaN            NaN   7.01780       0.461939        43.2994        41.8036     
  1007.52        500.000                 NaN            NaN            NaN            NaN   2.23746                 NaN            NaN   5.19378                 NaN            NaN   7.01758       0.461875        43.2962        41.7931     
  1005.01        500.000                 NaN            NaN            NaN            NaN   2.24365                 NaN            NaN   5.18372                 NaN            NaN   7.01924       0.462193        43.2932        41.7980     
  1002.51        500.000                 NaN            NaN            NaN            NaN   2.43463                 NaN            NaN   4.54762       0.112347E-003            NaN   6.83830       0.514147        43.8771        41.7881     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.28914                 NaN            NaN   5.11906                 NaN            NaN   7.02042       0.462292        43.2843        41.8248     
