|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        500.000        99.4304                 NaN            NaN            NaN  0.559430       0.101248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4368                 NaN            NaN            NaN  0.553170       0.100324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4405                 NaN            NaN            NaN  0.549479       0.997056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4424                 NaN            NaN            NaN  0.547612       0.995034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.3030                 NaN            NaN            NaN  0.366184       0.294285E-002  0.327836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0093                 NaN            NaN            NaN  0.343593E-001            NaN  0.956365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0203                 NaN            NaN            NaN  0.359776E-001            NaN  0.943690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0355                 NaN            NaN            NaN  0.329131E-001            NaN  0.931599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0424                 NaN            NaN            NaN  0.279703E-001            NaN  0.929583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0553                 NaN            NaN            NaN  0.306336E-001            NaN  0.914026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0654                 NaN            NaN            NaN  0.292885E-001            NaN  0.905328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0762                 NaN            NaN            NaN  0.275188E-001            NaN  0.896258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0849                 NaN            NaN            NaN  0.245882E-001            NaN  0.890481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0946                 NaN            NaN            NaN  0.226181E-001            NaN  0.882792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1062                 NaN            NaN            NaN  0.781471E-001            NaN  0.791486       0.241983E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9351                 NaN            NaN            NaN  0.329204E-005            NaN  0.119251       0.945625                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9204                 NaN            NaN            NaN            NaN            NaN  0.392494E-001   1.04031                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1695                 NaN            NaN            NaN            NaN            NaN  0.254676E-001  0.805046                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.6900                 NaN            NaN            NaN            NaN            NaN  0.330711E-001   1.27689                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9352                 NaN            NaN            NaN            NaN            NaN  0.194118E-001   1.04534                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9371                 NaN            NaN            NaN            NaN            NaN  0.127222E-001   1.05014                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9398                 NaN            NaN            NaN            NaN            NaN  0.503312E-002   1.05513                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9377                 NaN            NaN            NaN            NaN            NaN  0.283447E-001   1.03392                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9469                 NaN            NaN            NaN            NaN            NaN  0.547226E-003   1.05258                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9361                 NaN            NaN            NaN            NaN  0.348382E-002            NaN   1.06044                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9256                 NaN            NaN            NaN            NaN  0.945293E-002            NaN   1.06498                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9257                 NaN            NaN            NaN            NaN  0.926590E-002            NaN   1.06500                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9212                 NaN            NaN            NaN            NaN  0.909430E-002            NaN   1.06967                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9170                 NaN            NaN            NaN            NaN  0.890800E-002            NaN   1.07406                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9093                 NaN            NaN            NaN            NaN  0.873123E-002            NaN   1.08192                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.8976                 NaN            NaN            NaN            NaN  0.851912E-002            NaN   1.09387                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8842                 NaN            NaN            NaN            NaN  0.832123E-002            NaN   1.10749                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8624                 NaN            NaN            NaN            NaN  0.808564E-002            NaN   1.12951                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8252                 NaN            NaN            NaN            NaN  0.775914E-002            NaN  0.174053E-001   1.14967                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.3701                 NaN            NaN            NaN            NaN  0.369050E-002            NaN   1.14397       0.482244                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.3931                 NaN            NaN            NaN            NaN  0.343137E-002            NaN  0.476829        1.12663                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4150                 NaN            NaN            NaN            NaN  0.321512E-002            NaN  0.471266        1.11056                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4370                 NaN            NaN            NaN            NaN  0.298588E-002            NaN   1.09332       0.466683                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4566                 NaN            NaN            NaN            NaN  0.276178E-002            NaN  0.461557        1.07904                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.4793                 NaN            NaN            NaN            NaN  0.254748E-002            NaN   1.06195       0.456183                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.4970                 NaN            NaN            NaN            NaN  0.233907E-002            NaN   1.04809       0.452614                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.5169                 NaN            NaN            NaN            NaN  0.215419E-002            NaN  0.449396        1.03159                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.5372                 NaN            NaN            NaN            NaN  0.194287E-002            NaN   1.01759       0.443308                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.5533                 NaN            NaN            NaN            NaN  0.175171E-002            NaN   1.00553       0.439398                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.5692                 NaN            NaN            NaN            NaN  0.158414E-002            NaN  0.435491       0.993704                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.5875                 NaN            NaN            NaN            NaN  0.138906E-002            NaN  0.431701       0.979377                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.6030                 NaN            NaN            NaN            NaN  0.122817E-002            NaN  0.968598       0.427154                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.6189                 NaN            NaN            NaN            NaN  0.105270E-002            NaN  0.956542       0.423476                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.6336                 NaN            NaN            NaN            NaN  0.896071E-003            NaN  0.420389       0.945142                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.6493                 NaN            NaN            NaN            NaN  0.725143E-003            NaN  0.416317       0.933700                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.6619                 NaN            NaN            NaN            NaN  0.581851E-003            NaN  0.924651       0.412852                 NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.6747                 NaN            NaN            NaN            NaN  0.427679E-003            NaN  0.915221       0.409653                 NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.6881                 NaN            NaN            NaN            NaN  0.267378E-003            NaN  0.406764       0.904907                 NaN            NaN            NaN            NaN            NaN
  1393.48        500.000        97.5469                 NaN            NaN            NaN            NaN            NaN            NaN  0.977844       0.941818                 NaN  0.533404                 NaN            NaN            NaN
  1390.98        500.000        96.8982                 NaN            NaN            NaN            NaN            NaN            NaN   1.24867        1.01082                 NaN  0.842305                 NaN            NaN            NaN
  1388.47        500.000        96.9709                 NaN            NaN            NaN            NaN            NaN            NaN   1.22159       0.986283                 NaN  0.821247                 NaN            NaN            NaN
  1385.96        500.000        97.0401                 NaN            NaN            NaN            NaN            NaN            NaN   1.19412       0.965070                 NaN  0.800706                 NaN            NaN            NaN
  1383.46        500.000        97.1076                 NaN            NaN            NaN            NaN            NaN            NaN  0.943233        1.16793                 NaN  0.781238                 NaN            NaN            NaN
  1380.95        500.000        97.1695                 NaN            NaN            NaN            NaN            NaN            NaN  0.926186        1.14129                 NaN  0.763029                 NaN            NaN            NaN
  1378.45        500.000        97.2280                 NaN            NaN            NaN            NaN            NaN            NaN   1.12186       0.904714                 NaN  0.745434                 NaN            NaN            NaN
  1375.94        500.000        97.2828                 NaN            NaN            NaN            NaN            NaN            NaN  0.887532        1.10055                 NaN  0.729113                 NaN            NaN            NaN
  1373.43        500.000        97.3347                 NaN            NaN            NaN            NaN            NaN            NaN   1.08179       0.870087                 NaN  0.713449                 NaN            NaN            NaN
  1370.93        500.000        97.3850                 NaN            NaN            NaN            NaN            NaN            NaN  0.853357        1.06347                 NaN  0.698139                 NaN            NaN            NaN
  1368.42        500.000        97.4347                 NaN            NaN            NaN            NaN            NaN            NaN  0.836226        1.04563                 NaN  0.683435                 NaN            NaN            NaN
  1365.91        500.000        97.4814                 NaN            NaN            NaN            NaN            NaN            NaN   1.02801       0.821356                 NaN  0.669215                 NaN            NaN            NaN
  1363.41        500.000        97.5248                 NaN            NaN            NaN            NaN            NaN            NaN   1.01364       0.805672                 NaN  0.655872                 NaN            NaN            NaN
  1360.90        500.000        97.5664                 NaN            NaN            NaN            NaN            NaN            NaN  0.790913       0.999612                 NaN  0.643123                 NaN            NaN            NaN
  1358.40        500.000        97.6075                 NaN            NaN            NaN            NaN            NaN            NaN  0.777795       0.984365                 NaN  0.630389                 NaN            NaN            NaN
  1355.89        500.000        97.6448                 NaN            NaN            NaN            NaN            NaN            NaN  0.764292       0.972129                 NaN  0.618823                 NaN            NaN            NaN
  1353.38        500.000        97.6800                 NaN            NaN            NaN            NaN            NaN            NaN  0.961205       0.751155                 NaN  0.607684                 NaN            NaN            NaN
  1350.88        500.000        97.7148                 NaN            NaN            NaN            NaN            NaN            NaN  0.738138       0.950427                 NaN  0.596598                 NaN            NaN            NaN
  1348.37        500.000        97.7435                 NaN            NaN            NaN            NaN            NaN            NaN  0.726136       0.943160                 NaN  0.587218                 NaN            NaN            NaN
  1345.86        500.000        97.7783                 NaN            NaN            NaN            NaN            NaN            NaN  0.714795       0.930694                 NaN  0.576256                 NaN            NaN            NaN
  1343.36        500.000        97.8056                 NaN            NaN            NaN            NaN            NaN            NaN  0.703797       0.923176                 NaN  0.567420                 NaN            NaN            NaN
  1340.85        500.000        97.8343                 NaN            NaN            NaN            NaN            NaN            NaN  0.691639       0.915926                 NaN  0.558117                 NaN            NaN            NaN
  1338.35        500.000        97.8694                 NaN            NaN            NaN  0.365784                 NaN            NaN  0.167019        1.00577                 NaN  0.592009                 NaN            NaN            NaN
  1335.84        500.000        97.8860                 NaN            NaN            NaN  0.460344                 NaN            NaN   1.04315       0.124828E-001            NaN  0.598023                 NaN            NaN            NaN
  1333.33        500.000        97.9220                 NaN            NaN            NaN  0.458628                 NaN            NaN   1.03302                 NaN            NaN  0.586394                 NaN            NaN            NaN
  1330.83        500.000        97.9507                 NaN            NaN            NaN  0.442726                 NaN            NaN   1.03112                 NaN            NaN  0.575447                 NaN            NaN            NaN
  1328.32        500.000        97.9913                 NaN            NaN            NaN  0.445674                 NaN            NaN  0.999849                 NaN            NaN  0.563161                 NaN            NaN            NaN
  1325.81        500.000        98.0228                 NaN            NaN            NaN  0.434722                 NaN            NaN  0.990054                 NaN            NaN  0.552470                 NaN            NaN            NaN
  1323.31        500.000        98.0529                 NaN            NaN            NaN  0.431062                 NaN            NaN  0.973866                 NaN            NaN  0.542193                 NaN            NaN            NaN
  1320.80        500.000        98.0651                 NaN            NaN            NaN  0.445873                 NaN            NaN  0.950219                 NaN            NaN  0.538768                 NaN            NaN            NaN
  1318.30        500.000        98.1263                 NaN            NaN            NaN  0.407072                 NaN            NaN  0.949816                 NaN            NaN  0.516844                 NaN            NaN            NaN
  1315.79        500.000        98.1448                 NaN            NaN            NaN  0.402377                 NaN            NaN  0.941848                 NaN            NaN  0.511020                 NaN            NaN            NaN
  1313.28        500.000        97.9650                 NaN            NaN            NaN  0.384310                 NaN            NaN   1.01450                 NaN            NaN  0.545574       0.906086E-001            NaN            NaN
  1310.78        500.000        97.9197                 NaN            NaN            NaN  0.377546                 NaN            NaN   1.02573                 NaN            NaN  0.552391       0.124666                 NaN            NaN
  1308.27        500.000        97.9699                 NaN            NaN            NaN  0.371800                 NaN            NaN  0.999169                 NaN            NaN  0.538501       0.120595                 NaN            NaN
  1305.76        500.000        98.0152                 NaN            NaN            NaN  0.366225                 NaN            NaN  0.975525                 NaN            NaN  0.526114       0.116891                 NaN            NaN
  1303.26        500.000        98.0610                 NaN            NaN            NaN  0.361468                 NaN            NaN  0.950260                 NaN            NaN  0.514007       0.113304                 NaN            NaN
  1300.75        500.000        98.1030                 NaN            NaN            NaN  0.354030                 NaN            NaN  0.932100                 NaN            NaN  0.501319       0.109594                 NaN            NaN
  1298.25        500.000        98.1441                 NaN            NaN            NaN  0.347821                 NaN            NaN  0.911978                 NaN            NaN  0.489935       0.106151                 NaN            NaN
  1295.74        500.000        98.1866                 NaN            NaN            NaN  0.337883                 NaN            NaN  0.894967                 NaN            NaN  0.477932       0.102643                 NaN            NaN
  1293.23        500.000        98.2257                 NaN            NaN            NaN  0.333699                 NaN            NaN  0.874295                 NaN            NaN  0.466921       0.994287E-001            NaN            NaN
  1290.73        500.000        98.2675                 NaN            NaN            NaN  0.324704                 NaN            NaN  0.856455                 NaN            NaN  0.455260       0.961051E-001            NaN            NaN
  1288.22        500.000        98.3071                 NaN            NaN            NaN  0.315937                 NaN            NaN  0.839919                 NaN            NaN  0.444125       0.929233E-001            NaN            NaN
  1285.71        500.000        98.3434                 NaN            NaN            NaN  0.308945                 NaN            NaN  0.824232                 NaN            NaN  0.433520       0.898755E-001            NaN            NaN
  1283.21        500.000        98.3811                 NaN            NaN            NaN  0.302081                 NaN            NaN  0.806915                 NaN            NaN  0.423008       0.869096E-001            NaN            NaN
  1280.70        500.000        98.4181                 NaN            NaN            NaN  0.293652                 NaN            NaN  0.791711                 NaN            NaN  0.412537       0.839711E-001            NaN            NaN
  1278.20        500.000        98.4553                 NaN            NaN            NaN  0.285491                 NaN            NaN  0.775886                 NaN            NaN  0.402195       0.811237E-001            NaN            NaN
  1275.69        500.000        98.4967                 NaN            NaN            NaN  0.274520                 NaN            NaN  0.758837                 NaN            NaN  0.391732       0.782451E-001            NaN            NaN
  1273.18        500.000        98.5229                 NaN            NaN            NaN  0.269825                 NaN            NaN  0.749311                 NaN            NaN  0.382395       0.755915E-001            NaN            NaN
  1270.68        500.000        98.5541                 NaN            NaN            NaN  0.262688                 NaN            NaN  0.736087                 NaN            NaN  0.373958       0.731189E-001            NaN            NaN
  1268.17        500.000        98.5934                 NaN            NaN            NaN  0.252938                 NaN            NaN  0.720272                 NaN            NaN  0.363077       0.703473E-001            NaN            NaN
  1265.66        500.000        98.6244                 NaN            NaN            NaN  0.246493                 NaN            NaN  0.706562                 NaN            NaN  0.354587       0.679909E-001            NaN            NaN
  1263.16        500.000        98.6563                 NaN            NaN            NaN  0.238929                 NaN            NaN  0.693526                 NaN            NaN  0.345713       0.655656E-001            NaN            NaN
  1260.65        500.000        92.2456                 NaN            NaN            NaN  0.542950                 NaN            NaN   2.01440                 NaN            NaN   1.02474       0.257182        3.91515                 NaN
  1258.15        500.000        91.3996                 NaN            NaN            NaN  0.555854                 NaN            NaN   2.18394                 NaN            NaN   1.09961       0.276647        4.48436                 NaN
  1255.64        500.000        92.1304                 NaN            NaN            NaN  0.495858                 NaN            NaN   2.02774                 NaN            NaN   1.00767       0.249281        4.08908                 NaN
  1253.13        500.000        92.7595                 NaN            NaN            NaN  0.443766                 NaN            NaN   1.89096                 NaN            NaN  0.927854       0.225647        3.75231                 NaN
  1250.63        500.000        93.2972                 NaN            NaN            NaN  0.399738                 NaN            NaN   1.77257                 NaN            NaN  0.858713       0.205236        3.46652                 NaN
  1248.12        500.000        93.7716                 NaN            NaN            NaN  0.359924                 NaN            NaN   1.66733                 NaN            NaN  0.797275       0.187114        3.21674                 NaN
  1245.61        500.000        94.1840                 NaN            NaN            NaN  0.327277                 NaN            NaN   1.57379                 NaN            NaN  0.743092       0.171227        3.00063                 NaN
  1243.11        500.000        94.5571                 NaN            NaN            NaN  0.297508                 NaN            NaN   1.48786                 NaN            NaN  0.693716       0.156872        2.80698                 NaN
  1240.60        500.000        94.8902                 NaN            NaN            NaN  0.265432                 NaN            NaN   1.41715                 NaN            NaN  0.649207       0.143622        2.63439                 NaN
  1238.10        500.000        95.1906                 NaN            NaN            NaN  0.236760                 NaN            NaN   1.35206                 NaN            NaN  0.608577       0.131738        2.48025                 NaN
  1235.59        500.000        95.4646                 NaN            NaN            NaN  0.210099                 NaN            NaN   1.29377                 NaN            NaN  0.571723       0.120613        2.33916                 NaN
  1233.08        500.000        95.7133                 NaN            NaN            NaN  0.182294                 NaN            NaN   1.24401                 NaN            NaN  0.537832       0.110496        2.21210                 NaN
  1230.58        500.000        95.9378                 NaN            NaN            NaN  0.153718                 NaN            NaN   1.20436                 NaN            NaN  0.506902       0.101053        2.09620                 NaN
  1228.07        500.000        96.1461                 NaN            NaN            NaN  0.119649                 NaN            NaN   1.17532                 NaN            NaN  0.478637       0.918673E-001   1.98844                 NaN
  1225.56        500.000        96.3247                 NaN            NaN            NaN  0.819743E-001            NaN            NaN   1.16315                 NaN            NaN  0.453861       0.832025E-001   1.89308                 NaN
  1223.06        500.000        96.4856                 NaN            NaN            NaN  0.216480E-001            NaN            NaN   1.18361                 NaN            NaN  0.432058       0.738248E-001   1.80326                 NaN
  1220.55        500.000        96.6391                 NaN            NaN            NaN            NaN            NaN            NaN   1.16126                 NaN            NaN  0.412099       0.663301E-001   1.72119                 NaN
  1218.05        500.000        96.7967                 NaN            NaN            NaN            NaN            NaN            NaN   1.10822                 NaN            NaN  0.390665       0.607822E-001   1.64361                 NaN
  1215.54        500.000        96.9543                 NaN            NaN            NaN            NaN            NaN            NaN   1.05300                 NaN            NaN  0.369783       0.555650E-001   1.56739                 NaN
  1213.03        500.000        83.0951                 NaN            NaN            NaN            NaN            NaN            NaN   3.10979                 NaN            NaN   1.50625       0.142344        6.46303        5.68343     
  1210.53        500.000        66.7921                 NaN            NaN            NaN  0.206852                 NaN            NaN   5.25120                 NaN            NaN   2.82742       0.242510        12.1536        12.5263     
  1208.02        500.000        71.7835                 NaN            NaN            NaN  0.154342                 NaN            NaN   4.51211                 NaN            NaN   2.40362       0.196089        10.3125        10.6378     
  1205.51        500.000        75.7219                 NaN            NaN            NaN            NaN            NaN            NaN   4.05538                 NaN            NaN   2.07154       0.155917        8.86552        9.12974     
  1203.01        500.000        77.9021                 NaN            NaN            NaN  0.390115                 NaN            NaN   2.26690       0.762217                 NaN   1.85140       0.166445        8.17759        8.48325     
  1200.50        500.000        81.5515                 NaN            NaN            NaN            NaN            NaN            NaN   1.12430        1.92223                 NaN   1.56083       0.113735        6.79080        6.93658     
  1197.99        500.000        77.9195                 NaN            NaN            NaN  0.210842                 NaN            NaN   3.12087       0.132867E-005            NaN   1.85598       0.134675        8.16421        8.59389     
  1195.49        500.000        81.6965                 NaN            NaN            NaN            NaN            NaN            NaN   1.20505        1.72244                 NaN   1.50191       0.110284        6.90458        6.85925     
  1192.98        500.000        84.0458                 NaN            NaN            NaN            NaN            NaN            NaN  0.864083        1.57769                 NaN   1.30408       0.949072E-001   6.09617        6.01728     
  1190.48        500.000        78.4580                 NaN            NaN            NaN            NaN            NaN            NaN   2.35203       0.786472                 NaN   1.74211       0.109996        8.40690        8.14451     
  1187.97        500.000                 NaN            NaN            NaN            NaN   2.17807                 NaN            NaN   8.89670       0.142184E-004            NaN   7.27719       0.753389        41.1770        39.7176     
  1185.46        500.000                 NaN            NaN            NaN            NaN   2.21660                 NaN            NaN   8.84159       0.512461E-004            NaN   7.27587       0.755378        41.1820        39.7285     
  1182.96        500.000                 NaN            NaN            NaN            NaN   2.25436                 NaN            NaN   8.78764       0.457550E-004            NaN   7.27456       0.757328        41.1868        39.7393     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.11477        8.02588                 NaN   7.46370       0.597119        40.6610        39.1375     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.97827        8.16676       0.508886E-003   7.46919       0.594932        40.6522        39.1381     
  1175.44        500.000                 NaN            NaN            NaN            NaN   2.36283                 NaN            NaN   8.63276       0.486137E-004            NaN   7.27076       0.762938        41.2004        39.7702     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63533        8.52200       0.596157E-005   7.47428       0.590111        40.6384        39.1398     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.252899        11.9527                 NaN   7.47278       0.572437        40.6058        39.1434     
  1167.92        500.000                 NaN            NaN            NaN            NaN   2.43386                 NaN            NaN   8.53788       0.144127E-003            NaN   7.28648       0.764876        41.1824        39.7944     
  1165.41        500.000                 NaN            NaN            NaN            NaN   2.45654                 NaN            NaN   8.49921       0.407161E-005            NaN   7.27733       0.768028        41.1994        39.7995     
  1162.91        500.000                 NaN            NaN            NaN            NaN   2.46837                 NaN            NaN   8.49853       0.155738E-004            NaN   7.27894       0.767666        41.1799        39.8065     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.99007        9.18999       0.173377E-004   7.51034       0.580433        40.5868        39.1424     
  1157.89        500.000                 NaN            NaN            NaN            NaN   2.38179                 NaN            NaN   8.62808       0.100025E-004            NaN   7.23533       0.762661        41.2167        39.7754     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87403        4.33358                 NaN   7.52886       0.569970        40.5497        39.1439     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.238554E-004   8.35021        3.86212        7.53467       0.568156        40.5401        39.1447     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.62394        3.59420                 NaN   7.54013       0.566013        40.5304        39.1454     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.27941       0.460023E-004   9.92918        7.53950       0.567691        40.5391        39.1451     
  1145.36        500.000                 NaN            NaN            NaN            NaN   2.71633                 NaN            NaN   8.13022       0.629818E-003            NaN   7.26744       0.780753        41.2318        39.8728     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.43604        2.79533                 NaN   7.55749       0.558815        40.5061        39.1462     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93538        2.30759                 NaN   7.56490       0.555096        40.4890        39.1481     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0383        2.20609                 NaN   7.56823       0.553787        40.4855        39.1481     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.225879        11.9922                 NaN   7.57844       0.564947        40.4956        39.1429     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.522305        11.7352                 NaN   7.58645       0.548662        40.4590        39.1483     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2729       0.197152E-005            NaN   7.59281       0.541136        40.4432        39.1499     
  1127.82        500.000                 NaN            NaN            NaN            NaN   1.76551                 NaN            NaN   9.63962                 NaN            NaN   7.40482       0.677819        40.8865        39.6257     
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.02976                 NaN            NaN   9.24206                 NaN            NaN   7.37621       0.699523        40.9549        39.6976     
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.18890                 NaN            NaN   9.00315                 NaN            NaN   7.35953       0.712435        40.9949        39.7411     
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.30688                 NaN            NaN   8.82637                 NaN            NaN   7.34762       0.721879        41.0236        39.7736     
  1117.79        500.000                 NaN            NaN            NaN            NaN   2.40285                 NaN            NaN   8.68284                 NaN            NaN   7.33823       0.729470        41.0464        39.8002     
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.48435                 NaN            NaN   8.56117                 NaN            NaN   7.33051       0.735845        41.0653        39.8228     
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.55576                 NaN            NaN   8.45470                 NaN            NaN   7.32393       0.741380        41.0815        39.8428     
  1110.28        500.000                 NaN            NaN            NaN            NaN   3.11857                 NaN            NaN   7.56962                 NaN            NaN   7.24901       0.798170        41.2722        39.9924     
  1107.77        500.000                 NaN            NaN            NaN            NaN   3.13836                 NaN            NaN   7.54203                 NaN            NaN   7.24864       0.799112        41.2734        39.9985     
  1105.26        500.000                 NaN            NaN            NaN            NaN   3.15763                 NaN            NaN   7.51513                 NaN            NaN   7.24830       0.800035        41.2745        40.0044     
  1102.76        500.000                 NaN            NaN            NaN            NaN   3.17652                 NaN            NaN   7.48880                 NaN            NaN   7.24799       0.800930        41.2755        40.0102     
  1100.25        500.000                 NaN            NaN            NaN            NaN   3.19512                 NaN            NaN   7.46287                 NaN            NaN   7.24769       0.801813        41.2765        40.0160     
  1097.74        500.000                 NaN            NaN            NaN            NaN   3.21334                 NaN            NaN   7.43754                 NaN            NaN   7.24743       0.802668        41.2774        40.0216     
  1095.24        500.000                 NaN            NaN            NaN            NaN   3.23127                 NaN            NaN   7.41264                 NaN            NaN   7.24719       0.803508        41.2782        40.0272     
  1092.73        500.000                 NaN            NaN            NaN            NaN   3.24885                 NaN            NaN   7.38826                 NaN            NaN   7.24699       0.804322        41.2789        40.0327     
  1090.23        500.000                 NaN            NaN            NaN            NaN   3.26611                 NaN            NaN   7.36435                 NaN            NaN   7.24682       0.805115        41.2795        40.0381     
  1087.72        500.000                 NaN            NaN            NaN            NaN   3.28307                 NaN            NaN   7.34089                 NaN            NaN   7.24668       0.805887        41.2801        40.0434     
  1085.21        500.000                 NaN            NaN            NaN            NaN   3.29974                 NaN            NaN   7.31788                 NaN            NaN   7.24657       0.806640        41.2805        40.0487     
  1082.71        500.000                 NaN            NaN            NaN            NaN   3.31610                 NaN            NaN   7.29533                 NaN            NaN   7.24648       0.807373        41.2809        40.0538     
  1080.20        500.000                 NaN            NaN            NaN            NaN   3.33220                 NaN            NaN   7.27318                 NaN            NaN   7.24643       0.808086        41.2811        40.0590     
  1077.69        500.000                 NaN            NaN            NaN            NaN   3.34801                 NaN            NaN   7.25146                 NaN            NaN   7.24641       0.808778        41.2813        40.0640     
  1075.19        500.000                 NaN            NaN            NaN            NaN   3.36347                 NaN            NaN   7.23023                 NaN            NaN   7.24634       0.809450        41.2816        40.0689     
  1072.68        500.000                 NaN            NaN            NaN            NaN   3.37885                 NaN            NaN   7.20919                 NaN            NaN   7.24645       0.810111        41.2815        40.0739     
  1070.18        500.000                 NaN            NaN            NaN            NaN   3.39388                 NaN            NaN   7.18868                 NaN            NaN   7.24653       0.810752        41.2814        40.0787     
