|6.6.6
Archiving\03_Data\eqLP/QFM_m3/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7754       0.210931       0.136996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7754       0.210945       0.136999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7753       0.210959       0.137003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7753       0.210973       0.137006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7753       0.210987       0.137010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7753       0.211001       0.137013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7753       0.211015       0.137017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7753       0.211029       0.137020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7753       0.211043       0.137024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7752       0.211058       0.137028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7752       0.211072       0.137031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7752       0.211086       0.137035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7752       0.211100       0.137039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7752       0.211114       0.137042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7752       0.211129       0.137046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7752       0.211143       0.137050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7751       0.211157       0.137054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7751       0.211172       0.137058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7751       0.211186       0.137062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7751       0.211201       0.137066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7751       0.211215       0.137069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7751       0.211230       0.137073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7750       0.211244       0.137077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7750       0.211259       0.137081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7750       0.211273       0.137086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.7750       0.211288       0.137090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7750       0.211302       0.137094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.6745       0.211330       0.134557E-001  0.100750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.9196       0.211446       0.115367E-001  0.857455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.1819       0.211558       0.960249E-002   1.59690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.4435       0.211671       0.766635E-002   2.33717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.7042       0.211783       0.572830E-002   3.07827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        95.9641       0.211895       0.378833E-002   3.82019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        95.2488       0.212003       0.185747E-002   4.53735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.5465       0.212110                 NaN   5.24141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        93.9782       0.212201                 NaN   5.80956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        92.7621       0.104698                 NaN   6.85530       0.277918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        91.5281                 NaN            NaN   7.92327       0.548629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        90.9231                 NaN            NaN   8.52800       0.548900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        90.3196                 NaN            NaN   9.13123       0.549171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        89.7155                 NaN            NaN   9.73502       0.549440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.1163                 NaN            NaN   10.3340       0.549707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        88.5129                 NaN            NaN   10.9362       0.549976       0.954396E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        87.9059                 NaN            NaN   11.5304       0.550255       0.134901E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        87.2983                 NaN            NaN   12.1251       0.550533       0.260387E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        86.6987                 NaN            NaN   12.7123       0.550809       0.381746E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        86.0986                 NaN            NaN   13.3000       0.551084       0.503228E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        85.4979                 NaN            NaN   13.8883       0.551358       0.624833E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        84.8967                 NaN            NaN   14.4770       0.551631       0.746558E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        84.3229                 NaN            NaN   15.0391       0.551894       0.860750E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        83.7486                 NaN            NaN   15.6017       0.552157       0.975051E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        83.1738                 NaN            NaN   16.1648       0.552418       0.108946                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        82.5986                 NaN            NaN   16.7284       0.552679       0.120398                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.0228                 NaN            NaN   17.2924       0.552939       0.131860                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        81.4466                 NaN            NaN   17.8569       0.553198       0.143334                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        80.8698                 NaN            NaN   18.4219       0.553456       0.154818                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.2926                 NaN            NaN   18.9874       0.553714       0.166312                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        79.7480                 NaN            NaN   19.5212       0.553960       0.176874                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.2029                 NaN            NaN   20.0554       0.554205       0.187445                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        78.6574                 NaN            NaN   20.5901       0.554449       0.198025                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.1115                 NaN            NaN   21.1251       0.554692       0.208614                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        77.5652                 NaN            NaN   21.6606       0.554935       0.219213                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.0185                 NaN            NaN   22.1965       0.555177       0.229820                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.4713                 NaN            NaN   22.7328       0.555417       0.240437                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        75.9238                 NaN            NaN   23.2695       0.555657       0.251062                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.4102                 NaN            NaN   23.7731       0.555884       0.260800                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        74.8963                 NaN            NaN   24.2770       0.556109       0.270546                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.3821                 NaN            NaN   24.7813       0.556333       0.280300                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        73.8675                 NaN            NaN   25.2859       0.556557       0.290061                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.3525                 NaN            NaN   25.7909       0.556779       0.299829                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        72.8372                 NaN            NaN   26.2962       0.557001       0.309605                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.3216                 NaN            NaN   26.8018       0.557222       0.319388                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        71.8056                 NaN            NaN   27.3077       0.557442       0.329178                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.3150                 NaN            NaN   27.7890       0.557651       0.338286                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        70.8241                 NaN            NaN   28.2706       0.557860       0.347399                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.3329                 NaN            NaN   28.7525       0.558068       0.356519                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        69.8414                 NaN            NaN   29.2347       0.558275       0.365645                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.3496                 NaN            NaN   29.7171       0.558481       0.374778                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        68.8575                 NaN            NaN   30.1999       0.558686       0.383916                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.3651                 NaN            NaN   30.6829       0.558890       0.393061                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        67.8725                 NaN            NaN   31.1662       0.559094       0.402212                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.4077                 NaN            NaN   31.6223       0.559285       0.410659                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        66.9427                 NaN            NaN   32.0787       0.559475       0.419111                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.4774                 NaN            NaN   32.5353       0.559664       0.427569                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.0119                 NaN            NaN   32.9922       0.559852       0.436031                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.5462                 NaN            NaN   33.4493       0.560040       0.444499                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        65.0802                 NaN            NaN   33.9066       0.560226       0.452971                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.6141                 NaN            NaN   34.3641       0.560411       0.461449                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        64.1476                 NaN            NaN   34.8218       0.560595       0.469931                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.7074                 NaN            NaN   35.2540       0.560768       0.477839                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        63.2670                 NaN            NaN   35.6863       0.560940       0.485752                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        62.8264                 NaN            NaN   36.1189       0.561111       0.493669                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        62.3856                 NaN            NaN   36.5516       0.561281       0.501589                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        61.9446                 NaN            NaN   36.9845       0.561450       0.509514                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.5034                 NaN            NaN   37.4175       0.561617       0.517442                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        61.0621                 NaN            NaN   37.8507       0.561784       0.525375                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        60.6206                 NaN            NaN   38.2841       0.561950       0.533311                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        60.2070                 NaN            NaN   38.6901       0.562104       0.540822                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        59.7933                 NaN            NaN   39.0961       0.562256       0.548337                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        59.3795                 NaN            NaN   39.5023       0.562408       0.555855                 NaN            NaN            NaN            NaN            NaN            NaN
