|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1826.92        500.000        84.0707                 NaN   1.56580       0.256437E-001   13.5099       0.687983       0.139928                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        83.4278                 NaN   1.54109       0.249142E-001   14.1597       0.687933       0.158503                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.7850                 NaN   1.51638       0.241848E-001   14.8095       0.687884       0.177075                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        82.1651                 NaN   1.48055       0.234119E-001   15.4485       0.687813       0.194680                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        81.5453                 NaN   1.44473       0.226392E-001   16.0873       0.687742       0.212280                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.9256                 NaN   1.40891       0.218667E-001   16.7260       0.687670       0.229878                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        80.3061                 NaN   1.37310       0.210943E-001   17.3646       0.687599       0.247471                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.6867                 NaN   1.33730       0.203220E-001   18.0031       0.687528       0.265061                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        79.0674                 NaN   1.30151       0.195500E-001   18.6414       0.687457       0.282647                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        78.4483                 NaN   1.26572       0.187781E-001   19.2796       0.687385       0.300230                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        77.8293                 NaN   1.22994       0.180063E-001   19.9177       0.687314       0.317808                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        77.2202                 NaN   1.18199       0.171803E-001   20.5588       0.687219       0.334591                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        76.6113                 NaN   1.13405       0.163545E-001   21.1998       0.687124       0.351369                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        76.0026                 NaN   1.08612       0.155289E-001   21.8406       0.687029       0.368142                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        75.3940                 NaN   1.03821       0.147035E-001   22.4812       0.686934       0.384910                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        74.7856                 NaN  0.990307       0.138784E-001   23.1217       0.686839       0.401674                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        74.1774                 NaN  0.942419       0.130535E-001   23.7619       0.686744       0.418434                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        73.5694                 NaN  0.894545       0.122288E-001   24.4020       0.686649       0.435188                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.9615                 NaN  0.846683       0.114044E-001   25.0419       0.686554       0.451938                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        72.3553                 NaN  0.785816       0.105221E-001   25.6940       0.686433       0.467935                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.7493                 NaN  0.724970       0.964004E-002   26.3458       0.686313       0.483926                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        71.1436                 NaN  0.664146       0.875832E-002   26.9974       0.686192       0.499911                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.5381                 NaN  0.603343       0.787691E-002   27.6487       0.686072       0.515891                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.9328                 NaN  0.542561       0.699581E-002   28.2999       0.685951       0.531865                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.3276                 NaN  0.481801       0.611502E-002   28.9508       0.685831       0.547833                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.7228                 NaN  0.421062       0.523454E-002   29.6014       0.685711       0.563796                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.1181                 NaN  0.360344       0.435437E-002   30.2519       0.685590       0.579753                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.5117                 NaN  0.289217       0.342990E-002   30.9148       0.685449       0.595367                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        66.9057                 NaN  0.218118       0.250581E-002   31.5774       0.685309       0.610975                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.2998                 NaN  0.147049       0.158210E-002   32.2398       0.685168       0.626576                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        65.6943                 NaN  0.760088E-001  0.658774E-003   32.9019       0.685028       0.642171                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.0889                 NaN  0.216317E-002            NaN   33.5666       0.684882       0.657516                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.5476                 NaN            NaN            NaN   34.0972       0.684879       0.670270                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.0175                 NaN            NaN            NaN   34.6147       0.684880       0.682937                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        63.4874                 NaN            NaN            NaN   35.1321       0.684881       0.695603                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        62.9727                 NaN            NaN            NaN   35.6345       0.684882       0.707910                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        62.4580                 NaN            NaN            NaN   36.1369       0.684883       0.720217                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        61.9432                 NaN            NaN            NaN   36.6393       0.684884       0.732524                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        61.4285                 NaN            NaN            NaN   37.1418       0.684885       0.744831                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        60.9138                 NaN            NaN            NaN   37.6442       0.684886       0.757138                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        60.3991                 NaN            NaN            NaN   38.1466       0.684887       0.769445                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        59.8843                 NaN            NaN            NaN   38.6490       0.684887       0.781752                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        59.3696                 NaN            NaN            NaN   39.1515       0.684888       0.794059                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        58.8871                 NaN            NaN            NaN   39.6225       0.684889       0.805430                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        58.4047                 NaN            NaN            NaN   40.0936       0.684890       0.816801                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        57.9222                 NaN            NaN            NaN   40.5647       0.684891       0.828173                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        57.4398                 NaN            NaN            NaN   41.0358       0.684892       0.839544                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        56.9573                 NaN            NaN            NaN   41.5069       0.684893       0.850916                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        56.4749                 NaN            NaN            NaN   41.9780       0.684894       0.862287                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        55.9924                 NaN            NaN            NaN   42.4491       0.684895       0.873659                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        55.5099                 NaN            NaN            NaN   42.9201       0.684896       0.885030                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        55.0629                 NaN            NaN            NaN   43.3564       0.684897       0.895757                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        54.6160                 NaN            NaN            NaN   43.7927       0.684898       0.906484                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        54.1690                 NaN            NaN            NaN   44.2289       0.684899       0.917210                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        53.7220                 NaN            NaN            NaN   44.6652       0.684899       0.927937                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        53.2750                 NaN            NaN            NaN   45.1014       0.684900       0.938664                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        52.8280                 NaN            NaN            NaN   45.5377       0.684901       0.949391                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        52.3810                 NaN            NaN            NaN   45.9740       0.684902       0.960118                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        51.9340                 NaN            NaN            NaN   46.4102       0.684903       0.970845                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        51.5247                 NaN            NaN            NaN   46.8091       0.684904       0.981215                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        51.1155                 NaN            NaN            NaN   47.2081       0.684905       0.991585                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        50.7062                 NaN            NaN            NaN   47.6070       0.684905        1.00196                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        50.2969                 NaN            NaN            NaN   48.0059       0.684906        1.01233                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        49.8876                 NaN            NaN            NaN   48.4048       0.684907        1.02270                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        49.4783                 NaN            NaN            NaN   48.8037       0.684908        1.03307                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        49.0690                 NaN            NaN            NaN   49.2026       0.684909        1.04344                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        48.6597                 NaN            NaN            NaN   49.6016       0.684910        1.05381                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        48.2900                 NaN            NaN            NaN   49.9615       0.684910        1.06355                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        47.9203                 NaN            NaN            NaN   50.3215       0.684911        1.07329                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        47.5506                 NaN            NaN            NaN   50.6815       0.684912        1.08302                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        47.1808                 NaN            NaN            NaN   51.0415       0.684912        1.09276                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        46.8111                 NaN            NaN            NaN   51.4015       0.684913        1.10250                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        46.4414                 NaN            NaN            NaN   51.7615       0.684914        1.11224                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        46.0716                 NaN            NaN            NaN   52.1215       0.684915        1.12198                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        45.7019                 NaN            NaN            NaN   52.4815       0.684915        1.13172                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        44.9603                 NaN            NaN            NaN   52.5839       0.684916        1.12799       0.642853                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        44.0668                 NaN            NaN            NaN   52.5769       0.684917        1.11791        1.55350                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        43.2166                 NaN            NaN            NaN   52.5663       0.684918        1.10818        2.42396                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        42.3665                 NaN            NaN            NaN   52.5558       0.684918        1.09846        3.29441                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        41.5952                 NaN            NaN            NaN   52.5407       0.684919        1.08865        4.09054                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        40.8240                 NaN            NaN            NaN   52.5256       0.684920        1.07883        4.88668                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        40.0527                 NaN            NaN            NaN   52.5105       0.684920        1.06902        5.68281                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        39.2814                 NaN            NaN            NaN   52.4955       0.684921        1.05921        6.47895                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.6344                 NaN            NaN            NaN   52.4748       0.684922        1.04879        7.15710                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        37.9874                 NaN            NaN            NaN   52.4540       0.684922        1.03837        7.83525                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        37.3404                 NaN            NaN            NaN   52.4333       0.684923        1.02795        8.51340                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        36.6934                 NaN            NaN            NaN   52.4126       0.684923        1.01753        9.19156                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        36.0464                 NaN            NaN            NaN   52.3919       0.684924        1.00710        9.86972                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        35.3994                 NaN            NaN            NaN   52.3711       0.684924       0.996682        10.5479                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        34.7524                 NaN            NaN            NaN   52.3504       0.684925       0.986261        11.2260                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        34.1053                 NaN            NaN            NaN   52.3297       0.684925       0.975839        11.9042                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        33.5755                 NaN            NaN            NaN   52.3042       0.684926       0.965101        12.4703                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        33.0457                 NaN            NaN            NaN   52.2786       0.684926       0.954363        13.0364                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        32.5159                 NaN            NaN            NaN   52.2531       0.684926       0.943624        13.6024                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        31.9861                 NaN            NaN            NaN   52.2276       0.684927       0.932886        14.1685                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        31.4563                 NaN            NaN            NaN   52.2021       0.684927       0.922148        14.7346                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        30.9264                 NaN            NaN            NaN   52.1765       0.684928       0.911409        15.3007                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        30.3966                 NaN            NaN            NaN   52.1510       0.684928       0.900671        15.8668                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        29.8668                 NaN            NaN            NaN   52.1255       0.684928       0.889933        16.4329                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        29.4149                 NaN            NaN            NaN   52.1000       0.684929       0.878186        16.9219                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        28.9631                 NaN            NaN            NaN   52.0746       0.684929       0.866439        17.4109                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        28.5112                 NaN            NaN            NaN   52.0492       0.684929       0.854692        17.8999                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        28.0594                 NaN            NaN            NaN   52.0238       0.684930       0.842945        18.3890                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        27.6075                 NaN            NaN            NaN   51.9984       0.684930       0.831198        18.8780                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        27.1557                 NaN            NaN            NaN   51.9729       0.684930       0.819451        19.3670                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        26.7038                 NaN            NaN            NaN   51.9475       0.684931       0.807704        19.8560                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        26.2520                 NaN            NaN            NaN   51.9221       0.684931       0.795956        20.3451                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        25.8522                 NaN            NaN            NaN   51.8996       0.684931       0.783246        20.7800                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        25.4525                 NaN            NaN            NaN   51.8772       0.684931       0.770536        21.2149                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        25.0528                 NaN            NaN            NaN   51.8547       0.684931       0.757825        21.6498                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        24.6531                 NaN            NaN            NaN   51.8322       0.684932       0.745115        22.0847                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        24.2533                 NaN            NaN            NaN   51.8097       0.684932       0.732405        22.5196                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.8536                 NaN            NaN            NaN   51.7873       0.684932       0.719694        22.9545                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        23.4539                 NaN            NaN            NaN   51.7648       0.684932       0.706984        23.3894                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        23.0542                 NaN            NaN            NaN   51.7423       0.684933       0.694273        23.8243                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        22.6785                 NaN            NaN            NaN   51.7235       0.684933       0.680924        24.2321                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        22.3029                 NaN            NaN            NaN   51.7047       0.684933       0.667575        24.6399                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        21.8167                 NaN            NaN            NaN   51.6844       0.684933       0.661326        24.9431       0.209404                 NaN            NaN            NaN            NaN
  1448.72        500.000        21.2263                 NaN            NaN            NaN   51.6650       0.684933       0.662538        25.1234       0.637796                 NaN            NaN            NaN            NaN
  1445.51        500.000        20.6791                 NaN            NaN            NaN   51.6391       0.684933       0.666884        25.2899        1.04004                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.1320                 NaN            NaN            NaN   51.6131       0.684934       0.671231        25.4565        1.44229                 NaN            NaN            NaN            NaN
  1439.10        500.000        19.5849                 NaN            NaN            NaN   51.5871       0.684934       0.675577        25.6230        1.84454                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.0378                 NaN            NaN            NaN   51.5611       0.684934       0.679924        25.7895        2.24678                 NaN            NaN            NaN            NaN
  1432.69        500.000        18.5441                 NaN            NaN            NaN   51.5286       0.684934       0.687507        25.9388        2.61610                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.0504                 NaN            NaN            NaN   51.4960       0.684934       0.695090        26.0882        2.98541                 NaN            NaN            NaN            NaN
  1426.28        500.000        17.5666                 NaN            NaN            NaN   51.4586       0.684935       0.704440        26.2371        3.34844                 NaN            NaN            NaN            NaN
  1423.08        500.000        16.8801                 NaN            NaN            NaN   51.4890       0.684935       0.704263        26.4108        3.67161                 NaN  0.159290                 NaN            NaN
  1419.87        500.000        16.0953                 NaN            NaN            NaN   51.5361       0.684936       0.706504        26.4402        3.95662       0.188344       0.391955                 NaN            NaN
  1416.67        500.000        15.3348                 NaN            NaN            NaN   51.5620       0.684937       0.718242        26.2449       0.637840        4.20295       0.614262                 NaN            NaN
  1413.46        500.000        15.3348                 NaN            NaN            NaN   51.5620       0.684937       0.718242        26.2449       0.637840        4.20295       0.614262                 NaN            NaN
  1410.26        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1407.05        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1403.85        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1400.64        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1397.44        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1394.23        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1391.03        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1387.82        500.000        14.0094                 NaN            NaN            NaN   51.6053       0.684938       0.740288        25.8941        1.42816        4.62994        1.00788                 NaN            NaN
  1384.62        500.000        10.4290                 NaN            NaN            NaN   51.7081       0.684942       0.813143        24.8401        5.74858        3.64253        2.13349                 NaN            NaN
  1381.41        500.000        10.4290                 NaN            NaN            NaN   51.7081       0.684942       0.813143        24.8401        5.74858        3.64253        2.13349                 NaN            NaN
