|6.6.6
Archiving\03_Data\eq/QFM_m5/TAY13/TAY13_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1394.23        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1391.03        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1387.82        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1384.62        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1381.41        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1378.21        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1375.00        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1371.79        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1368.59        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1365.38        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1362.18        2500.00        7.63939                 NaN            NaN            NaN  0.815263        59.0562        1.02471        19.3842        7.00272        3.99302        1.08456                 NaN            NaN
  1358.97        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1355.77        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1352.56        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1349.36        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1346.15        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1342.95        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1339.74        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1336.54        2500.00        6.09532                 NaN            NaN            NaN  0.815265        59.1478        1.07843        18.9653        7.38804        4.84770        1.66218                 NaN            NaN
  1333.33        2500.00        4.97811                 NaN            NaN            NaN  0.815266        59.1698        1.12759        18.6884        5.46857        7.65496        2.09736                 NaN            NaN
  1330.13        2500.00        4.97811                 NaN            NaN            NaN  0.815266        59.1698        1.12759        18.6884        5.46857        7.65496        2.09736                 NaN            NaN
  1326.92        2500.00        4.74181                 NaN            NaN            NaN  0.815266        59.1671        1.13927        18.6389        7.71172        5.59641        2.18957                 NaN            NaN
  1323.72        2500.00        4.62837                 NaN            NaN            NaN  0.815266        59.1634        1.14526        18.6162        7.73979        5.65833        2.23342                 NaN            NaN
  1320.51        2500.00        1.01712                 NaN            NaN            NaN  0.815269        59.6064        1.16942        18.1244        6.20711        8.07886        2.69110        2.29028                 NaN
  1317.31        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7325        1.17847        18.0084        8.17107        6.32857        2.82220        2.94356                 NaN
  1314.10        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7358        1.18109        18.0456        8.16744        6.28000        2.82856        2.94618                 NaN
  1310.90        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7358        1.18109        18.0456        8.16744        6.28000        2.82856        2.94618                 NaN
  1307.69        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1304.49        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1301.28        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1298.08        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1294.87        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1291.67        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1288.46        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1285.26        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7430        1.18629        18.1163        8.16017        6.18641        2.84155        2.95103                 NaN
  1282.05        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1278.85        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1275.64        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1272.44        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1269.23        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1266.03        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1262.82        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1259.62        2500.00                 NaN            NaN            NaN            NaN  0.815270        59.7660        1.20994        18.3751        8.12848        5.84677        2.88943        2.96892                 NaN
  1256.41        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1253.21        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1250.00        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1246.79        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1243.59        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1240.38        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1237.18        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1233.97        2500.00                 NaN            NaN            NaN            NaN  0.815271        59.7796        1.23720        18.5980        5.55427        8.09938        2.93251        2.98378                 NaN
  1230.77        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1227.56        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1224.36        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1221.15        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1217.95        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1214.74        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1211.54        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1208.33        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7847        1.26802        18.7959        5.29663        8.07280        2.97031        2.99629                 NaN
  1205.13        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1201.92        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1198.72        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1195.51        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1192.31        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1189.10        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1185.90        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1182.69        2500.00                 NaN            NaN            NaN            NaN  0.815272        59.7822        1.30206        18.9746        5.06692        8.04939        3.00308        3.00641                 NaN
  1179.49        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1176.28        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1173.08        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1169.87        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1166.67        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1163.46        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1160.26        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1157.05        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7746        1.33889        19.1394        8.02861        4.85753        3.03088        3.01490                 NaN
  1153.85        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1150.64        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1147.44        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1144.23        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1141.03        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1137.82        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1134.62        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1131.41        2500.00                 NaN            NaN            NaN            NaN  0.815273        59.7567        1.37961        19.2954        8.01324        4.66617        3.05243        3.02122                 NaN
  1128.21        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1125.00        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1121.79        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1118.59        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1112.18        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1108.97        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1105.77        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.7310        1.42368        19.4453        8.00146        4.48907        3.06856        3.02566                 NaN
  1102.56        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1099.36        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1096.15        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1092.95        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1083.33        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1080.13        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6962        1.47170        19.5928        4.32322        7.99439        3.07826        3.02817                 NaN
  1076.92        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1073.72        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1070.51        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1067.31        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1064.10        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1060.90        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1054.49        2500.00                 NaN            NaN            NaN            NaN  0.815274        59.6515        1.52399        19.7399        4.16675        7.99302        3.08116        3.02844                 NaN
  1051.28        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5971        1.58089        19.8889        4.01797        7.99660        3.07655        3.02667                 NaN
  1048.08        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5971        1.58089        19.8889        4.01797        7.99660        3.07655        3.02667                 NaN
  1044.87        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5811        1.59592        19.9272        3.98192        7.99853        3.07425        3.02581                 NaN
  1041.67        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5731        1.60363        19.9462        3.96396        7.99977        3.07269        3.02534                 NaN
  1038.46        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5586        1.61202        19.9661        3.95264        8.00552        3.07190        2.16637       0.851605     
  1035.26        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5586        1.61202        19.9661        3.95264        8.00552        3.07190        2.16637       0.851605     
  1032.05        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5357        1.62852        20.0013        8.01646        3.93055        3.06943       0.653068        2.34965     
  1028.85        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5217        1.63740        20.0207        3.91973        8.02343        3.06728                 NaN   2.99444     
  1025.64        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1022.44        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1019.23        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1016.03        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1012.82        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1009.62        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1006.41        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1003.21        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.5120        1.64549        20.0417        8.02371        3.90105        3.06514                 NaN   2.99561     
  1000.00        2500.00                 NaN            NaN            NaN            NaN  0.815275        59.4413        1.71327        20.1976        8.03602        3.75324        3.03858                 NaN   3.00469     
