|6.6.6
Archiving\03_Data\eq/QFM_m5/TAY13/TAY13_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1935.90        2500.00        91.9399                 NaN   7.20385       0.241368E-001  0.832087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        91.9170                 NaN   7.22675       0.241383E-001  0.832141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        91.8940                 NaN   7.24964       0.241399E-001  0.832194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        91.8711                 NaN   7.27255       0.241414E-001  0.832248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        91.8481                 NaN   7.29545       0.241430E-001  0.832301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.8255                 NaN   7.31796       0.241445E-001  0.832354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        91.8030                 NaN   7.34047       0.241461E-001  0.832407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        91.8007                 NaN   7.34273       0.241462E-001  0.832412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        91.6475                 NaN   7.38183       0.240594E-001  0.832503       0.114134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        90.9979                 NaN   7.38264       0.235383E-001  0.832504       0.763427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        90.3483                 NaN   7.38344       0.230173E-001  0.832506        1.41272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        89.6987                 NaN   7.38424       0.224963E-001  0.832507        2.06202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        89.0492                 NaN   7.38505       0.219752E-001  0.832508        2.71132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        88.4462                 NaN   7.38031       0.214536E-001  0.832496        3.31952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        87.8433                 NaN   7.37556       0.209320E-001  0.832484        3.92770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        87.2404                 NaN   7.37082       0.204104E-001  0.832473        4.53587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        86.6376                 NaN   7.36608       0.198888E-001  0.832461        5.14402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        86.0347                 NaN   7.36134       0.193672E-001  0.832449        5.75215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.4319                 NaN   7.35660       0.188457E-001  0.832437        6.36027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        84.8290                 NaN   7.35186       0.183241E-001  0.832425        6.96836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        84.2262                 NaN   7.34712       0.178026E-001  0.832414        7.57644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.6692                 NaN   7.33460       0.172700E-001  0.832384        8.14655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        83.1122                 NaN   7.32209       0.167375E-001  0.832354        8.71661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        82.5553                 NaN   7.30958       0.162050E-001  0.832324        9.28664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        81.9983                 NaN   7.29707       0.156725E-001  0.832294        9.85662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        81.4415                 NaN   7.28456       0.151401E-001  0.832264        10.4266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.8846                 NaN   7.27206       0.146077E-001  0.832234        10.9965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        80.3279                 NaN   7.25955       0.140753E-001  0.832204        11.5663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        79.7711                 NaN   7.24704       0.135430E-001  0.832174        12.1361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        79.2389                 NaN   7.22851       0.129976E-001  0.832129        12.6875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.7067                 NaN   7.20998       0.124523E-001  0.832085        13.2388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        78.1746                 NaN   7.19146       0.119071E-001  0.832041        13.7900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        77.6425                 NaN   7.17293       0.113619E-001  0.831997        14.3412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        77.1201                 NaN   7.15142       0.108103E-001  0.831946        14.8858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        76.5976                 NaN   7.12992       0.102587E-001  0.831895        15.4303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        76.0668                 NaN   7.10473       0.969199E-002  0.831835        15.9751       0.118499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        75.5362                 NaN   7.07853       0.912915E-002  0.831773        16.5166       0.277675E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        75.0119                 NaN   7.04657       0.854116E-002  0.831697        17.0581       0.432336E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        74.4877                 NaN   7.01461       0.795329E-002  0.831622        17.5994       0.586968E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        73.9636                 NaN   6.98266       0.736551E-002  0.831546        18.1407       0.741573E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        73.4396                 NaN   6.95072       0.677785E-002  0.831470        18.6818       0.896149E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        72.9157                 NaN   6.91878       0.619029E-002  0.831395        19.2229       0.105070                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        72.3919                 NaN   6.88685       0.560284E-002  0.831319        19.7638       0.120522                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        71.8681                 NaN   6.85492       0.501550E-002  0.831244        20.3047       0.135971                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        71.3445                 NaN   6.82300       0.442826E-002  0.831168        20.8455       0.151417                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        70.8264                 NaN   6.78355       0.381096E-002  0.831075        21.3889       0.166280                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        70.3084                 NaN   6.74411       0.319379E-002  0.830982        21.9322       0.181139                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        69.7904                 NaN   6.70467       0.257677E-002  0.830888        22.4754       0.195996                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        69.2726                 NaN   6.66525       0.195988E-002  0.830795        23.0185       0.210848                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        68.7550                 NaN   6.62159       0.132320E-002  0.830692        23.5659       0.225418                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        68.2375                 NaN   6.57795       0.686687E-003  0.830589        24.1133       0.239984                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        67.7204                 NaN   6.53246                 NaN  0.830482        24.6621       0.254527                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        67.2073                 NaN   6.48587                 NaN  0.830373        25.2076       0.268853                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        66.6915                 NaN   6.43263                 NaN  0.830249        25.7627       0.282861                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        66.1758                 NaN   6.37941                 NaN  0.830125        26.3178       0.296865                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        65.6603                 NaN   6.32621                 NaN  0.830001        26.8726       0.310865                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        65.1450                 NaN   6.27301                 NaN  0.829877        27.4273       0.324861                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        64.6297                 NaN   6.21984                 NaN  0.829753        27.9818       0.338853                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        64.1147                 NaN   6.16668                 NaN  0.829629        28.5362       0.352840                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        63.5998                 NaN   6.11354                 NaN  0.829506        29.0903       0.366824                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        63.0850                 NaN   6.06041                 NaN  0.829382        29.6444       0.380803                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        62.5639                 NaN   5.99540                 NaN  0.829230        30.2172       0.394259                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        62.0429                 NaN   5.93042                 NaN  0.829079        30.7899       0.407711                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        61.5221                 NaN   5.86546                 NaN  0.828927        31.3624       0.421158                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        61.0015                 NaN   5.80052                 NaN  0.828776        31.9346       0.434600                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        60.4811                 NaN   5.73561                 NaN  0.828625        32.5066       0.448037                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        59.9609                 NaN   5.67072                 NaN  0.828474        33.0785       0.461469                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        59.4408                 NaN   5.60585                 NaN  0.828322        33.6501       0.474896                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        58.9210                 NaN   5.54101                 NaN  0.828171        34.2215       0.488318                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        58.3949                 NaN   5.46313                 NaN  0.827990        34.8127       0.501261                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        57.8691                 NaN   5.38528                 NaN  0.827808        35.4036       0.514197                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        57.3435                 NaN   5.30747                 NaN  0.827627        35.9943       0.527128                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        56.8182                 NaN   5.22969                 NaN  0.827446        36.5847       0.540054                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        56.2930                 NaN   5.15195                 NaN  0.827264        37.1748       0.552974                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        55.7681                 NaN   5.07424                 NaN  0.827083        37.7647       0.565888                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        55.2434                 NaN   4.99656                 NaN  0.826902        38.3543       0.578796                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        54.7190                 NaN   4.91892                 NaN  0.826721        38.9437       0.591699                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        54.1955                 NaN   4.82830                 NaN  0.826510        39.5455       0.604153                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        53.6723                 NaN   4.73773                 NaN  0.826299        40.1471       0.616600                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        53.1494                 NaN   4.64721                 NaN  0.826088        40.7483       0.629041                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        52.6267                 NaN   4.55673                 NaN  0.825877        41.3492       0.641475                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        52.1043                 NaN   4.46629                 NaN  0.825666        41.9498       0.653904                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        51.5822                 NaN   4.37591                 NaN  0.825455        42.5502       0.666325                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        51.0603                 NaN   4.28557                 NaN  0.825244        43.1502       0.678741                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        50.5387                 NaN   4.19527                 NaN  0.825034        43.7499       0.691150                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        50.0260                 NaN   4.09641                 NaN  0.824803        44.3494       0.703340                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        49.5136                 NaN   3.99760                 NaN  0.824573        44.9487       0.715523                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        49.0015                 NaN   3.89885                 NaN  0.824343        45.5476       0.727700                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        48.4897                 NaN   3.80015                 NaN  0.824113        46.1461       0.739870                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        47.6613                 NaN   3.72515                 NaN  0.823938        46.5710       0.743456       0.475117                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        46.5138                 NaN   3.68242                 NaN  0.823839        46.7934       0.738917        1.44766                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        45.4413                 NaN   3.63721                 NaN  0.823734        47.0151       0.733918        2.34880                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        44.3690                 NaN   3.59202                 NaN  0.823629        47.2367       0.728921        3.24971                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        43.4925                 NaN   3.54129                 NaN  0.823512        47.4519       0.724365        3.96647                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        42.6162                 NaN   3.49058                 NaN  0.823394        47.6670       0.719810        4.68302                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        41.7401                 NaN   3.43988                 NaN  0.823276        47.8821       0.715257        5.39937                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        40.8643                 NaN   3.38919                 NaN  0.823158        48.0971       0.710705        6.11552                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        39.9887                 NaN   3.33852                 NaN  0.823040        48.3121       0.706154        6.83146                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        39.1134                 NaN   3.28787                 NaN  0.822923        48.5270       0.701605        7.54719                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        38.2384                 NaN   3.23722                 NaN  0.822805        48.7418       0.697057        8.26272                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        37.3636                 NaN   3.18660                 NaN  0.822687        48.9566       0.692510        8.97805                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        36.7119                 NaN   3.12634                 NaN  0.822547        49.1739       0.688830        9.47656                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        36.0604                 NaN   3.06610                 NaN  0.822407        49.3911       0.685152        9.97490                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        35.4091                 NaN   3.00589                 NaN  0.822267        49.6082       0.681475        10.4731                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        34.7581                 NaN   2.94569                 NaN  0.822126        49.8253       0.677799        10.9711                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        34.1072                 NaN   2.88551                 NaN  0.821986        50.0422       0.674125        11.4689                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        33.4566                 NaN   2.82536                 NaN  0.821846        50.2591       0.670452        11.9666                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        32.8063                 NaN   2.76523                 NaN  0.821706        50.4760       0.666780        12.4641                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        32.1561                 NaN   2.70511                 NaN  0.821566        50.6927       0.663109        12.9614                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        31.6534                 NaN   2.63416                 NaN  0.821401        50.9243       0.660716        13.3061                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        31.1508                 NaN   2.56324                 NaN  0.821235        51.1558       0.658323        13.6506                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        30.6485                 NaN   2.49234                 NaN  0.821070        51.3872       0.655932        13.9950                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        30.1463                 NaN   2.42147                 NaN  0.820905        51.6185       0.653541        14.3393                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        29.6444                 NaN   2.35064                 NaN  0.820740        51.8497       0.651152        14.6834                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        29.1427                 NaN   2.27983                 NaN  0.820575        52.0808       0.648763        15.0274                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        28.6411                 NaN   2.20904                 NaN  0.820410        52.3118       0.646375        15.3713                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        28.1398                 NaN   2.13829                 NaN  0.820245        52.5427       0.643989        15.7150                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        27.7357                 NaN   2.05579                 NaN  0.820052        52.7980       0.642953        15.9475                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        27.3317                 NaN   1.97332                 NaN  0.819860        53.0532       0.641917        16.1800                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        26.9279                 NaN   1.89089                 NaN  0.819667        53.3082       0.640882        16.4124                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        26.5244                 NaN   1.80850                 NaN  0.819475        53.5632       0.639847        16.6446                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        26.1210                 NaN   1.72615                 NaN  0.819283        53.8180       0.638813        16.8768                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        25.7178                 NaN   1.64383                 NaN  0.819091        54.0727       0.637780        17.1088                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        25.3148                 NaN   1.56156                 NaN  0.818899        54.3273       0.636746        17.3407                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        24.9120                 NaN   1.47932                 NaN  0.818707        54.5817       0.635714        17.5726                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        24.5794                 NaN   1.38318                 NaN  0.818483        54.8700       0.636697        17.7122                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        24.2470                 NaN   1.28709                 NaN  0.818258        55.1581       0.637679        17.8518                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        23.9149                 NaN   1.19105                 NaN  0.818034        55.4461       0.638661        17.9913                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        23.5828                 NaN   1.09507                 NaN  0.817810        55.7339       0.639642        18.1307                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        23.2510                 NaN  0.999138                 NaN  0.817586        56.0216       0.640622        18.2701                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        22.9194                 NaN  0.903258                 NaN  0.817362        56.3091       0.641603        18.4093                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        22.5879                 NaN  0.807431                 NaN  0.817139        56.5964       0.642582        18.5485                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        22.2566                 NaN  0.711657                 NaN  0.816915        56.8836       0.643561        18.6876                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        21.9648                 NaN  0.603963                 NaN  0.816663        57.2024       0.646346        18.7658                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        21.6731                 NaN  0.496336                 NaN  0.816412        57.5211       0.649129        18.8439                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        21.3816                 NaN  0.388774                 NaN  0.816161        57.8396       0.651910        18.9220                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        21.0903                 NaN  0.281279                 NaN  0.815910        58.1578       0.654689        19.0000                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        20.8141                 NaN  0.167705                 NaN  0.815645        58.4923       0.658643        19.0516                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        20.5380                 NaN  0.542055E-001            NaN  0.815380        58.8266       0.662595        19.1032                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        20.2388                 NaN            NaN            NaN  0.815253        58.9936       0.660533        19.2918                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        19.9135                 NaN            NaN            NaN  0.815253        59.0060       0.652573        19.6127                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        19.5924                 NaN            NaN            NaN  0.815254        59.0183       0.644122        19.9299                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        19.2713                 NaN            NaN            NaN  0.815254        59.0306       0.635671        20.2471                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        18.9382                 NaN            NaN            NaN  0.815254        59.0433       0.628593        20.5371       0.375394E-001            NaN            NaN            NaN            NaN
  1474.36        2500.00        18.3922                 NaN            NaN            NaN  0.815254        59.0651       0.634632        20.6216       0.471141                 NaN            NaN            NaN            NaN
  1471.15        2500.00        17.8879                 NaN            NaN            NaN  0.815255        59.0777       0.642560        20.7005       0.876137                 NaN            NaN            NaN            NaN
  1467.95        2500.00        17.3835                 NaN            NaN            NaN  0.815255        59.0903       0.650488        20.7794        1.28113                 NaN            NaN            NaN            NaN
  1464.74        2500.00        16.8791                 NaN            NaN            NaN  0.815255        59.1028       0.658416        20.8583        1.68613                 NaN            NaN            NaN            NaN
  1461.54        2500.00        16.3748                 NaN            NaN            NaN  0.815255        59.1154       0.666344        20.9371        2.09113                 NaN            NaN            NaN            NaN
  1458.33        2500.00        15.9177                 NaN            NaN            NaN  0.815256        59.1179       0.676672        21.0094        2.46304                 NaN            NaN            NaN            NaN
  1455.13        2500.00        15.4606                 NaN            NaN            NaN  0.815256        59.1204       0.687001        21.0817        2.83496                 NaN            NaN            NaN            NaN
  1451.92        2500.00        14.9961                 NaN            NaN            NaN  0.815256        59.1041       0.706037        20.9861       0.222812        3.16961                 NaN            NaN            NaN
  1448.72        2500.00        14.5448                 NaN            NaN            NaN  0.815256        59.0802       0.728102        20.8436        3.48163       0.506443                 NaN            NaN            NaN
  1445.51        2500.00        14.5448                 NaN            NaN            NaN  0.815256        59.0802       0.728102        20.8436        3.48163       0.506443                 NaN            NaN            NaN
  1442.31        2500.00        14.5448                 NaN            NaN            NaN  0.815256        59.0802       0.728102        20.8436        3.48163       0.506443                 NaN            NaN            NaN
  1439.10        2500.00        14.5448                 NaN            NaN            NaN  0.815256        59.0802       0.728102        20.8436        3.48163       0.506443                 NaN            NaN            NaN
  1435.90        2500.00        12.8811                 NaN            NaN            NaN  0.815258        58.9726       0.815128        20.4557        4.64741        1.41288                 NaN            NaN            NaN
  1432.69        2500.00        12.8811                 NaN            NaN            NaN  0.815258        58.9726       0.815128        20.4557        4.64741        1.41288                 NaN            NaN            NaN
  1429.49        2500.00        12.8811                 NaN            NaN            NaN  0.815258        58.9726       0.815128        20.4557        4.64741        1.41288                 NaN            NaN            NaN
  1426.28        2500.00        12.8811                 NaN            NaN            NaN  0.815258        58.9726       0.815128        20.4557        4.64741        1.41288                 NaN            NaN            NaN
  1423.08        2500.00        11.4519                 NaN            NaN            NaN  0.815258        58.8444       0.902309        20.2652        5.66207        2.05879                 NaN            NaN            NaN
  1419.87        2500.00        11.4519                 NaN            NaN            NaN  0.815258        58.8444       0.902309        20.2652        5.66207        2.05879                 NaN            NaN            NaN
  1416.67        2500.00        10.8123                 NaN            NaN            NaN  0.815259        58.7746       0.945942        20.2216        6.11858        2.31175                 NaN            NaN            NaN
  1413.46        2500.00        10.4023                 NaN            NaN            NaN  0.815259        58.8100       0.955554        20.1205        6.24618        2.52228       0.127950                 NaN            NaN
  1410.26        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1407.05        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1403.85        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1400.64        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
  1397.44        2500.00        10.0078                 NaN            NaN            NaN  0.815260        58.8485       0.964035        20.0192        2.72705        6.35860       0.259468                 NaN            NaN
