|6.6.6
Archiving\03_Data\frac/QFM_m1.25/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        98.9641                 NaN            NaN            NaN  0.101653                 NaN  0.934213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9670                 NaN            NaN            NaN  0.944704E-001            NaN  0.938519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9795                 NaN            NaN            NaN  0.954416E-001            NaN  0.925051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9895                 NaN            NaN            NaN  0.918031E-001            NaN  0.918663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0000                 NaN            NaN            NaN  0.912908E-001            NaN  0.908754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0102                 NaN            NaN            NaN  0.893839E-001            NaN  0.900367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0183                 NaN            NaN            NaN  0.846317E-001            NaN  0.897103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0273                 NaN            NaN            NaN  0.829392E-001            NaN  0.889806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9968                 NaN            NaN            NaN  0.640074E-001            NaN  0.736144       0.203013                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7723                 NaN            NaN            NaN  0.214225E-001            NaN            NaN   1.20628                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7643                 NaN            NaN            NaN            NaN            NaN            NaN   1.23566                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7586                 NaN            NaN            NaN            NaN            NaN            NaN   1.24136                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7493                 NaN            NaN            NaN            NaN            NaN            NaN   1.25074                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7287                 NaN            NaN            NaN            NaN            NaN            NaN   1.27132                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7167                 NaN            NaN            NaN  0.490808E-005            NaN            NaN   1.28331                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.6890                 NaN            NaN            NaN            NaN            NaN            NaN   1.31102                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.6680                 NaN            NaN            NaN            NaN            NaN            NaN   1.33204                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.5542                 NaN            NaN            NaN            NaN            NaN            NaN  0.139416        1.30637                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0454                 NaN            NaN            NaN            NaN            NaN            NaN   1.38131       0.573290                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0726                 NaN            NaN            NaN            NaN            NaN            NaN  0.568812        1.35858                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1019                 NaN            NaN            NaN            NaN            NaN            NaN  0.565024        1.33311                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1236                 NaN            NaN            NaN            NaN            NaN            NaN  0.562792        1.31362                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1488                 NaN            NaN            NaN            NaN            NaN            NaN  0.556264        1.29492                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1784                 NaN            NaN            NaN  0.894710E-001            NaN            NaN   1.32438       0.407760                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2037                 NaN            NaN            NaN  0.140690                 NaN            NaN   1.33548       0.320095                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2269                 NaN            NaN            NaN  0.135672                 NaN            NaN   1.31259       0.324808                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2433                 NaN            NaN            NaN  0.132748                 NaN            NaN   1.29616       0.327762                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2698                 NaN            NaN            NaN  0.125302                 NaN            NaN   1.26855       0.336373                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2868                 NaN            NaN            NaN  0.122404                 NaN            NaN   1.25320       0.337599                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3057                 NaN            NaN            NaN  0.118103                 NaN            NaN  0.341361        1.23482                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3230                 NaN            NaN            NaN  0.114106                 NaN            NaN  0.342113        1.22075                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3404                 NaN            NaN            NaN  0.110051                 NaN            NaN  0.350960        1.19855                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3588                 NaN            NaN            NaN  0.105868                 NaN            NaN  0.354093        1.18129                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3754                 NaN            NaN            NaN  0.101866                 NaN            NaN   1.16531       0.357378                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3790                 NaN            NaN            NaN  0.998267E-001            NaN            NaN  0.358780        1.16241                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.2888                 NaN            NaN            NaN  0.177575                 NaN            NaN   1.28347       0.250163                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5381                 NaN            NaN            NaN  0.640733E-002            NaN            NaN  0.969036       0.486414                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4327                 NaN            NaN            NaN  0.878216E-001            NaN            NaN  0.368359        1.11109                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4450                 NaN            NaN            NaN  0.844525E-001            NaN            NaN  0.371964        1.09858                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4578                 NaN            NaN            NaN  0.810937E-001            NaN            NaN  0.374679        1.08640                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4694                 NaN            NaN            NaN  0.778663E-001            NaN            NaN  0.377391        1.07533                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4780                 NaN            NaN            NaN  0.748896E-001            NaN            NaN  0.379773        1.06738                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4925                 NaN            NaN            NaN  0.712220E-001            NaN            NaN   1.05355       0.382710                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4975                 NaN            NaN            NaN  0.667128E-001  0.242863E-002            NaN  0.394372        1.03902                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5117                 NaN            NaN            NaN  0.656803E-001            NaN            NaN  0.385336        1.03728                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5172                 NaN            NaN            NaN  0.623082E-001            NaN            NaN  0.389801        1.03067                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5261                 NaN            NaN            NaN  0.590604E-001            NaN            NaN   1.02221       0.392661                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5305                 NaN            NaN            NaN  0.565144E-001            NaN            NaN  0.395172        1.01780                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.4195                 NaN            NaN            NaN  0.896779E-001            NaN            NaN   1.02510       0.403372                 NaN  0.623660E-001            NaN            NaN            NaN
  1413.53        2500.00        96.6159                 NaN            NaN            NaN  0.653353                 NaN            NaN   1.25677       0.471391                 NaN   1.00256                 NaN            NaN            NaN
  1411.03        2500.00        96.7007                 NaN            NaN            NaN  0.651507                 NaN            NaN  0.432747        1.23737                 NaN  0.977679                 NaN            NaN            NaN
  1408.52        2500.00        96.7691                 NaN            NaN            NaN  0.654722                 NaN            NaN   1.22271       0.395665                 NaN  0.957775                 NaN            NaN            NaN
  1406.02        2500.00        96.8284                 NaN            NaN            NaN  0.658118                 NaN            NaN   1.21327       0.360778                 NaN  0.939428                 NaN            NaN            NaN
  1403.51        2500.00        96.9007                 NaN            NaN            NaN  0.657729                 NaN            NaN   1.19694       0.326753                 NaN  0.917852                 NaN            NaN            NaN
  1401.00        2500.00        96.9637                 NaN            NaN            NaN  0.659514                 NaN            NaN   1.18464       0.292725                 NaN  0.899455                 NaN            NaN            NaN
  1398.50        2500.00        97.0238                 NaN            NaN            NaN  0.660915                 NaN            NaN   1.17248       0.261516                 NaN  0.881334                 NaN            NaN            NaN
  1395.99        2500.00        97.0788                 NaN            NaN            NaN  0.662209                 NaN            NaN   1.16357       0.231011                 NaN  0.864371                 NaN            NaN            NaN
  1393.48        2500.00        97.1341                 NaN            NaN            NaN  0.662900                 NaN            NaN   1.15378       0.201472                 NaN  0.847745                 NaN            NaN            NaN
  1390.98        2500.00        97.1877                 NaN            NaN            NaN  0.663276                 NaN            NaN   1.14411       0.173716                 NaN  0.831227                 NaN            NaN            NaN
  1388.47        2500.00        97.2367                 NaN            NaN            NaN  0.663718                 NaN            NaN  0.147087        1.13666                 NaN  0.815852                 NaN            NaN            NaN
  1385.96        2500.00        97.2795                 NaN            NaN            NaN  0.665516                 NaN            NaN  0.123071        1.12956                 NaN  0.802386                 NaN            NaN            NaN
  1383.46        2500.00        97.3376                 NaN            NaN            NaN  0.661565                 NaN            NaN  0.989000E-001   1.11756                 NaN  0.784349                 NaN            NaN            NaN
  1380.95        2500.00        97.3815                 NaN            NaN            NaN  0.661397                 NaN            NaN  0.746029E-001   1.11166                 NaN  0.770874                 NaN            NaN            NaN
  1378.45        2500.00        97.4226                 NaN            NaN            NaN  0.660437                 NaN            NaN  0.530873E-001   1.10655                 NaN  0.757293                 NaN            NaN            NaN
  1375.94        2500.00        97.4664                 NaN            NaN            NaN  0.658660                 NaN            NaN  0.314088E-001   1.09981                 NaN  0.743772                 NaN            NaN            NaN
  1373.43        2500.00        97.5089                 NaN            NaN            NaN  0.657085                 NaN            NaN  0.122596E-001   1.09160                 NaN  0.730203                 NaN            NaN            NaN
  1370.93        2500.00        97.5487                 NaN            NaN            NaN  0.650295                 NaN            NaN   1.08483                 NaN            NaN  0.716122                 NaN            NaN            NaN
  1368.42        2500.00        97.5821                 NaN            NaN            NaN  0.647949                 NaN            NaN   1.06523                 NaN            NaN  0.704766                 NaN            NaN            NaN
  1365.91        2500.00        97.6129                 NaN            NaN            NaN  0.636301                 NaN            NaN   1.05664                 NaN            NaN  0.694196                 NaN            NaN            NaN
  1363.41        2500.00        97.6572                 NaN            NaN            NaN  0.620082                 NaN            NaN   1.04630                 NaN            NaN  0.676428                 NaN            NaN            NaN
  1360.90        2500.00        97.6838                 NaN            NaN            NaN  0.612723                 NaN            NaN   1.03662                 NaN            NaN  0.666876                 NaN            NaN            NaN
  1358.40        2500.00        97.7184                 NaN            NaN            NaN  0.607742                 NaN            NaN   1.01879                 NaN            NaN  0.655057                 NaN            NaN            NaN
  1355.89        2500.00        97.7481                 NaN            NaN            NaN  0.597952                 NaN            NaN   1.01016                 NaN            NaN  0.643800                 NaN            NaN            NaN
  1353.38        2500.00        97.7823                 NaN            NaN            NaN  0.590212                 NaN            NaN  0.995291                 NaN            NaN  0.632234                 NaN            NaN            NaN
  1350.88        2500.00        97.8040                 NaN            NaN            NaN  0.598634                 NaN            NaN  0.971850                 NaN            NaN  0.625494                 NaN            NaN            NaN
  1348.37        2500.00        97.8455                 NaN            NaN            NaN  0.566766                 NaN            NaN  0.979695                 NaN            NaN  0.608038                 NaN            NaN            NaN
  1345.86        2500.00        97.8622                 NaN            NaN            NaN  0.572321                 NaN            NaN  0.962537                 NaN            NaN  0.602952                 NaN            NaN            NaN
  1343.36        2500.00        97.5576                 NaN            NaN            NaN  0.424398       0.208324                 NaN   1.17137                 NaN            NaN  0.638301                 NaN            NaN            NaN
  1340.85        2500.00        97.4872                 NaN            NaN            NaN  0.371085       0.273606                 NaN   1.22580                 NaN            NaN  0.642337                 NaN            NaN            NaN
  1338.35        2500.00        97.5320                 NaN            NaN            NaN  0.358499       0.269847                 NaN   1.21017                 NaN            NaN  0.629478                 NaN            NaN            NaN
  1335.84        2500.00        97.5834                 NaN            NaN            NaN  0.352133       0.263482                 NaN   1.18455                 NaN            NaN  0.616398                 NaN            NaN            NaN
  1333.33        2500.00        97.6324                 NaN            NaN            NaN  0.340273       0.256734                 NaN   1.16722                 NaN            NaN  0.603363                 NaN            NaN            NaN
  1330.83        2500.00        97.6833                 NaN            NaN            NaN  0.336168       0.249460                 NaN   1.14014                 NaN            NaN  0.590902                 NaN            NaN            NaN
  1328.32        2500.00        97.7323                 NaN            NaN            NaN  0.325118       0.242415                 NaN   1.12209                 NaN            NaN  0.578072                 NaN            NaN            NaN
  1325.81        2500.00        97.7801                 NaN            NaN            NaN  0.319458       0.235512                 NaN   1.09877                 NaN            NaN  0.566166                 NaN            NaN            NaN
  1323.31        2500.00        97.8268                 NaN            NaN            NaN  0.311025       0.228245                 NaN   1.07969                 NaN            NaN  0.554269                 NaN            NaN            NaN
  1320.80        2500.00        97.8729                 NaN            NaN            NaN  0.305326       0.221217                 NaN   1.05771                 NaN            NaN  0.542856                 NaN            NaN            NaN
  1318.30        2500.00        97.9183                 NaN            NaN            NaN  0.296101       0.213940                 NaN   1.04032                 NaN            NaN  0.531319                 NaN            NaN            NaN
  1315.79        2500.00        97.9624                 NaN            NaN            NaN  0.289163       0.207265                 NaN   1.02088                 NaN            NaN  0.520246                 NaN            NaN            NaN
  1313.28        2500.00        98.0053                 NaN            NaN            NaN  0.280836       0.200357                 NaN   1.00405                 NaN            NaN  0.509448                 NaN            NaN            NaN
  1310.78        2500.00        98.0472                 NaN            NaN            NaN  0.275338       0.193863                 NaN  0.984487                 NaN            NaN  0.499079                 NaN            NaN            NaN
  1308.27        2500.00        98.0871                 NaN            NaN            NaN  0.266622       0.187290                 NaN  0.970118                 NaN            NaN  0.488834                 NaN            NaN            NaN
  1305.76        2500.00        98.1270                 NaN            NaN            NaN  0.257439       0.181030                 NaN  0.955641                 NaN            NaN  0.478908                 NaN            NaN            NaN
  1303.26        2500.00        98.1655                 NaN            NaN            NaN  0.248113       0.174897                 NaN  0.942639                 NaN            NaN  0.468827                 NaN            NaN            NaN
  1300.75        2500.00        98.2031                 NaN            NaN            NaN  0.242938       0.168947                 NaN  0.925400                 NaN            NaN  0.459652                 NaN            NaN            NaN
  1298.25        2500.00        98.2398                 NaN            NaN            NaN  0.234657       0.163018                 NaN  0.912101                 NaN            NaN  0.450426                 NaN            NaN            NaN
  1295.74        2500.00        98.2733                 NaN            NaN            NaN  0.224103       0.156960                 NaN  0.903997                 NaN            NaN  0.441641                 NaN            NaN            NaN
  1293.23        2500.00        80.0301                 NaN            NaN            NaN  0.907016        1.29362                 NaN   5.19416                 NaN            NaN   2.72808        9.84701                 NaN            NaN
  1290.73        2500.00        69.9469                 NaN            NaN            NaN  0.746978        1.79791                 NaN   7.42806       0.924480                 NaN   3.96827        15.1874                 NaN            NaN
  1288.22        2500.00        75.7799                 NaN            NaN            NaN  0.238666        1.36873                 NaN   7.37224                 NaN            NaN   3.21998        12.0205                 NaN            NaN
  1285.71        2500.00        79.6754                 NaN            NaN            NaN  0.245343E-001   1.09505                 NaN   6.54193                 NaN            NaN   2.71968        9.94342                 NaN            NaN
  1283.21        2500.00        82.4829                 NaN            NaN            NaN            NaN  0.897745                 NaN   5.78470                 NaN            NaN   2.36568        8.46896                 NaN            NaN
  1280.70        2500.00        84.6282                 NaN            NaN            NaN            NaN  0.755775                 NaN   5.16764                 NaN            NaN   2.09262        7.35582                 NaN            NaN
  1278.20        2500.00        86.2903                 NaN            NaN            NaN            NaN  0.606732                 NaN   4.70148                 NaN            NaN   1.87885        6.49977       0.229082E-001            NaN
  1275.69        2500.00        86.6492                 NaN            NaN            NaN            NaN  0.208673E-001            NaN   2.31338        2.59090                 NaN   1.79515        6.27480       0.355728                 NaN
  1273.18        2500.00        87.8669                 NaN            NaN            NaN  0.195480E-001            NaN            NaN   4.51372                 NaN            NaN   1.68512        5.62669       0.287997                 NaN
  1270.68        2500.00        88.1038                 NaN            NaN            NaN  0.288718E-004  0.152739                 NaN  0.835108        3.43063                 NaN   1.65138        5.59235       0.233996                 NaN
  1268.17        2500.00        90.3173                 NaN            NaN            NaN            NaN            NaN            NaN   3.76011                 NaN            NaN   1.31382        4.38383       0.224922                 NaN
  1265.66        2500.00        76.0256                 NaN            NaN            NaN            NaN            NaN            NaN  0.991573E-001   4.34331        3.72350        3.47830        11.6677       0.662399                 NaN
  1263.16        2500.00        98.7000                 NaN            NaN            NaN  0.835172E-001            NaN            NaN  0.796027                 NaN            NaN  0.122618       0.297864                 NaN            NaN
  1260.65        2500.00        19.2231        80.1277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196075       0.443385       0.970230E-002            NaN
  1258.15        2500.00        90.6540                 NaN            NaN            NaN            NaN            NaN            NaN   4.13925       0.869352                 NaN   1.17186        3.05206       0.113513                 NaN
  1255.64        2500.00        93.3056                 NaN            NaN            NaN            NaN            NaN            NaN   2.66256                 NaN            NaN  0.925912        2.97502       0.130924                 NaN
  1253.13        2500.00        95.0878                 NaN            NaN            NaN            NaN            NaN            NaN  0.702452        1.01774                 NaN  0.607560        2.45900       0.125424                 NaN
  1250.63        2500.00        92.2168                 NaN            NaN            NaN            NaN            NaN            NaN   2.78723                 NaN            NaN   1.11543        3.72287       0.157621                 NaN
  1248.12        2500.00        86.4874                 NaN            NaN            NaN  0.145304E-001            NaN            NaN   4.87025       0.274149       0.145375E-005   1.90244        6.13719       0.314061                 NaN
  1245.61        2500.00        99.4907                 NaN            NaN            NaN  0.151798                 NaN            NaN            NaN            NaN            NaN            NaN  0.252390       0.312489E-002  0.101971     
  1243.11        2500.00        99.7286                 NaN            NaN            NaN  0.215634E-001            NaN            NaN  0.107513                 NaN            NaN  0.447748E-003  0.135452       0.637589E-002            NaN
  1240.60        2500.00        99.5547                 NaN            NaN            NaN            NaN            NaN            NaN  0.860046E-001  0.115627       0.355968E-005  0.267475E-001  0.207647       0.922187E-002            NaN
  1238.10        2500.00        97.5956                 NaN            NaN            NaN            NaN            NaN            NaN  0.543040       0.208868                 NaN  0.469344        1.10869       0.745092E-001            NaN
  1235.59        2500.00        90.7833                 NaN            NaN            NaN            NaN            NaN            NaN   2.06732        1.10176                 NaN   1.26512        4.55062       0.231905                 NaN
  1233.08        2500.00        88.6981                 NaN            NaN            NaN            NaN            NaN            NaN  0.639465        1.99836       0.149262E-005   1.18128        4.56719       0.972879E-001   2.81830     
  1230.58        2500.00        83.6202                 NaN            NaN            NaN            NaN            NaN            NaN  0.699140        2.81375                 NaN   1.59942        6.44399       0.174706        4.64883     
  1228.07        2500.00        71.4069                 NaN            NaN            NaN            NaN            NaN            NaN  0.190183        5.46443                 NaN   2.72594        11.6133       0.299563        8.29968     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.259044        16.8147                 NaN   8.83543        42.8542        1.07228        30.1644     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50986        14.5119                 NaN   8.90891        42.8344        1.08072        30.1543     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59347        14.4285                 NaN   8.91958        42.8252        1.07944        30.1538     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67308        14.3492                 NaN   8.92943        42.8167        1.07825        30.1533     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.64856        6.60223        7.78397        8.94209        42.7956        1.07285        30.1547     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.82025        14.2027                 NaN   8.94689        42.8014        1.07611        30.1526     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.88821        14.1351                 NaN   8.95463        42.7945        1.07515        30.1524     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.86964        7.53965        6.62477        8.96483        42.7769        1.07060        30.1536     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93507        7.81720        6.28169        8.97129        42.7714        1.06995        30.1534     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.99700        14.0368                 NaN   8.97726        42.7663        1.06935        30.1532     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.05478        13.9790                 NaN   8.98279        42.7616        1.06880        30.1531     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.10892        13.9248                 NaN   8.98790        42.7571        1.06828        30.1529     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15951        13.8743                 NaN   8.99263        42.7529        1.06781        30.1529     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.12992        13.9053                 NaN   8.99638        42.7484        1.06703        30.1530     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03804        13.9999                 NaN   8.99967        42.7432        1.06594        30.1532     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95000        14.0907                 NaN   9.00314        42.7379        1.06483        30.1535     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.86724        14.1762                 NaN   9.00678        42.7324        1.06369        30.1537     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.79042        14.2558                 NaN   9.01058        42.7268        1.06253        30.1539     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72130        14.3276                 NaN   9.01452        42.7210        1.06137        30.1542     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.66111        14.3904                 NaN   9.01858        42.7153        1.06021        30.1544     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60333        14.4622                 NaN   9.06491        42.6654        1.05046        30.1537     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55975        14.5077                 NaN   9.06859        42.6605        1.04953        30.1539     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53037        14.5389                 NaN   9.07237        42.6556        1.04865        30.1541     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.51339        14.5574                 NaN   9.07620        42.6508        1.04783        30.1543     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.51409        14.5579                 NaN   9.08004        42.6463        1.04710        30.1545     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52563        14.5473                 NaN   9.08380        42.6420        1.04647        30.1547     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.44192        9.48025        6.15259        9.09948        42.6304        1.04380        30.1515     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1355                 NaN            NaN   9.08995        42.5882        1.02794        30.1584     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1387                 NaN            NaN   9.09978        42.5774        1.02584        30.1582     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1285       0.217944E-001            NaN   9.11369        42.5563        1.02060        30.1591     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1519                 NaN            NaN   9.12149        42.5484        1.01928        30.1589     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1509                 NaN            NaN   9.13028        42.5423        1.01854        30.1580     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1173       0.438379E-001            NaN   9.14097        42.5246        1.01410        30.1592     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8941       0.267897                 NaN   9.14653        42.5183        1.01337        30.1599     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6962       0.466715                 NaN   9.15217        42.5118        1.01260        30.1605     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5187       0.645265                 NaN   9.15785        42.5052        1.01179        30.1612     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3584       0.806673                 NaN   9.16360        42.4985        1.01096        30.1619     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0016        3.07220                 NaN   9.13429        42.5928        1.04132        30.1578     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08492        13.9886                 NaN   9.13518        42.5917        1.04139        30.1581     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9806        3.09280                 NaN   9.13598        42.5907        1.04147        30.1585     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9766        3.09658                 NaN   9.13671        42.5897        1.04154        30.1588     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8954        3.18818                 NaN   9.16290        42.5577        1.03563        30.1602     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9074        3.17636                 NaN   9.16383        42.5563        1.03557        30.1606     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9203        3.16367                 NaN   9.16470        42.5548        1.03552        30.1609     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9340        3.15025                 NaN   9.16553        42.5534        1.03547        30.1613     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.11086        13.9751                 NaN   9.16721        42.5501        1.03492        30.1618     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3956        2.69994                 NaN   9.18085        42.5277        1.03104        30.1649     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4018        2.69612                 NaN   9.18358        42.5233        1.03009        30.1652     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4072        2.69329                 NaN   9.18674        42.5182        1.02902        30.1655     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4119        2.69167                 NaN   9.19042        42.5124        1.02779        30.1659     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4763        2.64031                 NaN   9.19869        42.4945        1.02281        30.1674     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5081        2.61632                 NaN   9.20643        42.4811        1.01972        30.1683     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.26078        14.9351                 NaN   9.26025        42.3754       0.993778        30.1747     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9342        2.26293                 NaN   9.26914        42.3666       0.992149        30.1750     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0476        3.06626                 NaN   9.21810        42.4769        1.02164        30.1696     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0476        3.06626                 NaN   9.21810        42.4769        1.02164        30.1696     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1418        2.97373                 NaN   9.22058        42.4710        1.02144        30.1714     
