|6.6.6
Archiving\03_Data\frac/QFM_m1.25/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4384        2.29167                 NaN   9.12178        45.5270       0.588711        32.0324     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4379        2.29157                 NaN   9.12177        45.5261       0.588691        32.0340     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4374        2.29147                 NaN   9.12176        45.5252       0.588672        32.0355     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6181        2.19980                 NaN   9.20967        45.3550       0.568509        32.0489     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.05643        10.7701                 NaN   9.21730        45.3394       0.566162        32.0506     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09060        10.7381                 NaN   9.22322        45.3295       0.565464        32.0532     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.13308        10.6963                 NaN   9.22678        45.3234       0.565219        32.0552     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6757        2.15810                 NaN   9.23514        45.3089       0.563931        32.0582     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17857        10.6582                 NaN   9.24097        45.2984       0.562994        32.0609     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6404        2.19989                 NaN   9.24906        45.2850       0.562126        32.0635     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6096        2.23339                 NaN   9.25508        45.2745       0.561227        32.0662     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.25635        10.5897                 NaN   9.26078        45.2642       0.560427        32.0686     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5699        2.27876                 NaN   9.26754        45.2527       0.559687        32.0714     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98479        2.77646                 NaN   9.16998        45.4056       0.585224        32.0780     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98432        2.77634                 NaN   9.16997        45.4046       0.585205        32.0795     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98385        2.77622                 NaN   9.16996        45.4037       0.585186        32.0811     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93399        2.82822                 NaN   9.17675        45.3929       0.584458        32.0836     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.61077        3.13755                 NaN   9.17733        45.3991       0.588700        32.0866     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.61032        3.13742                 NaN   9.17732        45.3982       0.588681        32.0881     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60986        3.13729                 NaN   9.17731        45.3972       0.588662        32.0896     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60941        3.13716                 NaN   9.17730        45.3963       0.588643        32.0912     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60896        3.13703                 NaN   9.17729        45.3954       0.588624        32.0927     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60851        3.13690                 NaN   9.17728        45.3945       0.588605        32.0942     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60806        3.13676                 NaN   9.17728        45.3935       0.588586        32.0958     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60761        3.13663                 NaN   9.17727        45.3926       0.588568        32.0973     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60716        3.13650                 NaN   9.17726        45.3917       0.588549        32.0988     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.64903        3.09992                 NaN   9.18202        45.3772       0.588060        32.1038     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2751        2.62197                 NaN   9.35944        45.0830       0.547023        32.1135     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.88876        2.92528                 NaN   9.27538        45.2314       0.568914        32.1103     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87698        2.93724                 NaN   9.27702        45.2280       0.568704        32.1121     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1958        2.70477                 NaN   9.37457        45.0571       0.545681        32.1221     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.89349        2.92856                 NaN   9.28637        45.2049       0.567455        32.1192     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.88298        2.94164                 NaN   9.28942        45.1972       0.566919        32.1218     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87380        2.94840                 NaN   9.28968        45.1984       0.567019        32.1227     
