|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          20
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           trd            San(TH)        q              ilm           
  1614.04        500.000        99.3795                 NaN  0.612800                 NaN            NaN  0.774142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3803                 NaN  0.611940                 NaN            NaN  0.772468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3806                 NaN  0.611660                 NaN            NaN  0.772589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3437                 NaN  0.648076                 NaN            NaN  0.817819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4294                 NaN  0.563515                 NaN            NaN  0.709640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3914                 NaN  0.601048                 NaN            NaN  0.757059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3923                 NaN  0.600136                 NaN            NaN  0.756115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3936                 NaN  0.598820                 NaN            NaN  0.753285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3973                 NaN  0.595201                 NaN            NaN  0.749653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3972                 NaN  0.595361                 NaN            NaN  0.748735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4052                 NaN  0.587421                 NaN            NaN  0.740480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4086                 NaN  0.584043                 NaN            NaN  0.736256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4085                 NaN  0.584174                 NaN            NaN  0.737388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4159                 NaN  0.576839                 NaN            NaN  0.728742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4175                 NaN  0.575236                 NaN            NaN  0.727954E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4195                 NaN  0.573185                 NaN            NaN  0.726785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4261                 NaN  0.566726                 NaN            NaN  0.720378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4309                 NaN  0.561966                 NaN            NaN  0.712769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4329                 NaN  0.559970                 NaN            NaN  0.711068E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4174                 NaN  0.538982                 NaN            NaN  0.658399E-002            NaN  0.369902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8629                 NaN  0.912909E-001            NaN            NaN            NaN            NaN   1.04582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8820                 NaN  0.886407E-001            NaN            NaN            NaN            NaN   1.02940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9009                 NaN  0.880063E-001            NaN            NaN            NaN            NaN   1.01110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9188                 NaN  0.842190E-001            NaN            NaN            NaN            NaN  0.997023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9345                 NaN  0.837050E-001            NaN            NaN            NaN            NaN  0.981830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9450                 NaN  0.735230E-001            NaN            NaN            NaN            NaN  0.981475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9708                 NaN  0.774539E-001            NaN            NaN            NaN            NaN  0.951789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9829                 NaN  0.741381E-001            NaN            NaN            NaN            NaN  0.942958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9942                 NaN  0.702726E-001            NaN            NaN            NaN            NaN  0.935514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0136                 NaN  0.682647E-001            NaN            NaN            NaN            NaN  0.918146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0258                 NaN  0.686116E-001            NaN            NaN            NaN            NaN  0.905600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0404                 NaN  0.644164E-001            NaN            NaN            NaN            NaN  0.895220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0537                 NaN  0.626356E-001            NaN            NaN            NaN            NaN  0.883692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0664                 NaN  0.606125E-001            NaN            NaN            NaN            NaN  0.873010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0790                 NaN  0.575872E-001            NaN            NaN            NaN            NaN  0.863369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0910                 NaN  0.554916E-001            NaN            NaN            NaN            NaN  0.853538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1002                 NaN  0.512003E-001            NaN            NaN            NaN            NaN  0.848586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1153                 NaN  0.499441E-001            NaN            NaN            NaN            NaN  0.834753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1266                 NaN  0.487843E-001            NaN            NaN            NaN            NaN  0.824590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1359                 NaN  0.461624E-001            NaN            NaN            NaN            NaN  0.817945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1505                 NaN  0.465362E-001            NaN            NaN            NaN            NaN  0.802955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1574                 NaN  0.433082E-001            NaN            NaN            NaN            NaN  0.799340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1710                 NaN  0.396079E-001            NaN            NaN            NaN            NaN  0.789438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9388                 NaN  0.420798E-001            NaN            NaN            NaN            NaN   1.01909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4249                 NaN  0.279195E-001            NaN            NaN            NaN            NaN  0.547131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1987                 NaN  0.344167E-001            NaN            NaN            NaN            NaN  0.766833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2039                 NaN  0.296959E-001            NaN            NaN            NaN            NaN  0.766355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2165                 NaN  0.278666E-001            NaN            NaN            NaN            NaN  0.755652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2248                 NaN  0.279711E-001            NaN            NaN            NaN            NaN  0.747212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2357                 NaN  0.306645E-001            NaN            NaN            NaN            NaN  0.733617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2400                 NaN  0.198948E-001            NaN            NaN            NaN            NaN  0.740068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2487                 NaN  0.204849E-001            NaN            NaN            NaN            NaN  0.730836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2596                 NaN  0.215566E-001            NaN            NaN            NaN            NaN  0.718826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2645                 NaN  0.221623E-001            NaN            NaN            NaN            NaN  0.713358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2743                 NaN  0.124363E-001            NaN            NaN            NaN            NaN  0.713236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2770                 NaN  0.106073E-001            NaN            NaN            NaN            NaN  0.712443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2859                 NaN  0.112769E-001            NaN            NaN            NaN            NaN  0.702801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2895                 NaN  0.430804E-002            NaN            NaN            NaN            NaN  0.706162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2979                 NaN  0.554824E-002            NaN            NaN            NaN            NaN  0.696561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0345                 NaN  0.315902E-001            NaN            NaN            NaN            NaN  0.933898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.5978                 NaN  0.120522E-002            NaN            NaN            NaN            NaN  0.400952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.3217                 NaN  0.289531E-001            NaN            NaN            NaN            NaN  0.649312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3227                 NaN            NaN            NaN            NaN            NaN            NaN  0.677342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.3336                 NaN  0.243541E-001            NaN            NaN            NaN            NaN  0.642079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.3345                 NaN            NaN            NaN            NaN            NaN            NaN  0.665487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.3406                 NaN            NaN            NaN            NaN            NaN            NaN  0.659438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.3456                 NaN            NaN            NaN            NaN            NaN            NaN  0.654399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.3530                 NaN            NaN            NaN            NaN            NaN            NaN  0.646974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.3574                 NaN            NaN            NaN            NaN            NaN            NaN  0.642579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.3610                 NaN            NaN            NaN            NaN            NaN            NaN  0.638994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.3680                 NaN            NaN            NaN            NaN            NaN            NaN  0.632007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.3705                 NaN            NaN            NaN            NaN            NaN            NaN  0.629512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.3746                 NaN            NaN            NaN            NaN            NaN            NaN  0.625441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.3801                 NaN            NaN            NaN            NaN            NaN            NaN  0.619948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.3850                 NaN            NaN            NaN            NaN            NaN            NaN  0.615047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.3885                 NaN            NaN            NaN            NaN            NaN            NaN  0.611525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        99.3921                 NaN            NaN            NaN            NaN            NaN            NaN  0.607949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.3953                 NaN            NaN            NaN            NaN            NaN            NaN  0.604698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        99.2980                 NaN            NaN            NaN            NaN            NaN            NaN  0.114533       0.587516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        99.2032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.796845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        99.1012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.704327       0.194496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.8354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.768716       0.395903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.8492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.759578       0.391181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.8634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.750020       0.386571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.8765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.383058       0.740419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.8896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.379046       0.731343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.9013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.375038       0.723641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.9137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.714780       0.371565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.48        500.000        98.9252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.367951       0.706864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.98        500.000        98.9364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.699059       0.364513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.47        500.000        98.9478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.360754       0.691490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.96        500.000        98.9587                 NaN            NaN            NaN            NaN            NaN            NaN  0.108219E-001  0.685715       0.344723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.46        500.000        98.2545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.685409       0.680472                 NaN            NaN  0.379635                 NaN            NaN            NaN            NaN            NaN
  1380.95        500.000        97.5316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.677514        1.01512                 NaN            NaN  0.775799                 NaN            NaN            NaN            NaN            NaN
  1378.45        500.000        97.5895                 NaN  0.100862E-005            NaN            NaN            NaN            NaN            NaN  0.661008       0.992780                 NaN            NaN  0.756676                 NaN            NaN            NaN            NaN            NaN
  1375.94        500.000        97.6467                 NaN  0.310988                 NaN            NaN            NaN            NaN            NaN  0.486152       0.762180                 NaN            NaN  0.794017                 NaN            NaN            NaN            NaN            NaN
  1373.43        500.000        97.7057                 NaN  0.344550                 NaN            NaN            NaN            NaN            NaN  0.407918       0.760960                 NaN            NaN  0.780829                 NaN            NaN            NaN            NaN            NaN
  1370.93        500.000        89.1273                 NaN  0.682736        1.11683                 NaN            NaN            NaN            NaN  0.230635        1.89029        2.15309       0.844110        3.60955      -0.869899E-016  0.345461                 NaN            NaN            NaN
  1368.42        500.000       100.0000                 NaN  0.855120E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.91        500.000       100.0000       0.332718E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.480661E-005  0.150114E-004            NaN            NaN  0.145657E-004            NaN            NaN            NaN            NaN            NaN
  1363.41        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.90        500.000       100.0000                 NaN  0.163189E-005            NaN            NaN            NaN            NaN  0.237159E-005  0.268337E-005            NaN            NaN            NaN  0.398307E-005            NaN            NaN            NaN            NaN            NaN
  1358.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.89        500.000        94.3291                 NaN  0.999531                 NaN            NaN            NaN            NaN            NaN  0.781574        1.94519                 NaN            NaN   1.94458                 NaN            NaN            NaN            NaN            NaN
  1353.38        500.000        98.2161                 NaN  0.345367                 NaN            NaN            NaN            NaN            NaN  0.630093       0.191960                 NaN            NaN  0.616480                 NaN            NaN            NaN            NaN            NaN
  1350.88        500.000        98.0840                 NaN  0.383049                 NaN            NaN            NaN            NaN            NaN  0.682640       0.186661                 NaN            NaN  0.663687                 NaN            NaN            NaN            NaN            NaN
  1348.37        500.000        98.2106                 NaN  0.372894                 NaN            NaN            NaN            NaN            NaN  0.643942       0.150362                 NaN            NaN  0.622241                 NaN            NaN            NaN            NaN            NaN
  1345.86        500.000        98.2457                 NaN  0.368157                 NaN            NaN            NaN            NaN            NaN  0.140727       0.635876                 NaN            NaN  0.609551                 NaN            NaN            NaN            NaN            NaN
  1343.36        500.000        98.3041                 NaN  0.369591                 NaN            NaN            NaN            NaN            NaN  0.113857       0.622372                 NaN            NaN  0.590106                 NaN            NaN            NaN            NaN            NaN
  1340.85        500.000        98.3279                 NaN  0.372674                 NaN            NaN            NaN            NaN            NaN  0.985409E-001  0.617775                 NaN            NaN  0.583153                 NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        98.3654                 NaN  0.373823                 NaN            NaN            NaN            NaN            NaN  0.608972       0.806750E-001            NaN            NaN  0.571097                 NaN            NaN            NaN            NaN            NaN
  1335.84        500.000        98.3999                 NaN  0.373658                 NaN            NaN            NaN            NaN            NaN  0.600860       0.659700E-001            NaN            NaN  0.559568                 NaN            NaN            NaN            NaN            NaN
  1333.33        500.000        98.4341                 NaN  0.373989                 NaN            NaN            NaN            NaN            NaN  0.593201       0.503653E-001            NaN            NaN  0.548352                 NaN            NaN            NaN            NaN            NaN
  1330.83        500.000        98.4680                 NaN  0.373608                 NaN            NaN            NaN            NaN            NaN  0.584494       0.367990E-001            NaN            NaN  0.537101                 NaN            NaN            NaN            NaN            NaN
  1328.32        500.000        98.4998                 NaN  0.372666                 NaN            NaN            NaN            NaN            NaN  0.576721       0.244302E-001            NaN            NaN  0.526340                 NaN            NaN            NaN            NaN            NaN
  1325.81        500.000        98.5316                 NaN  0.371345                 NaN            NaN            NaN            NaN            NaN  0.124768E-001  0.568913                 NaN            NaN  0.515642                 NaN            NaN            NaN            NaN            NaN
  1323.31        500.000        98.5615                 NaN  0.369167                 NaN            NaN            NaN            NaN            NaN  0.326869E-002  0.560745                 NaN            NaN  0.505308                 NaN            NaN            NaN            NaN            NaN
  1320.80        500.000        98.5899                 NaN  0.364537                 NaN            NaN            NaN            NaN            NaN  0.550485                 NaN            NaN            NaN  0.495075                 NaN            NaN            NaN            NaN            NaN
  1318.30        500.000        98.5195                 NaN  0.171911                 NaN            NaN            NaN            NaN            NaN  0.401310       0.422945                 NaN            NaN  0.484359                 NaN            NaN            NaN            NaN            NaN
  1315.79        500.000        98.6550                 NaN  0.349987                 NaN            NaN            NaN            NaN            NaN  0.525153                 NaN            NaN            NaN  0.469892                 NaN            NaN            NaN            NaN            NaN
  1313.28        500.000        98.6683                 NaN  0.347137                 NaN            NaN            NaN            NaN            NaN  0.518810                 NaN            NaN            NaN  0.465709                 NaN            NaN            NaN            NaN            NaN
  1310.78        500.000        98.6934                 NaN  0.341518                 NaN            NaN            NaN            NaN            NaN  0.508760                 NaN            NaN            NaN  0.456317                 NaN            NaN            NaN            NaN            NaN
  1308.27        500.000        98.7170                 NaN  0.336014                 NaN            NaN            NaN            NaN            NaN  0.499566                 NaN            NaN            NaN  0.447378                 NaN            NaN            NaN            NaN            NaN
  1305.76        500.000        98.7403                 NaN  0.327453                 NaN            NaN            NaN            NaN            NaN  0.493770                 NaN            NaN            NaN  0.438453                 NaN            NaN            NaN            NaN            NaN
  1303.26        500.000        98.7681                 NaN  0.322590                 NaN            NaN            NaN            NaN            NaN  0.481360                 NaN            NaN            NaN  0.427944                 NaN            NaN            NaN            NaN            NaN
  1300.75        500.000        98.7893                 NaN  0.317444                 NaN            NaN            NaN            NaN            NaN  0.473009                 NaN            NaN            NaN  0.420215                 NaN            NaN            NaN            NaN            NaN
  1298.25        500.000        98.7993                 NaN  0.318260                 NaN            NaN            NaN            NaN            NaN  0.463292                 NaN            NaN            NaN  0.419179                 NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        98.8518                 NaN  0.300621                 NaN            NaN            NaN            NaN            NaN  0.452488                 NaN            NaN            NaN  0.395101                 NaN            NaN            NaN            NaN            NaN
  1293.23        500.000        98.8583                 NaN  0.298774                 NaN            NaN            NaN            NaN            NaN  0.448538                 NaN            NaN            NaN  0.394357                 NaN            NaN            NaN            NaN            NaN
  1290.73        500.000        98.8793                 NaN  0.293607                 NaN            NaN            NaN            NaN            NaN  0.440595                 NaN            NaN            NaN  0.386494                 NaN            NaN            NaN            NaN            NaN
  1288.22        500.000        98.9003                 NaN  0.288289                 NaN            NaN            NaN            NaN            NaN  0.432795                 NaN            NaN            NaN  0.378647                 NaN            NaN            NaN            NaN            NaN
  1285.71        500.000        98.9202                 NaN  0.283188                 NaN            NaN            NaN            NaN            NaN  0.425175                 NaN            NaN            NaN  0.371481                 NaN            NaN            NaN            NaN            NaN
  1283.21        500.000        98.9431                 NaN  0.275959                 NaN            NaN            NaN            NaN            NaN  0.418408                 NaN            NaN            NaN  0.362485                 NaN            NaN            NaN            NaN            NaN
  1280.70        500.000        98.9610                 NaN  0.270407                 NaN            NaN            NaN            NaN            NaN  0.412793                 NaN            NaN            NaN  0.355841                 NaN            NaN            NaN            NaN            NaN
  1278.20        500.000        98.9824                 NaN  0.265143                 NaN            NaN            NaN            NaN            NaN  0.404476                 NaN            NaN            NaN  0.347951                 NaN            NaN            NaN            NaN            NaN
  1275.69        500.000        99.0022                 NaN  0.259169                 NaN            NaN            NaN            NaN            NaN  0.397839                 NaN            NaN            NaN  0.340772                 NaN            NaN            NaN            NaN            NaN
  1273.18        500.000        99.0212                 NaN  0.253742                 NaN            NaN            NaN            NaN            NaN  0.391415                 NaN            NaN            NaN  0.333692                 NaN            NaN            NaN            NaN            NaN
  1270.68        500.000        99.0399                 NaN  0.248362                 NaN            NaN            NaN            NaN            NaN  0.384917                 NaN            NaN            NaN  0.326804                 NaN            NaN            NaN            NaN            NaN
  1268.17        500.000        99.0592                 NaN  0.242363                 NaN            NaN            NaN            NaN            NaN  0.378669                 NaN            NaN            NaN  0.319720                 NaN            NaN            NaN            NaN            NaN
  1265.66        500.000        99.0769                 NaN  0.237215                 NaN            NaN            NaN            NaN            NaN  0.372656                 NaN            NaN            NaN  0.313211                 NaN            NaN            NaN            NaN            NaN
  1263.16        500.000        96.2074                 NaN  0.172369                 NaN            NaN  0.176832                 NaN            NaN  0.765607       0.168466                 NaN            NaN  0.627542                 NaN            NaN   1.88178                 NaN            NaN
  1260.65        500.000        89.6094                 NaN            NaN            NaN            NaN  0.410168                 NaN            NaN   1.31990        1.18112                 NaN            NaN   1.37404                 NaN            NaN   6.10539                 NaN            NaN
  1258.15        500.000        90.8766                 NaN            NaN            NaN            NaN  0.369219                 NaN            NaN   1.05512        1.12932                 NaN            NaN   1.21450                 NaN            NaN   5.35526                 NaN            NaN
  1255.64        500.000        91.8777                 NaN            NaN            NaN            NaN  0.337225                 NaN            NaN  0.975914       0.955560                 NaN            NaN   1.08702                 NaN            NaN   4.76657                 NaN            NaN
  1253.13        500.000        92.6881                 NaN            NaN            NaN            NaN  0.311453                 NaN            NaN  0.849826       0.875637                 NaN            NaN  0.982717                 NaN            NaN   4.29225                 NaN            NaN
  1250.63        500.000        93.3565                 NaN            NaN            NaN            NaN  0.289766                 NaN            NaN  0.808856       0.745789                 NaN            NaN  0.895509                 NaN            NaN   3.90358                 NaN            NaN
  1248.12        500.000        93.9204                 NaN            NaN            NaN            NaN  0.271534                 NaN            NaN  0.656842       0.752627                 NaN            NaN  0.821065                 NaN            NaN   3.57755                 NaN            NaN
  1245.61        500.000        94.4029                 NaN            NaN            NaN            NaN  0.255473                 NaN            NaN  0.580734       0.703891                 NaN            NaN  0.756495                 NaN            NaN   3.30051                 NaN            NaN
  1243.11        500.000        94.8211                 NaN            NaN            NaN            NaN  0.240870                 NaN            NaN  0.660191       0.516308                 NaN            NaN  0.699794                 NaN            NaN   3.06173                 NaN            NaN
  1240.60        500.000        95.1897                 NaN            NaN            NaN            NaN  0.227451                 NaN            NaN  0.620859       0.460692                 NaN            NaN  0.649181                 NaN            NaN   2.85209                 NaN            NaN
  1238.10        500.000        95.5165                 NaN            NaN            NaN            NaN  0.215227                 NaN            NaN  0.585268       0.412153                 NaN            NaN  0.603946                 NaN            NaN   2.66692                 NaN            NaN
  1235.59        500.000        95.8100                 NaN            NaN            NaN            NaN  0.203444                 NaN            NaN  0.369837       0.551925                 NaN            NaN  0.562532                 NaN            NaN   2.50223                 NaN            NaN
  1233.08        500.000        96.0747                 NaN            NaN            NaN            NaN  0.193138                 NaN            NaN  0.521957       0.331360                 NaN            NaN  0.524912                 NaN            NaN   2.35393                 NaN            NaN
