|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/TAY13/TAY13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1489.11        500.000                 NaN   99.6111                 NaN  0.388916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.69        500.000                 NaN   99.6112                 NaN  0.388844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000                 NaN   99.6130                 NaN  0.386960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.84        500.000                 NaN   99.6147                 NaN  0.385300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000                 NaN   99.6195                 NaN  0.380538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.00        500.000                 NaN   99.6214                 NaN  0.378551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000                 NaN   99.6231                 NaN  0.376916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.16        500.000                 NaN   99.6245                 NaN  0.375539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        500.000                 NaN   99.6278                 NaN  0.372166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.31        500.000                 NaN   99.5866                 NaN  0.176437       0.236994                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.89        500.000                 NaN   99.5508       0.160801E-004  0.964294E-002  0.439567                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.47        500.000                 NaN   99.5528                 NaN  0.722631E-002  0.439990                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.05        500.000                 NaN   99.5545                 NaN  0.454197E-002  0.440919                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        500.000                 NaN   99.5557                 NaN  0.178468E-002  0.442501                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.20        500.000                 NaN   99.5624                 NaN  0.154771       0.282857                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.78        500.000                 NaN   99.8930                 NaN            NaN  0.106974                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.36        500.000                 NaN   99.2261                 NaN            NaN  0.773935                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.94        500.000                 NaN   99.5608                 NaN            NaN  0.439247                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.52        500.000                 NaN   99.5618                 NaN            NaN  0.438159                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.09        500.000                 NaN   99.5662                 NaN  0.525724E-001  0.381222                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        500.000                 NaN   99.5640                 NaN            NaN  0.435987                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.25        500.000                 NaN   99.5631                 NaN            NaN  0.436948                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.83        500.000                 NaN   99.5653                 NaN            NaN  0.434682                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.41        500.000                 NaN   99.5652                 NaN            NaN  0.434764                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.99        500.000                 NaN   99.5647                 NaN            NaN  0.435251                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.56        500.000                 NaN   99.5655                 NaN            NaN  0.434532                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.14        500.000                 NaN   99.5669                 NaN            NaN  0.433094                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.72        500.000                 NaN   99.5637                 NaN            NaN  0.436272                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.30        500.000                 NaN   99.5638                 NaN            NaN  0.436154                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.88        500.000                 NaN   99.5644                 NaN            NaN  0.435587                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.45        500.000                 NaN   99.5597                 NaN            NaN  0.440324                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.03        500.000                 NaN   99.5606                 NaN            NaN  0.439377                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000                 NaN   99.5544                 NaN            NaN  0.445642                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.19        500.000                 NaN   99.4144                 NaN            NaN  0.270233       0.315378                 NaN            NaN            NaN            NaN            NaN
  1440.77        500.000                 NaN   99.3283                 NaN            NaN  0.430804       0.240923                 NaN            NaN            NaN            NaN            NaN
  1439.35        500.000                 NaN   99.3351                 NaN            NaN  0.237539       0.427318                 NaN            NaN            NaN            NaN            NaN
  1437.92        500.000                 NaN   99.3410                 NaN            NaN  0.424011       0.234986                 NaN            NaN            NaN            NaN            NaN
  1436.50        500.000                 NaN   99.3486                 NaN            NaN  0.231953       0.419430                 NaN            NaN            NaN            NaN            NaN
  1435.08        500.000                 NaN   99.3534                 NaN            NaN  0.416867       0.229767                 NaN            NaN            NaN            NaN            NaN
  1433.66        500.000                 NaN   99.3588                 NaN            NaN  0.412491       0.228731                 NaN            NaN            NaN            NaN            NaN
  1432.24        500.000                 NaN   99.3655                 NaN            NaN  0.409336       0.225174                 NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.3707                 NaN            NaN  0.223521       0.405738                 NaN            NaN            NaN            NaN            NaN
  1429.39        500.000                 NaN   99.3759                 NaN            NaN  0.221496       0.402638                 NaN            NaN            NaN            NaN            NaN
  1427.97        500.000                 NaN   99.3813                 NaN            NaN  0.218353       0.400300                 NaN            NaN            NaN            NaN            NaN
  1426.55        500.000                 NaN   99.3872                 NaN            NaN  0.396154       0.216608                 NaN            NaN            NaN            NaN            NaN
  1425.13        500.000                 NaN   99.3949                 NaN            NaN  0.390532       0.214574                 NaN            NaN            NaN            NaN            NaN
  1423.71        500.000                 NaN   99.3988                 NaN            NaN  0.212826       0.388413                 NaN            NaN            NaN            NaN            NaN
  1422.28        500.000                 NaN   99.4031                 NaN            NaN  0.386175       0.210699                 NaN            NaN            NaN            NaN            NaN
  1420.86        500.000                 NaN   99.4086                 NaN            NaN  0.382748       0.208638                 NaN            NaN            NaN            NaN            NaN
  1419.44        500.000                 NaN   98.6481                 NaN            NaN  0.449506       0.525443                 NaN  0.376941                 NaN            NaN            NaN
  1418.02        500.000                 NaN   98.2692                 NaN            NaN  0.685022       0.474043                 NaN  0.571770                 NaN            NaN            NaN
  1416.60        500.000                 NaN   98.3010                 NaN            NaN  0.672097       0.464975                 NaN  0.561891                 NaN            NaN            NaN
  1415.17        500.000                 NaN   98.3337                 NaN            NaN  0.455960       0.658991                 NaN  0.551368                 NaN            NaN            NaN
  1413.75        500.000                 NaN   98.3699                 NaN            NaN  0.446234       0.644354                 NaN  0.539512                 NaN            NaN            NaN
  1412.33        500.000                 NaN   98.4007                 NaN            NaN  0.631935       0.437787                 NaN  0.529595                 NaN            NaN            NaN
  1410.91        500.000                 NaN   98.4315                 NaN            NaN  0.619350       0.429425                 NaN  0.519678                 NaN            NaN            NaN
  1409.49        500.000                 NaN   98.4614                 NaN            NaN  0.420685       0.607838                 NaN  0.510053                 NaN            NaN            NaN
  1408.07        500.000                 NaN   98.4905                 NaN            NaN  0.412859       0.596026                 NaN  0.500607                 NaN            NaN            NaN
  1406.64        500.000                 NaN   98.5193                 NaN            NaN  0.404643       0.584773                 NaN  0.491245                 NaN            NaN            NaN
  1405.22        500.000                 NaN   98.5462                 NaN            NaN  0.397373       0.573967                 NaN  0.482485                 NaN            NaN            NaN
  1403.80        500.000                 NaN   98.5741                 NaN            NaN  0.562808       0.389701                 NaN  0.473403                 NaN            NaN            NaN
  1402.38        500.000                 NaN   98.5993                 NaN            NaN  0.382470       0.552941                 NaN  0.465339                 NaN            NaN            NaN
  1400.96        500.000                 NaN   98.6242                 NaN            NaN  0.374760       0.543845                 NaN  0.457214                 NaN            NaN            NaN
  1399.53        500.000                 NaN   98.6501                 NaN            NaN  0.368105       0.533267                 NaN  0.448570                 NaN            NaN            NaN
  1398.11        500.000                 NaN   98.6721                 NaN            NaN  0.361744       0.524680                 NaN  0.441430                 NaN            NaN            NaN
  1396.69        500.000                 NaN   98.6966                 NaN            NaN  0.354911       0.515081                 NaN  0.433443                 NaN            NaN            NaN
  1395.27        500.000                 NaN   98.7177                 NaN            NaN  0.348954       0.506846                 NaN  0.426489                 NaN            NaN            NaN
  1393.85        500.000                 NaN   98.7391                 NaN            NaN  0.342790       0.498698                 NaN  0.419387                 NaN            NaN            NaN
  1392.42        500.000                 NaN   98.7616                 NaN            NaN  0.336469       0.489810                 NaN  0.412080                 NaN            NaN            NaN
  1391.00        500.000                 NaN   98.7827                 NaN            NaN  0.481494       0.330683                 NaN  0.405115                 NaN            NaN            NaN
  1389.58        500.000                 NaN   98.8027                 NaN            NaN  0.324720       0.474032                 NaN  0.398509                 NaN            NaN            NaN
  1388.16        500.000                 NaN   98.8217                 NaN            NaN  0.466807       0.319218                 NaN  0.392325                 NaN            NaN            NaN
  1386.74        500.000                 NaN   98.8403                 NaN            NaN  0.314127       0.459385                 NaN  0.386214                 NaN            NaN            NaN
  1385.32        500.000                 NaN   98.8610                 NaN            NaN  0.451337       0.308462                 NaN  0.379209                 NaN            NaN            NaN
  1383.89        500.000                 NaN   98.8782                 NaN            NaN  0.303133       0.445102                 NaN  0.373614                 NaN            NaN            NaN
  1382.47        500.000                 NaN   98.8964                 NaN            NaN  0.437843       0.298171                 NaN  0.367573                 NaN            NaN            NaN
  1381.05        500.000                 NaN   98.9137                 NaN            NaN  0.431078       0.293444                 NaN  0.361813                 NaN            NaN            NaN
  1379.63        500.000                 NaN   98.9294                 NaN            NaN  0.288854       0.425184                 NaN  0.356515                 NaN            NaN            NaN
  1378.21        500.000                 NaN   98.9475                 NaN            NaN  0.418304       0.283612                 NaN  0.350545                 NaN            NaN            NaN
  1376.78        500.000                 NaN   98.9627                 NaN            NaN  0.412796       0.278939                 NaN  0.345579                 NaN            NaN            NaN
  1375.36        500.000                 NaN   98.9784                 NaN            NaN  0.274549       0.406577                 NaN  0.340487                 NaN            NaN            NaN
  1373.94        500.000                 NaN   98.9944                 NaN            NaN  0.400471       0.270246                 NaN  0.334839                 NaN            NaN            NaN
  1372.52        500.000                 NaN   99.0091                 NaN            NaN  0.395083       0.265821                 NaN  0.330018                 NaN            NaN            NaN
  1371.10        500.000                 NaN   99.0232                 NaN            NaN  0.261773       0.389755                 NaN  0.325300                 NaN            NaN            NaN
  1369.68        500.000                 NaN   99.0357                 NaN            NaN  0.384510       0.258619                 NaN  0.321177                 NaN            NaN            NaN
  1368.25        500.000                 NaN   99.0536                 NaN            NaN  0.378409       0.253058                 NaN  0.314951                 NaN            NaN            NaN
  1366.83        500.000                 NaN   99.0655                 NaN            NaN  0.249316       0.373995                 NaN  0.311148                 NaN            NaN            NaN
  1365.41        500.000                 NaN   99.0791                 NaN            NaN  0.245340       0.368904                 NaN  0.306642                 NaN            NaN            NaN
  1363.99        500.000                 NaN   99.0919                 NaN            NaN  0.364211       0.241578                 NaN  0.302289                 NaN            NaN            NaN
  1362.57        500.000                 NaN   99.1044                 NaN            NaN  0.238223       0.359273                 NaN  0.298089                 NaN            NaN            NaN
  1361.14        500.000                 NaN   99.1171                 NaN            NaN  0.234414       0.354739                 NaN  0.293756                 NaN            NaN            NaN
  1359.72        500.000                 NaN   99.1286                 NaN            NaN  0.230535       0.350826                 NaN  0.290020                 NaN            NaN            NaN
  1358.30        500.000                 NaN   99.1407                 NaN            NaN  0.227909       0.345669                 NaN  0.285771                 NaN            NaN            NaN
  1356.88        500.000                 NaN   99.1549                 NaN            NaN  0.223173       0.340961                 NaN  0.280962                 NaN            NaN            NaN
  1355.46        500.000                 NaN   99.1647                 NaN            NaN  0.220415       0.337176                 NaN  0.277700                 NaN            NaN            NaN
  1354.04        500.000                 NaN   99.1762                 NaN            NaN  0.332796       0.217189                 NaN  0.273787                 NaN            NaN            NaN
  1352.61        500.000                 NaN   99.1874                 NaN            NaN  0.328906       0.213625                 NaN  0.270046                 NaN            NaN            NaN
  1351.19        500.000                 NaN   99.1978                 NaN            NaN  0.210749       0.324912                 NaN  0.266498                 NaN            NaN            NaN
  1349.77        500.000                 NaN   99.2032                 NaN            NaN  0.208458       0.323302                 NaN  0.265045                 NaN            NaN            NaN
  1348.35        500.000                 NaN   99.2262                 NaN            NaN  0.202108       0.315016                 NaN  0.256669                 NaN            NaN            NaN
  1346.93        500.000                 NaN   99.2287                 NaN            NaN  0.313652       0.201682                 NaN  0.255929                 NaN            NaN            NaN
  1345.50        500.000                 NaN   99.2389                 NaN            NaN  0.198726       0.309856                 NaN  0.252547                 NaN            NaN            NaN
  1344.08        500.000                 NaN   99.2491                 NaN            NaN  0.195763       0.306118                 NaN  0.249047                 NaN            NaN            NaN
  1342.66        500.000                 NaN   99.2586                 NaN            NaN  0.192769       0.302845                 NaN  0.245809                 NaN            NaN            NaN
  1341.24        500.000                 NaN   99.2679                 NaN            NaN  0.299290       0.190130                 NaN  0.242672                 NaN            NaN            NaN
  1339.82        500.000                 NaN   99.2766                 NaN            NaN  0.187402       0.296416                 NaN  0.239591                 NaN            NaN            NaN
  1338.40        500.000                 NaN   99.2852                 NaN            NaN  0.184684       0.293348                 NaN  0.236770                 NaN            NaN            NaN
  1336.97        500.000                 NaN   99.2965                 NaN            NaN  0.289377       0.181364                 NaN  0.232772                 NaN            NaN            NaN
  1335.55        500.000                 NaN   99.3029                 NaN            NaN  0.286739       0.179653                 NaN  0.230700                 NaN            NaN            NaN
  1334.13        500.000                 NaN   99.3130                 NaN            NaN  0.176544       0.283280                 NaN  0.227140                 NaN            NaN            NaN
  1332.71        500.000                 NaN   99.3210                 NaN            NaN  0.174228       0.280347                 NaN  0.224467                 NaN            NaN            NaN
  1331.29        500.000                 NaN   99.3312       0.759753E-002            NaN  0.176886       0.262154                 NaN  0.222210                 NaN            NaN            NaN
  1329.86        500.000                 NaN   99.3581       0.837079E-001            NaN  0.226309       0.106548                 NaN  0.225307                 NaN            NaN            NaN
  1328.44        500.000                 NaN   99.3697       0.920171E-001            NaN  0.856409E-001  0.229948                 NaN  0.222706                 NaN            NaN            NaN
  1327.02        500.000                 NaN   99.3762       0.905104E-001            NaN  0.859536E-001  0.227076                 NaN  0.220286                 NaN            NaN            NaN
  1325.60        500.000                 NaN   99.3859       0.894816E-001            NaN  0.833096E-001  0.224772                 NaN  0.216557                 NaN            NaN            NaN
  1324.18        500.000                 NaN   99.3942       0.893603E-001            NaN  0.803132E-001  0.222425                 NaN  0.213679                 NaN            NaN            NaN
  1322.76        500.000                 NaN   99.4021       0.888492E-001            NaN  0.777733E-001  0.220363                 NaN  0.210944                 NaN            NaN            NaN
  1321.33        500.000                 NaN   99.4096       0.877124E-001            NaN  0.218437       0.762250E-001            NaN  0.208014                 NaN            NaN            NaN
  1319.91        500.000                 NaN   99.4172       0.867010E-001            NaN  0.215735       0.751168E-001            NaN  0.205272                 NaN            NaN            NaN
  1318.49        500.000                 NaN   99.4252       0.856404E-001            NaN  0.738048E-001  0.213028                 NaN  0.202277                 NaN            NaN            NaN
  1317.07        500.000                 NaN   99.4328       0.852089E-001            NaN  0.713853E-001  0.210941                 NaN  0.199621                 NaN            NaN            NaN
  1315.65        500.000                 NaN   99.4230       0.101977                 NaN  0.203893       0.647075E-001            NaN  0.206457                 NaN            NaN            NaN
  1314.22        500.000                 NaN   99.4648       0.651236E-001            NaN  0.713308E-001  0.214297                 NaN  0.184474                 NaN            NaN            NaN
  1312.80        500.000                 NaN   99.4538       0.818049E-001            NaN  0.683376E-001  0.204338                 NaN  0.191679                 NaN            NaN            NaN
  1311.38        500.000                 NaN   99.4610       0.806840E-001            NaN  0.676683E-001  0.201619                 NaN  0.189048                 NaN            NaN            NaN
  1309.96        500.000                 NaN   99.4675       0.794821E-001            NaN  0.199408       0.670537E-001            NaN  0.186576                 NaN            NaN            NaN
  1308.54        500.000                 NaN   99.4743       0.788178E-001            NaN  0.197616       0.652150E-001            NaN  0.184060                 NaN            NaN            NaN
  1307.12        500.000                 NaN   99.4804       0.770525E-001            NaN  0.658582E-001  0.195018                 NaN  0.181631                 NaN            NaN            NaN
  1305.69        500.000                 NaN   99.4871       0.761366E-001            NaN  0.192852       0.647481E-001            NaN  0.179121                 NaN            NaN            NaN
  1304.27        500.000                 NaN   99.4932       0.746606E-001            NaN  0.650774E-001  0.190250                 NaN  0.176808                 NaN            NaN            NaN
  1302.85        500.000                 NaN   99.4932       0.527676E-001            NaN  0.109006       0.171493                 NaN  0.173553                 NaN            NaN            NaN
  1301.43        500.000                 NaN   99.5122       0.938736E-001            NaN  0.203654       0.173283E-001            NaN  0.172939                 NaN            NaN            NaN
  1300.01        500.000                 NaN   99.5115       0.709338E-001            NaN  0.183660       0.641147E-001            NaN  0.169774                 NaN            NaN            NaN
  1298.58        500.000                 NaN   99.5175       0.698419E-001            NaN  0.642253E-001  0.180827                 NaN  0.167647                 NaN            NaN            NaN
  1297.16        500.000                 NaN   99.5234       0.687054E-001            NaN  0.631663E-001  0.179460                 NaN  0.165248                 NaN            NaN            NaN
  1295.74        500.000                 NaN   99.5288       0.677422E-001            NaN  0.628673E-001  0.177264                 NaN  0.163313                 NaN            NaN            NaN
  1294.32        500.000                 NaN   99.5347       0.661341E-001            NaN  0.174824       0.634119E-001            NaN  0.160923                 NaN            NaN            NaN
  1292.90        500.000                 NaN   99.5400       0.665141E-001            NaN  0.596963E-001  0.174563                 NaN  0.159236                 NaN            NaN            NaN
  1291.48        500.000                 NaN   99.5451       0.620521E-001            NaN  0.168915       0.673511E-001            NaN  0.156597                 NaN            NaN            NaN
  1290.05        500.000                 NaN   98.4574       0.374209E-001            NaN  0.233990       0.274528                 NaN  0.272777       0.723853                 NaN            NaN
  1288.63        500.000                 NaN   89.3805                 NaN            NaN   1.64449       0.931916                 NaN   1.25868        6.78445                 NaN            NaN
  1287.21        500.000                 NaN   90.4715                 NaN            NaN   1.47483       0.844795                 NaN   1.13668        6.07223                 NaN            NaN
  1285.79        500.000                 NaN   91.3929                 NaN            NaN   1.33112       0.769832                 NaN   1.03286        5.47332                 NaN            NaN
  1284.37        500.000                 NaN   92.1684                 NaN            NaN  0.703845        1.21276                 NaN  0.945435        4.96961                 NaN            NaN
  1282.94        500.000                 NaN   92.7935                 NaN            NaN   1.11365       0.654626                 NaN  0.874577        4.56365                 NaN            NaN
  1281.52        500.000                 NaN   93.3917                 NaN            NaN  0.602875        1.02302                 NaN  0.806141        4.17625                 NaN            NaN
  1280.10        500.000                 NaN   93.8730                 NaN            NaN  0.948398       0.561040                 NaN  0.750839        3.86674                 NaN            NaN
  1278.68        500.000                 NaN   94.3019                 NaN            NaN  0.883626       0.522991                 NaN  0.701608        3.58992                 NaN            NaN
  1277.26        500.000                 NaN   94.6658                 NaN            NaN  0.830001       0.490090                 NaN  0.659702        3.35442                 NaN            NaN
  1275.83        500.000                 NaN   94.9992                 NaN            NaN  0.780880       0.458612                 NaN  0.621045        3.14027                 NaN            NaN
  1274.41        500.000                 NaN   95.2833                 NaN            NaN  0.429678       0.742200                 NaN  0.588090        2.95676                 NaN            NaN
  1272.99        500.000                 NaN   95.5654                 NaN            NaN  0.405160       0.697281                 NaN  0.554567        2.77755                 NaN            NaN
  1271.57        500.000                 NaN   95.7951                 NaN            NaN  0.668003       0.379651                 NaN  0.527607        2.62968                 NaN            NaN
  1270.15        500.000                 NaN   96.0133                 NaN            NaN  0.353963       0.640600                 NaN  0.501802        2.49038                 NaN            NaN
  1268.73        500.000                 NaN   96.2109                 NaN            NaN  0.325336       0.621023                 NaN  0.478140        2.36463                 NaN            NaN
  1267.30        500.000                 NaN   96.3902                 NaN            NaN  0.609162       0.293584                 NaN  0.456776        2.25026                 NaN            NaN
  1265.88        500.000                 NaN   96.5588                 NaN            NaN  0.604301       0.257059                 NaN  0.436316        2.14354                 NaN            NaN
  1264.46        500.000                 NaN   96.7088                 NaN            NaN  0.824890                 NaN            NaN  0.418258        2.04806                 NaN            NaN
  1263.04        500.000                 NaN   96.8472                 NaN            NaN  0.791687                 NaN            NaN  0.400728        1.96041                 NaN            NaN
  1261.62        500.000                 NaN   96.9758                 NaN            NaN  0.760080                 NaN            NaN  0.385088        1.87899                 NaN            NaN
  1260.19        500.000                 NaN   97.0948                 NaN            NaN  0.731138                 NaN            NaN  0.370571        1.80345                 NaN            NaN
  1258.77        500.000                 NaN   97.2101                 NaN            NaN  0.702590                 NaN            NaN  0.356231        1.73111                 NaN            NaN
  1257.35        500.000                 NaN   97.3122                 NaN            NaN  0.677719                 NaN            NaN  0.343440        1.66667                 NaN            NaN
  1255.93        500.000                 NaN   97.4123                 NaN            NaN  0.652885                 NaN            NaN  0.331071        1.60378                 NaN            NaN
