|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/TAY13/TAY13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1544.56        500.000                 NaN   99.3964       0.229141E-001  0.580663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        500.000                 NaN   99.3888       0.193724E-001  0.591871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.72        500.000                 NaN   99.4072       0.225000E-001  0.570309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.30        500.000                 NaN   99.4067       0.209741E-001  0.572366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.87        500.000                 NaN   99.4103       0.207100E-001  0.569017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        500.000                 NaN   99.4159       0.193484E-001  0.564783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.03        500.000                 NaN   99.4189       0.178617E-001  0.563238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.61        500.000                 NaN   99.4229       0.167813E-001  0.560306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.19        500.000                 NaN   99.4205       0.186581E-001  0.560792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000                 NaN   99.4419       0.169637E-001  0.541156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.34        500.000                 NaN   99.4360       0.148006E-001  0.549218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000                 NaN   99.4399       0.127692E-001  0.547375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.50        500.000                 NaN   99.4453       0.151123E-001  0.539550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000                 NaN   99.4504       0.134926E-001  0.536113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.66        500.000                 NaN   99.4521       0.118477E-001  0.536061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000                 NaN   99.4612       0.371660E-001  0.501677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.81        500.000                 NaN   99.4590                 NaN  0.540987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        500.000                 NaN   99.4684       0.476128E-001  0.483949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.97        500.000                 NaN   99.4671                 NaN  0.532946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.55        500.000                 NaN   99.4724                 NaN  0.527611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.12        500.000                 NaN   99.4782       0.113008E-001  0.510472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        500.000                 NaN   99.4874       0.110021       0.402625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.28        500.000                 NaN   99.4830       0.235465E-001  0.493489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.86        500.000                 NaN   99.4929                 NaN  0.507140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000                 NaN   99.4910                 NaN  0.508984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.01        500.000                 NaN   99.4931                 NaN  0.506908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.59        500.000                 NaN   99.5282       0.269865       0.201942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        500.000                 NaN   99.5074                 NaN  0.492574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.75        500.000                 NaN   99.5014                 NaN  0.498607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.33        500.000                 NaN   99.5047                 NaN  0.495270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.91        500.000                 NaN   99.5117                 NaN  0.488320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   99.5131                 NaN  0.486892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.06        500.000                 NaN   99.3881                 NaN  0.611865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   99.7115                 NaN  0.288537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.22        500.000                 NaN   99.4491                 NaN  0.550893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.80        500.000                 NaN   99.5279                 NaN  0.472055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.37        500.000                 NaN   99.5272                 NaN  0.472796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   99.6546                 NaN  0.345399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.53        500.000                 NaN   99.4088                 NaN  0.591191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.5396                 NaN  0.460415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.69        500.000                 NaN   99.5394                 NaN  0.460623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000                 NaN   99.5415                 NaN  0.458463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.84        500.000                 NaN   99.5434                 NaN  0.456584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000                 NaN   99.5488                 NaN  0.451156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.00        500.000                 NaN   99.5511                 NaN  0.448863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000                 NaN   99.5528                 NaN  0.447187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.16        500.000                 NaN   99.5544                 NaN  0.445577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        500.000                 NaN   99.5582                 NaN  0.441759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.31        500.000                 NaN   99.5104                 NaN  0.209483       0.280127                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.89        500.000                 NaN   99.4686       0.199351E-004  0.114556E-001  0.519881                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.47        500.000                 NaN   99.4708                 NaN  0.858851E-002  0.520613                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.05        500.000                 NaN   99.4728                 NaN  0.539962E-002  0.521840                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        500.000                 NaN   99.4738                 NaN  0.212286E-002  0.524044                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.20        500.000                 NaN   99.4807                 NaN  0.184156       0.335147                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.78        500.000                 NaN   99.8732                 NaN            NaN  0.126835                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.36        500.000                 NaN   99.0827                 NaN            NaN  0.917337                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.94        500.000                 NaN   99.4788                 NaN            NaN  0.521197                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.52        500.000                 NaN   99.4799                 NaN            NaN  0.520125                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.09        500.000                 NaN   99.4846                 NaN  0.626990E-001  0.452708                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        500.000                 NaN   99.4819                 NaN            NaN  0.518123                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.25        500.000                 NaN   99.4806                 NaN            NaN  0.519374                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.83        500.000                 NaN   99.4830                 NaN            NaN  0.516968                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.41        500.000                 NaN   99.4826                 NaN            NaN  0.517353                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.99        500.000                 NaN   99.4819                 NaN            NaN  0.518098                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.56        500.000                 NaN   99.4823                 NaN            NaN  0.517690                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.14        500.000                 NaN   99.4839                 NaN            NaN  0.516067                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.72        500.000                 NaN   99.4798                 NaN            NaN  0.520155                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.30        500.000                 NaN   99.4796                 NaN            NaN  0.520407                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.88        500.000                 NaN   99.4802                 NaN            NaN  0.519787                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.45        500.000                 NaN   99.4743                 NaN            NaN  0.525715                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.03        500.000                 NaN   99.4751                 NaN            NaN  0.524907                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000                 NaN   99.4671                 NaN            NaN  0.532917                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.19        500.000                 NaN   99.3029                 NaN            NaN  0.320034       0.377042                 NaN            NaN            NaN            NaN            NaN
  1440.77        500.000                 NaN   99.2015                 NaN            NaN  0.510330       0.288167                 NaN            NaN            NaN            NaN            NaN
  1439.35        500.000                 NaN   99.2091                 NaN            NaN  0.284333       0.506518                 NaN            NaN            NaN            NaN            NaN
  1437.92        500.000                 NaN   99.2156                 NaN            NaN  0.502945       0.281504                 NaN            NaN            NaN            NaN            NaN
  1436.50        500.000                 NaN   99.2241                 NaN            NaN  0.278060       0.497798                 NaN            NaN            NaN            NaN            NaN
  1435.08        500.000                 NaN   99.2293                 NaN            NaN  0.495044       0.275606                 NaN            NaN            NaN            NaN            NaN
  1433.66        500.000                 NaN   99.2353                 NaN            NaN  0.490097       0.274566                 NaN            NaN            NaN            NaN            NaN
  1432.24        500.000                 NaN   99.2428                 NaN            NaN  0.486681       0.270524                 NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.2486                 NaN            NaN  0.268725       0.482668                 NaN            NaN            NaN            NaN            NaN
  1429.39        500.000                 NaN   99.2543                 NaN            NaN  0.266478       0.479252                 NaN            NaN            NaN            NaN            NaN
  1427.97        500.000                 NaN   99.2604                 NaN            NaN  0.262840       0.476748                 NaN            NaN            NaN            NaN            NaN
  1426.55        500.000                 NaN   99.2670                 NaN            NaN  0.472039       0.260930                 NaN            NaN            NaN            NaN            NaN
  1425.13        500.000                 NaN   99.2756                 NaN            NaN  0.465668       0.258697                 NaN            NaN            NaN            NaN            NaN
  1423.71        500.000                 NaN   99.2798                 NaN            NaN  0.256805       0.463428                 NaN            NaN            NaN            NaN            NaN
  1422.28        500.000                 NaN   99.2845                 NaN            NaN  0.461048       0.254426                 NaN            NaN            NaN            NaN            NaN
  1420.86        500.000                 NaN   99.2907                 NaN            NaN  0.457205       0.252100                 NaN            NaN            NaN            NaN            NaN
  1419.44        500.000                 NaN   98.4542                 NaN            NaN  0.537137       0.635296                 NaN  0.373318                 NaN            NaN            NaN
  1418.02        500.000                 NaN   98.0380                 NaN            NaN  0.828781       0.566774                 NaN  0.566439                 NaN            NaN            NaN
  1416.60        500.000                 NaN   98.0722                 NaN            NaN  0.814169       0.556542                 NaN  0.557047                 NaN            NaN            NaN
  1415.17        500.000                 NaN   98.1072                 NaN            NaN  0.546406       0.799390                 NaN  0.547005                 NaN            NaN            NaN
  1413.75        500.000                 NaN   98.1464                 NaN            NaN  0.535353       0.782661                 NaN  0.535630                 NaN            NaN            NaN
  1412.33        500.000                 NaN   98.1795                 NaN            NaN  0.768564       0.525798                 NaN  0.526165                 NaN            NaN            NaN
  1410.91        500.000                 NaN   98.2127                 NaN            NaN  0.754269       0.516379                 NaN  0.516687                 NaN            NaN            NaN
  1409.49        500.000                 NaN   98.2448                 NaN            NaN  0.506456       0.741258                 NaN  0.507487                 NaN            NaN            NaN
  1408.07        500.000                 NaN   98.2761                 NaN            NaN  0.497619       0.727806                 NaN  0.498455                 NaN            NaN            NaN
  1406.64        500.000                 NaN   98.3072                 NaN            NaN  0.488260       0.715016                 NaN  0.489494                 NaN            NaN            NaN
  1405.22        500.000                 NaN   98.3361                 NaN            NaN  0.480042       0.702741                 NaN  0.481121                 NaN            NaN            NaN
  1403.80        500.000                 NaN   98.3663                 NaN            NaN  0.689919       0.471325                 NaN  0.472415                 NaN            NaN            NaN
  1402.38        500.000                 NaN   98.3934                 NaN            NaN  0.463133       0.678760                 NaN  0.464713                 NaN            NaN            NaN
  1400.96        500.000                 NaN   98.4203                 NaN            NaN  0.454337       0.668470                 NaN  0.456940                 NaN            NaN            NaN
  1399.53        500.000                 NaN   98.4483                 NaN            NaN  0.446731       0.656341                 NaN  0.448638                 NaN            NaN            NaN
  1398.11        500.000                 NaN   98.4720                 NaN            NaN  0.439562       0.646649                 NaN  0.441828                 NaN            NaN            NaN
  1396.69        500.000                 NaN   98.4985                 NaN            NaN  0.431737       0.635620                 NaN  0.434162                 NaN            NaN            NaN
  1395.27        500.000                 NaN   98.5211                 NaN            NaN  0.425023       0.626345                 NaN  0.427517                 NaN            NaN            NaN
  1393.85        500.000                 NaN   98.5441                 NaN            NaN  0.417986       0.617152                 NaN  0.420717                 NaN            NaN            NaN
  1392.42        500.000                 NaN   98.5687                 NaN            NaN  0.410756       0.606849                 NaN  0.413703                 NaN            NaN            NaN
  1391.00        500.000                 NaN   98.5915                 NaN            NaN  0.597315       0.404137                 NaN  0.407020                 NaN            NaN            NaN
  1389.58        500.000                 NaN   98.6131                 NaN            NaN  0.397349       0.588852                 NaN  0.400687                 NaN            NaN            NaN
  1388.16        500.000                 NaN   98.6335                 NaN            NaN  0.580656       0.391057                 NaN  0.394771                 NaN            NaN            NaN
  1386.74        500.000                 NaN   98.6536                 NaN            NaN  0.385291       0.572177                 NaN  0.388919                 NaN            NaN            NaN
  1385.32        500.000                 NaN   98.6762                 NaN            NaN  0.562840       0.378758                 NaN  0.382159                 NaN            NaN            NaN
  1383.89        500.000                 NaN   98.6947                 NaN            NaN  0.372672       0.555817                 NaN  0.376808                 NaN            NaN            NaN
  1382.47        500.000                 NaN   98.7146                 NaN            NaN  0.547453       0.366990                 NaN  0.371001                 NaN            NaN            NaN
  1381.05        500.000                 NaN   98.7333                 NaN            NaN  0.539680       0.361599                 NaN  0.365468                 NaN            NaN            NaN
  1379.63        500.000                 NaN   98.7502                 NaN            NaN  0.356363       0.533067                 NaN  0.360394                 NaN            NaN            NaN
  1378.21        500.000                 NaN   98.7701                 NaN            NaN  0.525019       0.350281                 NaN  0.354633                 NaN            NaN            NaN
  1376.78        500.000                 NaN   98.7863                 NaN            NaN  0.518857       0.344965                 NaN  0.349879                 NaN            NaN            NaN
  1375.36        500.000                 NaN   98.8035                 NaN            NaN  0.339921       0.511570                 NaN  0.344990                 NaN            NaN            NaN
  1373.94        500.000                 NaN   98.8208                 NaN            NaN  0.504658       0.334993                 NaN  0.339530                 NaN            NaN            NaN
  1372.52        500.000                 NaN   98.8367                 NaN            NaN  0.498507       0.329893                 NaN  0.334899                 NaN            NaN            NaN
  1371.10        500.000                 NaN   98.8520                 NaN            NaN  0.325249       0.492417                 NaN  0.330368                 NaN            NaN            NaN
  1369.68        500.000                 NaN   98.8655                 NaN            NaN  0.486386       0.321730                 NaN  0.326432                 NaN            NaN            NaN
  1368.25        500.000                 NaN   98.8851                 NaN            NaN  0.479329       0.315173                 NaN  0.320354                 NaN            NaN            NaN
  1366.83        500.000                 NaN   98.8981                 NaN            NaN  0.310860       0.474346                 NaN  0.316731                 NaN            NaN            NaN
  1365.41        500.000                 NaN   98.9129                 NaN            NaN  0.306273       0.468437                 NaN  0.312386                 NaN            NaN            NaN
  1363.99        500.000                 NaN   98.9267                 NaN            NaN  0.463128       0.301946                 NaN  0.308191                 NaN            NaN            NaN
  1362.57        500.000                 NaN   98.9403                 NaN            NaN  0.298096       0.457416                 NaN  0.304144                 NaN            NaN            NaN
  1361.14        500.000                 NaN   98.9541                 NaN            NaN  0.293687       0.452245                 NaN  0.299956                 NaN            NaN            NaN
  1359.72        500.000                 NaN   98.9666                 NaN            NaN  0.289169       0.447825                 NaN  0.296370                 NaN            NaN            NaN
  1358.30        500.000                 NaN   98.9798                 NaN            NaN  0.286126       0.441791                 NaN  0.292256                 NaN            NaN            NaN
  1356.88        500.000                 NaN   98.9955                 NaN            NaN  0.280580       0.436314                 NaN  0.287561                 NaN            NaN            NaN
  1355.46        500.000                 NaN   99.0061                 NaN            NaN  0.277448       0.432019                 NaN  0.284442                 NaN            NaN            NaN
  1354.04        500.000                 NaN   99.0187                 NaN            NaN  0.426945       0.273697                 NaN  0.280652                 NaN            NaN            NaN
  1352.61        500.000                 NaN   99.0310                 NaN            NaN  0.422466       0.269514                 NaN  0.277032                 NaN            NaN            NaN
  1351.19        500.000                 NaN   99.0423                 NaN            NaN  0.266211       0.417886                 NaN  0.273603                 NaN            NaN            NaN
  1349.77        500.000                 NaN   99.0478                 NaN            NaN  0.263598       0.416285                 NaN  0.272321                 NaN            NaN            NaN
  1348.35        500.000                 NaN   99.0740                 NaN            NaN  0.255898       0.406173                 NaN  0.263923                 NaN            NaN            NaN
  1346.93        500.000                 NaN   99.0760                 NaN            NaN  0.404939       0.255666                 NaN  0.263361                 NaN            NaN            NaN
  1345.50        500.000                 NaN   99.0872                 NaN            NaN  0.252235       0.400513                 NaN  0.260083                 NaN            NaN            NaN
  1344.08        500.000                 NaN   99.0984                 NaN            NaN  0.248732       0.396177                 NaN  0.256676                 NaN            NaN            NaN
  1342.66        500.000                 NaN   99.1088                 NaN            NaN  0.245217       0.392426                 NaN  0.253534                 NaN            NaN            NaN
  1341.24        500.000                 NaN   99.1191                 NaN            NaN  0.388289       0.242138                 NaN  0.250492                 NaN            NaN            NaN
  1339.82        500.000                 NaN   99.1284                 NaN            NaN  0.238972       0.385085                 NaN  0.247502                 NaN            NaN            NaN
  1338.40        500.000                 NaN   99.1379                 NaN            NaN  0.235781       0.381573                 NaN  0.244776                 NaN            NaN            NaN
  1336.97        500.000                 NaN   99.1505                 NaN            NaN  0.376838       0.231788                 NaN  0.240828                 NaN            NaN            NaN
  1335.55        500.000                 NaN   99.1574                 NaN            NaN  0.373864       0.229911                 NaN  0.238867                 NaN            NaN            NaN
  1334.13        500.000                 NaN   99.1687                 NaN            NaN  0.226170       0.369807                 NaN  0.235362                 NaN            NaN            NaN
  1332.71        500.000                 NaN   99.1774                 NaN            NaN  0.223456       0.366412                 NaN  0.232770                 NaN            NaN            NaN
  1331.29        500.000                 NaN   99.1883       0.109480E-001            NaN  0.227131       0.343053                 NaN  0.230608                 NaN            NaN            NaN
  1329.86        500.000                 NaN   99.2146       0.120846                 NaN  0.290949       0.139608                 NaN  0.234023                 NaN            NaN            NaN
  1328.44        500.000                 NaN   99.2271       0.133041                 NaN  0.112349       0.295979                 NaN  0.231526                 NaN            NaN            NaN
  1327.02        500.000                 NaN   99.2340       0.131169                 NaN  0.112931       0.292711                 NaN  0.229213                 NaN            NaN            NaN
  1325.60        500.000                 NaN   99.2449       0.129927                 NaN  0.109578       0.290046                 NaN  0.225533                 NaN            NaN            NaN
  1324.18        500.000                 NaN   99.2542       0.129950                 NaN  0.105767       0.287346                 NaN  0.222731                 NaN            NaN            NaN
  1322.76        500.000                 NaN   99.2629       0.129427                 NaN  0.102554       0.285046                 NaN  0.220073                 NaN            NaN            NaN
  1321.33        500.000                 NaN   99.2712       0.128048                 NaN  0.282873       0.100628                 NaN  0.217206                 NaN            NaN            NaN
  1319.91        500.000                 NaN   99.2796       0.126800                 NaN  0.279731       0.992961E-001            NaN  0.214530                 NaN            NaN            NaN
  1318.49        500.000                 NaN   99.2887       0.125444                 NaN  0.976841E-001  0.276568                 NaN  0.211584                 NaN            NaN            NaN
  1317.07        500.000                 NaN   99.2973       0.125010                 NaN  0.945901E-001  0.274153                 NaN  0.208987                 NaN            NaN            NaN
  1315.65        500.000                 NaN   99.2826       0.149862                 NaN  0.265327       0.858304E-001            NaN  0.216332                 NaN            NaN            NaN
  1314.22        500.000                 NaN   99.3366       0.959198E-001            NaN  0.947680E-001  0.279240                 NaN  0.193474                 NaN            NaN            NaN
  1312.80        500.000                 NaN   99.3207       0.120682                 NaN  0.908890E-001  0.266552                 NaN  0.201191                 NaN            NaN            NaN
  1311.38        500.000                 NaN   99.3287       0.119223                 NaN  0.901144E-001  0.263326                 NaN  0.198600                 NaN            NaN            NaN
  1309.96        500.000                 NaN   99.3360       0.117653                 NaN  0.260756       0.893966E-001            NaN  0.196169                 NaN            NaN            NaN
  1308.54        500.000                 NaN   99.3437       0.116879                 NaN  0.258703       0.870531E-001            NaN  0.193688                 NaN            NaN            NaN
  1307.12        500.000                 NaN   99.3506       0.114458                 NaN  0.880168E-001  0.255606                 NaN  0.191294                 NaN            NaN            NaN
  1305.69        500.000                 NaN   99.3582       0.113297                 NaN  0.253050       0.866383E-001            NaN  0.188809                 NaN            NaN            NaN
  1304.27        500.000                 NaN   99.3650       0.111287                 NaN  0.871838E-001  0.249955                 NaN  0.186527                 NaN            NaN            NaN
  1302.85        500.000                 NaN   99.3662       0.787659E-001            NaN  0.146197       0.225562                 NaN  0.183242                 NaN            NaN            NaN
  1301.43        500.000                 NaN   99.3854       0.140394                 NaN  0.268156       0.232657E-001            NaN  0.182749                 NaN            NaN            NaN
  1300.01        500.000                 NaN   99.3859       0.106255                 NaN  0.242142       0.861955E-001            NaN  0.179554                 NaN            NaN            NaN
  1298.58        500.000                 NaN   99.3927       0.104812                 NaN  0.864328E-001  0.238652                 NaN  0.177450                 NaN            NaN            NaN
  1297.16        500.000                 NaN   99.3994       0.103259                 NaN  0.851067E-001  0.237131                 NaN  0.175054                 NaN            NaN            NaN
  1295.74        500.000                 NaN   99.4056       0.101974                 NaN  0.847960E-001  0.234487                 NaN  0.173145                 NaN            NaN            NaN
  1294.32        500.000                 NaN   99.4124       0.997171E-001            NaN  0.231526       0.856284E-001            NaN  0.170750                 NaN            NaN            NaN
  1292.90        500.000                 NaN   99.4183       0.100451                 NaN  0.807038E-001  0.231458                 NaN  0.169096                 NaN            NaN            NaN
  1291.48        500.000                 NaN   99.4243       0.938678E-001            NaN  0.224213       0.911520E-001            NaN  0.166427                 NaN            NaN            NaN
  1290.05        500.000                 NaN   98.2566       0.566744E-001            NaN  0.310732       0.371696                 NaN  0.289867       0.714408                 NaN            NaN
  1288.63        500.000                 NaN   88.5716                 NaN            NaN   2.21624        1.23208                 NaN   1.32868        6.65140                 NaN            NaN
  1287.21        500.000                 NaN   89.7232                 NaN            NaN   1.99387        1.12086                 NaN   1.20143        5.96065                 NaN            NaN
  1285.79        500.000                 NaN   90.6981                 NaN            NaN   1.80484        1.02471                 NaN   1.09306        5.37928                 NaN            NaN
  1284.37        500.000                 NaN   91.5196                 NaN            NaN  0.939778        1.64894                 NaN   1.00174        4.88996                 NaN            NaN
  1282.94        500.000                 NaN   92.1817                 NaN            NaN   1.51821       0.876930                 NaN  0.927712        4.49549                 NaN            NaN
  1281.52        500.000                 NaN   92.8173                 NaN            NaN  0.809951        1.39800                 NaN  0.856123        4.11863                 NaN            NaN
  1280.10        500.000                 NaN   93.3291                 NaN            NaN   1.29910       0.755909                 NaN  0.798285        3.81757                 NaN            NaN
  1278.68        500.000                 NaN   93.7853                 NaN            NaN   1.21309       0.706657                 NaN  0.746772        3.54815                 NaN            NaN
  1277.26        500.000                 NaN   94.1720                 NaN            NaN   1.14198       0.664138                 NaN  0.702935        3.31894                 NaN            NaN
  1275.83        500.000                 NaN   94.5273                 NaN            NaN   1.07660       0.623174                 NaN  0.662472        3.11040                 NaN            NaN
  1274.41        500.000                 NaN   94.8293                 NaN            NaN  0.585560        1.02537                 NaN  0.627997        2.93174                 NaN            NaN
  1272.99        500.000                 NaN   95.1314                 NaN            NaN  0.553599       0.965037                 NaN  0.592856        2.75707                 NaN            NaN
  1271.57        500.000                 NaN   95.3758                 NaN            NaN  0.926227       0.520293                 NaN  0.564640        2.61303                 NaN            NaN
  1270.15        500.000                 NaN   95.6090                 NaN            NaN  0.486421       0.889725                 NaN  0.537607        2.47726                 NaN            NaN
  1268.73        500.000                 NaN   95.8203                 NaN            NaN  0.448303       0.863888                 NaN  0.512811        2.35469                 NaN            NaN
  1267.30        500.000                 NaN   96.0120                 NaN            NaN  0.848595       0.405757                 NaN  0.490426        2.24317                 NaN            NaN
  1265.88        500.000                 NaN   96.1928                 NaN            NaN  0.842861       0.356343                 NaN  0.468965        2.13907                 NaN            NaN
  1264.46        500.000                 NaN   96.3532                 NaN            NaN   1.15083                 NaN            NaN  0.450037        2.04594                 NaN            NaN
  1263.04        500.000                 NaN   96.5014                 NaN            NaN   1.10653                 NaN            NaN  0.431636        1.96044                 NaN            NaN
  1261.62        500.000                 NaN   96.6392                 NaN            NaN   1.06454                 NaN            NaN  0.415232        1.88100                 NaN            NaN
  1260.19        500.000                 NaN   96.7666                 NaN            NaN   1.02610                 NaN            NaN  0.400006        1.80728                 NaN            NaN
  1258.77        500.000                 NaN   96.8906                 NaN            NaN  0.987874                 NaN            NaN  0.384939        1.73663                 NaN            NaN
  1257.35        500.000                 NaN   97.0001                 NaN            NaN  0.954695                 NaN            NaN  0.371511        1.67373                 NaN            NaN
  1255.93        500.000                 NaN   97.1077                 NaN            NaN  0.921504                 NaN            NaN  0.358514        1.61228                 NaN            NaN
  1254.51        500.000                 NaN   97.2055                 NaN            NaN  0.891712                 NaN            NaN  0.346177        1.55665                 NaN            NaN
