|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1501.25        500.000        97.3179                 NaN            NaN  0.217036E-002            NaN            NaN  0.691465        1.98846                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.3733                 NaN            NaN  0.166600E-002            NaN            NaN  0.675293        1.94970                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.4317                 NaN            NaN  0.104015E-002            NaN            NaN  0.664937        1.90227                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.4959                 NaN            NaN  0.483179E-003            NaN            NaN  0.649475        1.85410                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.5510                 NaN            NaN  0.269836E-003            NaN            NaN  0.632376        1.81631                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.6073                 NaN            NaN            NaN            NaN            NaN  0.617779        1.77488                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.6593                 NaN            NaN            NaN            NaN            NaN  0.599709        1.74102                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.7077                 NaN            NaN            NaN            NaN            NaN  0.581846        1.71048                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.7587                 NaN            NaN  0.697178E-003            NaN            NaN  0.563378        1.67726                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.8057                 NaN            NaN            NaN            NaN            NaN  0.549178        1.64509                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.8507                 NaN            NaN            NaN            NaN            NaN  0.531677        1.61765                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.8941                 NaN            NaN            NaN            NaN            NaN  0.515517        1.59039                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        97.9351                 NaN            NaN            NaN            NaN            NaN  0.500419        1.56450                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        97.9779                 NaN            NaN            NaN            NaN            NaN  0.488032        1.53407                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.0142                 NaN            NaN            NaN            NaN            NaN  0.467446        1.51834                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.0512                 NaN            NaN            NaN            NaN            NaN  0.449496        1.49935                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.0868                 NaN            NaN            NaN            NaN            NaN  0.437557        1.47563                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.1197                 NaN            NaN            NaN            NaN            NaN  0.419756        1.46051                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1539                 NaN            NaN            NaN            NaN            NaN  0.407745        1.43838                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1841                 NaN            NaN            NaN            NaN            NaN  0.389543        1.42636                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.2131                 NaN            NaN            NaN            NaN            NaN  0.374519        1.41242                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.2422                 NaN            NaN            NaN            NaN            NaN  0.363619        1.39421                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2704                 NaN            NaN            NaN            NaN            NaN  0.348271        1.38130                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.2826                 NaN            NaN            NaN            NaN            NaN  0.248898        1.33070       0.137841                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.2745                 NaN            NaN            NaN            NaN            NaN  0.357589E-001  0.467184        1.22259                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.2959                 NaN            NaN            NaN            NaN            NaN  0.178097E-001   1.19974       0.486589                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3118                 NaN            NaN            NaN            NaN            NaN  0.899015E-003  0.506634        1.18068                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3500                 NaN            NaN            NaN            NaN            NaN  0.140000       0.326723        1.18325                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3568                 NaN            NaN            NaN            NaN            NaN            NaN   1.14763       0.495562                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3776                 NaN            NaN            NaN            NaN            NaN            NaN  0.492731        1.12965                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3962                 NaN            NaN            NaN            NaN            NaN            NaN  0.489496        1.11427                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4135                 NaN            NaN            NaN            NaN            NaN            NaN   1.10091       0.485543                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4318                 NaN            NaN            NaN            NaN            NaN            NaN  0.482930        1.08531                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4506                 NaN            NaN            NaN            NaN            NaN            NaN  0.479619        1.06977                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4660                 NaN            NaN            NaN            NaN            NaN            NaN   1.05727       0.476718                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4823                 NaN            NaN            NaN            NaN            NaN            NaN   1.04294       0.474813                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4981                 NaN            NaN            NaN            NaN            NaN            NaN  0.471869        1.03002                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.5118                 NaN            NaN  0.237920E-005            NaN            NaN            NaN  0.469581        1.01861                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5279                 NaN            NaN  0.164875E-002            NaN            NaN            NaN   1.00073       0.469767                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.5433                 NaN            NaN  0.145814E-002            NaN            NaN            NaN  0.988517       0.466682                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.5553                 NaN            NaN  0.130889E-002            NaN            NaN            NaN  0.464861       0.978579                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.5681                 NaN            NaN  0.114530E-002            NaN            NaN            NaN  0.967283       0.463465                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.5813                 NaN            NaN  0.991642E-003            NaN            NaN            NaN  0.461051       0.956667                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.5934                 NaN            NaN  0.832759E-003            NaN            NaN            NaN  0.946971       0.458834                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.6051                 NaN            NaN  0.677159E-003            NaN            NaN            NaN  0.937081       0.457097                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.6141                 NaN            NaN  0.551457E-003            NaN            NaN            NaN  0.456436       0.928880                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.6284                 NaN            NaN  0.387895E-003            NaN            NaN            NaN  0.453787       0.917472                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.6373                 NaN            NaN  0.249773E-003            NaN            NaN            NaN  0.453393       0.909011                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.6479                 NaN            NaN  0.101570E-003            NaN            NaN            NaN  0.900888       0.451126                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.6574                 NaN            NaN  0.213345E-004            NaN            NaN            NaN  0.450085       0.892535                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.7567                 NaN            NaN            NaN            NaN            NaN            NaN  0.912009       0.900919       0.430332                 NaN            NaN            NaN
  1373.43        500.000        97.1088                 NaN            NaN            NaN            NaN            NaN            NaN  0.895900        1.24979       0.745535                 NaN            NaN            NaN
  1370.93        500.000        97.1606                 NaN            NaN            NaN            NaN            NaN            NaN   1.23091       0.878623       0.729850                 NaN            NaN            NaN
  1368.42        500.000        97.2110                 NaN            NaN            NaN            NaN            NaN            NaN   1.21130       0.863781       0.713946                 NaN            NaN            NaN
  1365.91        500.000        97.2548                 NaN            NaN            NaN            NaN            NaN            NaN  0.848375        1.19662       0.700233                 NaN            NaN            NaN
  1363.41        500.000        97.3024                 NaN            NaN            NaN            NaN            NaN            NaN  0.832531        1.17946       0.685613                 NaN            NaN            NaN
  1360.90        500.000        97.3436                 NaN            NaN            NaN            NaN            NaN            NaN  0.818110        1.16570       0.672560                 NaN            NaN            NaN
  1358.40        500.000        97.3834                 NaN            NaN            NaN            NaN            NaN            NaN   1.15181       0.805000       0.659750                 NaN            NaN            NaN
  1355.89        500.000        97.4103                 NaN            NaN            NaN            NaN  0.932655E-001            NaN  0.836546       0.997950       0.661908                 NaN            NaN            NaN
  1353.38        500.000        97.3786                 NaN            NaN            NaN            NaN  0.744663                 NaN   1.12948                 NaN  0.747272                 NaN            NaN            NaN
  1350.88        500.000        97.3831                 NaN            NaN            NaN            NaN  0.647894                 NaN   1.03985       0.197189       0.731993                 NaN            NaN            NaN
  1348.37        500.000        97.4660                 NaN            NaN            NaN            NaN  0.726246                 NaN   1.09005                 NaN  0.717674                 NaN            NaN            NaN
  1345.86        500.000        97.5002                 NaN            NaN            NaN            NaN  0.721786                 NaN   1.07140                 NaN  0.706651                 NaN            NaN            NaN
  1343.36        500.000        97.5375                 NaN            NaN            NaN            NaN  0.715586                 NaN   1.05296                 NaN  0.693963                 NaN            NaN            NaN
  1340.85        500.000        97.5734                 NaN            NaN            NaN            NaN  0.705984                 NaN   1.03931                 NaN  0.681332                 NaN            NaN            NaN
  1338.35        500.000        97.6159                 NaN            NaN            NaN            NaN  0.694462                 NaN   1.02249                 NaN  0.667137                 NaN            NaN            NaN
  1335.84        500.000        97.6485                 NaN            NaN            NaN            NaN  0.691914                 NaN   1.00350                 NaN  0.656136                 NaN            NaN            NaN
  1333.33        500.000        97.6838                 NaN            NaN            NaN            NaN  0.685509                 NaN  0.986373                 NaN  0.644337                 NaN            NaN            NaN
  1330.83        500.000        97.7167                 NaN            NaN  0.179257E-002            NaN  0.672783                 NaN  0.976393                 NaN  0.632330                 NaN            NaN            NaN
  1328.32        500.000        3.76852        92.7122                 NaN  0.213899                 NaN  0.964202                 NaN   1.35107                 NaN  0.990103                 NaN            NaN            NaN
  1325.81        500.000        9.75510        86.0358                 NaN  0.456481                 NaN  0.976657                 NaN   1.62242                 NaN   1.15351                 NaN            NaN            NaN
  1323.31        500.000        15.4016        80.6741                 NaN  0.541610                 NaN  0.770134                 NaN   1.56981                 NaN   1.04271                 NaN            NaN            NaN
  1320.80        500.000        20.2822        76.2870                 NaN  0.519135                 NaN  0.609856                 NaN   1.40773                 NaN  0.894061                 NaN            NaN            NaN
  1318.30        500.000        24.3585        72.6857                 NaN  0.462609                 NaN  0.496943                 NaN   1.23557                 NaN  0.760598                 NaN            NaN            NaN
  1315.79        500.000        27.7354        69.6989                 NaN  0.406001                 NaN  0.417750                 NaN   1.08745                 NaN  0.654547                 NaN            NaN            NaN
  1313.28        500.000        30.5305        67.2102                 NaN  0.358499                 NaN  0.358597                 NaN  0.970017                 NaN  0.572178                 NaN            NaN            NaN
  1310.78        500.000        32.8428        65.1411                 NaN  0.318167                 NaN  0.315274                 NaN  0.874838                 NaN  0.507808                 NaN            NaN            NaN
  1308.27        500.000        34.7598        63.4155                 NaN  0.286600                 NaN  0.279963                 NaN  0.800824                 NaN  0.457351                 NaN            NaN            NaN
  1305.76        500.000        36.3069        62.0261                 NaN  0.256504                 NaN  0.257067                 NaN  0.737253                 NaN  0.416172                 NaN            NaN            NaN
  1303.26        500.000        37.5599        60.8960                 NaN  0.234366                 NaN  0.236316                 NaN  0.689157                 NaN  0.384277                 NaN            NaN            NaN
  1300.75        500.000        38.5444        60.0093                 NaN  0.215075                 NaN  0.221315                 NaN  0.651078                 NaN  0.358782                 NaN            NaN            NaN
  1298.25        500.000        99.2925                 NaN            NaN            NaN            NaN            NaN            NaN  0.707541                 NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        98.8981                 NaN            NaN            NaN            NaN            NaN            NaN  0.880330                 NaN  0.221541                 NaN            NaN            NaN
  1293.23        500.000        98.5567                 NaN            NaN  0.435014E-001            NaN  0.137880                 NaN  0.901340                 NaN  0.360551                 NaN            NaN            NaN
  1290.73        500.000        98.2511                 NaN            NaN  0.730507                 NaN  0.375081                 NaN  0.720520E-002            NaN  0.636061                 NaN            NaN            NaN
  1288.22        500.000        98.7762                 NaN            NaN  0.158969                 NaN  0.192381                 NaN  0.571698                 NaN  0.300765                 NaN            NaN            NaN
  1285.71        500.000        98.7796                 NaN            NaN  0.154114                 NaN  0.191973                 NaN  0.575077                 NaN  0.299258                 NaN            NaN            NaN
  1283.21        500.000        98.7679                 NaN            NaN  0.150405                 NaN  0.194402                 NaN  0.585716                 NaN  0.301546                 NaN            NaN            NaN
  1280.70        500.000        98.7362                 NaN            NaN  0.149919                 NaN  0.198465                 NaN  0.606803                 NaN  0.308641                 NaN            NaN            NaN
  1278.20        500.000        98.6816                 NaN            NaN  0.152240                 NaN  0.205103                 NaN  0.639852                 NaN  0.321194                 NaN            NaN            NaN
  1275.69        500.000        98.5955                 NaN            NaN  0.158059                 NaN  0.215009                 NaN  0.690291                 NaN  0.341140                 NaN            NaN            NaN
  1273.18        500.000        98.4727                 NaN            NaN  0.168679                 NaN  0.228819                 NaN  0.759505                 NaN  0.370283                 NaN            NaN            NaN
  1270.68        500.000        25.5564        72.7111                 NaN  0.188290                 NaN  0.245427                 NaN  0.881584                 NaN  0.417136                 NaN            NaN            NaN
  1268.17        500.000        20.2711        77.7006                 NaN  0.218679                 NaN  0.269469                 NaN   1.05357                 NaN  0.486583                 NaN            NaN            NaN
  1265.66        500.000        12.6326        84.8289                 NaN  0.270856                 NaN  0.300905                 NaN   1.36239                 NaN  0.604355                 NaN            NaN            NaN
  1263.16        500.000       0.448462        96.0174                 NaN  0.373583                 NaN  0.317022                 NaN   2.01243                 NaN  0.831155                 NaN            NaN            NaN
  1260.65        500.000        98.0470                 NaN            NaN  0.314077                 NaN            NaN            NaN  0.690168       0.422332       0.526388                 NaN            NaN            NaN
  1258.15        500.000        99.0240                 NaN            NaN            NaN            NaN            NaN            NaN  0.328903       0.457528       0.189606                 NaN            NaN            NaN
  1255.64        500.000        98.6741                 NaN            NaN  0.180017                 NaN            NaN            NaN  0.525562       0.296898       0.323437                 NaN            NaN            NaN
  1253.13        500.000        98.7040                 NaN            NaN  0.181924                 NaN            NaN            NaN  0.280749       0.516830       0.316505                 NaN            NaN            NaN
  1250.63        500.000        98.7596                 NaN            NaN  0.163980                 NaN  0.155105                 NaN  0.590234       0.173693E-001  0.313733                 NaN            NaN            NaN
  1248.12        500.000        97.9957                 NaN            NaN  0.202053                 NaN  0.126745                 NaN  0.161087       0.642154       0.386396       0.485827                 NaN            NaN
  1245.61        500.000        93.5141                 NaN            NaN  0.438120                 NaN            NaN            NaN   1.01893       0.928915       0.831208        3.26877                 NaN            NaN
  1243.11        500.000        93.9720                 NaN            NaN  0.405953                 NaN            NaN            NaN  0.858274       0.950929       0.772176        3.04069                 NaN            NaN
  1240.60        500.000        94.3812                 NaN            NaN  0.378092                 NaN            NaN            NaN  0.890777       0.792194       0.718902        2.83888                 NaN            NaN
  1238.10        500.000        94.7366                 NaN            NaN  0.352061                 NaN            NaN            NaN  0.835338       0.739773       0.672241        2.66398                 NaN            NaN
  1235.59        500.000        95.0647                 NaN            NaN  0.327182                 NaN            NaN            NaN  0.783602       0.691980       0.628437        2.50415                 NaN            NaN
  1233.08        500.000        94.9504                 NaN            NaN  0.115427       0.339775                 NaN            NaN   1.28185                 NaN  0.629802        2.68276                 NaN            NaN
  1230.58        500.000        95.8856                 NaN            NaN  0.148076                 NaN  0.344560                 NaN  0.517715       0.480980       0.548935        2.07409                 NaN            NaN
  1228.07        500.000        90.3909                 NaN            NaN  0.780154                 NaN  0.859718                 NaN   1.22541                 NaN   1.46604        5.27778                 NaN            NaN
  1225.56        500.000        98.8598                 NaN            NaN            NaN            NaN  0.459738E-004            NaN  0.718062       0.446061E-001  0.268653       0.108870                 NaN            NaN
  1223.06        500.000        98.5568                 NaN            NaN            NaN            NaN  0.648965E-005            NaN  0.399611       0.374795                 NaN  0.668807                 NaN            NaN
  1220.55        500.000        97.7079                 NaN            NaN  0.111834                 NaN  0.507148E-005            NaN  0.286697       0.448233       0.714422E-001   1.37393                 NaN            NaN
  1218.05        500.000        95.5527                 NaN            NaN  0.438205                 NaN  0.200399E-005            NaN  0.532091       0.441618       0.463866        2.57153                 NaN            NaN
  1215.54        500.000        97.6570                 NaN            NaN  0.152123                 NaN            NaN            NaN  0.822164                 NaN  0.368193        1.00056                 NaN            NaN
  1213.03        500.000        16.4640                 NaN            NaN   2.79589                 NaN   2.19442                 NaN   8.24490                 NaN   7.19654        31.1505        31.9537                 NaN
  1210.53        500.000        94.0868                 NaN            NaN            NaN            NaN  0.308442E-005            NaN  0.456635       0.820874       0.476102        2.12385        1.91415       0.121604     
  1208.02        500.000        76.0410                 NaN            NaN  0.595651                 NaN  0.826958E-005            NaN   2.06096        1.85040        2.04741        8.72315        8.68146                 NaN
  1205.51        500.000        73.8967                 NaN            NaN  0.955098                 NaN  0.707211E-005            NaN   2.22409       0.873885        2.19963        9.86201        9.98860                 NaN
  1203.01        500.000        77.3317                 NaN            NaN  0.785748                 NaN  0.487477                 NaN   2.29038                 NaN   1.91880        8.50258        8.68332                 NaN
  1200.50        500.000        79.1332                 NaN            NaN  0.678367                 NaN  0.556535                 NaN   1.97643                 NaN   1.76635        7.83266        8.05648                 NaN
  1197.99        500.000        92.3454                 NaN            NaN  0.218092                 NaN  0.253795                 NaN  0.666291                 NaN  0.651370        2.81864        3.04646                 NaN
  1195.49        500.000        71.0955                 NaN            NaN  0.911090                 NaN  0.780096                 NaN   2.75089                 NaN   2.41795        10.9545        11.0899                 NaN
  1192.98        500.000        78.7684                 NaN            NaN  0.639908                 NaN  0.605418                 NaN   1.89795                 NaN   1.76575        8.06174        8.26082                 NaN
  1190.48        500.000        88.9220                 NaN            NaN  0.299875                 NaN  0.384430                 NaN  0.920363                 NaN  0.916282        4.24689        4.31017                 NaN
  1187.97        500.000        99.0826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.532710E-001  0.476630       0.373730       0.137856E-001
  1185.46        500.000        45.1212                 NaN            NaN   1.56527                 NaN   1.28613                 NaN   4.37340                 NaN   4.27758        21.7900        21.5864                 NaN
  1182.96        500.000                 NaN            NaN            NaN   2.78668                 NaN   2.01450                 NaN   6.69643                 NaN   7.36620        41.2578        39.8784                 NaN
  1180.45        500.000                 NaN            NaN            NaN   2.79842                 NaN   2.00613                 NaN   6.68482                 NaN   7.37010        41.2552        39.8854                 NaN
  1177.94        500.000                 NaN            NaN            NaN   2.75887                 NaN   2.14766                 NaN   6.55856                 NaN   7.38039        41.2574        39.8971                 NaN
  1175.44        500.000                 NaN            NaN            NaN   2.71759                 NaN   2.15267                 NaN   6.62547                 NaN   7.37976        41.2565        39.8681                 NaN
  1172.93        500.000                 NaN            NaN            NaN   2.71814                 NaN   2.16000                 NaN   6.61488                 NaN   7.38275        41.2528        39.8714                 NaN
  1170.43        500.000                 NaN            NaN            NaN   2.70273                 NaN   2.19473                 NaN   6.59384                 NaN   7.38678        41.2514        39.8705                 NaN
  1167.92        500.000                 NaN            NaN            NaN   2.69044                 NaN   2.22351                 NaN   6.57560                 NaN   7.39046        41.2498        39.8702                 NaN
  1165.41        500.000                 NaN            NaN            NaN   2.62449                 NaN   2.33146                 NaN   6.53578                 NaN   7.40294        41.2529        39.8525                 NaN
  1162.91        500.000                 NaN            NaN            NaN   2.61561                 NaN   2.35810                 NaN   6.51474                 NaN   7.40655        41.2508        39.8542                 NaN
  1160.40        500.000                 NaN            NaN            NaN   2.62763                 NaN   2.35493                 NaN   6.49800                 NaN   7.40882        41.2476        39.8630                 NaN
  1157.89        500.000                 NaN            NaN            NaN   2.63121                 NaN   2.35538                 NaN   6.49744                 NaN   7.40642        41.2428        39.8668                 NaN
  1155.39        500.000                 NaN            NaN            NaN   2.60798                 NaN   2.39752                 NaN   6.47760                 NaN   7.41270        41.2420        39.8622                 NaN
  1152.88        500.000                 NaN            NaN            NaN   2.60561                 NaN   2.41225                 NaN   6.46410                 NaN   7.41392        41.2384        39.8657                 NaN
  1150.38        500.000                 NaN            NaN            NaN   2.57869                 NaN   2.46007                 NaN   6.44674                 NaN   7.41760        41.2366        39.8603                 NaN
  1147.87        500.000                 NaN            NaN            NaN   2.56773                 NaN   2.48820                 NaN   6.42570                 NaN   7.42239        41.2349        39.8610                 NaN
  1145.36        500.000                 NaN            NaN            NaN   2.55410                 NaN   2.51747                 NaN   6.40936                 NaN   7.42623        41.2327        39.8602                 NaN
  1142.86        500.000                 NaN            NaN            NaN   2.52863                 NaN   2.56291                 NaN   6.39122                 NaN   7.43096        41.2312        39.8551                 NaN
  1140.35        500.000                 NaN            NaN            NaN  0.910273                 NaN   4.07023                 NaN   6.25469                 NaN   7.50172        41.2852        39.4512       0.526753     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   4.92011                 NaN   6.18316                 NaN   7.54246        41.3119        39.2228       0.819528     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.92659                 NaN   6.17792                 NaN   7.54459        41.3068        39.2250       0.819107     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   4.93669                 NaN   6.16388                 NaN   7.54632        41.3037        39.2297       0.819694     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   4.94940                 NaN   6.14595                 NaN   7.54752        41.3026        39.2342       0.820334     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   4.96173                 NaN   6.12868                 NaN   7.54876        41.3014        39.2385       0.820926     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   4.97850                 NaN   6.10292                 NaN   7.55353        41.2996        39.2435       0.821937     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   4.98920                 NaN   6.08925                 NaN   7.55093        41.3003        39.2479       0.822443     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   5.00014                 NaN   6.07419                 NaN   7.55225        41.2986        39.2519       0.822921     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.13223                 NaN   5.88195                 NaN   7.56239        41.2956        39.2973       0.830502     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   5.23465                 NaN   5.76276                 NaN   7.59309        41.2316        39.3463       0.831608     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   5.24126                 NaN   5.75518                 NaN   7.59543        41.2273        39.3494       0.831452     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   5.24840                 NaN   5.74534                 NaN   7.59654        41.2252        39.3525       0.832001     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   5.25325                 NaN   5.74126                 NaN   7.59777        41.2219        39.3542       0.831608     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   5.26059                 NaN   5.73093                 NaN   7.60009        41.2179        39.3583       0.832155     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   5.26660                 NaN   5.72369                 NaN   7.60222        41.2137        39.3615       0.832287     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   5.27255                 NaN   5.71703                 NaN   7.60366        41.2106        39.3639       0.832226     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   5.27830                 NaN   5.71084                 NaN   7.60563        41.2063        39.3668       0.832169     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   5.28426                 NaN   5.70356                 NaN   7.60720        41.2032        39.3695       0.832273     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   5.29021                 NaN   5.69669                 NaN   7.60923        41.1991        39.3725       0.832336     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   5.29594                 NaN   5.69007                 NaN   7.61125        41.1949        39.3755       0.832403     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   5.32610                 NaN   5.65116                 NaN   7.61899        41.1808        39.3896       0.833399     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   5.30650                 NaN   5.67839                 NaN   7.61519        41.1865        39.3810       0.832411     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   5.32627                 NaN   5.65179                 NaN   7.61969        41.1792        39.3898       0.833215     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   5.31734                 NaN   5.66612                 NaN   7.61918        41.1782        39.3867       0.832490     
