|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1501.25        500.000        97.6312                 NaN            NaN  0.135676E-002            NaN            NaN  0.605156        1.76231                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.6817                 NaN            NaN  0.104149E-002            NaN            NaN  0.590432        1.72682                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.7346                 NaN            NaN  0.650355E-003            NaN            NaN  0.580847        1.68391                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.7926                 NaN            NaN  0.302114E-003            NaN            NaN  0.566791        1.64026                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.8426                 NaN            NaN  0.168724E-003            NaN            NaN  0.551342        1.60584                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.8935                 NaN            NaN            NaN            NaN            NaN  0.538129        1.56833                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.9408                 NaN            NaN            NaN            NaN            NaN  0.521868        1.53733                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.9850                 NaN            NaN            NaN            NaN            NaN  0.505784        1.50924                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.0313                 NaN            NaN  0.436145E-003            NaN            NaN  0.489228        1.47899                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.0740                 NaN            NaN            NaN            NaN            NaN  0.476430        1.44960                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.1148                 NaN            NaN            NaN            NaN            NaN  0.460785        1.42445                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.1542                 NaN            NaN            NaN            NaN            NaN  0.446345        1.39944                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.1915                 NaN            NaN            NaN            NaN            NaN  0.432841        1.37568                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.2303                 NaN            NaN            NaN            NaN            NaN  0.421689        1.34799                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2635                 NaN            NaN            NaN            NaN            NaN  0.403479        1.33300                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2971                 NaN            NaN            NaN            NaN            NaN  0.387561        1.31530                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.3297                 NaN            NaN            NaN            NaN            NaN  0.376851        1.29348                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3597                 NaN            NaN            NaN            NaN            NaN  0.361166        1.27913                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3908                 NaN            NaN            NaN            NaN            NaN  0.350452        1.25876                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4184                 NaN            NaN            NaN            NaN            NaN  0.334453        1.24712                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4450                 NaN            NaN            NaN            NaN            NaN  0.321208        1.23384                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4716                 NaN            NaN            NaN            NaN            NaN  0.311483        1.21688                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4974                 NaN            NaN            NaN            NaN            NaN  0.298027        1.20453                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.5093                 NaN            NaN            NaN            NaN            NaN  0.212749        1.15941       0.118583                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5037                 NaN            NaN            NaN            NaN            NaN  0.305315E-001  0.401480        1.06430                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5236                 NaN            NaN            NaN            NaN            NaN  0.151873E-001   1.04355       0.417659                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5388                 NaN            NaN            NaN            NaN            NaN  0.765728E-003  0.434357        1.02611                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5738                 NaN            NaN            NaN            NaN            NaN  0.119086       0.279772        1.02731                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5808                 NaN            NaN            NaN            NaN            NaN            NaN  0.995434       0.423815                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6002                 NaN            NaN            NaN            NaN            NaN            NaN  0.420875       0.978945                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6177                 NaN            NaN            NaN            NaN            NaN            NaN  0.417590       0.964732                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6342                 NaN            NaN            NaN            NaN            NaN            NaN  0.952151       0.413689                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6512                 NaN            NaN            NaN            NaN            NaN            NaN  0.410949       0.937840                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6689                 NaN            NaN            NaN            NaN            NaN            NaN  0.407628       0.923496                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6837                 NaN            NaN            NaN            NaN            NaN            NaN  0.911689       0.404617                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6991                 NaN            NaN            NaN            NaN            NaN            NaN  0.898441       0.402482                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.7141                 NaN            NaN            NaN            NaN            NaN            NaN  0.399446       0.886471                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.7274                 NaN            NaN  0.150117E-005            NaN            NaN            NaN  0.396973       0.875605                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.7429                 NaN            NaN  0.104070E-002            NaN            NaN            NaN  0.859386       0.396623                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.7575                 NaN            NaN  0.920803E-003            NaN            NaN            NaN  0.848067       0.393469                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.7693                 NaN            NaN  0.826803E-003            NaN            NaN            NaN  0.391382       0.838519                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7817                 NaN            NaN  0.723662E-003            NaN            NaN            NaN  0.827925       0.389653                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.7944                 NaN            NaN  0.626820E-003            NaN            NaN            NaN  0.387081       0.817913                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.8061                 NaN            NaN  0.526631E-003            NaN            NaN            NaN  0.808697       0.384673                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.8176                 NaN            NaN  0.428338E-003            NaN            NaN            NaN  0.799336       0.382660                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.8268                 NaN            NaN  0.348923E-003            NaN            NaN            NaN  0.381526       0.791354                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.8402                 NaN            NaN  0.245583E-003            NaN            NaN            NaN  0.378790       0.780766                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.8493                 NaN            NaN  0.158208E-003            NaN            NaN            NaN  0.377908       0.772639                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.8597                 NaN            NaN  0.643575E-004            NaN            NaN            NaN  0.764785       0.375449                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.8692                 NaN            NaN  0.135225E-004            NaN            NaN            NaN  0.374020       0.756768                 NaN            NaN            NaN            NaN
  1375.94        500.000        98.0239                 NaN            NaN            NaN            NaN            NaN            NaN  0.757004       0.763207       0.455925                 NaN            NaN            NaN
  1373.43        500.000        97.4162                 NaN            NaN            NaN            NaN            NaN            NaN  0.758063        1.03584       0.789889                 NaN            NaN            NaN
  1370.93        500.000        97.4667                 NaN            NaN            NaN            NaN            NaN            NaN   1.01821       0.742130       0.772917                 NaN            NaN            NaN
  1368.42        500.000        97.5159                 NaN            NaN            NaN            NaN            NaN            NaN   1.00003       0.728381       0.755708                 NaN            NaN            NaN
  1365.91        500.000        97.5592                 NaN            NaN            NaN            NaN            NaN            NaN  0.714098       0.985913       0.740815                 NaN            NaN            NaN
  1363.41        500.000        97.6056                 NaN            NaN            NaN            NaN            NaN            NaN  0.699562       0.969877       0.724953                 NaN            NaN            NaN
  1360.90        500.000        97.6464                 NaN            NaN            NaN            NaN            NaN            NaN  0.686220       0.956611       0.710749                 NaN            NaN            NaN
  1358.40        500.000        97.6859                 NaN            NaN            NaN            NaN            NaN            NaN  0.943309       0.673999       0.696796                 NaN            NaN            NaN
  1355.89        500.000        97.7184                 NaN            NaN            NaN            NaN  0.682786E-001            NaN  0.699102       0.815580       0.698605                 NaN            NaN            NaN
  1353.38        500.000        97.7270                 NaN            NaN            NaN            NaN  0.543147                 NaN  0.941989                 NaN  0.787827                 NaN            NaN            NaN
  1350.88        500.000        97.7337                 NaN            NaN            NaN            NaN  0.470572                 NaN  0.864883       0.160306       0.770583                 NaN            NaN            NaN
  1348.37        500.000        97.8158                 NaN            NaN            NaN            NaN  0.525474                 NaN  0.904480                 NaN  0.754291                 NaN            NaN            NaN
  1345.86        500.000        97.8516                 NaN            NaN            NaN            NaN  0.520167                 NaN  0.886779                 NaN  0.741496                 NaN            NaN            NaN
  1343.36        500.000        97.8902                 NaN            NaN            NaN            NaN  0.513644                 NaN  0.869157                 NaN  0.726964                 NaN            NaN            NaN
  1340.85        500.000        97.9272                 NaN            NaN            NaN            NaN  0.504703                 NaN  0.855619                 NaN  0.712510                 NaN            NaN            NaN
  1338.35        500.000        97.9695                 NaN            NaN            NaN            NaN  0.494576                 NaN  0.839439                 NaN  0.696441                 NaN            NaN            NaN
  1335.84        500.000        98.0038                 NaN            NaN            NaN            NaN  0.490717                 NaN  0.821771                 NaN  0.683740                 NaN            NaN            NaN
  1333.33        500.000        98.0399                 NaN            NaN            NaN            NaN  0.484278                 NaN  0.805569                 NaN  0.670221                 NaN            NaN            NaN
  1330.83        500.000        98.0738                 NaN            NaN  0.107406E-002            NaN  0.473431                 NaN  0.795146                 NaN  0.656514                 NaN            NaN            NaN
  1328.32        500.000        4.01784        93.0522                 NaN  0.128308                 NaN  0.676228                 NaN   1.09872                 NaN   1.02673                 NaN            NaN            NaN
  1325.81        500.000        10.3655        86.1738                 NaN  0.273045                 NaN  0.680712                 NaN   1.31478                 NaN   1.19223                 NaN            NaN            NaN
  1323.31        500.000        16.2790        80.5289                 NaN  0.322088                 NaN  0.532710                 NaN   1.26519                 NaN   1.07208                 NaN            NaN            NaN
  1320.80        500.000        21.3218        75.9104                 NaN  0.306668                 NaN  0.418695                 NaN   1.12806                 NaN  0.914338                 NaN            NaN            NaN
  1318.30        500.000        25.4805        72.1504                 NaN  0.271551                 NaN  0.338817                 NaN  0.984750                 NaN  0.774046                 NaN            NaN            NaN
  1315.79        500.000        28.8860        69.0682                 NaN  0.236943                 NaN  0.283058                 NaN  0.862512                 NaN  0.663245                 NaN            NaN            NaN
  1313.28        500.000        31.6745        66.5321                 NaN  0.208141                 NaN  0.241650                 NaN  0.765997                 NaN  0.577579                 NaN            NaN            NaN
  1310.78        500.000        33.9563        64.4495                 NaN  0.183867                 NaN  0.211385                 NaN  0.688114                 NaN  0.510868                 NaN            NaN            NaN
  1308.27        500.000        35.8270        62.7349                 NaN  0.164924                 NaN  0.186828                 NaN  0.627626                 NaN  0.458708                 NaN            NaN            NaN
  1305.76        500.000        37.3158        61.3742                 NaN  0.147066                 NaN  0.170858                 NaN  0.575845                 NaN  0.416250                 NaN            NaN            NaN
  1303.26        500.000        38.5034        60.2863                 NaN  0.133900                 NaN  0.156441                 NaN  0.536585                 NaN  0.383373                 NaN            NaN            NaN
  1300.75        500.000        39.4171        59.4519                 NaN  0.122490                 NaN  0.145949                 NaN  0.505404                 NaN  0.357093                 NaN            NaN            NaN
  1298.25        500.000        99.4525                 NaN            NaN            NaN            NaN            NaN            NaN  0.547482                 NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        99.1008                 NaN            NaN            NaN            NaN            NaN            NaN  0.679374                 NaN  0.219869                 NaN            NaN            NaN
  1293.23        500.000        98.8327                 NaN            NaN  0.249108E-001            NaN  0.907513E-001            NaN  0.694045                 NaN  0.357555                 NaN            NaN            NaN
  1290.73        500.000        98.7092                 NaN            NaN  0.412142                 NaN  0.244485                 NaN  0.554060E-002            NaN  0.628655                 NaN            NaN            NaN
  1288.22        500.000        99.0520                 NaN            NaN  0.893539E-001            NaN  0.124819                 NaN  0.437706                 NaN  0.296121                 NaN            NaN            NaN
  1285.71        500.000        99.0553                 NaN            NaN  0.865226E-001            NaN  0.124301                 NaN  0.439597                 NaN  0.294288                 NaN            NaN            NaN
  1283.21        500.000        99.0480                 NaN            NaN  0.842603E-001            NaN  0.125491                 NaN  0.446436                 NaN  0.295853                 NaN            NaN            NaN
  1280.70        500.000        99.0243                 NaN            NaN  0.838906E-001            NaN  0.127859                 NaN  0.461605                 NaN  0.302374                 NaN            NaN            NaN
  1278.20        500.000        98.9841                 NaN            NaN  0.850176E-001            NaN  0.131746                 NaN  0.485286                 NaN  0.313884                 NaN            NaN            NaN
  1275.69        500.000        98.9199                 NaN            NaN  0.880868E-001            NaN  0.137678                 NaN  0.521859                 NaN  0.332484                 NaN            NaN            NaN
  1273.18        500.000        98.8282                 NaN            NaN  0.937985E-001            NaN  0.146057                 NaN  0.572164                 NaN  0.359817                 NaN            NaN            NaN
  1270.68        500.000        25.5003        73.1690                 NaN  0.104838                 NaN  0.156668                 NaN  0.663829                 NaN  0.405369                 NaN            NaN            NaN
  1268.17        500.000        20.1724        78.2721                 NaN  0.121586                 NaN  0.171588                 NaN  0.790724                 NaN  0.471614                 NaN            NaN            NaN
  1265.66        500.000        12.5325        85.5237                 NaN  0.150366                 NaN  0.191053                 NaN   1.01835                 NaN  0.584003                 NaN            NaN            NaN
  1263.16        500.000       0.443305        96.8528                 NaN  0.207034                 NaN  0.200698                 NaN   1.49583                 NaN  0.800314                 NaN            NaN            NaN
  1260.65        500.000        98.5157                 NaN            NaN  0.173266                 NaN            NaN            NaN  0.495194       0.312660       0.503155                 NaN            NaN            NaN
  1258.15        500.000        99.2479                 NaN            NaN            NaN            NaN            NaN            NaN  0.235085       0.336478       0.180546                 NaN            NaN            NaN
  1255.64        500.000        98.9964                 NaN            NaN  0.983138E-001            NaN            NaN            NaN  0.385849       0.211828       0.307587                 NaN            NaN            NaN
  1253.13        500.000        99.0224                 NaN            NaN  0.990820E-001            NaN            NaN            NaN  0.199758       0.378435       0.300298                 NaN            NaN            NaN
  1250.63        500.000        99.0747                 NaN            NaN  0.890352E-001            NaN  0.960102E-001            NaN  0.430988       0.123229E-001  0.296957                 NaN            NaN            NaN
  1248.12        500.000        98.3716                 NaN            NaN  0.109468                 NaN  0.782404E-001            NaN  0.114009       0.467824       0.365077       0.493822                 NaN            NaN
  1245.61        500.000        94.2522                 NaN            NaN  0.237536                 NaN            NaN            NaN  0.742050       0.657035       0.785979        3.32516                 NaN            NaN
  1243.11        500.000        94.6779                 NaN            NaN  0.219308                 NaN            NaN            NaN  0.604018       0.689221       0.727550        3.08202                 NaN            NaN
  1240.60        500.000        95.0567                 NaN            NaN  0.203516                 NaN            NaN            NaN  0.642684       0.554793       0.674978        2.86730                 NaN            NaN
  1238.10        500.000        95.3852                 NaN            NaN  0.188819                 NaN            NaN            NaN  0.600002       0.515616       0.629004        2.68136                 NaN            NaN
  1235.59        500.000        95.6866                 NaN            NaN  0.174888                 NaN            NaN            NaN  0.560409       0.480094       0.586038        2.51194                 NaN            NaN
  1233.08        500.000        95.5773                 NaN            NaN  0.619292E-001  0.181089                 NaN            NaN  0.911745                 NaN  0.585463        2.68251                 NaN            NaN
  1230.58        500.000        96.4445                 NaN            NaN  0.784605E-001            NaN  0.205920                 NaN  0.366985       0.329848       0.508346        2.06596                 NaN            NaN
  1228.07        500.000        91.5936                 NaN            NaN  0.412496                 NaN  0.511462                 NaN  0.869345                 NaN   1.35736        5.25578                 NaN            NaN
  1225.56        500.000        99.1129                 NaN            NaN            NaN            NaN  0.271429E-004            NaN  0.504063       0.302409E-001  0.245692       0.107098                 NaN            NaN
  1223.06        500.000        98.8105                 NaN            NaN            NaN            NaN  0.381673E-005            NaN  0.278948       0.253477                 NaN  0.657023                 NaN            NaN
  1220.55        500.000        98.0211                 NaN            NaN  0.586580E-001            NaN  0.297934E-005            NaN  0.193720       0.312781       0.651987E-001   1.34858                 NaN            NaN
  1218.05        500.000        96.1592                 NaN            NaN  0.229282                 NaN  0.117562E-005            NaN  0.358573       0.307009       0.423136        2.52283                 NaN            NaN
  1215.54        500.000        98.0399                 NaN            NaN  0.793513E-001            NaN            NaN            NaN  0.569522                 NaN  0.334277       0.976938                 NaN            NaN
  1213.03        500.000        17.7859                 NaN            NaN   1.55466                 NaN   1.37397                 NaN   6.17804                 NaN   7.02071        32.6897        33.3970                 NaN
  1210.53        500.000        94.6889                 NaN            NaN            NaN            NaN  0.180251E-005            NaN  0.307055       0.570425       0.432262        2.07497        1.86198       0.643624E-001
  1208.02        500.000        77.8510                 NaN            NaN  0.315398                 NaN  0.488922E-005            NaN   1.45425        1.26322        1.88734        8.65415        8.57461                 NaN
  1205.51        500.000        75.6549                 NaN            NaN  0.504267                 NaN  0.417569E-005            NaN   1.57175       0.596589        2.02687        9.78327        9.86231                 NaN
  1203.01        500.000        78.9777                 NaN            NaN  0.411995                 NaN  0.286330                 NaN   1.61322                 NaN   1.76162        8.40654        8.54260                 NaN
  1200.50        500.000        80.6834                 NaN            NaN  0.354296                 NaN  0.325633                 NaN   1.39087                 NaN   1.61703        7.72512        7.90368                 NaN
  1197.99        500.000        92.9934                 NaN            NaN  0.112314                 NaN  0.145965                 NaN  0.462456                 NaN  0.588773        2.74605        2.95108                 NaN
  1195.49        500.000        73.0724                 NaN            NaN  0.477743                 NaN  0.458111                 NaN   1.95306                 NaN   2.22550        10.8737        10.9395                 NaN
  1192.98        500.000        80.3554                 NaN            NaN  0.332466                 NaN  0.352291                 NaN   1.33890                 NaN   1.61046        7.93530        8.07522                 NaN
  1190.48        500.000        89.8442                 NaN            NaN  0.154122                 NaN  0.221199                 NaN  0.643678                 NaN  0.826972        4.14023        4.16956                 NaN
  1187.97        500.000        99.1242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.476228E-001  0.462904       0.358129       0.718224E-002
  1185.46        500.000        47.4184                 NaN            NaN  0.833980                 NaN  0.767297                 NaN   3.18503                 NaN   4.00561        22.1212        21.6685                 NaN
  1182.96        500.000                 NaN            NaN            NaN   1.53721                 NaN   1.24453                 NaN   5.06896                 NaN   7.14867        43.5127        41.4879                 NaN
  1180.45        500.000                 NaN            NaN            NaN   1.54312                 NaN   1.23908                 NaN   5.06039                 NaN   7.15234        43.5085        41.4966                 NaN
  1177.94        500.000                 NaN            NaN            NaN   1.52204                 NaN   1.32667                 NaN   4.96768                 NaN   7.16232        43.5104        41.5109                 NaN
  1175.44        500.000                 NaN            NaN            NaN   1.49994                 NaN   1.32970                 NaN   5.01876                 NaN   7.16162        43.5077        41.4823                 NaN
  1172.93        500.000                 NaN            NaN            NaN   1.49998                 NaN   1.33403                 NaN   5.01186                 NaN   7.16442        43.5024        41.4874                 NaN
  1170.43        500.000                 NaN            NaN            NaN   1.49159                 NaN   1.35540                 NaN   4.99732                 NaN   7.16823        43.4994        41.4880                 NaN
  1167.92        500.000                 NaN            NaN            NaN   1.48486                 NaN   1.37302                 NaN   4.98475                 NaN   7.17170        43.4964        41.4893                 NaN
  1165.41        500.000                 NaN            NaN            NaN   1.44930                 NaN   1.43982                 NaN   4.95713                 NaN   7.18368        43.4979        41.4722                 NaN
  1162.91        500.000                 NaN            NaN            NaN   1.44441                 NaN   1.45619                 NaN   4.94247                 NaN   7.18709        43.4943        41.4755                 NaN
  1160.40        500.000                 NaN            NaN            NaN   1.45058                 NaN   1.45414                 NaN   4.93116                 NaN   7.18912        43.4891        41.4859                 NaN
  1157.89        500.000                 NaN            NaN            NaN   1.45259                 NaN   1.45415                 NaN   4.93125                 NaN   7.18679        43.4833        41.4920                 NaN
  1155.39        500.000                 NaN            NaN            NaN   1.43992                 NaN   1.48005                 NaN   4.91718                 NaN   7.19281        43.4812        41.4889                 NaN
  1152.88        500.000                 NaN            NaN            NaN   1.43860                 NaN   1.48910                 NaN   4.90831                 NaN   7.19390        43.4760        41.4941                 NaN
  1150.38        500.000                 NaN            NaN            NaN   1.42422                 NaN   1.51854                 NaN   4.89646                 NaN   7.19743        43.4730        41.4903                 NaN
  1147.87        500.000                 NaN            NaN            NaN   1.41813                 NaN   1.53606                 NaN   4.88162                 NaN   7.20195        43.4697        41.4925                 NaN
  1145.36        500.000                 NaN            NaN            NaN   1.41070                 NaN   1.55404                 NaN   4.87046                 NaN   7.20560        43.4660        41.4932                 NaN
  1142.86        500.000                 NaN            NaN            NaN   1.39699                 NaN   1.58201                 NaN   4.85793                 NaN   7.21012        43.4632        41.4897                 NaN
  1140.35        500.000                 NaN            NaN            NaN  0.503030                 NaN   2.51397                 NaN   4.75617                 NaN   7.28348        43.5476        41.0979       0.297868     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   3.03962                 NaN   4.70459                 NaN   7.32560        43.5903        40.8764       0.463574     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.04285                 NaN   4.70468                 NaN   7.32742        43.5824        40.8794       0.463306     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.04948                 NaN   4.69448                 NaN   7.32900        43.5776        40.8858       0.463616     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.05715                 NaN   4.68214                 NaN   7.33004        43.5750        40.8918       0.463955     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.06459                 NaN   4.67027                 NaN   7.33111        43.5721        40.8977       0.464267     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   3.07471                 NaN   4.65224                 NaN   7.33560        43.5685        40.9041       0.464814     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.08120                 NaN   4.64278                 NaN   7.33297        43.5678        40.9102       0.465079     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.08778                 NaN   4.63252                 NaN   7.33413        43.5645        40.9158       0.465326     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.16895                 NaN   4.49693                 NaN   7.34355        43.5582        40.9628       0.469570     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.16879                 NaN   4.49671                 NaN   7.34348        43.5569        40.9645       0.469551     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.16863                 NaN   4.49649                 NaN   7.34342        43.5557        40.9662       0.469531     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.16847                 NaN   4.49627                 NaN   7.34335        43.5545        40.9679       0.469511     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.16832                 NaN   4.49605                 NaN   7.34328        43.5533        40.9696       0.469492     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   3.16816                 NaN   4.49583                 NaN   7.34321        43.5520        40.9713       0.469472     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.16800                 NaN   4.49561                 NaN   7.34314        43.5508        40.9730       0.469453     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.16785                 NaN   4.49539                 NaN   7.34308        43.5496        40.9747       0.469433     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   3.16769                 NaN   4.49517                 NaN   7.34301        43.5484        40.9763       0.469414     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   3.16754                 NaN   4.49495                 NaN   7.34294        43.5472        40.9780       0.469394     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   3.16738                 NaN   4.49473                 NaN   7.34287        43.5459        40.9797       0.469375     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.16722                 NaN   4.49451                 NaN   7.34281        43.5447        40.9814       0.469355     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   3.16707                 NaN   4.49429                 NaN   7.34274        43.5435        40.9831       0.469336     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.16691                 NaN   4.49407                 NaN   7.34267        43.5423        40.9847       0.469317     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.16675                 NaN   4.49385                 NaN   7.34261        43.5411        40.9864       0.469297     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.16660                 NaN   4.49363                 NaN   7.34254        43.5399        40.9881       0.469278     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.16644                 NaN   4.49341                 NaN   7.34247        43.5386        40.9898       0.469259     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   3.16629                 NaN   4.49319                 NaN   7.34241        43.5374        40.9915       0.469239     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   3.16613                 NaN   4.49297                 NaN   7.34234        43.5362        40.9931       0.469220     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   3.16598                 NaN   4.49275                 NaN   7.34228        43.5350        40.9948       0.469201     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   3.16582                 NaN   4.49253                 NaN   7.34221        43.5338        40.9965       0.469182     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   3.16566                 NaN   4.49231                 NaN   7.34214        43.5326        40.9981       0.469162     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.16551                 NaN   4.49209                 NaN   7.34208        43.5314        40.9998       0.469143     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   3.16535                 NaN   4.49187                 NaN   7.34201        43.5301        41.0015       0.469124     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   3.16520                 NaN   4.49165                 NaN   7.34195        43.5289        41.0032       0.469105     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   3.16505                 NaN   4.49143                 NaN   7.34189        43.5277        41.0048       0.469086     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   3.22776                 NaN   4.42541                 NaN   7.37081        43.4534        41.0530       0.469639     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   3.23166                 NaN   4.42081                 NaN   7.37298        43.4473        41.0577       0.469530     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   3.23588                 NaN   4.41416                 NaN   7.37395        43.4437        41.0625       0.469818     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   3.23815                 NaN   4.41251                 NaN   7.37507        43.4388        41.0658       0.469576     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   3.24297                 NaN   4.40532                 NaN   7.37721        43.4331        41.0715       0.469863     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   3.24658                 NaN   4.40078                 NaN   7.37918        43.4273        41.0763       0.469916     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.24978                 NaN   4.39696                 NaN   7.38048        43.4226        41.0803       0.469861     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.25308                 NaN   4.39341                 NaN   7.38230        43.4166        41.0848       0.469808     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.25651                 NaN   4.38891                 NaN   7.38372        43.4119        41.0891       0.469845     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   3.25994                 NaN   4.38479                 NaN   7.38559        43.4061        41.0937       0.469860     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   3.26331                 NaN   4.38079                 NaN   7.38746        43.4003        41.0983       0.469876     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.28161                 NaN   4.35469                 NaN   7.39486        43.3840        41.1144       0.470416     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   3.26936                 NaN   4.37403                 NaN   7.39109        43.3887        41.1070       0.469839     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   3.28133                 NaN   4.35542                 NaN   7.39539        43.3797        41.1179       0.470273     
