|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.75/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1834.59        500.000        99.4072                 NaN  0.579033       0.138140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        98.7708                 NaN   1.20057       0.286500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.9986                 NaN  0.136294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5598                 NaN  0.430011       0.102111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3067                 NaN  0.677255       0.160725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4074                 NaN  0.578900       0.137452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4092                 NaN  0.577163       0.136600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4099                 NaN  0.576534       0.135984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4076                 NaN  0.578753       0.136285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4078                 NaN  0.578556       0.136182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.2063                 NaN  0.775551       0.181583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6636                 NaN  0.328787       0.765258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3445                 NaN  0.640628       0.149138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4071                 NaN  0.579412       0.134413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4027                 NaN  0.583793       0.135251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4024                 NaN  0.584100       0.134942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4014                 NaN  0.585177       0.134477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4002                 NaN  0.586369       0.134064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3967                 NaN  0.589885       0.134349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3955                 NaN  0.591115       0.134214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3943                 NaN  0.592342       0.133978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.5140                 NaN   1.45375       0.322476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000       100.0000                 NaN  0.187416E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6733                 NaN  0.319469       0.724209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3627                 NaN  0.623448       0.138083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3810                 NaN  0.605625       0.133435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2969                 NaN  0.688003       0.151280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4580                 NaN  0.530520       0.115166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3575                 NaN  0.628826       0.136651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3821                 NaN  0.604940       0.129741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3640                 NaN  0.622668       0.133369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4062                 NaN  0.581329       0.124713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3202                 NaN  0.665792       0.140318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3545                 NaN  0.632177       0.132788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3508                 NaN  0.635877       0.132779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3474                 NaN  0.639382       0.132652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3427                 NaN  0.644022       0.132658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3384                 NaN  0.648311       0.132650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3320                 NaN  0.654673       0.133032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3330                 NaN  0.653776       0.131875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3219                 NaN  0.664791       0.133325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3230                 NaN  0.663772       0.132156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3184                 NaN  0.668442       0.132073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3593                 NaN  0.628393       0.123452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2587                 NaN  0.727140       0.141774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3019                 NaN  0.684873       0.132550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2988                 NaN  0.687938       0.132190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2921                 NaN  0.694616       0.132734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2879                 NaN  0.698827       0.132388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2802                 NaN  0.706498       0.133013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2785                 NaN  0.708308       0.132223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2753                 NaN  0.711500       0.131954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2646                 NaN  0.722118       0.133308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2670                 NaN  0.719809       0.131928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2583                 NaN  0.728447       0.132566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2541                 NaN  0.732581       0.132740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2500                 NaN  0.736751       0.132403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2446                 NaN  0.742130       0.132593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2406                 NaN  0.746115       0.132606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2354                 NaN  0.751293       0.132694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2291                 NaN  0.757553       0.133066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2290                 NaN  0.757786       0.132270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2237                 NaN  0.763053       0.132438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2194                 NaN  0.767336       0.132668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2154                 NaN  0.771305       0.132482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2103                 NaN  0.776455       0.132735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2104                 NaN  0.776360       0.132302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2031                 NaN  0.783634       0.132569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2035                 NaN  0.783292       0.132250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1993                 NaN  0.787432       0.132300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1971                 NaN  0.789632       0.132252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1948                 NaN  0.791975       0.132119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1915                 NaN  0.795226       0.132416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1904                 NaN  0.796441       0.131991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1891                 NaN  0.797680       0.132002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1877                 NaN  0.799138       0.131713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.8005                 NaN  0.196099       0.336358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.5741                 NaN   1.40304       0.228748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1848                 NaN  0.802086       0.131345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1848                 NaN  0.802092       0.131178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1836                 NaN  0.803261       0.131064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1851                 NaN  0.801825       0.130713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1847                 NaN  0.802276       0.130676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1800                 NaN  0.806858       0.131440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1929                 NaN  0.794190       0.129198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1876                 NaN  0.799436       0.130016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1894                 NaN  0.797624       0.129534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1601                 NaN  0.826471       0.134232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2263                 NaN  0.761324       0.123798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1959                 NaN  0.791243       0.128589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1908                 NaN  0.796216       0.129846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2113                 NaN  0.776040       0.126558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2039                 NaN  0.783353       0.127792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2081                 NaN  0.779259       0.126856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2082                 NaN  0.779106       0.126943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2137                 NaN  0.773632       0.126289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2941                 NaN  0.694558       0.113426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.1436                 NaN  0.842564       0.138033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2289                 NaN  0.758624       0.124576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8254                 NaN  0.433717       0.379596E-002  0.737116                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4582                 NaN  0.125515                 NaN   1.41632                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4927                 NaN  0.127080                 NaN   1.38023                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5146                 NaN  0.123345                 NaN   1.36208                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5394                 NaN  0.123556                 NaN   1.33702                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.1207                 NaN  0.701086E-001            NaN  0.809154                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.0265                 NaN  0.162679                 NaN   1.81083                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6051                 NaN  0.109273                 NaN   1.28567                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6257                 NaN  0.108537                 NaN   1.26580                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6460                 NaN  0.100496                 NaN   1.25350                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6480                 NaN  0.100620                 NaN   1.25135                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7067                 NaN  0.108926                 NaN   1.18440                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7013                 NaN  0.920210E-001            NaN   1.20666                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7296                 NaN  0.887945E-001            NaN   1.18160                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7450                 NaN  0.900673E-001            NaN   1.16497                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7590                 NaN  0.861930E-001            NaN   1.15480                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7763                 NaN  0.818790E-001            NaN   1.14185                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7927                 NaN  0.813270E-001            NaN   1.12602                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8086                 NaN  0.776195E-001            NaN   1.11377                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8242                 NaN  0.759062E-001            NaN   1.09985                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8385                 NaN  0.712559E-001            NaN   1.09029                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8531                 NaN  0.722570E-001            NaN   1.07467                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8687                 NaN  0.653197E-001            NaN   1.06603                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8816                 NaN  0.633427E-001            NaN   1.05503                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8944                 NaN  0.624798E-001            NaN   1.04315                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9066                 NaN  0.575768E-001            NaN   1.03584                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9253                 NaN  0.552537E-001            NaN   1.01941                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9328                 NaN  0.523260E-001            NaN   1.01483                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9419                 NaN  0.476662E-001            NaN   1.01043                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9561                 NaN  0.442233E-001            NaN  0.999721                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9691                 NaN  0.453014E-001            NaN  0.985584                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9791                 NaN  0.423484E-001            NaN  0.978568                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9883                 NaN  0.354797E-001            NaN  0.976193                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9983                 NaN  0.346571E-001            NaN  0.967041                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0118                 NaN  0.366691E-001            NaN  0.951545                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0206                 NaN  0.325457E-001            NaN  0.946854                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0314                 NaN  0.317971E-001            NaN  0.936828                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0382                 NaN  0.239364E-001            NaN  0.937819                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.5133                 NaN  0.308818E-001            NaN  0.455794                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.5890                 NaN  0.344261E-003            NaN   1.41065                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.6951                 NaN  0.693856E-001            NaN   1.23553                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.5210                 NaN  0.868532E-001            NaN  0.392100                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0793                 NaN  0.797705E-002            NaN  0.912713                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0861                 NaN  0.537885E-002            NaN  0.908484                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0943                 NaN  0.293698E-002            NaN  0.902812                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0982                 NaN  0.104680E-001            NaN  0.891353                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1189                 NaN  0.140666E-001            NaN  0.867036                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1192                 NaN  0.222799E-001            NaN  0.858529                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1213                 NaN            NaN            NaN  0.878732                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1248                 NaN  0.122039E-003            NaN  0.875107                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1412                 NaN  0.262534E-001            NaN  0.832544                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1405                 NaN            NaN            NaN  0.859522                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1472                 NaN            NaN            NaN  0.852781                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1529                 NaN            NaN            NaN  0.847119                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1587                 NaN            NaN            NaN  0.841344                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1107                 NaN  0.239218E-005            NaN  0.556715       0.332549                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9292                 NaN            NaN            NaN            NaN   1.07076                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9276                 NaN  0.274415E-005            NaN            NaN   1.07236                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.9159                 NaN            NaN            NaN            NaN   1.08408                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.9029                 NaN            NaN            NaN            NaN   1.09712                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8836                 NaN            NaN            NaN            NaN   1.11644                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8521                 NaN            NaN            NaN            NaN   1.14793                 NaN            NaN            NaN            NaN            NaN
