|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.416935E-003   99.5659       0.433666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000       0.464293E-004   99.4725       0.527433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.4775       0.522473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.4816       0.508390       0.100220E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.4850       0.514959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.4894       0.509992       0.622867E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.4949       0.488959       0.161610E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.2407       0.735318       0.240145E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.7505       0.241552       0.790998E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.5568       0.427706       0.155168E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.4742       0.511326       0.144844E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   99.0358       0.938320       0.259265E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN   99.5160       0.471956       0.120742E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.5314       0.410689       0.579433E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.5353       0.447999       0.167491E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.5332       0.466849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.5360       0.463978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.5431       0.444806       0.120862E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.5428       0.457241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.5477       0.448651       0.366114E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.5506       0.449442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.5540       0.444578       0.141766E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.5588       0.433791       0.742684E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.5435       0.449377       0.714298E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.5817       0.407726       0.105577E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.9725       0.254519E-001  0.206862E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.1647       0.831856       0.346622E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.5739       0.420508       0.558009E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.5752       0.421413       0.339694E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.5793       0.417032       0.364296E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   99.5816       0.415812       0.256251E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.5850       0.412720       0.229853E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.5865       0.411272       0.221881E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.5906       0.408823       0.585459E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   99.5915       0.395719       0.128063E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.5988       0.397505       0.366554E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.8303       0.165884       0.382766E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN   99.3727       0.616690       0.105991E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN   99.6059       0.382544       0.115329E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN   99.6069       0.393095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN   99.6062       0.393782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.25        500.000                 NaN   99.6175       0.362617       0.199217E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN   99.4261       0.547985       0.258811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1490.49        500.000                 NaN   99.7924       0.207584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.8202       0.178639       0.120002E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1487.72        500.000                 NaN   99.4342       0.565788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.6231       0.376901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.96        500.000                 NaN   99.5331       0.466897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   99.7278       0.272239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.20        500.000                 NaN   99.6219       0.378083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   99.6323       0.367671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.43        500.000                 NaN   99.6356       0.364398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.05        500.000                 NaN   99.6368       0.363195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.6369       0.362519       0.556785E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1475.29        500.000                 NaN   99.6392       0.360799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        500.000                 NaN   99.5944       0.405584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000                 NaN   99.7996       0.200351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.14        500.000                 NaN   99.5394       0.460580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        500.000                 NaN   99.6486       0.351393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.38        500.000                 NaN   99.6405       0.331615       0.443653E-005  0.278392E-001            NaN            NaN            NaN            NaN            NaN
  1467.00        500.000                 NaN   99.5959       0.834664E-001            NaN  0.320606                 NaN            NaN            NaN            NaN            NaN
  1465.62        500.000                 NaN   99.5575       0.639745E-001            NaN  0.378573                 NaN            NaN            NaN            NaN            NaN
  1464.24        500.000                 NaN   99.5646                 NaN            NaN  0.435427                 NaN            NaN            NaN            NaN            NaN
  1462.85        500.000                 NaN   99.5662       0.421160E-001            NaN  0.391679                 NaN            NaN            NaN            NaN            NaN
  1461.47        500.000                 NaN   99.5658                 NaN            NaN  0.434181                 NaN            NaN            NaN            NaN            NaN
  1460.09        500.000                 NaN   99.5640                 NaN            NaN  0.435990                 NaN            NaN            NaN            NaN            NaN
  1458.71        500.000                 NaN   99.5668                 NaN            NaN  0.433158                 NaN            NaN            NaN            NaN            NaN
  1457.33        500.000                 NaN   99.5663                 NaN            NaN  0.433685                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000                 NaN   99.5655                 NaN            NaN  0.434546                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000                 NaN   99.5658                 NaN            NaN  0.434199                 NaN            NaN            NaN            NaN            NaN
  1453.18        500.000                 NaN   99.5520                 NaN            NaN  0.427737       0.203051E-001            NaN            NaN            NaN            NaN
  1451.80        500.000                 NaN   99.3343                 NaN            NaN  0.306019       0.359671                 NaN            NaN            NaN            NaN
  1450.42        500.000                 NaN   99.3540                 NaN            NaN  0.365083       0.280919                 NaN            NaN            NaN            NaN
  1449.04        500.000                 NaN   99.3017       0.220331E-001            NaN  0.396098       0.280151                 NaN            NaN            NaN            NaN
  1447.66        500.000                 NaN   99.3360                 NaN            NaN  0.375768       0.288230                 NaN            NaN            NaN            NaN
  1446.27        500.000                 NaN   99.3458                 NaN            NaN  0.370525       0.283706                 NaN            NaN            NaN            NaN
  1444.89        500.000                 NaN   99.3502                 NaN            NaN  0.368407       0.281366                 NaN            NaN            NaN            NaN
  1443.51        500.000                 NaN   99.3561                 NaN            NaN  0.365274       0.278674                 NaN            NaN            NaN            NaN
  1442.13        500.000                 NaN   99.3625                 NaN            NaN  0.361897       0.275580                 NaN            NaN            NaN            NaN
  1440.75        500.000                 NaN   99.3687                 NaN            NaN  0.272485       0.358800                 NaN            NaN            NaN            NaN
  1439.37        500.000                 NaN   99.3864                 NaN            NaN  0.264441       0.349194                 NaN            NaN            NaN            NaN
  1437.98        500.000                 NaN   99.3672       0.610501E-002            NaN  0.265754       0.360942                 NaN            NaN            NaN            NaN
  1436.60        500.000                 NaN   99.3882       0.168805E-001            NaN  0.349233       0.245715                 NaN            NaN            NaN            NaN
  1435.22        500.000                 NaN   99.3913       0.170271E-001            NaN  0.244054       0.347624                 NaN            NaN            NaN            NaN
  1433.84        500.000                 NaN   99.3989       0.145136E-001            NaN  0.343334       0.243248                 NaN            NaN            NaN            NaN
  1432.46        500.000                 NaN   99.4035       0.148662E-001            NaN  0.240429       0.341194                 NaN            NaN            NaN            NaN
  1431.08        500.000                 NaN   99.4094       0.133398E-001            NaN  0.337897       0.239411                 NaN            NaN            NaN            NaN
  1429.69        500.000                 NaN   99.4144       0.123862E-001            NaN  0.335187       0.238039                 NaN            NaN            NaN            NaN
  1428.31        500.000                 NaN   99.4194       0.117089E-001            NaN  0.236099       0.332779                 NaN            NaN            NaN            NaN
  1426.93        500.000                 NaN   99.4246       0.114295E-001            NaN  0.330000       0.233970                 NaN            NaN            NaN            NaN
