|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.28        500.000       0.662900E-003   99.4924       0.506956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        500.000       0.738015E-004   99.3832       0.616685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.52        500.000                 NaN   99.3889       0.611060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        500.000                 NaN   99.3933       0.594691       0.119692E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.75        500.000                 NaN   99.3974       0.602576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        500.000                 NaN   99.4023       0.596921       0.744487E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1542.99        500.000                 NaN   99.4082       0.572502       0.193284E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        500.000                 NaN   99.1105       0.860807       0.287141E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.23        500.000                 NaN   99.7074       0.283093       0.947042E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000                 NaN   99.4799       0.501475       0.185883E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.46        500.000                 NaN   99.3833       0.599386       0.173522E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.70        500.000                 NaN   98.8693        1.09961       0.310523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        500.000                 NaN   99.4318       0.553738       0.144781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.94        500.000                 NaN   99.4484       0.482051       0.695261E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.56        500.000                 NaN   99.4541       0.525833       0.200926E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.17        500.000                 NaN   99.4518       0.548244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000                 NaN   99.4549       0.545117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.41        500.000                 NaN   99.4628       0.522659       0.145228E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.03        500.000                 NaN   99.4625       0.537460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.65        500.000                 NaN   99.4681       0.527495       0.440354E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        500.000                 NaN   99.4715       0.528540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.88        500.000                 NaN   99.4753       0.523039       0.170636E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   99.4806       0.510503       0.894542E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1518.12        500.000                 NaN   99.4624       0.528979       0.860623E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000                 NaN   99.5072       0.480072       0.127249E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN   99.9675       0.299964E-001  0.249815E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN   99.0165       0.979343       0.417829E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN   99.4977       0.495548       0.673272E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN   99.4992       0.496743       0.410082E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN   99.5038       0.491774       0.439993E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN   99.5065       0.490435       0.309612E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN   99.5103       0.486928       0.277844E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN   99.5120       0.485302       0.268255E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN   99.5167       0.482624       0.708310E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN   99.5171       0.467420       0.155067E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN   99.5260       0.469574       0.443847E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN   99.7993       0.196109       0.463934E-002            NaN            NaN            NaN            NaN            NaN            NaN
