|6.6.6
Archiving\03_Data\frac/QFM_m1/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1897.24        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.6476                 NaN            NaN  0.351265                 NaN  0.116813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4147                 NaN            NaN  0.579826                 NaN  0.542425E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4090                 NaN            NaN  0.575823                 NaN  0.152248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4119                 NaN            NaN  0.572914                 NaN  0.151897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4146                 NaN            NaN  0.570294                 NaN  0.151423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4160                 NaN            NaN  0.568856                 NaN  0.151592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4204                 NaN            NaN  0.564550                 NaN  0.150278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4236                 NaN            NaN  0.561375                 NaN  0.149764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4248                 NaN            NaN  0.560229                 NaN  0.149780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4283                 NaN            NaN  0.556817                 NaN  0.149097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        98.2523                 NaN            NaN   1.70271                 NaN  0.450054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.9996                 NaN            NaN            NaN            NaN  0.420630E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.9854                 NaN            NaN  0.136493E-001            NaN  0.909873E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5283                 NaN            NaN  0.459651                 NaN  0.120152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4375                 NaN            NaN  0.547776                 NaN  0.147152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4406                 NaN            NaN  0.544789                 NaN  0.146406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1706                 NaN            NaN  0.807801                 NaN  0.216296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.8382                 NaN            NaN  0.157439                 NaN  0.434361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3130                 NaN            NaN  0.669064                 NaN  0.179760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4444                 NaN            NaN  0.541017                 NaN  0.145521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4476                 NaN            NaN  0.537993                 NaN  0.144516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4483                 NaN            NaN  0.537245                 NaN  0.144305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4489                 NaN            NaN  0.536677                 NaN  0.143884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4485                 NaN            NaN  0.537101                 NaN  0.144387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4535                 NaN            NaN  0.532272                 NaN  0.142517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4414                 NaN            NaN  0.543924                 NaN  0.146812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4632                 NaN            NaN  0.522870                 NaN  0.138919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4525                 NaN            NaN  0.533251                 NaN  0.142594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4390                 NaN            NaN  0.546467                 NaN  0.145669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5960                 NaN            NaN  0.393454                 NaN  0.105427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3296                 NaN            NaN  0.653135                 NaN  0.173011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4517                 NaN            NaN  0.534163                 NaN  0.141555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4577                 NaN            NaN  0.528334                 NaN  0.139675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4556                 NaN            NaN  0.530446                 NaN  0.139963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4526                 NaN            NaN  0.533281                 NaN  0.140728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4585                 NaN            NaN  0.527665                 NaN  0.138206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4543                 NaN            NaN  0.531786                 NaN  0.139291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5296                 NaN            NaN  0.458373                 NaN  0.119896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3740                 NaN            NaN  0.610106                 NaN  0.158653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4566                 NaN            NaN  0.529669                 NaN  0.137115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4522                 NaN            NaN  0.533982                 NaN  0.138044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4544                 NaN            NaN  0.531939                 NaN  0.137060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4519                 NaN            NaN  0.534417                 NaN  0.137147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4489                 NaN            NaN  0.537333                 NaN  0.137245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4518                 NaN            NaN  0.534609                 NaN  0.136255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4488                 NaN            NaN  0.537506                 NaN  0.136524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4478                 NaN            NaN  0.538542                 NaN  0.136570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4490                 NaN            NaN  0.537464                 NaN  0.135213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4445                 NaN            NaN  0.541896                 NaN  0.135690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4449                 NaN            NaN  0.541611                 NaN  0.135038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4431                 NaN            NaN  0.543425                 NaN  0.134819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        98.5219                 NaN            NaN   1.44230                 NaN  0.358050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.9070                 NaN            NaN  0.912528E-001            NaN  0.175379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3274                 NaN            NaN  0.656646                 NaN  0.160003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4358                 NaN            NaN  0.550876                 NaN  0.133424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4334                 NaN            NaN  0.553263                 NaN  0.133491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4317                 NaN            NaN  0.554968                 NaN  0.133130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4287                 NaN            NaN  0.557940                 NaN  0.133103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4280                 NaN            NaN  0.558724                 NaN  0.132634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4250                 NaN            NaN  0.561723                 NaN  0.132702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4228                 NaN            NaN  0.563954                 NaN  0.132420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4215                 NaN            NaN  0.565259                 NaN  0.131955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4182                 NaN            NaN  0.568564                 NaN  0.132168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4183                 NaN            NaN  0.568580                 NaN  0.131329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4139                 NaN            NaN  0.572901                 NaN  0.131569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4125                 NaN            NaN  0.574390                 NaN  0.131183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4081                 NaN            NaN  0.578786                 NaN  0.131290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4093                 NaN            NaN  0.577667                 NaN  0.130515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4055                 NaN            NaN  0.581443                 NaN  0.130427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4033                 NaN            NaN  0.583636                 NaN  0.130415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3992                 NaN            NaN  0.587702                 NaN  0.130522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3993                 NaN            NaN  0.587739                 NaN  0.129748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3969                 NaN            NaN  0.590181                 NaN  0.129626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3937                 NaN            NaN  0.593358                 NaN  0.129626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3921                 NaN            NaN  0.594934                 NaN  0.129267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3894                 NaN            NaN  0.597705                 NaN  0.129193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3863                 NaN            NaN  0.600765                 NaN  0.129103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3857                 NaN            NaN  0.601407                 NaN  0.128533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3826                 NaN            NaN  0.604564                 NaN  0.128496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3809                 NaN            NaN  0.606249                 NaN  0.128305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3789                 NaN            NaN  0.608333                 NaN  0.128146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3768                 NaN            NaN  0.610414                 NaN  0.127934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3740                 NaN            NaN  0.613229                 NaN  0.128045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.8969                 NaN            NaN   1.08077                 NaN  0.223389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.8464                 NaN            NaN  0.150548                 NaN  0.309715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3679                 NaN            NaN  0.619414                 NaN  0.127340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3678                 NaN            NaN  0.619498                 NaN  0.126836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3655                 NaN            NaN  0.621845                 NaN  0.126838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3645                 NaN            NaN  0.622849                 NaN  0.126682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3625                 NaN            NaN  0.624820                 NaN  0.126507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.3725                 NaN            NaN   1.59546                 NaN  0.320445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.8118                 NaN            NaN  0.184461                 NaN  0.373324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9076                 NaN            NaN  0.906216E-001            NaN  0.180680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3586                 NaN            NaN  0.628831                 NaN  0.125327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3510                 NaN            NaN  0.636244                 NaN  0.127097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.7957                 NaN            NaN   1.18102                 NaN  0.232848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9375                 NaN            NaN  0.610827E-001            NaN  0.138605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3457                 NaN            NaN  0.641832                 NaN  0.124354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3563                 NaN            NaN  0.631347                 NaN  0.123945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3538                 NaN            NaN  0.633780                 NaN  0.124185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3554                 NaN            NaN  0.632194                 NaN  0.123649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2231                 NaN            NaN  0.575145                 NaN  0.912329E-002  0.192609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3188                 NaN            NaN  0.220011                 NaN            NaN   1.46122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3515                 NaN            NaN  0.215815                 NaN            NaN   1.43266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3813                 NaN            NaN  0.212723                 NaN            NaN   1.40597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4071                 NaN            NaN  0.209633                 NaN            NaN   1.38328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4399                 NaN            NaN  0.203351                 NaN            NaN   1.35672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4650                 NaN            NaN  0.198550                 NaN            NaN   1.33646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4895                 NaN            NaN  0.194746                 NaN            NaN   1.31576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5156                 NaN            NaN  0.190161                 NaN            NaN   1.29422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5403                 NaN            NaN  0.186587                 NaN            NaN   1.27313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5646                 NaN            NaN  0.182526                 NaN            NaN   1.25290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5850                 NaN            NaN  0.176753                 NaN            NaN   1.23826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6102                 NaN            NaN  0.173901                 NaN            NaN   1.21585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6310                 NaN            NaN  0.172625                 NaN            NaN   1.19642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6557                 NaN            NaN  0.166678                 NaN            NaN   1.17766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6762                 NaN            NaN  0.163671                 NaN            NaN   1.16012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6908                 NaN            NaN  0.157783                 NaN            NaN   1.15137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7161                 NaN            NaN  0.155568                 NaN            NaN   1.12836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7314                 NaN            NaN  0.151115                 NaN            NaN   1.11745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7551                 NaN            NaN  0.150144                 NaN            NaN   1.09476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7704                 NaN            NaN  0.146030                 NaN            NaN   1.08358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7893                 NaN            NaN  0.142700                 NaN            NaN   1.06800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8074                 NaN            NaN  0.140671                 NaN            NaN   1.05193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8224                 NaN            NaN  0.136251                 NaN            NaN   1.04139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8396                 NaN            NaN  0.132391                 NaN            NaN   1.02800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8543                 NaN            NaN  0.129620                 NaN            NaN   1.01606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8682                 NaN            NaN  0.126079                 NaN            NaN   1.00572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8853                 NaN            NaN  0.126879                 NaN            NaN  0.987786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8992                 NaN            NaN  0.120910                 NaN            NaN  0.979851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9182                 NaN            NaN  0.120454                 NaN            NaN  0.961350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
