|6.6.6
Archiving\03_Data\frac/QFM_m1/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1558.90        2500.00        98.9327                 NaN            NaN  0.114968                 NaN            NaN  0.952335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9461                 NaN            NaN  0.111298                 NaN            NaN  0.942574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9566                 NaN            NaN  0.109137                 NaN            NaN  0.934257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9698                 NaN            NaN  0.106075                 NaN            NaN  0.924156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9809                 NaN            NaN  0.102114                 NaN            NaN  0.916937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9944                 NaN            NaN  0.997885E-001            NaN            NaN  0.905784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0052                 NaN            NaN  0.958247E-001            NaN            NaN  0.899019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0164                 NaN            NaN  0.936037E-001            NaN            NaN  0.890035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0253                 NaN            NaN  0.881773E-001            NaN            NaN  0.886535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.7654                 NaN            NaN  0.127801                 NaN            NaN   1.10676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.3288                 NaN            NaN  0.453593E-001            NaN            NaN  0.625792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0613                 NaN            NaN  0.829106E-001            NaN            NaN  0.855823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0703                 NaN            NaN  0.795237E-001            NaN            NaN  0.850211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0833                 NaN            NaN  0.779238E-001            NaN            NaN  0.838755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        96.8633                 NaN            NaN  0.311364                 NaN            NaN   2.82532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.6405                 NaN            NaN  0.646473E-001            NaN            NaN  0.294882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1271                 NaN            NaN  0.212508E-001            NaN            NaN  0.851626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1339                 NaN            NaN  0.223479E-001            NaN            NaN  0.843757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1429                 NaN            NaN  0.581414E-001            NaN            NaN  0.798978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1529                 NaN            NaN  0.562540E-001            NaN            NaN  0.790872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1579                 NaN            NaN  0.521436E-001            NaN            NaN  0.789934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1687                 NaN            NaN  0.506538E-001            NaN            NaN  0.780696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1725                 NaN            NaN  0.460751E-001            NaN            NaN  0.781454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1813                 NaN            NaN  0.451681E-001            NaN            NaN  0.773559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1879                 NaN            NaN  0.418406E-001            NaN            NaN  0.770227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1932                 NaN            NaN  0.381130E-001            NaN            NaN  0.768650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1989                 NaN            NaN  0.354020E-001            NaN            NaN  0.765669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2038                 NaN            NaN  0.308253E-001            NaN            NaN  0.765367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2108                 NaN            NaN  0.292385E-001            NaN            NaN  0.760010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0984                 NaN            NaN  0.456520E-001            NaN            NaN  0.169986       0.685948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0022                 NaN            NaN            NaN            NaN            NaN            NaN  0.997828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9968                 NaN            NaN            NaN            NaN            NaN            NaN   1.00319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9879                 NaN            NaN            NaN            NaN            NaN            NaN   1.01211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9769                 NaN            NaN            NaN            NaN            NaN            NaN   1.02305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.9622                 NaN            NaN            NaN            NaN            NaN            NaN   1.03781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6890                 NaN            NaN            NaN            NaN            NaN            NaN  0.769720       0.541254                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4837                 NaN            NaN            NaN            NaN            NaN            NaN  0.984244       0.532070                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5032                 NaN            NaN            NaN            NaN            NaN            NaN  0.525632       0.971133                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5195                 NaN            NaN            NaN            NaN            NaN            NaN  0.519587       0.960961                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5386                 NaN            NaN            NaN            NaN            NaN            NaN  0.513306       0.948142                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5524                 NaN            NaN            NaN            NaN            NaN            NaN  0.506288       0.941266                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5695                 NaN            NaN  0.114488E-004            NaN            NaN            NaN  0.928819       0.501630                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5850                 NaN            NaN            NaN            NaN            NaN            NaN  0.918478       0.496524                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6030                 NaN            NaN  0.290782E-001            NaN            NaN            NaN  0.920899       0.446979                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6231                 NaN            NaN  0.577749E-001            NaN            NaN            NaN  0.397915       0.921219                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6364                 NaN            NaN  0.544983E-001            NaN            NaN            NaN  0.911881       0.397218                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6492                 NaN            NaN  0.517075E-001            NaN            NaN            NaN  0.902063       0.397007                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6611                 NaN            NaN  0.487948E-001            NaN            NaN            NaN  0.396767       0.893297                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6743                 NaN            NaN  0.458164E-001            NaN            NaN            NaN  0.884222       0.395614                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6842                 NaN            NaN  0.436752E-001            NaN            NaN            NaN  0.879162       0.392956                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6966                 NaN            NaN  0.394832E-001            NaN            NaN            NaN  0.867544       0.396334                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6893                 NaN            NaN  0.430223E-001            NaN            NaN            NaN  0.865023       0.394928                 NaN  0.769138E-002            NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9689                 NaN            NaN  0.403179                 NaN            NaN            NaN  0.970239       0.763382                 NaN  0.894318                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.9479                 NaN            NaN  0.424598                 NaN            NaN            NaN  0.956810       0.748081                 NaN  0.922623                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.0263                 NaN            NaN  0.422637                 NaN            NaN            NaN  0.936177       0.715840                 NaN  0.899064                 NaN            NaN            NaN            NaN
  1416.04        2500.00        95.7861                 NaN            NaN  0.616674                 NaN            NaN            NaN   1.35909       0.963055                 NaN   1.27508                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5219                 NaN            NaN  0.220577                 NaN            NaN            NaN  0.472925       0.339586                 NaN  0.445007                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.2511                 NaN            NaN  0.418562                 NaN            NaN            NaN  0.879048       0.619037                 NaN  0.832272                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.3247                 NaN            NaN  0.413127                 NaN            NaN            NaN  0.854779       0.598253                 NaN  0.809092                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.3863                 NaN            NaN  0.414232                 NaN            NaN            NaN  0.568018       0.840280                 NaN  0.791152                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.5873                 NaN            NaN  0.392268                 NaN            NaN            NaN  0.788230       0.503165                 NaN  0.728986                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.3492                 NaN            NaN  0.436305                 NaN            NaN            NaN  0.555489       0.858192                 NaN  0.800794                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.5673                 NaN            NaN  0.409182                 NaN            NaN            NaN  0.494437       0.792719                 NaN  0.736357                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.6215                 NaN            NaN  0.408952                 NaN            NaN            NaN  0.472230       0.777107                 NaN  0.720179                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.6743                 NaN            NaN  0.406956                 NaN            NaN            NaN  0.764551       0.450487                 NaN  0.703718                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.7189                 NaN            NaN  0.408518                 NaN            NaN            NaN  0.425926       0.756213                 NaN  0.690459                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.7798                 NaN            NaN  0.402269                 NaN            NaN            NaN  0.411136       0.735403                 NaN  0.671395                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.8215                 NaN            NaN  0.403204                 NaN            NaN            NaN  0.390610       0.725699                 NaN  0.658981                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.8670                 NaN            NaN  0.401688                 NaN            NaN            NaN  0.713860       0.372501                 NaN  0.644988                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.9099                 NaN            NaN  0.400530                 NaN            NaN            NaN  0.702266       0.355669                 NaN  0.631625                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.9521                 NaN            NaN  0.399473                 NaN            NaN            NaN  0.337580       0.692090                 NaN  0.618713                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.9933                 NaN            NaN  0.396813                 NaN            NaN            NaN  0.680587       0.323694                 NaN  0.605624                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.0325                 NaN            NaN  0.395561                 NaN            NaN            NaN  0.308104       0.670259                 NaN  0.593605                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0719                 NaN            NaN  0.393862                 NaN            NaN            NaN  0.659516       0.293006                 NaN  0.581764                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.1098                 NaN            NaN  0.390798                 NaN            NaN            NaN  0.649577       0.280471                 NaN  0.569389                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.1440                 NaN            NaN  0.389193                 NaN            NaN            NaN  0.640874       0.267236                 NaN  0.558697                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.1792                 NaN            NaN  0.386697                 NaN            NaN            NaN  0.631683       0.254832                 NaN  0.547583                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.2115                 NaN            NaN  0.384392                 NaN            NaN            NaN  0.622605       0.244270                 NaN  0.537187                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.2435                 NaN            NaN  0.381476                 NaN            NaN            NaN  0.613925       0.234123                 NaN  0.526975                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.2785                 NaN            NaN  0.379102                 NaN            NaN            NaN  0.221741       0.604360                 NaN  0.516292                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.3060                 NaN            NaN  0.375112                 NaN            NaN            NaN  0.215153       0.596917                 NaN  0.506846                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.3364                 NaN            NaN  0.372262                 NaN            NaN            NaN  0.587962       0.206105                 NaN  0.497229                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.3637                 NaN            NaN  0.368278                 NaN            NaN            NaN  0.580682       0.199150                 NaN  0.488178                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.3922                 NaN            NaN  0.363621                 NaN            NaN            NaN  0.571979       0.193480                 NaN  0.478711                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.4195                 NaN            NaN  0.362947                 NaN            NaN            NaN  0.565610       0.181582                 NaN  0.470324                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.4464                 NaN            NaN  0.354861                 NaN            NaN            NaN  0.554740       0.183032                 NaN  0.460920                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.4702                 NaN            NaN  0.351432                 NaN            NaN            NaN  0.548680       0.176727                 NaN  0.452955                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.4957                 NaN            NaN  0.346862                 NaN            NaN            NaN  0.541338       0.171552                 NaN  0.444573                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.5189                 NaN            NaN  0.341179                 NaN            NaN            NaN  0.169879       0.533467                 NaN  0.436621                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.5426                 NaN            NaN  0.336005                 NaN            NaN            NaN  0.525967       0.166827                 NaN  0.428634                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.5654                 NaN            NaN  0.330390                 NaN            NaN            NaN  0.164743       0.518584                 NaN  0.420868                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.5875                 NaN            NaN  0.324630                 NaN            NaN            NaN  0.164018       0.510446                 NaN  0.413381                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.6087                 NaN            NaN  0.318985                 NaN            NaN            NaN  0.163106       0.503082                 NaN  0.406133                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.6301                 NaN            NaN  0.311852                 NaN            NaN            NaN  0.164284       0.495075                 NaN  0.398712                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.6501                 NaN            NaN  0.305518                 NaN            NaN            NaN  0.487281       0.165337                 NaN  0.391786                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.6700                 NaN            NaN  0.298622                 NaN            NaN            NaN  0.166365       0.480175                 NaN  0.384879                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.6886                 NaN            NaN  0.291429                 NaN            NaN            NaN  0.472724       0.168961                 NaN  0.378300                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.7081                 NaN            NaN  0.284824                 NaN            NaN            NaN  0.465037       0.170416                 NaN  0.371615                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.7258                 NaN            NaN  0.277066                 NaN            NaN            NaN  0.457315       0.174565                 NaN  0.365272                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.7412                 NaN            NaN  0.270579                 NaN            NaN            NaN  0.177638       0.450708                 NaN  0.359920                 NaN            NaN            NaN            NaN
  1303.26        2500.00        79.2609                 NaN            NaN   2.25496                 NaN            NaN            NaN   3.12475        1.03710                 NaN   2.76788        11.5545                 NaN            NaN            NaN
  1300.75        2500.00        78.6162                 NaN            NaN   2.30619                 NaN            NaN            NaN   1.04154        3.29473                 NaN   2.84543        11.8959                 NaN            NaN            NaN
  1298.25        2500.00        80.8161                 NaN            NaN   2.08275                 NaN            NaN            NaN   3.08005       0.879540                 NaN   2.57110        10.5704                 NaN            NaN            NaN
  1295.74        2500.00        82.6576                 NaN            NaN   1.88114                 NaN            NaN            NaN  0.771197        2.89368                 NaN   2.33976        9.45659                 NaN            NaN            NaN
  1293.23        2500.00        84.0932                 NaN            NaN   1.72041                 NaN            NaN            NaN   2.75761       0.680006                 NaN   2.16002        8.58876                 NaN            NaN            NaN
  1290.73        2500.00        68.9393                 NaN            NaN   1.38187                 NaN   1.93873                 NaN   6.17980        1.12201                 NaN   3.98097        16.4574                 NaN            NaN            NaN
  1288.22        2500.00        70.3379                 NaN            NaN  0.885718                 NaN   2.04326                 NaN   5.74000        1.63985                 NaN   3.78718        15.5661                 NaN            NaN            NaN
  1285.71        2500.00        74.9613                 NaN            NaN  0.587034                 NaN   1.66918                 NaN   4.55152        1.97354                 NaN   3.21150        13.0459                 NaN            NaN            NaN
  1283.21        2500.00        78.2194                 NaN            NaN  0.789509E-001            NaN   1.41102                 NaN   3.24613        2.97771                 NaN   2.79927        11.2676                 NaN            NaN            NaN
  1280.70        2500.00        79.9947                 NaN            NaN  0.579584                 NaN   1.25603                 NaN   4.22145        1.02143                 NaN   2.58312        10.3436                 NaN            NaN            NaN
  1278.20        2500.00        81.4602                 NaN            NaN            NaN            NaN   1.12698                 NaN   3.24092        2.25173                 NaN   2.39098        9.52916                 NaN            NaN            NaN
  1275.69        2500.00        83.4028                 NaN            NaN  0.330704E-002            NaN  0.946125                 NaN   1.55293        3.46364                 NaN   2.15223        8.47897                 NaN            NaN            NaN
  1273.18        2500.00        83.8436                 NaN            NaN            NaN            NaN  0.879053                 NaN   1.20908        3.71511                 NaN   2.09703        8.25609                 NaN            NaN            NaN
  1270.68        2500.00        84.4950                 NaN            NaN  0.379487                 NaN  0.840632                 NaN   1.66525        2.57029                 NaN   2.01883        8.03047                 NaN            NaN            NaN
  1268.17        2500.00        84.2206                 NaN            NaN  0.137279                 NaN  0.751983                 NaN   3.23693        1.12442                 NaN   2.09926        8.42949                 NaN            NaN            NaN
  1265.66        2500.00        85.9755                 NaN            NaN            NaN            NaN  0.598918                 NaN   2.79290        1.86817                 NaN   1.76759        6.99691                 NaN            NaN            NaN
  1263.16        2500.00        85.4949                 NaN            NaN            NaN            NaN  0.927192                 NaN   1.93517        1.81397                 NaN   1.91048        7.91830                 NaN            NaN            NaN
  1260.65        2500.00        89.3456                 NaN            NaN            NaN            NaN  0.184588                 NaN   2.07464        2.15164                 NaN   1.28765        4.95584                 NaN            NaN            NaN
  1258.15        2500.00        88.6058                 NaN            NaN            NaN            NaN  0.880512E-001            NaN   3.64017       0.264266E-001            NaN   1.46149        5.93519       0.242907                 NaN            NaN
  1255.64        2500.00        88.3741                 NaN            NaN            NaN            NaN            NaN            NaN   3.09378                 NaN            NaN   1.51914        6.62422       0.388801                 NaN            NaN
  1253.13        2500.00        89.5922                 NaN            NaN            NaN            NaN            NaN            NaN   3.20361                 NaN            NaN   1.23527        5.68978       0.279160                 NaN            NaN
  1250.63        2500.00        91.6123                 NaN            NaN            NaN            NaN            NaN            NaN  0.100648        3.70696                 NaN   1.09362        3.33881       0.147688                 NaN            NaN
  1248.12        2500.00        91.2327                 NaN            NaN            NaN            NaN            NaN            NaN   2.98742                 NaN            NaN   1.11046        4.44222       0.227163                 NaN            NaN
  1245.61        2500.00        92.2268                 NaN            NaN            NaN            NaN            NaN            NaN   1.14332       0.928933                 NaN  0.975666        4.49157       0.233717                 NaN            NaN
  1243.11        2500.00        92.2063                 NaN            NaN            NaN            NaN            NaN            NaN   3.32511                 NaN            NaN   1.01300        3.31835       0.137219                 NaN            NaN
  1240.60        2500.00        68.7286                 NaN            NaN   3.77259                 NaN            NaN            NaN            NaN            NaN            NaN   3.06508        18.9144        1.01970        4.49963                 NaN
  1238.10        2500.00        92.0406                 NaN            NaN            NaN            NaN            NaN            NaN  0.721066        5.71868                 NaN   1.49922                 NaN  0.204281E-001            NaN            NaN
  1235.59        2500.00        87.0739                 NaN            NaN  0.133801       0.387837                 NaN            NaN  0.170343E-005            NaN            NaN  0.561822        7.80795       0.326021        3.70868                 NaN
  1233.08        2500.00        74.6496                 NaN            NaN   2.64059                 NaN            NaN            NaN            NaN            NaN            NaN   2.49277        11.8806       0.407169        7.92930                 NaN
  1230.58        2500.00        91.8199                 NaN            NaN            NaN            NaN            NaN            NaN  0.630130        5.86396                 NaN   1.68059                 NaN  0.538885E-002            NaN            NaN
  1228.07        2500.00        55.5911                 NaN            NaN   3.43077                 NaN            NaN            NaN            NaN            NaN            NaN   3.96932        22.0996       0.819420        14.0898                 NaN
  1225.56        2500.00        78.7887                 NaN            NaN            NaN            NaN            NaN            NaN   9.77813                 NaN            NaN   1.91433        6.23450       0.210126        3.07417                 NaN
  1223.06        2500.00                 NaN            NaN            NaN   4.81140                 NaN            NaN            NaN   9.76783                 NaN            NaN   8.46252        44.1660        1.48327        31.3090                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0325        3.99574                 NaN   8.53220        43.2455        1.14937        30.0447                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.27017        12.6083                 NaN   8.48384        43.4041        1.19113        30.0425                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0136        4.97687                 NaN   8.57708        43.2274        1.15890        30.0462                 NaN
  1213.03        2500.00                 NaN            NaN            NaN   6.46426                 NaN            NaN            NaN   7.08275                 NaN            NaN   8.37487        44.7481        1.61638        31.7137                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   6.41809                 NaN            NaN            NaN   7.14361       0.649853E-005            NaN   8.37921        44.7363        1.61802        31.7048                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38611        15.5929                 NaN   8.70386        43.1165        1.17397        30.0267                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9767        2.05497                 NaN   8.72160        43.0531        1.16002        30.0337                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0509        3.95019       0.223526E-005   8.63247        43.1726        1.15178        30.0421                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.36176        15.6791                 NaN   8.72237        43.0627        1.14925        30.0249                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.740942        16.3938                 NaN   8.76776        42.9440        1.11639        30.0371                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   6.37658                 NaN            NaN            NaN   7.19774                 NaN            NaN   8.38740        44.7303        1.61742        31.6906                 NaN
  1192.98        2500.00                 NaN            NaN            NaN   6.34350                 NaN            NaN            NaN   7.23619                 NaN            NaN   8.36012        44.7108        1.63494        31.7145                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5903        1.59082       0.225963E-005   8.79159        42.8813        1.10332        30.0427                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2987        1.86525                 NaN   8.78879        42.8519        1.12808        30.0673                 NaN
  1185.46        2500.00                 NaN            NaN            NaN   6.41361                 NaN            NaN            NaN   7.17241       0.116757E-004            NaN   8.39951        44.6879        1.61502        31.7115                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   6.40403                 NaN            NaN            NaN   7.16688       0.354931E-005            NaN   8.39302        44.7165        1.61705        31.7025                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   6.42297                 NaN            NaN            NaN   7.16078       0.116912E-004            NaN   8.40118        44.6848        1.61502        31.7153                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   6.42759                 NaN            NaN            NaN   7.15505       0.112208E-004            NaN   8.40203        44.6832        1.61502        31.7171                 NaN
  1175.44        2500.00                 NaN            NaN            NaN   6.43218                 NaN            NaN            NaN   7.14937       0.879462E-005            NaN   8.40288        44.6815        1.61502        31.7190                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   6.43674                 NaN            NaN            NaN   7.14375       0.443840E-005            NaN   8.40374        44.6799        1.61502        31.7209                 NaN
  1170.43        2500.00                 NaN            NaN            NaN   6.44126                 NaN            NaN            NaN   7.13819       0.784644E-005            NaN   8.40461        44.6782        1.61501        31.7227                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   6.44574                 NaN            NaN            NaN   7.13268       0.843061E-005            NaN   8.40549        44.6765        1.61501        31.7246                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.02910        13.9005       0.340112E-003   8.71808        43.1712        1.15258        30.0282                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.77995        15.2540       0.120264E-005   8.76593        43.0234        1.14553        30.0312                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60779        15.4556                 NaN   8.78723        42.9772        1.13790        30.0342                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.55972        15.5190                 NaN   8.80019        42.9529        1.13238        30.0358                 NaN
  1155.39        2500.00                 NaN            NaN            NaN   6.87594                 NaN            NaN            NaN   3.72435                 NaN            NaN   8.10246        45.4854        1.65511        31.6420        2.51466     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.69786        15.3513                 NaN   8.79865        42.9884        1.13616        30.0277                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2045        3.84209                 NaN   8.81395        42.9717        1.12281        30.0449                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49293        13.6375                 NaN   8.76643        42.9327        1.12320        30.0472                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.94675        13.2595                 NaN   8.77822        42.8365        1.10407        30.0749                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   6.53287                 NaN            NaN            NaN   6.99915       0.504361E-005            NaN   8.40348        44.6995        1.61745        31.7476                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.81800        14.1493       0.188326E-005   8.81633        43.0572        1.13083        30.0283                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4347        4.65381                 NaN   8.86071        42.8998        1.10718        30.0437                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.86512        14.0807       0.666281E-004   8.83346        43.0644        1.13079        30.0254                 NaN
  1132.83        2500.00                 NaN            NaN            NaN   4.87660                 NaN            NaN            NaN   9.81874                 NaN            NaN   8.59036        43.9091        1.44742        31.3578                 NaN
  1130.33        2500.00                 NaN            NaN            NaN   6.55309                 NaN            NaN            NaN   6.97526       0.176040E-005            NaN   8.40981        44.6875        1.61739        31.7569                 NaN
